IDs:;240814 01_240812A_elasticity;03_DNAJB6_00_439_uM_exchange_expansion_compression_corrected;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1292.281;63.4891790590215;26.214;15.102
1293.28;63.5306668285738;26.221;15.105
1294.279;63.4341790590215;26.215;15.102
1295.274;63.4778375432602;26.216;15.104
1296.282;63.3638375432602;26.218;15.104
1297.267;63.3720082867411;26.217;15.103
1298.258;63.450496142677;26.219;15.106
1299.27;63.5166668285738;26.219;15.105
1300.264;63.3893254855652;26.221;15.107
1301.273;63.5259842576765;26.226;15.109
1302.264;63.52681368689;26.227;15.11
1303.257;63.4549842576765;26.223;15.109
1304.262;63.3739842576765;26.224;15.109
1305.251;63.3701548572333;26.224;15.108
1306.239;63.46981368689;26.224;15.11
1307.23;63.3423254855652;26.222;15.107
1308.242;63.41281368689;26.225;15.11
1309.252;63.41281368689;26.225;15.11
1310.249;63.5224726316083;26.23;15.112
1311.246;63.4209842576765;26.224;15.109
1312.246;63.5863021471034;26.232;15.113
1313.251;63.4396431448689;26.226;15.111
1314.26;63.4783021471034;26.228;15.113
1315.271;63.5199612643412;26.234;15.115
1316.261;63.6239612643412;26.233;15.115
1317.284;63.3701316913494;26.231;15.114
1318.281;63.4079612643412;26.231;15.115
1319.282;63.4887908660742;26.236;15.116
1320.285;63.5706204965435;26.236;15.117
1321.264;63.5164501557441;26.238;15.118
1322.247;63.4909612643412;26.231;15.115
1323.236;63.5614501557441;26.238;15.118
1324.226;63.6902798436712;26.239;15.119
1325.223;63.4496204965435;26.234;15.117
1326.224;63.4159612643412;26.232;15.115
1327.219;63.4697908660742;26.233;15.116
1328.215;63.4479612643412;26.231;15.115
1329.201;63.2876204965435;26.236;15.117
1330.201;63.5484501557441;26.234;15.118
1331.188;63.4875988825477;26.244;15.123
1332.195;63.6480884630954;26.249;15.126
1333.178;63.3532585742187;26.244;15.125
1334.171;63.5662585742187;26.248;15.125
1335.171;63.5879183806598;26.25;15.127
1336.167;63.4997483269069;26.251;15.128
1337.167;63.5724287140346;26.242;15.124
1338.148;63.3169183806598;26.249;15.127
1339.142;63.3810884630954;26.246;15.126
1340.13;63.5480884630954;26.248;15.126
1341.12;63.6230884630954;26.249;15.126
1342.115;63.6199183806598;26.249;15.127
1343.119;63.6319183806598;26.248;15.127
1344.127;63.2910884630954;26.248;15.126
1345.12;63.4774287140346;26.243;15.124
1346.118;63.2585783018319;26.251;15.129
1347.122;63.4975783018319;26.254;15.129
1348.106;63.4599183806598;26.248;15.127
1349.124;63.5885783018319;26.252;15.129
1350.118;63.53840830543;26.254;15.13
1351.117;63.5820683986259;26.255;15.132
1352.122;63.37740830543;26.252;15.13
1353.102;63.336898488214;26.256;15.133
1354.124;63.3627286064558;26.257;15.134
1355.119;63.371898488214;26.256;15.133
1356.121;63.3995587533462;26.258;15.135
1357.126;63.3433889288806;26.26;15.136
1358.107;63.4002191330541;26.261;15.137
1359.09;63.60970991736;26.266;15.14
1360.079;63.4303889288806;26.26;15.136
1361.07;63.3725587533462;26.259;15.135
1362.097;63.3603889288806;26.26;15.136
1363.094;63.4270493658617;26.261;15.138
1364.097;63.5112191330541;26.26;15.137
1365.092;63.4452009592423;26.271;15.143
1366.085;63.31070991736;26.265;15.14
1367.064;63.307540236041;26.266;15.141
1368.061;63.40670991736;26.265;15.14
1369.05;63.416540236041;26.267;15.141
1370.033;63.3822009592423;26.269;15.143
1371.028;63.466031363753;26.271;15.144
1372.031;63.422031363753;26.27;15.144
1373.027;63.4896922585698;26.271;15.146
1374.014;63.4988617968638;26.271;15.145
1375.024;63.3435227488664;26.274;15.147
1376.036;63.4245227488664;26.275;15.147
1377.031;63.46901439125;26.279;15.15
1378.029;63.43001439125;26.277;15.15
1379.022;63.48801439125;26.277;15.15
1380.014;63.3726756290355;26.28;15.152
1381.003;63.4198449958597;26.279;15.151
1381.998;63.46401439125;26.279;15.15
1383.003;63.4266756290355;26.28;15.152
1383.983;63.507998447303;26.288;15.156
1384.976;63.3253369810662;26.284;15.154
1385.972;63.4111676999112;26.284;15.155
1386.947;63.4798292232367;26.289;15.157
1387.955;63.5086600277073;26.29;15.158
1388.939;63.6776600277073;26.289;15.158
1389.925;63.42832172224;26.293;15.16
1390.917;63.455998447303;26.286;15.156
1391.911;63.5761526122924;26.294;15.161
1392.91;63.3631526122924;26.292;15.161
1393.914;63.5806600277073;26.288;15.158
1394.921;63.4848144779449;26.297;15.163
1395.912;63.3651526122924;26.293;15.161
1396.904;63.5564764576288;26.299;15.165
1397.896;63.4943074902202;26.301;15.166
1398.891;63.5243074902202;26.302;15.166
1399.888;63.4184764576288;26.298;15.165
1400.888;63.3596454535354;26.296;15.164
1401.89;63.3154764576288;26.298;15.165
1402.898;63.6349696408781;26.303;15.168
1403.904;63.4114764576288;26.297;15.165
1404.898;63.52063190547;26.306;15.17
1405.892;63.5164630804791;26.307;15.171
1406.868;63.52563190547;26.306;15.17
1407.864;63.5894630804791;26.307;15.171
1408.862;63.4342942839571;26.308;15.172
1409.844;63.5932942839571;26.308;15.172
1410.845;63.4226193824614;26.314;15.176
1411.839;63.5229567763006;26.311;15.174
1412.824;63.5029567763006;26.311;15.174
1413.827;63.4476193824614;26.314;15.176
1414.827;63.5006193824614;26.314;15.176
1415.826;63.5104507282113;26.316;15.177
1416.829;63.3899567763006;26.309;15.174
1417.838;63.16894493608;26.32;15.18
1418.828;63.50194493608;26.318;15.18
1419.812;63.5056078834599;26.321;15.182
1420.82;63.3261135050254;26.316;15.179
1421.838;63.3254393997755;26.324;15.183
1422.838;63.6204393997755;26.322;15.183
1423.838;63.6261135050254;26.315;15.179
1424.848;63.3954507282113;26.313;15.177
1425.86;63.3924507282113;26.314;15.177
1426.85;63.4114507282113;26.313;15.177
1427.841;63.4716078834599;26.322;15.182
1428.839;63.5927763955598;26.32;15.181
1429.841;63.5024393997755;26.323;15.183
1430.849;63.61694493608;26.319;15.18
1431.86;63.3484393997755;26.324;15.183
1432.846;63.5457763955598;26.32;15.181
1433.834;63.5956078834599;26.32;15.182
1434.827;63.5354393997755;26.322;15.183
1435.822;63.5596078834599;26.321;15.182
1436.828;63.34194493608;26.317;15.18
1437.818;63.4662709445018;26.324;15.184
1438.817;63.5311025176338;26.326;15.185
1439.82;63.3106078834599;26.32;15.182
1440.815;63.6252709445018;26.323;15.184
1441.799;63.3387763955598;26.319;15.181
1442.786;63.5029341191666;26.327;15.186
1443.78;63.5504290941221;26.33;15.189
1444.769;63.4347657490956;26.329;15.187
1445.778;63.4425974074157;26.33;15.188
1446.77;63.4056078834599;26.319;15.182
1447.774;63.5577657490956;26.328;15.187
1448.779;63.3639341191666;26.328;15.186
1449.766;63.5776078834599;26.319;15.182
1450.76;63.4992709445018;26.322;15.184
1451.76;63.4739341191666;26.327;15.186
1452.765;63.5257657490956;26.328;15.187
1453.749;63.4694290941221;26.331;15.189
1454.741;63.5985974074157;26.329;15.188
1455.744;63.50226080921;26.332;15.19
1456.761;63.4809243245107;26.335;15.192
1457.772;63.5199243245107;26.335;15.192
1458.791;63.5067561247138;26.336;15.193
1459.782;63.4909243245107;26.335;15.192
1460.778;63.4989243245107;26.335;15.192
1461.778;63.3322516954758;26.342;15.196
1462.781;63.5362516954758;26.341;15.196
1463.788;63.5450836090979;26.341;15.197
1464.802;63.5554198102012;26.339;15.195
1465.787;63.5690836090979;26.341;15.197
1466.784;63.6767475213648;26.344;15.199
1467.779;63.5724115469632;26.347;15.201
1468.778;63.5759155510625;26.344;15.198
1469.778;63.5127475213648;26.344;15.199
1470.766;63.5557475213648;26.344;15.199
1471.765;63.5192436022495;26.348;15.202
1472.764;63.5020756858541;26.35;15.203
1473.755;63.6552365284813;26.355;15.208
1474.737;63.8062365284813;26.354;15.208
1475.733;63.5004043033582;26.354;15.207
1476.75;63.575572106529;26.353;15.206
1477.738;63.5197399379987;26.353;15.205
1478.736;63.4770687818935;26.358;15.209
1479.72;63.6400687818935;26.356;15.209
1480.718;63.4942365284813;26.357;15.208
1481.712;63.547572106529;26.353;15.206
1482.712;63.529572106529;26.354;15.206
1483.73;63.4400687818935;26.358;15.209
1484.74;63.6112365284813;26.356;15.208
1485.723;63.6314043033582;26.354;15.207
1486.713;63.5652365284813;26.356;15.208
1487.712;63.5320687818935;26.357;15.209
1488.716;63.5237333735659;26.361;15.211
1489.724;63.6102304731214;26.364;15.214
1490.71;63.6013980783364;26.363;15.213
1491.697;63.5832304731214;26.365;15.214
1492.69;63.5188953474663;26.367;15.216
1493.67;63.4398953474663;26.368;15.216
1494.678;63.5638953474662;26.367;15.216
1495.669;63.6705603348121;26.369;15.218
1496.661;63.5878953474662;26.367;15.216
1497.659;63.5420628961663;26.365;15.215
1498.663;63.5567278270165;26.368;15.217
1499.669;63.5817278270165;26.367;15.217
1500.675;63.6358953474662;26.366;15.216
1501.67;63.5357278270165;26.367;15.217
1502.672;63.5433928708482;26.371;15.219
1503.675;63.5363928708482;26.37;15.219
1504.682;63.6135603348121;26.369;15.218
1505.692;63.5143928708482;26.371;15.219
1506.689;63.65922543512;26.372;15.22
1507.686;63.5973928708482;26.371;15.219
1508.699;63.6153928708482;26.37;15.219
1509.695;63.6053928708482;26.37;15.219
1510.702;63.50222543512;26.372;15.22
1511.696;63.50722543512;26.372;15.22
1512.697;63.4358906483511;26.374;15.222
1513.685;63.5778906483511;26.373;15.222
1514.678;63.65122543512;26.372;15.22
1515.678;63.5700580276226;26.372;15.221
1516.666;63.5428906483511;26.374;15.222
1517.665;63.5028906483511;26.375;15.222
1518.668;63.5528906483511;26.375;15.222
1519.68;63.5578906483511;26.374;15.222
1520.699;63.5357232973007;26.376;15.223
1521.698;63.5605559744666;26.377;15.224
1522.689;63.6243886798438;26.378;15.225
1523.678;63.5512214134274;26.379;15.226
1524.676;63.5120541752128;26.381;15.227
1525.689;63.5758869651949;26.383;15.228
1526.676;63.7598869651949;26.382;15.228
1527.678;63.57655262973;26.386;15.23
1528.659;63.5862184069939;26.387;15.232
1529.673;63.5508842969478;26.391;15.234
1530.659;63.3867172841713;26.392;15.235
1531.648;63.4092184069939;26.389;15.232
1532.672;63.480051337887;26.389;15.233
1533.671;63.57355262973;26.385;15.23
1534.674;63.6813855042733;26.386;15.231
1535.679;63.5143855042733;26.388;15.231
1536.69;63.5517172841713;26.392;15.235
1537.674;63.5783833430871;26.395;15.237
1538.66;63.5795502995527;26.393;15.236
1539.649;63.6295502995527;26.393;15.236
1540.674;63.5858842969478;26.39;15.234
1541.67;63.6363833430871;26.394;15.237
1542.672;63.5790495145956;26.396;15.239
1543.676;63.64588264256;26.398;15.24
1544.672;63.61588264256;26.398;15.24
1545.663;63.59388264256;26.398;15.24
1546.663;63.496715798658;26.399;15.241
1547.677;63.514715798658;26.399;15.241
1548.661;63.6013821952353;26.402;15.243
1549.664;63.3660487042887;26.406;15.245
1550.669;63.5837153257794;26.407;15.247
1551.68;63.4968820009818;26.406;15.246
1552.683;63.5537153257794;26.407;15.247
1553.669;63.5235486786765;26.409;15.248
1554.663;63.4955486786765;26.409;15.248
1555.669;63.4495486786765;26.409;15.248
1556.689;63.6358820009818;26.407;15.246
1557.685;63.5727153257794;26.407;15.247
1558.675;63.5503820596683;26.41;15.249
1559.662;63.50721546875;26.411;15.25
1560.661;63.59821546875;26.41;15.25
1561.646;63.5963820596683;26.409;15.249
1562.634;63.5455486786765;26.408;15.248
1563.627;63.5718820009818;26.406;15.246
1564.624;63.4703820596683;26.41;15.249
1565.632;63.4735486786765;26.409;15.248
1566.641;63.5107153257794;26.407;15.247
1567.656;63.5473820596683;26.409;15.249
1568.656;63.5093820596683;26.409;15.249
1569.657;63.5363820596683;26.409;15.249
1570.636;63.5903820596683;26.41;15.249
1571.646;63.5643820596683;26.41;15.249
1572.627;63.40221546875;26.412;15.25
1573.611;63.5510489059167;26.412;15.251
1574.597;63.7695493858782;26.415;15.254
1575.587;63.4905493858782;26.416;15.254
1576.581;63.420216512855;26.42;15.256
1577.581;63.4975493858782;26.417;15.254
1578.583;63.5113829353363;26.418;15.255
1579.582;63.600216512855;26.419;15.256
1580.583;63.3900501184297;26.422;15.257
1581.57;63.4143829353363;26.419;15.255
1582.577;63.4613829353363;26.419;15.255
1583.576;63.4620501184297;26.42;15.257
1584.56;63.520717413727;26.423;15.259
1585.558;63.4653848211894;26.426;15.261
1586.544;63.4412185669703;26.427;15.262
1587.536;63.4418861426074;26.43;15.264
1588.518;63.4357199724538;26.432;15.265
1589.506;63.5337199724537;26.431;15.265
1590.5;63.4597199724538;26.432;15.265
1591.497;63.4935538303122;26.433;15.266
1592.489;63.2708861426074;26.432;15.264
1593.475;63.4008861426074;26.43;15.264
1594.465;63.4985538303122;26.433;15.266
1595.464;63.4857199724537;26.431;15.265
1596.473;63.4787199724537;26.432;15.265
1597.483;63.4768861426074;26.43;15.264
1598.478;63.4877199724537;26.431;15.265
1599.477;63.5688861426074;26.429;15.264
1600.485;63.4627199724538;26.431;15.265
1601.495;63.5500555719117;26.435;15.269
1602.509;63.614387716178;26.432;15.267
1603.5;63.48788954177;26.437;15.27
1604.492;63.46988954177;26.438;15.27
1605.491;63.4715575654451;26.44;15.272
1606.464;63.4062257010326;26.442;15.274
1607.473;63.5053916192522;26.441;15.273
1608.46;63.4392257010326;26.442;15.274
1609.446;63.5080598107813;26.444;15.275
1610.466;63.4402257010326;26.443;15.274
1611.455;63.4590598107813;26.444;15.275
1612.452;63.5212257010326;26.443;15.274
1613.449;63.3720598107813;26.445;15.275
1614.457;63.4670598107813;26.444;15.275
1615.442;63.4578939484934;26.445;15.276
1616.419;63.5707281141643;26.446;15.277
1617.429;63.5135623077889;26.447;15.278
1618.432;63.4447281141643;26.447;15.277
1619.427;63.4663965293624;26.449;15.279
1620.407;63.51223077888;26.45;15.28
1621.404;63.4563965293624;26.449;15.279
1622.416;63.47623077888;26.451;15.28
1623.413;63.38923077888;26.45;15.28
1624.397;63.49823077888;26.45;15.28
1625.388;63.4338993617279;26.453;15.282
1626.385;63.3948993617279;26.454;15.282
1627.38;63.4304024454588;26.457;15.285
1628.381;63.4332368625386;26.458;15.286
1629.366;63.4754024454588;26.456;15.285
1630.357;63.6214024454588;26.457;15.285
1631.353;63.4932368625386;26.459;15.286
1632.357;63.4950713075286;26.46;15.287
1633.374;63.4379057804237;26.461;15.288
1634.375;63.5209057804237;26.461;15.288
1635.381;63.4489057804237;26.463;15.288
1636.394;63.4904093664915;26.465;15.291
1637.385;63.6230785633068;26.467;15.293
1638.382;63.610913203531;26.469;15.294
1639.381;63.5637478716263;26.47;15.295
1640.356;63.5545825675878;26.472;15.296
1641.349;63.5402520430905;26.474;15.298
1642.346;63.5344172914109;26.473;15.297
1643.35;63.4714172914109;26.474;15.297
1644.356;63.5864172914109;26.473;15.297
1645.34;63.5152520430905;26.476;15.298
1646.36;63.5532520430905;26.475;15.298
1647.349;63.6445913282775;26.479;15.302
1648.339;63.5057564652202;26.479;15.301
1649.336;63.5687564652202;26.478;15.301
1650.341;63.47092163;26.477;15.3
1651.35;63.4452520430905;26.475;15.298
1652.346;63.50592163;26.477;15.3
1653.34;63.5622520430905;26.475;15.298
1654.339;63.58892163;26.477;15.3
1655.349;63.45392163;26.477;15.3
1656.324;63.5505913282775;26.478;15.302
1657.314;63.5645913282775;26.479;15.302
1658.308;63.4975913282775;26.48;15.302
1659.314;63.4937564652202;26.479;15.301
1660.313;63.4874262191671;26.482;15.303
1661.317;63.7490960844238;26.483;15.305
1662.316;63.4500960844238;26.485;15.305
1663.305;63.5330960844238;26.483;15.305
1664.299;63.5332611378842;26.482;15.304
1665.274;63.403931058781;26.485;15.306
1666.287;63.4767660609512;26.487;15.307
1667.29;63.4376010909293;26.488;15.308
1668.294;63.5184361487105;26.489;15.309
1669.309;63.5234361487105;26.489;15.309
1670.328;63.5566010909293;26.489;15.308
1671.313;63.54127123429;26.49;15.31
1672.305;63.3621063476629;26.492;15.311
1673.326;63.4699414888243;26.494;15.312
1674.321;63.5751063476629;26.491;15.311
1675.324;63.5324361487105;26.489;15.309
1676.331;63.45627123429;26.491;15.31
1677.314;63.5254361487105;26.489;15.309
1678.304;63.5191063476629;26.492;15.311
1679.294;63.6189414888243;26.493;15.312
1680.293;63.5559414888243;26.492;15.312
1681.297;63.50927123429;26.49;15.31
1682.311;63.5116010909293;26.489;15.308
1683.325;63.45327123429;26.491;15.31
1684.345;63.6227766577694;26.494;15.313
1685.343;63.5161063476629;26.491;15.311
1686.341;63.5401063476629;26.491;15.311
1687.343;63.4889414888243;26.494;15.312
1688.348;63.5097766577694;26.494;15.313
1689.354;63.4826118544934;26.496;15.314
1690.362;63.4954470789912;26.497;15.315
1691.338;63.5094470789912;26.497;15.315
1692.335;63.4812823312583;26.498;15.316
1693.323;63.6064470789912;26.497;15.315
1694.324;63.2009529190801;26.502;15.318
1695.324;63.4817882546252;26.502;15.319
1696.333;63.6177882546252;26.502;15.319
1697.328;63.4987882546252;26.502;15.319
1698.33;63.41962361792;26.504;15.32
1699.326;63.4694590089596;26.505;15.321
1700.33;63.52862361792;26.504;15.32
1701.321;63.5559653484986;26.509;15.324
1702.316;63.6308008504688;26.509;15.325
1703.33;63.5438008504688;26.51;15.325
1704.32;63.5858008504688;26.51;15.325
1705.317;63.4746363801594;26.512;15.326
1706.32;63.4843075226829;26.514;15.328
1707.329;63.4728008504688;26.511;15.325
1708.328;63.5756363801594;26.511;15.326
1709.333;63.4476363801594;26.512;15.326
1710.315;63.4976363801594;26.512;15.326
1711.312;63.5694719375658;26.513;15.327
1712.312;63.5633075226829;26.514;15.328
1713.314;63.5558144442503;26.517;15.331
1714.321;63.4278144442503;26.519;15.331
1715.333;63.4778144442503;26.519;15.331
1716.323;63.47997877603;26.518;15.33
1717.317;63.45097877603;26.518;15.33
1718.313;63.4673216150398;26.522;15.334
1719.316;63.3866501401619;26.52;15.332
1720.32;63.69948586376;26.52;15.333
1721.328;63.40148586376;26.522;15.333
1722.338;63.4953216150398;26.522;15.334
1723.326;63.5541573939963;26.523;15.335
1724.348;63.5069932006246;26.525;15.336
1725.34;63.5129932006246;26.525;15.336
1726.338;63.4929932006246;26.525;15.336
1727.345;63.4681573939962;26.524;15.335
1728.351;63.5478290349201;26.526;15.337
1729.35;63.5356648968777;26.526;15.338
1730.349;63.5099932006246;26.524;15.336
1731.347;63.4448290349201;26.527;15.337
1732.332;63.5078290349201;26.526;15.337
1733.31;63.4958290349201;26.526;15.337
1734.315;63.5495007864926;26.528;15.339
1735.303;63.5065007864926;26.529;15.339
1736.304;63.4886648968777;26.528;15.338
1737.319;63.4625007864926;26.528;15.339
1738.319;63.4275007864926;26.529;15.339
1739.328;63.48333670376;26.53;15.34
1740.319;63.43733670376;26.53;15.34
1741.301;63.503172648675;26.531;15.341
1742.31;63.456680649257;26.535;15.344
1743.301;63.5250086212327;26.532;15.342
1744.296;63.453680649257;26.535;15.344
1745.279;63.484680649257;26.536;15.344
1746.28;63.4780086212327;26.533;15.342
1747.281;63.5855167047138;26.536;15.345
1748.29;63.525680649257;26.535;15.344
1749.311;63.574680649257;26.536;15.344
1750.325;63.4665167047138;26.537;15.345
1751.313;63.3925167047138;26.537;15.345
1752.303;63.5238446214283;26.534;15.343
1753.296;63.5405167047138;26.537;15.345
1754.3;63.4833527877938;26.538;15.346
1755.303;63.5581888984924;26.538;15.347
1756.281;63.5681888984924;26.539;15.347
1757.292;63.5461888984924;26.539;15.347
1758.306;63.4450250368045;26.541;15.348
1759.327;63.3975336173737;26.545;15.351
1760.32;63.4653698660915;26.546;15.352
1761.317;63.3603698660915;26.547;15.352
1762.326;63.5340424462902;26.547;15.354
1763.308;63.3750424462902;26.549;15.354
1764.308;63.4422061423986;26.548;15.353
1765.307;63.3968787777613;26.55;15.355
1766.308;63.4828787777613;26.549;15.355
1767.302;63.5065515234227;26.551;15.357
1768.283;63.4875515234227;26.551;15.357
1769.294;63.4865515234227;26.552;15.357
1770.308;63.4943879376033;26.553;15.358
1771.313;63.388224379344;26.556;15.359
1772.313;63.4958973454864;26.557;15.361
1773.298;63.4197338698783;26.559;15.362
1774.295;63.4477338698783;26.559;15.362
1775.275;63.4294070012794;26.561;15.364
1776.258;63.4614070012794;26.561;15.364
1777.28;63.3702436082787;26.563;15.365
1778.291;63.4862436082787;26.562;15.365
1779.315;63.5190802428042;26.563;15.366
1780.323;63.4540802428042;26.564;15.366
1781.332;63.5550802428042;26.563;15.366
1782.318;63.5420802428042;26.563;15.366
1783.312;63.347916904851;26.566;15.367
1784.331;63.3082436082787;26.563;15.365
1785.317;63.5000802428042;26.564;15.366
1786.309;63.4050802428042;26.563;15.366
1787.31;63.4114070012794;26.562;15.364
1788.318;63.394916904851;26.565;15.367
1789.303;63.3600802428042;26.564;15.366
1790.29;63.363916904851;26.566;15.367
1791.31;63.3965903114887;26.568;15.369
1792.317;63.4107535944141;26.567;15.368
1793.322;63.40442705607;26.569;15.37
1794.319;63.2755903114887;26.568;15.369
1795.314;63.4792638281531;26.57;15.371
1796.311;63.37642705607;26.57;15.37
1797.293;63.44242705607;26.569;15.37
1798.278;63.3391006277331;26.573;15.372
1799.271;63.3977743093646;26.575;15.374
1800.269;63.3051006277331;26.573;15.372
1801.247;63.5012638281531;26.57;15.371
1802.242;63.4181006277331;26.573;15.372
1803.236;63.46642705607;26.57;15.37
1804.224;63.44042705607;26.57;15.37
1805.211;63.4601006277331;26.571;15.372
1806.207;63.3581006277331;26.572;15.372
1807.214;63.4479374548052;26.573;15.373
1808.229;63.4579374548052;26.573;15.373
1809.249;63.4007743093646;26.575;15.374
1810.251;63.4056111914062;26.576;15.375
1811.259;63.2466111914062;26.577;15.375
1812.263;63.2926111914062;26.576;15.375
1813.272;63.3484481009254;26.578;15.376
1814.257;63.4642850379173;26.579;15.377
1815.23;63.4741220023769;26.58;15.378
1816.237;63.4822850379173;26.578;15.377
1817.221;63.4819589942994;26.581;15.379
1818.214;63.6041220023769;26.579;15.378
1819.21;63.3969589942994;26.582;15.379
1820.213;63.56979601368;26.582;15.38
1821.22;63.6503072365215;26.585;15.383
1822.229;63.4784701347959;26.584;15.382
1823.213;63.5416330605138;26.584;15.381
1824.229;63.5653072365215;26.586;15.383
1825.221;63.4434701347959;26.586;15.382
1826.213;63.3793072365215;26.587;15.383
1827.212;63.4483072365215;26.586;15.383
1828.213;63.4474701347959;26.585;15.382
1829.215;63.3933072365215;26.587;15.383
1830.224;63.3661443656858;26.588;15.384
1831.228;63.4898187063106;26.59;15.386
1832.217;63.4469815222838;26.589;15.385
1833.204;63.2086559177616;26.594;15.387
1834.202;63.71716771661;26.593;15.39
1835.182;63.2613304229161;26.596;15.389
1836.203;63.4513304229161;26.594;15.389
1837.206;63.4643304229161;26.595;15.389
1838.192;63.3908423862067;26.599;15.392
1839.175;63.5418423862067;26.598;15.392
1840.162;63.4738423862067;26.599;15.392
1841.142;63.5120050377085;26.597;15.391
1842.128;63.5736797620998;26.599;15.393
1843.118;63.4373545960513;26.602;15.395
1844.115;63.481517165383;26.602;15.394
1845.101;63.4266797620998;26.599;15.393
1846.123;63.4051920540998;26.604;15.396
1847.124;63.462517165383;26.602;15.394
1848.134;63.4370295395239;26.604;15.397
1849.14;63.4900295395239;26.605;15.397
1850.151;63.4988670523185;26.606;15.398
1851.139;63.4718670523185;26.606;15.398
1852.14;63.48654216;26.609;15.4
1853.142;63.4087045924788;26.608;15.399
1854.151;63.30754216;26.608;15.4
1855.138;63.5253797548772;26.61;15.401
1856.126;63.45254216;26.609;15.4
1857.118;63.5388927035962;26.614;15.404
1858.116;63.5697304078487;26.614;15.405
1859.091;63.4808927035962;26.613;15.404
1860.097;63.4530550266801;26.613;15.403
1861.085;63.4827304078488;26.616;15.405
1862.074;63.3457304078488;26.616;15.405
1863.065;63.412568139433;26.617;15.406
1864.064;63.4754058983442;26.617;15.407
1865.061;63.4934058983442;26.618;15.407
1866.063;63.4577572071599;26.623;15.411
1867.073;63.5335951026323;26.625;15.412
1868.07;63.4062709754654;26.627;15.414
1869.07;63.4775951026323;26.625;15.412
1870.09;63.3847572071599;26.622;15.411
1871.108;63.5584330254024;26.626;15.413
1872.119;63.4584330254024;26.626;15.413
1873.114;63.4495951026323;26.625;15.412
1874.116;63.4365951026323;26.625;15.412
1875.114;63.5127572071599;26.623;15.411
1876.113;63.5704330254024;26.626;15.413
1877.119;63.4272709754654;26.627;15.414
1878.115;63.4291089528162;26.629;15.415
1879.102;63.4191089528162;26.628;15.415
1880.12;63.4822709754654;26.628;15.414
1881.126;63.4924330254024;26.626;15.413
1882.114;63.4235951026323;26.625;15.412
1883.103;63.4311089528162;26.628;15.415
1884.096;63.5577849893625;26.631;15.417
1885.095;63.4626230485481;26.632;15.418
1886.096;63.43229924872;26.635;15.42
1887.104;63.5846230485481;26.632;15.418
1888.116;63.49829924872;26.635;15.42
1889.106;63.3921373896966;26.636;15.421
1890.099;63.3481373896966;26.636;15.421
1891.097;63.5018137534067;26.638;15.423
1892.101;63.4521373896966;26.636;15.421
1893.108;63.4459755579271;26.638;15.422
1894.115;63.4459755579271;26.637;15.422
1895.129;63.4478137534067;26.639;15.423
1896.118;63.2901373896966;26.636;15.421
1897.138;63.4573285032914;26.643;15.426
1898.128;63.3421668077188;26.646;15.427
1899.127;63.4278434982429;26.648;15.429
1900.13;63.4611668077188;26.644;15.427
1901.126;63.4570051393709;26.646;15.428
1902.126;63.3261668077188;26.643;15.427
1903.125;63.3465202976273;26.65;15.431
1904.128;63.45568188433;26.647;15.43
1905.132;63.47268188433;26.649;15.43
1906.131;63.4878434982429;26.646;15.429
1907.123;63.44168188433;26.649;15.43
1908.124;63.4368434982429;26.647;15.429
1909.111;63.2105202976273;26.65;15.431
1910.109;63.3755202976273;26.65;15.431
1911.092;63.3505202976273;26.651;15.431
1912.099;63.4323587381299;26.651;15.432
1913.081;63.387197205833;26.652;15.433
1914.073;63.441197205833;26.653;15.433
1915.075;63.4820357007318;26.654;15.434
1916.085;63.3900357007318;26.654;15.434
1917.073;63.4728742228212;26.655;15.435
1918.076;63.4207127720966;26.656;15.436
1919.09;63.3772285829896;26.66;15.439
1920.108;63.4142285829896;26.66;15.439
1921.103;63.3992285829896;26.66;15.439
1922.113;63.4325513485531;26.659;15.437
1923.104;63.3512285829896;26.66;15.439
1924.099;63.4522285829896;26.66;15.439
1925.101;63.42706724096;26.661;15.44
1926.108;63.389905926092;26.662;15.441
1927.089;63.398905926092;26.663;15.441
1928.078;63.483905926092;26.663;15.441
1929.075;63.455422144409;26.666;15.444
1930.077;63.3775833778213;26.666;15.443
1931.081;63.4905833778213;26.665;15.443
1932.061;63.304422144409;26.667;15.444
1933.075;63.417422144409;26.667;15.444
1934.063;63.4500997590058;26.669;15.446
1935.055;63.3172609381388;26.667;15.445
1936.049;63.2822609381388;26.669;15.445
1937.048;63.3847774821325;26.672;15.448
1938.049;63.3599386070054;26.671;15.447
1939.055;63.3707774821325;26.672;15.448
1940.064;63.3669386070054;26.671;15.447
1941.042;63.3069386070054;26.671;15.447
1942.04;63.4236163843823;26.673;15.449
1943.029;63.3847774821325;26.672;15.448
1944.028;63.39145531375;26.674;15.45
1945.022;63.3952942702307;26.675;15.451
1946.031;63.38745531375;26.675;15.45
1947.032;63.4402942702307;26.676;15.451
1948.038;63.32845531375;26.675;15.45
1949.037;63.4061332538195;26.677;15.452
1950.024;63.23045531375;26.673;15.45
1951.021;63.4728113023022;26.68;15.454
1951.997;63.3898113023022;26.68;15.454
1952.978;63.2958113023022;26.68;15.454
1953.994;63.3729722645116;26.679;15.453
1954.993;63.4018113023022;26.68;15.454
1955.997;63.4648113023022;26.679;15.454
1957.006;63.2586503671863;26.681;15.455
