IDs:;DNAJB6_meas3;01_DNAJB6_00_439_uM_compression_corrected;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4773.152;52.3031772234697;28.465;18.554
4774.13;52.2464472863259;28.464;18.553
4775.114;52.2891772234697;28.464;18.554
4776.1;52.2651772234697;28.465;18.554
4777.088;52.2689875018391;28.461;18.551
4778.08;52.2764472863259;28.464;18.553
4779.087;52.274717379115;28.461;18.552
4780.082;52.217717379115;28.462;18.552
4781.079;52.2531772234697;28.465;18.554
4782.093;52.304717379115;28.462;18.552
4783.082;52.283717379115;28.462;18.552
4784.082;52.2689875018391;28.46;18.551
4785.066;52.2672576545;28.459;18.55
4786.065;52.2555278370997;28.459;18.549
4787.054;52.269717379115;28.462;18.552
4788.055;52.2525278370997;28.458;18.549
4789.044;52.1955278370997;28.459;18.549
4790.053;52.2399875018391;28.461;18.551
4791.05;52.2662576545;28.46;18.55
4792.051;52.2889875018391;28.461;18.551
4793.057;52.2549875018391;28.46;18.551
4794.065;52.2872576545;28.46;18.55
4795.081;52.2702576545;28.46;18.55
4796.084;52.2609875018391;28.461;18.551
4797.066;52.2109875018391;28.461;18.551
4798.087;52.2512576545;28.46;18.55
4799.08;52.260717379115;28.462;18.552
4800.081;52.2179875018391;28.461;18.551
4801.071;52.2817980496402;28.457;18.548
4802.059;52.2589875018391;28.461;18.551
4803.061;52.2339875018391;28.461;18.551
4804.071;52.302717379115;28.462;18.552
4805.084;52.2582576545;28.46;18.55
4806.102;52.276717379115;28.462;18.552
4807.091;52.2889875018391;28.461;18.551
4808.083;52.2772576545;28.459;18.55
4809.08;52.2649875018391;28.461;18.551
4810.081;52.2852576545;28.46;18.55
4811.087;52.2989875018391;28.461;18.551
4812.061;52.2792576545;28.459;18.55
4813.041;52.2312576545;28.46;18.55
4814.041;52.2199875018391;28.461;18.551
4815.039;52.2677980496402;28.458;18.548
4816.044;52.2675278370997;28.458;18.549
4817.039;52.2700682921233;28.456;18.547
4818.026;52.2913385645511;28.455;18.546
4819.02;52.2527980496402;28.457;18.548
4820.016;52.2490682921233;28.456;18.547
4820.996;52.2777980496402;28.457;18.548
4821.993;52.2767980496402;28.457;18.548
4822.981;52.2247980496402;28.457;18.548
4823.969;52.3285278370997;28.458;18.549
4824.958;52.2820682921233;28.455;18.547
4825.956;52.3357980496402;28.457;18.548
4826.968;52.2626088669255;28.454;18.545
4827.956;52.2256088669255;28.453;18.545
4828.958;52.2253385645511;28.455;18.546
4829.939;52.2553385645511;28.455;18.546
4830.957;52.2943385645511;28.454;18.546
4831.952;52.3130682921233;28.455;18.547
4832.93;52.2726088669255;28.454;18.545
4833.912;52.3000682921233;28.456;18.547
4834.902;52.2721495615217;28.451;18.543
4835.898;52.2913385645511;28.455;18.546
4836.9;52.2898791992484;28.453;18.544
4837.882;52.2581495615217;28.452;18.543
4838.871;52.2528791992484;28.452;18.544
4839.865;52.3263385645511;28.455;18.546
4840.864;52.2818791992484;28.453;18.544
4841.869;52.2614199537475;28.45;18.542
4842.878;52.2933385645511;28.455;18.546
4843.889;52.2766088669255;28.453;18.545
4844.874;52.1931495615217;28.452;18.543
4845.864;52.3028791992484;28.453;18.544
4846.854;52.2924199537475;28.45;18.542
4847.847;52.2086903759276;28.449;18.541
4848.848;52.2641495615217;28.451;18.543
4849.851;52.2451495615217;28.451;18.543
4850.858;52.3291495615217;28.451;18.543
4851.839;52.2664199537475;28.45;18.542
4852.824;52.2774199537475;28.451;18.542
4853.817;52.2521495615217;28.451;18.543
4854.812;52.2561495615217;28.451;18.543
4855.808;52.3206088669255;28.454;18.545
4856.811;52.259960828064;28.448;18.54
4857.797;52.2611495615217;28.451;18.543
4858.782;52.3191495615217;28.451;18.543
4859.779;52.2924199537475;28.451;18.542
4860.768;52.2544199537475;28.45;18.542
4861.77;52.2824199537475;28.45;18.542
4862.769;52.2956903759276;28.449;18.541
4863.78;52.3664199537475;28.45;18.542
4864.754;52.2581495615217;28.451;18.543
4865.76;52.2376903759276;28.449;18.541
4866.753;52.246960828064;28.448;18.54
4867.766;52.2672313101586;28.447;18.539
4868.775;52.263960828064;28.448;18.54
4869.771;52.3336903759276;28.449;18.541
4870.771;52.3002313101586;28.446;18.539
4871.781;52.3034199537475;28.45;18.542
4872.779;52.2762313101586;28.447;18.539
4873.785;52.2934199537475;28.449;18.542
4874.795;52.2862313101587;28.447;18.539
4875.785;52.360960828064;28.448;18.54
4876.783;52.2845018222135;28.445;18.538
4877.786;52.2995018222135;28.446;18.538
4878.775;52.2735018222135;28.446;18.538
4879.768;52.3642313101586;28.446;18.539
4880.767;52.3302313101586;28.446;18.539
4881.772;52.338960828064;28.447;18.54
4882.78;52.3182313101586;28.446;18.539
4883.76;52.2860429362115;28.442;18.536
4884.777;52.2785018222135;28.446;18.538
4885.77;52.2653135381585;28.441;18.535
4886.756;52.3435018222135;28.445;18.538
4887.775;52.3080429362115;28.442;18.536
4888.794;52.2752313101586;28.446;18.539
4889.79;52.3345018222135;28.445;18.538
4890.786;52.3147723642304;28.444;18.537
4891.787;52.3037723642304;28.444;18.537
4892.79;52.3050429362115;28.443;18.536
4893.795;52.2955018222135;28.446;18.538
4894.782;52.2775018222135;28.446;18.538
4895.774;52.2537723642304;28.445;18.537
4896.765;52.2775018222135;28.445;18.538
4897.745;52.3077723642304;28.444;18.537
4898.738;52.2477723642304;28.445;18.537
4899.748;52.2870429362115;28.443;18.536
4900.751;52.2477723642304;28.444;18.537
4901.768;52.2720429362115;28.443;18.536
4902.761;52.2465841700735;28.441;18.534
4903.753;52.2745841700735;28.44;18.534
4904.756;52.3371255238152;28.438;18.532
4905.754;52.2990429362115;28.444;18.536
4906.754;52.2785841700735;28.44;18.534
4907.738;52.2588548319584;28.44;18.533
4908.74;52.3125841700735;28.439;18.534
4909.745;52.3013135381585;28.442;18.535
4910.732;52.3263135381585;28.442;18.535
4911.725;52.2973135381585;28.442;18.535
4912.726;52.2970429362115;28.443;18.536
4913.732;52.2825841700735;28.441;18.534
4914.723;52.2811255238152;28.438;18.532
4915.715;52.2631255238152;28.439;18.532
4916.714;52.2503962456457;28.437;18.531
4917.697;52.2943135381585;28.441;18.535
4918.685;52.2553135381585;28.441;18.535
4919.677;52.2841255238152;28.438;18.532
4920.678;52.2701255238152;28.438;18.532
4921.686;52.2765841700735;28.44;18.534
4922.67;52.284666997452;28.436;18.53
4923.657;52.291666997452;28.435;18.53
4924.659;52.2643962456457;28.438;18.531
4925.661;52.290937779236;28.435;18.529
4926.67;52.2758548319584;28.44;18.533
4927.65;52.2253962456457;28.438;18.531
4928.633;52.299937779236;28.434;18.529
4929.621;52.311666997452;28.435;18.53
4930.61;52.322937779236;28.435;18.529
4931.629;52.291666997452;28.435;18.53
4932.627;52.2971255238152;28.438;18.532
4933.638;52.2883962456457;28.436;18.531
4934.62;52.255666997452;28.437;18.53
4935.613;52.311937779236;28.435;18.529
4936.604;52.299666997452;28.436;18.53
4937.597;52.279666997452;28.436;18.53
4938.599;52.2542085909996;28.433;18.528
4939.607;52.274937779236;28.434;18.529
4940.614;52.274666997452;28.436;18.53
4941.62;52.3081255238152;28.438;18.532
4942.616;52.301937779236;28.435;18.529
4943.606;52.335666997452;28.435;18.53
4944.602;52.2874794327447;28.432;18.527
4945.605;52.2437503044734;28.432;18.526
4946.611;52.3172085909996;28.433;18.528
4947.624;52.2814794327447;28.433;18.527
4948.618;52.2932085909996;28.434;18.528
4949.613;52.2582085909996;28.434;18.528
4950.62;52.3007503044734;28.431;18.526
4951.603;52.3222085909996;28.433;18.528
4952.617;52.2590212061875;28.429;18.525
4953.601;52.2952085909996;28.433;18.528
4954.588;52.2994794327447;28.432;18.527
4955.58;52.2982085909996;28.433;18.528
4956.579;52.3060212061875;28.43;18.525
4957.58;52.2960212061875;28.43;18.525
4958.588;52.2550212061875;28.43;18.525
4959.598;52.2937503044734;28.431;18.526
4960.611;52.303292137889;28.429;18.524
4961.631;52.3427503044734;28.43;18.526
4962.652;52.2897503044734;28.431;18.526
4963.646;52.2850212061875;28.43;18.525
4964.647;52.262292137889;28.429;18.524
4965.643;52.2867503044734;28.431;18.526
4966.639;52.2807503044734;28.431;18.526
4967.634;52.3450212061875;28.43;18.525
4968.612;52.3038340912621;28.427;18.522
4969.621;52.2517503044734;28.43;18.526
4970.619;52.2910212061875;28.429;18.525
4971.595;52.271292137889;28.429;18.524
4972.605;52.2650212061875;28.429;18.525
4973.602;52.287292137889;28.428;18.524
4974.588;52.247834091262;28.426;18.522
4975.586;52.2924794327447;28.432;18.527
4976.571;52.2894794327447;28.432;18.527
4977.57;52.2935630995799;28.428;18.523
4978.553;52.2485630995799;28.427;18.523
4979.541;52.2757503044734;28.431;18.526
4980.536;52.271292137889;28.428;18.524
4981.538;52.2755630995799;28.428;18.523
4982.548;52.2924794327447;28.432;18.527
4983.564;52.3307503044734;28.43;18.526
4984.56;52.2940212061875;28.43;18.525
4985.537;52.2280212061875;28.43;18.525
4986.549;52.2540212061875;28.43;18.525
4987.569;52.294292137889;28.428;18.524
4988.562;52.2695630995799;28.428;18.523
4989.557;52.2850212061875;28.43;18.525
4990.561;52.2908340912621;28.427;18.522
4991.537;52.3415630995799;28.427;18.523
4992.523;52.239376164608;28.425;18.52
4993.538;52.3170212061875;28.429;18.525
4994.533;52.2671051129374;28.425;18.521
4995.534;52.3020212061875;28.43;18.525
4996.539;52.3058340912621;28.427;18.522
4997.547;52.270292137889;28.429;18.524
4998.568;52.2818340912621;28.426;18.522
4999.561;52.317292137889;28.428;18.524
5000.559;52.3098340912621;28.426;18.522
5001.554;52.2401051129374;28.426;18.521
5002.558;52.284292137889;28.429;18.524
5003.559;52.2975630995799;28.428;18.523
5004.56;52.3010212061875;28.43;18.525
5005.549;52.2757503044734;28.431;18.526
5006.558;52.338292137889;28.429;18.524
5007.549;52.282292137889;28.429;18.524
5008.561;52.2800212061875;28.43;18.525
5009.551;52.3577503044734;28.431;18.526
5010.555;52.2800212061875;28.429;18.525
5011.549;52.2934794327447;28.432;18.527
5012.549;52.283937779236;28.434;18.529
5013.556;52.2842085909996;28.433;18.528
5014.541;52.325292137889;28.428;18.524
5015.535;52.2775630995799;28.427;18.523
5016.548;52.2560212061875;28.429;18.525
5017.545;52.3127503044734;28.431;18.526
5018.531;52.2962085909996;28.432;18.528
5019.52;52.2974794327447;28.432;18.527
5020.517;52.3787503044734;28.431;18.526
5021.522;52.2917503044734;28.431;18.526
5022.503;52.308292137889;28.428;18.524
5023.517;52.2964794327447;28.432;18.527
5024.507;52.3347503044734;28.43;18.526
5025.504;52.300292137889;28.428;18.524
5026.503;52.3347503044734;28.43;18.526
5027.514;52.3144794327447;28.432;18.527
5028.498;52.3384794327447;28.433;18.527
5029.494;52.3184794327447;28.432;18.527
5030.486;52.3352085909996;28.433;18.528
5031.482;52.3514794327447;28.431;18.527
5032.481;52.301292137889;28.428;18.524
5033.483;52.3350212061875;28.429;18.525
5034.463;52.3397503044734;28.43;18.526
5035.459;52.2965630995799;28.428;18.523
5036.448;52.3227503044734;28.431;18.526
5037.426;52.3192085909996;28.433;18.528
5038.433;52.3314794327447;28.431;18.527
5039.43;52.3410212061875;28.429;18.525
5040.424;52.265292137889;28.428;18.524
5041.418;52.324292137889;28.429;18.524
5042.416;52.331834091262;28.427;18.522
5043.434;52.3374794327447;28.431;18.527
5044.429;52.316292137889;28.428;18.524
5045.431;52.2920212061875;28.429;18.525
5046.441;52.3515630995799;28.427;18.523
5047.428;52.321292137889;28.429;18.524
5048.424;52.3210212061875;28.429;18.525
5049.424;52.242292137889;28.429;18.524
5050.43;52.3467503044734;28.431;18.526
5051.437;52.2935630995799;28.427;18.523
5052.421;52.346292137889;28.428;18.524
5053.408;52.2985630995799;28.428;18.523
5054.43;52.320834091262;28.426;18.522
5055.432;52.3280212061875;28.429;18.525
5056.44;52.2926472462757;28.424;18.519
5057.455;52.288292137889;28.428;18.524
5058.467;52.3301051129374;28.426;18.521
5059.454;52.3270212061875;28.429;18.525
5060.449;52.323292137889;28.428;18.524
5061.447;52.2908340912621;28.426;18.522
5062.449;52.3065630995799;28.427;18.523
5063.43;52.3230212061875;28.429;18.525
5064.426;52.3145630995799;28.426;18.523
5065.419;52.3218340912621;28.426;18.522
5066.423;52.3155630995799;28.427;18.523
5067.419;52.3121051129374;28.425;18.521
5068.391;52.3036472462757;28.423;18.519
5069.393;52.2581051129374;28.425;18.521
5070.397;52.286376164608;28.424;18.52
5071.409;52.3008340912621;28.426;18.522
5072.415;52.3461051129374;28.425;18.521
5073.408;52.3371051129374;28.425;18.521
5074.424;52.3555630995799;28.427;18.523
5075.428;52.3611051129374;28.424;18.521
5076.437;52.3385630995799;28.426;18.523
5077.432;52.3046472462757;28.424;18.519
5078.412;52.3391051129374;28.425;18.521
5079.432;52.3111051129374;28.425;18.521
5080.408;52.3211894996102;28.42;18.517
5081.42;52.3225630995799;28.426;18.523
5082.422;52.324292137889;28.428;18.524
5083.4;52.3021051129374;28.426;18.521
5084.408;52.2668340912621;28.426;18.522
5085.422;52.279834091262;28.426;18.522
5086.41;52.2856472462757;28.423;18.519
5087.402;52.2978340912621;28.426;18.522
5088.403;52.3626472462757;28.422;18.519
5089.38;52.3429183579424;28.42;18.518
5090.388;52.3046472462757;28.423;18.519
5091.369;52.336376164608;28.424;18.52
5092.358;52.3516472462757;28.423;18.519
5093.349;52.3649183579424;28.421;18.518
5094.346;52.3416472462757;28.422;18.519
5095.343;52.3361894996102;28.42;18.517
5096.334;52.3529183579424;28.421;18.518
5097.347;52.352376164608;28.423;18.52
5098.345;52.3216472462757;28.422;18.519
5099.331;52.304376164608;28.424;18.52
5100.326;52.2636472462757;28.423;18.519
5101.312;52.3215630995799;28.427;18.523
5102.317;52.376376164608;28.423;18.52
5103.318;52.3101051129374;28.425;18.521
5104.3;52.316376164608;28.423;18.52
5105.29;52.3406472462757;28.422;18.519
5106.276;52.3251051129374;28.425;18.521
5107.262;52.287376164608;28.424;18.52
5108.243;52.345376164608;28.423;18.52
5109.241;52.292376164608;28.423;18.52
5110.243;52.315376164608;28.424;18.52
5111.224;52.3451894996102;28.421;18.517
5112.212;52.3176472462757;28.423;18.519
5113.209;52.3596472462757;28.422;18.519
5114.215;52.330376164608;28.423;18.52
5115.211;52.3749183579424;28.421;18.518
5116.209;52.3551894996102;28.42;18.517
5117.214;52.3291894996102;28.42;18.517
5118.197;52.3671894996102;28.42;18.517
5119.192;52.3357318729565;28.418;18.515
5120.189;52.3089183579424;28.421;18.518
5121.191;52.3244606712809;28.419;18.516
5122.188;52.3741894996102;28.42;18.517
5123.179;52.3577318729565;28.418;18.515
5124.175;52.342376164608;28.423;18.52
5125.176;52.3400031046389;28.416;18.514
5126.181;52.3840031046389;28.416;18.514
5127.187;52.2605456580321;28.415;18.512
5128.167;52.2794606712809;28.419;18.516
5129.158;52.333003104639;28.417;18.514
5130.151;52.272003104639;28.417;18.514
5131.151;52.3130031046389;28.416;18.514
5132.134;52.3755456580321;28.415;18.512
5133.132;52.3310031046389;28.417;18.514
5134.139;52.3680031046389;28.417;18.514
5135.143;52.3442743663302;28.416;18.513
5136.14;52.3170031046389;28.417;18.514
5137.137;52.3858169797468;28.412;18.511
5138.139;52.3228169797468;28.413;18.511
5139.156;52.2658169797468;28.413;18.511
5140.155;52.3928169797468;28.413;18.511
5141.147;52.3265456580321;28.415;18.512
5142.146;52.3705456580321;28.414;18.512
5143.129;52.3198169797468;28.413;18.511
5144.121;52.3468169797468;28.413;18.511
5145.118;52.2928169797468;28.413;18.511
5146.133;52.3135456580321;28.414;18.512
5147.141;52.3136311249861;28.41;18.508
5148.117;52.3868169797468;28.412;18.511
5149.102;52.3875456580321;28.415;18.512
5150.099;52.3498169797468;28.413;18.511
5151.102;52.321088331476;28.412;18.51
5152.109;52.4078169797468;28.413;18.511
5153.102;52.3503597132218;28.411;18.509
5154.113;52.3278169797468;28.413;18.511
5155.097;52.3155456580321;28.414;18.512
5156.087;52.3005456580321;28.414;18.512
5157.08;52.340088331476;28.413;18.51
5158.081;52.3145456580321;28.414;18.512
5159.088;52.3266311249861;28.409;18.508
5160.068;52.395088331476;28.411;18.51
5161.083;52.353088331476;28.412;18.51
5162.078;52.353088331476;28.412;18.51
5163.074;52.3238169797468;28.413;18.511
5164.076;52.356088331476;28.413;18.51
5165.078;52.326088331476;28.412;18.51
5166.085;52.3678169797468;28.414;18.511
5167.07;52.349088331476;28.412;18.51
5168.055;52.373088331476;28.412;18.51
5169.041;52.337088331476;28.412;18.51
5170.032;52.3248169797468;28.413;18.511
5171.033;52.3533597132218;28.41;18.509
5172.028;52.390088331476;28.412;18.51
5173.033;52.4026311249861;28.409;18.508
5174.048;52.3476311249861;28.41;18.508
5175.054;52.3933597132218;28.411;18.509
5176.048;52.4093597132218;28.411;18.509
5177.06;52.360088331476;28.412;18.51
5178.034;52.285088331476;28.412;18.51
5179.027;52.3146311249861;28.409;18.508
5180.026;52.410088331476;28.412;18.51
5181.03;52.381088331476;28.412;18.51
5182.04;52.431088331476;28.412;18.51
5183.028;52.3668169797468;28.413;18.511
5184.03;52.3583597132218;28.411;18.509
5185.011;52.3376311249861;28.409;18.508
5186.002;52.308088331476;28.412;18.51
5187.005;52.369088331476;28.412;18.51
5188.022;52.422088331476;28.411;18.51
5189.02;52.309088331476;28.412;18.51
5190.024;52.3403597132218;28.41;18.509
5191.01;52.3648169797468;28.413;18.511
5192.001;52.3636311249861;28.409;18.508
5193.005;52.306174038578;28.407;18.506
5193.999;52.3353597132218;28.411;18.509
5194.991;52.3573597132218;28.411;18.509
5195.987;52.3613597132218;28.41;18.509
5196.988;52.3423597132218;28.41;18.509
5197.99;52.3296311249861;28.41;18.508
5198.998;52.2996311249861;28.409;18.508
5200.007;52.3126311249861;28.41;18.508
5200.987;52.3457170722673;28.405;18.504
5202.004;52.2914455404095;28.406;18.505
5203.023;52.3492602260694;28.403;18.502
5204.015;52.306174038578;28.407;18.506
5205.023;52.4094455404095;28.406;18.505
5206.036;52.3347170722673;28.405;18.504
5207.04;52.2755318480177;28.401;18.501
5208.027;52.3432602260694;28.402;18.502
5209.022;52.3322602260694;28.403;18.502
5210.023;52.3789886341533;28.403;18.503
5211.019;52.3369886341533;28.404;18.503
5212.029;52.2875318480177;28.402;18.501
5213.003;52.2902602260694;28.403;18.502
5214.012;52.3132602260694;28.403;18.502
5215.007;52.2658035;28.401;18.5
5215.992;52.4115318480177;28.402;18.501
5216.985;52.3140751820183;28.399;18.499
5217.981;52.3539886341533;28.403;18.503
5218.983;52.3358035;28.4;18.5
5219.972;52.3590751820183;28.399;18.499
5220.964;52.3468035;28.4;18.5
5221.953;52.3573468940746;28.398;18.498
5222.94;52.3518904083087;28.395;18.496
5223.937;52.3223468940746;28.397;18.498
5224.944;52.3858035;28.4;18.5
5225.928;52.2948904083087;28.396;18.496
5226.925;52.3416186361708;28.397;18.497
5227.929;52.3123468940746;28.398;18.498
5228.939;52.3358904083087;28.395;18.496
5229.951;52.2903468940746;28.398;18.498
5230.937;52.3148904083087;28.396;18.496
5231.927;52.4213468940746;28.398;18.498
5232.925;52.2988904083087;28.396;18.496
5233.926;52.3453468940746;28.398;18.498
5234.935;52.3246186361708;28.397;18.497
5235.917;52.3318035;28.4;18.5
5236.902;52.3953468940746;28.398;18.498
5237.893;52.3826186361708;28.396;18.497
5238.889;52.3863468940746;28.398;18.498
5239.889;52.3368904083087;28.396;18.496
5240.894;52.336434042718;28.394;18.494
5241.903;52.316434042718;28.393;18.494
5242.884;52.361434042718;28.393;18.494
5243.871;52.317434042718;28.393;18.494
5244.857;52.3951622104905;28.395;18.495
5245.852;52.3363468940746;28.398;18.498
5246.85;52.359434042718;28.393;18.494
5247.843;52.340434042718;28.394;18.494
5248.834;52.345434042718;28.393;18.494
5249.835;52.3468904083087;28.396;18.496
5250.826;52.367434042718;28.393;18.494
5251.829;52.3511622104905;28.394;18.495
5252.835;52.362434042718;28.393;18.494
5253.847;52.3628904083087;28.396;18.496
5254.851;52.3858904083087;28.396;18.496
5255.852;52.3518904083087;28.395;18.496
5256.85;52.3668904083087;28.396;18.496
5257.85;52.3488904083087;28.395;18.496
5258.834;52.3518904083087;28.396;18.496
5259.827;52.3351622104905;28.395;18.495
5260.819;52.4111622104905;28.395;18.495
5261.802;52.3601622104905;28.395;18.495
5262.813;52.3768904083087;28.395;18.496
5263.798;52.3017059049931;28.392;18.493
5264.791;52.3307059049931;28.392;18.493
5265.79;52.3357059049931;28.391;18.493
5266.793;52.2917059049931;28.392;18.493
5267.773;52.3682497196942;28.39;18.491
5268.756;52.3299777973179;28.391;18.492
5269.746;52.305434042718;28.393;18.494
5270.742;52.3511622104905;28.395;18.495
5271.751;52.305434042718;28.393;18.494
5272.764;52.3279777973179;28.391;18.492
5273.778;52.3597059049931;28.392;18.493
5274.772;52.338434042718;28.393;18.494
5275.773;52.3597059049931;28.392;18.493
5276.786;52.3708904083087;28.395;18.496
5277.804;52.303434042718;28.393;18.494
5278.794;52.3747059049931;28.392;18.493
5279.784;52.3082497196942;28.391;18.491
5280.767;52.3842497196942;28.389;18.491
5281.76;52.3968904083087;28.395;18.496
5282.755;52.4221622104905;28.394;18.495
5283.757;52.3442497196942;28.39;18.491
5284.751;52.3489777973179;28.391;18.492
5285.757;52.3429777973179;28.391;18.492
5286.748;52.3179777973179;28.391;18.492
5287.733;52.3432497196942;28.389;18.491
5288.728;52.3197059049931;28.391;18.493
5289.723;52.3819777973179;28.39;18.492
5290.727;52.3239777973179;28.391;18.492
5291.741;52.3972497196942;28.389;18.491
5292.731;52.3332497196942;28.389;18.491
5293.729;52.368521672124;28.389;18.49
5294.73;52.381521672124;28.388;18.49
5295.727;52.3430656671519;28.387;18.488
5296.732;52.3449777973179;28.39;18.492
5297.707;52.3227936546093;28.388;18.489
5298.691;52.3670656671519;28.386;18.488
5299.679;52.3793377097538;28.385;18.487
5300.675;52.2967936546093;28.388;18.489
5301.674;52.4012497196942;28.39;18.491
5302.678;52.3937936546093;28.387;18.489
5303.673;52.373521672124;28.388;18.49
5304.667;52.4327936546093;28.387;18.489
5305.666;52.3357059049931;28.392;18.493
5306.666;52.3712497196942;28.39;18.491
5307.669;52.3849777973179;28.39;18.492
5308.675;52.4192497196942;28.389;18.491
5309.686;52.377521672124;28.388;18.49
5310.695;52.3182497196942;28.39;18.491
5311.681;52.3302497196942;28.389;18.491
5312.666;52.379521672124;28.388;18.49
5313.656;52.3542497196942;28.389;18.491
5314.651;52.3727059049931;28.391;18.493
5315.655;52.351521672124;28.389;18.49
5316.667;52.3542497196942;28.389;18.491
5317.658;52.3502497196942;28.389;18.491
5318.668;52.3879777973179;28.39;18.492
5319.648;52.3389777973179;28.39;18.492
5320.639;52.3522497196942;28.39;18.491
5321.63;52.3579777973179;28.39;18.492
5322.63;52.3557059049931;28.392;18.493
5323.622;52.4209777973179;28.39;18.492
5324.608;52.3812497196942;28.389;18.491
5325.598;52.3392497196942;28.39;18.491
5326.605;52.390434042718;28.393;18.494
5327.598;52.3592497196942;28.39;18.491
5328.601;52.3919777973179;28.391;18.492
5329.595;52.3699777973179;28.39;18.492
5330.572;52.3549777973179;28.391;18.492
5331.581;52.3802497196942;28.389;18.491
5332.597;52.3679777973179;28.39;18.492
5333.592;52.3457936546093;28.388;18.489
5334.593;52.4019777973179;28.391;18.492
5335.574;52.3282497196942;28.39;18.491
5336.559;52.367521672124;28.388;18.49
5337.551;52.3627936546093;28.388;18.489
5338.547;52.3669777973179;28.391;18.492
5339.558;52.355521672124;28.389;18.49
5340.574;52.3617936546093;28.387;18.489
5341.572;52.2980656671519;28.386;18.488
5342.576;52.3552497196942;28.389;18.491
5343.589;52.3310656671519;28.387;18.488
5344.576;52.3747936546093;28.387;18.489
5345.555;52.3930656671519;28.386;18.488
5346.557;52.344521672124;28.388;18.49
5347.563;52.3890656671519;28.385;18.488
5348.578;52.3730656671519;28.385;18.488
5349.6;52.3613377097538;28.384;18.487
5350.594;52.3796097824171;28.383;18.486
5351.606;52.3486097824171;28.383;18.486
5352.604;52.3801540179351;28.382;18.484
5353.59;52.3554261807938;28.38;18.483
5354.569;52.3406097824171;28.384;18.486
5355.56;52.3671540179351;28.382;18.484
5356.559;52.3958818851435;28.382;18.485
5357.544;52.3341540179351;28.381;18.484
5358.536;52.3374261807938;28.381;18.483
5359.54;52.3426097824171;28.383;18.486
5360.531;52.3976097824171;28.383;18.486
5361.515;52.3788818851435;28.383;18.485
5362.513;52.3566097824171;28.384;18.486
5363.514;52.3330656671519;28.387;18.488
5364.514;52.3776097824171;28.383;18.486
5365.505;52.3948818851435;28.383;18.485
5366.511;52.3888818851435;28.382;18.485
5367.518;52.3251540179351;28.382;18.484
5368.511;52.3233377097538;28.385;18.487
5369.504;52.3978818851435;28.383;18.485
5370.505;52.4386097824171;28.384;18.486
5371.513;52.3703377097538;28.384;18.487
5372.499;52.4164261807938;28.38;18.483
5373.491;52.3788818851435;28.383;18.485
5374.486;52.3566097824171;28.384;18.486
5375.485;52.3404261807938;28.38;18.483
5376.489;52.3896097824171;28.383;18.486
5377.5;52.3554261807938;28.38;18.483
5378.492;52.4214261807938;28.38;18.483
5379.488;52.3804261807938;28.38;18.483
5380.491;52.4025151329386;28.376;18.479
5381.505;52.3798818851435;28.382;18.485
5382.52;52.3796983737216;28.379;18.482
5383.537;52.3439705967203;28.378;18.481
5384.56;52.3686983737216;28.379;18.482
5385.553;52.3735151329386;28.375;18.479
5386.56;52.4326983737216;28.379;18.482
5387.552;52.3879705967203;28.377;18.481
5388.542;52.351787446162;28.375;18.478
5389.523;52.3747874461619;28.373;18.478
5390.52;52.4215151329386;28.375;18.479
5391.532;52.352787446162;28.374;18.478
5392.526;52.3495151329386;28.375;18.479
5393.534;52.3465151329386;28.375;18.479
5394.538;52.3595151329386;28.375;18.479
5395.548;52.4234261807938;28.379;18.483
5396.55;52.3270597894641;28.374;18.477
5397.56;52.3646983737216;28.378;18.482
5398.552;52.4075151329386;28.375;18.479
5399.558;52.345332162847;28.372;18.476
5400.55;52.4100597894641;28.374;18.477
5401.552;52.3310597894641;28.374;18.477
5402.557;52.4009705967203;28.378;18.481
5403.562;52.3705151329386;28.376;18.479
5404.547;52.375787446162;28.375;18.478
5405.54;52.3400597894641;28.373;18.477
5406.549;52.3196045663125;28.371;18.475
5407.557;52.4159705967203;28.378;18.481
5408.569;52.4165151329386;28.376;18.479
5409.59;52.3405151329386;28.375;18.479
5410.585;52.3820597894641;28.373;18.477
5411.566;52.3687874461619;28.375;18.478
5412.576;52.4207874461619;28.374;18.478
5413.565;52.4000597894641;28.374;18.477
5414.59;52.3496045663125;28.371;18.475
5415.589;52.3381494634993;28.369;18.473
5416.591;52.2598769998626;28.369;18.474
5417.594;52.4038769998626;28.369;18.474
5418.606;52.3616045663125;28.371;18.475
5419.588;52.3386045663125;28.37;18.475
5420.573;52.3868769998626;28.369;18.474
5421.565;52.3714219572245;28.367;18.472
5422.555;52.3466045663125;28.371;18.475
5423.548;52.3568769998626;28.369;18.474
5424.575;52.3747874461619;28.374;18.478
5425.574;52.3716045663125;28.371;18.475
5426.58;52.3758769998626;28.369;18.474
5427.577;52.3860597894641;28.373;18.477
5428.577;52.4294219572245;28.367;18.472
5429.569;52.3558769998626;28.369;18.474
5430.555;52.3704219572245;28.367;18.472
5431.531;52.4258769998626;28.369;18.474
5432.523;52.34569448104;28.366;18.471
5433.528;52.3371494634993;28.368;18.473
5434.524;52.3628769998626;28.37;18.474
5435.529;52.4004219572245;28.367;18.472
5436.531;52.4421494634993;28.368;18.473
5437.51;52.39169448104;28.366;18.471
5438.505;52.320967034948;28.365;18.47
5439.506;52.39169448104;28.365;18.471
