IDs:;DNAJB6_meas3;01_DNAJB6_00_439_uM_compression_corrected;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2590.209;52.9949066649475;39.942;28.693
2591.207;53.1024409929145;39.894;28.655
2592.203;53.046441428;39.947;28.7
2593.193;52.9183053833749;39.921;28.672
2594.212;52.8847726276015;39.912;28.665
2595.201;53.0530396817478;39.937;28.691
2596.213;53.0805078597839;39.943;28.699
2597.213;53.0795078597839;39.944;28.699
2598.219;52.9473053833749;39.92;28.672
2599.21;53.089574301777;39.941;28.698
2600.204;53.0947736890305;39.938;28.695
2601.21;53.0702392836383;39.933;28.688
2602.213;53.0702392836383;39.934;28.688
2603.225;53.1096407539812;39.94;28.697
2604.219;53.1159066649475;39.935;28.693
2605.228;53.149574301777;39.94;28.698
2606.265;53.155574301777;39.94;28.698
2607.236;53.144574301777;39.939;28.698
2608.24;53.1576407539812;39.939;28.697
2609.225;53.156574301777;39.939;28.698
2610.236;53.1366407539812;39.938;28.697
2611.242;53.1876407539812;39.938;28.697
2612.226;53.1897072163984;39.936;28.696
2613.252;53.1959066649475;39.933;28.693
2614.254;53.192574301777;39.938;28.698
2615.252;53.189574301777;39.939;28.698
2616.26;53.2092421938837;39.942;28.703
2617.259;53.2203085950518;39.942;28.702
2618.242;53.2115078597839;39.938;28.699
2619.224;53.2446407539812;39.936;28.697
2620.262;53.217441428;39.94;28.7
2621.266;53.2503085950518;39.94;28.702
2622.252;53.234441428;39.939;28.7
2623.263;53.222574301777;39.937;28.698
2624.266;53.1998401718796;39.931;28.694
2625.283;53.2675078597839;39.937;28.699
2626.311;53.2826407539812;39.934;28.697
2627.297;53.2725078597839;39.936;28.699
2628.29;53.2713750064233;39.939;28.701
2629.296;53.2705078597839;39.937;28.699
2630.273;53.2873750064233;39.939;28.701
2631.261;53.3293085950518;39.938;28.702
2632.307;53.3053750064233;39.937;28.701
2633.313;53.324441428;39.936;28.7
2634.405;53.209106205484;39.929;28.69
2635.399;53.3229766912053;39.943;28.707
2636.389;53.3323085950518;39.937;28.702
2637.389;53.3583750064233;39.936;28.701
2638.388;53.3771094221495;39.94;28.705
2639.377;53.3045078597839;39.931;28.699
2640.391;53.376574301777;39.933;28.698
2641.402;53.1869062184;39.9;28.663
2642.389;53.3668401718796;39.929;28.694
2643.404;53.3616407539812;39.931;28.697
2644.385;53.3349731682363;39.924;28.692
2645.409;53.2625721580922;39.921;28.683
2646.403;53.2533741100892;39.888;28.656
2647.399;53.3833058380602;39.922;28.687
2648.393;53.231106681696;39.895;28.66
2649.379;53.3516407539812;39.929;28.697
2650.403;53.3677736890305;39.928;28.695
2651.39;53.3397072163983;39.929;28.696
2652.406;53.4210396817478;39.924;28.691
2653.401;53.2469730292169;39.897;28.662
2654.409;53.140039850315;39.898;28.661
2655.394;53.3794389776035;39.92;28.685
2656.393;53.3069052885524;39.916;28.678
2657.393;53.2583072375567;39.889;28.657
2658.399;53.4350396817478;39.924;28.691
2659.395;53.4559066649475;39.924;28.693
2660.412;53.455574301777;39.928;28.698
2661.426;53.4507736890305;39.927;28.695
2662.417;53.2817086271819;39.88;28.651
2663.43;53.4547072163983;39.925;28.696
2664.438;53.282039850315;39.894;28.661
2665.444;53.4380396817478;39.924;28.691
2666.444;53.3639764262886;39.877;28.647
2667.447;53.311173523362;39.89;28.659
2668.476;53.4850396817478;39.923;28.691
2669.465;53.4406407539812;39.926;28.697
2670.485;53.4597072163983;39.925;28.696
2671.493;53.230639077904;39.903;28.667
2672.493;53.268639077904;39.903;28.667
2673.499;53.409039850315;39.89;28.661
2674.496;53.511106205484;39.921;28.69
2675.502;53.3785723184632;39.901;28.668
2676.51;53.5096407539812;39.926;28.697
2677.509;53.539441428;39.93;28.7
2678.514;53.534574301777;39.926;28.698
2679.509;53.4617736890305;39.923;28.695
2680.517;53.4610396817478;39.919;28.691
2681.506;53.5008401718796;39.92;28.694
2682.523;53.4840396817478;39.918;28.691
2683.519;53.5486407539812;39.925;28.697
2684.535;53.490106205484;39.916;28.69
2685.54;53.5357736890305;39.924;28.695
2686.537;53.5010396817478;39.918;28.691
2687.568;53.5028401718796;39.92;28.694
2688.579;53.478106205484;39.917;28.69
2689.586;53.5467736890305;39.923;28.695
2690.591;53.5669066649475;39.921;28.693
2691.589;53.5130396817478;39.917;28.691
2692.599;53.4940396817478;39.917;28.691
2693.584;53.5159731682363;39.918;28.692
2694.604;53.5343058380602;39.912;28.687
2695.604;53.5380396817478;39.916;28.691
2696.608;53.5210396817478;39.917;28.691
2697.63;53.5320396817478;39.917;28.691
2698.648;53.5528401718796;39.921;28.694
2699.648;53.4981727394469;39.915;28.689
2700.647;53.5305055627287;39.91;28.684
2701.65;53.5981727394468;39.914;28.689
2702.665;53.5880396817478;39.917;28.691
2703.652;53.5444389776035;39.909;28.685
2704.661;53.5513058380602;39.911;28.687
2705.665;53.5473724027147;39.911;28.686
2706.664;53.5711727394469;39.913;28.689
2707.674;53.6042392836383;39.914;28.688
2708.68;53.5542392836383;39.913;28.688
2709.686;53.5784389776035;39.909;28.685
2710.681;53.6143058380602;39.912;28.687
2711.705;53.5725721580922;39.907;28.683
2712.707;53.5703724027147;39.911;28.686
2713.724;53.5713724027147;39.91;28.686
2714.728;53.6181727394469;39.915;28.689
2715.727;53.5917053795419;39.904;28.681
2716.725;53.573772005632;39.903;28.68
2717.718;53.5615721580922;39.906;28.683
2718.753;53.5935721580922;39.906;28.683
2719.753;53.5995055627287;39.907;28.684
2720.794;53.566772005632;39.903;28.68
2721.787;53.5770386124726;39.898;28.676
2722.773;53.5735721580922;39.906;28.683
2723.757;53.5797053795419;39.904;28.681
2724.745;53.661772005632;39.903;28.68
2725.75;53.5951719774082;39.895;28.674
2726.755;53.665772005632;39.902;28.68
2727.753;53.6690386124726;39.898;28.676
2728.767;53.5848386419682;39.9;28.679
2729.782;53.6279719453865;39.899;28.677
2730.79;53.6079052885524;39.9;28.678
2731.803;53.607772005632;39.902;28.68
2732.801;53.643638763696;39.905;28.682
2733.794;53.6567053795419;39.902;28.681
2734.791;53.6367053795419;39.903;28.681
2735.776;53.5927053795419;39.902;28.681
2736.785;53.6219719453865;39.898;28.677
2737.788;53.6090386124726;39.897;28.676
2738.794;53.6469052885524;39.899;28.678
2739.779;53.6409052885524;39.898;28.678
2740.764;53.621772005632;39.901;28.68
2741.75;53.6437053795419;39.901;28.681
2742.753;53.6687053795419;39.903;28.681
2743.763;53.6908386419682;39.901;28.679
2744.756;53.647772005632;39.902;28.68
2745.813;53.6901052898125;39.896;28.675
2746.818;53.6568386419682;39.899;28.679
2747.828;53.645772005632;39.902;28.68
2748.826;53.6550386124726;39.896;28.676
2749.81;53.6771052898125;39.894;28.675
2750.806;53.6690386124726;39.896;28.676
2751.792;53.631438830388;39.889;28.67
2752.803;53.6531052898125;39.894;28.675
2753.801;53.6542386752617;39.892;28.673
2754.805;53.6593721017496;39.89;28.671
2755.813;53.6385723184632;39.886;28.668
2756.829;53.6653053833749;39.892;28.672
2757.847;53.6895723184632;39.886;28.668
2758.84;53.6533721017496;39.89;28.671
2759.834;53.6393053833749;39.891;28.672
2760.848;53.6645055692919;39.889;28.669
2761.857;53.6583053833749;39.892;28.672
2762.85;53.6615723184632;39.886;28.668
2763.844;53.6613053833749;39.892;28.672
2764.84;53.6730386124726;39.895;28.676
2765.832;53.7143721017496;39.888;28.671
2766.833;53.6403721017496;39.89;28.671
2767.82;53.6605055692919;39.889;28.669
2768.813;53.7240386124726;39.895;28.676
2769.788;53.8015723184632;39.882;28.668
2770.782;53.6868401718796;39.919;28.694
2771.781;53.7988440010354;39.93;28.709
2772.79;53.6927736890305;39.919;28.695
2773.782;53.7443750064233;39.921;28.701
2774.817;53.7433085950518;39.922;28.702
2775.818;53.7650430515796;39.925;28.706
2776.801;53.7578440010354;39.929;28.709
2777.843;53.7628440010354;39.928;28.709
2778.847;53.775441428;39.918;28.7
2779.844;53.785441428;39.919;28.7
2780.866;53.7661758029169;39.923;28.704
2781.878;53.8239103410245;39.927;28.708
2782.893;53.7866407539811;39.916;28.697
2783.912;53.643638763696;39.906;28.682
2784.915;53.5412386752617;39.897;28.673
2785.917;53.5313053833749;39.896;28.672
2786.92;53.632638763696;39.907;28.682
2787.915;53.877106681696;39.872;28.66
2788.917;53.7785078597839;39.917;28.699
2789.916;53.7553085950518;39.92;28.702
2790.927;53.7663750064233;39.92;28.701
2791.924;53.7915078597839;39.916;28.699
2792.926;53.6590386124726;39.897;28.676
2793.94;53.812574301777;39.915;28.698
2794.931;53.8225055692919;39.884;28.669
2795.94;53.8075078597839;39.916;28.699
2796.953;53.6255055692919;39.893;28.669
2797.955;53.712106205484;39.913;28.69
2798.945;53.7897072163983;39.914;28.696
2799.935;53.7952421938837;39.922;28.703
2800.94;53.7789731682363;39.912;28.692
2801.94;53.595173523362;39.877;28.659
2802.948;53.7670396817478;39.911;28.691
2803.931;53.8882403753149;39.868;28.658
2804.949;53.830106205484;39.91;28.69
2805.965;53.6247058476161;39.886;28.666
2806.968;53.7886407539812;39.914;28.697
2807.975;53.7978401718796;39.911;28.694
2808.984;53.7831727394469;39.907;28.689
2809.978;53.8100396817478;39.907;28.691
2810.976;53.805106205484;39.906;28.69
2811.983;53.797106205484;39.907;28.69
2812.968;53.803106205484;39.906;28.69
2813.95;53.8200396817478;39.907;28.691
2814.948;53.8090396817478;39.908;28.691
2815.95;53.8022392836383;39.905;28.688
2816.936;53.8059731682363;39.908;28.692
2817.922;53.8029731682363;39.908;28.692
2818.908;53.8159731682363;39.908;28.692
2819.91;53.7982392836383;39.904;28.688
2820.939;53.8199731682363;39.908;28.692
2821.961;53.8071727394469;39.905;28.689
2822.988;53.7890396817478;39.907;28.691
2824.013;53.8122392836383;39.904;28.688
2825.024;53.8181727394469;39.905;28.689
2826.009;53.809106205484;39.906;28.69
2826.995;53.8113724027147;39.902;28.686
2827.975;53.8112392836383;39.904;28.688
2828.977;53.8153724027147;39.902;28.686
2829.989;53.8214389776035;39.901;28.685
2830.985;53.8143724027147;39.902;28.686
2832.019;53.8033724027147;39.902;28.686
2833.029;53.8163724027147;39.902;28.686
2834.051;53.8079731682363;39.908;28.692
2835.072;53.8200396817478;39.907;28.691
2836.076;53.8354389776035;39.9;28.685
2837.069;53.8013058380602;39.903;28.687
2838.064;53.8109731682363;39.909;28.692
2839.09;53.8791727394469;39.905;28.689
2840.089;53.833106205484;39.906;28.69
2841.085;53.8225055627287;39.899;28.684
2842.069;53.8303058380602;39.903;28.687
2843.064;53.8455055627287;39.899;28.684
2844.084;53.8195721580922;39.898;28.683
2845.09;53.8455721580922;39.897;28.683
2846.067;53.8253724027147;39.901;28.686
2847.112;53.8184389776035;39.9;28.685
2848.116;53.8357053795419;39.896;28.681
2849.126;53.8452392836383;39.903;28.688
2850.117;53.8355055627287;39.899;28.684
2851.122;53.8465055627287;39.898;28.684
2852.107;53.8615055627287;39.898;28.684
2853.084;53.8244389776035;39.899;28.685
2854.068;53.8355721580922;39.897;28.683
2855.096;53.8484389776035;39.899;28.685
2856.107;53.8335721580922;39.897;28.683
2857.139;53.8487053795419;39.896;28.681
2858.138;53.8547053795419;39.895;28.681
2859.147;53.846772005632;39.893;28.68
2860.152;53.844638763696;39.896;28.682
2861.14;53.8623724027147;39.9;28.686
2862.145;53.8575721580922;39.897;28.683
2863.142;53.865638763696;39.895;28.682
2864.149;53.837638763696;39.896;28.682
2865.151;53.8417053795419;39.895;28.681
2866.152;53.849772005632;39.894;28.68
2867.143;53.857772005632;39.893;28.68
2868.136;53.847638763696;39.896;28.682
2869.166;53.879638763696;39.895;28.682
2870.186;53.8615721580922;39.896;28.683
2871.229;53.8634389776035;39.899;28.685
2872.24;53.8734389776035;39.897;28.685
2873.223;53.8594389776035;39.899;28.685
2874.222;53.8693724027147;39.899;28.686
2875.232;53.8704389776035;39.898;28.685
2876.219;53.8705721580922;39.896;28.683
2877.208;53.8894389776035;39.898;28.685
2878.236;53.8563058380602;39.901;28.687
2879.239;53.8655721580922;39.897;28.683
2880.287;53.868638763696;39.895;28.682
2881.279;53.8614389776035;39.898;28.685
2882.27;53.8831727394469;39.902;28.689
2883.318;53.8475721580922;39.897;28.683
2884.324;53.887638763696;39.894;28.682
2885.319;53.8802392836383;39.9;28.688
2886.366;53.8712392836383;39.901;28.688
2887.357;53.8804389776035;39.898;28.685
2888.341;53.8865055627287;39.897;28.684
2889.347;53.8852392836383;39.9;28.688
2890.364;53.8845055627287;39.897;28.684
2891.35;53.8843058380602;39.899;28.687
2892.398;53.8753058380602;39.901;28.687
2893.394;53.8972392836383;39.901;28.688
2894.391;53.8804389776035;39.898;28.685
2895.376;53.8925721580922;39.895;28.683
2896.379;53.8943724027147;39.899;28.686
2897.388;53.876638763696;39.895;28.682
2898.42;53.8995721580922;39.895;28.683
2899.419;53.8933058380602;39.899;28.687
2900.419;53.9024389776035;39.897;28.685
2901.403;53.8904389776035;39.897;28.685
2902.455;53.8865055627287;39.896;28.684
2903.48;53.8935055627287;39.897;28.684
2904.495;53.9023724027147;39.898;28.686
2905.489;53.9073724027147;39.899;28.686
2906.474;53.9104389776035;39.896;28.685
2907.495;53.9074389776035;39.897;28.685
2908.479;53.883638763696;39.895;28.682
2909.486;53.8925721580922;39.894;28.683
2910.49;53.888638763696;39.894;28.682
2911.478;53.8877053795419;39.893;28.681
2912.483;53.892638763696;39.893;28.682
2913.461;53.8857053795419;39.893;28.681
2914.47;53.880772005632;39.892;28.68
2915.493;53.892638763696;39.894;28.682
2916.486;53.9007053795419;39.893;28.681
2917.482;53.9034389776035;39.897;28.685
2918.477;53.8863724027147;39.898;28.686
2919.454;53.8995721580922;39.894;28.683
2920.465;53.884772005632;39.892;28.68
2921.45;53.912772005632;39.891;28.68
2922.442;53.8897053795419;39.892;28.681
2923.449;53.9039052885524;39.89;28.678
2924.449;53.9005721580922;39.895;28.683
2925.444;53.9069052885524;39.89;28.678
2926.455;53.9128386419682;39.89;28.679
2927.45;53.913772005632;39.891;28.68
2928.446;53.918772005632;39.891;28.68
2929.44;53.9038386419682;39.889;28.679
2930.449;53.8969052885524;39.889;28.678
2931.439;53.916772005632;39.891;28.68
2932.449;53.913638763696;39.893;28.682
2933.451;53.917638763696;39.892;28.682
2934.436;53.9037053795419;39.892;28.681
2935.413;53.9117053795419;39.892;28.681
2936.396;53.915772005632;39.891;28.68
2937.392;53.9038386419682;39.889;28.679
2938.398;53.9097053795419;39.892;28.681
2939.39;53.9007053795419;39.892;28.681
2940.388;53.9128386419682;39.89;28.679
2941.393;53.897638763696;39.892;28.682
2942.384;53.910638763696;39.892;28.682
2943.376;53.9339052885524;39.888;28.678
2944.395;53.9277053795419;39.893;28.681
2945.395;53.902772005632;39.891;28.68
2946.382;53.9188386419682;39.89;28.679
2947.374;53.9117053795419;39.891;28.681
2948.353;53.9249052885524;39.889;28.678
2949.359;53.9258386419682;39.889;28.679
2950.344;53.9149719453865;39.888;28.677
2951.343;53.939772005632;39.89;28.68
2952.351;53.9219719453865;39.887;28.677
2953.353;53.9149052885524;39.889;28.678
2954.366;53.9208386419682;39.89;28.679
2955.361;53.9399719453865;39.887;28.677
2956.369;53.9351052898125;39.885;28.675
2957.366;53.9319052885524;39.888;28.678
2958.377;53.9208386419682;39.888;28.679
2959.372;53.9219719453865;39.888;28.677
2960.379;53.9217053795419;39.89;28.681
2961.392;53.924638763696;39.892;28.682
2962.401;53.914772005632;39.891;28.68
2963.4;53.9377053795419;39.891;28.681
2964.401;53.9288386419682;39.889;28.679
2965.398;53.9550386124726;39.885;28.676
2966.429;53.9589052885524;39.888;28.678
2967.434;53.9189719453865;39.888;28.677
2968.42;54.0284461750165;39.925;28.715
2969.418;54.0223799063145;39.926;28.716
2970.393;54.0063799063145;39.927;28.716
2971.387;53.9386450421985;39.925;28.712
2972.38;53.9455124538966;39.927;28.714
2973.38;54.0474461750165;39.924;28.715
2974.395;53.9664461750165;39.927;28.715
2975.397;53.9875787429566;39.924;28.713
2976.411;54.0394461750165;39.926;28.715
2977.396;54.0682473994368;39.926;28.718
2978.381;53.8884461750165;39.932;28.715
2979.389;53.9662473994368;39.931;28.718
2980.38;53.9878440010354;39.92;28.709
2981.387;53.973777671236;39.923;28.71
2982.366;53.9082473994368;39.933;28.718
2983.361;54.1670430515796;39.909;28.706
2984.358;54.1105124538966;39.921;28.714
2985.347;53.9991727394469;39.895;28.689
2986.42;53.9462392836383;39.895;28.688
2987.427;53.9278386419682;39.889;28.679
2988.455;54.0498401718796;39.899;28.694
2989.446;54.025777671236;39.92;28.71
2990.45;53.9331052898125;39.885;28.675
2991.448;53.9733058380602;39.893;28.687
2992.451;54.1065078597839;39.903;28.699
2993.444;53.9452386752617;39.883;28.673
2994.45;53.9735055627287;39.891;28.684
2995.437;53.9319052885524;39.887;28.678
2996.444;53.9369052885524;39.888;28.678
2997.449;53.9369719453865;39.887;28.677
2998.468;53.9409052885524;39.887;28.678
2999.481;53.9315055627287;39.892;28.684
3000.463;53.9495721580922;39.891;28.683
3001.474;53.943638763696;39.892;28.682
3002.484;53.967106205484;39.898;28.69
3003.48;53.8839163102223;39.94;28.723
3004.463;53.9329052885524;39.888;28.678
3005.464;54.0549066649475;39.897;28.693
3006.49;54.0112392836383;39.894;28.688
3007.496;54.0982421938837;39.907;28.703
3008.501;54.0124461750165;39.926;28.715
3009.493;54.1263136477886;39.926;28.717
3010.501;53.9528386419682;39.887;28.679
3011.517;53.595619100124;39.695;28.49
3012.511;51.831508793888;38.574;27.42
3013.488;50.3336390841138;37.456;26.374
3014.502;48.8097415472312;36.254;25.267
3015.509;47.4563489888727;35.059;24.184
3016.508;46.6500852890795;34.052;23.286
3017.506;47.9540776746322;34.466;23.683
3018.498;48.3163991744745;34.492;23.716
3019.497;48.5455508679724;34.493;23.722
3020.475;48.670833557248;34.487;23.72
3021.476;48.786692202667;34.484;23.721
3022.472;48.954692202667;34.479;23.721
3023.491;49.0834095531623;34.478;23.723
3024.477;49.1422682582346;34.477;23.724
3025.475;49.1662254235068;34.437;23.689
3026.499;49.2563674154783;34.432;23.688
3027.489;49.305083451484;34.432;23.69
3028.508;49.4469414994078;34.433;23.691
3029.5;49.5276576550875;34.431;23.693
3030.516;49.5607995672763;34.43;23.692
3031.531;49.6535157628396;34.43;23.694
3032.509;49.6957995672763;34.426;23.692
3033.546;49.7277995672763;34.425;23.692
3034.535;49.7243674154783;34.418;23.688
3035.527;49.7723674154783;34.417;23.688
3036.561;49.8192254235069;34.417;23.689
3037.575;49.856083451484;34.416;23.69
3038.587;49.986083451484;34.418;23.69
3039.585;50.0079414994078;34.417;23.691
3040.581;50.0049414994078;34.416;23.691
3041.58;49.9776514592747;34.41;23.686
3042.616;50.0236514592747;34.408;23.686
3043.601;50.1115094274002;34.407;23.687
3044.631;50.1133674154783;34.408;23.688
3045.614;50.1466514592747;34.405;23.686
3046.609;50.1735094274002;34.405;23.687
3047.61;50.1996514592747;34.403;23.686
3048.654;50.1766514592747;34.404;23.686
3049.64;50.2160776746322;34.4;23.683
3050.613;50.2739355828887;34.399;23.684
3051.618;50.2830776746322;34.398;23.683
3052.603;50.3480776746322;34.397;23.683
3053.586;50.3460776746322;34.396;23.683
3054.572;50.3563619180019;34.394;23.681
3055.577;50.3760776746322;34.395;23.683
3056.568;50.3853619180019;34.394;23.681
3057.579;50.4430776746322;34.394;23.683
3058.573;50.4690776746322;34.393;23.683
3059.557;50.5309355828887;34.393;23.684
3060.537;50.5545094274002;34.397;23.687
3061.527;50.5177935111035;34.394;23.685
3062.526;50.5616514592747;34.395;23.686
3063.518;50.6033674154783;34.396;23.688
3064.514;50.5772254235068;34.399;23.689
3065.505;50.6177935111035;34.392;23.685
3066.513;50.6906514592747;34.394;23.686
3067.521;50.7335094274002;34.394;23.687
3068.531;50.7685094274002;34.394;23.687
3069.531;50.7683674154783;34.395;23.688
3070.521;50.7763674154783;34.394;23.688
3071.535;50.7896514592747;34.392;23.686
3072.534;50.7086514592747;34.391;23.686
3073.536;50.8066514592747;34.391;23.686
3074.535;50.8355094274002;34.392;23.687
3075.598;50.7660776746322;34.387;23.683
3076.596;50.8876514592747;34.389;23.686
3077.594;50.8953674154783;34.39;23.688
3078.58;50.8110776746322;34.384;23.683
3079.611;50.875219786336;34.383;23.682
3080.613;50.9049355828887;34.386;23.684
3081.623;50.9227935111035;34.387;23.685
3082.61;50.9537935111035;34.386;23.685
3083.618;50.9809355828887;34.384;23.684
3084.61;50.975504069632;34.379;23.68
3085.647;50.9659306443265;34.374;23.677
3086.635;50.9247884327924;34.376;23.678
3087.625;50.9669306443265;34.374;23.677
3088.648;50.9456462412282;34.377;23.679
3089.644;50.9620728758326;34.374;23.676
3090.648;50.9979306443265;34.374;23.677
3091.632;51.0257884327924;34.374;23.678
3092.674;51.0277884327924;34.374;23.678
3093.692;51.0542151273125;34.371;23.675
3094.692;51.0062151273125;34.371;23.675
3095.682;51.0873573987682;34.369;23.674
3096.678;51.096926684388;34.364;23.67
3097.689;51.0723573987682;34.368;23.674
3098.702;51.1337843330096;34.365;23.671
3099.69;51.1134996902017;34.367;23.673
3100.774;51.1693619180019;34.374;23.681
3101.786;51.2498235962966;34.41;23.713
3102.801;51.1193573987682;34.367;23.674
3103.815;51.3318146105396;34.4;23.706
3104.825;51.1570728758326;34.37;23.676
3105.821;51.1559306443265;34.37;23.677
3106.85;51.1802151273125;34.368;23.675
3107.847;51.1890728758326;34.368;23.676
3108.855;51.3467995672763;34.381;23.692
3109.849;51.2242151273125;34.367;23.675
3110.85;51.2122151273125;34.367;23.675
3111.844;51.2954996902017;34.365;23.673
3112.869;51.268219786336;34.372;23.682
3113.865;51.4362396296237;34.394;23.703
3114.894;51.2760728758326;34.368;23.676
3115.913;51.2976462412282;34.368;23.679
3116.93;51.2920728758326;34.367;23.676
3117.924;51.3147884327924;34.37;23.678
3118.938;51.3300728758326;34.366;23.676
3119.949;51.3350776746322;34.374;23.683
3120.928;51.5245406285165;34.408;23.715
3121.951;51.6465406285165;34.404;23.715
3122.977;51.375504069632;34.37;23.68
3123.976;51.4772254235068;34.376;23.689
3125.023;51.3509306443265;34.366;23.677
3126.033;51.5600979366769;34.393;23.704
3127.033;51.4633813424918;34.393;23.702
3128.021;51.4259355828887;34.373;23.684
3129.044;51.4363619180019;34.37;23.681
3130.025;51.4297935111035;34.373;23.685
3131.031;51.4233619180019;34.37;23.681
3132.059;51.638664828;34.387;23.7
3133.05;51.4483619180019;34.369;23.681
3134.078;51.4346462412282;34.368;23.679
3135.077;51.4639355828887;34.372;23.684
3136.059;51.479219786336;34.37;23.682
3137.035;51.5686462412282;34.365;23.679
3138.027;51.5316462412282;34.366;23.679
3139.002;51.5106462412282;34.366;23.679
3140.037;51.5336462412282;34.366;23.679
3141.052;51.5653619180019;34.367;23.681
3142.1;51.466219786336;34.37;23.682
3143.116;51.5843619180019;34.367;23.681
3144.109;51.5613619180019;34.368;23.681
3145.135;51.5833619180019;34.366;23.681
3146.133;51.557219786336;34.369;23.682
3147.135;51.5843619180019;34.367;23.681
3148.13;51.5840776746322;34.369;23.683
3149.135;51.6699355828887;34.369;23.684
3150.12;51.628504069632;34.365;23.68
3151.127;51.623504069632;34.366;23.68
3152.151;51.6589355828887;34.369;23.684
3153.153;51.6203619180019;34.366;23.681
3154.17;51.6340776746322;34.368;23.683
3155.185;51.6533619180019;34.366;23.681
3156.19;51.6310776746322;34.369;23.683
3157.187;51.603219786336;34.367;23.682
3158.177;51.669219786336;34.367;23.682
3159.175;51.6660776746322;34.368;23.683
3160.178;51.6853619180019;34.366;23.681
3161.167;51.6953619180019;34.364;23.681
3162.163;51.6226514592747;34.372;23.686
3163.177;51.6739355828887;34.368;23.684
3164.183;51.7226514592747;34.369;23.686
3165.164;51.7969355828887;34.366;23.684
3166.159;51.7249355828887;34.367;23.684
3167.149;51.7307935111035;34.368;23.685
3168.159;51.7436514592747;34.369;23.686
3169.166;51.6876514592747;34.37;23.686
3170.164;51.7785094274002;34.37;23.687
3171.147;51.7729355828887;34.366;23.684
3172.129;51.7927935111035;34.367;23.685
3173.126;51.7066514592747;34.37;23.686
3174.125;51.8287935111035;34.367;23.685
3175.12;51.777219786336;34.365;23.682
3176.115;51.789219786336;34.364;23.682
3177.114;51.7615094274002;34.369;23.687
3178.101;51.7030776746322;34.366;23.683
3179.105;51.8023674154783;34.37;23.688
3180.1;51.8003674154783;34.37;23.688
3181.112;51.7619355828887;34.367;23.684
3182.104;51.8045094274002;34.369;23.687
3183.108;51.8080776746322;34.365;23.683
3184.096;51.8650776746322;34.364;23.683
3185.095;51.8330776746322;34.364;23.683
3186.1;51.8300776746322;34.364;23.683
3187.099;51.8386514592747;34.367;23.686
3188.108;51.856219786336;34.362;23.682
3189.101;51.883219786336;34.362;23.682
3190.141;51.8170776746322;34.364;23.683
3191.143;51.8897935111035;34.364;23.685
3192.14;51.841219786336;34.362;23.682
3193.123;51.893504069632;34.359;23.68
3194.156;51.8573619180019;34.361;23.681
3195.188;51.8800776746322;34.362;23.683
3196.161;51.837219786336;34.362;23.682
3197.153;51.903504069632;34.358;23.68
3198.179;51.9023619180019;34.36;23.681
3199.219;51.884504069632;34.359;23.68
3200.24;51.884504069632;34.359;23.68
3201.235;51.8700728758326;34.354;23.676
3202.248;51.8924996902017;34.352;23.673
3203.271;51.9233573987682;34.351;23.674
3204.272;51.8604996902017;34.351;23.673
3205.312;51.9264996902017;34.35;23.673
3206.315;51.9327843330096;34.348;23.671
3207.401;51.8506576550875;34.377;23.693
3208.403;51.8604996902017;34.351;23.673
3209.394;51.954664828;34.38;23.7
3210.384;51.8476514592747;34.368;23.686
3211.378;51.9935230752833;34.379;23.701
3212.387;51.9688066006439;34.378;23.699
3213.372;51.959664828;34.379;23.7
3214.373;51.9608066006439;34.379;23.699
3215.375;51.9405230752833;34.381;23.701
3216.357;52.0328066006439;34.378;23.699
3217.334;52.0215230752833;34.38;23.701
3218.34;51.994664828;34.379;23.7
3219.344;52.0423813424918;34.38;23.702
3220.348;51.9588066006439;34.379;23.699
3221.358;52.018948393217;34.378;23.698
3222.35;52.0275230752833;34.379;23.701
3223.342;52.0048066006439;34.377;23.699
3224.33;52.002948393217;34.377;23.698
3225.396;52.0592320381583;34.373;23.696
3226.401;52.0222320381583;34.374;23.696
3227.403;51.9998066006439;34.378;23.699
3228.426;52.054664828;34.378;23.7
3229.443;52.003664828;34.378;23.7
3230.444;52.0220902057211;34.376;23.697
3231.426;51.9900902057211;34.376;23.697
3232.544;52.0088066006439;34.379;23.699
3233.549;51.998664828;34.379;23.7
3234.597;52.0066576550875;34.373;23.693
3235.587;52.0330902057211;34.374;23.697
3236.588;52.0785157628396;34.371;23.694
3237.593;52.0705157628396;34.371;23.694
3238.601;51.9909355828887;34.363;23.684
3239.638;51.9890776746322;34.363;23.683
3240.632;52.1007995672763;34.368;23.692
3241.647;52.1109414994078;34.367;23.691
3242.658;51.9973619180019;34.36;23.681
3243.647;52.0469355828887;34.362;23.684
3244.676;51.930493869022;34.335;23.659
3245.684;52.015504069632;34.358;23.68
3246.679;52.106083451484;34.366;23.69
3247.684;52.120083451484;34.365;23.69
3248.672;52.1117995672763;34.367;23.692
3249.644;52.074083451484;34.367;23.69
3250.653;52.1302254235069;34.364;23.689
3251.642;52.097083451484;34.366;23.69
3252.638;52.0932254235068;34.365;23.689
3253.611;52.0862254235068;34.365;23.689
3254.616;52.0626514592747;34.362;23.686
3255.614;52.0936514592747;34.362;23.686
3256.6;52.1315094274002;34.361;23.687
3257.645;52.1412254235068;34.363;23.689
3258.634;52.1293674154783;34.362;23.688
3259.632;52.1662254235068;34.363;23.689
3260.633;52.1082254235068;34.364;23.689
