IDs:;DNAJB6_meas3_240729A;02_DNAJB6_05_000_uM_compression_corrected;
Concentration [uM]:;5;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4651.887;51.4496462813443;29.857;19.739
4652.883;51.4019385720579;29.86;19.742
4653.879;51.4241744475292;29.858;19.741
4654.874;51.4571744475292;29.859;19.741
4655.863;51.454466903978;29.861;19.744
4656.842;51.4647027242081;29.86;19.743
4657.839;51.427466903978;29.862;19.744
4658.825;51.454410350624;29.857;19.74
4659.818;51.4692311113655;29.863;19.745
4660.799;51.431466903978;29.861;19.744
4661.775;51.413410350624;29.858;19.74
4662.786;51.445410350624;29.858;19.74
4663.786;51.503466903978;29.861;19.744
4664.767;51.4269385720579;29.86;19.742
4665.751;51.4489385720579;29.86;19.742
4666.749;51.4441744475292;29.858;19.741
4667.734;51.414410350624;29.857;19.74
4668.72;51.4409385720579;29.86;19.742
4669.713;51.4527027242081;29.861;19.743
4670.717;51.4451744475292;29.859;19.741
4671.726;51.4781744475292;29.858;19.741
4672.739;51.4791744475292;29.858;19.741
4673.728;51.4609385720579;29.86;19.742
4674.721;51.4449385720579;29.859;19.742
4675.719;51.4411744475292;29.858;19.741
4676.723;51.4877027242081;29.86;19.743
4677.702;51.4511744475292;29.859;19.741
4678.69;51.4936462813443;29.856;19.739
4679.679;51.4311182256688;29.855;19.737
4680.673;51.4686462813443;29.856;19.739
4681.67;51.4741744475292;29.858;19.741
4682.67;51.4638822396919;29.855;19.738
4683.673;51.4628822396919;29.855;19.738
4684.68;51.4683542392771;29.852;19.736
4685.692;51.5261182256688;29.854;19.737
4686.677;51.4868822396919;29.855;19.738
4687.667;51.4641182256688;29.854;19.737
4688.689;51.4558822396919;29.855;19.738
4689.682;51.4363542392771;29.852;19.736
4690.677;51.4333542392771;29.854;19.736
4691.674;51.4511182256688;29.854;19.737
4692.674;51.4848263493951;29.85;19.734
4693.674;51.5300624459088;29.849;19.733
4694.673;51.4768263493951;29.85;19.734
4695.666;51.5012985700616;29.848;19.732
4696.671;51.5188263493951;29.85;19.734
4697.654;51.4640624459088;29.849;19.733
4698.644;51.5268263493951;29.85;19.734
4699.641;51.4980624459088;29.849;19.733
4700.636;51.4630624459088;29.849;19.733
4701.617;51.4778263493951;29.849;19.734
4702.609;51.4985347218553;29.846;19.731
4703.606;51.476243343102;29.844;19.728
4704.615;51.5405347218553;29.846;19.731
4705.636;51.4872985700616;29.847;19.732
4706.637;51.4715347218553;29.847;19.731
4707.648;51.4722985700616;29.848;19.732
4708.648;51.4830071083736;29.845;19.729
4709.649;51.4595347218553;29.846;19.731
4710.661;51.5135347218553;29.847;19.731
4711.648;51.5045347218553;29.847;19.731
4712.649;51.500770901292;29.846;19.73
4713.66;51.4980071083736;29.844;19.729
4714.648;51.505770901292;29.846;19.73
4715.647;51.5050071083736;29.844;19.729
4716.646;51.443770901292;29.846;19.73
4717.657;51.5055347218553;29.847;19.731
4718.646;51.451770901292;29.845;19.73
4719.643;51.5160071083736;29.844;19.729
4720.644;51.4610071083736;29.844;19.729
4721.652;51.503770901292;29.845;19.73
4722.633;51.4860071083736;29.844;19.729
4723.617;51.516770901292;29.846;19.73
4724.637;51.497770901292;29.846;19.73
4725.631;51.5282985700616;29.847;19.732
4726.629;51.5040624459088;29.849;19.733
4727.626;51.4880071083736;29.845;19.729
4728.627;51.5175347218553;29.846;19.731
4729.627;51.5185347218553;29.846;19.731
4730.62;51.5315347218553;29.846;19.731
4731.609;51.5105347218553;29.846;19.731
4732.604;51.5478263493951;29.848;19.734
4733.617;51.5360071083736;29.845;19.729
4734.619;51.535770901292;29.845;19.73
4735.624;51.5200071083736;29.844;19.729
4736.61;51.5422985700616;29.847;19.732
4737.588;51.494770901292;29.845;19.73
4738.601;51.4690071083736;29.844;19.729
4739.601;51.5150071083736;29.844;19.729
4740.604;51.5795347218553;29.846;19.731
4741.611;51.5019522131875;29.84;19.725
4742.607;51.4999522131875;29.84;19.725
4743.616;51.4439522131875;29.84;19.725
4744.613;51.5224796054791;29.842;19.727
4745.601;51.5212433431019;29.843;19.728
4746.601;51.4814796054791;29.843;19.727
4747.602;51.5234796054791;29.842;19.727
4748.607;51.4759522131875;29.84;19.725
4749.592;51.5101885585226;29.839;19.724
4750.583;51.5231885585226;29.838;19.724
4751.578;51.5229522131875;29.839;19.725
4752.581;51.4846613321645;29.836;19.722
4753.588;51.5004249315143;29.837;19.723
4754.597;51.4804249315143;29.837;19.723
4755.582;51.4849522131875;29.839;19.725
4756.566;51.483715895507;29.841;19.726
4757.553;51.5391885585226;29.838;19.724
4758.552;51.5726613321645;29.836;19.722
4759.551;51.486134216448;29.834;19.72
4760.542;51.480134216448;29.834;19.72
4761.536;51.488897760475;29.835;19.721
4762.531;51.511134216448;29.833;19.72
4763.518;51.490897760475;29.835;19.721
4764.512;51.530134216448;29.834;19.72
4765.519;51.519134216448;29.833;19.72
4766.511;51.532134216448;29.833;19.72
4767.516;51.5348437503606;29.83;19.717
4768.518;51.531897760475;29.835;19.721
4769.523;51.547897760475;29.835;19.721
4770.514;51.5203707000853;29.833;19.719
4771.511;51.4703707000853;29.833;19.719
4772.524;51.5356072113888;29.832;19.718
4773.521;51.546134216448;29.834;19.72
4774.524;51.561134216448;29.833;19.72
4775.513;51.5543707000853;29.832;19.719
4776.515;51.6023707000853;29.832;19.719
4777.52;51.5393707000853;29.833;19.719
4778.534;51.554134216448;29.834;19.72
4779.528;51.536134216448;29.834;19.72
4780.528;51.5018437503606;29.831;19.717
4781.507;51.5518437503606;29.83;19.717
4782.517;51.515134216448;29.834;19.72
4783.504;51.5228437503606;29.83;19.717
4784.496;51.5203169113165;29.828;19.715
4785.491;51.5430803170025;29.829;19.716
4786.493;51.5010803170025;29.829;19.716
4787.5;51.5160803170025;29.829;19.716
4788.489;51.5068437503606;29.83;19.717
4789.479;51.5690803170025;29.829;19.716
4790.476;51.5493169113165;29.828;19.715
4791.478;51.5030803170025;29.829;19.716
4792.484;51.5720803170025;29.828;19.716
4793.493;51.5490803170025;29.829;19.716
4794.505;51.5605535333045;29.827;19.714
4795.489;51.5910803170025;29.829;19.716
4796.477;51.5656072113888;29.831;19.718
4797.468;51.5270803170025;29.829;19.716
4798.46;51.5385535333045;29.827;19.714
4799.458;51.5563169113165;29.828;19.715
4800.457;51.5710803170025;29.828;19.716
4801.449;51.5875535333045;29.826;19.714
4802.447;51.5785535333045;29.826;19.714
4803.449;51.6015535333045;29.826;19.714
4804.451;51.5410268603105;29.825;19.712
4805.45;51.5727901829686;29.824;19.713
4806.436;51.5515535333045;29.826;19.714
4807.438;51.5730268603105;29.823;19.712
4808.424;51.5525535333046;29.826;19.714
4809.42;51.5197901829686;29.825;19.713
4810.417;51.5587901829686;29.825;19.713
4811.421;51.5742635653324;29.823;19.711
4812.407;51.5873169113165;29.827;19.715
4813.405;51.5902635653324;29.823;19.711
4814.416;51.5397901829686;29.825;19.713
4815.407;51.5902635653324;29.823;19.711
4816.415;51.5540268603105;29.824;19.712
4817.428;51.6172635653324;29.823;19.711
4818.446;51.6042635653324;29.822;19.711
4819.448;51.5199738464965;29.82;19.708
4820.461;51.540500298036;29.822;19.71
4821.449;51.5929738464965;29.819;19.708
4822.446;51.5512106622573;29.818;19.707
4823.447;51.5717370584234;29.82;19.709
4824.452;51.5652106622573;29.818;19.707
4825.431;51.5862106622573;29.818;19.707
4826.418;51.5649738464965;29.82;19.708
4827.409;51.5757370584234;29.82;19.709
4828.403;51.5794475057076;29.817;19.706
4829.4;51.5566843768495;29.816;19.705
4830.4;51.5962635653324;29.822;19.711
4831.405;51.5722106622573;29.818;19.707
4832.412;51.5677370584234;29.82;19.709
4833.424;51.5829738464965;29.819;19.708
4834.407;51.5739738464965;29.82;19.708
4835.396;51.5847370584234;29.82;19.709
4836.386;51.5889738464965;29.819;19.708
4837.381;51.5576843768495;29.816;19.705
4838.377;51.5899738464965;29.819;19.708
4839.377;51.5799738464965;29.819;19.708
4840.36;51.6114475057076;29.817;19.706
4841.358;51.5852106622573;29.818;19.707
4842.348;51.5749738464965;29.819;19.708
4843.339;51.5772106622573;29.817;19.707
4844.345;51.5681582022157;29.814;19.703
4845.344;51.5729738464965;29.819;19.708
4846.332;51.4531061853319;29.808;19.699
4847.309;51.6056843768495;29.815;19.705
4848.298;51.5699212756849;29.815;19.704
4849.282;51.6201582022157;29.814;19.703
4850.258;51.5486321383713;29.812;19.701
4851.274;51.5641582022157;29.814;19.703
4852.269;51.5786843768495;29.816;19.705
4853.252;51.5982106622573;29.817;19.707
4854.24;51.5702106622573;29.818;19.707
4855.234;51.6271582022157;29.813;19.703
4856.216;51.6039212756849;29.815;19.704
4857.208;51.6136843768495;29.815;19.705
4858.237;51.5889212756849;29.814;19.704
4859.231;51.6206843768495;29.815;19.705
4860.233;51.433343250369;29.807;19.698
4861.238;51.6243951564438;29.812;19.702
4862.216;51.5706843768495;29.815;19.705
4863.232;51.6276321383713;29.811;19.701
4864.225;51.5973951564438;29.813;19.702
4865.219;51.5819212756849;29.815;19.704
4866.224;51.6211582022157;29.813;19.703
4867.199;51.6161582022157;29.813;19.703
4868.21;51.6279212756849;29.814;19.704
4869.23;51.6231582022157;29.813;19.703
4870.222;51.6039212756849;29.814;19.704
4871.214;51.5783951564438;29.812;19.702
4872.214;51.5872106622573;29.818;19.707
4873.206;51.6164475057076;29.817;19.706
4874.199;51.5979212756849;29.815;19.704
4875.191;51.6289212756849;29.814;19.704
4876.17;51.5954475057076;29.817;19.706
4877.148;51.4733951564438;29.81;19.702
4878.15;51.6089212756849;29.814;19.704
4879.14;51.6136843768495;29.815;19.705
4880.137;51.6034475057076;29.817;19.706
4881.125;51.6234475057076;29.816;19.706
4882.118;51.5752106622573;29.818;19.707
4883.107;51.5991582022157;29.812;19.703
4884.105;51.5871582022157;29.812;19.703
4885.086;51.5654475057076;29.817;19.706
4886.078;51.6634475057076;29.816;19.706
4887.078;51.6193951564438;29.812;19.702
4888.085;51.6051582022157;29.813;19.703
4889.077;51.6064475057076;29.816;19.706
4890.061;51.6493951564438;29.812;19.702
4891.05;51.4611061853319;29.808;19.699
4892.045;51.6593951564438;29.811;19.702
4893.043;51.6263951564438;29.812;19.702
4894.049;51.6171582022157;29.813;19.703
4895.033;51.6356321383713;29.811;19.701
4896.02;51.6166321383713;29.811;19.701
4897.013;51.6306321383713;29.81;19.701
4898.01;51.5031061853319;29.807;19.699
4899.01;51.6786321383713;29.811;19.701
4900.015;51.6523951564438;29.811;19.702
4901.024;51.6216321383713;29.811;19.701
4902.035;51.5893951564438;29.812;19.702
4903.02;51.610869148;29.809;19.7
4904.005;51.6463951564438;29.811;19.702
4904.996;51.6221061853319;29.809;19.699
4905.986;51.6255803431132;29.806;19.697
4906.98;51.6231061853319;29.808;19.699
4907.989;51.6185803431132;29.806;19.697
4908.981;51.6261061853319;29.807;19.699
4909.973;51.6103951564438;29.812;19.702
4910.978;51.4778174635663;29.804;19.696
4911.99;51.6446321383713;29.81;19.701
4912.979;51.6765803431132;29.806;19.697
4913.965;51.5195289911995;29.8;19.693
4914.966;51.6308174635663;29.805;19.696
4915.977;51.6030546117305;29.804;19.695
4916.971;51.6215803431132;29.807;19.697
4917.958;51.612343250369;29.807;19.698
4918.958;51.6008174635663;29.805;19.696
4919.936;51.6562917876076;29.802;19.694
4920.929;51.522240768284;29.797;19.69
4921.929;51.4777662225083;29.799;19.692
4922.924;51.6172917876076;29.802;19.694
4923.918;51.6098174635663;29.805;19.696
4924.908;51.6085803431132;29.806;19.697
4925.904;51.5457662225083;29.799;19.692
4926.904;51.6602917876076;29.802;19.694
4927.915;51.6378174635663;29.804;19.696
4928.901;51.5437662225083;29.799;19.692
4929.898;51.6215289911996;29.802;19.693
4930.9;51.524240768284;29.797;19.69
4931.907;51.6360546117305;29.804;19.695
4932.886;51.6558174635663;29.804;19.696
4933.897;51.5680034815358;29.798;19.691
4934.882;51.6645289911995;29.801;19.693
4935.902;51.4900034815358;29.798;19.691
4936.895;51.6455289911995;29.801;19.693
4937.893;51.5017662225083;29.799;19.692
4938.897;51.5330034815358;29.799;19.691
4939.909;51.6612917876076;29.803;19.694
4940.892;51.508240768284;29.798;19.69
4941.878;51.6550546117305;29.804;19.695
4942.871;51.6552917876076;29.802;19.694
4943.866;51.512240768284;29.797;19.69
4944.862;51.6495803431132;29.806;19.697
4945.859;51.6690546117305;29.803;19.695
4946.864;51.6010546117305;29.804;19.695
4947.872;51.6340546117305;29.804;19.695
4948.855;51.6642917876076;29.802;19.694
4949.848;51.6762917876076;29.802;19.694
4950.843;51.6372917876076;29.802;19.694
4951.827;51.5277662225083;29.799;19.692
4952.82;51.6657662225083;29.8;19.692
4953.83;51.6672917876076;29.802;19.694
4954.836;51.6460034815358;29.799;19.691
4955.839;51.5357154249503;29.795;19.688
4956.845;51.6620034815358;29.799;19.691
4957.857;51.5190034815358;29.797;19.691
4958.853;51.5504780827548;29.796;19.689
4959.848;51.6597662225083;29.8;19.692
4960.842;51.6307662225083;29.8;19.692
4961.843;51.521240768284;29.797;19.69
4962.832;51.6447662225083;29.8;19.692
4963.826;51.6705289911996;29.801;19.693
4964.832;51.6560034815358;29.798;19.691
4965.814;51.5384780827548;29.795;19.689
4966.814;51.6787662225083;29.799;19.692
4967.818;51.6677662225083;29.8;19.692
4968.827;51.6725289911995;29.8;19.693
4969.819;51.5374780827548;29.795;19.689
4970.814;51.5189527948722;29.793;19.687
4971.818;51.5247154249503;29.795;19.688
4972.842;51.6834780827548;29.797;19.689
4973.84;51.5597154249503;29.794;19.688
4974.841;51.5344276179035;29.791;19.685
4975.847;51.680240768284;29.797;19.69
4976.826;51.5297154249503;29.794;19.688
4977.813;51.6957662225083;29.799;19.692
4978.801;51.5529527948722;29.792;19.687
4979.798;51.650240768284;29.797;19.69
4980.775;51.5831901925227;29.792;19.686
4981.772;51.5569527948722;29.793;19.687
4982.78;51.5206650710167;29.789;19.684
4983.779;51.6484780827548;29.796;19.689
4984.774;51.5291901925227;29.792;19.686
4985.784;51.685240768284;29.797;19.69
4986.779;51.5721901925227;29.791;19.686
4987.772;51.688240768284;29.796;19.69
4988.773;51.5659527948722;29.793;19.687
4989.784;51.5364276179035;29.791;19.685
4990.773;51.5504276179035;29.79;19.685
4991.785;51.6857154249503;29.795;19.688
4992.783;51.524140060448;29.787;19.682
4993.784;51.6607154249503;29.795;19.688
4994.768;51.5306650710167;29.789;19.684
4995.764;51.6749527948722;29.794;19.687
4996.77;51.6641901925227;29.792;19.686
4997.755;51.5389025518642;29.788;19.683
4998.751;51.603140060448;29.789;19.682
4999.75;51.6687154249503;29.795;19.688
5000.731;51.5746650710167;29.789;19.684
5001.731;51.6649527948722;29.794;19.687
5002.743;51.5609025518642;29.788;19.683
5003.729;51.6849527948722;29.794;19.687
5004.722;51.652140060448;29.789;19.682
5005.719;51.609140060448;29.789;19.682
5006.723;51.5103775967699;29.787;19.681
5007.7;51.6784276179035;29.791;19.685
5008.691;51.6356650710167;29.791;19.684
5009.681;51.6716650710167;29.79;19.684
5010.679;51.6351901925227;29.792;19.686
5011.685;51.6699025518642;29.79;19.683
5012.692;51.5098527526362;29.784;19.679
5013.7;51.5433280194785;29.782;19.677
5014.682;51.5268527526362;29.783;19.679
5015.686;51.641140060448;29.789;19.682
5016.687;51.5360903721844;29.783;19.678
5017.687;51.639140060448;29.789;19.682
5018.674;51.674140060448;29.788;19.682
5019.654;51.5630903721844;29.782;19.678
5020.646;51.6528527526362;29.785;19.679
5021.645;51.636615160832;29.786;19.68
5022.635;51.677140060448;29.788;19.682
5023.616;51.5428033973125;29.779;19.675
5024.609;51.5138033973125;29.779;19.675
5025.613;51.5363280194785;29.78;19.677
5026.599;51.6769025518642;29.788;19.683
5027.595;51.5643280194785;29.782;19.677
5028.582;51.5703280194785;29.781;19.677
5029.558;51.5493280194785;29.781;19.677
5030.544;51.7143775967699;29.786;19.681
5031.523;51.5068033973125;29.779;19.675
5032.527;51.6398527526362;29.784;19.679
5033.54;51.5325656945206;29.78;19.676
5034.535;51.5615656945206;29.78;19.676
5035.524;51.6768527526362;29.784;19.679
5036.524;51.5462788861537;29.776;19.673
5037.541;51.659615160832;29.786;19.68
5038.524;51.5452788861537;29.777;19.673
5039.515;51.6198527526362;29.784;19.679
5040.516;51.5325166722069;29.776;19.672
5041.523;51.6448527526362;29.784;19.679
5042.534;51.5590411278562;29.777;19.674
5043.519;51.5730411278562;29.777;19.674
5044.505;51.6818527526362;29.785;19.679
5045.492;51.6610903721844;29.784;19.678
5046.48;51.5595656945206;29.78;19.676
5047.477;51.5085166722069;29.775;19.672
5048.475;51.6378033973125;29.78;19.675
5049.478;51.5848033973125;29.779;19.675
5050.466;51.6703280194785;29.783;19.677
5051.453;51.5655166722069;29.776;19.672
5052.451;51.5382788861537;29.777;19.673
5053.447;51.5727544860176;29.775;19.671
5054.45;51.6598527526362;29.784;19.679
5055.437;51.5295166722069;29.776;19.672
5056.44;51.5532788861537;29.777;19.673
5057.424;51.5700411278562;29.777;19.674
5058.418;51.6988527526362;29.784;19.679
5059.419;51.5780411278562;29.777;19.674
5060.428;51.6658527526362;29.784;19.679
5061.427;51.6938527526362;29.784;19.679
5062.428;51.6855656945206;29.781;19.676
5063.431;51.7153280194785;29.782;19.677
5064.414;51.5637544860176;29.775;19.671
5065.415;51.6198033973125;29.78;19.675
5066.419;51.5537544860176;29.774;19.671
5067.437;51.7165656945206;29.78;19.676
5068.43;51.6875656945206;29.781;19.676
5069.428;51.5457544860176;29.774;19.671
5070.437;51.6692788861537;29.778;19.673
5071.423;51.6508033973125;29.78;19.675
5072.411;51.6278033973125;29.78;19.675
5073.408;51.5862301969199;29.772;19.669
5074.415;51.7035656945206;29.78;19.676
5075.434;51.5955166722069;29.775;19.672
5076.437;51.6155166722069;29.775;19.672
5077.438;51.7145166722069;29.776;19.672
5078.444;51.6578033973125;29.779;19.675
5079.427;51.6872788861537;29.776;19.673
5080.408;51.5134680940152;29.771;19.668
5081.392;51.6345166722069;29.776;19.672
5082.409;51.673992327588;29.773;19.67
5083.4;51.7117544860176;29.776;19.671
5084.393;51.5672301969199;29.772;19.669
5085.377;51.6975166722069;29.776;19.672
5086.376;51.7042788861537;29.777;19.673
5087.369;51.5664680940152;29.771;19.668
5088.362;51.5474680940152;29.771;19.668
5089.363;51.5814680940152;29.771;19.668
5090.366;51.5589439715041;29.768;19.666
5091.365;51.536706018876;29.77;19.667
5092.373;51.6854680940152;29.772;19.668
5093.379;51.5381819519015;29.767;19.665
5094.372;51.5924680940152;29.77;19.668
5095.38;51.6542301969199;29.773;19.669
5096.387;51.6682301969199;29.773;19.669
5097.395;51.6862301969199;29.773;19.669
5098.392;51.5339439715041;29.768;19.666
5099.377;51.5451819519015;29.767;19.665
5100.364;51.718992327588;29.774;19.67
5101.363;51.5939439715041;29.768;19.666
5102.34;51.560657996012;29.766;19.663
5103.357;51.6854199600702;29.766;19.664
5104.361;51.577657996012;29.764;19.663
5105.346;51.6489439715041;29.77;19.666
5106.333;51.573657996012;29.765;19.663
5107.327;51.6899439715041;29.769;19.666
5108.326;51.7079439715041;29.769;19.666
5109.308;51.678706018876;29.771;19.667
5110.323;51.6761819519015;29.768;19.665
5111.311;51.6969439715041;29.769;19.666
5112.302;51.5748960597289;29.763;19.662
5113.303;51.6404199600702;29.767;19.664
5114.306;51.6761819519015;29.767;19.665
5115.313;51.576372270496;29.761;19.66
5116.301;51.6954199600702;29.766;19.664
5117.289;51.6764199600702;29.767;19.664
5118.281;51.5428485923869;29.76;19.658
5119.275;51.594134151223;29.762;19.661
5120.274;51.6771819519015;29.767;19.665
5121.279;51.541372270496;29.761;19.66
5122.268;51.536372270496;29.762;19.66
5123.263;51.579372270496;29.761;19.66
5124.262;51.676657996012;29.766;19.663
5125.245;51.6058960597289;29.764;19.662
5126.246;51.665657996012;29.766;19.663
5127.236;51.630134151223;29.762;19.661
5128.214;51.600372270496;29.762;19.66
5129.205;51.6838960597289;29.764;19.662
5130.201;51.612134151223;29.762;19.661
5131.189;51.54261041755;29.76;19.659
5132.192;51.5880867950087;29.758;19.657
5133.19;51.5668485923869;29.759;19.658
5134.162;51.5700867950087;29.758;19.657
5135.158;51.5758485923869;29.758;19.658
5136.161;51.5953250254172;29.758;19.656
5137.171;51.5460867950087;29.758;19.657
5138.16;51.715657996012;29.765;19.663
5139.156;51.5483250254172;29.756;19.656
5140.165;51.709372270496;29.762;19.66
5141.183;51.5700867950087;29.757;19.657
5142.181;51.5920867950087;29.758;19.657
5143.186;51.5535632836145;29.756;19.655
5144.17;51.690372270496;29.763;19.66
5145.16;51.58261041755;29.759;19.659
5146.146;51.5540867950087;29.757;19.657
5147.139;51.5620867950087;29.757;19.657
5148.134;51.565372270496;29.761;19.66
5149.134;51.720134151223;29.763;19.661
5150.145;51.5323250254172;29.757;19.656
5151.127;51.703372270496;29.761;19.66
5152.113;51.68461041755;29.761;19.659
5153.102;51.6703250254172;29.758;19.656
5154.096;51.5488015696025;29.754;19.654
5155.091;51.72761041755;29.76;19.659
5156.088;51.6113250254172;29.755;19.656
5157.09;51.5643250254172;29.756;19.656
5158.069;51.6203250254172;29.756;19.656
5159.063;51.723372270496;29.761;19.66
5160.049;51.5555632836145;29.755;19.655
5161.031;51.71761041755;29.76;19.659
5162.026;51.5908015696025;29.754;19.654
5163.031;51.5518015696025;29.754;19.654
5164.01;51.70861041755;29.761;19.659
5165.002;51.6758485923869;29.76;19.658
5165.994;51.6730867950087;29.759;19.657
5166.994;51.5783250254172;29.756;19.656
5167.974;51.5915632836145;29.755;19.655
5168.963;51.5878015696025;29.755;19.654
5169.96;51.5763250254172;29.756;19.656
5170.967;51.7193250254172;29.757;19.656
5171.953;51.6953250254172;29.757;19.656
5172.945;51.6868485923869;29.759;19.658
5173.95;51.5933250254172;29.757;19.656
5174.961;51.5995632836145;29.755;19.655
5175.955;51.5965632836145;29.755;19.655
5176.941;51.7160867950087;29.758;19.657
5177.929;51.6160398833831;29.753;19.653
5178.925;51.5848015696025;29.755;19.654
5179.927;51.5878015696025;29.754;19.654
5180.903;51.6165632836145;29.755;19.655
5181.915;51.6980867950087;29.758;19.657
5182.911;51.5820398833831;29.753;19.653
5183.91;51.7535632836145;29.756;19.655
5184.918;51.5798015696025;29.753;19.654
5185.93;51.6175165943299;29.75;19.651
5186.945;51.7143250254172;29.757;19.656
5187.951;51.6225165943299;29.751;19.651
5188.954;51.7453250254172;29.757;19.656
5189.955;51.7405632836145;29.755;19.655
5190.94;51.7143250254172;29.757;19.656
5191.94;51.6853250254172;29.757;19.656
5192.932;51.6675632836145;29.757;19.655
5193.937;51.7195632836145;29.756;19.655
5194.936;51.6913250254172;29.757;19.656
5195.941;51.7138015696025;29.755;19.654
5196.94;51.5957549915;29.749;19.65
5197.939;51.7332782249582;29.753;19.652
5198.92;51.6077549915;29.749;19.65
5199.902;51.7165165943299;29.751;19.651
5200.894;51.6590398833831;29.752;19.653
5201.897;51.7740398833831;29.753;19.653
5202.913;51.7430398833831;29.753;19.653
5203.916;51.5989934164705;29.748;19.649
5204.92;51.6990398833831;29.754;19.653
5205.912;51.6007549915;29.75;19.65
5206.906;51.5932318692434;29.747;19.648
5207.905;51.6429934164705;29.749;19.649
5208.909;51.6599934164705;29.748;19.649
5209.894;51.6522318692434;29.749;19.648
5210.882;51.6809934164705;29.749;19.649
5211.875;51.7267549915;29.75;19.65
5212.881;51.7047549915;29.751;19.65
5213.891;51.6129934164705;29.749;19.649
5214.879;51.5707088582039;29.745;19.646
5215.87;51.7357549915;29.75;19.65
5216.866;51.6589934164705;29.75;19.649
5217.868;51.6129934164705;29.748;19.649
5218.873;51.6462318692434;29.747;19.648
5219.884;51.7232782249582;29.752;19.652
5220.901;51.7220398833831;29.753;19.653
5221.89;51.7640398833831;29.753;19.653
5222.883;51.7144703498206;29.747;19.647
5223.878;51.7189934164705;29.749;19.649
5224.875;51.7082782249582;29.752;19.652
5225.866;51.7545165943299;29.751;19.651
5226.857;51.5786631698387;29.74;19.642
5227.851;51.7114703498206;29.747;19.647
5228.856;51.7389934164705;29.749;19.649
5229.849;51.6769934164705;29.748;19.649
5230.846;51.5704703498206;29.746;19.647
5231.847;51.7139934164705;29.748;19.649
5232.835;51.7192318692434;29.747;19.648
5233.839;51.7639934164705;29.748;19.649
5234.85;51.745708858204;29.745;19.646
5235.855;51.7184703498206;29.746;19.647
5236.859;51.6887088582039;29.745;19.646
5237.847;51.7214245502109;29.742;19.643
5238.847;51.742708858204;29.745;19.646
5239.839;51.6797088582039;29.745;19.646
5240.837;51.6991859583972;29.744;19.644
5241.848;51.7139473943955;29.745;19.645
5242.841;51.7612318692434;29.747;19.648
5243.836;51.7121859583972;29.743;19.644
5244.843;51.6386631698387;29.739;19.642
5245.832;51.6914245502109;29.742;19.643
5246.824;51.7309473943955;29.744;19.645
5247.821;51.7169473943955;29.744;19.645
5248.829;51.6874245502109;29.742;19.643
5249.84;51.7467088582039;29.745;19.646
5250.833;51.6229018172824;29.738;19.641
5251.823;51.6479018172824;29.739;19.641
5252.826;51.7661859583972;29.743;19.644
5253.826;51.6193791956255;29.736;19.639
5254.83;51.7139473943955;29.743;19.645
5255.844;51.657140492544;29.738;19.64
5256.828;51.7049018172824;29.739;19.641
5257.812;51.7374245502109;29.741;19.643
5258.8;51.7199473943955;29.744;19.645
5259.79;51.7539473943955;29.744;19.645
5260.798;51.6849018172824;29.738;19.641
5261.792;51.7551859583972;29.743;19.644
5262.785;51.7066631698387;29.741;19.642
5263.764;51.7304245502109;29.742;19.643
5264.756;51.6509018172824;29.738;19.641
5265.772;51.6139018172824;29.739;19.641
5266.782;51.6971859583972;29.743;19.644
5267.776;51.6026179265287;29.736;19.638
5268.778;51.631140492544;29.737;19.64
5269.781;51.8041859583972;29.742;19.644
5270.788;51.7336631698387;29.74;19.642
5271.798;51.7551859583972;29.742;19.644
5272.789;51.7369018172824;29.739;19.641
5273.784;51.7219018172824;29.739;19.641
5274.788;51.7254245502109;29.742;19.643
5275.787;51.7674245502109;29.741;19.643
5276.789;51.7669018172824;29.74;19.641
5277.797;51.7103791956255;29.738;19.639
5278.813;51.650140492544;29.737;19.64
5279.811;51.6343791956255;29.736;19.639
5280.814;51.6186631698387;29.739;19.642
5281.824;51.7794245502109;29.741;19.643
5282.84;51.675140492544;29.737;19.64
5283.836;51.7521859583972;29.743;19.644
5284.849;51.7761859583972;29.742;19.644
5285.87;51.7186631698387;29.74;19.642
5286.864;51.7636631698387;29.739;19.642
5287.863;51.7426631698387;29.74;19.642
5288.863;51.6578566852556;29.734;19.637
5289.868;51.647140492544;29.737;19.64
5290.878;51.6286631698387;29.739;19.642
5291.861;51.7769018172824;29.739;19.641
5292.846;51.7359018172824;29.739;19.641
5293.836;51.7914245502109;29.741;19.643
5294.839;51.751140492544;29.738;19.64
5295.837;51.7499018172824;29.739;19.641
5296.837;51.6303791956254;29.737;19.639
5297.834;51.6923791956255;29.736;19.639
5298.824;51.794140492544;29.738;19.64
5299.823;51.8163791956254;29.736;19.639
5300.819;51.7806631698387;29.739;19.642
5301.823;51.6843791956254;29.736;19.639
5302.817;51.6718566852556;29.734;19.637
5303.817;51.6463342861885;29.732;19.635
5304.801;51.6956179265287;29.735;19.638
5305.811;51.6476179265287;29.735;19.638
5306.805;51.6236179265287;29.735;19.638
5307.805;51.7696631698387;29.74;19.642
5308.799;51.7819018172824;29.739;19.641
5309.795;51.6816179265287;29.734;19.638
5310.796;51.6888566852556;29.733;19.637
5311.788;51.8093791956254;29.737;19.639
5312.792;51.761140492544;29.738;19.64
5313.8;51.6778566852556;29.733;19.637
5314.784;51.781140492544;29.738;19.64
5315.776;51.7479018172824;29.739;19.641
