IDs:;DNAJB6_meas3_240729A;02_DNAJB6_05_000_uM_compression_corrected;
Concentration [uM]:;5;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2862.752;51.3823074935;41.314;29.85
2863.738;51.3714194571858;41.313;29.848
2864.735;51.3613634713561;41.313;29.849
2865.748;51.3762515236155;41.315;29.851
2866.739;51.3734194571858;41.312;29.848
2867.746;51.3862515236155;41.314;29.851
2868.748;51.3843074935;41.314;29.85
2869.742;51.3741396077535;41.317;29.853
2870.737;51.3833074935;41.313;29.85
2871.754;51.3993074935;41.313;29.85
2872.747;51.3901396077535;41.316;29.853
2873.743;51.3904194571858;41.311;29.848
2874.769;51.4083074935;41.312;29.85
2875.77;51.4014754509909;41.31;29.847
2876.78;51.4131955617006;41.314;29.852
2877.787;51.4093074935;41.312;29.85
2878.792;51.4071396077535;41.315;29.853
2879.839;51.4422040971119;41.291;29.834
2880.868;51.3382152253993;41.277;29.816
2881.899;51.3588778938397;41.28;29.822
2882.923;51.363990305568;41.28;29.82
2883.933;51.3544402738337;41.273;29.812
2884.924;51.3640465234761;41.279;29.819
2885.951;51.3672714754465;41.276;29.815
2886.949;51.3691589833898;41.277;29.817
2887.949;51.3861589833898;41.276;29.817
2888.959;51.4183570880144;41.331;29.867
2889.95;51.3760465234761;41.277;29.819
2890.944;51.3723839996618;41.273;29.813
2891.956;51.363102749416;41.278;29.818
2892.953;51.4586531666798;41.28;29.826
2893.945;51.3961589833898;41.276;29.817
2894.938;51.4343724381261;41.285;29.831
2895.938;51.389990305568;41.279;29.82
2896.937;51.397990305568;41.279;29.82
2897.951;51.3862152253993;41.275;29.816
2898.946;51.385102749416;41.276;29.818
2899.961;51.4924847055084;41.282;29.829
2900.971;51.4129340956898;41.279;29.821
2901.965;51.5119797544551;41.294;29.838
2902.975;51.4112152253993;41.273;29.816
2903.971;51.4062152253993;41.272;29.816
2904.971;51.4968217000155;41.275;29.823
2905.981;51.4324402738337;41.268;29.812
2906.991;51.550867631104;41.294;29.84
2908.018;51.4063839996618;41.271;29.813
2909.008;51.4334402738337;41.268;29.812
2910.037;51.4442152253993;41.271;29.816
2911.035;51.5675314527735;41.299;29.846
2912.032;51.4342152253993;41.272;29.816
2913.031;51.4463277335333;41.27;29.814
2914.027;51.4869340956899;41.272;29.821
2915.063;51.5450919097859;41.288;29.836
2916.048;51.4572714754465;41.27;29.815
2917.053;51.4554965560512;41.265;29.811
2918.066;51.4640465234761;41.272;29.819
2919.067;51.4652152253993;41.269;29.816
2920.091;51.4593839996618;41.266;29.813
2921.11;51.4662714754465;41.269;29.815
2922.093;51.507990305568;41.273;29.82
2923.092;51.4791589833898;41.269;29.817
2924.121;51.4810465234761;41.271;29.819
2925.151;51.4714965560512;41.265;29.811
2926.147;51.4752714754465;41.268;29.815
2927.167;51.5546922627806;41.317;29.861
2928.163;51.4634402738337;41.267;29.812
2929.174;51.4721589833898;41.269;29.817
2930.169;51.4874402738337;41.266;29.812
2931.191;51.4666654509957;41.262;29.808
2932.199;51.5021589833898;41.268;29.817
2933.229;51.4964402738337;41.265;29.812
2934.232;51.5127217654145;41.259;29.807
2935.239;51.6264194571858;41.299;29.848
2936.24;51.6499797544551;41.288;29.838
2937.236;51.4988907570097;41.256;29.804
2938.221;51.4947217654145;41.259;29.807
2939.231;51.5274965560512;41.26;29.811
2940.245;51.5596363804553;41.318;29.862
2941.251;51.5053839996618;41.263;29.813
2942.243;51.5207780878884;41.257;29.806
2943.277;51.5127217654145;41.258;29.807
2944.258;51.5254402738337;41.262;29.812
2945.294;51.515552846316;41.26;29.81
2946.329;51.5226091446302;41.259;29.809
2947.333;51.5274402738337;41.261;29.812
2948.345;51.6460919097859;41.285;29.836
2949.344;51.5216091446302;41.259;29.809
2950.336;51.6129340956898;41.265;29.821
2951.36;51.5472714754465;41.264;29.815
2952.361;51.5436654509957;41.257;29.808
2953.351;51.589748153056;41.314;29.86
2954.342;51.675035828122;41.284;29.837
2955.359;51.6846995060053;41.292;29.843
2956.356;51.544552846316;41.26;29.81
2957.36;51.6616995060053;41.291;29.843
2958.351;51.5766091446302;41.257;29.809
2959.347;51.5509471036609;41.253;29.803
2960.377;51.5618344184195;41.254;29.805
2961.366;51.5776091446302;41.258;29.809
2962.391;51.5578907570097;41.254;29.804
2963.398;51.6110465234761;41.264;29.819
2964.393;51.7286995060053;41.285;29.843
2965.399;51.574552846316;41.258;29.81
2966.399;51.7902454266215;41.31;29.869
2967.408;51.5876091446302;41.258;29.809
2968.4;51.5912152253993;41.261;29.816
2969.419;51.7043520262661;41.357;29.903
2970.419;51.7207967110705;41.348;29.895
2971.408;51.8161337969672;41.312;29.871
2972.397;51.5747780878884;41.254;29.806
2973.395;51.6183277335334;41.26;29.814
2974.388;51.5797780878884;41.254;29.806
2975.392;51.6068344184195;41.253;29.805
2976.379;51.5888344184195;41.253;29.805
2977.404;51.5926654509957;41.255;29.808
2978.399;51.7822515236155;41.292;29.851
2979.43;51.5956091446302;41.256;29.809
2980.44;51.6589340956898;41.264;29.821
2981.446;51.6204965560512;41.258;29.811
2982.442;51.719260202778;41.273;29.833
2983.474;51.6226091446302;41.256;29.809
2984.491;51.6147217654145;41.254;29.807
2985.491;51.5926091446302;41.256;29.809
2986.515;51.6086091446302;41.256;29.809
2987.524;51.6366091446302;41.256;29.809
2988.534;51.6167217654145;41.252;29.807
2989.525;51.6286091446302;41.256;29.809
2990.557;51.6206091446302;41.256;29.809
2991.577;51.6137780878884;41.252;29.806
2992.59;51.707518724;41.352;29.9
2993.581;51.6366654509957;41.254;29.808
2994.568;51.6278344184195;41.251;29.805
2995.581;51.7799079610739;41.343;29.893
2996.565;51.6198344184195;41.251;29.805
2997.571;51.6308344184195;41.251;29.805
2998.578;51.6770465234761;41.26;29.819
2999.595;51.6417217654145;41.253;29.807
3000.601;51.6584402738337;41.256;29.812
3001.599;51.670552846316;41.255;29.81
3002.607;51.649552846316;41.254;29.81
3003.604;51.7966434802788;41.283;29.844
3004.615;51.6577217654145;41.253;29.807
3005.613;51.7621955617006;41.297;29.852
3006.609;51.807867631104;41.282;29.84
3007.6;51.6714402738337;41.256;29.812
3008.595;51.791035828122;41.28;29.837
3009.62;51.686552846316;41.253;29.81
3010.634;51.7309717936988;41.303;29.856
3011.642;49.8883405211442;40.387;28.947
3012.626;47.8964873080761;39.257;27.854
3013.615;46.162192420164;38.135;26.79
3014.612;44.4459788111729;36.969;25.704
3015.621;42.895942636544;35.804;24.64
3016.662;44.0568348098511;35.909;24.796
3017.672;44.5646832202773;35.972;24.872
3018.688;44.8126417302078;35.951;24.864
3019.693;45.0153240703125;35.951;24.875
3020.703;45.1316417302078;35.936;24.864
3021.749;45.3695634859761;35.932;24.873
3022.749;45.4705634859761;35.928;24.873
3023.771;45.573922741828;35.92;24.87
3024.793;45.6576832202773;35.917;24.872
3025.803;45.7090054243459;35.874;24.836
3026.793;45.8080054243459;35.868;24.836
3027.785;45.891885053462;35.865;24.837
3028.791;45.9752462192719;35.859;24.834
3029.772;46.0581258129485;35.857;24.835
3030.782;46.134885053462;35.855;24.837
3031.767;46.199524047104;35.857;24.84
3032.75;46.290885053462;35.849;24.837
3033.761;46.350644364843;35.849;24.839
3034.763;46.437524047104;35.847;24.84
3035.755;46.5112834647571;35.846;24.842
3036.819;46.5591632001453;35.845;24.843
3037.807;46.6041632001453;35.843;24.843
3038.81;46.6752834647571;35.839;24.842
3039.807;46.7271632001453;35.839;24.843
3040.812;46.765524047104;35.834;24.84
3041.808;46.7881258129485;35.828;24.835
3042.856;46.8552834647571;35.831;24.842
3043.858;46.899403747076;35.828;24.841
3044.855;46.965524047104;35.825;24.84
3045.863;46.996403747076;35.825;24.841
3046.856;47.008644364843;35.822;24.839
3047.873;47.070403747076;35.822;24.841
3048.874;47.122524047104;35.818;24.84
3049.863;47.1607647002951;35.816;24.838
3050.863;47.1892834647571;35.819;24.842
3051.905;47.2132834647571;35.817;24.842
3052.92;47.236524047104;35.813;24.84
3053.925;47.2992834647571;35.814;24.842
3054.937;47.317524047104;35.811;24.84
3055.973;47.359644364843;35.809;24.839
3056.967;47.373403747076;35.81;24.841
3057.951;47.4142834647571;35.809;24.842
3058.979;47.440403747076;35.807;24.841
3059.984;47.473524047104;35.805;24.84
3061.029;47.5262834647571;35.806;24.842
3062.029;47.542403747076;35.804;24.841
3063.011;47.5541632001453;35.805;24.843
3064.016;47.595403747076;35.801;24.841
3065.019;47.611524047104;35.799;24.84
3066.032;47.634403747076;35.799;24.841
3067.026;47.666885053462;35.794;24.837
3068.012;47.705885053462;35.792;24.837
3069.008;47.749403747076;35.796;24.841
3070.065;47.7777647002951;35.792;24.838
3071.044;47.808644364843;35.791;24.839
3072.039;47.831885053462;35.789;24.837
3073.028;47.827885053462;35.789;24.837
3074.063;47.8337647002951;35.789;24.838
3075.052;47.9077647002951;35.788;24.838
3076.063;47.9041258129485;35.784;24.835
3077.084;47.9367647002951;35.785;24.838
3078.108;47.9730054243459;35.782;24.836
3079.127;47.9570054243459;35.782;24.836
3080.135;48.020644364843;35.784;24.839
3081.14;48.0520054243459;35.781;24.836
3082.154;48.067524047104;35.784;24.84
3083.158;48.0967647002951;35.782;24.838
3084.15;48.0860054243459;35.779;24.836
3085.151;48.1197647002951;35.779;24.838
3086.151;48.1492462192719;35.776;24.834
3087.144;48.167403747076;35.781;24.841
3088.121;48.1947647002951;35.777;24.838
3089.138;48.227644364843;35.778;24.839
3090.14;48.230524047104;35.778;24.84
3091.134;48.265885053462;35.774;24.837
3092.145;48.2627647002951;35.776;24.838
3093.135;48.294644364843;35.774;24.839
3094.141;48.3000054243459;35.772;24.836
3095.147;48.311644364843;35.774;24.839
3096.147;48.3670054243459;35.771;24.836
3097.147;48.358644364843;35.773;24.839
3098.16;48.388524047104;35.773;24.84
3099.143;48.392524047104;35.773;24.84
3100.141;48.446524047104;35.771;24.84
3101.148;48.4407647002951;35.769;24.838
3102.133;48.444524047104;35.772;24.84
3103.129;48.503644364843;35.769;24.839
3104.152;48.496644364843;35.769;24.839
3105.16;48.526524047104;35.769;24.84
3106.149;48.5450054243459;35.765;24.836
3107.147;48.552524047104;35.767;24.84
3108.156;48.542403747076;35.77;24.841
3109.159;48.590885053462;35.765;24.837
3110.139;48.603403747076;35.767;24.841
3111.151;48.6081258129485;35.761;24.835
3112.158;48.642885053462;35.762;24.837
3113.134;48.654403747076;35.767;24.841
3114.132;48.6567647002951;35.762;24.838
3115.13;48.688885053462;35.76;24.837
3116.11;48.7162462192719;35.757;24.834
3117.086;48.7210054243459;35.759;24.836
3118.072;48.7547647002951;35.76;24.838
3119.072;48.7260054243459;35.758;24.836
3120.069;48.7561258129485;35.757;24.835
3121.081;48.781885053462;35.758;24.837
3122.059;48.777885053462;35.758;24.837
3123.063;48.849644364843;35.759;24.839
3124.066;48.8272834647571;35.762;24.842
3125.063;48.8427647002951;35.757;24.838
3126.068;48.865644364843;35.757;24.839
3127.061;48.8700054243459;35.754;24.836
3128.039;48.8792462192719;35.753;24.834
3129.046;48.897885053462;35.755;24.837
3130.041;48.8961258129485;35.752;24.835
3131.031;48.921366643318;35.75;24.833
3132.017;48.931366643318;35.749;24.833
3132.992;48.927366643318;35.75;24.833
3133.981;48.9731258129485;35.75;24.835
3134.977;48.9732462192719;35.75;24.834
3135.989;48.987366643318;35.747;24.833
3136.972;48.9891258129485;35.749;24.835
3137.959;49.0024870850888;35.746;24.832
3138.976;49.033366643318;35.747;24.833
3139.964;49.0132462192719;35.748;24.834
3140.955;49.0581258129485;35.748;24.835
3141.946;49.0751258129485;35.747;24.835
3142.955;49.0830054243459;35.748;24.836
3143.95;49.082728021812;35.741;24.83
3144.945;49.0952462192719;35.746;24.834
3145.973;49.1112462192719;35.746;24.834
3146.947;49.1214870850888;35.744;24.832
3147.952;49.136366643318;35.743;24.833
3149.003;49.1394870850888;35.742;24.832
3149.994;49.159366643318;35.742;24.833
3150.981;49.1766075445861;35.741;24.831
3151.968;49.1954870850888;35.739;24.832
3152.945;49.1976075445861;35.739;24.831
3153.957;49.2106075445861;35.738;24.831
3154.959;49.2284870850888;35.739;24.832
3155.995;49.2204870850888;35.74;24.832
3156.988;49.2346075445861;35.738;24.831
3157.995;49.2386075445861;35.738;24.831
3159.017;49.275366643318;35.738;24.833
3160.016;49.2898485167684;35.735;24.829
3161.018;49.264366643318;35.739;24.833
3162.021;49.3008485167684;35.735;24.829
3163.02;49.3116075445861;35.737;24.831
3164;49.3004870850888;35.737;24.832
3164.977;49.3246075445861;35.736;24.831
3165.97;49.3374870850888;35.737;24.832
3166.948;49.347366643318;35.736;24.833
3167.944;49.3466075445861;35.735;24.831
3168.943;49.3416075445861;35.735;24.831
3169.938;49.3776075445861;35.733;24.831
3170.94;49.406728021812;35.732;24.83
3171.917;49.4156075445861;35.734;24.831
3172.917;49.3964870850888;35.735;24.832
3173.906;49.4034870850888;35.733;24.832
3174.894;49.4312462192719;35.735;24.834
3175.871;49.4084870850888;35.734;24.832
3176.879;49.4274870850888;35.734;24.832
3177.875;49.429366643318;35.734;24.833
3178.862;49.4626075445861;35.731;24.831
3179.851;49.4456075445861;35.732;24.831
3180.876;49.4806075445861;35.729;24.831
3181.877;49.4746075445861;35.731;24.831
3182.873;49.5169690294572;35.726;24.828
3183.876;49.4939690294572;35.726;24.828
3184.891;49.4780895598803;35.726;24.827
3185.878;49.4940895598803;35.726;24.827
3186.856;49.5259690294572;35.727;24.828
3187.864;49.5039690294572;35.726;24.828
3188.874;49.5378485167684;35.726;24.829
3189.862;49.5669690294572;35.726;24.828
3190.851;49.5510895598803;35.724;24.827
3191.869;49.5518485167684;35.726;24.829
3192.877;49.5550895598803;35.724;24.827
3193.861;49.5842101080398;35.722;24.826
3194.846;49.5922101080398;35.722;24.826
3195.851;49.5919690294572;35.724;24.828
3196.849;49.6012101080398;35.721;24.826
3197.863;49.5880895598803;35.722;24.827
3198.854;49.6160895598803;35.722;24.827
3199.856;49.6169690294572;35.723;24.828
3200.849;49.6642101080398;35.719;24.826
3201.854;49.6232101080398;35.72;24.826
3202.855;49.6270895598803;35.72;24.827
3203.853;49.6734512575754;35.717;24.824
3204.853;49.6543306739375;35.719;24.825
3205.852;49.6574512575754;35.717;24.824
3206.876;49.6455718589555;35.717;24.823
3207.859;49.6646924780797;35.714;24.822
3208.892;49.7194512575754;35.716;24.824
3209.881;49.6864512575754;35.716;24.824
3210.912;49.7135718589555;35.714;24.823
3211.927;49.708933769568;35.711;24.82
3212.928;49.7390544419361;35.709;24.819
3214.026;49.730175132056;35.708;24.818
3215.051;49.756933769568;35.71;24.82
3216.046;49.757175132056;35.708;24.818
3217.061;49.7892101080398;35.715;24.826
3218.078;49.7146924780797;35.713;24.822
3219.117;49.8070895598803;35.714;24.827
3220.122;49.9094813537431;35.746;24.857
3221.119;49.8639615274935;35.744;24.853
3222.114;49.7916924780797;35.711;24.822
3223.159;49.7979690294572;35.716;24.828
3224.155;49.8006924780797;35.71;24.822
3225.137;49.8074512575754;35.712;24.824
3226.141;49.7854512575754;35.714;24.824
3227.142;49.8030895598803;35.717;24.827
3228.152;49.8170895598803;35.715;24.827
3229.153;49.8510895598803;35.715;24.827
3230.173;49.8400895598803;35.715;24.827
3231.171;49.890366643318;35.718;24.833
3232.203;49.8404512575754;35.712;24.824
3233.203;49.8805718589555;35.709;24.823
3234.197;49.8724870850888;35.718;24.832
3235.199;49.8722101080398;35.712;24.826
3236.193;49.8698131149498;35.708;24.821
3237.218;49.9488485167684;35.711;24.829
3238.212;49.8758131149498;35.707;24.821
3239.223;49.8784512575754;35.711;24.824
3240.236;49.9066924780797;35.709;24.822
3241.276;49.874933769568;35.705;24.82
3242.27;50.0705218546615;35.752;24.865
3243.285;50.0556013706588;35.74;24.856
3244.294;49.9356924780797;35.707;24.822
3245.299;49.922933769568;35.705;24.82
3246.319;50.0406075445861;35.712;24.831
3247.31;49.9665718589555;35.707;24.823
3248.32;49.9435718589555;35.707;24.823
3249.325;50.0830425290815;35.756;24.869
3250.325;49.9630544419361;35.702;24.819
3251.311;50.0273306739375;35.705;24.825
3252.327;49.9362958399298;35.702;24.817
3253.312;49.9588131149498;35.705;24.821
3254.318;49.9885718589555;35.706;24.823
3255.322;49.9875718589555;35.705;24.823
3256.317;50.0102958399298;35.699;24.817
3257.326;50.021933769568;35.702;24.82
3258.341;50.0505621426258;35.733;24.848
3259.344;50.1330816151406;35.734;24.852
3260.342;50.1638029722272;35.755;24.871
3261.328;50.038175132056;35.699;24.818
3262.329;50.1739227240355;35.727;24.845
3263.33;50.1397647002951;35.718;24.838
3264.326;50.0660544419361;35.7;24.819
3265.36;50.0784512575754;35.703;24.824
3266.35;50.0558131149498;35.702;24.821
3267.352;50.066933769568;35.7;24.82
3268.353;50.089933769568;35.699;24.82
3269.36;50.0614165655593;35.697;24.816
3270.355;50.072933769568;35.701;24.82
3271.386;50.0686924780797;35.702;24.822
3272.396;50.067933769568;35.7;24.82
3273.401;50.086933769568;35.7;24.82
3274.411;50.095175132056;35.697;24.818
3275.44;50.0784165655593;35.696;24.816
3276.446;50.1345718589555;35.699;24.823
3277.441;50.0894165655593;35.695;24.816
3278.451;50.1236924780797;35.698;24.822
3279.463;50.116175132056;35.696;24.818
3280.468;50.1524512575754;35.7;24.824
3281.463;50.1044165655593;35.695;24.816
3282.457;50.0982958399298;35.696;24.817
3283.484;50.1304165655593;35.693;24.816
3284.477;50.243682318731;35.726;24.847
3285.485;50.1142958399298;35.695;24.817
3286.466;50.1774512575754;35.7;24.824
3287.486;50.1592958399298;35.694;24.817
3288.491;50.1380544419361;35.696;24.819
3289.496;50.1302958399298;35.695;24.817
3290.526;50.167933769568;35.696;24.82
3291.542;50.2515621426258;35.726;24.848
3292.554;50.3459615274935;35.729;24.853
3293.552;50.2898025125335;35.723;24.846
3294.561;50.338922741828;35.749;24.87
3295.561;50.1597788490018;35.69;24.813
3296.571;50.231933769568;35.694;24.82
3297.576;50.1896580700934;35.688;24.814
3298.558;50.1945373089465;35.69;24.815
3299.569;50.2228996456737;35.687;24.812
3300.58;50.1967788490018;35.687;24.813
3301.578;50.303403747076;35.717;24.841
3302.574;50.2080204601112;35.685;24.811
3303.561;50.253175132056;35.689;24.818
3304.59;50.235141292316;35.684;24.81
3305.59;50.2226580700934;35.688;24.814
3306.592;50.2395373089465;35.688;24.815
3307.61;50.2216580700934;35.687;24.814
3308.591;50.254175132056;35.691;24.818
3309.587;50.2267788490018;35.687;24.813
3310.608;50.275933769568;35.692;24.82
3311.606;50.2590204601112;35.684;24.811
3312.622;50.2337788490018;35.686;24.813
3313.654;50.2612958399298;35.689;24.817
3314.653;50.2425373089465;35.688;24.815
3315.648;50.2728996456737;35.684;24.812
3316.665;50.2738996456737;35.685;24.812
3317.664;50.4324419842161;35.721;24.849
3318.65;50.2817788490018;35.684;24.813
3319.655;50.2918996456737;35.684;24.812
3320.682;50.3400544419361;35.688;24.819
3321.691;50.3000204601112;35.682;24.811
3322.708;50.3107788490018;35.684;24.813
3323.692;50.2842621422902;35.681;24.809
3324.726;50.3092958399298;35.687;24.817
3325.728;50.4461632001453;35.716;24.843
3326.741;50.483682318731;35.717;24.847
3327.741;50.4934813537431;35.728;24.857
3328.753;50.446524047104;35.709;24.84
3329.75;50.3871632001453;35.715;24.843
3330.735;50.4501632001453;35.712;24.843
3331.723;50.3452621422902;35.678;24.809
3332.73;50.3505038955545;35.677;24.807
3333.729;50.3390204601112;35.681;24.811
3334.732;50.3477788490018;35.682;24.813
3335.721;50.403175132056;35.685;24.818
3336.725;50.441175132056;35.684;24.818
3337.711;50.3850544419361;35.686;24.819
3338.718;50.393141292316;35.679;24.81
3339.725;50.3927788490018;35.682;24.813
3340.722;50.407141292316;35.679;24.81
3341.723;50.3598996456737;35.682;24.812
3342.733;50.5271258129485;35.703;24.835
3343.742;50.400175132056;35.686;24.818
3344.749;50.4330204601112;35.679;24.811
3345.773;50.4310204601112;35.679;24.811
3346.818;50.445175132056;35.684;24.818
3347.825;50.4620204601112;35.677;24.811
3348.833;50.5956417302078;35.734;24.864
3349.809;50.447141292316;35.676;24.81
3350.804;50.5185621426258;35.718;24.848
3351.796;50.478682318731;35.718;24.847
3352.797;50.5211632001453;35.713;24.843
3353.791;50.4969227240355;35.715;24.845
3354.802;50.4801632001453;35.713;24.843
3355.799;50.5122834647571;35.71;24.842
3356.788;50.5262834647571;35.711;24.842
3357.81;50.526524047104;35.709;24.84
3358.799;50.5291632001453;35.712;24.843
3359.796;50.5559227240355;35.713;24.845
3360.792;50.5301632001453;35.712;24.843
3361.777;50.5292834647571;35.71;24.842
3362.781;50.5451632001453;35.712;24.843
3363.792;50.5371632001453;35.712;24.843
3364.8;50.5730429532388;35.712;24.844
3365.793;50.518403747076;35.71;24.841
3366.777;50.5551632001453;35.712;24.843
3367.781;50.5612834647571;35.709;24.842
3368.768;50.575644364843;35.706;24.839
3369.763;50.585524047104;35.707;24.84
3370.79;50.5832834647571;35.71;24.842
3371.808;50.5510429532388;35.712;24.844
3372.825;50.5657647002951;35.705;24.838
3373.819;50.555524047104;35.708;24.84
3374.815;50.5862834647571;35.708;24.842
3375.83;50.5980429532388;35.71;24.844
3376.837;50.6120429532388;35.711;24.844
3377.834;50.5901632001453;35.711;24.843
3378.822;50.6100429532388;35.711;24.844
3379.872;50.5840429532388;35.711;24.844
3380.913;50.6562834647571;35.707;24.842
3381.923;50.615524047104;35.706;24.84
3382.924;50.596403747076;35.707;24.841
3383.9;50.589524047104;35.707;24.84
3384.897;50.614644364843;35.705;24.839
3385.901;50.640885053462;35.702;24.837
3386.901;50.620524047104;35.706;24.84
3387.917;50.6237647002951;35.704;24.838
3388.943;50.621644364843;35.705;24.839
3389.964;50.600885053462;35.703;24.837
3390.956;50.6337647002951;35.703;24.838
3391.968;50.6797647002951;35.702;24.838
3392.971;50.670644364843;35.703;24.839
3393.988;50.6497647002951;35.703;24.838
3394.982;50.6680054243459;35.7;24.836
3395.99;50.6390429532388;35.71;24.844
3396.992;50.649403747076;35.707;24.841
3397.986;50.665403747076;35.705;24.841
3398.978;50.668524047104;35.704;24.84
3399.995;50.689524047104;35.705;24.84
3401.004;50.6781632001453;35.708;24.843
3402.03;50.6992834647571;35.707;24.842
3403.035;50.697644364843;35.703;24.839
3404.042;50.713524047104;35.704;24.84
3405.063;50.695885053462;35.701;24.837
3406.065;50.677403747076;35.705;24.841
3407.074;50.6707647002951;35.701;24.838
3408.085;50.701403747076;35.704;24.841
3409.094;50.758524047104;35.703;24.84
3410.109;50.7151632001453;35.707;24.843
3411.123;50.718644364843;35.702;24.839
3412.124;50.744885053462;35.7;24.837
3413.125;50.713885053462;35.699;24.837
3414.117;50.710885053462;35.699;24.837
3415.136;50.6861258129485;35.699;24.835
3416.148;50.721885053462;35.699;24.837
3417.149;50.7661258129485;35.697;24.835
3418.137;50.743644364843;35.701;24.839
3419.155;50.7397647002951;35.7;24.838
3420.158;50.740885053462;35.699;24.837
3421.138;50.7360054243459;35.698;24.836
3422.179;50.7571258129485;35.696;24.835
3423.181;50.7357647002951;35.699;24.838
3424.202;50.731885053462;35.698;24.837
3425.186;50.759524047104;35.702;24.84
3426.167;50.829644364843;35.698;24.839
3427.165;50.7767647002951;35.698;24.838
3428.157;50.784524047104;35.702;24.84
3429.167;50.7490054243459;35.698;24.836
3430.167;50.7560054243459;35.698;24.836
3431.153;50.7617647002951;35.699;24.838
3432.149;50.811403747076;35.702;24.841
3433.162;50.790403747076;35.703;24.841
3434.171;50.801644364843;35.701;24.839
3435.17;50.823885053462;35.698;24.837
3436.178;50.809885053462;35.697;24.837
3437.194;50.766885053462;35.698;24.837
3438.212;50.785885053462;35.698;24.837
3439.209;50.815885053462;35.696;24.837
3440.206;50.7971258129485;35.695;24.835
3441.202;50.831366643318;35.692;24.833
3442.192;50.8212462192719;35.694;24.834
3443.167;50.982366643318;35.688;24.833
3444.152;50.826366643318;35.693;24.833
3445.148;50.8172462192719;35.693;24.834
3446.16;50.834366643318;35.692;24.833
3447.145;50.8682462192719;35.692;24.834
3448.126;50.825366643318;35.693;24.833
3449.121;50.8264870850888;35.691;24.832
3450.121;50.8254870850888;35.691;24.832
3451.118;50.8204870850888;35.691;24.832
3452.121;50.8038485167684;35.688;24.829
3453.135;50.8086075445861;35.69;24.831
3454.132;50.8378485167684;35.688;24.829
3455.136;50.8226075445861;35.69;24.831
3456.129;50.806728021812;35.689;24.83
3457.137;50.875728021812;35.687;24.83
3458.146;50.8488485167684;35.686;24.829
3459.142;50.8334512575754;35.681;24.824
3460.129;50.8313306739375;35.684;24.825
3461.169;50.8304512575754;35.683;24.824
3462.163;50.8272101080398;35.685;24.826
3463.159;50.8393306739375;35.682;24.825
3464.217;50.8584512575754;35.681;24.824
3465.226;50.8619690294572;35.685;24.828
3466.234;50.8669690294572;35.685;24.828
3467.227;50.8510895598803;35.684;24.827
3468.213;50.8908485167684;35.686;24.829
3469.213;50.8885718589555;35.68;24.823
3470.216;50.8762101080398;35.683;24.826
3471.195;50.8842101080398;35.683;24.826
3472.208;50.8734512575754;35.681;24.824
3473.202;50.8859690294572;35.684;24.828
3474.213;50.9114512575754;35.681;24.824
3475.223;50.942728021812;35.686;24.83
3476.211;50.8872101080398;35.682;24.826
3477.203;50.8835718589555;35.68;24.823
3478.184;50.8793306739375;35.682;24.825
3479.191;50.8960895598803;35.682;24.827
3480.186;50.8858131149498;35.678;24.821
3481.17;50.8924512575754;35.68;24.824
3482.164;50.8930895598803;35.684;24.827
3483.157;50.9120895598803;35.683;24.827
3484.143;50.9083306739375;35.681;24.825
3485.136;50.8832101080398;35.682;24.826
3486.142;50.9073306739375;35.681;24.825
3487.124;50.9345718589555;35.678;24.823
3488.128;50.9233306739375;35.681;24.825
3489.123;50.9489690294572;35.683;24.828
3490.113;50.9023306739375;35.681;24.825
3491.11;50.8733306739375;35.682;24.825
3492.115;50.9304512575754;35.68;24.824
3493.126;50.9765718589555;35.677;24.823
3494.127;50.9580895598803;35.682;24.827
3495.121;50.9065718589555;35.679;24.823
3496.103;50.9646924780797;35.677;24.822
3497.102;50.9516924780797;35.677;24.822
3498.095;50.9683306739375;35.678;24.825
3499.1;50.9746924780797;35.677;24.822
3500.097;50.9873306739375;35.679;24.825
3501.094;50.9224512575754;35.679;24.824
3502.116;50.9706924780797;35.676;24.822
3503.119;50.9458131149498;35.676;24.821
3504.108;50.9258131149498;35.676;24.821
3505.118;50.9386924780797;35.677;24.822
3506.105;50.9558131149498;35.676;24.821
3507.118;50.9743306739375;35.679;24.825
3508.112;50.9622101080398;35.68;24.826
3509.108;51.0049690294572;35.682;24.828
3510.11;50.9312101080398;35.681;24.826
3511.099;50.9436924780797;35.676;24.822
3512.103;50.9789690294572;35.682;24.828
3513.102;50.9804512575754;35.678;24.824
3514.098;51.0432101080398;35.679;24.826
3515.081;50.9820895598803;35.681;24.827
3516.189;50.9359876154009;35.656;24.803
3517.191;48.1581269831875;34.518;23.725
3518.186;45.7650570667145;33.356;22.655
3519.184;43.7266344658413;32.165;21.577
3520.181;41.7249688253931;30.938;20.486
3521.297;40.0328391436188;29.713;19.422
3522.363;42.3121007259494;30.2;19.891
3523.364;42.8584683006552;30.239;19.937
3524.406;43.0657106120836;30.186;19.897
3525.413;43.2078334881353;30.141;19.862
3526.438;43.4367639515453;30.133;19.858
3527.457;43.6720660629006;30.131;19.861
3528.444;43.8084620867545;30.123;19.855
3529.456;44.0671359281615;30.128;19.865
3530.458;44.2216009407584;30.123;19.863
3531.487;44.349298665056;30.117;19.86
3532.509;44.3279242178955;30.072;19.823
3533.522;44.4386906009354;30.072;19.824
3534.564;44.5843559414319;30.081;19.834
3535.549;44.679589283858;30.078;19.833
