IDs:;DNAJB6_meas1;01_DNAJB6_00_439_uM_to_buffer;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3351.599;59.195;26.245;14.993
3352.606;59.186;26.246;14.993
3353.592;59.099;26.245;14.993
3354.603;59.148;26.247;14.994
3355.612;59.165;26.246;14.993
3356.606;59.111;26.247;14.993
3357.611;59.244;26.248;14.995
3358.63;59.163;26.251;14.996
3359.627;59.21;26.249;14.995
3360.618;59.219;26.25;14.996
3361.623;59.136;26.252;14.997
3362.643;59.152;26.252;14.997
3363.635;59.193;26.253;14.998
3364.637;59.199;26.252;14.998
3365.63;59.091;26.254;14.999
3366.618;59.206;26.252;14.998
3367.619;59.157;26.252;14.998
3368.612;59.178;26.253;14.999
3369.623;59.176;26.257;15.001
3370.617;59.203;26.258;15.002
3371.646;59.193;26.259;15.003
3372.627;59.183;26.259;15.003
3373.685;59.164;26.259;15.003
3374.673;59.186;26.262;15.005
3375.685;59.208;26.261;15.005
3376.7;59.132;26.264;15.006
3377.724;59.213;26.265;15.007
3378.734;59.181;26.266;15.008
3379.735;59.144;26.255;15
3380.742;59.156;26.252;14.998
3381.744;59.16;26.252;14.998
3382.787;59.153;26.254;14.998
3383.786;59.157;26.251;14.997
3384.778;59.191;26.249;14.996
3385.795;59.132;26.251;14.997
3386.805;59.183;26.25;14.996
3387.844;59.239;26.249;14.996
3388.844;59.186;26.25;14.996
3389.843;59.15;26.248;14.994
3390.852;59.183;26.25;14.996
3391.894;59.186;26.249;14.995
3392.885;59.106;26.251;14.997
3393.866;59.197;26.249;14.995
3394.915;59.098;26.251;14.996
3395.91;59.086;26.251;14.996
3396.91;59.214;26.252;14.997
3397.901;59.13;26.253;14.998
3398.92;59.2;26.255;15
3399.928;59.201;26.254;14.999
3400.959;59.168;26.255;14.999
3401.977;59.177;26.257;15.001
3402.977;59.183;26.259;15.002
3403.965;59.166;26.258;15.002
3404.952;59.138;26.26;15.003
3405.961;59.143;26.26;15.003
3406.951;59.233;26.262;15.005
3407.95;59.194;26.263;15.006
3408.949;59.238;26.264;15.006
3409.925;59.199;26.264;15.006
3410.922;59.197;26.265;15.007
3411.907;59.16;26.265;15.006
3412.899;59.142;26.267;15.008
3413.905;59.202;26.256;15.001
3414.92;59.2;26.254;14.999
3415.922;59.167;26.256;15
3416.926;59.217;26.255;15
3417.922;59.177;26.257;15.001
3418.917;59.08;26.257;15.001
3419.921;59.151;26.257;15.001
3420.91;59.115;26.259;15.002
3421.917;59.171;26.256;15.001
3422.924;59.175;26.259;15.003
3423.912;59.163;26.259;15.003
3424.92;59.183;26.258;15.002
3425.931;59.115;26.26;15.003
3426.912;59.117;26.26;15.004
3427.921;59.167;26.263;15.005
3428.919;59.088;26.266;15.007
3429.977;59.318;26.268;15.009
3430.969;59.129;26.249;14.995
3431.964;59.12;26.247;14.993
3432.955;59.153;26.247;14.993
3433.953;59.161;26.245;14.992
3434.954;59.037;26.247;14.993
3435.965;59.125;26.246;14.993
3436.951;59.179;26.248;14.994
3437.941;59.118;26.249;14.995
3438.945;59.203;26.249;14.995
3439.941;59.193;26.249;14.996
3440.945;59.168;26.249;14.995
3441.923;59.092;26.25;14.995
3442.91;59.104;26.253;14.997
3443.92;59.176;26.255;14.999
3444.935;59.169;26.255;15
3445.948;59.149;26.257;15.001
3446.933;59.148;26.255;15
3447.938;59.15;26.256;15.001
3448.955;59.234;26.258;15.002
3449.944;59.221;26.261;15.004
3450.967;59.207;26.261;15.004
3451.968;59.184;26.261;15.004
3452.978;59.128;26.262;15.004
3453.979;59.158;26.263;15.005
3455.004;59.138;26.264;15.006
3455.995;59.133;26.265;15.007
3457.009;59.13;26.265;15.007
3457.994;59.098;26.267;15.007
3458.969;59.174;26.265;15.008
3460.03;58.949;26.253;14.997
3461.064;59.084;26.253;14.997
3462.07;59.009;26.251;14.995
3463.053;59.091;26.25;14.996
3464.052;59.115;26.251;14.996
3465.089;59.119;26.253;14.998
3466.08;59.201;26.251;14.996
3467.083;59.13;26.25;14.996
3468.07;59.201;26.252;14.997
3469.06;59.167;26.252;14.997
3470.059;59.124;26.253;14.998
3471.048;59.086;26.256;15
3472.061;59.098;26.255;14.999
3473.065;59.199;26.259;15.002
3474.087;59.207;26.259;15.002
3475.067;59.069;26.256;15
3476.06;59.157;26.258;15.002
3477.062;59.159;26.259;15.002
3478.074;59.183;26.259;15.003
3479.065;59.163;26.258;15.002
3480.056;59.165;26.26;15.003
3481.035;59.125;26.259;15.002
3482.05;59.146;26.259;15.002
3483.069;59.106;26.261;15.003
3484.052;59.19;26.261;15.004
3485.057;59.152;26.26;15.003
3486.051;59.194;26.26;15.003
3487.042;59.193;26.261;15.004
3488.026;59.067;26.259;15.003
3489.021;59.181;26.262;15.004
3490.008;59.212;26.262;15.005
3490.998;59.15;26.264;15.006
3491.986;59.111;26.264;15.006
3492.984;59.17;26.264;15.006
3493.997;59.143;26.265;15.006
3494.998;59.133;26.254;14.998
3496.006;59.101;26.251;14.996
3496.998;59.208;26.252;14.996
3498.017;59.165;26.252;14.997
3499.024;59.125;26.25;14.996
3500;59.104;26.252;14.997
3500.991;59.081;26.253;14.997
3501.972;59.089;26.253;14.997
3502.964;59.075;26.253;14.997
3503.938;59.083;26.253;14.998
3504.943;59.086;26.255;14.999
3505.95;59.177;26.255;14.999
3506.953;59.125;26.255;14.999
3507.971;59.185;26.254;14.998
3508.959;59.163;26.256;15
3509.946;59.187;26.257;15.001
3510.965;59.112;26.255;14.999
3511.963;59.093;26.256;15
3513.018;59.142;26.257;15.001
3514.028;59.106;26.255;14.999
3515.033;59.182;26.258;15.001
3516.037;59.142;26.26;15.003
3517.023;59.136;26.261;15.003
3518.015;59.108;26.26;15.003
3519.018;59.097;26.26;15.003
3520.055;59.255;26.262;15.004
3521.046;59.158;26.263;15.005
3522.053;59.162;26.262;15.004
3523.048;59.191;26.265;15.006
3524.064;59.142;26.265;15.006
3525.064;59.082;26.265;15.007
3526.076;59.531;26.253;15
3527.087;59.129;26.255;14.999
3528.08;59.263;26.255;14.999
3529.081;59.047;26.254;14.998
3530.081;59.087;26.254;14.998
3531.094;59.18;26.253;14.998
3532.092;59.135;26.255;14.999
3533.099;59.096;26.255;14.999
3534.093;59.191;26.259;15.002
3535.086;59.234;26.259;15.003
3536.106;59.139;26.259;15.002
3537.087;59.109;26.261;15.003
3538.067;59.197;26.263;15.006
3539.058;59.154;26.263;15.005
3540.051;59.151;26.261;15.004
3541.049;59.108;26.265;15.007
3542.06;59.112;26.253;14.997
3543.049;59.16;26.253;14.997
3544.04;59.204;26.253;14.997
3545.037;59.111;26.252;14.997
3546.044;59.132;26.253;14.998
3547.051;59.231;26.252;14.997
3548.057;59.206;26.255;15
3549.056;59.083;26.254;14.998
3550.1;59.115;26.255;14.999
3551.138;59.141;26.257;15
3552.147;59.122;26.257;15.001
3553.131;59.124;26.256;15
3554.124;59.102;26.259;15.001
3555.126;59.142;26.259;15.002
3556.129;59.127;26.259;15.002
3557.134;59.143;26.261;15.003
3558.124;59.207;26.259;15.003
3559.122;59.069;26.261;15.004
3560.123;59.182;26.262;15.005
3561.117;59.219;26.264;15.006
3562.158;59.192;26.264;15.006
3563.146;59.276;26.251;14.997
3564.139;59.092;26.248;14.994
3565.155;59.119;26.249;14.994
3566.204;59.078;26.248;14.994
3567.215;59.096;26.249;14.994
3568.224;59.07;26.249;14.995
3569.222;59.032;26.249;14.994
3570.212;59.129;26.249;14.995
3571.21;59.12;26.248;14.994
3572.21;59.099;26.248;14.994
3573.191;59.07;26.248;14.993
3574.182;59.158;26.249;14.995
3575.169;59.098;26.247;14.993
3576.174;59.186;26.249;14.995
3577.241;59.143;26.251;14.996
3578.237;59.098;26.251;14.996
3579.229;59.078;26.252;14.997
3580.215;59.079;26.254;14.998
3581.213;59.184;26.253;14.998
3582.191;59.106;26.255;14.999
3583.192;59.14;26.254;14.999
3584.182;59.083;26.256;14.999
3585.159;59.034;26.256;14.999
3586.149;59.242;26.259;15.001
3587.139;59.039;26.257;15
3588.131;59.184;26.256;15
3589.138;59.08;26.257;15
3590.146;59.085;26.258;15.001
3591.133;59.084;26.258;15.002
3592.138;59.113;26.261;15.004
3593.131;59.158;26.26;15.003
3594.118;59.096;26.261;15.003
3595.107;59.106;26.261;15.003
3596.167;59.169;26.263;15.005
3597.148;59.132;26.263;15.005
3598.177;59.166;26.262;15.005
3599.184;59.131;26.264;15.007
3600.178;59.165;26.265;15.006
3601.187;59.132;26.265;15.006
3602.186;59.162;26.264;15.006
3603.181;58.998;26.256;14.999
3604.184;59.055;26.252;14.997
3605.166;59.163;26.252;14.997
3606.156;59.065;26.251;14.996
3607.152;59.038;26.253;14.997
3608.187;59.163;26.253;14.997
3609.209;59.016;26.252;14.996
3610.196;59.095;26.252;14.997
3611.221;59.126;26.254;14.998
3612.229;59.103;26.253;14.997
3613.214;59.115;26.252;14.997
3614.21;59.12;26.252;14.996
3615.196;59.106;26.254;14.998
3616.186;59.056;26.256;14.999
3617.208;59.12;26.256;14.999
3618.204;59.087;26.257;15
3619.2;59.081;26.256;14.999
3620.196;59.191;26.257;15.001
3621.2;59.115;26.26;15.002
3622.208;59.005;26.258;15.001
3623.201;59.132;26.259;15.002
3624.209;59.178;26.26;15.002
3625.214;59.126;26.259;15.002
3626.195;59.125;26.26;15.002
3627.176;59.039;26.262;15.004
3628.158;59.14;26.262;15.004
3629.166;59.099;26.26;15.003
3630.162;59.163;26.262;15.004
3631.156;59.126;26.26;15.003
3632.156;59.119;26.26;15.003
3633.157;59.14;26.261;15.003
3634.164;59.176;26.264;15.005
3635.153;59.163;26.263;15.005
3636.152;59.111;26.265;15.005
3637.153;59.059;26.267;15.008
3638.155;59.054;26.265;15.007
3639.173;59.058;26.251;14.996
3640.179;59.043;26.25;14.994
3641.192;59.14;26.252;14.996
3642.177;59.049;26.249;14.994
3643.193;59.041;26.25;14.995
3644.195;59.085;26.252;14.996
3645.199;59.085;26.253;14.997
3646.198;59.121;26.253;14.997
3647.18;59.184;26.252;14.996
3648.177;59.081;26.252;14.996
3649.172;59.067;26.252;14.996
3650.171;59.144;26.251;14.995
3651.169;59.023;26.251;14.996
3652.169;59.108;26.252;14.997
3653.165;59.059;26.251;14.996
3654.15;59.132;26.251;14.997
3655.142;59.062;26.254;14.997
3656.147;59.09;26.253;14.996
3657.151;59.104;26.253;14.997
3658.178;59.072;26.251;14.996
3659.162;59.06;26.253;14.997
3660.161;59.161;26.251;14.996
3661.188;59.099;26.253;14.997
3662.188;59.037;26.253;14.996
3663.199;59.179;26.255;14.999
3664.203;59.122;26.255;14.999
3665.199;59.16;26.257;15
3666.199;58.955;26.255;14.998
3667.178;59.102;26.255;14.999
3668.176;59.143;26.256;15
3669.194;59.134;26.256;14.999
3670.194;59.077;26.257;15
3671.222;59.119;26.26;15.002
3672.261;59.095;26.259;15.002
3673.261;59.151;26.26;15.003
3674.268;59.127;26.26;15.003
3675.251;59.13;26.262;15.004
3676.259;59.159;26.264;15.006
3677.265;59.172;26.262;15.004
3678.257;59.23;26.265;15.007
3679.246;59.015;26.267;15.007
3680.255;59.097;26.266;15.007
3681.251;59.332;26.259;15.002
3682.252;59.048;26.255;14.998
3683.253;59.109;26.256;14.999
3684.246;59.16;26.257;15
3685.233;59.123;26.257;15
3686.249;59.091;26.256;15
3687.254;59.096;26.258;15
3688.25;59.064;26.256;14.999
3689.254;59.18;26.259;15.002
3690.252;59.144;26.258;15.001
3691.258;59.122;26.259;15.002
3692.304;59.18;26.259;15.002
3693.289;59.022;26.26;15.002
3694.285;59.149;26.262;15.004
3695.297;59.086;26.26;15.002
3696.307;59.063;26.259;15.001
3697.309;59.163;26.26;15.002
3698.299;59.128;26.261;15.003
3699.292;59.078;26.262;15.004
3700.281;59.138;26.265;15.006
3701.272;59.191;26.263;15.005
3702.277;59.083;26.264;15.005
3703.255;59.07;26.264;15.005
3704.246;59.066;26.266;15.006
3705.262;59.174;26.257;15.002
3706.254;59.163;26.254;14.998
3707.258;59.141;26.25;14.995
3708.238;59.095;26.252;14.996
3709.278;59.079;26.251;14.995
3710.309;59.061;26.252;14.996
3711.285;59.016;26.254;14.997
3712.288;59.099;26.255;14.998
3713.284;59.147;26.253;14.998
3714.285;59.051;26.255;14.998
3715.337;59.152;26.255;14.999
3716.321;59.085;26.256;14.999
3717.302;59.105;26.255;14.999
3718.302;59.128;26.257;15
3719.345;59.134;26.258;15.001
3720.355;59.127;26.258;15.001
3721.333;59.123;26.26;15.002
3722.318;59.031;26.261;15.003
3723.331;59.111;26.261;15.004
3724.339;59.083;26.261;15.003
3725.368;59.115;26.261;15.003
3726.354;59.196;26.263;15.004
3727.398;59.143;26.263;15.005
3728.38;59.026;26.262;15.004
3729.394;59.066;26.263;15.005
3730.39;59.027;26.262;15.004
3731.401;59.138;26.264;15.006
3732.377;59.081;26.266;15.006
3733.393;58.956;26.254;14.998
3734.404;59.052;26.253;14.997
3735.392;58.944;26.254;14.997
3736.463;59.089;26.255;14.998
3737.473;59.087;26.254;14.997
3738.464;59.037;26.254;14.997
3739.448;59.113;26.256;14.999
3740.439;59.187;26.256;14.999
3741.453;59.16;26.258;15
3742.448;59.112;26.257;15
3743.466;59.187;26.256;15
3744.457;59.084;26.256;14.999
3745.497;58.979;26.257;15
3746.494;59.136;26.258;15.001
3747.466;59.091;26.257;15
3748.51;59.045;26.257;15
3749.55;59.136;26.258;15.001
3750.562;59.129;26.26;15.002
3751.551;59.185;26.261;15.003
3752.549;59.101;26.261;15.003
3753.534;59.081;26.261;15.003
3754.606;59.101;26.259;15.002
3755.598;59.002;26.262;15.003
3756.591;59.194;26.262;15.005
3757.601;59.074;26.263;15.004
3758.599;59.124;26.264;15.005
3759.606;59.02;26.252;14.996
3760.638;59.067;26.253;14.997
3761.626;59.099;26.253;14.997
3762.612;59.021;26.251;14.995
3763.622;59.074;26.251;14.995
3764.626;59.012;26.249;14.993
3765.65;58.97;26.249;14.994
3766.638;59.047;26.252;14.996
3767.625;59.046;26.252;14.996
3768.633;59.13;26.253;14.997
3769.67;59.172;26.251;14.997
3770.683;59.087;26.254;14.998
3771.677;59.051;26.253;14.997
3772.664;59.025;26.255;14.998
3773.661;59.246;26.257;15
3774.641;59.004;26.256;14.999
3775.633;59.182;26.255;14.999
3776.635;58.971;26.255;14.998
3777.631;59.065;26.258;15
3778.637;59.165;26.258;15.001
3779.616;59.076;26.255;14.999
3780.605;59.197;26.256;15
3781.597;59.022;26.258;15.001
3782.597;59.182;26.26;15.002
3783.58;59.062;26.257;14.999
3784.571;59.113;26.258;15
3785.6;59.046;26.258;15
3786.592;59.057;26.26;15.002
3787.581;59.099;26.261;15.003
3788.586;59.126;26.261;15.003
3789.609;59.099;26.262;15.004
3790.637;59.166;26.265;15.007
3791.635;59.131;26.264;15.005
3792.629;59.086;26.266;15.006
3793.622;59.019;26.257;14.999
3794.63;58.982;26.252;14.996
3795.621;59.114;26.253;14.997
3796.653;59.118;26.253;14.997
3797.635;59.093;26.254;14.997
3798.653;59.157;26.251;14.996
3799.683;59.076;26.253;14.997
3800.713;59.075;26.253;14.997
3801.703;59.141;26.253;14.997
3802.687;59.142;26.255;14.998
3803.693;59.106;26.255;14.998
3804.711;59.021;26.254;14.997
3805.714;59.088;26.255;14.998
3806.695;59.038;26.256;14.998
3807.712;59.096;26.256;14.999
3808.72;59.181;26.257;15
3809.707;59.084;26.261;15.003
3810.717;59.135;26.259;15.001
3811.713;59.044;26.261;15.002
3812.718;59.085;26.262;15.003
3813.704;59.068;26.264;15.005
3814.747;59.158;26.267;15.007
3815.74;59.071;26.264;15.005
3816.873;59.031;26.265;15.006
3817.889;59.176;26.254;14.997
3818.89;59.043;26.251;14.995
3819.887;59.015;26.251;14.995
3820.88;58.985;26.248;14.993
3821.876;59.07;26.25;14.995
3822.869;59.088;26.25;14.995
3823.862;59.096;26.252;14.996
3824.858;59.04;26.253;14.996
3825.884;59.072;26.253;14.996
3826.872;59.085;26.251;14.995
3827.89;59.071;26.25;14.994
3828.938;59.037;26.249;14.994
3829.947;58.954;26.251;14.994
3830.924;59.021;26.251;14.995
3831.963;59.095;26.252;14.996
3832.954;59.006;26.25;14.994
3833.946;59.123;26.252;14.997
3834.944;59.045;26.252;14.996
3835.944;59.126;26.252;14.996
3836.965;59.061;26.252;14.996
3837.96;59.07;26.253;14.996
3838.974;59.055;26.252;14.996
3839.965;58.936;26.251;14.995
3840.939;58.964;26.251;14.995
3841.959;59.013;26.253;14.997
3842.96;59.139;26.253;14.997
3843.947;59.153;26.255;14.998
3844.936;59.063;26.254;14.997
3845.926;59.109;26.254;14.997
3846.96;59.028;26.255;14.998
3847.964;59.022;26.254;14.997
3848.947;59.049;26.254;14.998
3849.966;59.084;26.254;14.998
3850.956;59.03;26.256;14.999
3851.946;59.053;26.258;15
3852.985;59.037;26.26;15.002
3853.967;59.102;26.259;15.002
3854.979;59.144;26.26;15.002
3856.008;58.979;26.26;15.002
3857.002;59.082;26.263;15.004
3858.044;59.085;26.261;15.003
3859.051;59.042;26.263;15.004
3860.036;59.096;26.264;15.005
3861.052;59.086;26.265;15.006
3862.065;59.079;26.266;15.007
3863.084;59.013;26.265;15.006
3864.072;59.016;26.266;15.006
3865.07;59.114;26.268;15.008
3866.085;59.102;26.267;15.007
3867.081;59.008;26.269;15.009
3868.079;59.107;26.257;15
3869.147;59.064;26.259;15.001
3870.131;59.077;26.256;14.999
3871.134;59.028;26.257;15
3872.17;59.063;26.257;15
3873.158;58.991;26.255;14.998
3874.18;59.047;26.258;15
3875.195;59.16;26.258;15.001
3876.243;59.103;26.259;15.001
3877.25;59.065;26.259;15.001
3878.252;59.057;26.26;15.002
3879.241;59.095;26.262;15.003
3880.233;59.012;26.261;15.002
3881.239;59.112;26.261;15.003
3882.231;59.188;26.265;15.006
3883.237;59.074;26.262;15.003
3884.229;59.071;26.263;15.004
3885.206;59.121;26.263;15.004
3886.198;59.107;26.26;15.002
3887.183;59.086;26.263;15.004
3888.173;59.043;26.263;15.005
3889.183;59.065;26.265;15.006
3890.181;59.063;26.264;15.005
3891.176;59.231;26.266;15.006
3892.213;59.098;26.263;15.004
3893.199;59.084;26.264;15.005
3894.221;59.182;26.264;15.006
3895.241;59.104;26.264;15.005
3896.243;58.908;26.254;14.997
3897.246;59.164;26.255;14.997
3898.282;59.066;26.252;14.996
3899.29;59.007;26.251;14.995
3900.281;58.996;26.253;14.996
3901.32;59.061;26.251;14.995
3902.319;59.102;26.25;14.995
3903.295;59.032;26.251;14.995
3904.304;59.072;26.252;14.996
3905.303;58.967;26.252;14.995
3906.289;59.082;26.251;14.995
3907.288;58.94;26.252;14.995
3908.32;58.995;26.25;14.994
3909.317;59.058;26.249;14.994
3910.31;58.953;26.249;14.993
3911.317;59.055;26.251;14.995
3912.307;58.958;26.25;14.994
3913.302;59.062;26.253;14.996
3914.296;59.053;26.254;14.998
3915.301;59.043;26.255;14.998
3916.301;59.037;26.254;14.997
3917.292;59.099;26.256;14.999
3918.278;59.049;26.255;14.998
3919.275;59.069;26.256;14.999
3920.257;59.11;26.256;14.999
3921.242;59.18;26.259;15
3922.222;59.094;26.256;14.999
3923.211;59.066;26.257;14.999
3924.225;59.043;26.259;15.001
3925.217;59.065;26.262;15.003
3926.23;59.105;26.262;15.003
3927.216;59.121;26.262;15.004
3928.195;59.071;26.264;15.005
3929.185;59.011;26.263;15.004
3930.185;59.128;26.263;15.005
3931.226;59.073;26.264;15.005
3932.227;58.931;26.267;15.007
3933.242;59.147;26.267;15.008
3934.225;59.053;26.268;15.007
3935.227;59.01;26.257;14.999
3936.201;59.051;26.255;14.998
3937.19;59.054;26.255;14.998
3938.183;59.112;26.256;14.999
3939.187;59.045;26.256;14.999
3940.193;59.093;26.257;15
3941.208;59.037;26.258;15
3942.222;59.06;26.257;14.999
3943.227;58.987;26.256;14.999
3944.223;59.151;26.26;15.001
3945.233;58.967;26.257;14.999
3946.238;59.072;26.258;15.001
3947.22;58.974;26.261;15.002
3948.215;58.974;26.259;15
3949.199;59.023;26.261;15.002
3950.201;59.038;26.262;15.003
3951.199;58.989;26.261;15.003
3952.19;58.946;26.26;15.002
3953.183;59.043;26.263;15.003
3954.176;59.109;26.261;15.003
3955.176;58.934;26.262;15.003
3956.17;59.11;26.264;15.005
3957.188;59.142;26.263;15.004
3958.186;58.968;26.264;15.004
3959.204;59.011;26.264;15.005
3960.208;59.051;26.265;15.006
3961.207;59.087;26.268;15.007
3962.191;59.041;26.266;15.006
3963.192;59.181;26.256;14.999
3964.229;58.968;26.254;14.997
3965.222;58.995;26.255;14.998
3966.211;59.123;26.25;14.994
3967.187;59.014;26.248;14.992
3968.187;58.991;26.249;14.993
3969.197;59.036;26.248;14.993
3970.197;59.108;26.249;14.994
3971.188;58.961;26.249;14.993
3972.185;58.97;26.249;14.993
3973.2;59.007;26.252;14.996
3974.203;59.04;26.251;14.995
3975.198;59.019;26.252;14.996
3976.189;58.997;26.251;14.995
3977.199;59.053;26.255;14.998
3978.185;58.996;26.256;14.998
3979.182;59.121;26.256;14.999
3980.168;59.113;26.256;14.999
3981.174;59.074;26.258;15
3982.193;59.067;26.257;15
3983.177;58.998;26.257;15
3984.224;59.075;26.258;15
3985.232;59.08;26.257;14.999
3986.243;59.04;26.259;15.001
3987.236;59.077;26.26;15.002
3988.234;59.095;26.258;15
3989.22;59.054;26.26;15.002
3990.202;59.127;26.263;15.004
3991.214;59.014;26.262;15.004
3992.219;59.2;26.269;15.008
3993.216;59.139;26.269;15.008
3994.192;58.993;26.267;15.006
3995.188;59.047;26.268;15.007
3996.195;58.976;26.269;15.009
3997.196;59.002;26.256;14.999
3998.206;59.074;26.256;14.998
3999.194;58.904;26.255;14.997
4000.179;59.093;26.254;14.997
4001.171;59.129;26.257;14.999
4002.181;59.063;26.256;14.999
4003.162;58.971;26.254;14.997
4004.162;59.02;26.258;15
4005.145;59.083;26.256;14.999
4006.193;58.965;26.256;14.998
4007.196;59.031;26.256;14.999
4008.196;59.059;26.259;15.001
4009.199;59.045;26.258;15
4010.201;58.965;26.261;15.002
4011.206;59.057;26.26;15.002
4012.204;58.975;26.26;15.002
4013.201;58.997;26.262;15.003
4014.204;59.006;26.263;15.004
4015.214;59.036;26.266;15.006
4016.221;59.153;26.267;15.006
4017.209;59.022;26.263;15.004
4018.19;59.055;26.265;15.005
4019.205;59.154;26.255;14.999
4020.186;59.013;26.252;14.996
4021.191;58.945;26.25;14.994
4022.267;59.075;26.249;14.994
4023.273;59.01;26.25;14.994
4024.26;59.008;26.249;14.993
4025.275;59.048;26.249;14.994
4026.279;58.98;26.247;14.992
4027.278;59.031;26.249;14.993
4028.278;59.002;26.249;14.993
4029.266;59.068;26.248;14.993
4030.303;58.959;26.248;14.993
4031.294;59.035;26.251;14.994
4032.315;58.978;26.249;14.993
4033.314;59.031;26.25;14.994
4034.3;59.174;26.255;14.996
4035.308;59.037;26.253;14.996
4036.292;59.036;26.252;14.996
4037.293;59.063;26.254;14.997
4038.348;59.013;26.257;14.999
4039.345;59.015;26.255;14.998
4040.329;59.077;26.256;14.999
4041.339;59.006;26.257;14.999
4042.36;58.892;26.261;15.001
4043.368;59.159;26.261;15.002
4044.4;59.085;26.259;15.001
4045.401;59.051;26.261;15.002
4046.413;58.996;26.261;15.003
4047.409;59.065;26.262;15.003
4048.476;59.079;26.261;15.003
4049.477;59.04;26.262;15.003
4050.487;59.019;26.264;15.005
4051.484;59.076;26.264;15.005
4052.51;59.094;26.268;15.008
4053.502;59.117;26.269;15.008
4054.573;58.938;26.27;15.009
4055.551;59.198;26.26;15.003
4056.56;59.1;26.256;14.999
4057.565;59.051;26.258;15
4058.568;59.038;26.252;14.995
4059.58;59.017;26.254;14.997
4060.586;59.03;26.253;14.996
4061.568;58.998;26.252;14.995
4062.574;59.012;26.252;14.995
4063.58;59.028;26.253;14.996
4064.627;59.021;26.252;14.995
4065.612;58.965;26.251;14.995
4066.616;58.917;26.249;14.993
4067.594;59.063;26.251;14.995
4068.592;58.842;26.253;14.996
4069.617;59.108;26.254;14.998
4070.597;59.002;26.251;14.994
4071.579;58.997;26.25;14.994
4072.575;58.925;26.249;14.993
4073.55;59.053;26.249;14.993
4074.556;59.152;26.251;14.995
4075.547;58.899;26.252;14.995
4076.556;58.999;26.251;14.995
4077.563;58.95;26.254;14.996
4078.574;59.118;26.254;14.996
4079.556;59.023;26.251;14.994
4080.537;59.075;26.25;14.994
4081.546;58.919;26.25;14.993
4082.538;58.95;26.251;14.994
4083.53;59.029;26.254;14.997
4084.522;59.027;26.254;14.997
4085.554;59.085;26.258;15
4086.538;58.989;26.259;15.001
4087.553;58.985;26.259;15
4088.546;59.099;26.261;15.002
4089.542;58.974;26.259;15
4090.567;59.045;26.259;15.001
4091.586;59.047;26.258;15
4092.591;58.998;26.259;15.001
4093.593;58.921;26.263;15.004
4094.607;58.803;26.265;15.005
4095.627;59.045;26.266;15.006
4096.63;58.95;26.264;15.005
4097.609;58.982;26.265;15.005
4098.62;59.033;26.267;15.007
4099.614;59.082;26.266;15.006
4100.644;59.101;26.266;15.006
4101.645;59.066;26.272;15.009
4102.636;59.078;26.269;15.008
4103.627;59.018;26.27;15.008
4104.641;59.058;26.27;15.009
4105.631;58.734;26.266;15.004
4106.622;59.017;26.258;15
4107.618;58.905;26.255;14.997
4108.636;58.963;26.254;14.996
4109.63;58.908;26.255;14.997
4110.63;59.013;26.255;14.997
4111.636;59.038;26.258;14.999
4112.624;58.979;26.255;14.998
4113.626;58.827;26.255;14.997
4114.625;59.12;26.255;14.998
4115.627;58.999;26.26;15.001
4116.623;59.072;26.26;15.001
4117.619;58.923;26.261;15.002
4118.614;58.93;26.263;15.003
4119.603;58.966;26.264;15.002
4120.613;58.968;26.262;15.003
4121.604;59.045;26.264;15.004
4122.579;59.003;26.262;15.003
4123.59;59.017;26.264;15.004
4124.604;59.023;26.264;15.005
4125.612;59.278;26.269;15.008
4126.601;59.001;26.268;15.007
4127.673;59.203;26.274;15.011
4128.691;59.124;26.262;15.002
4129.697;59.073;26.257;15
4130.691;59.204;26.261;15.001
4131.678;59.103;26.257;14.999
4132.663;58.987;26.256;14.998
4133.663;59.002;26.256;14.998
4134.662;59.11;26.258;14.998
4135.681;58.99;26.252;14.996
4136.679;59.159;26.257;14.998
4137.677;59.012;26.251;14.994
4138.679;58.927;26.251;14.994
4139.708;59.012;26.25;14.994
4140.716;58.95;26.25;14.993
4141.751;59.073;26.25;14.994
4142.743;58.997;26.246;14.99
4143.748;59.044;26.246;14.991
4144.741;59.097;26.252;14.994
4145.751;59.009;26.248;14.992
4146.737;58.87;26.248;14.992
4147.739;59.006;26.253;14.994
4148.725;58.991;26.249;14.993
4149.704;59.031;26.247;14.992
4150.697;58.976;26.245;14.99
4151.683;59.053;26.243;14.989
4152.687;59.101;26.248;14.991
4153.698;58.714;26.243;14.988
4154.69;59.151;26.245;14.991
4155.684;59.046;26.249;14.992
4156.683;58.959;26.249;14.993
4157.684;58.94;26.251;14.994
4158.689;58.999;26.25;14.994
4159.687;58.984;26.25;14.993
4160.697;58.981;26.252;14.995
4161.676;58.885;26.252;14.995
4162.669;59.03;26.254;14.996
4163.671;59.106;26.255;14.998
4164.666;59.043;26.255;14.998
4165.667;59.007;26.252;14.995
4166.663;58.974;26.255;14.997
4167.665;58.982;26.252;14.995
4168.666;59.072;26.254;14.997
4169.66;58.982;26.257;14.999
4170.66;58.971;26.255;14.998
4171.654;59.129;26.259;15.001
4172.676;58.956;26.259;15
4173.666;58.935;26.26;15.001
4174.661;59.026;26.262;15.003
4175.644;59.058;26.263;15.003
4176.647;59.148;26.266;15.005
4177.626;59.05;26.263;15.004
