Temp,Conc (nM),Incubation time (days)
45,69.29956022623206,2
45,36.49522477232661,2
45,44.08119861066594,2
50,68.87578112979176,2
50,55.73331460003862,2
50,50.6792264477988,2
55,84.86640486219966,2
55,86.2689207983684,2
55,69.60697530428887,2
55,114.7775618500985,4
55,133.65906220948364,4
55,121.96405528621372,4
