Temp,Conc (nM),Incubation time (days)
45,101.33808644223393,2
45,54.36585264296038,2
45,69.09420270225195,2
50,96.87413941451253,2
50,75.46796687018039,2
50,79.6459461941284,2
55,106.36745596276114,2
55,111.6856739971978,2
55,104.31657202469664,2
55,140.11002033174222,4
55,155.66973489445914,4
55,143.81046663641158,4
