"Molec.Weight","S_Apparent","S_20_W","D_Apparent","D_20_W","f/f0","Vbar20","Concentration","Conc.Percent"
"1.2047e+04","1.9685e-13","1.9849e-13","1.4203e-06","1.4212e-06","1.0000e+00","7.1870e-01","3.0124e-06"," 0.00 %"
"1.6836e+04","1.9685e-13","1.9849e-13","1.0163e-06","1.0169e-06","1.2500e+00","7.1870e-01","6.1620e-07"," 0.00 %"
"2.2131e+04","1.9685e-13","1.9849e-13","7.7313e-07","7.7360e-07","1.5000e+00","7.1870e-01","1.0332e-06"," 0.00 %"
"1.6797e+04","2.4569e-13","2.4774e-13","1.2713e-06","1.2721e-06","1.0000e+00","7.1870e-01","7.6704e-07"," 0.00 %"
"2.3475e+04","2.4569e-13","2.4774e-13","9.0970e-07","9.1026e-07","1.2500e+00","7.1870e-01","4.7593e-06"," 0.00 %"
"1.9363e+04","2.7011e-13","2.7236e-13","1.2125e-06","1.2132e-06","1.0000e+00","7.1870e-01","1.9156e-05"," 0.00 %"
"2.7061e+04","2.7011e-13","2.7236e-13","8.6761e-07","8.6813e-07","1.2500e+00","7.1870e-01","1.7021e-06"," 0.00 %"
"2.2047e+04","2.9453e-13","2.9699e-13","1.1612e-06","1.1619e-06","1.0000e+00","7.1870e-01","2.1754e-04"," 0.05 %"
"4.0503e+04","2.9453e-13","2.9699e-13","6.3206e-07","6.3244e-07","1.5000e+00","7.1870e-01","1.5922e-06"," 0.00 %"
"6.2359e+04","2.9453e-13","2.9699e-13","4.1053e-07","4.1078e-07","2.0000e+00","7.1870e-01","2.8240e-06"," 0.00 %"
"2.4845e+04","3.1895e-13","3.2161e-13","1.1158e-06","1.1165e-06","1.0000e+00","7.1870e-01","1.8791e-03"," 0.39 %"
"3.4722e+04","3.1895e-13","3.2161e-13","7.9842e-07","7.9891e-07","1.2500e+00","7.1870e-01","8.0496e-07"," 0.00 %"
"7.0273e+04","3.1895e-13","3.2161e-13","3.9450e-07","3.9474e-07","2.0000e+00","7.1870e-01","2.2124e-06"," 0.00 %"
"2.7752e+04","3.4337e-13","3.4623e-13","1.0754e-06","1.0761e-06","1.0000e+00","7.1870e-01","8.1895e-05"," 0.02 %"
"7.8496e+04","3.4337e-13","3.4623e-13","3.8022e-07","3.8045e-07","2.0000e+00","7.1870e-01","3.5797e-06"," 0.00 %"
"8.7017e+04","3.6779e-13","3.7085e-13","3.6738e-07","3.6760e-07","2.0000e+00","7.1870e-01","7.4415e-06"," 0.00 %"
"3.3879e+04","3.9221e-13","3.9548e-13","1.0062e-06","1.0068e-06","1.0000e+00","7.1870e-01","1.4210e-05"," 0.00 %"
"7.8432e+04","3.9221e-13","3.9548e-13","4.3465e-07","4.3492e-07","1.7500e+00","7.1870e-01","5.9147e-06"," 0.00 %"
"9.5825e+04","3.9221e-13","3.9548e-13","3.5576e-07","3.5598e-07","2.0000e+00","7.1870e-01","8.2393e-06"," 0.00 %"
"1.0491e+05","4.1663e-13","4.2010e-13","3.4517e-07","3.4539e-07","2.0000e+00","7.1870e-01","4.2839e-06"," 0.00 %"
