"Molec.Weight","S_Apparent","S_20_W","D_Apparent","D_20_W","f/f0","Vbar20","Concentration","Conc.Percent"
"9.8761e+03","1.7245e-13","1.7387e-13","1.5177e-06","1.5185e-06","1.0000e+00","7.1870e-01","1.3986e-04"," 0.03 %"
"1.6836e+04","1.9687e-13","1.9849e-13","1.0164e-06","1.0169e-06","1.2500e+00","7.1870e-01","1.7875e-06"," 0.00 %"
"2.0064e+04","2.2129e-13","2.2312e-13","9.5868e-07","9.5917e-07","1.2500e+00","7.1870e-01","7.3908e-05"," 0.02 %"
"2.3475e+04","2.4571e-13","2.4774e-13","9.0979e-07","9.1026e-07","1.2500e+00","7.1870e-01","2.5804e-04"," 0.06 %"
"2.7061e+04","2.7013e-13","2.7236e-13","8.6769e-07","8.6813e-07","1.2500e+00","7.1870e-01","4.9093e-05"," 0.01 %"
"2.2047e+04","2.9456e-13","2.9699e-13","1.1613e-06","1.1619e-06","1.0000e+00","7.1870e-01","1.6898e-05"," 0.00 %"
"4.0503e+04","2.9456e-13","2.9699e-13","6.3212e-07","6.3244e-07","1.5000e+00","7.1870e-01","2.4662e-06"," 0.00 %"
"5.1040e+04","2.9456e-13","2.9699e-13","5.0162e-07","5.0188e-07","1.7500e+00","7.1870e-01","1.2252e-06"," 0.00 %"
"7.0273e+04","3.1898e-13","3.2161e-13","3.9454e-07","3.9474e-07","2.0000e+00","7.1870e-01","1.0297e-06"," 0.00 %"
"1.3377e+05","4.8993e-13","4.9397e-13","3.1835e-07","3.1851e-07","2.0000e+00","7.1870e-01","1.7834e-05"," 0.00 %"
"1.4389e+05","5.1435e-13","5.1859e-13","3.1070e-07","3.1086e-07","2.0000e+00","7.1870e-01","8.5104e-06"," 0.00 %"
"5.4539e+04","5.3877e-13","5.4322e-13","8.5865e-07","8.5909e-07","1.0000e+00","7.1870e-01","2.4927e-03"," 0.57 %"
"1.5426e+05","5.3877e-13","5.4322e-13","3.0358e-07","3.0373e-07","2.0000e+00","7.1870e-01","9.0070e-05"," 0.02 %"
"5.8289e+04","5.6320e-13","5.6784e-13","8.3983e-07","8.4026e-07","1.0000e+00","7.1870e-01","1.4820e-03"," 0.34 %"
"1.6487e+05","5.6320e-13","5.6784e-13","2.9692e-07","2.9708e-07","2.0000e+00","7.1870e-01","2.3908e-03"," 0.54 %"
"6.2122e+04","5.8762e-13","5.9246e-13","8.2219e-07","8.2261e-07","1.0000e+00","7.1870e-01","5.5787e-03"," 1.27 %"
"1.4381e+05","5.8762e-13","5.9246e-13","3.5515e-07","3.5534e-07","1.7500e+00","7.1870e-01","2.6726e-03"," 0.61 %"
"1.7571e+05","5.8762e-13","5.9246e-13","2.9069e-07","2.9084e-07","2.0000e+00","7.1870e-01","1.2335e-02"," 2.81 %"
"6.6034e+04","6.1204e-13","6.1708e-13","8.0562e-07","8.0603e-07","1.0000e+00","7.1870e-01","2.5945e-03"," 0.59 %"
"1.5287e+05","6.1204e-13","6.1708e-13","3.4799e-07","3.4817e-07","1.7500e+00","7.1870e-01","3.5182e-04"," 0.08 %"
"1.8677e+05","6.1204e-13","6.1708e-13","2.8483e-07","2.8498e-07","2.0000e+00","7.1870e-01","3.9202e-04"," 0.09 %"
"7.0026e+04","6.3646e-13","6.4171e-13","7.9001e-07","7.9042e-07","1.0000e+00","7.1870e-01","2.3634e-03"," 0.54 %"
"1.2865e+05","6.3646e-13","6.4171e-13","4.3003e-07","4.3025e-07","1.5000e+00","7.1870e-01","3.3300e-04"," 0.08 %"
"1.6211e+05","6.3646e-13","6.4171e-13","3.4125e-07","3.4143e-07","1.7500e+00","7.1870e-01","2.7059e-04"," 0.06 %"
"7.4095e+04","6.6088e-13","6.6633e-13","7.7528e-07","7.7567e-07","1.0000e+00","7.1870e-01","3.3415e-03"," 0.76 %"
"1.0355e+05","6.6088e-13","6.6633e-13","5.5474e-07","5.5503e-07","1.2500e+00","7.1870e-01","2.9660e-04"," 0.07 %"
"1.3612e+05","6.6088e-13","6.6633e-13","4.2201e-07","4.2222e-07","1.5000e+00","7.1870e-01","1.8582e-04"," 0.04 %"
"1.7153e+05","6.6088e-13","6.6633e-13","3.3489e-07","3.3506e-07","1.7500e+00","7.1870e-01","1.8120e-04"," 0.04 %"
"7.8240e+04","6.8530e-13","6.9095e-13","7.6134e-07","7.6173e-07","1.0000e+00","7.1870e-01","7.5693e-03"," 1.72 %"
"1.0934e+05","6.8530e-13","6.9095e-13","5.4477e-07","5.4505e-07","1.2500e+00","7.1870e-01","1.1802e-03"," 0.27 %"
"1.4374e+05","6.8530e-13","6.9095e-13","4.1442e-07","4.1463e-07","1.5000e+00","7.1870e-01","1.9113e-03"," 0.44 %"
"1.8113e+05","6.8530e-13","6.9095e-13","3.2887e-07","3.2904e-07","1.7500e+00","7.1870e-01","3.6437e-04"," 0.08 %"
"2.2130e+05","6.8530e-13","6.9095e-13","2.6917e-07","2.6931e-07","2.0000e+00","7.1870e-01","1.8368e-04"," 0.04 %"
"8.2459e+04","7.0973e-13","7.1558e-13","7.4812e-07","7.4851e-07","1.0000e+00","7.1870e-01","1.9220e-02"," 4.37 %"
"1.1524e+05","7.0973e-13","7.1558e-13","5.3531e-07","5.3559e-07","1.2500e+00","7.1870e-01","1.0476e-03"," 0.24 %"
"1.5149e+05","7.0973e-13","7.1558e-13","4.0723e-07","4.0744e-07","1.5000e+00","7.1870e-01","2.5581e-02"," 5.82 %"
"1.9090e+05","7.0973e-13","7.1558e-13","3.2316e-07","3.2332e-07","1.7500e+00","7.1870e-01","2.2291e-03"," 0.51 %"
