"Molec.Weight","S_Apparent","S_20_W","D_Apparent","D_20_W","f/f0","Vbar20","Concentration","Conc.Percent"
"9.6689e+03","9.9157e-14","1.0000e-13","8.9134e-07","8.9207e-07","1.7143e+00","7.1870e-01","5.2766e-05"," 0.01 %"
"8.7570e+03","1.2376e-13","1.2481e-13","1.2284e-06","1.2294e-06","1.2857e+00","7.1870e-01","6.8184e-06"," 0.00 %"
"1.0256e+04","1.2376e-13","1.2481e-13","1.0488e-06","1.0496e-06","1.4286e+00","7.1870e-01","9.0689e-04"," 0.18 %"
"1.1833e+04","1.2376e-13","1.2481e-13","9.0907e-07","9.0982e-07","1.5714e+00","7.1870e-01","6.5725e-03"," 1.30 %"
"1.3482e+04","1.2376e-13","1.2481e-13","7.9784e-07","7.9850e-07","1.7143e+00","7.1870e-01","1.8423e-03"," 0.36 %"
"1.5202e+04","1.2376e-13","1.2481e-13","7.0758e-07","7.0816e-07","1.8571e+00","7.1870e-01","3.4888e-05"," 0.01 %"
"1.6990e+04","1.2376e-13","1.2481e-13","6.3313e-07","6.3365e-07","2.0000e+00","7.1870e-01","2.7666e-05"," 0.01 %"
"7.8841e+03","1.4836e-13","1.4962e-13","1.6356e-06","1.6369e-06","1.0000e+00","7.1870e-01","6.1253e-05"," 0.01 %"
"9.6326e+03","1.4836e-13","1.4962e-13","1.3387e-06","1.3398e-06","1.1429e+00","7.1870e-01","7.5398e-05"," 0.01 %"
"1.1494e+04","1.4836e-13","1.4962e-13","1.1219e-06","1.1228e-06","1.2857e+00","7.1870e-01","3.8870e-03"," 0.77 %"
"1.3462e+04","1.4836e-13","1.4962e-13","9.5789e-07","9.5867e-07","1.4286e+00","7.1870e-01","1.8751e-03"," 0.37 %"
"1.5531e+04","1.4836e-13","1.4962e-13","8.3028e-07","8.3096e-07","1.5714e+00","7.1870e-01","1.4632e-04"," 0.03 %"
"1.7696e+04","1.4836e-13","1.4962e-13","7.2869e-07","7.2929e-07","1.7143e+00","7.1870e-01","2.8581e-04"," 0.06 %"
"1.9954e+04","1.4836e-13","1.4962e-13","6.4625e-07","6.4678e-07","1.8571e+00","7.1870e-01","1.4850e-04"," 0.03 %"
"2.2300e+04","1.4836e-13","1.4962e-13","5.7826e-07","5.7873e-07","2.0000e+00","7.1870e-01","1.0375e-04"," 0.02 %"
"9.9244e+03","1.7296e-13","1.7444e-13","1.5148e-06","1.5160e-06","1.0000e+00","7.1870e-01","4.8644e-06"," 0.00 %"
"1.2125e+04","1.7296e-13","1.7444e-13","1.2398e-06","1.2408e-06","1.1429e+00","7.1870e-01","6.2839e-05"," 0.01 %"
"1.9550e+04","1.7296e-13","1.7444e-13","7.6897e-07","7.6960e-07","1.5714e+00","7.1870e-01","9.4730e-06"," 0.00 %"
"2.5117e+04","1.7296e-13","1.7444e-13","5.9853e-07","5.9902e-07","1.8571e+00","7.1870e-01","4.9620e-05"," 0.01 %"
"2.8071e+04","1.7296e-13","1.7444e-13","5.3556e-07","5.3600e-07","2.0000e+00","7.1870e-01","1.3566e-04"," 0.03 %"
"3.0663e+04","1.9757e-13","1.9925e-13","5.6002e-07","5.6048e-07","1.8571e+00","7.1870e-01","1.4775e-05"," 0.00 %"
"3.4268e+04","1.9757e-13","1.9925e-13","5.0110e-07","5.0151e-07","2.0000e+00","7.1870e-01","2.8240e-05"," 0.01 %"
"1.4448e+04","2.2217e-13","2.2406e-13","1.3366e-06","1.3377e-06","1.0000e+00","7.1870e-01","1.5448e-06"," 0.00 %"
"3.6565e+04","2.2217e-13","2.2406e-13","5.2810e-07","5.2854e-07","1.8571e+00","7.1870e-01","2.6265e-05"," 0.01 %"
"4.0864e+04","2.2217e-13","2.2406e-13","4.7254e-07","4.7293e-07","2.0000e+00","7.1870e-01","1.4418e-04"," 0.03 %"
"4.2804e+04","2.4677e-13","2.4887e-13","5.0109e-07","5.0150e-07","1.8571e+00","7.1870e-01","1.7558e-05"," 0.00 %"
"4.7837e+04","2.4677e-13","2.4887e-13","4.4837e-07","4.4874e-07","2.0000e+00","7.1870e-01","1.1690e-04"," 0.02 %"
"4.9362e+04","2.7138e-13","2.7368e-13","4.7783e-07","4.7822e-07","1.8571e+00","7.1870e-01","1.6595e-05"," 0.00 %"
"5.5166e+04","2.7138e-13","2.7368e-13","4.2756e-07","4.2791e-07","2.0000e+00","7.1870e-01","7.7857e-05"," 0.02 %"
"2.2216e+04","2.9598e-13","2.9850e-13","1.1580e-06","1.1589e-06","1.0000e+00","7.1870e-01","9.7823e-07"," 0.00 %"
"4.9864e+04","2.9598e-13","2.9850e-13","5.1591e-07","5.1633e-07","1.7143e+00","7.1870e-01","1.2161e-05"," 0.00 %"
"5.6225e+04","2.9598e-13","2.9850e-13","4.5754e-07","4.5792e-07","1.8571e+00","7.1870e-01","1.4935e-05"," 0.00 %"
"6.2836e+04","2.9598e-13","2.9850e-13","4.0941e-07","4.0974e-07","2.0000e+00","7.1870e-01","2.0273e-04"," 0.04 %"
"6.3379e+04","3.2058e-13","3.2331e-13","4.3964e-07","4.4000e-07","1.8571e+00","7.1870e-01","8.1672e-06"," 0.00 %"
"7.0831e+04","3.2058e-13","3.2331e-13","3.9338e-07","3.9371e-07","2.0000e+00","7.1870e-01","1.4243e-04"," 0.03 %"
"5.5117e+04","3.4518e-13","3.4812e-13","5.4433e-07","5.4478e-07","1.5714e+00","7.1870e-01","5.1835e-06"," 0.00 %"
"6.2802e+04","3.4518e-13","3.4812e-13","4.7773e-07","4.7812e-07","1.7143e+00","7.1870e-01","5.0565e-05"," 0.01 %"
"7.0813e+04","3.4518e-13","3.4812e-13","4.2368e-07","4.2403e-07","1.8571e+00","7.1870e-01","9.9804e-05"," 0.02 %"
"7.9139e+04","3.4518e-13","3.4812e-13","3.7911e-07","3.7942e-07","2.0000e+00","7.1870e-01","1.2758e-03"," 0.25 %"
