TITLE,
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,24/12/12
TIME,10:48:19
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  250.0000
LASTX,  185.0000
NPOINTS,      66
FIRSTY,     0.80754
MAXY,    25.33867
MINY,   -10.57286
XYDATA
250.0000,0.807545,300.681
249.0000,0.7806,301.901
248.0000,0.743786,303.128
247.0000,0.719809,304.354
246.0000,0.652895,305.595
245.0000,0.624019,306.856
244.0000,0.52486,308.154
243.0000,0.371071,309.506
242.0000,0.205571,310.929
241.0000,-0.0307646,312.449
240.0000,-0.290693,314.083
239.0000,-0.603494,315.837
238.0000,-0.997885,317.723
237.0000,-1.48245,319.755
236.0000,-2.01373,321.934
235.0000,-2.61478,324.252
234.0000,-3.23992,326.714
233.0000,-3.93569,329.311
232.0000,-4.68166,332.031
231.0000,-5.40819,334.87
230.0000,-6.11144,337.844
229.0000,-6.80898,340.919
228.0000,-7.52522,344.089
227.0000,-8.16315,347.349
226.0000,-8.75626,350.715
225.0000,-9.22084,354.207
224.0000,-9.6812,357.797
223.0000,-10.0399,361.481
222.0000,-10.3054,365.276
221.0000,-10.4833,369.167
220.0000,-10.5729,373.148
219.0000,-10.544,377.213
218.0000,-10.5072,381.373
217.0000,-10.3054,385.642
216.0000,-10.0507,390.058
215.0000,-9.76939,394.663
214.0000,-9.31553,399.524
213.0000,-8.92495,404.673
212.0000,-8.33717,410.168
211.0000,-7.6088,416.077
210.0000,-6.97497,422.507
209.0000,-6.05839,429.552
208.0000,-4.82287,437.29
207.0000,-3.38475,445.824
206.0000,-1.68492,455.322
205.0000,0.391503,465.912
204.0000,2.62237,477.762
203.0000,5.30259,491.029
202.0000,8.08243,505.861
201.0000,10.862,522.409
200.0000,13.9753,540.742
199.0000,16.7126,560.807
198.0000,19.0524,582.382
197.0000,20.9486,605.009
196.0000,22.4065,628.26
195.0000,24.2007,651.954
194.0000,25.3387,675.606
193.0000,24.3502,699.495
192.0000,23.3333,723.239
191.0000,23.8415,747.943
190.0000,23.8941,773.849
189.0000,23.4883,802.302
188.0000,20.961,832.581
187.0000,12.6191,863.887
186.0000,5.58892,890.527
185.0000,6.63929,920.416

##### Extended Information
[Comments]
Sample name
Comment,20241212again_5uM_JB6_pH8
User
Division
Company,Lund

[Detailed Information]
Creation date,12/12/2024 11:48 AM

Data array type,Linear data array * 2
Horizontal axis,Wavelength [nm]
Vertical axis(1),CD [mdeg]
Vertical axis(2),HT [V]
Start,250 nm
End,185 nm
Data interval,1 nm
Data points,66      

[Measurement Information]
Instrument name,J-815
Model name,J-815
Serial No.,A030461168

Accessory,PTC-423S
Accessory S/N,A015961181
  Temperature,24.99 C
  Control sonsor,Holder
  Monitor sensor,Holder
  Start Mode,Keep target temperature +/-0.10 deg C while 5 seconds
  Cell length,10 mm

Measurement date,12/12/2024 11:48 AM

Photometric mode,CD, HT
Measure range,250 - 185 nm
Data pitch,1 nm
Sensitivity,Standard
D.I.T.,8 sec
Bandwidth,1.00 nm
Start mode,Immediately
Scanning speed,50 nm/min
Baseline correction,None
Shutter control,Manual
CD detector,PMT
PMT voltage,Auto
Accumulations,3

Solvent,water

