TITLE,1mm
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,24/08/13
TIME,11:48:30
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  250.0000
LASTX,  185.0000
NPOINTS,      66
FIRSTY,     0.90613
MAXY,    15.60772
MINY,    -9.91272
XYDATA
250.0000,0.906127,295.472
249.0000,0.902171,296.687
248.0000,0.856434,297.899
247.0000,0.783979,299.109
246.0000,0.727063,300.324
245.0000,0.667111,301.543
244.0000,0.57612,302.789
243.0000,0.476734,304.068
242.0000,0.340187,305.41
241.0000,0.2284,306.817
240.0000,0.0426683,308.301
239.0000,-0.184943,309.883
238.0000,-0.451841,311.567
237.0000,-0.785153,313.37
236.0000,-1.13068,315.291
235.0000,-1.58817,317.331
234.0000,-2.06655,319.502
233.0000,-2.55355,321.802
232.0000,-3.14954,324.206
231.0000,-3.72451,326.716
230.0000,-4.39286,329.355
229.0000,-5.06799,332.107
228.0000,-5.71508,334.944
227.0000,-6.31878,337.866
226.0000,-6.94731,340.881
225.0000,-7.44268,344.013
224.0000,-7.99467,347.251
223.0000,-8.36357,350.568
222.0000,-8.73038,353.97
221.0000,-9.03925,357.466
220.0000,-9.33823,361.037
219.0000,-9.53236,364.68
218.0000,-9.72356,368.392
217.0000,-9.81128,372.183
216.0000,-9.91272,376.083
215.0000,-9.82085,380.137
214.0000,-9.68982,384.388
213.0000,-9.41291,388.86
212.0000,-9.13881,393.582
211.0000,-8.70144,398.608
210.0000,-8.14503,404.015
209.0000,-7.49178,409.853
208.0000,-6.7009,416.144
207.0000,-5.68377,422.977
206.0000,-4.59458,430.466
205.0000,-3.16927,438.704
204.0000,-1.52396,447.811
203.0000,0.298874,457.914
202.0000,2.28035,469.146
201.0000,4.29308,481.67
200.0000,6.48228,495.683
199.0000,8.62492,511.452
198.0000,10.4909,529.224
197.0000,12.0813,549.385
196.0000,13.8781,572.513
195.0000,15.2798,599.978
194.0000,15.6077,633.029
193.0000,15.0513,673.148
192.0000,9.54649,720.597
191.0000,9.31049,772.511
190.0000,6.76245,821.603
189.0000,4.1504,866.878
188.0000,3.98016,914.222
187.0000,5.19941,953.789
186.0000,0.811089,983.092
185.0000,6.17205,1002.17

##### Extended Information
[Comments]
Sample name,1mm
Comment,5uM_JB6_pH4
User
Division
Company,Lund

[Detailed Information]
Creation date,8/13/2024 11:48 AM

Data array type,Linear data array * 2
Horizontal axis,Wavelength [nm]
Vertical axis(1),CD [mdeg]
Vertical axis(2),HT [V]
Start,250 nm
End,185 nm
Data interval,1 nm
Data points,66      

[Measurement Information]
Instrument name,J-815
Model name,J-815
Serial No.,A030461168

Accessory,PTC-423S
Accessory S/N,A015961181
  Temperature,20.00 C
  Control sonsor,Holder
  Monitor sensor,Holder
  Start Mode,Start immediately
  Cell length,10 mm

Measurement date,8/13/2024 11:48 AM

Photometric mode,CD, HT
Measure range,250 - 185 nm
Data pitch,1 nm
Sensitivity,Standard
D.I.T.,8 sec
Bandwidth,1.00 nm
Start mode,Immediately
Scanning speed,50 nm/min
Baseline correction,None
Shutter control,Manual
CD detector,PMT
PMT voltage,Auto
Accumulations,3


