[Not merged]	[Not merged]	[Not merged]	[Not merged]	[Not merged]	[Not merged]	[Not merged]	[Not merged]	[Not merged]	[Not merged]	[Not merged]	[Not merged]
240914_noSeedspH7p4_platereader2_file1to4: B09 X	240914_noSeedspH7p4_platereader2_file1to4: B09 Y	240914_noSeedspH7p4_platereader2_file1to4: B10 X	240914_noSeedspH7p4_platereader2_file1to4: B10 Y	240914_noSeedspH7p4_platereader2_file1to4: B11 X	240914_noSeedspH7p4_platereader2_file1to4: B11 Y	240914_noSeedspH7p4_platereader2_file1to4: B12 X	240914_noSeedspH7p4_platereader2_file1to4: B12 Y	240914_noSeedspH7p4_platereader2_file1to4: C01 X	240914_noSeedspH7p4_platereader2_file1to4: C01 Y	240914_noSeedspH7p4_platereader2_longTimes: C02 X	240914_noSeedspH7p4_platereader2_longTimes: C02 Y
252347.0	-0.0007738849022090856	157280.0	0.0003444134374227358	303547.0	0.001156991269555914	248667.0	-0.00015036140437552664	248667.0	-0.0005184748476980174	428507.0	0.00012310798416831324
252507.0	-2.6382439848033144e-05	157440.0	-0.00022960895828181047	303707.0	-0.00031805736095362317	248827.0	0.0010310496300035346	248827.0	-1.6724995087036497e-05	428667.0	0.00028725196305939756
252667.0	-0.0012575629660897666	157600.0	0.001978169486735675	303867.0	0.0005116574937079916	248987.0	-0.0013854729403172724	248987.0	0.001781211976768978	428827.0	0.00028725196305939756
252827.0	1.758829323202876e-05	157760.0	-0.0005828535094846082	304027.0	-0.00027196209125020015	249147.0	0.00033294310968863474	249147.0	-0.0012292871388969067	428987.0	-0.00016414397889108432
252987.0	0.001336710285633886	157920.0	0.0007418135575258831	304187.0	-0.0005485337094707384	249307.0	-0.001439173441879957	249307.0	0.0004850248575239443	429147.0	0.00014362598152969878
253147.0	0.00014950049247221449	158080.0	-0.0005828535094846082	304347.0	0.000972610190742222	249467.0	-0.00015036140437552664	249467.0	-0.0002675999213925269	429307.0	-0.0005129499340346385
253307.0	0.00028141269171240023	158240.0	-0.00031792009608250986	304507.0	-0.0005024384397673154	249627.0	0.0016217551471930651	249627.0	-0.00018397494595736344	429467.0	-0.000266733965698012
253467.0	0.00028141269171240023	158400.0	-0.0006711646472853075	304667.0	-0.0003641526306570462	249787.0	-0.0006873664200023726	249787.0	-0.0001421624582397817	429627.0	0.0003898419498663253
253627.0	0.00010552975939215258	158560.0	-0.000759475785086007	304827.0	-0.0009172958670981227	249947.0	-0.0011169704325038495	249947.0	0.00019233744350087217	429787.0	-0.00012310798416831324
253787.0	-0.00011432390600815696	158720.0	7.948002402063751e-05	304987.0	0.00028118114519087633	250107.0	0.0019439581565691727	250107.0	-0.00010034997052219997	429947.0	-0.00016414397889108432
253947.0	0.00014950049247221449	158880.0	-0.0005828535094846082	305147.0	0.001156991269555914	250267.0	0.0004940446143766885	250267.0	0.00015052495578329043	430107.0	-0.00036932395250493974
254107.0	0.000853032221753205	159040.0	-0.00018545338938146075	305307.0	-0.00041024790036046926	250427.0	0.0019976586581318574	250427.0	-0.0008529747494386712	430267.0	-0.00016414397889108432
254267.0	0.0014686224848740718	159200.0	-8.831113780061911e-06	305467.0	-0.0003641526306570462	250587.0	-4.2960401250157444e-05	250587.0	-0.0010202247003089982	430427.0	0.0007796838997326506
254427.0	0.0007650907555930812	159360.0	0.00038856900632308546	305627.0	-0.0004563431700638923	250747.0	0.0006014456175020578	250747.0	-0.000727537286285926	430587.0	4.103599472277108e-05
254587.0	-0.0003341775714084665	159520.0	-0.00031792009608250986	305787.0	0.00014289533608060723	250907.0	0.00033294310968863474	250907.0	-0.00030941240911010865	430747.0	-0.000492431936673253
254747.0	0.0014246517517940097	159680.0	0.0015807693666325276	305947.0	-0.0008251053276912766	251067.0	1.0740100312527152e-05	251067.0	-0.000727537286285926	430907.0	-0.0003898419498663253
254907.0	1.758829323202876e-05	159840.0	-0.0008477869228867064	306107.0	-0.001147772215615238	251227.0	0.0005477451159393731	251227.0	-0.0011038496757441616	431067.0	-0.0006565759155643373
255067.0	0.000897002954833267	160027.0	0.0011833692465293803	306267.0	0.0005577527634114146	251387.0	-0.0006873664200023726	251387.0	-0.0008529747494386712	431227.0	0.0
255227.0	0.0005892078232728336	160187.0	0.0011833692465293803	306427.0	-0.0005485337094707384	251547.0	0.0010310496300035346	251547.0	-5.853748280461823e-05	431387.0	-0.0006565759155643373
255387.0	0.0011608273533136385	160347.0	0.0004768801441237849	306587.0	0.0014796581574798755	251707.0	0.00017184160500058093	251707.0	-0.0005184748476980174	431547.0	-0.00014362598152969878
255547.0	0.0001934712255522764	160507.0	0.00025610229962203635	306747.0	-0.00133215329442893	251867.0	0.0006551461190647423	251867.0	0.0004850248575239443	431707.0	-0.0002462159683366265
255707.0	0.0010289151540734526	160667.0	0.0006976579886255335	306907.0	-0.0008251053276912766	252027.0	-0.0004725644137516342	252027.0	-0.0013965370897672338	431867.0	0.00022569797097524096
255867.0	-0.00046608977064865225	160827.0	0.00025610229962203635	307067.0	-0.00022586682154677708	252187.0	0.00038664361125131935	252187.0	-0.0001421624582397817	432027.0	0.0
256027.0	0.0010728858871535145	160987.0	0.0008742802642269323	307227.0	-0.00031805736095362317	252347.0	-0.0013854729403172724	252347.0	2.508749263054524e-05	432187.0	0.00012310798416831324
256187.0	0.0019523005487547527	161147.0	-0.0008919424917870561	307387.0	-0.0005946289791741614	252507.0	-0.00025776240750089585	252507.0	-0.0002675999213925269	432347.0	-0.0003488059551435542
256347.0	0.0003253834247924621	161307.0	-0.00018545338938146075	307547.0	-0.0005485337094707384	252667.0	0.00017184160500058093	252667.0	-0.001187474651179325	432507.0	-0.0002051799736138554
256507.0	0.000853032221753205	161467.0	0.0005210357130241346	307707.0	5.0704796673761155e-05	252827.0	-0.0009558689278157956	252827.0	-5.853748280461823e-05	432667.0	0.0006976119102871084
256667.0	0.0009409736879133288	161627.0	0.0004327245752234352	307867.0	-0.0006868195185810075	252987.0	-0.00015036140437552664	252987.0	-0.0007693497740035077	432827.0	-0.000492431936673253
256827.0	0.0008090614886731431	161787.0	0.0006535024197251838	308027.0	-0.0014704391035391992	253147.0	0.00011814110343789634	253147.0	-0.0009365997248738347	432987.0	-0.0004103599472277108
256987.0	0.0005892078232728336	161947.0	-0.0006270090783849579	308187.0	-0.0006868195185810075	253307.0	0.0010310496300035346	253307.0	0.0007777122715470165	433147.0	-2.051799736138554e-05
257147.0	0.000897002954833267	162107.0	-0.0015984315941926514	308347.0	0.0006499433028182606	253467.0	-0.000902168426253111	253467.0	-0.0010620371880265798	433307.0	-0.00032828795778216865
257307.0	-0.0004221190375685903	162267.0	0.0005651912819244843	308507.0	-0.0006868195185810075	253627.0	0.00022554210656326555	253627.0	-0.0010620371880265798	433467.0	-0.0003077699604207831
257467.0	0.0005012663571127097	162427.0	-0.0005386979405842585	308667.0	0.00028118114519087633	253787.0	-0.0016002749465680109	253787.0	-0.0014801620652023972	433627.0	0.0005539859287574096
257627.0	1.758829323202876e-05	162587.0	0.0008742802642269323	308827.0	-0.0007329147882844306	253947.0	-0.0005799654168770034	253947.0	-0.0010202247003089982	433787.0	-0.0004103599472277108
