7uMtau_noSeeds	7uMtau_noSeeds	7uMtau_noSeeds	7uMtau_noSeeds	7uMtau_noSeeds	7uMtau_noSeeds	7uMtau_noSeeds	7uMtau_noSeeds	7uMtau_noSeeds	7uMtau_noSeeds	[Not merged]	[Not merged]
240914_noSeedspH7p4_platereader2_file1to4: A01 X	240914_noSeedspH7p4_platereader2_file1to4: A01 Y	240914_noSeedspH7p4_platereader2_file1to4: A02 X	240914_noSeedspH7p4_platereader2_file1to4: A02 Y	240914_noSeedspH7p4_platereader2_file1to4: A03 X	240914_noSeedspH7p4_platereader2_file1to4: A03 Y	240914_noSeedspH7p4_platereader2_file1to4: A04 X	240914_noSeedspH7p4_platereader2_file1to4: A04 Y	240914_noSeedspH7p4_platereader2_file1to4: A05 X	240914_noSeedspH7p4_platereader2_file1to4: A05 Y	240914_noSeedspH7p4_platereader2_file1to4: B10 X	240914_noSeedspH7p4_platereader2_file1to4: B10 Y
17920.0	-0.0020566525025560514	47200.0	-0.003664274215783044	47200.0	-0.0013530265741732825	47200.0	-0.0037260618671441413	47200.0	-0.0018056200419856265	164187.0	0.0015366137977321779
18080.0	-0.0019089044779471405	47360.0	-0.0028193566174835524	47360.0	-0.00226723371888496	47360.0	-0.002274349451373705	47360.0	-0.002638983138286685	164347.0	-0.0011568759051891545
18240.0	-0.0022339501320867445	47520.0	-0.003664274215783044	47520.0	-0.0019381191467887561	47520.0	-0.0016694692781360236	47520.0	-0.0024802473104198167	164507.0	-0.0008036313539863567
18400.0	-0.0020566525025560514	47680.0	-0.003086172701157076	47680.0	-0.0019381191467887561	47680.0	-0.0019114213474310962	47680.0	-0.002599299181319968	164667.0	-0.0011568759051891545
18560.0	-0.002145301317321398	47840.0	-0.0028193566174835524	47840.0	-0.0018284142894233549	47840.0	-0.0012460531568696464	47840.0	-0.001408780472318456	164827.0	0.0005651912819244843
18720.0	-0.002293049341930309	48000.0	-0.00473153855047714	48000.0	-0.002376938576250361	48000.0	-0.0047543581616482	48000.0	-0.0023611954395196654	164987.0	0.0009625914020276317
18880.0	-0.003061339069896646	48160.0	-0.003130642048435997	48160.0	-0.0028523262915004337	48160.0	-0.003000205659258923	48160.0	-0.0027977189661535532	165147.0	0.0007418135575258831
19040.0	-0.0027067438108352598	48320.0	-0.0033529887848305997	48320.0	-0.0015358680031156181	48320.0	-0.0024558135033450096	48320.0	-0.002242143568619514	165307.0	-0.0004062312338832093
19200.0	-0.002943140650209517	48480.0	-0.003931090299456568	48480.0	-0.0020843922899426246	48480.0	-0.0033631337632015323	48480.0	-0.0023215114825529486	165467.0	-0.0005386979405842585
19360.0	-0.003061339069896646	48640.0	-0.003486396826667362	48640.0	-0.0016821411462694864	48640.0	-0.003605085832496605	48640.0	-0.002758035009186836	165627.0	0.00025610229962203635
