1000nM	1000nM	1000nM	1000nM	1000nM	1000nM	300nM	300nM	300nM	300nM	300nM	300nM	100nM	100nM	100nM	100nM	100nM	100nM	30nM	30nM	30nM	30nM	30nM	30nM	10nM	10nM	10nM	10nM	10nM	10nM	3nM	3nM	3nM	3nM	3nM	3nM	50%seeds	50%seeds	50%seeds	50%seeds	50%seeds	50%seeds
241019_tauJB6elongation50percSeeds: B07 X	241019_tauJB6elongation50percSeeds: B07 Y	241019_tauJB6elongation50percSeeds: B08 X	241019_tauJB6elongation50percSeeds: B08 Y	241019_tauJB6elongation50percSeeds: B09 X	241019_tauJB6elongation50percSeeds: B09 Y	241019_tauJB6elongation50percSeeds: B04 X	241019_tauJB6elongation50percSeeds: B04 Y	241019_tauJB6elongation50percSeeds: B05 X	241019_tauJB6elongation50percSeeds: B05 Y	241019_tauJB6elongation50percSeeds: B06 X	241019_tauJB6elongation50percSeeds: B06 Y	241019_tauJB6elongation50percSeeds: B01 X	241019_tauJB6elongation50percSeeds: B01 Y	241019_tauJB6elongation50percSeeds: B02 X	241019_tauJB6elongation50percSeeds: B02 Y	241019_tauJB6elongation50percSeeds: B03 X	241019_tauJB6elongation50percSeeds: B03 Y	241019_tauJB6elongation50percSeeds: A10 X	241019_tauJB6elongation50percSeeds: A10 Y	241019_tauJB6elongation50percSeeds: A11 X	241019_tauJB6elongation50percSeeds: A11 Y	241019_tauJB6elongation50percSeeds: A12 X	241019_tauJB6elongation50percSeeds: A12 Y	241019_tauJB6elongation50percSeeds: A07 X	241019_tauJB6elongation50percSeeds: A07 Y	241019_tauJB6elongation50percSeeds: A08 X	241019_tauJB6elongation50percSeeds: A08 Y	241019_tauJB6elongation50percSeeds: A09 X	241019_tauJB6elongation50percSeeds: A09 Y	241019_tauJB6elongation50percSeeds: A04 X	241019_tauJB6elongation50percSeeds: A04 Y	241019_tauJB6elongation50percSeeds: A05 X	241019_tauJB6elongation50percSeeds: A05 Y	241019_tauJB6elongation50percSeeds: A06 X	241019_tauJB6elongation50percSeeds: A06 Y	241019_tauJB6elongation50percSeeds: A01 X	241019_tauJB6elongation50percSeeds: A01 Y	241019_tauJB6elongation50percSeeds: A02 X	241019_tauJB6elongation50percSeeds: A02 Y	241019_tauJB6elongation50percSeeds: A03 X	241019_tauJB6elongation50percSeeds: A03 Y
5886.0	0.6312142804059504	6408.0	0.6756624892018411	6516.0	0.6773357213392357	5886.0	0.7261473289052738	5886.0	0.700808064537779	5886.0	0.7094375806447213	5886.0	0.7631866273319318	5886.0	0.7587038666377636	5886.0	0.7591344684989393	5886.0	0.8147323560673342	5886.0	0.8049513822838144	5886.0	0.8029951489067156	5886.0	0.8545012029317965	5886.0	0.8536965436888724	5886.0	0.8482123658541353	5886.0	0.8870674580865894	5886.0	0.8878617665169787	5886.0	0.8766028516022109	5886.0	0.8754049193436144	5886.0	0.8652519430617412	5886.0	0.9012015060092861
5904.0	0.6374496323136237	6426.0	0.6731250384815597	6534.0	0.6881493329728796	5904.0	0.7270287927574782	5904.0	0.707251104041665	5904.0	0.6984439831195083	5904.0	0.7658519980646625	5904.0	0.760340291326099	5904.0	0.7554445348101674	5904.0	0.8148847786722162	5904.0	0.8117999166778026	5904.0	0.8146443466105185	5904.0	0.8543333519834387	5904.0	0.8554845891629063	5904.0	0.8566569579920637	5904.0	0.889826621094491	5904.0	0.897215171707159	5904.0	0.8861366684606644	5904.0	0.8675999028466478	5904.0	0.8753199250317405	5904.0	0.9060043691127609
5922.0	0.6453344523131525	6444.0	0.6698039632741324	6552.0	0.6795885570962449	5922.0	0.7212863150144405	5922.0	0.7049826172163385	5922.0	0.7121246013797919	5922.0	0.7750469918775771	5922.0	0.7661102822726326	5922.0	0.7670629849089242	5922.0	0.8215304042450712	5922.0	0.8156417774354057	5922.0	0.8141223078752444	5922.0	0.8547436543016468	5922.0	0.848784225209134	5922.0	0.8496882147115742	5922.0	0.8905681461528645	5922.0	0.896964857562908	5922.0	0.8801139615742758	5922.0	0.8691145126913389	5922.0	0.8656969831321416	5922.0	0.902896117671024
5940.0	0.6449356798074292	6462.0	0.6662403376302076	6570.0	0.6779740248037216	5940.0	0.7229455410891782	5940.0	0.7052242311977343	5940.0	0.7096967349288145	5940.0	0.761688025313529	5940.0	0.7643675962408987	5940.0	0.7642121615050627	5940.0	0.8196911714794951	5940.0	0.8128512698774536	5940.0	0.8046386041844306	5940.0	0.8575038698968649	5940.0	0.8545040480965006	5940.0	0.8576832105088258	5940.0	0.8901370269328799	5940.0	0.8964225102503641	5940.0	0.8840180424921192	5940.0	0.8804263285584462	5940.0	0.8748496940139591	5940.0	0.9015263797475467
5958.0	0.646349509600448	6480.0	0.6756251737500724	6588.0	0.6840754549789547	5958.0	0.7290768999434827	5958.0	0.7050094632142714	5958.0	0.7147025045215603	5958.0	0.7578665901666017	5958.0	0.7617535671932979	5958.0	0.7664713045798209	5958.0	0.827403755286524	5958.0	0.8116623564460725	5958.0	0.810168347824742	5958.0	0.8532423208191127	5958.0	0.848438151891579	5958.0	0.855112692300174	5958.0	0.8892058094177131	5958.0	0.8973319849744762	5958.0	0.8769958225479895	5958.0	0.884165095202098	5958.0	0.8689214243969287	5958.0	0.8989625113266789
5976.0	0.6467845341521462	6498.0	0.6717630244919968	6606.0	0.6890316936443748	5976.0	0.7236325643857493	5976.0	0.7072913730385643	5976.0	0.705127435709278	5976.0	0.7620305629177353	5976.0	0.7568017885909321	5976.0	0.7594141719272427	5976.0	0.8186648592732897	5976.0	0.8194836381930088	5976.0	0.8087279076107448	5976.0	0.8516290867043399	5976.0	0.8529659444629231	5976.0	0.857262935668628	5976.0	0.888955760270122	5976.0	0.8881371120756548	5976.0	0.8831381292874412	5976.0	0.8648026504307769	5976.0	0.8792497128231997	5976.0	0.9062589998805869
5994.0	0.6429599433018001	6516.0	0.683815915413334	6624.0	0.6843195121859641	5994.0	0.7243973639045738	5994.0	0.6986469617041839	5994.0	0.705863979464069	5994.0	0.7621911274197071	5994.0	0.7641975780914613	5994.0	0.7635236607584697	5994.0	0.8126898931619154	5994.0	0.8097561646635277	5994.0	0.8102456868966345	5994.0	0.8563289132583599	5994.0	0.8522545715323934	5994.0	0.8506558242273785	5994.0	0.8903180970052734	5994.0	0.8856089392187194	5994.0	0.880190847194102	5994.0	0.874613501586929	5994.0	0.870374102362575	5994.0	0.9008239500431994
6012.0	0.6384828156239067	6534.0	0.6694867819340972	6642.0	0.6773357213392357	6012.0	0.7308527903516004	6012.0	0.7052108081987678	6012.0	0.7160119156411886	6012.0	0.7634221219348237	6012.0	0.7664715708401871	6012.0	0.7620068075511319	6012.0	0.8231257608428361	6012.0	0.8140893119630239	6012.0	0.8081381971875647	6012.0	0.8538577742964247	6012.0	0.862156113673549	6012.0	0.8544676192896378	6012.0	0.8862397091842189	6012.0	0.8881120806612298	6012.0	0.8811134746320168	6012.0	0.8700287366516478	6012.0	0.8719779260125081	6012.0	0.9029136784136327
6030.0	0.6417273737386554	6552.0	0.6643932227676498	6660.0	0.6864972534177396	6030.0	0.7290250491286471	6030.0	0.6998013396152969	6030.0	0.7127929466387689	6030.0	0.7645032562481	6030.0	0.7597877323404273	6030.0	0.7651158187349659	6030.0	0.8217031498639374	6030.0	0.8105520488613944	6030.0	0.8163168040401931	6030.0	0.8548835300919451	6030.0	0.8601181263590587	6030.0	0.8571456496667123	6030.0	0.8886712215849322	6030.0	0.8909322866864581	6030.0	0.8838471855591721	6030.0	0.8674770966430242	6030.0	0.8779145926119989	6030.0	0.9073038640658035
6048.0	0.6364527010493155	6570.0	0.667005304391469	6678.0	0.6833808306205436	6048.0	0.7303213194995359	6048.0	0.7059624961408878	6048.0	0.7130248215245365	6048.0	0.7672649656820137	6048.0	0.767215400243976	6048.0	0.7732487338040958	6048.0	0.8195997179165658	6048.0	0.8111710699041795	6048.0	0.8116087880387393	6048.0	0.855955911150898	6048.0	0.8553307787995486	6048.0	0.8552690736360615	6048.0	0.8885160186657377	6048.0	0.8962055713253466	6048.0	0.8822838446227051	6048.0	0.855510314356591	6048.0	0.8694504342919328	6048.0	0.9090335972127589
6066.0	0.639824141324976	6588.0	0.6699905405329766	6696.0	0.6836999823527865	6066.0	0.7182400796428516	6066.0	0.7079356769889529	6066.0	0.7118927264940245	6066.0	0.7653274873582215	6066.0	0.7649201552265704	6066.0	0.7693544014561791	6066.0	0.8186648592732897	6066.0	0.8153764827027835	6066.0	0.8192460213881204	6066.0	0.8503888546970291	6066.0	0.8528601998381146	6066.0	0.8628731160935942	6066.0	0.887834850298162	6066.0	0.8945284665588646	6066.0	0.8885884654484567	6066.0	0.8579118578941192	6066.0	0.8704244842573372	6066.0	0.9033790380927628
6084.0	0.642053642152429	6606.0	0.6697479900964791	6714.0	0.6933871761079258	6084.0	0.730787976833056	6084.0	0.7057611511563914	6084.0	0.7136113285885367	6084.0	0.7686244117987078	6084.0	0.762412387522368	6084.0	0.7633945668684834	6084.0	0.8201077932661726	6084.0	0.816889645251814	6084.0	0.8123145070697579	6084.0	0.8533542214513512	6084.0	0.8519854033965173	6084.0	0.8614754579040992	6084.0	0.890387076080471	6084.0	0.8959636009859039	6084.0	0.8873241241446475	6084.0	0.8596857252797934	6084.0	0.8652771340091224	6084.0	0.9093057887231935
6102.0	0.6444281511637813	6624.0	0.6758490664606854	6732.0	0.6941193477289538	6102.0	0.7339249511306071	6102.0	0.7069021060685379	6102.0	0.718126069011422	6102.0	0.7683782128956844	6102.0	0.7665247015118863	6102.0	0.763781848538442	6102.0	0.8233188294756866	6102.0	0.8196703270789282	6102.0	0.8128172110370591	6102.0	0.8531770454503068	6102.0	0.853033236496892	6102.0	0.8639677854448071	6102.0	0.8934911344643602	6102.0	0.8927762675491074	6102.0	0.8879904661831416	6102.0	0.872130087246985	6102.0	0.868031344256128	6102.0	0.9081204385971073
6120.0	0.6354557697850073	6642.0	0.6801216856882182	6750.0	0.6919040592345614	6120.0	0.7281824733875693	6120.0	0.7103652398018765	6120.0	0.7130793803211877	6120.0	0.7659697453661085	6120.0	0.7696700372764792	6120.0	0.7750345326155713	6120.0	0.8261132438985231	6120.0	0.8171352885227604	6120.0	0.8141706447951772	6120.0	0.855750759991794	6120.0	0.8603103893132559	6120.0	0.8601462165490549	6120.0	0.8983282921125876	6120.0	0.8944617161203977	6120.0	0.8811220174786643	6120.0	0.8636155237957487	6120.0	0.8797955166831247	6120.0	0.9039936640840667
6138.0	0.6412560971409824	6660.0	0.6847861171593239	6768.0	0.6984185092985795	6138.0	0.7214807555700739	6138.0	0.7095732828628573	6138.0	0.7134067331010947	6138.0	0.7641286057434993	6138.0	0.7650264165699688	6138.0	0.7675470869963724	6138.0	0.8231257608428361	6138.0	0.8151701423551885	6138.0	0.8222525778079401	6138.0	0.858492325481639	6138.0	0.858320467737315	6138.0	0.8606349082237035	6138.0	0.8884384172061405	6138.0	0.8988505574495992	6138.0	0.8830270722810255	6138.0	0.8620190431486419	6138.0	0.8769825275588964	6138.0	0.9070843547831949
6156.0	0.6434130938764856	6678.0	0.6921372611577865	6786.0	0.6849202683878332	6156.0	0.7337564359823915	6156.0	0.7059088041450221	6156.0	0.7155481658696536	6156.0	0.7693308956073834	6156.0	0.7689580862757099	6156.0	0.7662884215690071	6156.0	0.8185327596823919	6156.0	0.8165555704033267	6156.0	0.8198260644273139	6156.0	0.8540442753501557	6156.0	0.861540872220118	6156.0	0.8624332935864104	6156.0	0.8983024249593885	6156.0	0.8925009219904313	6156.0	0.8909633768164228	6156.0	0.8656213584549342	6156.0	0.8728008302936257	6156.0	0.9104208958788449
6174.0	0.6478177174624293	6696.0	0.6725093335273737	6804.0	0.6821229973228802	6174.0	0.7243584757934471	6174.0	0.7146605994711338	6174.0	0.7207448912506786	6174.0	0.771396825532753	6174.0	0.762816180627282	6174.0	0.7718287010142476	6174.0	0.8230241457729147	6174.0	0.817164765715274	6174.0	0.8205124486903596	6174.0	0.857606445476417	6174.0	0.8633481439895716	6174.0	0.8605567175557597	6174.0	0.8815146425331876	6174.0	0.8963641036167056	6174.0	0.8944744867884876	6174.0	0.8626330741667598	6174.0	0.8741191565399058	6174.0	0.9016229638318944
6192.0	0.6413648532789069	6714.0	0.68152101512955	6822.0	0.6928990616939071	6192.0	0.7253177158679048	6192.0	0.7042443522731848	6192.0	0.7140341592625833	6192.0	0.7669224280778074	6192.0	0.7651539301820469	6192.0	0.7655999208224141	6192.0	0.8288873353073754	6192.0	0.81814733879906	6192.0	0.8196423841315693	6192.0	0.8556388593595554	6192.0	0.8673087608460338	6192.0	0.862247590750044	6192.0	0.8901542717016793	6192.0	0.9023716430787304	6192.0	0.8912025765225489	6192.0	0.8704108003962546	6192.0	0.8871764642658013	6192.0	0.9139067032866685
6210.0	0.649050287025574	6732.0	0.6873235678796055	6840.0	0.6937063278401688	6210.0	0.7330564499821115	6210.0	0.7011436395119398	6210.0	0.7166666212010028	6210.0	0.7777551798108336	6210.0	0.7663228049594294	6210.0	0.7754648455821919	6210.0	0.8205142535458578	6210.0	0.8140401833088345	6210.0	0.8241860546052517	6210.0	0.8635558290904344	6210.0	0.8656649125876479	6210.0	0.8624919365873683	6210.0	0.8878520950669614	6210.0	0.8995931560775439	6210.0	0.8926377747593053	6210.0	0.8612139802582205	6210.0	0.8867398211778614	6210.0	0.9166373987623188
6228.0	0.6519323246805742	6750.0	0.678125309018585	6858.0	0.6862344225794218	6228.0	0.7336138462415938	6228.0	0.7048081182297748	6228.0	0.7090283896698375	6228.0	0.7632080359321947	6228.0	0.7663865617654685	6228.0	0.7709788329051719	6228.0	0.8245483718217347	6228.0	0.8223331001359881	6228.0	0.8205994551462386	6228.0	0.8689736847013185	6228.0	0.869010287990679	6228.0	0.8667728756572903	6228.0	0.8937153164587522	6228.0	0.9007696325555238	6228.0	0.8959523992584809	6228.0	0.8634108467897094	6228.0	0.8840527867905389	6228.0	0.9176383610910137
6246.0	0.6572976274848512	6768.0	0.6825471900531932	6876.0	0.6926550044868979	6246.0	0.7250195736826004	6246.0	0.7058282661512235	6246.0	0.7139659607667693	6246.0	0.7758712229876986	6246.0	0.7705095018893267	6246.0	0.7699675974336134	6246.0	0.820758129713669	6246.0	0.8220481539416903	6246.0	0.8156884240810669	6246.0	0.8631362017195398	6246.0	0.8657994966555859	6246.0	0.8617100299079304	6246.0	0.8946292892051196	6246.0	0.8979243951158703	6246.0	0.891988518414106	6246.0	0.8611184643220687	6246.0	0.8746481664349098	6246.0	0.9053195001510222
6264.0	0.6521317109334358	6786.0	0.6727145685121023	6894.0	0.6875673504023189	6264.0	0.7320842472039448	6264.0	0.7005798735553498	6264.0	0.7087010368899304	6264.0	0.771204148130387	6264.0	0.7718165164131271	6264.0	0.7740986019131715	6264.0	0.8293446031220214	6264.0	0.8175086662945991	6264.0	0.8214791870890155	6264.0	0.8599004084373076	6264.0	0.8597239873029545	6264.0	0.8607521942256192	6264.0	0.8935773583083572	6264.0	0.9014037617209597	6264.0	0.8927061175324842	6264.0	0.8571204401374337	6264.0	0.8816596467893297	6264.0	0.9174978751501442
6282.0	0.6488871528186873	6804.0	0.6837785999615651	6912.0	0.6988878500812898	6282.0	0.7321101726113626	6282.0	0.7167814333078296	6282.0	0.7201720238858412	6282.0	0.7742013521671927	6282.0	0.7733891842954235	6282.0	0.7772291287453365	6282.0	0.8352281156704664	6282.0	0.823187938718882	6282.0	0.8259455184908054	6282.0	0.861933269922975	6282.0	0.8618196535037039	6282.0	0.8689133451922513	6282.0	0.8967159062298451	6282.0	0.9040237164307873	6282.0	0.8954996283861708	6282.0	0.8682821595334456	6282.0	0.8774275676292966	6282.0	0.910965278899714
6300.0	0.6534730366345051	6822.0	0.6843756471898667	6930.0	0.6892382035887673	6300.0	0.7344564219826715	6300.0	0.7195197250969811	6300.0	0.7204448178690971	6300.0	0.7737624758618032	6300.0	0.7780434311362738	6300.0	0.7720008262008959	6300.0	0.8250564471713413	6300.0	0.8191397376136837	6300.0	0.8085635620829733	6300.0	0.8654301646804304	6300.0	0.864895860770859	6300.0	0.8689133451922513	6300.0	0.8993026215497528	6300.0	0.9046912208154566	6300.0	0.8945172010217245	6300.0	0.8691963834937546	6300.0	0.8861016505108723	6300.0	0.9088667701579763
6318.0	0.6534730366345051	6840.0	0.6922118920613243	6948.0	0.6930867980069912	6318.0	0.7273269349427827	6318.0	0.715103558437026	6318.0	0.72450944821961	6318.0	0.7731095135537849	6318.0	0.772687859428994	6318.0	0.7750883217363989	6318.0	0.8348927859397259	6318.0	0.8260177492001856	6318.0	0.8246500890366066	6318.0	0.8586322012719372	6318.0	0.8650016053956675	6318.0	0.8692261078640264	6318.0	0.8950431636563049	6318.0	0.9045744075481396	6318.0	0.8942182013890668	6318.0	0.8782976876956371	6318.0	0.8930291610406883	6318.0	0.914433525564929
6336.0	0.6440475046810454	6858.0	0.679095510764575	6966.0	0.6987188873995142	6336.0	0.7351693706866603	6336.0	0.7132914535765581	6336.0	0.7198037520084457	6336.0	0.772135422241823	6336.0	0.7719546561595451	6336.0	0.7744966414072955	6336.0	0.8338461507195363	6336.0	0.8255952427741576	6336.0	0.824466408740862	6336.0	0.8672765251123669	6336.0	0.8755760678765133	6336.0	0.8801923490431417	6336.0	0.8967676405362432	6336.0	0.8998184388073699	6336.0	0.8930307457050839	6336.0	0.8697831242444006	6336.0	0.8892001370387537	6336.0	0.920316374338838
6354.0	0.6557569155309203	6876.0	0.6853645066617411	6984.0	0.6934622706331595	6354.0	0.7309824173886893	6354.0	0.7231573578168834	6354.0	0.7203629796741203	6354.0	0.7813304160547375	6354.0	0.7801049011982029	6354.0	0.768956361962055	6354.0	0.8334295289328588	6354.0	0.8250253503855618	6354.0	0.821247169873338	6354.0	0.8690016598593782	6354.0	0.8691448720586171	6354.0	0.8716109232363117	6354.0	0.8980178862741987	6354.0	0.9011534475767087	6354.0	0.8902201491581024	6354.0	0.8765374654436987	6354.0	0.8918283925488536	6354.0	0.9218178178318804
6372.0	0.644845049692492	6894.0	0.6854764530170476	7002.0	0.6938189696280193	6372.0	0.7366989697243093	6372.0	0.7207412180029262	6372.0	0.7194900389277015	6372.0	0.7791788517283164	6372.0	0.7748980953716809	6372.0	0.7753034782197091	6372.0	0.8346590712789069	6372.0	0.8235318392982071	6372.0	0.8259648532587786	6372.0	0.8666703966877413	6372.0	0.8725287000524877	6372.0	0.8671149598295443	6372.0	0.8964572346978543	6372.0	0.9023299240546886	6372.0	0.8993524522241301	6372.0	0.8679137409225747	6372.0	0.8925001511456843	6372.0	0.916180819454493
6390.0	0.651370417967964	6912.0	0.6921745766095554	7020.0	0.6924109472798885	6390.0	0.7352341842052048	6390.0	0.7170767392850911	6390.0	0.7241002572447263	6390.0	0.7753574165813891	6390.0	0.7788510173461016	6390.0	0.7766912375370607	6390.0	0.8365999191144043	6390.0	0.8232665445655849	6390.0	0.8285460447831896	6390.0	0.8659523676308771	6390.0	0.8752588340020879	6390.0	0.8705651230525637	6390.0	0.9020272950200556	6390.0	0.8997266569544778	6390.0	0.8904593488642285	6390.0	0.8691418029588107	6390.0	0.8956154316384863	6390.0	0.9156627775475369
6408.0	0.6491952952094734	6930.0	0.6818008810178163	7038.0	0.7045762603677379	6408.0	0.7372434032800825	6408.0	0.7185532691713983	6408.0	0.7258734181358896	6408.0	0.7763422121934824	6408.0	0.7768320518215319	6408.0	0.7720761309700545	6408.0	0.8371892865199481	6408.0	0.8263518240486728	6408.0	0.8264868919940527	6408.0	0.8652156884686398	6408.0	0.8694524927853327	6408.0	0.8754813612995289	6408.0	0.9006477135161048	6408.0	0.9009698838709246	6408.0	0.8880417232630257	6408.0	0.8672724196369848	6408.0	0.8853963039842002	6408.0	0.9195963838918819
6426.0	0.6567719728182159	6948.0	0.6906259853611483	7056.0	0.6925423626990473	6426.0	0.7407433332814826	6426.0	0.7205935650142955	6426.0	0.7191626861477943	6426.0	0.7798425183364661	6426.0	0.775695055447169	6426.0	0.7764975967020814	6426.0	0.8345981022369541	6426.0	0.8212129668204722	6426.0	0.8286813881590015	6426.0	0.8654674648911767	6426.0	0.8737880224024794	6426.0	0.8627558300916786	6426.0	0.8970952911434316	6426.0	0.9085627462465393	6426.0	0.9024620484037691	6426.0	0.8776290761425752	6426.0	0.889468840477486	6426.0	0.9200266220857947
6444.0	0.6517329384277125	6966.0	0.6863906815853843	7074.0	0.6995073799144673	6444.0	0.7495190836924003	6444.0	0.7240701217466006	6444.0	0.7338935612436133	6444.0	0.7865755231191475	6444.0	0.7860980409658731	6444.0	0.7774227695803158	6444.0	0.8390081962715399	6444.0	0.8275014345567024	6444.0	0.8316299402749018	6444.0	0.8650944627837147	6444.0	0.8801038604478573	6444.0	0.8643000957835683	6444.0	0.8939481208375439	6444.0	0.9071276118195001	6444.0	0.8930563742450259	6444.0	0.8729487952711424	6444.0	0.8951200096733237	6444.0	0.9184022533944914
6462.0	0.6571526193009518	6984.0	0.6820434314543138	7092.0	0.6999203998032523	6462.0	0.7344304965752537	6462.0	0.7194257641042162	6462.0	0.7317657681742171	6462.0	0.7800887172394895	6462.0	0.7736654637882594	6462.0	0.7859322084952386	6462.0	0.8373620321388143	6462.0	0.8347626496458808	6462.0	0.8224169233357116	6462.0	0.8653089389955053	6462.0	0.8741917746062935	6462.0	0.8765369353167699	6462.0	0.9068299631306843	6462.0	0.9070274861617996	6462.0	0.901248964179844	6462.0	0.8626740095679677	6462.0	0.889930674512807	6462.0	0.9181915244831873
6480.0	0.6594908762663293	7002.0	0.6882564541738266	7110.0	0.7013659694139999	6480.0	0.7492987177293491	6480.0	0.7287815943838172	6480.0	0.7270191528655644	6480.0	0.7819940826628874	6480.0	0.7780646834049535	6480.0	0.7772721600419985	6480.0	0.8361324897927662	6480.0	0.8292209374533278	6480.0	0.8264868919940527	6480.0	0.8686379828046028	6480.0	0.8766431272723078	6480.0	0.8677893543405595	6480.0	0.9027084633876313	6480.0	0.9026553324422149	6480.0	0.894696600801319	6480.0	0.8700833171865917	6480.0	0.890258156828762	6480.0	0.9132042735823211
6498.0	0.6510985276231527	7020.0	0.6887415550468216	7128.0	0.7008778549999812	6498.0	0.7441525243569203	6498.0	0.7199626840628733	6498.0	0.7251368743810986	6498.0	0.782272394466305	6498.0	0.7797329864963085	6498.0	0.7851361295069904	6498.0	0.8371892865199481	6498.0	0.830960091811629	6498.0	0.8223685864157788	6498.0	0.8671366493220687	6498.0	0.8761528567391049	6498.0	0.8691381433625897	6498.0	0.899043950017762	6498.0	0.900727913531482	6498.0	0.9016419351256225	6498.0	0.8718844748397379	6498.0	0.8922482416718727	6498.0	0.9196578464910123
6516.0	0.6484158762210143	7038.0	0.6957382022534802	7146.0	0.6988690764499814	6516.0	0.7437636432456536	6516.0	0.7107276607739701	6516.0	0.7186034584821197	6516.0	0.7818121095606527	6516.0	0.7716464982636896	6516.0	0.7897082047773345	6516.0	0.8296088023038168	6516.0	0.8293683234158957	6516.0	0.82553948836337	6516.0	0.8696917137581828	6516.0	0.8671164978918366	6516.0	0.8708681118908458	6516.0	0.8992595096277544	6516.0	0.8956632240128026	6516.0	0.9014283639594386	6516.0	0.8716525075662266	6516.0	0.8881253232838247	6516.0	0.9216246496631849
6534.0	0.6563369482665178	7056.0	0.6879952460114447	7164.0	0.6939879323097949	6534.0	0.7415729463188514	6534.0	0.7207143720049933	6534.0	0.7274965423362623	6534.0	0.7822295772657792	6534.0	0.7836221516646902	6534.0	0.7803166242808395	6534.0	0.8324540242616141	6534.0	0.8310386976583319	6534.0	0.8264385550741199	6534.0	0.8690762602808706	6534.0	0.8712405382593665	6534.0	0.8646617276228082	6534.0	0.8926547631775901	6534.0	0.9016707634748276	6534.0	0.9005655364480553	6534.0	0.8735628262892604	6534.0	0.8868573789323068	6534.0	0.9183671319092741
6552.0	0.6534186585655428	7074.0	0.6912603480412187	7182.0	0.6919416064971783	6552.0	0.7347934522791025	6552.0	0.7198955690680412	6552.0	0.7208130897464926	6552.0	0.7860081952121807	6552.0	0.7824532768873077	6552.0	0.7876642181858866	6552.0	0.833520982495788	6552.0	0.8287591281039485	6552.0	0.8298801437733347	6552.0	0.867686827430575	6552.0	0.8741821614585836	6552.0	0.866518755986473	6552.0	0.8884039276685417	6552.0	0.9082623692734381	6552.0	0.9032479902953262	6552.0	0.8643114256162824	6552.0	0.8839184350711727	6552.0	0.9142227966536248
6570.0	0.6481802379221777	7092.0	0.6886669241432839	7200.0	0.694907840243907	6570.0	0.7355193636868004	6570.0	0.7139089115290138	6570.0	0.726378087004913	6570.0	0.7815445020573665	6570.0	0.7798711262427264	6570.0	0.7828447129597356	6570.0	0.8289686273633124	6570.0	0.8267743304747008	6570.0	0.830991892931789	6570.0	0.8705029933419124	6570.0	0.8736534383345413	6570.0	0.8719432335750729	6570.0	0.8987421665637728	6570.0	0.8990925277890418	6570.0	0.9031198475956158	6570.0	0.8741495670399065	6570.0	0.8877978409678697	6570.0	0.9233807239240532
6588.0	0.6528748778759201	7110.0	0.6817635655660474	7218.0	0.7131182626130642	6588.0	0.7515153400635691	6588.0	0.7242580437321307	6588.0	0.7369761332544049	6588.0	0.7870679209251941	6588.0	0.7820388576480539	6588.0	0.7835224558821631	6588.0	0.8396890172400128	6588.0	0.8322767397439023	6588.0	0.8323936636098399	6588.0	0.8694306122829594	6588.0	0.8747204977303358	6588.0	0.8680239263443909	6588.0	0.9021307636328519	6588.0	0.9033645558509261	6588.0	0.9005655364480553	6588.0	0.8696466729070411	6588.0	0.8930627489705298	6588.0	0.9188061504744912
6606.0	0.6704027421047575	7128.0	0.7017833054400332	7236.0	0.7014598375705419	6606.0	0.7405100046147225	6606.0	0.7253184606504786	6606.0	0.7415181530756157	6606.0	0.7863721414166499	6606.0	0.7870968975938181	6606.0	0.7876642181858866	6606.0	0.8345676177159778	6606.0	0.8310190461966562	6606.0	0.8322293180820685	6606.0	0.8717432253492232	6606.0	0.8811228541051024	6606.0	0.874748323787556	6606.0	0.9037862614375929	6606.0	0.901795920546953	6606.0	0.9044610745192513	6606.0	0.8819682286706091	6606.0	0.893768095497202	6606.0	0.9295533249510054
6624.0	0.6559744278067693	7146.0	0.6938164564873847	7254.0	0.6943821785672715	6624.0	0.7520986617304691	6624.0	0.7277480234634022	6624.0	0.7451599527520821	6624.0	0.7878172219343955	6624.0	0.7828464438578818	6624.0	0.7874490617025762	6624.0	0.83291129207626	6624.0	0.8278551608668654	6624.0	0.8374690402027831	6624.0	0.8740838135735467	6624.0	0.8780370336902374	6624.0	0.87436714428133	6624.0	0.8966383047702479	6624.0	0.9059177601222868	6624.0	0.9063661293216125	6624.0	0.8800033294126315	6624.0	0.8936337437778359	6624.0	0.928306512225789
6642.0	0.660125287070889	7164.0	0.6885549777879774	7272.0	0.6920917955476455	6642.0	0.7495190836924003	6642.0	0.7308755822225802	6642.0	0.7182761057022127	6642.0	0.7861473511138894	6642.0	0.7922611988829807	6642.0	0.7839420110246181	6642.0	0.8394654640861858	6642.0	0.8327483748241195	6642.0	0.832828695889235	6642.0	0.8701859415505697	6642.0	0.8819207453650207	6642.0	0.8739566432746252	6642.0	0.9049847728691501	6642.0	0.9074279887926013	6642.0	0.9063319579350231	6642.0	0.8783249779631089	6642.0	0.8893764736704217	6642.0	0.9313006188405695
