1000nM	1000nM	1000nM	1000nM	1000nM	1000nM	300nM	300nM	300nM	300nM	300nM	300nM	100nM	100nM	100nM	100nM	100nM	100nM	30nM	30nM	30nM	30nM	30nM	30nM	10nM	10nM	10nM	10nM	10nM	10nM	3nM	3nM	3nM	3nM	3nM	3nM	50%seeds	50%seeds	50%seeds	50%seeds	50%seeds	50%seeds
241019_tauJB6elongation50percSeeds: B07 X	241019_tauJB6elongation50percSeeds: B07 Y	241019_tauJB6elongation50percSeeds: B08 X	241019_tauJB6elongation50percSeeds: B08 Y	241019_tauJB6elongation50percSeeds: B09 X	241019_tauJB6elongation50percSeeds: B09 Y	241019_tauJB6elongation50percSeeds: B04 X	241019_tauJB6elongation50percSeeds: B04 Y	241019_tauJB6elongation50percSeeds: B05 X	241019_tauJB6elongation50percSeeds: B05 Y	241019_tauJB6elongation50percSeeds: B06 X	241019_tauJB6elongation50percSeeds: B06 Y	241019_tauJB6elongation50percSeeds: B01 X	241019_tauJB6elongation50percSeeds: B01 Y	241019_tauJB6elongation50percSeeds: B02 X	241019_tauJB6elongation50percSeeds: B02 Y	241019_tauJB6elongation50percSeeds: B03 X	241019_tauJB6elongation50percSeeds: B03 Y	241019_tauJB6elongation50percSeeds: A10 X	241019_tauJB6elongation50percSeeds: A10 Y	241019_tauJB6elongation50percSeeds: A11 X	241019_tauJB6elongation50percSeeds: A11 Y	241019_tauJB6elongation50percSeeds: A12 X	241019_tauJB6elongation50percSeeds: A12 Y	241019_tauJB6elongation50percSeeds: A07 X	241019_tauJB6elongation50percSeeds: A07 Y	241019_tauJB6elongation50percSeeds: A08 X	241019_tauJB6elongation50percSeeds: A08 Y	241019_tauJB6elongation50percSeeds: A09 X	241019_tauJB6elongation50percSeeds: A09 Y	241019_tauJB6elongation50percSeeds: A04 X	241019_tauJB6elongation50percSeeds: A04 Y	241019_tauJB6elongation50percSeeds: A05 X	241019_tauJB6elongation50percSeeds: A05 Y	241019_tauJB6elongation50percSeeds: A06 X	241019_tauJB6elongation50percSeeds: A06 Y	241019_tauJB6elongation50percSeeds: A01 X	241019_tauJB6elongation50percSeeds: A01 Y	241019_tauJB6elongation50percSeeds: A02 X	241019_tauJB6elongation50percSeeds: A02 Y	241019_tauJB6elongation50percSeeds: A03 X	241019_tauJB6elongation50percSeeds: A03 Y
8856.0	0.7120563429298541	9378.0	0.7512635944855226	9486.0	0.7610473433434335	8856.0	0.8014865628613353	8856.0	0.7745137518624411	8856.0	0.7808686851602801	8856.0	0.8478255284712976	8856.0	0.8307596835962239	8856.0	0.8334280021859899	8856.0	0.899936592196369	8856.0	0.8879591564020533	8856.0	0.8803148860312102	8856.0	0.9230216900725489	8856.0	0.93958040532876	8856.0	0.9311726645424868	8856.0	0.950588563959123	8856.0	0.9377744068806351	8856.0	0.9490461911718223	8856.0	0.9354162175143478	8856.0	0.9403377602224864	8856.0	0.9609519327353314
8874.0	0.7105337569989106	9396.0	0.742811644659879	9504.0	0.7675617934074516	8874.0	0.7980514463784799	8874.0	0.7759097437549497	8874.0	0.7899118057052134	8874.0	0.8417990074972919	8874.0	0.8332461990317466	8874.0	0.8367091385564721	8874.0	0.9021111546926855	8874.0	0.8779860396016257	8874.0	0.886473009630648	8874.0	0.9249333258732911	8874.0	0.9343893055654356	8874.0	0.932550775064996	8874.0	0.9465101761380684	8874.0	0.9412788049001496	8874.0	0.9491401624849433	8874.0	0.9371082140976063	8874.0	0.9442339600841041	8874.0	0.9652806557883719
8892.0	0.717331015619194	9414.0	0.7430915105481454	9522.0	0.7577619578644619	8892.0	0.7973514603781998	8892.0	0.7771580826588277	8892.0	0.7911393786298649	8892.0	0.8423877440045215	8892.0	0.8313016164475557	8892.0	0.838021593104665	8892.0	0.8977518681930605	8892.0	0.8894624932202458	8892.0	0.8865890182384867	8892.0	0.9255208041925437	8892.0	0.9366580084249626	8892.0	0.9359031999530856	8892.0	0.949493521140362	8892.0	0.938633818775897	8892.0	0.9471582220627558	8892.0	0.9301628410260049	8892.0	0.9418995989601177	8892.0	0.9665889311127188
8910.0	0.7130895262401372	9432.0	0.7368784878286325	9540.0	0.7611975323939008	8910.0	0.7958607494516776	8910.0	0.7853595350273158	8910.0	0.783678463187816	8910.0	0.8474936951672226	8910.0	0.8215574512579218	8910.0	0.8381184135221547	8910.0	0.8916448024907886	8910.0	0.8902583774181124	8910.0	0.8947386229391555	8910.0	0.9235438930229956	8910.0	0.929428921347148	8910.0	0.9338018257520965	8910.0	0.9528993629782405	8910.0	0.9458178347159018	8910.0	0.9500542470762108	8910.0	0.9252642380147967	8910.0	0.9454011406460974	8910.0	0.96744062712924
8928.0	0.7123644853206402	9450.0	0.7484835933287436	9558.0	0.7607845125051158	8928.0	0.8038328122326442	8928.0	0.777856078605082	8928.0	0.7932262526017726	8928.0	0.8380632067514162	8928.0	0.8317160356868095	8928.0	0.8413887920684714	8928.0	0.893809203480113	8928.0	0.8843334617228831	8928.0	0.886647022542406	8928.0	0.9253343031388127	8928.0	0.9265834296250295	8928.0	0.9284555388314405	8928.0	0.9480449605612137	8928.0	0.9426305012791052	8928.0	0.9460305663053042	8928.0	0.9323869978249656	8928.0	0.9423698299778991	8928.0	0.9659655247501105
8946.0	0.7122738552057032	9468.0	0.7395278849042206	9576.0	0.7601462090406299	8946.0	0.8012273087871576	8946.0	0.7745540208593404	8946.0	0.7958996336376805	8946.0	0.8365967176334077	8946.0	0.8329380411358912	8946.0	0.8399042123336302	8946.0	0.8961463500883035	8946.0	0.8898653481845981	8946.0	0.8888125165553952	8946.0	0.926443984408512	8946.0	0.9329569465566666	8946.0	0.9283968958304827	8946.0	0.9431388238377888	8946.0	0.9449751104302565	8946.0	0.9496783618237269	8946.0	0.9173773507154143	8946.0	0.9414965438020192	8946.0	0.9652191931892415
8964.0	0.7166603527686594	9486.0	0.7432594300811052	9594.0	0.7601086617780131	8964.0	0.7920756399686821	8964.0	0.7675337923998979	8964.0	0.7934854068858658	8964.0	0.8390694109637724	8964.0	0.8218443568850975	8964.0	0.839108133345382	8964.0	0.8944697014346016	8964.0	0.8862593049671036	8964.0	0.8901272807775671	8964.0	0.9299502042186538	8964.0	0.9313611640368299	8964.0	0.9238911585902223	8964.0	0.939543289543117	8964.0	0.9399688275452358	8964.0	0.9554276976174001	8964.0	0.9263149133124653	8964.0	0.9402202024680409	8964.0	0.9624182547431565
8982.0	0.7129082660102629	9504.0	0.7335947280729741	9612.0	0.7584941294854899	8982.0	0.801875443972602	8982.0	0.7703257761849153	8982.0	0.7867746748977705	8982.0	0.8389623679624579	8982.0	0.8334693478528833	8982.0	0.8411198464643335	8982.0	0.9027919756611584	8982.0	0.8931274908227674	8982.0	0.8905333109050025	8982.0	0.9256047296667226	8982.0	0.9335241222715484	8982.0	0.9270578806419454	8982.0	0.9590816125928199	8982.0	0.9447331400908139	8982.0	0.9479527068009602	8982.0	0.9277067169535328	8982.0	0.9505652848592329	8982.0	0.9687401220822826
9000.0	0.7216450090902005	9522.0	0.7407592948125925	9630.0	0.7604090398789476	9000.0	0.7979477447488087	9000.0	0.7803124874159385	9000.0	0.7952858471753548	9000.0	0.853274017238205	9000.0	0.8388780502318622	9000.0	0.842217144529216	9000.0	0.899398032325786	9000.0	0.8907300124983297	9000.0	0.8907073238167607	9000.0	0.9276935414685092	9000.0	0.9421567289150025	9000.0	0.9313192720448814	9000.0	0.9480535829456134	9000.0	0.9460347736409193	9000.0	0.9502849039356894	9000.0	0.9413109152882807	9000.0	0.9469881703311097	9000.0	0.971014238250107
9018.0	0.7221162856878734	9540.0	0.7331656003776325	9648.0	0.769870950058386	9018.0	0.8004106584534976	9018.0	0.7839501201358408	9018.0	0.7926533852369353	9018.0	0.8441325449259477	9018.0	0.840493222651518	9018.0	0.8495001914892701	9018.0	0.9019384090738193	9018.0	0.889659007837003	9018.0	0.8900499417056746	9018.0	0.9258378559838863	9018.0	0.9387344483302923	9018.0	0.9316418085501496	9018.0	0.9505799415747233	9018.0	0.946844122707331	9018.0	0.9482517064336178	9018.0	0.9386910496109772	9018.0	0.9482561146826276	9018.0	0.9722522706040192
9036.0	0.7206480778258922	9558.0	0.7431474837257986	9666.0	0.7640886716153958	9036.0	0.7983625512674932	9036.0	0.7779500395978469	9036.0	0.7883023212040036	9036.0	0.8499342755971929	9036.0	0.8412476781896467	9036.0	0.8386240312579338	9036.0	0.9027716526471742	9036.0	0.8874580441293224	9036.0	0.8892282140668172	9036.0	0.9323001174956639	9036.0	0.936225416778019	9036.0	0.9337725042516176	9036.0	0.9524423766050568	9036.0	0.944507857360988	9036.0	0.949276848031301	9036.0	0.9328236421045162	9036.0	0.9498683353150211	9036.0	0.9651928520753285
9054.0	0.7181285606306406	9576.0	0.7410764761526277	9684.0	0.7728747310677315	9054.0	0.7985958799342532	9054.0	0.7667149894629458	9054.0	0.788206843309864	9054.0	0.8431477493138544	9054.0	0.8313759993879346	9054.0	0.8381076556979892	9054.0	0.9016843713990159	9054.0	0.8938840720972827	9054.0	0.891422710231766	9054.0	0.929968854324027	9054.0	0.9402437125207403	9054.0	0.9282307406611021	9054.0	0.9520112573850722	9054.0	0.9460347736409193	9054.0	0.9527367009234817	9054.0	0.9325916748310049	9054.0	0.9452332009968897	9054.0	0.974043466350105
9072.0	0.7209199681707036	9594.0	0.7377927163969693	9702.0	0.7645016915041809	9072.0	0.801538413676171	9072.0	0.7821245922764064	9072.0	0.8016010278877289	9072.0	0.8555005116655463	9072.0	0.8354564349744334	9072.0	0.8370211154572721	9072.0	0.9051596067903254	9072.0	0.8888041692541092	9072.0	0.8970974646318758	9072.0	0.9276096159943303	9072.0	0.9343893055654356	9072.0	0.9321598217252771	9072.0	0.9484674573967986	9072.0	0.9389341957489983	9072.0	0.9503617895555156	9072.0	0.9400146275833648	9072.0	0.9494652801569228	9072.0	0.9694864536431516
9090.0	0.7233126032050434	9612.0	0.7505919163536834	9720.0	0.7666418854733396	9090.0	0.8029643110841487	9090.0	0.774822480838669	9090.0	0.7979728679104254	9090.0	0.8519573883220367	9090.0	0.8321198287917235	9090.0	0.8488439642151737	9090.0	0.8976604146301312	9090.0	0.889098941179245	9090.0	0.8898565940259435	9090.0	0.9334657490814823	9090.0	0.9372251841398443	9090.0	0.9445530425943663	9090.0	0.9469671625112521	9090.0	0.9397268572057932	9090.0	0.9563844964419044	9090.0	0.934119929809432	9090.0	0.9507332245084406	9090.0	0.9624182547431565
9108.0	0.7137239370446969	9630.0	0.7526815816527387	9738.0	0.7674491516196011	9108.0	0.7929830292283043	9108.0	0.7725271480154096	9108.0	0.7916031284014	9108.0	0.8423342225038642	9108.0	0.8416514712945606	9108.0	0.8410015103985128	9108.0	0.9023143848325281	9108.0	0.8889712066783528	9108.0	0.8916547274474433	9108.0	0.9337455006620787	9108.0	0.9341970426112385	9108.0	0.9385421349961882	9108.0	0.951623250087086	9108.0	0.9488716672757643	9108.0	0.9482175350470283	9108.0	0.9324961588948533	9108.0	0.9548309519491075	9108.0	0.9706630233979333
9126.0	0.7185817112053261	9648.0	0.7500508423030351	9756.0	0.7727245420172643	9126.0	0.8052327842332042	9126.0	0.7754533617900912	9126.0	0.8024194098374966	9126.0	0.8441432492260791	9126.0	0.8391968342620575	9126.0	0.8433574738907608	9126.0	0.9003328909690622	9126.0	0.8945522217942572	9126.0	0.8946806186352362	9126.0	0.931451537701188	9126.0	0.9409646985989798	9126.0	0.9363039271262975	9126.0	0.954399657863787	9126.0	0.9413372115338082	9126.0	0.9500457042295634	9126.0	0.9396189187050221	9126.0	0.9512370434560635	9126.0	0.9625763014266346
9144.0	0.7152102709296656	9666.0	0.7585774230322163	9774.0	0.7685004749728721	9144.0	0.8070994135672842	9144.0	0.7753594007973261	9144.0	0.7978091915204718	9144.0	0.8488531412839166	9144.0	0.8372522516778665	9144.0	0.8456811639105121	9144.0	0.905352675423176	9144.0	0.8941100639065535	9144.0	0.8983348897821553	9144.0	0.9300434547455193	9144.0	0.9357639856879456	9144.0	0.9380925386555115	9144.0	0.9522613065326633	9144.0	0.9408282394404978	9144.0	0.9479612496476075	9144.0	0.9357573458577467	9144.0	0.9482141297703256	9144.0	0.9688542669092389
9162.0	0.715445909228502	9684.0	0.755163059195367	9792.0	0.7657970720644611	9162.0	0.8011884206760309	9162.0	0.7795339534758856	9162.0	0.7973727211472624	9162.0	0.8539483881464862	9162.0	0.8352014077502773	9162.0	0.8484781981935462	9162.0	0.8906489748055595	9162.0	0.884058341259423	9162.0	0.900925748690553	9162.0	0.9372796956302804	9162.0	0.9339663270662019	9162.0	0.9375940731473699	9162.0	0.9549428680809676	9162.0	0.947094436851582	9162.0	0.947875821181134	9162.0	0.9302174215609487	9162.0	0.9493981042972397	9162.0	0.9649909035353286
9180.0	0.7286416539633456	9702.0	0.7433340609846428	9810.0	0.7663039601097882	9180.0	0.8043772457884176	9180.0	0.7855340340138793	9180.0	0.7992959187292166	9180.0	0.8473331306652508	9180.0	0.830547160909427	9180.0	0.8440997637581813	9180.0	0.9017453404409688	9180.0	0.8898162195304088	9180.0	0.8929501569016421	9180.0	0.933614949924467	9180.0	0.9422624735398109	9180.0	0.9381120863224974	9180.0	0.944871923102127	9180.0	0.9436985082945762	9180.0	0.9538899852208753	9180.0	0.9321959659526622	9180.0	0.9504729180521687	9180.0	0.9648416372231547
9198.0	0.7230407128602321	9720.0	0.7571407781391157	9828.0	0.7644641442415641	9198.0	0.8047142760848487	9198.0	0.776701700693969	9198.0	0.7989549262501466	9198.0	0.8502768132013993	9198.0	0.8359877416914255	9198.0	0.8482092525894083	9198.0	0.8949980997981924	9198.0	0.8905629750740861	9198.0	0.8928051461418438	9198.0	0.9369719688916243	9198.0	0.9387825140688416	9198.0	0.936479856129171	9198.0	0.9504161162711291	9198.0	0.9453923006706749	9198.0	0.9491316196382958	9198.0	0.9333830925876904	9198.0	0.9462072509622941	9198.0	0.9706718037692377
9216.0	0.7252883397106724	9738.0	0.7501254732065727	9846.0	0.7650461268121247	9216.0	0.8031198635286554	9216.0	0.7847957690707258	9216.0	0.79414011244568	9216.0	0.8460379103493456	9216.0	0.840833258950393	9216.0	0.8447559910322777	9216.0	0.9061859189965309	9216.0	0.8906612323824648	9216.0	0.8949513053868597	9216.0	0.9415505697607192	9216.0	0.936975242299388	9216.0	0.9339386594209981	9216.0	0.9512093756359008	9216.0	0.9476034089448924	9216.0	0.9493964478843641	9216.0	0.9411744639509211	9216.0	0.946820230681902	9216.0	0.9689859724788041
9234.0	0.7156815475273386	9756.0	0.7453304376542761	9864.0	0.763225084575209	9234.0	0.8036902224918465	9234.0	0.7846212700841622	9234.0	0.8015464690910777	9234.0	0.8531348613364961	9234.0	0.8391118251873387	9234.0	0.8479833382819324	9234.0	0.9101184222024863	9234.0	0.8959179983807196	9234.0	0.8961597283851797	9234.0	0.9294093511628341	9234.0	0.9404552017703572	9234.0	0.9295208866821745	9234.0	0.95039024911793	9234.0	0.9514165277423166	9234.0	0.9523095585911138	9234.0	0.9284571993090104	9234.0	0.9516065106843203	9234.0	0.9707332663683681
9252.0	0.7192705000788482	9774.0	0.7447333904259745	9882.0	0.7712601987752082	9252.0	0.8136844670513997	9252.0	0.7837890441482436	9252.0	0.7958723542393549	9252.0	0.8590757479094502	9252.0	0.8410351555028499	9252.0	0.8459070782179879	9252.0	0.9049462151434906	9252.0	0.8887059119457306	9252.0	0.900684064090889	9252.0	0.9338294261362576	9252.0	0.9455405569088731	9252.0	0.9390112790038508	9252.0	0.9530028315910368	9252.0	0.9496726725373676	9252.0	0.9547442698856112	9252.0	0.9321413854177184	9252.0	0.9523202541934529	9252.0	0.9716113034988023
9270.0	0.7262490189290058	9792.0	0.7410391607008588	9900.0	0.7675430197761433	9270.0	0.8130104064585375	9270.0	0.7896548946965731	9270.0	0.7948220974038197	9270.0	0.8506300551057371	9270.0	0.8413433133987053	9270.0	0.8499842935767183	9270.0	0.9094782472619819	9270.0	0.8993177012506192	9270.0	0.8989729371252682	9270.0	0.9358809377272982	9270.0	0.9455982357951322	9270.0	0.9371444768066931	9270.0	0.9558740855961344	9270.0	0.9464019010524874	9270.0	0.9556754401701735	9270.0	0.9348567670311736	9270.0	0.9494316922270812	9270.0	0.9737800552109747
9288.0	0.7273909583772133	9810.0	0.7477932574710199	9918.0	0.7660035820088537	9288.0	0.809691954309062	9288.0	0.7812386743446221	9288.0	0.7988321689576815	9288.0	0.8509404798095491	9288.0	0.83902681611262	9288.0	0.853276187771366	9288.0	0.9092343710941707	9288.0	0.895888521188206	9288.0	0.8984412310060074	9288.0	0.9426416009250452	9288.0	0.9423682181646194	9288.0	0.9457747717809879	9288.0	0.9514594247834919	9288.0	0.943873728195552	9288.0	0.9548467840453796	9288.0	0.9403694010604997	9288.0	0.9504813150346291	9288.0	0.9700571777779338
9306.0	0.7251252055037856	9828.0	0.7428303023857634	9936.0	0.7763103055971704	9306.0	0.8051161198998242	9306.0	0.7912656545725446	9306.0	0.8107532660259645	9306.0	0.8504908992040283	9306.0	0.839292469471116	9306.0	0.8547607675062072	9306.0	0.9103622983702975	9306.0	0.8927737645126045	9306.0	0.9047443653652435	9306.0	0.937018594155057	9306.0	0.9439255480936166	9306.0	0.9407216998651211	9306.0	0.960900935701155	9306.0	0.9456175834005008	9306.0	0.9515065310062619	9306.0	0.9435760074884493	9306.0	0.9499942900519268	9306.0	0.9701274207483686
9324.0	0.723765753779729	9846.0	0.7480731233592862	9954.0	0.768218870503246	9324.0	0.8080845790491598	9324.0	0.7872119088846831	9324.0	0.809662090092941	9324.0	0.8422271795025498	9324.0	0.8463163442697508	9324.0	0.8462405707671189	9324.0	0.9026293915492843	9324.0	0.8967138825785863	9324.0	0.9066005030906628	9324.0	0.9362725899401332	9324.0	0.9446849867626955	9324.0	0.9377993236507223	9324.0	0.9562189809721221	9324.0	0.9485295712786213	9324.0	0.9534543000418599	9324.0	0.9481880626912024	9324.0	0.9577531018453208	9324.0	0.972322513574454
9342.0	0.736472095893912	9864.0	0.7483156737957838	9972.0	0.7812102233686653	9342.0	0.816225156978342	9342.0	0.792057611511564	9342.0	0.799336837826705	9342.0	0.8566672803798743	9342.0	0.8436385584161109	9342.0	0.8443256780656572	9342.0	0.9054746135070816	9342.0	0.8930685364377403	9342.0	0.9056724342279532	9342.0	0.9365057162572968	9342.0	0.9476073836664929	9342.0	0.939714995015345	9342.0	0.951709473931083	9342.0	0.9404193930048877	9342.0	0.9548296983520849	9342.0	0.9467416785151911	9342.0	0.9575599712487319	9342.0	0.9722171491188019
9360.0	0.7252158356187227	9882.0	0.7421399665280398	9990.0	0.7798397482831514	9360.0	0.8163288586080131	9360.0	0.7913864615632424	9360.0	0.8011372781161938	9360.0	0.8585084200024834	9360.0	0.8414814531451232	9360.0	0.852189647530649	9360.0	0.9072833617516812	9360.0	0.8994159585589977	9360.0	0.9021148369208997	9360.0	0.937512821947444	9360.0	0.9430411385043095	9360.0	0.9408194382000509	9360.0	0.9554688335293489	9360.0	0.9434565379551336	9360.0	0.9545904986459588	9360.0	0.9447904243909494	9360.0	0.9543523239488656	9360.0	0.978723404255319
9378.0	0.7255058519865215	9900.0	0.7498829227700753	10008.0	0.7828810765551137	9378.0	0.8129715183474109	9378.0	0.7888629377575538	9378.0	0.7990776835426118	9378.0	0.8565281244781654	9378.0	0.8452112262984073	9378.0	0.8507373412683045	9378.0	0.9107585971429907	9378.0	0.9008013866071359	9378.0	0.9016894720254911	9378.0	0.9394617579589325	9378.0	0.944992607489411	9378.0	0.9381902769904412	9378.0	0.9559085751337332	9378.0	0.9474198452391084	9378.0	0.9583322654775024	9378.0	0.9389093717507525	9378.0	0.9535546106151293	9378.0	0.9697147432970644
9396.0	0.7219168994350118	9918.0	0.749603056881809	10026.0	0.7782439896219366	9396.0	0.8198547140168307	9396.0	0.7902455066510959	9396.0	0.8064704004888469	9396.0	0.848863845584048	9396.0	0.8409288941594515	9396.0	0.8536634694413247	9396.0	0.8978433217559897	9396.0	0.8962520732292069	9396.0	0.899765662612166	9396.0	0.9385945280590835	9396.0	0.9454059728409351	9396.0	0.9397443165158238	9396.0	0.9501315775859392	9396.0	0.9518170303731182	9396.0	0.9628172599673663	9396.0	0.9378586964530838	9396.0	0.9488439034548544	9396.0	0.9768795262814073
9414.0	0.7335175541469622	9936.0	0.7348074802554616	10044.0	0.7721050121840867	9414.0	0.8097697305313153	9414.0	0.7908898106014846	9414.0	0.8044790044110788	9414.0	0.8549545923588424	9414.0	0.8426609540568456	9414.0	0.850102629642539	9414.0	0.9113784490695108	9414.0	0.8956232264555839	9414.0	0.8950093096907792	9414.0	0.9390048303772917	9414.0	0.9425700942665264	9414.0	0.9367046542995093	9414.0	0.9530890554350337	9414.0	0.9475283147016171	9414.0	0.9594770069282487	9414.0	0.9385818885410895	9414.0	0.9462996177693583	9414.0	0.9757731994970602
9432.0	0.729004174423094	9954.0	0.7484089624252059	10062.0	0.7613101741817513	9432.0	0.8181436371272575	9432.0	0.798567766010282	9432.0	0.8007553665396356	9432.0	0.8551686783614714	9432.0	0.8455937671346416	9432.0	0.8547715253303727	9432.0	0.9055355825490343	9432.0	0.8884111400205948	9432.0	0.9045026807655796	9432.0	0.9427348514519107	9432.0	0.9441178110478138	9432.0	0.9423832515589264	9432.0	0.9570294851056932	9432.0	0.9468858417313728	9432.0	0.9618177469096252	9432.0	0.9490340609828316	9432.0	0.9500614659116099	9432.0	0.9713566727309764
9450.0	0.7307986506988488	9972.0	0.757681852189764	10080.0	0.7741888852593202	9450.0	0.8134900264957664	9450.0	0.7892522047275803	9450.0	0.8053655848566604	9450.0	0.8569777050836862	9450.0	0.8491854005415078	9450.0	0.8467139150304016	9450.0	0.9016640483850317	9450.0	0.9048987163665234	9450.0	0.9005293859471041	9450.0	0.9392566067998284	9450.0	0.9475208653371042	9450.0	0.9434192779091816	9450.0	0.9567708135737024	9450.0	0.9534607599203666	9450.0	0.9544965273328379	9450.0	0.9495116406635901	9450.0	0.9496332198061304	9450.0	0.9766775777414074
9468.0	0.7220256555729364	9990.0	0.757681852189764	10098.0	0.7694391565382925	9468.0	0.813775205977362	9468.0	0.7945140203224205	9468.0	0.803196872689776	9468.0	0.8530064097349187	9468.0	0.8434791664010133	9468.0	0.8471765014695187	9468.0	0.9067854479090667	9468.0	0.8933633083628761	9468.0	0.9055080887001816	9468.0	0.9371025196292359	9468.0	0.9491454873000705	9468.0	0.9369392263033407	9468.0	0.9579779473896592	9468.0	0.9443660126792457	9468.0	0.9577684375987766	9468.0	0.9526909568240678	9468.0	0.9519088020528942	9468.0	0.9718659342666282
9486.0	0.7404416949281575	10008.0	0.7569168854285027	10116.0	0.7766857782233386	9486.0	0.8186880706830308	9486.0	0.7845138860924308	9486.0	0.8088164287448476	9486.0	0.8573737641885498	9486.0	0.841098912308889	9486.0	0.8513828107182354	9486.0	0.9145590007580484	9486.0	0.8961341644591526	9486.0	0.9111635083323184	9486.0	0.9450754396762342	9486.0	0.9470017553607718	9486.0	0.9430869675704204	9486.0	0.9574174924036793	9486.0	0.9502650826787618	9486.0	0.9562050966623098	9486.0	0.939673499239966	9486.0	0.948331687524771	9486.0	0.9703996122588031
9504.0	0.7182916948375274	10026.0	0.7546406428706031	10134.0	0.7765168155415629	9504.0	0.8098993575684043	9504.0	0.7861649149653015	9504.0	0.7969089713757274	9504.0	0.8538199365449088	9504.0	0.845296235373126	9504.0	0.8476606035569669	9504.0	0.9080454747760912	9504.0	0.9035820684342503	9504.0	0.9006937314748755	9504.0	0.9372517204722207	9504.0	0.9481361067905353	9504.0	0.9358836522860996	9504.0	0.9606595089379636	9504.0	0.9478453792843351	9504.0	0.9486275916861017	9504.0	0.9385273080061457	9504.0	0.9520767417021019	9504.0	0.9708737523092376
9522.0	0.7266477914347291	10044.0	0.758521449854563	10152.0	0.7696081192200682	9522.0	0.8117011733839398	9522.0	0.7886079007771917	9522.0	0.8063340034972188	9522.0	0.8501911788003477	9522.0	0.8444461446259388	9522.0	0.8504576378400011	9522.0	0.9088888798564382	9522.0	0.9028156614288971	9522.0	0.8966237628165344	9522.0	0.9366082918368489	9522.0	0.9464538059413098	9522.0	0.935052876439197	9522.0	0.9575726953228738	9522.0	0.9460013984216858	9522.0	0.960339834439632	9522.0	0.9499482849431407	9522.0	0.9541340024048957	9522.0	0.9763088021466251
9540.0	0.723983266055578	10062.0	0.7534652061398844	10170.0	0.7758597384457686	9540.0	0.8107160079020642	9540.0	0.7964200861756534	9540.0	0.8022148143500547	9540.0	0.8550509310600255	9540.0	0.8428203460719431	9540.0	0.8540615089354487	9540.0	0.9141931865063316	9540.0	0.901430233380759	9540.0	0.9043673373897677	9540.0	0.9407019899662433	9540.0	0.9470498210993211	9540.0	0.9440741247532107	9540.0	0.9548135323149722	9540.0	0.9478954421131853	9540.0	0.9559402684162417	9540.0	0.9470282263236461	9540.0	0.9483232905423107	9540.0	0.9745000456579307
9558.0	0.7199955409983451	10080.0	0.7507598358866432	10188.0	0.7851339123121228	9558.0	0.8095493645682642	9558.0	0.7852521510355843	9558.0	0.8108760233184297	9558.0	0.8608954789317965	9558.0	0.8513106274094759	9558.0	0.8524478353106214	9558.0	0.9118255553771646	9558.0	0.897991227587508	9558.0	0.9057594406838322	9558.0	0.9415785449187788	9558.0	0.9445504026947575	9558.0	0.9362550579588326	9558.0	0.9566328554233073	9558.0	0.9515667162288671	9558.0	0.953787471061107	9558.0	0.943671523424601	9558.0	0.9524713998777399	9558.0	0.9708913130518463
9576.0	0.7240557701475276	10098.0	0.7536890988504975	10206.0	0.7873679744378236	9576.0	0.8157066488299863	9576.0	0.7804601404045692	9576.0	0.8023784907400082	9576.0	0.856496011577771	9576.0	0.8486753460931954	9576.0	0.8500165670492149	9576.0	0.9082791894369102	9576.0	0.8986004228994553	9576.0	0.9063201489550525	9576.0	0.9422406236595237	9576.0	0.9439255480936166	9576.0	0.9431847059053502	9576.0	0.9555378126045464	9576.0	0.9500982065825944	9576.0	0.9580588943847869	9576.0	0.9361257644686175	9576.0	0.9472820647172231	9576.0	0.97617709657706
9594.0	0.7334087980090376	10116.0	0.7521591653279749	10224.0	0.7761601165467031	9594.0	0.8121030171989153	9594.0	0.791091155585981	9594.0	0.809130141825592	9594.0	0.8585619415031407	9594.0	0.8527451555453545	9594.0	0.8619577518729372	9594.0	0.9101793912444391	9594.0	0.899189966749727	9594.0	0.9045123481495662	9594.0	0.9425203752401201	9594.0	0.9418683344837067	9594.0	0.9456965811130441	9594.0	0.9546583293957778	9594.0	0.9455925519860757	9594.0	0.954949298205148	9594.0	0.9367261503529996	9594.0	0.9585424181965968	9594.0	0.9741839522909744
9612.0	0.7333544199400753	10134.0	0.7496590300594622	10242.0	0.7664166018976386	9612.0	0.8125955999398531	9612.0	0.7899367776748681	9612.0	0.8068932311628935	9612.0	0.8555005116655463	9612.0	0.8467732680463639	9612.0	0.8574071922509241	9612.0	0.9070902931188307	9612.0	0.9010961585322718	9612.0	0.906726179082488	9612.0	0.9454577668363826	9612.0	0.9460500537374956	9612.0	0.9434583732431534	9612.0	0.9574606043256778	9612.0	0.9505821472614797	9612.0	0.9583408083241498	9612.0	0.94151559229432	9612.0	0.9566950820553125	9612.0	0.9746756530840175
9630.0	0.7307261466068992	10152.0	0.746692451643839	10260.0	0.7856220267261416	9630.0	0.8152659169038842	9630.0	0.7969570061343105	9630.0	0.815786315017036	9630.0	0.8605636456277216	9630.0	0.8457531591497393	9630.0	0.8628398934545094	9630.0	0.9124454073036847	9630.0	0.9060090239512015	9630.0	0.9109218237326544	9630.0	0.9362725899401332	9630.0	0.9481937856767944	9630.0	0.9451590202709307	9630.0	0.9545462383985818	9630.0	0.9545788297646879	9630.0	0.9563332393620202	9630.0	0.9438762004306404	9630.0	0.9544111028260883	9630.0	0.9767653814544508
