"Molec.Weight","S_Apparent","S_20_W","D_Apparent","D_20_W","f/f0","Vbar20","Concentration","Conc.Percent"
"5.4066e+05","2.4857e-12","2.5068e-12","3.9961e-07","3.9992e-07","1.0000e+00","7.1870e-01","1.0145e-04"," 0.02 %"
"6.6056e+05","2.4857e-12","2.5068e-12","3.2708e-07","3.2733e-07","1.1429e+00","7.1870e-01","2.8471e-05"," 0.01 %"
"9.2316e+05","2.4857e-12","2.5068e-12","2.3404e-07","2.3422e-07","1.4286e+00","7.1870e-01","9.1240e-06"," 0.00 %"
"1.3683e+06","2.4857e-12","2.5068e-12","1.5790e-07","1.5802e-07","1.8571e+00","7.1870e-01","2.1630e-06"," 0.00 %"
"1.5292e+06","2.4857e-12","2.5068e-12","1.4128e-07","1.4139e-07","2.0000e+00","7.1870e-01","1.4584e-04"," 0.03 %"
"5.4871e+05","2.5103e-12","2.5316e-12","3.9765e-07","3.9795e-07","1.0000e+00","7.1870e-01","1.5071e-03"," 0.35 %"
"6.7039e+05","2.5103e-12","2.5316e-12","3.2547e-07","3.2572e-07","1.1429e+00","7.1870e-01","1.5428e-04"," 0.04 %"
"1.2316e+06","2.5103e-12","2.5316e-12","1.7716e-07","1.7730e-07","1.7143e+00","7.1870e-01","3.4970e-05"," 0.01 %"
"1.5520e+06","2.5103e-12","2.5316e-12","1.4059e-07","1.4070e-07","2.0000e+00","7.1870e-01","1.0915e-04"," 0.03 %"
"5.5679e+05","2.5349e-12","2.5564e-12","3.9571e-07","3.9601e-07","1.0000e+00","7.1870e-01","2.9316e-03"," 0.69 %"
"1.5748e+06","2.5349e-12","2.5564e-12","1.3990e-07","1.4001e-07","2.0000e+00","7.1870e-01","7.4177e-05"," 0.02 %"
"1.5978e+06","2.5595e-12","2.5812e-12","1.3923e-07","1.3934e-07","2.0000e+00","7.1870e-01","5.2536e-05"," 0.01 %"
"1.2863e+06","2.5842e-12","2.6060e-12","1.7461e-07","1.7475e-07","1.7143e+00","7.1870e-01","8.4667e-06"," 0.00 %"
