[Header]
Application Name	LabSolutions
Version	5.113
Data File Name	C:\LabSolutions\Data\Max\240510 WideTempSol t2(5days)_10 deg_001_02.lcd
Output Date	1/20/2026
Output Time	10:51:38 PM

[File Information]
Type	Data File
Generated	5/15/2024 6:17:56 PM
Generated by	System Administrator
Modified	1/20/2026 10:49:16 PM
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	5/15/2024 6:18:34 PM
Sample Type	0:Unknown
Level	0
Sample Name	10 deg
Sample ID	001
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	A8
Injection Volume	30
Injection Count	0
Bar Code	

[Original Files]
Data File	C:\LabSolutions\Data\Max\240510 WideTempSol t2(5days)_10 deg_001_02.lcd
Method File	C:\LabSolutions\Data\Max\BioShell_AB(M1-42)_MS_QC+Quant.lcm
Batch File	C:\LabSolutions\Data\Max\240510 WideTempSol t2(5days).lcb
Report Format File	C:\LabSolutions\System\DEFAULT.lsr
Tuning File	C:\LabSolutions\Data\Max\Tuning 240115 no mz or resolution-max.lct

[File Description]


[Configuration]
Instrument Name	LCMSShimadzu
Instrument #	2
Line #	1
# of Detectors	2
Detector ID	Detector A	MS
Detector Name	Detector A	MS
# of Channels	2	1

[MS Chromatogram]
m/z	1-1MS(E+) TIC
Interval(sec)	1.000
# of Points	870
Start Time(min)	0.500
End Time(min)	14.983
R.Time(min)	Absolute Intensity	Relative Intensity
0.500	4466526	19.82
0.517	4514078	20.03
0.533	4205780	18.66
0.550	3864224	17.15
0.567	3706675	16.45
0.583	3633537	16.12
0.600	3575318	15.86
0.617	3453169	15.32
0.633	3295057	14.62
0.650	3278548	14.55
0.667	3198072	14.19
0.683	3119012	13.84
0.700	3156306	14.01
0.717	3145815	13.96
0.733	3034448	13.46
0.750	3037682	13.48
0.767	3082269	13.68
0.783	3065502	13.60
0.800	3040407	13.49
0.817	3031353	13.45
0.833	3011258	13.36
0.850	3031710	13.45
0.867	3050003	13.53
0.883	3051083	13.54
0.900	2975438	13.20
0.917	2890406	12.83
0.933	2992836	13.28
0.950	3166243	14.05
0.967	3134476	13.91
0.983	3022657	13.41
1.000	3106334	13.78
1.017	3130394	13.89
1.033	3085093	13.69
1.050	3060454	13.58
1.067	3049864	13.53
1.083	3100992	13.76
1.100	3168156	14.06
1.117	3096760	13.74
1.133	3025824	13.43
1.150	3056769	13.56
1.167	3125685	13.87
1.183	3083122	13.68
1.200	3126124	13.87
1.217	3217788	14.28
1.233	3238496	14.37
1.250	3139430	13.93
1.267	3087903	13.70
1.283	3154380	14.00
1.300	3147734	13.97
1.317	3107905	13.79
1.333	3134689	13.91
1.350	3129242	13.89
1.367	3130028	13.89
1.383	3144274	13.95
1.400	3103260	13.77
1.417	3124394	13.86
1.433	3236912	14.36
1.450	3236080	14.36
1.467	3206440	14.23
1.483	3211940	14.25
1.500	3263606	14.48
1.517	3217637	14.28
1.533	3193498	14.17
1.550	3158138	14.01
1.567	3186393	14.14
1.583	3224876	14.31
1.600	3121126	13.85
1.617	3061190	13.58
