Sample IDs:;251006_251002F_tht_4days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
488.929992675781;6.63566493988037;8.43320846557617;7.2958984375
489.540008544922;6.61189413070679;8.47681713104248;7.30888223648071
490;6.45643663406372;8.4483470916748;7.25609874725342
490.440002441406;6.29391241073608;8.56246280670166;7.12800168991089
491.040008544922;6.19081830978394;8.45720767974854;7.02253007888794
491.489990234375;6.18389701843262;8.47365665435791;7.0296893119812
491.940002441406;6.13133955001831;8.55263137817383;6.94985675811768
492.529998779297;5.9806957244873;8.54622745513916;6.85757541656494
492.980010986328;6.00487327575684;8.41931819915772;6.75523662567139
493.429992675781;5.90370225906372;8.44901466369629;6.74827527999878
494.019989013672;5.90705680847168;8.36848735809326;6.59171390533447
494.470001220703;5.84545183181763;8.29811763763428;6.53888463973999
495.070007324219;5.8600001335144;8.23519134521484;6.45023488998413
495.519989013672;5.83202695846558;8.25434875488281;6.4018816947937
495.970001220703;5.7584376335144;8.20000457763672;6.28098249435425
496.559997558594;5.72621440887451;8.07756996154785;6.191481590271
497.010009765625;5.6952018737793;8.04810905456543;6.03057050704956
497.459991455078;5.67279148101807;7.98812246322632;5.94927167892456
498.049987792969;5.65433597564697;7.85034847259522;5.87858486175537
498.5;5.59696435928345;7.75231313705444;5.78784990310669
498.950012207031;5.55319690704346;7.68325901031494;5.80583906173706
499.549987792969;5.4439549446106;7.56347465515137;5.67177486419678
500;5.4235348701477;7.46429777145386;5.56709909439087
500.440002441406;5.41633033752441;7.42660474777222;5.54773426055908
501.040008544922;5.29500150680542;7.28827857971191;5.45993995666504
501.489990234375;5.23366117477417;7.25982809066772;5.41951131820679
501.940002441406;5.23313570022583;7.075364112854;5.33185243606567
502.529998779297;5.23927307128906;6.98241233825684;5.20647764205933
502.980010986328;5.17891979217529;6.91940641403198;5.13841581344604
503.429992675781;4.9929256439209;6.84401226043701;5.08908748626709
504.019989013672;5.00507354736328;6.74145174026489;4.98649454116821
504.470001220703;4.97976016998291;6.64902019500732;4.90145349502563
505.070007324219;4.88346004486084;6.46022176742554;4.82552337646484
505.519989013672;4.88809442520142;6.31060361862183;4.74694490432739
505.970001220703;4.89034938812256;6.15855884552002;4.68319368362427
506.559997558594;4.77660179138184;5.99155378341675;4.62741374969482
507.010009765625;4.76286172866821;5.91644382476807;4.5366530418396
507.459991455078;4.75605821609497;5.73995065689087;4.40145921707153
508.049987792969;4.68313455581665;5.65184211730957;4.36542892456055
508.5;4.63484525680542;5.65962171554565;4.37294864654541
508.950012207031;4.66028785705566;5.44844007492065;4.27977085113525
509.549987792969;4.6132345199585;5.45271253585815;4.1839919090271
510;4.52371597290039;5.28618431091309;4.13224172592163
510.440002441406;4.51452684402466;5.27248859405518;4.121009349823
511.040008544922;4.5205192565918;5.20001697540283;4.09780168533325
511.489990234375;4.46620273590088;5.13058471679687;4.02953672409058
511.940002441406;4.47116088867188;5.05796051025391;4.04131078720093
512.530029296875;4.40159273147583;4.97169256210327;3.90086555480957
512.97998046875;4.44345903396606;4.90853977203369;3.91232538223267
513.429992675781;4.37382793426514;4.78275537490845;3.91760873794556
514.02001953125;4.3291277885437;4.75607490539551;3.87851881980896
514.469970703125;4.27125883102417;4.66603946685791;3.82054853439331
515.070007324219;4.26667737960815;4.62287521362305;3.78217768669128
515.52001953125;4.2585940361023;4.54637002944946;3.81080365180969
515.969970703125;4.17716455459595;4.55586957931519;3.75847387313843
516.559997558594;4.07982110977173;4.4953236579895;3.65586113929749
517.010009765625;4.1218638420105;4.45626020431519;3.70279598236084
517.460021972656;4.06236553192139;4.33972549438477;3.672931432724
518.049987792969;3.97525596618652;4.39461517333984;3.63930082321167
518.5;3.9168074131012;4.22696924209595;3.58312177658081
518.950012207031;3.82968974113464;4.24244117736816;3.5995945930481
519.549987792969;3.78529167175293;4.22121667861938;3.51481938362122
520;3.79800701141357;4.15546941757202;3.43505454063416
520.440002441406;3.72707843780518;4.12858247756958;3.45570731163025
521.02001953125;3.63124895095825;4.05187606811523;3.42929816246033
521.469970703125;3.59704089164734;3.95437431335449;3.40033149719238
522.049987792969;3.54980111122131;3.92152643203735;3.35196995735168
522.5;3.51657342910767;3.88982176780701;3.31969547271729
522.940002441406;3.47066402435303;3.85821866989136;3.33347821235657
523.52001953125;3.43863844871521;3.81519556045532;3.20774269104004
523.969970703125;3.41779398918152;3.76225781440735;3.19636535644531
524.549987792969;3.27956223487854;3.71405982971191;3.1028196811676
525;3.25415301322937;3.67858576774597;3.10286450386047
525.440002441406;3.20572710037231;3.66611647605896;3.09782767295837
526.02001953125;3.18055772781372;3.60464143753052;2.99628591537476
526.469970703125;3.09719800949097;3.59072160720825;3.04362106323242
527.049987792969;3.08375191688538;3.58678388595581;2.99069714546204
527.5;2.9832718372345;3.56973695755005;2.93934845924377
527.940002441406;2.94419646263123;3.51096391677856;2.91615080833435
528.52001953125;2.87583875656128;3.52738952636719;2.87597036361694
528.969970703125;2.89298057556152;3.47864603996277;2.84581518173218
529.549987792969;2.78382730484009;3.42196917533874;2.83620452880859
530;2.80487990379334;3.40632915496826;2.7449209690094
530.440002441406;2.71860504150391;3.33826231956482;2.79664278030396
