Sample IDs:;251003_251002B_tht_1days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
460;0.193523779511452;0.192191064357758;0.213688299059868
460.450012207031;0.170018523931503;0.20457424223423;0.19405871629715
461.059997558594;0.196785286068916;0.20738510787487;0.210201486945152
461.510009765625;0.212563887238502;0.224994584918022;0.212715551257133
461.959991455078;0.219188556075096;0.225634798407555;0.218326732516289
462.570007324219;0.20951671898365;0.227212890982628;0.214566871523857
463.029998779297;0.21109963953495;0.217688515782356;0.238623306155205
463.480010986328;0.222562417387962;0.212471917271614;0.241619601845741
463.929992675781;0.221758559346199;0.237838014960289;0.246557101607323
464.540008544922;0.233463153243065;0.23748205602169;0.228624597191811
465;0.239066436886787;0.23847185075283;0.266384959220886
465.450012207031;0.247375175356865;0.258465945720673;0.258326530456543
466.059997558594;0.248774752020836;0.261794447898865;0.270211517810822
466.510009765625;0.247867986559868;0.264432460069656;0.277139693498611
466.959991455078;0.278730481863022;0.264104545116425;0.264783203601837
467.570007324219;0.257440447807312;0.259675562381744;0.286182761192322
468.029998779297;0.279072374105454;0.284794181585312;0.298987120389938
468.480010986328;0.262363523244858;0.290816515684128;0.306046485900879
468.929992675781;0.274263441562653;0.277992844581604;0.300411969423294
469.540008544922;0.272073924541473;0.303629726171494;0.302493661642075
470;0.298348963260651;0.30125367641449;0.324926227331161
470.440002441406;0.286388963460922;0.301553815603256;0.320228934288025
471.040008544922;0.309008359909058;0.309498697519302;0.316727429628372
471.489990234375;0.309439361095428;0.313761621713638;0.327555537223816
471.940002441406;0.322764188051224;0.315232187509537;0.332086384296417
472.529998779297;0.303330481052399;0.344084769487381;0.341064631938934
472.980010986328;0.306298553943634;0.334248036146164;0.329125136137009
473.429992675781;0.315290242433548;0.327352583408356;0.344072699546814
474.019989013672;0.318167954683304;0.328883498907089;0.368965834379196
474.470001220703;0.330588459968567;0.351814866065979;0.368019759654999
475.070007324219;0.312483608722687;0.361969292163849;0.363260060548782
475.519989013672;0.320833146572113;0.358106881380081;0.352432519197464
475.970001220703;0.34413754940033;0.349915325641632;0.369323521852493
476.559997558594;0.344061493873596;0.35208186507225;0.373296350240707
477.010009765625;0.319021850824356;0.353853046894073;0.391517579555511
477.459991455078;0.328422546386719;0.354994148015976;0.367122322320938
478.049987792969;0.344008713960648;0.361499756574631;0.387951731681824
478.5;0.34024453163147;0.363193035125732;0.3710598051548
478.950012207031;0.345450788736343;0.362390369176865;0.396460264921188
479.549987792969;0.35638228058815;0.362545698881149;0.370409846305847
480;0.365481495857239;0.374962687492371;0.379518538713455
480.450012207031;0.361262559890747;0.357397854328156;0.37442535161972
481.059997558594;0.34693568944931;0.388896852731705;0.376670181751251
481.510009765625;0.36116835474968;0.373586714267731;0.365610480308533
481.959991455078;0.367933720350265;0.376080423593521;0.40966323018074
482.570007324219;0.352402120828629;0.36888188123703;0.384375333786011
483.029998779297;0.344344705343246;0.362864047288895;0.395324677228928
483.480010986328;0.359955638647079;0.373168647289276;0.37854078412056
483.929992675781;0.368594914674759;0.374710768461227;0.40657177567482
484.540008544922;0.363376766443253;0.385239809751511;0.393318086862564
485;0.347925335168839;0.388915151357651;0.396614223718643
485.450012207031;0.366368323564529;0.387436807155609;0.414916604757309
486.059997558594;0.381041377782822;0.384500324726105;0.390414446592331
486.510009765625;0.363967716693878;0.376347541809082;0.384285837411881
486.959991455078;0.358213156461716;0.379506498575211;0.39832592010498
487.570007324219;0.357998609542847;0.391351372003555;0.385114699602127
488.029998779297;0.355920881032944;0.386391133069992;0.387271076440811
488.480010986328;0.36326277256012;0.371473878622055;0.409462332725525
488.929992675781;0.347583949565887;0.384003907442093;0.401550948619843
489.540008544922;0.367917090654373;0.365394622087479;0.378259867429733
490;0.362762928009033;0.390849024057388;0.396753996610641
490.440002441406;0.338002622127533;0.386316120624542;0.398037582635879
491.040008544922;0.355384230613708;0.382666826248169;0.382407188415527
491.489990234375;0.363295525312424;0.376349955797195;0.383886456489563
491.940002441406;0.374700039625168;0.368773728609085;0.398600727319717
492.529998779297;0.344924092292786;0.379874467849731;0.404634773731232
492.980010986328;0.349044114351273;0.381215393543243;0.374294608831406
493.429992675781;0.349804222583771;0.356700420379639;0.384761929512024
494.019989013672;0.358645707368851;0.37042573094368;0.397562831640244
494.470001220703;0.355875700712204;0.368546694517136;0.380910933017731
495.070007324219;0.355238288640976;0.367647171020508;0.397080183029175
495.519989013672;0.366917997598648;0.343596696853638;0.357966870069504
495.970001220703;0.326193273067474;0.369101077318192;0.371616721153259
496.559997558594;0.337249159812927;0.371764540672302;0.372662335634232
497.010009765625;0.348753035068512;0.344760656356812;0.379185676574707
497.459991455078;0.325613141059876;0.357389718294144;0.367980629205704
498.049987792969;0.333687841892242;0.34586626291275;0.377983033657074
498.5;0.327825456857681;0.360039323568344;0.352803885936737
498.950012207031;0.350330740213394;0.358571320772171;0.356298357248306
499.549987792969;0.305611103773117;0.322096675634384;0.364401400089264
500;0.323270738124847;0.360137045383453;0.352686673402786
500.440002441406;0.340579271316528;0.338457047939301;0.338979929685593
501.040008544922;0.33678275346756;0.332743704319;0.346231371164322
501.489990234375;0.323459327220917;0.350310802459717;0.338890999555588
501.940002441406;0.320824146270752;0.331147342920303;0.346301168203354
502.529998779297;0.316240340471268;0.335967779159546;0.353656530380249
502.980010986328;0.306267321109772;0.345347970724106;0.333065062761307
503.429992675781;0.32343253493309;0.326299071311951;0.351461857557297
504.019989013672;0.336615025997162;0.332827478647232;0.352709949016571
