Sample IDs:;251006_251002D_tht_4days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
460;3.2758617401123;3.215744972229;3.25241136550903
460.450012207031;3.34684920310974;3.24517774581909;3.3380925655365
461.059997558594;3.6069655418396;3.49760031700134;3.6229202747345
461.510009765625;3.7703058719635;3.68155455589294;3.77864933013916
461.959991455078;3.93999671936035;3.89852786064148;3.97539615631103
462.570007324219;4.23636198043823;4.19802570343018;4.3120584487915
463.029998779297;4.40151023864746;4.30639934539795;4.38253784179687
463.480010986328;4.66603326797485;4.5943775177002;4.64073276519775
463.929992675781;4.77045202255249;4.75499057769775;4.77362680435181
464.540008544922;5.12538814544678;4.97095727920532;5.13776874542236
465;5.34402513504028;5.18556976318359;5.31891441345215
465.450012207031;5.42308521270752;5.38323354721069;5.52796697616577
466.059997558594;5.78877830505371;5.69702959060669;5.8192925453186
466.510009765625;5.88615894317627;5.89421463012695;5.89993715286255
466.959991455078;6.1508936882019;6.07716226577759;6.21695518493652
467.570007324219;6.41703367233276;6.33986520767212;6.41747570037842
468.029998779297;6.74889135360718;6.52621650695801;6.59462070465088
468.480010986328;6.81835889816284;6.66863822937012;6.79410123825073
468.929992675781;7.06728506088257;6.88309478759766;6.87025737762451
469.540008544922;7.38355255126953;7.08002471923828;7.22363138198852
470;7.51218557357788;7.27444124221802;7.34602785110474
470.440002441406;7.76182794570923;7.4802885055542;7.53354835510254
471.040008544922;7.93991947174072;7.70118284225464;7.64744472503662
471.489990234375;8.09857177734375;7.76921796798706;7.79509401321411
471.940002441406;8.3488826751709;7.98435068130493;7.98568964004517
472.529998779297;8.37784671783447;8.12099075317383;8.15447902679443
472.980010986328;8.57261562347412;8.26937103271484;8.33309459686279
473.429992675781;8.7434606552124;8.43718433380127;8.44659900665283
474.019989013672;8.98676490783691;8.48930931091309;8.58359050750732
474.470001220703;9.10810565948486;8.63747501373291;8.69199657440186
475.070007324219;9.21539402008057;8.76274585723877;8.80268001556397
475.519989013672;9.29461193084717;8.92852592468262;8.82844543457031
475.970001220703;9.38171005249023;8.9858922958374;8.81278705596924
476.559997558594;9.61084747314453;9.03390216827393;9.00178337097168
477.010009765625;9.66734409332275;9.12237071990967;9.11837291717529
477.459991455078;9.77652931213379;9.27314949035645;9.0363302230835
