Sample IDs:;251006_251002D_tht_4days;;
478.049987792969;9.86548614501953;9.2666482925415;9.16045570373535
478.5;9.89552307128906;9.36417865753174;9.15680027008057
478.950012207031;10.0218439102173;9.413893699646;9.30863094329834
479.549987792969;10.0346231460571;9.56934356689453;9.30918598175049
480;10.1794357299805;9.47452640533447;9.28585720062256
480.450012207031;10.0453767776489;9.56136894226074;9.37750339508057
481.059997558594;10.0919017791748;9.57704162597656;9.33366394042969
481.510009765625;10.0136289596558;9.6223669052124;9.33633804321289
481.959991455078;10.1618700027466;9.6482048034668;9.25111293792725
482.570007324219;10.0989322662354;9.70637893676758;9.3252067565918
483.029998779297;10.0537328720093;9.68348503112793;9.29479694366455
483.480010986328;10.1194801330566;9.70230388641357;9.23742866516113
483.929992675781;10.0973987579346;9.64195156097412;9.31249332427978
484.540008544922;10.0808458328247;9.59671211242676;9.25345325469971
485;10.0305032730103;9.69249153137207;9.25652027130127
485.450012207031;10.1504573822021;9.67954444885254;9.11775302886963
486.059997558594;10.0827894210815;9.66418838500977;9.08391761779785
486.510009765625;9.98416423797607;9.6352653503418;9.01128578186035
486.959991455078;10.0473556518555;9.60275554656982;9.05732536315918
487.570007324219;9.92557716369629;9.53051471710205;9.00679969787598
488.029998779297;9.93756484985352;9.50651264190674;9.01410579681396
488.480010986328;9.80374526977539;9.59785270690918;8.93719005584717
488.929992675781;9.71760845184326;9.37458324432373;8.82024669647217
489.540008544922;9.59212779998779;9.38501930236816;8.73506355285645
490;9.44646739959717;9.33239269256592;8.72439765930176
490.440002441406;9.53353977203369;9.34999084472656;8.68188095092773
491.040008544922;9.36581897735596;9.20327186584473;8.66336250305176
491.489990234375;9.23678302764893;9.18526554107666;8.57566261291504
491.940002441406;9.30595779418945;9.12338256835938;8.48496913909912
492.529998779297;9.09656047821045;9.04462242126465;8.43987941741943
492.980010986328;9.07894515991211;8.9613790512085;8.42149448394775
493.429992675781;8.89888954162598;8.81252765655518;8.43942642211914
494.019989013672;8.78636837005615;8.76271724700928;8.29976654052734
494.470001220703;8.72710227966309;8.75405406951904;8.22101211547852
495.070007324219;8.56253433227539;8.58429527282715;8.15874004364014
495.519989013672;8.53695011138916;8.48694896697998;8.06283473968506
495.970001220703;8.42760562896729;8.40813255310059;7.99133253097534
496.559997558594;8.28064250946045;8.35245895385742;7.98643732070923
497.010009765625;8.25144481658936;8.2381706237793;7.89171600341797
497.459991455078;8.15922164916992;8.23989582061768;7.83413982391357
498.049987792969;8.09920692443848;8.03854560852051;7.77489519119263
498.5;8.02158546447754;8.01796627044678;7.73818683624268
498.950012207031;7.95988512039185;7.9638352394104;7.61392450332642
499.549987792969;7.7614860534668;7.84826326370239;7.53143167495727
500;7.76722478866577;7.85232925415039;7.53372097015381
500.440002441406;7.69776010513306;7.78806161880493;7.46767234802246
501.040008544922;7.57007598876953;7.5826096534729;7.36176061630249
501.489990234375;7.47357749938965;7.53964042663574;7.25639057159424
501.940002441406;7.36543464660644;7.37694120407105;7.17932319641113
502.529998779297;7.34746980667114;7.34893989562988;7.13861227035522
502.980010986328;7.15464162826538;7.29753541946411;7.09911870956421
503.429992675781;7.15036964416504;7.23739910125732;7.02520084381103
504.019989013672;7.03186511993408;7.13597822189331;6.95945596694946
504.470001220703;6.97970294952393;6.9726357460022;6.85299777984619
505.070007324219;6.88181686401367;6.88797569274902;6.82189512252808
505.519989013672;6.74166822433472;6.78254747390747;6.76090621948242
505.970001220703;6.75481986999512;6.79280424118042;6.65066528320312
506.559997558594;6.61191606521606;6.63163995742798;6.43444538116455
507.010009765625;6.57970285415649;6.5805401802063;6.48360681533814
507.459991455078;6.51551389694214;6.55231046676636;6.46328115463257
508.049987792969;6.47054052352905;6.31394147872925;6.4290246963501
508.5;6.43556785583496;6.30067443847656;6.3328537940979
508.950012207031;6.25943326950073;6.26400804519653;6.25404071807861
509.549987792969;6.22683048248291;6.14987230300903;6.14280891418457
510;6.20827484130859;6.00728464126587;6.12974882125854
510.440002441406;6.10676670074463;5.998206615448;6.10530138015747
511.040008544922;6.06772804260254;5.95686292648315;6.02450466156006
511.489990234375;5.95796155929565;5.83744525909424;5.91174745559692
511.940002441406;5.98711824417114;5.83321714401245;5.94466924667358
512.530029296875;5.9043116569519;5.67570400238037;5.78587293624878
512.97998046875;5.87414169311523;5.58207702636719;5.73525428771973
513.429992675781;5.76897954940796;5.56122875213623;5.61905717849731
514.02001953125;5.75941467285156;5.46464824676514;5.5839958190918
514.469970703125;5.68158388137817;5.37389421463013;5.57623243331909
515.070007324219;5.55318117141724;5.33922243118286;5.40821981430054
515.52001953125;5.53171682357788;5.22122097015381;5.42918586730957
515.969970703125;5.40682935714722;5.15701532363892;5.32276248931885
516.559997558594;5.37875986099243;5.01633024215698;5.27966833114624
517.010009765625;5.28432035446167;5.00866746902466;5.20898294448853
517.460021972656;5.1396222114563;4.97008562088013;5.10777950286865
518.049987792969;5.18747138977051;4.86504554748535;5.03414726257324
518.5;5.14616584777832;4.77933311462402;5.02508354187012
518.950012207031;5.01843643188477;4.70161104202271;4.90374183654785
519.549987792969;4.94840383529663;4.6613302230835;4.7884578704834
520;4.84882879257202;4.58283090591431;4.7631196975708
520.440002441406;4.87584447860718;4.41166830062866;4.62677240371704
521.02001953125;4.64722728729248;4.42119407653809;4.56113004684448
521.469970703125;4.65822315216064;4.34512138366699;4.52408599853516
522.049987792969;4.57566976547241;4.22575044631958;4.47808837890625
522.5;4.48623943328857;4.1733512878418;4.40492820739746
522.940002441406;4.50263118743897;4.10855388641357;4.34743738174438
523.52001953125;4.36364698410034;3.97537612915039;4.23049402236938
523.969970703125;4.3140721321106;3.94162559509277;4.13753652572632
524.549987792969;4.1943473815918;3.83979964256287;4.08179950714111
525;4.18593645095825;3.80087852478027;4.0344762802124
525.440002441406;4.04407358169556;3.82134175300598;3.91499352455139
526.02001953125;4.01837491989136;3.64754247665405;3.87355303764343
526.469970703125;3.90660715103149;3.60249185562134;3.8949613571167
527.049987792969;3.85797476768494;3.4692485332489;3.7649073600769
527.5;3.8839316368103;3.49845957756042;3.67537832260132
527.940002441406;3.74430537223816;3.38161897659302;3.64787340164185
528.52001953125;3.65354037284851;3.30449533462524;3.5186767578125
528.969970703125;3.60479927062988;3.28296518325806;3.4959397315979
529.549987792969;3.54562520980835;3.19446539878845;3.43091726303101
530;3.45843696594238;3.15535283088684;3.37999629974365
530.440002441406;3.45281910896301;3.09612584114075;3.32535266876221
531.039978027344;3.44832372665405;3.02090716361999;3.32223200798035
531.489990234375;3.26894307136536;2.99251747131348;3.25946736335754
531.940002441406;3.2707793712616;2.99833416938782;3.16577744483948
532.530029296875;3.18888187408447;2.9430832862854;3.11754751205444
532.97998046875;3.09599614143372;2.86177563667297;3.1147928237915
533.429992675781;3.13855910301209;2.82203531265259;3.01406097412109
534.02001953125;3.04346585273743;2.7653923034668;2.99219512939453
534.469970703125;2.97795128822327;2.81628799438477;2.96588635444641
535.070007324219;2.95725512504578;2.69659829139709;2.89425253868103
535.52001953125;2.89541482925415;2.63921904563904;2.85607361793518
535.969970703125;2.85420322418213;2.69582557678223;2.80733418464661
536.559997558594;2.74025201797485;2.55504965782166;2.77126312255859
537.010009765625;2.77462339401245;2.54243206977844;2.72204279899597
537.460021972656;2.68750882148743;2.51095604896545;2.66909575462341
538.049987792969;2.64015793800354;2.45715951919556;2.67742323875427
538.5;2.56343388557434;2.49488759040833;2.6139600276947
538.950012207031;2.57577753067017;2.39326620101929;2.53483414649963
539.549987792969;2.52089428901672;2.39080595970154;2.48750257492065
540;2.46475958824158;2.30884289741516;2.46935486793518
540.440002441406;2.44817066192627;2.21888566017151;2.47008085250854
541.02001953125;2.33247494697571;2.25655722618103;2.43495917320251
541.469970703125;2.3239471912384;2.20464468002319;2.35800719261169
542.049987792969;2.33020901679993;2.18003630638123;2.3715558052063
542.5;2.21747899055481;2.15004420280457;2.33792519569397
542.940002441406;2.22489094734192;2.12886500358582;2.2749400138855
543.52001953125;2.20028805732727;2.10177326202393;2.26208662986755
543.969970703125;2.1335015296936;2.06593656539917;2.18108677864075
544.549987792969;2.09471678733826;1.9854519367218;2.16335606575012
545;2.05509257316589;2.00224184989929;2.10395884513855
545.440002441406;2.02761006355286;1.94202935695648;2.07001781463623
546.02001953125;1.97688961029053;1.93935084342957;2.02574372291565
546.469970703125;1.96476531028748;1.92894816398621;2.0031406879425
547.049987792969;1.89658224582672;1.89278662204742;1.98522663116455
547.5;1.9305557012558;1.87206768989563;1.95915794372559
547.940002441406;1.87840402126312;1.84402167797089;1.89407813549042
548.52001953125;1.81851303577423;1.74105596542358;1.90532755851746
548.969970703125;1.81573104858398;1.80193960666656;1.85507369041443
549.549987792969;1.72923636436462;1.74582993984222;1.79911994934082
550;1.72785842418671;1.71024036407471;1.83406054973602
550.440002441406;1.69383370876312;1.6891713142395;1.7697526216507
551.039978027344;1.69485473632813;1.66948854923248;1.71529102325439
551.489990234375;1.66035556793213;1.6401606798172;1.72663104534149
551.940002441406;1.64633893966675;1.63784956932068;1.69734823703766
552.530029296875;1.60983920097351;1.57472896575928;1.68228578567505
552.97998046875;1.58339977264404;1.56354415416718;1.66286754608154
553.429992675781;1.59043538570404;1.54941952228546;1.61061215400696
554.02001953125;1.52296626567841;1.52510666847229;1.58574163913727
554.469970703125;1.5132200717926;1.51605439186096;1.52436435222626
555.070007324219;1.48508024215698;1.46559703350067;1.48310160636902
555.52001953125;1.44408619403839;1.42404270172119;1.49912691116333
555.969970703125;1.43287348747253;1.42982256412506;1.47097086906433
556.559997558594;1.41946399211884;1.4106148481369;1.46608912944794
557.010009765625;1.35316050052643;1.3770911693573;1.45414447784424
557.460021972656;1.40136778354645;1.38895237445831;1.41832625865936
558.049987792969;1.33589839935303;1.3029226064682;1.3839818239212
558.5;1.31859409809113;1.35851800441742;1.36265909671783
558.950012207031;1.30040454864502;1.29472768306732;1.37568712234497
559.549987792969;1.26236665248871;1.27916967868805;1.33104348182678
560;1.27081632614136;1.28273665904999;1.30102920532227
