Sample IDs:;251002_251002F_tht_0days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
460;0.222325801849365;0.23396623134613;0.221131265163422
460.450012207031;0.218850523233414;0.219208359718323;0.231290966272354
461.059997558594;0.239955991506577;0.244296103715897;0.22776010632515
461.510009765625;0.238581746816635;0.242651671171188;0.24339884519577
461.959991455078;0.248441994190216;0.237992495298386;0.256989240646362
462.570007324219;0.241803228855133;0.241589277982712;0.240352272987366
463.029998779297;0.262952238321304;0.251105844974518;0.267273783683777
463.480010986328;0.252675026655197;0.249263256788254;0.252951472997665
463.929992675781;0.251095652580261;0.244150996208191;0.268624037504196
464.540008544922;0.271910965442657;0.272917121648788;0.272391468286514
465;0.260312467813492;0.272212952375412;0.280025094747543
465.450012207031;0.264636218547821;0.306940048933029;0.277310937643051
466.059997558594;0.268325239419937;0.277981638908386;0.292460858821869
466.510009765625;0.289898574352264;0.293020457029343;0.287092477083206
466.959991455078;0.283920139074326;0.309780448675156;0.292391836643219
467.570007324219;0.306387037038803;0.309173822402954;0.295243680477142
468.029998779297;0.307900309562683;0.295027107000351;0.302707701921463
468.480010986328;0.291158080101013;0.298626989126205;0.313847124576569
468.929992675781;0.332040429115295;0.335936307907105;0.283107548952103
469.540008544922;0.320582121610641;0.325241565704346;0.314529269933701
470;0.306551247835159;0.318174242973328;0.326717168092728
470.440002441406;0.299193888902664;0.320446312427521;0.342448502779007
471.040008544922;0.321653187274933;0.318461358547211;0.318865239620209
471.489990234375;0.349600493907928;0.334924012422562;0.339914917945862
471.940002441406;0.349542856216431;0.331711858510971;0.339499771595001
472.529998779297;0.338342100381851;0.331565618515015;0.361808747053146
472.980010986328;0.324765205383301;0.325038284063339;0.350082039833069
473.429992675781;0.324926257133484;0.355160534381866;0.361450403928757
474.019989013672;0.349426329135895;0.346326321363449;0.367210537195206
474.470001220703;0.338511943817139;0.363224178552628;0.345579653978348
475.070007324219;0.352249830961227;0.362773180007935;0.345521539449692
475.519989013672;0.343515336513519;0.368267446756363;0.338922917842865
475.970001220703;0.333380818367004;0.350200295448303;0.351604670286179
476.559997558594;0.360770970582962;0.349654287099838;0.357728242874146
477.010009765625;0.361110419034958;0.358723133802414;0.374742180109024
477.459991455078;0.355926722288132;0.363341629505157;0.339202493429184
478.049987792969;0.362496584653854;0.369116067886353;0.359990507364273
478.5;0.358299493789673;0.364198744297028;0.381983190774918
478.950012207031;0.358610242605209;0.37385693192482;0.354414105415344
479.549987792969;0.362805306911468;0.380944132804871;0.390804529190063
480;0.35883441567421;0.367394238710403;0.357738792896271
480.450012207031;0.365599542856216;0.380549699068069;0.378130465745926
481.059997558594;0.362924158573151;0.379745721817017;0.354894042015076
481.510009765625;0.382608652114868;0.369215577840805;0.383674591779709
481.959991455078;0.375301152467728;0.375990390777588;0.367052286863327
482.570007324219;0.376059830188751;0.387685626745224;0.391494899988174
483.029998779297;0.361895769834518;0.380146622657776;0.381053417921066
483.480010986328;0.368998557329178;0.368920832872391;0.36649626493454
483.929992675781;0.376860737800598;0.37468022108078;0.392554223537445
484.540008544922;0.379576951265335;0.387775242328644;0.371712297201157
485;0.352017402648926;0.379391014575958;0.369574397802353
485.450012207031;0.373435467481613;0.379841595888138;0.386565327644348
486.059997558594;0.387591868638992;0.382998913526535;0.371112704277039
486.510009765625;0.38388580083847;0.388739287853241;0.379147261381149
486.959991455078;0.380645722150803;0.381131082773209;0.385192781686783
487.570007324219;0.368330299854279;0.364217102527618;0.376047790050507
488.029998779297;0.394482791423798;0.38341236114502;0.389800310134888
488.480010986328;0.360171139240265;0.375166982412338;0.370745778083801
488.929992675781;0.357973545789719;0.35660919547081;0.36798483133316
489.540008544922;0.36699190735817;0.37304300069809;0.370105534791946
490;0.363883376121521;0.376471728086472;0.383121222257614
490.440002441406;0.367531597614288;0.378780484199524;0.356432676315308
491.040008544922;0.359271943569183;0.379640996456146;0.353653073310852
491.489990234375;0.357726752758026;0.366621643304825;0.357394367456436
491.940002441406;0.372668325901031;0.375609576702118;0.377169191837311
492.529998779297;0.378225475549698;0.360917925834656;0.358124166727066
492.980010986328;0.373307824134827;0.35688704252243;0.383814513683319
493.429992675781;0.358678549528122;0.362098604440689;0.344325631856918
494.019989013672;0.364233493804932;0.371454983949661;0.375825524330139
494.470001220703;0.32579717040062;0.38568452000618;0.339751988649368
495.070007324219;0.342418253421783;0.366862952709198;0.34611451625824
495.519989013672;0.368517488241196;0.373712956905365;0.350228846073151
495.970001220703;0.356222718954086;0.36250764131546;0.333762764930725
496.559997558594;0.352136105298996;0.363426506519318;0.356442362070084
497.010009765625;0.346622347831726;0.349496960639954;0.344627052545547
497.459991455078;0.351426661014557;0.356465190649033;0.344823837280273
498.049987792969;0.341520249843597;0.358262479305267;0.358940541744232
498.5;0.359473705291748;0.35868164896965;0.358457982540131
498.950012207031;0.358987808227539;0.345056235790253;0.344261050224304
499.549987792969;0.349673479795456;0.353740125894546;0.347909867763519
500;0.34656435251236;0.34375786781311;0.341588795185089
500.440002441406;0.326773196458817;0.333620101213455;0.35261395573616
501.040008544922;0.337650746107101;0.331355273723602;0.338003695011139
501.489990234375;0.325856655836105;0.336086481809616;0.322710394859314
501.940002441406;0.335024863481522;0.360349178314209;0.365111291408539
502.529998779297;0.322892934083939;0.332302927970886;0.346303284168243
502.980010986328;0.325550258159637;0.34301683306694;0.323822736740112
503.429992675781;0.316007137298584;0.332126706838608;0.333783954381943
504.019989013672;0.341795533895493;0.331672608852386;0.328539252281189
504.470001220703;0.328796654939652;0.331305325031281;0.338550865650177
505.070007324219;0.338062524795532;0.342542946338654;0.357245594263077
505.519989013672;0.339569181203842;0.321020126342773;0.323476254940033
505.970001220703;0.331663101911545;0.325776427984238;0.341880142688751
506.559997558594;0.342962086200714;0.34271964430809;0.347411870956421
507.010009765625;0.337399244308472;0.356837660074234;0.341330587863922
507.459991455078;0.343967199325562;0.363663017749786;0.334788084030151
508.049987792969;0.346845895051956;0.348867833614349;0.355481624603271
508.5;0.321115553379059;0.371722310781479;0.348267167806625
508.950012207031;0.343952625989914;0.364122331142426;0.362781047821045
509.549987792969;0.371166378259659;0.35562863945961;0.354365050792694
510;0.368133246898651;0.357933551073074;0.368882775306702
510.440002441406;0.356916725635529;0.38800048828125;0.375539809465408
511.040008544922;0.376018077135086;0.392595380544662;0.378359228372574
511.489990234375;0.388475000858307;0.375202715396881;0.382225334644318
511.940002441406;0.383450001478195;0.390220046043396;0.403330653905869
512.530029296875;0.383973181247711;0.378735333681107;0.385139018297195
512.97998046875;0.399412870407105;0.420765310525894;0.402593940496445
513.429992675781;0.415727138519287;0.409401416778564;0.388597309589386
514.02001953125;0.419222921133041;0.41751104593277;0.405719667673111
514.469970703125;0.42159304022789;0.405633628368378;0.426166713237762
515.070007324219;0.407769590616226;0.424041777849197;0.427619636058807
515.52001953125;0.415925800800323;0.418550848960876;0.405073463916779
515.969970703125;0.432551622390747;0.425361901521683;0.431485563516617
516.559997558594;0.433240860700607;0.395534455776215;0.428602635860443
517.010009765625;0.418064147233963;0.425037086009979;0.413585126399994
517.460021972656;0.424063980579376;0.430071026086807;0.442912101745605
518.049987792969;0.425548821687698;0.419789105653763;0.420868426561356
518.5;0.416042387485504;0.411333948373795;0.395765274763107
518.950012207031;0.40033632516861;0.403260916471481;0.42270439863205
519.549987792969;0.399778962135315;0.409607082605362;0.40072637796402
520;0.373186260461807;0.389476537704468;0.383461892604828
520.440002441406;0.414453506469727;0.379112482070923;0.399038344621658
521.02001953125;0.368464440107346;0.363639354705811;0.372750610113144
521.469970703125;0.346580058336258;0.386090844869614;0.376652270555496
522.049987792969;0.369734436273575;0.353673219680786;0.346539497375488
522.5;0.33734342455864;0.354225158691406;0.343199521303177
522.940002441406;0.324199169874191;0.352193623781204;0.331080675125122
523.52001953125;0.30258983373642;0.302776962518692;0.31746917963028
523.969970703125;0.299816280603409;0.307114273309708;0.294268041849136
524.549987792969;0.292935162782669;0.301353842020035;0.295239210128784
525;0.274374961853027;0.290890842676163;0.287266284227371
525.440002441406;0.269327133893967;0.264763861894608;0.280445218086243
526.02001953125;0.255486518144608;0.282262474298477;0.272318452596664
526.469970703125;0.243988633155823;0.247849524021149;0.245539575815201
527.049987792969;0.239186823368073;0.248251110315323;0.242501020431519
527.5;0.254597991704941;0.248544782400131;0.24857947230339
527.940002441406;0.234806180000305;0.231586754322052;0.230080097913742
528.52001953125;0.242765307426453;0.233304411172867;0.223410606384277
528.969970703125;0.205887317657471;0.234890252351761;0.223422974348068
529.549987792969;0.214485943317413;0.211878269910812;0.220434129238129
530;0.205172628164291;0.220976918935776;0.223321437835693
530.440002441406;0.221533834934235;0.214812487363815;0.226154863834381
531.039978027344;0.200597882270813;0.21494796872139;0.205231428146362
531.489990234375;0.200469762086868;0.187654048204422;0.201814711093903
531.940002441406;0.219962149858475;0.198498547077179;0.192135185003281
532.530029296875;0.184111148118973;0.195896416902542;0.220911055803299
532.97998046875;0.202867180109024;0.195283025503159;0.194491028785706
533.429992675781;0.181617230176926;0.207987070083618;0.191392213106155
534.02001953125;0.18225634098053;0.198305189609528;0.192511409521103
534.469970703125;0.200926035642624;0.200092643499374;0.185401678085327
535.070007324219;0.177613168954849;0.189037889242172;0.182690680027008
535.52001953125;0.184424668550491;0.186237186193466;0.197434961795807
535.969970703125;0.18074157834053;0.179326772689819;0.17900276184082
536.559997558594;0.178912341594696;0.198844611644745;0.199514418840408
537.010009765625;0.174537777900696;0.175370007753372;0.180060029029846
537.460021972656;0.174291044473648;0.188912361860275;0.167389631271362
538.049987792969;0.174250036478043;0.17515841126442;0.181739956140518
538.5;0.18274512887001;0.165447920560837;0.17171248793602
538.950012207031;0.17033463716507;0.185756623744965;0.16622793674469
539.549987792969;0.182454228401184;0.177598297595978;0.166036933660507
540;0.164098888635635;0.154329866170883;0.167152404785156
540.440002441406;0.16933274269104;0.171279698610306;0.166345238685608
541.02001953125;0.162286907434463;0.165171772241592;0.166696727275848
541.469970703125;0.163425385951996;0.151181370019913;0.161788791418076
542.049987792969;0.144696176052094;0.164259761571884;0.156401067972183
542.5;0.159511178731918;0.146074771881104;0.162617832422256
542.940002441406;0.159637004137039;0.153811365365982;0.157733500003815
543.52001953125;0.149206936359406;0.172313570976257;0.141329228878021
543.969970703125;0.150847494602203;0.146717548370361;0.142612397670746
544.549987792969;0.143204689025879;0.140594691038132;0.156942844390869
545;0.159525036811829;0.159206837415695;0.140380263328552
545.440002441406;0.153222382068634;0.142486065626144;0.150587797164917
546.02001953125;0.14932507276535;0.148635536432266;0.141375243663788
546.469970703125;0.140878349542618;0.152433544397354;0.145264476537704
547.049987792969;0.143628746271133;0.146757364273071;0.128339529037476
547.5;0.124890111386776;0.123449809849262;0.139501750469208
