Sample IDs:;251002_251002H_tht_0days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
460;0.212224125862122;0.225524604320526;0.225402295589447
460.450012207031;0.20017072558403;0.224037170410156;0.235179215669632
461.059997558594;0.214095860719681;0.2196344435215;0.254461020231247
461.510009765625;0.231391578912735;0.233448952436447;0.239295661449432
461.959991455078;0.223947495222092;0.230110585689545;0.225127369165421
462.570007324219;0.246362388134003;0.240398168563843;0.267436444759369
463.029998779297;0.260485053062439;0.23968580365181;0.249328970909119
463.480010986328;0.252521336078644;0.264258980751038;0.257795572280884
463.929992675781;0.258034139871597;0.249812185764313;0.265813499689102
464.540008544922;0.262998193502426;0.255891978740692;0.266121208667755
465;0.264013737440109;0.274697929620743;0.273211717605591
465.450012207031;0.272153675556183;0.278909176588058;0.272889405488968
466.059997558594;0.278560876846313;0.280197262763977;0.2923783659935
466.510009765625;0.271483987569809;0.269763976335526;0.273299783468246
466.959991455078;0.298507332801819;0.29273596405983;0.306412726640701
467.570007324219;0.298454374074936;0.306283861398697;0.278691828250885
468.029998779297;0.293165594339371;0.282469868659973;0.308460354804993
468.480010986328;0.31066170334816;0.306858450174332;0.311923652887344
468.929992675781;0.310914516448975;0.285504013299942;0.324311167001724
469.540008544922;0.296829164028168;0.304822236299515;0.319115340709686
470;0.307631403207779;0.321143299341202;0.325262248516083
470.440002441406;0.306543529033661;0.30574032664299;0.328113198280334
471.040008544922;0.325723081827164;0.318787425756454;0.340690732002258
471.489990234375;0.326905995607376;0.320962488651276;0.316743850708008
471.940002441406;0.330192983150482;0.323570042848587;0.330610334873199
472.529998779297;0.325575262308121;0.338580250740051;0.327551364898682
472.980010986328;0.324522763490677;0.340113669633865;0.33238559961319
473.429992675781;0.33407136797905;0.344985634088516;0.342073291540146
474.019989013672;0.34403333067894;0.35250735282898;0.373913884162903
474.470001220703;0.345878750085831;0.362938106060028;0.362407684326172
475.070007324219;0.34518113732338;0.361394315958023;0.361843526363373
475.519989013672;0.369414806365967;0.330752640962601;0.368095725774765
475.970001220703;0.362710773944855;0.371115744113922;0.35616335272789
