Sample IDs:;251006_251002A_tht_4days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
539.549987792969;0.171371549367905;0.184421956539154;0.162653610110283
540;0.15581801533699;0.193948164582253;0.1623575091362
540.440002441406;0.156335905194283;0.167093515396118;0.161288782954216
541.02001953125;0.152249395847321;0.165043517947197;0.157855749130249
541.469970703125;0.147510886192322;0.156397834420204;0.166763931512833
542.049987792969;0.134321272373199;0.164317220449448;0.157865107059479
542.5;0.138909414410591;0.160408601164818;0.147561013698578
542.940002441406;0.156438037753105;0.164159893989563;0.162239894270897
543.52001953125;0.143372923135757;0.174920231103897;0.147406712174416
543.969970703125;0.149787381291389;0.159572154283524;0.135216921567917
544.549987792969;0.14605225622654;0.157691895961761;0.130233183503151
545;0.153971046209335;0.163644596934319;0.142386674880981
545.440002441406;0.153401330113411;0.146319702267647;0.138987571001053
546.02001953125;0.153443887829781;0.15214142203331;0.136909961700439
546.469970703125;0.144582718610764;0.12820628285408;0.146433785557747
547.049987792969;0.137096926569939;0.144074514508247;0.137147098779678
547.5;0.149622514843941;0.141279563307762;0.133954465389252
547.940002441406;0.124726116657257;0.129213377833366;0.133334845304489
548.52001953125;0.132074952125549;0.141125485301018;0.131523787975311
548.969970703125;0.129747822880745;0.129493042826653;0.125181540846825
549.549987792969;0.135007232427597;0.129522517323494;0.139587074518204
550;0.126520752906799;0.13624107837677;0.125521421432495
550.440002441406;0.144957721233368;0.127374857664108;0.119406774640083
551.039978027344;0.122482359409332;0.125526249408722;0.110219672322273
551.489990234375;0.123584613204002;0.120404437184334;0.109163776040077
551.940002441406;0.103981107473373;0.112482771277428;0.109709024429321
552.530029296875;0.133146971464157;0.107595428824425;0.110492989420891
552.97998046875;0.119250416755676;0.122292965650558;0.0930072814226151
553.429992675781;0.126965269446373;0.109949633479118;0.112643167376518
554.02001953125;0.119738191366196;0.114831030368805;0.103694096207619
554.469970703125;0.126517757773399;0.107572630047798;0.107499659061432
555.070007324219;0.118561789393425;0.117825418710709;0.0892549306154251
555.52001953125;0.094384029507637;0.1051364839077;0.0845426172018051
555.969970703125;0.120934695005417;0.108650669455528;0.0936019420623779
556.559997558594;0.118662774562836;0.116845607757568;0.0947186648845673
557.010009765625;0.113829746842384;0.101427853107452;0.0915337949991226
557.460021972656;0.110585376620293;0.0931221097707748;0.108271554112434
558.049987792969;0.105756253004074;0.0930475741624832;0.0943330079317093
558.5;0.114669516682625;0.0922978818416595;0.101258650422096
558.950012207031;0.0982181429862976;0.0971548855304718;0.0853871405124664
559.549987792969;0.114827275276184;0.0977044701576233;0.0746841728687286
560;0.109182626008987;0.0880421847105026;0.080780491232872
