Sample IDs:;251002_251002E_tht_0days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
460;0.20441859960556;0.200600355863571;0.202456086874008
460.450012207031;0.188035100698471;0.205942839384079;0.206119447946548
461.059997558594;0.22567680478096;0.219381600618362;0.22780841588974
461.510009765625;0.206069707870483;0.23120328783989;0.232257902622223
461.959991455078;0.208327174186707;0.218873828649521;0.233601272106171
462.570007324219;0.204379379749298;0.235875755548477;0.234542280435562
463.029998779297;0.222096413373947;0.240538537502289;0.217026770114899
463.480010986328;0.22650283575058;0.245296478271484;0.258341163396835
463.929992675781;0.251126974821091;0.237448006868362;0.251838862895966
464.540008544922;0.2571821808815;0.243942201137543;0.255491584539413
465;0.24030402302742;0.254258692264557;0.25155571103096
465.450012207031;0.241481870412827;0.242949306964874;0.275702476501465
466.059997558594;0.253497421741486;0.249598801136017;0.287874579429626
466.510009765625;0.261974215507507;0.267355501651764;0.268267840147018
466.959991455078;0.26355841755867;0.281954407691956;0.281497210264206
467.570007324219;0.259087115526199;0.260724574327469;0.28757718205452
468.029998779297;0.245666116476059;0.275438010692596;0.266385972499847
468.480010986328;0.25904592871666;0.283109217882156;0.286037772893906
468.929992675781;0.277838200330734;0.277674913406372;0.289394348859787
469.540008544922;0.289125055074692;0.278942942619324;0.29950937628746
470;0.28940537571907;0.292384147644043;0.298154205083847
470.440002441406;0.267369568347931;0.303398460149765;0.304442763328552
471.040008544922;0.283198565244675;0.307207614183426;0.308280110359192
471.489990234375;0.274539202451706;0.306092441082001;0.310790330171585
471.940002441406;0.28002205491066;0.288538932800293;0.330975025892258
472.529998779297;0.287524193525314;0.301450550556183;0.303597062826157
472.980010986328;0.307771950960159;0.313188225030899;0.321466773748398
473.429992675781;0.300008058547974;0.326212584972382;0.31380507349968
474.019989013672;0.311531543731689;0.312816828489304;0.326295107603073
474.470001220703;0.304798901081085;0.321689397096634;0.328456938266754
475.070007324219;0.314387649297714;0.320925682783127;0.327731430530548
475.519989013672;0.315550267696381;0.320149123668671;0.334697335958481
475.970001220703;0.304987728595734;0.330972284078598;0.339852303266525
476.559997558594;0.317211955785751;0.34565207362175;0.353403627872467
477.010009765625;0.313870221376419;0.317186892032623;0.328917235136032
477.459991455078;0.324939221143723;0.309871077537537;0.33897590637207
478.049987792969;0.308450996875763;0.339786112308502;0.371720880270004
478.5;0.328156769275665;0.335669577121735;0.32720884680748
478.950012207031;0.3339464366436;0.332845538854599;0.336495190858841
479.549987792969;0.311439961194992;0.329299628734589;0.322304666042328
480;0.319381475448608;0.341201394796371;0.357236534357071
480.450012207031;0.311106503009796;0.33440038561821;0.354160606861114
481.059997558594;0.332737535238266;0.351498991250992;0.360874205827713
481.510009765625;0.335241109132767;0.334628999233246;0.355430394411087
481.959991455078;0.321979165077209;0.31445699930191;0.345103472471237
482.570007324219;0.322804540395737;0.340861707925796;0.360089272260666
483.029998779297;0.323624491691589;0.347996354103088;0.331812351942062
483.480010986328;0.338510692119598;0.337691962718964;0.335527032613754
483.929992675781;0.334942400455475;0.335321366786957;0.353330790996551
484.540008544922;0.339162468910217;0.343255609273911;0.364809215068817
485;0.326082140207291;0.340493232011795;0.359853327274322
485.450012207031;0.343355000019073;0.335281312465668;0.343031078577042
486.059997558594;0.331234395503998;0.343845695257187;0.363493293523788
486.510009765625;0.344269931316376;0.364602655172348;0.342861831188202
486.959991455078;0.32653734087944;0.336220413446426;0.345946192741394
487.570007324219;0.345559686422348;0.347154229879379;0.357656180858612
488.029998779297;0.31335911154747;0.341384619474411;0.345671474933624
488.480010986328;0.337680280208588;0.353171914815903;0.360152453184128
488.929992675781;0.341400772333145;0.341393798589706;0.352588921785355
489.540008544922;0.323331147432327;0.340738862752914;0.351206123828888
490;0.341284483671188;0.350266396999359;0.354235231876373
490.440002441406;0.341331392526627;0.343398720026016;0.34492039680481
491.040008544922;0.333874821662903;0.324819415807724;0.377418488264084
491.489990234375;0.324525654315948;0.334197223186493;0.342970430850983
491.940002441406;0.326941221952438;0.334913074970245;0.352372288703918
492.529998779297;0.330471992492676;0.358914703130722;0.344829887151718
492.980010986328;0.327587395906448;0.334879696369171;0.350370526313782
493.429992675781;0.333337634801865;0.352113634347916;0.341412335634232
494.019989013672;0.333232581615448;0.337751924991608;0.361148476600647
494.470001220703;0.336529821157455;0.338032841682434;0.350172281265259
495.070007324219;0.324885964393616;0.334915101528168;0.337503045797348
495.519989013672;0.322425425052643;0.332134962081909;0.341697514057159
495.970001220703;0.333043545484543;0.337244600057602;0.344154059886932
496.559997558594;0.295776456594467;0.329339295625687;0.322349369525909
497.010009765625;0.334521532058716;0.325995713472366;0.333246409893036
497.459991455078;0.303493469953537;0.322238713502884;0.319642692804337
498.049987792969;0.330291986465454;0.318903177976608;0.334523856639862
498.5;0.33146458864212;0.336777985095978;0.344645112752914
498.950012207031;0.319318026304245;0.314006239175796;0.324880719184876
499.549987792969;0.30852934718132;0.312690049409866;0.334292620420456
500;0.31024768948555;0.335757046937943;0.343630284070969
500.440002441406;0.322915315628052;0.315502196550369;0.313834995031357
501.040008544922;0.326075077056885;0.332705914974213;0.329456895589828
501.489990234375;0.310404598712921;0.314522683620453;0.328049808740616
501.940002441406;0.307865053415298;0.320726931095123;0.313035428524017
502.529998779297;0.298258304595947;0.317122846841812;0.327358722686768
502.980010986328;0.312303364276886;0.310687214136124;0.331206947565079
503.429992675781;0.316020637750626;0.320308715105057;0.306800752878189
504.019989013672;0.295046478509903;0.316746950149536;0.298896640539169
504.470001220703;0.287757396697998;0.312164604663849;0.317340761423111
505.070007324219;0.308814197778702;0.300676345825195;0.301551729440689
505.519989013672;0.311692386865616;0.312843769788742;0.338522285223007
505.970001220703;0.322094589471817;0.297391265630722;0.306010007858276
506.559997558594;0.318020433187485;0.328702062368393;0.315916776657105
507.010009765625;0.347245693206787;0.29712039232254;0.328965276479721
507.459991455078;0.33189931511879;0.312970131635666;0.34384673833847
508.049987792969;0.335297912359238;0.34232285618782;0.342816352844238
508.5;0.315704673528671;0.316013783216476;0.327877253293991
508.950012207031;0.329356640577316;0.326778292655945;0.331828564405441
509.549987792969;0.348712265491486;0.343013107776642;0.331750124692917
510;0.336744636297226;0.339879512786865;0.344919770956039
510.440002441406;0.340653985738754;0.355887353420258;0.371559202671051
511.040008544922;0.339923948049545;0.364658504724503;0.376541435718536
511.489990234375;0.365008026361465;0.3535076379776;0.379171401262283
511.940002441406;0.354677885770798;0.339985936880112;0.371783912181854
