Sample IDs:;251003_251002A_tht_1days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
460;0.154888302087784;0.180743247270584;0.173647850751877
460.450012207031;0.184021770954132;0.203018262982368;0.189802289009094
461.059997558594;0.175495326519012;0.187213897705078;0.19697068631649
461.510009765625;0.186884939670563;0.184939950704575;0.196563705801964
461.959991455078;0.186550334095955;0.197160705924034;0.198578402400017
462.570007324219;0.203960612416267;0.20666415989399;0.216464921832085
463.029998779297;0.194186851382256;0.212206110358238;0.218328461050987
463.480010986328;0.216397687792778;0.22295118868351;0.223699346184731
463.929992675781;0.209846273064613;0.223491057753563;0.2276261895895
464.540008544922;0.236403182148933;0.223779901862144;0.229971274733543
465;0.214856550097466;0.205950483679771;0.250261068344116
465.450012207031;0.23735211789608;0.251891165971756;0.216160878539085
466.059997558594;0.249100372195244;0.221889480948448;0.246996477246284
466.510009765625;0.232925400137901;0.244370117783546;0.246089681982994
466.959991455078;0.241282597184181;0.231696382164955;0.250391572713852
467.570007324219;0.243080273270607;0.241601750254631;0.25244665145874
468.029998779297;0.242528274655342;0.248402431607246;0.267088621854782
468.480010986328;0.26265087723732;0.265775114297867;0.263662219047546
468.929992675781;0.246101066470146;0.264158546924591;0.274801850318909
469.540008544922;0.266695529222488;0.27717861533165;0.307120352983475
470;0.28269100189209;0.26982244849205;0.291216403245926
470.440002441406;0.258928239345551;0.282895088195801;0.306283235549927
471.040008544922;0.275847494602203;0.273437201976776;0.29143351316452
471.489990234375;0.275054186582565;0.282919436693192;0.30056169629097
471.940002441406;0.269152849912643;0.30543315410614;0.308690667152405
472.529998779297;0.284591525793076;0.307533293962479;0.315807849168777
472.980010986328;0.300219714641571;0.30792024731636;0.315276324748993
473.429992675781;0.306599706411362;0.310428082942963;0.346619039773941
474.019989013672;0.29388901591301;0.307454526424408;0.31177231669426
474.470001220703;0.290331274271011;0.308263123035431;0.319918125867844
475.070007324219;0.302699863910675;0.314427614212036;0.345986485481262
475.519989013672;0.314086407423019;0.344782173633575;0.349688708782196
475.970001220703;0.298922330141068;0.31535005569458;0.326281636953354
476.559997558594;0.316884428262711;0.33067575097084;0.340105891227722
477.010009765625;0.314402312040329;0.307522267103195;0.357885271310806
477.459991455078;0.308875977993011;0.340755492448807;0.316319614648819
478.049987792969;0.317187964916229;0.339151591062546;0.331110894680023
478.5;0.342904448509216;0.327939867973328;0.339610576629639
478.950012207031;0.312394678592682;0.339850634336472;0.341414272785187
479.549987792969;0.313613057136536;0.333021759986877;0.353408426046371
480;0.314576596021652;0.347274750471115;0.351398855447769
480.450012207031;0.307784169912338;0.318763911724091;0.359622955322266
481.059997558594;0.335580199956894;0.349518090486526;0.350870430469513
481.510009765625;0.31884703040123;0.354783147573471;0.347355484962463
