Sample IDs:;251003_251002K_tht_1days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
551.039978027344;0.174114882946014;0.160506695508957;0.174208492040634
551.489990234375;0.155855119228363;0.160032317042351;0.170276671648026
551.940002441406;0.155403956770897;0.160855829715729;0.156413599848747
552.530029296875;0.148608684539795;0.14719545841217;0.154839441180229
552.97998046875;0.145029559731483;0.157373413443565;0.146029010415077
553.429992675781;0.155049562454224;0.146664693951607;0.159861400723457
554.02001953125;0.157698094844818;0.161230713129044;0.159443914890289
554.469970703125;0.156196042895317;0.148859158158302;0.145448356866837
555.070007324219;0.147015944123268;0.139092415571213;0.147364616394043
555.52001953125;0.148724913597107;0.129473492503166;0.15341354906559
555.969970703125;0.128752395510674;0.142686903476715;0.137176677584648
556.559997558594;0.149748355150223;0.159989610314369;0.142984956502914
557.010009765625;0.127492323517799;0.132589668035507;0.129953220486641
557.460021972656;0.118911772966385;0.122739091515541;0.131840258836746
558.049987792969;0.128058731555939;0.138346001505852;0.143803954124451
558.5;0.139362722635269;0.126444444060326;0.150540381669998
558.950012207031;0.122331321239471;0.129132613539696;0.130164638161659
559.549987792969;0.141936630010605;0.130881637334824;0.119156748056412
560;0.124183535575867;0.111986756324768;0.13588248193264
