Sample IDs:;251006_251002Q_tht_4days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
482.570007324219;10.7120590209961;10.3858327865601;10.4021854400635
483.029998779297;10.8684911727905;10.4437837600708;10.3636169433594
483.480010986328;10.8711986541748;10.398585319519;10.2725896835327
483.929992675781;10.860951423645;10.3703155517578;10.3289937973022
484.540008544922;10.9545373916626;10.3116016387939;10.3191356658936
485;10.8243780136108;10.3744335174561;10.232759475708
485.450012207031;10.86643409729;10.356595993042;10.3116216659546
486.059997558594;10.828595161438;10.3170490264893;10.3525390625
486.510009765625;10.8244609832764;10.2305002212524;10.2744207382202
486.959991455078;10.7096843719482;10.2466735839844;10.2400960922241
487.570007324219;10.8084802627563;10.1518621444702;10.2453594207764
488.029998779297;10.741644859314;10.1829423904419;10.1046514511108
488.480010986328;10.5832939147949;10.115777015686;10.0408716201782
488.929992675781;10.5409832000732;10.1454524993896;10.0068111419678
489.540008544922;10.4030656814575;10.0229301452637;9.96917629241943
490;10.3077764511108;10.0077352523804;9.87265014648438
490.440002441406;10.2900609970093;9.97979164123535;9.81906700134277
491.040008544922;10.2787170410156;9.81897258758545;9.71325969696045
491.489990234375;10.3025455474854;9.8991231918335;9.62808990478516
491.940002441406;10.2135524749756;9.81005477905273;9.63055324554443
492.529998779297;9.97186374664307;9.67216968536377;9.65708446502686
492.980010986328;9.92226123809814;9.69526863098145;9.57402420043945
493.429992675781;9.74004364013672;9.68684101104736;9.44212913513184
494.019989013672;9.66357231140137;9.55772686004639;9.41410160064697
494.470001220703;9.6148157119751;9.52349758148193;9.28239822387695
495.070007324219;9.57632255554199;9.44526958465576;9.21733856201172
495.519989013672;9.47304439544678;9.27225589752197;9.18662738800049
495.970001220703;9.3456916809082;9.22613430023193;9.12170791625977
496.559997558594;9.2678165435791;9.25062942504883;9.07146739959717
497.010009765625;9.13541984558105;9.09135055541992;8.85220146179199
497.459991455078;9.04327487945557;9.07729816436768;8.86844921112061
498.049987792969;9.06504058837891;9.00108051300049;8.79615879058838
498.5;8.83644390106201;8.94083213806152;8.80077171325684
498.950012207031;8.79587268829346;8.79341125488281;8.76003551483154
499.549987792969;8.70003890991211;8.76667499542236;8.55294799804687
500;8.66349697113037;8.69308662414551;8.52934074401855
500.440002441406;8.55986499786377;8.64052104949951;8.42031097412109
501.040008544922;8.42418479919434;8.48148632049561;8.39332962036133
501.489990234375;8.23819351196289;8.45259380340576;8.41045761108398
501.940002441406;8.2354211807251;8.40265369415283;8.33257961273193
502.529998779297;8.09108829498291;8.33609008789063;8.21258068084717
502.980010986328;8.02825546264648;8.27277278900146;8.10070705413818
503.429992675781;7.92979764938354;8.19954109191895;7.99403047561646
504.019989013672;7.89913940429688;8.12436199188232;7.96175146102905
504.470001220703;7.8273286819458;8.08283615112305;7.79082918167114
505.070007324219;7.81907176971436;7.93125057220459;7.81757497787476
505.519989013672;7.62041902542114;7.83395338058472;7.71786260604858
505.970001220703;7.60716152191162;7.82387638092041;7.56869411468506
506.559997558594;7.4550199508667;7.75906467437744;7.50170516967773
507.010009765625;7.38233947753906;7.61541891098022;7.49076223373413
507.459991455078;7.32149410247803;7.54279565811157;7.51130533218384
508.049987792969;7.17831563949585;7.45463085174561;7.35143709182739
508.5;7.10222101211548;7.45931577682495;7.31014919281006
508.950012207031;7.13652801513672;7.32511806488037;7.1899938583374
509.549987792969;7.08180856704712;7.28684520721436;7.14309883117676
510;6.91380167007446;7.21168518066406;6.99009704589844
510.440002441406;6.91885852813721;7.10928106307983;7.0143780708313
511.040008544922;6.84131860733032;7.07059526443481;6.93809652328491
511.489990234375;6.81017303466797;6.91951370239258;6.8394570350647
511.940002441406;6.70114803314209;6.93703651428223;6.79909610748291
512.530029296875;6.58157205581665;6.8769326210022;6.76901340484619
512.97998046875;6.50539207458496;6.75765609741211;6.6474494934082
513.429992675781;6.48575210571289;6.64264869689941;6.61270952224731
514.02001953125;6.38322687149048;6.59370803833008;6.50766563415527
514.469970703125;6.32164287567139;6.47110366821289;6.44500541687012
515.070007324219;6.21168994903564;6.44614696502686;6.29448080062866
515.52001953125;6.13710451126099;6.34798860549927;6.29915475845337
515.969970703125;6.04914665222168;6.26208782196045;6.24517679214478
516.559997558594;6.02411603927612;6.26147270202637;6.11404800415039
517.010009765625;5.91339540481567;6.17299365997314;6.06291484832764
