Sample IDs:;251003_buffer;;
542.049987792969;-0.0496645346283913;-0.0463011302053928;-0.0487129464745522
542.5;-0.0535935163497925;-0.04971544444561;-0.044306818395853
542.940002441406;-0.0585255064070225;-0.0347260162234306;-0.0438078530132771
543.52001953125;-0.0456800423562527;-0.035204291343689;-0.0437944009900093
543.969970703125;-0.0427638441324234;-0.0399984121322632;-0.0472423955798149
544.549987792969;-0.0482082553207874;-0.0390853770077229;-0.0291463918983936
545;-0.0418762378394604;-0.0521458648145199;-0.0399018079042435
545.440002441406;-0.0360289588570595;-0.0434567630290985;-0.0409025028347969
546.02001953125;-0.0540849380195141;-0.0482797361910343;-0.0433630011975765
546.469970703125;-0.0481652766466141;-0.0497178435325623;-0.0433522872626781
547.049987792969;-0.0486725308001041;-0.0492299795150757;-0.0384251847863197
547.5;-0.04819031432271;-0.0438582263886929;-0.0462499782443047
547.940002441406;-0.0457254536449909;-0.0535990782082081;-0.0452774427831173
548.52001953125;-0.0560425221920013;-0.0424197688698769;-0.0423747710883617
548.969970703125;-0.0398569218814373;-0.0399363115429878;-0.0374201908707619
549.549987792969;-0.0428511053323746;-0.0472518131136894;-0.0540849380195141
550;-0.044753972440958;-0.0345083326101303;-0.0403883308172226
550.440002441406;-0.0432814918458462;-0.0457932278513908;-0.0385001562535763
551.039978027344;-0.053594633936882;-0.0413827039301395;-0.0404222086071968
551.489990234375;-0.0374069288372993;-0.0457876734435558;-0.0565242692828178
551.940002441406;-0.0457894131541252;-0.0472536198794842;-0.0452965348958969
552.530029296875;-0.0560491122305393;-0.0379377007484436;-0.0477363131940365
552.97998046875;-0.0604685731232166;-0.0399094074964523;-0.0438581630587578
553.429992675781;-0.0461794324219227;-0.0438741073012352;-0.0350601486861706
554.02001953125;-0.0397669561207294;-0.0501852072775364;-0.0423761643469334
554.469970703125;-0.0555633157491684;-0.0574914291501045;-0.0443583950400352
555.070007324219;-0.0452520810067654;-0.0404263287782669;-0.0389392040669918
555.52001953125;-0.0423222482204437;-0.0487243086099625;-0.0380404330790043
555.969970703125;-0.0354481786489487;-0.0501800887286663;-0.0487283505499363
556.559997558594;-0.046253364533186;-0.051158532500267;-0.042399350553751
557.010009765625;-0.0476991273462772;-0.0364326685667038;-0.0516393296420574
557.460021972656;-0.0467365272343159;-0.0389121994376183;-0.0399849563837051
558.049987792969;-0.0481584519147873;-0.046230673789978;-0.0516468398272991
558.5;-0.038839902728796;-0.0403680205345154;-0.0448323711752892
558.950012207031;-0.0526049360632896;-0.0428180620074272;-0.043393399566412
559.549987792969;-0.0442170277237892;-0.0565200932323933;-0.0448562614619732
560;-0.0402741730213165;-0.0295911747962236;-0.0429623238742352
