Sample IDs:;251003_buffer;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
460;-0.0243582166731358;-0.00715337321162224;-0.00276315957307816
460.450012207031;-0.00978685542941094;-0.0094333179295063;-0.012944869697094
461.059997558594;-0.0109587274491787;0.00287740677595139;-0.00151487439870834
461.510009765625;-0.00535216554999351;-0.0174464210867882;-3.94E-05
461.959991455078;-0.0126997753977776;-0.00359305739402771;-0.0207302495837212
462.570007324219;-0.022031057626009;-0.00915694236755371;-0.0103304907679558
463.029998779297;-0.0172067917883396;-0.0261362139135599;-0.0216915532946587
463.480010986328;-0.00569449365139008;-0.0100391693413258;-0.020231407135725
463.929992675781;-0.0160328969359398;-0.0141102075576782;-0.000321444123983383
464.540008544922;-0.018848892301321;-0.0199517197906971;-0.0115374475717545
465;-0.0235720947384834;-0.0329836383461952;-0.0219082608819008
465.450012207031;-0.00491385534405708;-0.0166073106229305;-0.0173810459673405
466.059997558594;-0.0323836915194988;-0.0194845646619797;-0.0292536802589893
466.510009765625;-0.0255024414509535;-0.0165181159973145;-0.0159806944429874
466.959991455078;-0.0131923221051693;-0.0213449485599995;-0.0330086648464203
467.570007324219;-0.0201808176934719;-0.0177353955805302;-0.0287845451384783
468.029998779297;-0.025492837652564;-0.0212673135101795;-0.0206084959208965
468.480010986328;-0.0241992473602295;-0.0320004150271416;-0.0291758198291063
468.929992675781;-0.0259030554443598;-0.0266344957053661;-0.0292593259364367
469.540008544922;-0.0158109366893768;-0.033071156591177;-0.0210269913077354
470;-0.0320784002542496;-0.0315730944275856;-0.0210043974220753
470.440002441406;-0.0255661178380251;-0.0247913114726543;-0.022229079157114
471.040008544922;-0.0208192616701126;-0.028225326910615;-0.0291796512901783
471.489990234375;-0.0255258828401566;-0.0350934714078903;-0.0223249942064285
471.940002441406;-0.0325561836361885;-0.0220532268285751;-0.0315607190132141
472.529998779297;-0.0355896092951298;-0.0334563031792641;-0.0208777897059917
472.980010986328;-0.0326859764754772;-0.0171884186565876;-0.0374386310577393
473.429992675781;-0.0354685708880425;-0.0309616178274155;-0.0173934362828732
474.019989013672;-0.025963731110096;-0.0353875085711479;-0.0168825574219227
474.470001220703;-0.0370576530694962;-0.0234883390367031;-0.0369932726025581
475.070007324219;-0.0189788453280926;-0.0179876387119293;-0.0248349234461784
475.519989013672;-0.032574612647295;-0.0140709057450294;-0.0227816700935364
475.970001220703;-0.0295724980533123;-0.0323756486177444;-0.0204177275300026
476.559997558594;-0.045455776154995;-0.0273782443255186;-0.020871352404356
477.010009765625;-0.0257506780326366;-0.028265917673707;-0.0317551642656326
477.459991455078;-0.0354737564921379;-0.0387024134397507;-0.0233668200671673
478.049987792969;-0.0401522405445576;-0.0422540791332722;-0.0380486361682415
478.5;-0.0219962783157825;-0.0298953149467707;-0.0273618567734957
478.950012207031;-0.0294673517346382;-0.0323523655533791;-0.0307742692530155
479.549987792969;-0.024749493226409;-0.0357891991734505;-0.0448797531425953
480;-0.0416454523801804;-0.0259460583329201;-0.034621573984623
480.450012207031;-0.0423394590616226;-0.0343811959028244;-0.0317587405443192
481.059997558594;-0.0320662558078766;-0.0329752787947655;-0.0255204401910305
481.510009765625;-0.0446983091533184;-0.0261812135577202;-0.0357224904000759
481.959991455078;-0.0362137705087662;-0.0413145571947098;-0.0231356527656317
482.570007324219;-0.0213143974542618;-0.041863813996315;-0.0328629985451698
483.029998779297;-0.0282053351402283;-0.0349041372537613;-0.0376509092748165
483.480010986328;-0.0328041166067123;-0.0378814302384853;-0.0232538394629955
483.929992675781;-0.0337997078895569;-0.024129219353199;-0.023153031244874
484.540008544922;-0.0286572575569153;-0.0266843251883984;-0.0362192764878273
485;-0.0501112528145313;-0.0403799936175346;-0.0230832826346159
485.450012207031;-0.0320955701172352;-0.0282306987792254;-0.025324048474431
486.059997558594;-0.0430307276546955;-0.0351438522338867;-0.0287037938833237
486.510009765625;-0.0464987345039845;-0.0398857071995735;-0.0321858525276184
486.959991455078;-0.0346017107367516;-0.0287434607744217;-0.0297649260610342
487.570007324219;-0.037035059183836;-0.0365339517593384;-0.0233636144548655
488.029998779297;-0.032194335013628;-0.0369076877832413;-0.0331454873085022
488.480010986328;-0.030558293685317;-0.0472324453294277;-0.0267728604376316
488.929992675781;-0.0427585393190384;-0.0354273319244385;-0.0321751646697521
489.540008544922;-0.0368453413248062;-0.0329650938510895;-0.0331760048866272
490;-0.0515767298638821;-0.0261376928538084;-0.0389541313052177
490.440002441406;-0.042901910841465;-0.0325531996786594;-0.0355833694338799
491.040008544922;-0.0433920063078403;-0.0437719188630581;-0.0370238944888115
491.489990234375;-0.0275758858770132;-0.0256623160094023;-0.0356425344944
491.940002441406;-0.0331481173634529;-0.03743926435709;-0.0355226099491119
492.529998779297;-0.0441779009997845;-0.0418509729206562;-0.0321741625666618
492.980010986328;-0.0244372561573982;-0.035980112850666;-0.0326026007533073
493.429992675781;-0.0363207571208477;-0.0364798456430435;-0.0417734384536743
494.019989013672;-0.0402513295412064;-0.0399152338504791;-0.0417872294783592
494.470001220703;-0.0349296480417252;-0.0438442416489124;-0.0269887521862984
495.070007324219;-0.0343852788209915;-0.0516454800963402;-0.0393703430891037
495.519989013672;-0.0270663555711508;-0.0487428940832615;-0.0364103093743324
495.970001220703;-0.0288563966751099;-0.0438868328928947;-0.0304810702800751
496.559997558594;-0.0412524156272411;-0.0317089594900608;-0.027679406106472
497.010009765625;-0.0452243611216545;-0.0506723783910274;-0.0383865050971508
497.459991455078;-0.0452937558293343;-0.0364425480365753;-0.0350043028593063
498.049987792969;-0.0447953976690769;-0.0282116420567036;-0.0379380881786346
498.5;-0.0323232412338257;-0.0355073921382427;-0.0359528288245201
498.950012207031;-0.0421120375394821;-0.0221981219947338;-0.0379435494542122
499.549987792969;-0.0331815630197525;-0.0403513684868813;-0.0321374535560608
500;-0.0356478616595268;-0.041332334280014;-0.0418259426951408
500.440002441406;-0.0260852742940187;-0.0383546873927116;-0.043303869664669
501.040008544922;-0.0345968827605247;-0.0388857461512089;-0.0433260351419449
501.489990234375;-0.0410316661000252;-0.0365020111203194;-0.0467334650456905
501.940002441406;-0.030479421839118;-0.047735296189785;-0.0321273244917393
502.529998779297;-0.035927876830101;-0.0384319201111794;-0.0301588885486126
502.980010986328;-0.0312911868095398;-0.019518356770277;-0.0276137907058001
503.429992675781;-0.0347269847989082;-0.0232986118644476;-0.0364477969706058
504.019989013672;-0.0229566562920809;-0.0331437662243843;-0.0423738956451416
504.470001220703;-0.0348355248570442;-0.0286260787397623;-0.0189360678195953
505.070007324219;-0.0286880247294903;-0.0202520377933979;-0.0253477524966002
505.519989013672;-0.0248123705387115;-0.0163145884871483;-0.0236612688750029
505.970001220703;-0.0153894126415253;-0.0221622139215469;-0.0310214255005121
506.559997558594;-0.026966467499733;-0.00993991643190384;0.00109321251511574
507.010009765625;-0.0133016407489777;-4.68E-06;-0.000155732035636902
507.459991455078;-0.00415286049246788;-0.0121480636298656;0.000905115157365799
508.049987792969;0.00694938376545906;0.00640526786446571;0.00385313853621483
508.5;0.0104535035789013;0.0141463987529278;-0.00437462329864502
508.950012207031;0.0132999457418919;0.0299129225313663;0.0188491679728031
509.549987792969;0.0349145345389843;0.0177968330681324;0.0228224508464336
510;0.0272193215787411;0.0405037961900234;0.0288425423204899
510.440002441406;0.0403761379420757;0.0456277094781399;0.0371154434978962
511.040008544922;0.0548279248178005;0.0620713718235493;0.0499099306762218
511.489990234375;0.0618676356971264;0.0708707869052887;0.0582530461251736
511.940002441406;0.064360722899437;0.0514613203704357;0.0548474155366421
512.530029296875;0.0826122611761093;0.0901604145765305;0.0596314705908298
512.97998046875;0.0840696543455124;0.0945594161748886;0.0790089517831802
513.429992675781;0.0931384861469269;0.100560933351517;0.0866994708776474
514.02001953125;0.103295534849167;0.0948569774627686;0.0994599908590317
514.469970703125;0.115080654621124;0.112939774990082;0.0981858372688294
515.070007324219;0.0967348217964172;0.115949243307114;0.113262325525284
515.52001953125;0.118288531899452;0.124957591295242;0.114730909466743
515.969970703125;0.118812724947929;0.120010614395142;0.114656090736389
516.559997558594;0.0989900976419449;0.129868403077126;0.113124266266823
517.010009765625;0.113114252686501;0.112504154443741;0.120120882987976
517.460021972656;0.123050764203072;0.114666268229485;0.103115424513817
518.049987792969;0.12703275680542;0.122372329235077;0.12330025434494
518.5;0.116983771324158;0.118757456541061;0.112813800573349
518.950012207031;0.114097014069557;0.105581536889076;0.1282689422369
519.549987792969;0.116518050432205;0.107475697994232;0.112086057662964
520;0.0917008966207504;0.100669533014297;0.103286504745483
520.440002441406;0.0967198014259338;0.0991819202899933;0.111451208591461
521.02001953125;0.0812320560216904;0.0815222859382629;0.0954830646514893
521.469970703125;0.0827305763959885;0.0828429460525513;0.0824567973613739
522.049987792969;0.0607326962053776;0.0706087052822113;0.0698577910661697
522.5;0.0629101246595383;0.0714624375104904;0.0619314648211002
522.940002441406;0.0635639131069183;0.0431503020226955;0.0427419655025005
523.52001953125;0.0411716289818287;0.0434434674680233;0.0345699675381184
523.969970703125;0.036150548607111;0.0379721857607365;0.0439442880451679
524.549987792969;0.0232936106622219;0.0177840776741505;0.0111799947917461
525;0.0260257832705975;0.0162460021674633;0.0199409760534763
525.440002441406;-0.00117646530270576;0.00801616907119751;0.00935250148177147
526.02001953125;0.00397293269634247;0.00183550268411636;0.0117340125143528
526.469970703125;-0.00203274562954903;-0.00555368885397911;0.00144485384225845
527.049987792969;-0.0130386501550674;-0.0166454501450062;-0.0164124704897404
527.5;-0.028465311974287;-0.03128382563591;-0.0185133218765259
527.940002441406;-0.0275305993855;-0.0322295315563679;-0.00925611332058906
528.52001953125;-0.0259834453463554;-0.0176110193133354;-0.023872971534729
528.969970703125;-0.0491493903100491;-0.0302247144281864;-0.0272157453000546
529.549987792969;-0.0229640528559685;-0.0348963141441345;-0.0296743921935558
530;-0.0353847742080688;-0.0325051620602608;-0.0292138289660215
530.440002441406;-0.0388778857886791;-0.0385042764246464;-0.0317423678934574
531.039978027344;-0.0398446097970009;-0.0272223334759474;-0.0365710370242596
531.489990234375;-0.0462244339287281;-0.0472404807806015;-0.0346429981291294
531.940002441406;-0.0437752977013588;-0.0373165346682072;-0.0399703979492188
532.530029296875;-0.0481642000377178;-0.0388102680444717;-0.0322490110993385
532.97998046875;-0.0436897277832031;-0.0339110568165779;-0.0424573682248592
533.429992675781;-0.0372408218681812;-0.0521215423941612;-0.0394574627280235
534.02001953125;-0.0436587482690811;-0.0418011471629143;-0.0506844483315945
534.469970703125;-0.0347239002585411;-0.0423452816903591;-0.0380807779729366
535.070007324219;-0.0362367480993271;-0.0467006787657738;-0.0438622981309891
535.52001953125;-0.0332136303186417;-0.0413306429982185;-0.0385171994566917
535.969970703125;-0.0520849376916885;-0.0373845770955086;-0.0414251461625099
536.559997558594;-0.036723792552948;-0.0373855903744698;-0.0305884443223476
537.010009765625;-0.0400996655225754;-0.0324380621314049;-0.0360712856054306
537.460021972656;-0.0425892658531666;-0.0457536280155182;-0.0375451557338238
538.049987792969;-0.0406731478869915;-0.0433762297034264;-0.0491904877126217
538.5;-0.0451055243611336;-0.0438439771533012;-0.0424058400094509
538.950012207031;-0.0357119143009186;-0.0350228324532509;-0.0438640341162682
539.549987792969;-0.0332486927509308;-0.0443343967199326;-0.0335774570703506
540;-0.0481536947190762;-0.0516448281705379;-0.0477207601070404
540.440002441406;-0.0377996861934662;-0.0366126373410225;-0.035542331635952
541.02001953125;-0.0486265234649181;-0.0501982048153877;-0.0428302213549614
541.469970703125;-0.0441867560148239;-0.0356406569480896;-0.0398698076605797
