Sample IDs:;251002_251002G_tht_0days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
460;0.219458371400833;0.221607267856598;0.200964123010635
460.450012207031;0.202301502227783;0.212640374898911;0.217129051685333
461.059997558594;0.218858271837234;0.228299468755722;0.222993046045303
461.510009765625;0.223211884498596;0.212141960859299;0.223404854536057
461.959991455078;0.236722141504288;0.21799635887146;0.224664300680161
462.570007324219;0.215069204568863;0.242800235748291;0.242763429880142
463.029998779297;0.223126798868179;0.239856839179993;0.235098093748093
463.480010986328;0.234462380409241;0.244152694940567;0.239373534917831
463.929992675781;0.269089609384537;0.228360444307327;0.233381658792496
464.540008544922;0.258500993251801;0.243084311485291;0.268363982439041
465;0.24564391374588;0.259453028440475;0.24535146355629
465.450012207031;0.241866946220398;0.276791512966156;0.252718329429626
466.059997558594;0.246825516223907;0.251856178045273;0.266175717115402
466.510009765625;0.259817242622375;0.251206159591675;0.26023131608963
466.959991455078;0.274912774562836;0.278407961130142;0.266542285680771
467.570007324219;0.277438044548035;0.267594844102859;0.29273647069931
468.029998779297;0.285049259662628;0.262137442827225;0.278104245662689
468.480010986328;0.281329482793808;0.27722379565239;0.272583395242691
468.929992675781;0.279586553573608;0.269723355770111;0.277276962995529
469.540008544922;0.300574600696564;0.301864594221115;0.299548268318176
470;0.296999663114548;0.28364372253418;0.304744571447372
470.440002441406;0.312237977981567;0.314969927072525;0.3150754570961
471.040008544922;0.298808217048645;0.299561828374863;0.30386546254158
471.489990234375;0.311326622962952;0.282540529966354;0.318100064992905
471.940002441406;0.303603112697601;0.307224988937378;0.310069531202316
472.529998779297;0.326501876115799;0.318304866552353;0.307217121124268
472.980010986328;0.303325980901718;0.326951742172241;0.325016856193542
473.429992675781;0.337895184755325;0.302778035402298;0.304801464080811
474.019989013672;0.312642604112625;0.33174079656601;0.31985068321228
474.470001220703;0.328963994979858;0.338679373264313;0.314868152141571
475.070007324219;0.353248447179794;0.339819192886353;0.338371843099594
475.519989013672;0.336368232965469;0.343622237443924;0.329168081283569
475.970001220703;0.339060872793198;0.319712489843369;0.339835315942764
476.559997558594;0.327282816171646;0.325489491224289;0.335556209087372
477.010009765625;0.331624180078506;0.338851094245911;0.342314958572388
477.459991455078;0.327615708112717;0.317906647920609;0.338960975408554
478.049987792969;0.345425099134445;0.338476002216339;0.324153423309326
478.5;0.345587909221649;0.35449144244194;0.336685508489609
478.950012207031;0.345731616020203;0.35797905921936;0.330426752567291
479.549987792969;0.325446397066116;0.330474436283112;0.349031239748001
480;0.326962172985077;0.33366784453392;0.319090723991394
480.450012207031;0.318657994270325;0.334143131971359;0.330544084310532
481.059997558594;0.332880288362503;0.357892394065857;0.337853312492371
481.510009765625;0.332821756601334;0.357385277748108;0.348406344652176
481.959991455078;0.347448170185089;0.360409468412399;0.342882812023163
482.570007324219;0.349450141191483;0.326661139726639;0.351144403219223
483.029998779297;0.345727324485779;0.347778469324112;0.353102505207062
483.480010986328;0.360304772853851;0.360049962997437;0.365273684263229
483.929992675781;0.347654759883881;0.328678011894226;0.353328555822372
484.540008544922;0.34155935049057;0.338114976882935;0.341628581285477
485;0.338685244321823;0.335923373699188;0.365915983915329
485.450012207031;0.342918306589127;0.356626451015472;0.335332363843918
486.059997558594;0.348105013370514;0.34123107790947;0.363078027963638
486.510009765625;0.345362395048142;0.35677170753479;0.363237410783768
486.959991455078;0.350957483053207;0.332318753004074;0.328753858804703
487.570007324219;0.345010787248611;0.349197208881378;0.362871915102005
488.029998779297;0.332371026277542;0.355541467666626;0.358461529016495
488.480010986328;0.341706037521362;0.354150474071503;0.364198386669159
488.929992675781;0.339622467756271;0.334054529666901;0.345059394836426
489.540008544922;0.350591242313385;0.352600991725922;0.343141913414001
490;0.353926956653595;0.341290831565857;0.346895515918732
490.440002441406;0.337427794933319;0.354389071464539;0.351499110460281
491.040008544922;0.351521521806717;0.350724071264267;0.350358337163925
491.489990234375;0.343857109546661;0.340324997901916;0.3410604596138
491.940002441406;0.344528526067734;0.338014334440231;0.353473633527756
492.529998779297;0.333712071180344;0.353270977735519;0.34418985247612
492.980010986328;0.339647263288498;0.349580436944962;0.372324585914612
493.429992675781;0.327236622571945;0.352550029754639;0.334188848733902
494.019989013672;0.341028213500977;0.34382438659668;0.338124603033066
494.470001220703;0.338553756475449;0.336749017238617;0.347805052995682
495.070007324219;0.352916896343231;0.327399849891663;0.337734311819077
495.519989013672;0.35205015540123;0.35619843006134;0.331687718629837
495.970001220703;0.342613905668259;0.322663635015488;0.342033088207245
496.559997558594;0.325432986021042;0.335812628269196;0.345625132322311
497.010009765625;0.321176290512085;0.304984658956528;0.332884043455124
497.459991455078;0.319361835718155;0.329145818948746;0.342945843935013
