IDs:;240912_04_240712D;15_b02_DNAJB6_00_087_uM;
28486.46;63.467;48.025;36.224
28487.47;63.464;48.024;36.222
28488.46;63.457;48.024;36.223
28489.46;63.455;48.025;36.223
28490.46;63.465;48.026;36.224
28491.48;63.471;48.021;36.22
28492.5;63.471;48.024;36.222
28493.48;63.459;48.023;36.222
28494.48;63.451;48.025;36.223
28495.48;63.467;48.025;36.223
28496.49;63.465;48.025;36.223
28497.5;63.463;48.023;36.222
28498.51;63.459;48.022;36.22
28499.5;63.446;48.024;36.221
28500.49;63.459;48.024;36.222
28501.5;63.448;48.023;36.221
28502.49;63.466;48.026;36.224
28503.49;63.452;48.026;36.224
28504.5;63.48;48.021;36.219
28505.5;63.455;48.027;36.224
28506.48;63.471;48.026;36.224
28507.47;63.463;48.025;36.223
28508.44;63.459;48.021;36.22
28509.45;63.469;48.024;36.223
28510.45;63.459;48.023;36.221
28511.46;63.462;48.025;36.224
28512.45;63.457;48.027;36.225
28513.44;63.481;48.024;36.223
28514.43;63.454;48.025;36.223
28515.43;63.467;48.025;36.223
28516.44;63.469;48.023;36.222
28517.46;63.446;48.024;36.221
28518.46;63.466;48.021;36.219
28519.47;63.463;48.025;36.223
28520.48;63.465;48.023;36.222
28521.5;63.452;48.022;36.22
28522.51;63.46;48.022;36.22
28523.52;63.454;48.021;36.219
28524.51;63.45;48.02;36.218
28525.53;63.458;48.019;36.218
28526.52;63.463;48.021;36.219
28527.52;63.468;48.021;36.219
28528.54;63.453;48.024;36.222
28529.54;63.45;48.023;36.221
28530.54;63.457;48.02;36.219
28531.55;63.454;48.023;36.221
28532.54;63.469;48.023;36.221
28533.54;63.457;48.02;36.218
28534.53;63.441;48.021;36.219
28535.52;63.452;48.022;36.22
28536.52;63.461;48.02;36.218
28537.53;63.455;48.022;36.22
28538.52;63.455;48.022;36.22
28539.53;63.453;48.021;36.219
28540.55;63.448;48.023;36.221
28541.55;63.446;48.02;36.218
28542.56;63.449;48.023;36.221
28543.56;63.455;48.021;36.218
28544.55;63.452;48.022;36.22
28545.56;63.455;48.02;36.217
28546.55;63.445;48.021;36.218
28547.58;63.459;48.021;36.219
28548.58;63.459;48.023;36.221
28549.59;63.451;48.021;36.219
28550.57;63.453;48.021;36.219
28551.57;63.454;48.017;36.215
28552.55;63.458;48.019;36.217
28553.56;63.455;48.021;36.219
28554.55;63.453;48.019;36.217
28555.54;63.471;48.022;36.22
28556.54;63.463;48.022;36.22
28557.54;63.445;48.022;36.219
28558.55;63.453;48.022;36.22
28559.54;63.453;48.02;36.218
28560.53;63.467;48.019;36.217
28561.52;63.441;48.021;36.218
28562.52;63.452;48.02;36.218
28563.52;63.433;48.021;36.218
28564.51;63.449;48.02;36.217
28565.52;63.438;48.019;36.216
28566.5;63.443;48.02;36.218
28567.5;63.448;48.02;36.218
28568.52;63.449;48.02;36.218
28569.52;63.468;48.021;36.219
28570.53;63.451;48.019;36.217
28571.54;63.438;48.021;36.219
28572.55;63.451;48.018;36.215
28573.55;63.458;48.021;36.219
28574.55;63.452;48.023;36.221
28575.52;63.446;48.021;36.218
28576.54;63.472;48.021;36.22
28577.52;63.444;48.021;36.218
28578.52;63.447;48.021;36.218
28579.53;63.445;48.021;36.219
28580.51;63.458;48.02;36.218
28581.51;63.441;48.019;36.216
28582.52;63.455;48.021;36.219
28583.51;63.45;48.02;36.217
28584.49;63.436;48.019;36.216
28585.5;63.446;48.02;36.219
28586.5;63.449;48.016;36.214
28587.5;63.451;48.018;36.216
28588.51;63.447;48.018;36.215
28589.52;63.463;48.017;36.215
28590.52;63.452;48.02;36.218
28591.51;63.459;48.017;36.214
28592.53;63.443;48.018;36.215
28593.53;63.448;48.017;36.214
28594.53;63.436;48.02;36.217
28595.52;63.452;48.018;36.216
28596.54;63.458;48.018;36.215
28597.53;63.442;48.019;36.217
28598.53;63.451;48.015;36.213
28599.52;63.437;48.016;36.214
28600.52;63.459;48.017;36.215
28601.51;63.437;48.017;36.214
28602.51;63.439;48.019;36.216
28603.51;63.437;48.018;36.215
28604.51;63.441;48.014;36.212
28605.5;63.463;48.014;36.212
28606.5;63.446;48.016;36.214
28607.52;63.449;48.015;36.213
28608.53;63.445;48.015;36.212
28609.52;63.443;48.014;36.212
28610.52;63.436;48.015;36.212
28611.53;63.461;48.011;36.21
28612.52;63.442;48.015;36.212
28613.51;63.442;48.015;36.213
28614.51;63.428;48.015;36.211
28615.53;63.445;48.014;36.212
28616.51;63.441;48.013;36.211
28617.51;63.437;48.013;36.21
28618.5;63.455;48.014;36.212
28619.5;63.451;48.013;36.211
28620.51;63.443;48.013;36.211
28621.52;63.443;48.015;36.212
28622.53;63.438;48.014;36.211
28623.54;63.438;48.012;36.209
28624.54;63.444;48.01;36.207
28625.53;63.45;48.013;36.211
28626.51;63.443;48.012;36.21
28627.5;63.438;48.012;36.21
28628.51;63.442;48.011;36.209
28629.51;63.438;48.011;36.209
28630.51;63.457;48.009;36.207
28631.5;63.438;48.011;36.208
28632.5;63.444;48.011;36.209
28633.49;63.433;48.011;36.209
28634.5;63.447;48.01;36.209
28635.5;63.447;48.009;36.207
28636.48;63.427;48.011;36.208
28637.48;63.447;48.011;36.209
28638.49;63.443;48.011;36.209
28639.49;63.446;48.009;36.206
28640.5;63.437;48.011;36.208
28641.48;63.436;48.011;36.209
28642.49;63.44;48.009;36.207
28643.46;63.429;48.01;36.208
28644.45;63.442;48.012;36.21
28645.46;63.438;48.009;36.207
28646.46;63.431;48.008;36.206
28647.49;63.435;48.008;36.206
28648.49;63.439;48.008;36.205
28649.5;63.436;48.007;36.204
28650.52;63.449;48.007;36.205
28651.51;63.444;48.008;36.206
28652.5;63.445;48.007;36.206
28653.51;63.422;48.008;36.205
28654.52;63.446;48.009;36.206
28655.51;63.444;48.005;36.202
28656.51;63.425;48.006;36.203
28657.51;63.44;48.006;36.204
28658.52;63.434;48.006;36.203
28659.49;63.429;48.006;36.203
28660.5;63.433;48.008;36.206
28661.5;63.431;48.006;36.203
28662.49;63.434;48.007;36.205
28663.49;63.437;48.007;36.205
28664.5;63.419;48.006;36.203
28665.48;63.433;48.006;36.204
28666.48;63.431;48.007;36.204
28667.49;63.421;48.005;36.202
28668.46;63.42;48.006;36.202
28669.48;63.423;48.006;36.204
28670.48;63.438;48.002;36.199
28671.47;63.418;48.007;36.204
28672.48;63.425;48.004;36.202
28673.49;63.409;48.007;36.205
28674.47;63.417;48.006;36.203
28675.47;63.446;48.003;36.201
28676.48;63.421;48.005;36.203
28677.46;63.449;48.004;36.202
28678.46;63.421;48.003;36.2
28679.45;63.436;48.003;36.201
28680.45;63.436;48.003;36.2
28681.46;63.426;48.003;36.2
28682.47;63.413;48.003;36.201
28683.46;63.412;48.002;36.199
28684.45;63.435;48.002;36.199
28685.45;63.428;48.002;36.2
28686.45;63.423;48.002;36.2
28687.45;63.412;48.004;36.201
28688.46;63.443;47.999;36.197
28689.47;63.432;48.002;36.2
28690.5;63.412;48;36.197
28691.49;63.424;48.003;36.2
28692.48;63.432;48.003;36.2
28693.48;63.431;48.001;36.198
28694.5;63.421;48.003;36.201
28695.48;63.417;48.002;36.198
28696.48;63.427;48.002;36.199
28697.48;63.427;48.002;36.199
28698.46;63.421;48.004;36.201
28699.46;63.427;48;36.197
28700.46;63.412;48.005;36.202
28701.46;63.441;48.003;36.201
28702.47;63.434;48.001;36.199
28703.46;63.418;48.005;36.202
28704.47;63.435;48.002;36.2
28705.45;63.414;48.002;36.199
28706.47;63.428;48.001;36.199
28707.47;63.417;48.003;36.2
28708.45;63.412;48.003;36.2
28709.44;63.415;48.004;36.201
28710.42;63.426;48.003;36.2
28711.41;63.426;48.002;36.199
28712.4;63.404;48.002;36.199
28713.41;63.422;48.004;36.201
28714.38;63.422;48.002;36.198
28715.37;63.421;48.001;36.198
28716.37;63.421;48.004;36.2
28717.37;63.412;48.003;36.2
28718.38;63.414;48.003;36.2
28719.36;63.413;48.003;36.2
28720.35;63.427;48.001;36.198
28721.35;63.421;48.001;36.198
28722.36;63.424;48.002;36.2
28723.34;63.433;48.002;36.199
28724.32;63.438;47.999;36.197
28725.34;63.423;48.002;36.199
28726.36;63.416;48.002;36.199
28727.35;63.422;48.001;36.198
28728.35;63.422;48.001;36.198
28729.35;63.414;48.001;36.198
28730.32;63.413;48.002;36.199
28731.3;63.421;48.002;36.199
28732.3;63.411;48.001;36.199
28733.3;63.431;47.998;36.196
28734.31;63.416;48.002;36.199
28735.3;63.429;47.998;36.195
28736.32;63.412;48.002;36.199
28737.32;63.42;48.001;36.198
28738.31;63.412;47.999;36.196
28739.29;63.427;47.999;36.196
28740.29;63.418;48.001;36.199
28741.28;63.424;47.998;36.195
28742.26;63.428;48;36.197
28743.26;63.423;47.998;36.195
28744.28;63.419;47.998;36.195
28745.28;63.428;47.999;36.196
28746.28;63.419;48;36.197
28747.29;63.405;48.001;36.198
28748.31;63.409;47.998;36.194
28749.31;63.407;47.997;36.194
28750.31;63.42;47.997;36.194
28751.32;63.409;47.997;36.194
28752.33;63.415;47.999;36.195
28753.3;63.432;47.996;36.193
28754.32;63.425;47.998;36.195
28755.34;63.429;47.995;36.192
28756.33;63.431;47.997;36.195
28757.33;63.419;48;36.197
28758.33;63.416;48;36.197
28759.34;63.441;47.998;36.196
28760.33;63.433;47.997;36.194
28761.35;63.402;48;36.197
28762.34;63.416;47.998;36.195
28763.33;63.415;47.995;36.192
28764.33;63.392;48;36.196
28765.33;63.417;47.997;36.194
28766.3;63.425;47.996;36.193
28767.3;63.412;47.998;36.195
28768.31;63.4;47.998;36.195
28769.31;63.409;47.997;36.194
28770.31;63.43;47.999;36.196
28771.3;63.418;47.999;36.197
28772.3;63.424;47.998;36.195
28773.32;63.414;47.997;36.194
28774.32;63.415;47.997;36.194
28775.33;63.431;47.999;36.196
28776.33;63.403;47.996;36.193
28777.33;63.427;47.998;36.195
28778.32;63.409;47.999;36.195
28779.32;63.42;47.997;36.194
28780.32;63.4;48.002;36.198
28781.32;63.413;47.999;36.195
28782.33;63.434;47.998;36.195
28783.31;63.418;47.999;36.196
28784.3;63.398;47.995;36.191
28785.3;63.417;47.994;36.191
28786.3;63.416;47.996;36.193
28787.31;63.416;47.996;36.192
28788.32;63.402;47.995;36.192
28789.31;63.411;47.995;36.192
28790.31;63.423;47.994;36.192
28791.31;63.395;47.998;36.194
28792.31;63.403;47.996;36.193
28793.32;63.422;47.996;36.194
28794.31;63.405;47.997;36.194
28795.31;63.397;47.997;36.193
28796.3;63.424;47.996;36.194
28797.3;63.404;47.994;36.191
28798.31;63.398;47.998;36.195
28799.29;63.378;47.996;36.193
28800.31;63.4;47.996;36.193
28801.33;63.386;47.996;36.193
28802.32;63.395;47.997;36.193
28803.31;63.41;47.997;36.194
28804.3;63.417;47.997;36.195
28805.3;63.387;47.999;36.195
28806.29;63.409;47.997;36.194
28807.28;63.412;47.996;36.193
28808.28;63.407;47.997;36.194
28809.27;63.416;47.995;36.192
28810.27;63.406;47.997;36.193
28811.27;63.405;47.997;36.193
28812.26;63.407;47.996;36.192
28813.27;63.402;47.999;36.195
28814.28;63.397;47.996;36.192
28815.26;63.402;47.995;36.192
28816.25;63.417;47.997;36.194
28817.26;63.407;47.995;36.191
28818.27;63.395;47.999;36.195
28819.26;63.405;47.998;36.194
28820.26;63.404;47.997;36.192
28821.26;63.401;47.998;36.195
28822.25;63.42;47.996;36.193
28823.26;63.407;47.995;36.192
28824.27;63.403;47.996;36.192
28825.25;63.406;47.993;36.19
28826.25;63.401;47.996;36.192
28827.24;63.401;47.996;36.193
28828.25;63.394;47.993;36.19
28829.26;63.408;47.995;36.192
28830.28;63.405;47.996;36.193
28831.27;63.4;47.996;36.192
28832.27;63.398;47.996;36.193
28833.28;63.408;47.997;36.193
28834.27;63.402;47.997;36.193
28835.26;63.398;47.992;36.188
28836.25;63.416;47.994;36.191
28837.25;63.41;47.994;36.191
28838.23;63.394;47.995;36.191
28839.22;63.409;47.991;36.188
28840.22;63.408;47.994;36.191
28841.23;63.407;47.994;36.191
28842.23;63.396;47.993;36.19
28843.24;63.404;47.994;36.191
28844.21;63.393;47.994;36.19
28845.2;63.415;47.99;36.187
28846.19;63.416;47.992;36.19
28847.2;63.394;47.995;36.191
28848.21;63.412;47.992;36.189
28849.22;63.41;47.99;36.187
28850.2;63.403;47.988;36.185
28851.2;63.406;47.991;36.188
28852.2;63.387;47.993;36.189
28853.19;63.41;47.991;36.187
28854.2;63.38;47.989;36.186
28855.2;63.393;47.989;36.186
28856.19;63.395;47.994;36.19
28857.19;63.405;47.993;36.189
28858.19;63.39;47.992;36.188
28859.2;63.4;47.993;36.19
28860.18;63.4;47.993;36.189
28861.17;63.409;47.993;36.19
28862.17;63.403;47.991;36.187
28863.18;63.411;47.992;36.189
28864.15;63.385;47.992;36.189
28865.14;63.4;47.992;36.188
28866.13;63.389;47.991;36.187
28867.13;63.4;47.992;36.189
28868.13;63.39;47.991;36.187
28869.13;63.392;47.993;36.19
28870.15;63.4;47.989;36.185
28871.16;63.395;47.993;36.189
28872.15;63.404;47.993;36.189
28873.17;63.39;47.994;36.19
28874.17;63.4;47.992;36.188
28875.17;63.402;47.994;36.19
28876.16;63.394;47.995;36.192
28877.18;63.405;47.993;36.189
28878.17;63.389;47.993;36.188
28879.17;63.398;47.993;36.189
28880.17;63.388;47.991;36.187
28881.17;63.394;47.994;36.19
28882.16;63.386;47.992;36.188
28883.16;63.387;47.992;36.188
28884.17;63.384;47.99;36.186
28885.15;63.398;47.99;36.187
28886.16;63.393;47.988;36.184
28887.15;63.39;47.99;36.187
28888.15;63.404;47.988;36.185
28889.15;63.406;47.99;36.187
28890.15;63.394;47.993;36.189
28891.15;63.376;47.991;36.187
28892.15;63.38;47.989;36.185
28893.16;63.377;47.988;36.183
28894.16;63.382;47.992;36.188
28895.14;63.386;47.99;36.186
28896.13;63.402;47.988;36.184
28897.14;63.386;47.987;36.184
28898.12;63.4;47.989;36.186
28899.12;63.39;47.992;36.188
28900.12;63.383;47.992;36.188
28901.11;63.41;47.99;36.187
28902.11;63.411;47.985;36.182
28903.12;63.406;47.987;36.185
28904.13;63.385;47.989;36.185
28905.12;63.393;47.988;36.185
28906.12;63.367;47.992;36.188
28907.12;63.357;47.99;36.185
28908.13;63.389;47.989;36.185
28909.12;63.403;47.99;36.187
28910.12;63.386;47.99;36.186
28911.12;63.402;47.993;36.189
28912.13;63.384;47.988;36.184
28913.14;63.383;47.99;36.186
28914.12;63.385;47.99;36.186
28915.11;63.374;47.989;36.185
28916.11;63.38;47.99;36.186
28917.1;63.389;47.992;36.188
28918.09;63.39;47.988;36.185
28919.09;63.36;47.989;36.184
28920.07;63.374;47.989;36.185
28921.07;63.386;47.99;36.185
28922.06;63.395;47.986;36.182
28923.05;63.395;47.986;36.183
28924.05;63.382;47.989;36.184
28925.03;63.381;47.987;36.183
28926.02;63.374;47.988;36.184
28927.04;63.39;47.987;36.184
28928.03;63.384;47.986;36.182
28929.03;63.372;47.987;36.183
28930.01;63.406;47.984;36.18
28931.02;63.354;47.988;36.184
28932;63.402;47.987;36.183
28932.99;63.377;47.987;36.183
28933.98;63.385;47.986;36.182
28934.97;63.379;47.986;36.182
28935.95;63.383;47.984;36.181
28936.93;63.37;47.986;36.182
28937.94;63.37;47.988;36.184
28938.92;63.377;47.987;36.183
28939.91;63.383;47.985;36.182
28940.94;63.39;47.987;36.183
28941.94;63.384;47.984;36.181
28942.95;63.375;47.985;36.182
28943.97;63.384;47.984;36.179
28944.95;63.384;47.986;36.181
28945.95;63.384;47.985;36.181
28946.94;63.377;47.985;36.182
28947.94;63.369;47.985;36.181
28948.95;63.376;47.986;36.182
28949.96;63.381;47.984;36.18
28950.98;63.358;47.986;36.181
28951.96;63.364;47.985;36.181
28952.96;63.398;47.985;36.181
28953.95;63.376;47.988;36.183
28954.95;63.375;47.987;36.183
28955.94;63.386;47.985;36.182
28956.93;63.381;47.986;36.182
28957.92;63.379;47.985;36.181
28958.93;63.382;47.984;36.18
28959.92;63.39;47.985;36.181
28960.92;63.393;47.986;36.182
28961.9;63.391;47.985;36.181
28962.91;63.39;47.985;36.182
28963.91;63.384;47.984;36.181
28964.89;63.381;47.987;36.182
28965.88;63.376;47.987;36.182
28966.86;63.375;47.985;36.18
28967.86;63.376;47.986;36.181
28968.86;63.383;47.983;36.179
28969.84;63.37;47.985;36.181
28970.85;63.382;47.986;36.182
28971.87;63.36;47.986;36.181
28972.89;63.378;47.983;36.178
28973.89;63.378;47.986;36.182
28974.87;63.35;47.984;36.179
28975.86;63.384;47.98;36.176
28976.86;63.379;47.985;36.18
28977.86;63.378;47.984;36.18
28978.85;63.376;47.982;36.177
28979.87;63.391;47.983;36.179
28980.87;63.374;47.98;36.176
28981.87;63.375;47.983;36.178
28982.87;63.376;47.982;36.178
28983.86;63.374;47.983;36.179
28984.86;63.384;47.985;36.18
28985.83;63.376;47.984;36.179
28986.82;63.386;47.986;36.181
28987.82;63.374;47.982;36.177
28988.82;63.381;47.984;36.18
28989.82;63.365;47.981;36.177
28990.83;63.383;47.983;36.178
28991.81;63.356;47.983;36.178
28992.8;63.365;47.983;36.178
28993.82;63.382;47.983;36.178
28994.84;63.39;47.98;36.177
28995.84;63.361;47.981;36.176
28996.84;63.37;47.98;36.176
28997.82;63.377;47.984;36.18
28998.83;63.374;47.982;36.178
28999.84;63.361;47.98;36.176
29000.83;63.374;47.984;36.179
29001.83;63.358;47.983;36.178
29002.83;63.381;47.982;36.177
29003.84;63.371;47.983;36.179
29004.85;63.381;47.981;36.176
29005.84;63.373;47.982;36.177
29006.83;63.375;47.981;36.177
29007.83;63.359;47.978;36.173
29008.81;63.362;47.98;36.175
29009.83;63.381;47.981;36.177
29010.83;63.384;47.98;36.174
29011.83;63.374;47.982;36.177
29012.84;63.37;47.98;36.175
29013.85;63.353;47.983;36.178
29014.86;63.363;47.978;36.173
29015.85;63.345;47.979;36.174
29016.85;63.369;47.978;36.174
29017.84;63.353;47.981;36.175
29018.83;63.355;47.979;36.174
29019.83;63.364;47.981;36.176
29020.82;63.345;47.98;36.175
29021.83;63.372;47.979;36.175
29022.85;63.367;47.98;36.176
29023.85;63.356;47.979;36.174
29024.83;63.357;47.982;36.177
29025.82;63.366;47.978;36.173
29026.81;63.383;47.977;36.172
29027.81;63.379;47.979;36.175
29028.82;63.364;47.973;36.169
29029.82;63.358;47.978;36.174
29030.83;63.357;47.976;36.171
29031.82;63.344;47.975;36.17
29032.84;63.369;47.977;36.172
29033.83;63.348;47.976;36.172
29034.82;63.35;47.978;36.174
29035.82;63.361;47.981;36.176
29036.82;63.342;47.976;36.171
29037.83;63.353;47.976;36.172
29038.85;63.364;47.977;36.172
29039.84;63.361;47.977;36.173
29040.83;63.349;47.977;36.172
29041.83;63.347;47.975;36.171
29042.8;63.362;47.975;36.17
29043.81;63.37;47.977;36.173
29044.8;63.354;47.974;36.171
29045.79;63.37;47.974;36.17
29046.78;63.368;47.976;36.171
29047.78;63.358;47.976;36.171
29048.78;63.34;47.978;36.172
29049.79;63.363;47.976;36.172
29050.8;63.333;47.974;36.169
29051.79;63.36;47.976;36.171
29052.78;63.365;47.977;36.173
29053.77;63.361;47.975;36.171
29054.77;63.353;47.977;36.172
29055.78;63.357;47.977;36.172
29056.77;63.351;47.973;36.168
29057.77;63.355;47.976;36.171
29058.76;63.358;47.977;36.172
29059.75;63.35;47.976;36.172
29060.74;63.359;47.974;36.169
29061.73;63.344;47.974;36.169
29062.73;63.341;47.974;36.169
29063.72;63.352;47.974;36.168
29064.71;63.37;47.975;36.17
29065.72;63.354;47.976;36.171
29066.73;63.35;47.975;36.17
29067.73;63.356;47.975;36.17
29068.71;63.347;47.974;36.169
29069.7;63.369;47.973;36.168
29070.7;63.353;47.976;36.171
29071.69;63.347;47.973;36.169
29072.7;63.353;47.97;36.166
29073.7;63.356;47.973;36.169
29074.71;63.355;47.971;36.166
29075.73;63.35;47.974;36.169
29076.72;63.331;47.972;36.168
29077.73;63.362;47.972;36.168
29078.74;63.342;47.973;36.167
29079.75;63.36;47.972;36.168
29080.74;63.348;47.969;36.164
29081.73;63.353;47.971;36.166
29082.72;63.347;47.972;36.168
29083.73;63.329;47.97;36.165
29084.73;63.35;47.968;36.164
29085.74;63.347;47.969;36.165
29086.76;63.328;47.97;36.165
29087.75;63.34;47.97;36.166
29088.74;63.344;47.968;36.164
29089.74;63.359;47.971;36.166
29090.74;63.348;47.972;36.167
29091.74;63.359;47.969;36.164
29092.73;63.365;47.971;36.167
29093.72;63.343;47.971;36.166
29094.72;63.336;47.969;36.164
29095.7;63.352;47.97;36.164
29096.7;63.337;47.97;36.165
29097.69;63.336;47.971;36.166
29098.69;63.343;47.97;36.166
29099.68;63.356;47.972;36.167
29100.67;63.362;47.973;36.169
29101.66;63.341;47.966;36.161
29102.67;63.337;47.968;36.164
29103.67;63.345;47.969;36.164
29104.68;63.338;47.969;36.164
29105.7;63.33;47.964;36.16
29106.69;63.345;47.971;36.165
29107.7;63.354;47.969;36.165
29108.69;63.362;47.968;36.163
29109.69;63.354;47.968;36.164
29110.68;63.35;47.968;36.163
29111.69;63.327;47.966;36.162
29112.69;63.342;47.968;36.163
29113.69;63.339;47.967;36.162
29114.69;63.332;47.969;36.164
29115.69;63.332;47.966;36.162
29116.71;63.352;47.968;36.163
29117.69;63.319;47.968;36.163
29118.68;63.335;47.968;36.164
29119.67;63.327;47.963;36.159
29120.66;63.344;47.965;36.16
29121.67;63.349;47.968;36.163
29122.66;63.333;47.966;36.161
29123.65;63.333;47.966;36.161
29124.66;63.343;47.968;36.163
29125.65;63.317;47.965;36.16
29126.65;63.334;47.968;36.163
29127.65;63.359;47.964;36.16
29128.65;63.349;47.966;36.16
29129.65;63.341;47.969;36.164
29130.64;63.333;47.966;36.162
29131.65;63.338;47.967;36.162
29132.64;63.355;47.966;36.162
29133.64;63.324;47.965;36.16
29134.64;63.326;47.966;36.162
29135.63;63.318;47.967;36.162
29136.63;63.352;47.966;36.161
29137.64;63.33;47.968;36.163
29138.63;63.342;47.967;36.162
29139.63;63.33;47.965;36.16
29140.62;63.343;47.968;36.164
29141.61;63.357;47.969;36.164
29142.62;63.327;47.964;36.16
29143.62;63.356;47.97;36.166
29144.62;63.349;47.971;36.167
29145.62;63.331;47.969;36.164
29146.63;63.347;47.968;36.163
29147.61;63.328;47.967;36.161
29148.6;63.333;47.968;36.163
29149.6;63.325;47.966;36.161
29150.59;63.329;47.965;36.16
29151.58;63.333;47.966;36.161
29152.57;63.341;47.968;36.163
29153.57;63.328;47.966;36.162
29154.56;63.34;47.966;36.16
29155.55;63.321;47.968;36.163
29156.54;63.332;47.966;36.161
29157.54;63.33;47.967;36.161
29158.56;63.32;47.966;36.161
29159.57;63.331;47.965;36.16
29160.55;63.337;47.967;36.162
29161.55;63.345;47.967;36.162
29162.52;63.331;47.967;36.162
29163.53;63.332;47.966;36.161
29164.53;63.333;47.966;36.161
29165.52;63.334;47.966;36.161
29166.51;63.346;47.968;36.164
29167.51;63.361;47.967;36.162
29168.52;63.329;47.965;36.16
29169.54;63.315;47.966;36.161
29170.56;63.332;47.963;36.158
29171.55;63.338;47.968;36.163
29172.56;63.331;47.965;36.16
29173.57;63.327;47.967;36.162
29174.58;63.339;47.965;36.159
29175.58;63.325;47.965;36.16
29176.58;63.337;47.967;36.162
29177.59;63.337;47.965;36.16
29178.6;63.327;47.964;36.159
29179.58;63.327;47.965;36.16
29180.6;63.305;47.963;36.158
29181.59;63.324;47.962;36.157
29182.58;63.315;47.964;36.158
29183.57;63.329;47.964;36.159
29184.57;63.329;47.962;36.157
29185.54;63.327;47.962;36.158
29186.54;63.319;47.963;36.158
29187.56;63.336;47.963;36.158
29188.54;63.322;47.963;36.158
29189.54;63.315;47.963;36.158
29190.54;63.312;47.962;36.157
29191.54;63.306;47.961;36.156
29192.53;63.341;47.965;36.16
29193.52;63.316;47.964;36.158
29194.53;63.313;47.961;36.156
29195.52;63.319;47.962;36.157
29196.5;63.314;47.962;36.157
29197.49;63.324;47.962;36.157
29198.49;63.318;47.962;36.156
29199.49;63.327;47.962;36.157
29200.47;63.327;47.966;36.16
29201.49;63.316;47.962;36.157
29202.5;63.324;47.964;36.158
29203.5;63.31;47.962;36.156
29204.49;63.316;47.961;36.156
29205.48;63.333;47.962;36.157
29206.48;63.313;47.96;36.155
29207.47;63.307;47.961;36.155
29208.48;63.323;47.962;36.157
29209.48;63.322;47.961;36.155
29210.49;63.325;47.963;36.158
29211.47;63.308;47.962;36.156
29212.48;63.313;47.962;36.157
29213.5;63.315;47.959;36.154
29214.5;63.324;47.965;36.16
29215.52;63.3;47.962;36.156
29216.51;63.318;47.961;36.156
29217.5;63.326;47.963;36.158
29218.5;63.299;47.961;36.156
29219.49;63.312;47.96;36.155
29220.47;63.302;47.963;36.158
29221.45;63.314;47.962;36.157
29222.44;63.312;47.962;36.157
29223.43;63.308;47.958;36.153
29224.42;63.311;47.96;36.155
29225.42;63.315;47.961;36.156
29226.42;63.297;47.961;36.155
29227.43;63.315;47.96;36.155
29228.43;63.315;47.961;36.156
29229.41;63.325;47.958;36.153
29230.43;63.316;47.962;36.157
29231.42;63.309;47.959;36.153
29232.42;63.329;47.96;36.155
29233.42;63.306;47.961;36.156
29234.42;63.313;47.958;36.153
29235.44;63.326;47.959;36.154
29236.43;63.304;47.957;36.152
29237.44;63.318;47.959;36.154
29238.45;63.311;47.959;36.154
29239.43;63.323;47.962;36.157
29240.45;63.308;47.961;36.155
29241.45;63.294;47.959;36.153
29242.45;63.311;47.959;36.154
29243.46;63.305;47.958;36.153
29244.46;63.321;47.959;36.154
29245.48;63.33;47.96;36.154
29246.49;63.315;47.959;36.154
29247.48;63.292;47.956;36.15
29248.47;63.32;47.957;36.152
29249.47;63.33;47.957;36.152
29250.47;63.304;47.956;36.151
29251.48;63.307;47.959;36.154
29252.47;63.309;47.958;36.153
29253.48;63.314;47.958;36.153
29254.47;63.302;47.958;36.153
29255.46;63.299;47.958;36.152
29256.46;63.325;47.958;36.152
29257.47;63.305;47.956;36.151
29258.48;63.309;47.956;36.15
29259.5;63.292;47.958;36.152
29260.49;63.311;47.955;36.15
29261.5;63.328;47.958;36.153
29262.5;63.309;47.956;36.151
29263.5;63.316;47.955;36.15
29264.5;63.324;47.957;36.152
29265.48;63.307;47.956;36.15
29266.49;63.309;47.958;36.152
29267.47;63.303;47.956;36.151
29268.45;63.316;47.958;36.153
29269.43;63.301;47.957;36.151
29270.43;63.308;47.955;36.149
29271.42;63.305;47.956;36.151
29272.43;63.314;47.958;36.152
29273.44;63.299;47.958;36.152
29274.42;63.316;47.957;36.151
29275.41;63.3;47.955;36.15
29276.44;63.309;47.957;36.152
29277.44;63.297;47.954;36.149
29278.44;63.291;47.956;36.15
29279.45;63.292;47.954;36.149
29280.46;63.305;47.954;36.149
29281.48;63.293;47.953;36.148
29282.49;63.306;47.955;36.15
29283.48;63.316;47.954;36.148
29284.48;63.294;47.955;36.149
29285.48;63.309;47.958;36.152
29286.48;63.3;47.954;36.149
29287.48;63.302;47.957;36.151
29288.46;63.294;47.957;36.151
29289.47;63.283;47.954;36.148
29290.48;63.299;47.957;36.151
29291.48;63.286;47.956;36.15
29292.49;63.302;47.956;36.151
29293.48;63.303;47.956;36.15
29294.49;63.294;47.957;36.151
29295.48;63.296;47.957;36.151
29296.47;63.299;47.958;36.152
29297.49;63.297;47.955;36.149
29298.47;63.313;47.958;36.153
29299.48;63.316;47.956;36.151
29300.47;63.314;47.954;36.149
29301.47;63.315;47.955;36.149
29302.45;63.311;47.954;36.148
29303.44;63.297;47.952;36.146
29304.43;63.289;47.955;36.149
29305.42;63.283;47.956;36.15
29306.42;63.294;47.955;36.15
