IDs:;240715_08_240712F;08_DNAJB6_00_658_uM;;*shifted by 3 s
31557.13;52.04;47.173;34.617;
31558.12;52.055;47.174;34.618;
31559.12;52.043;47.177;34.621;
31560.13;52.046;47.178;34.622;
31561.11;52.049;47.176;34.621;
31562.1;52.032;47.177;34.621;
31563.1;52.042;47.175;34.62;
31564.08;52.035;47.173;34.618;
31565.08;52.043;47.176;34.621;
31566.08;52.037;47.174;34.619;
31567.06;52.028;47.174;34.62;
31568.05;52.042;47.172;34.617;
31569.04;52.04;47.175;34.622;
31570.04;52.047;47.172;34.617;
31571.04;52.04;47.174;34.619;
31572.05;52.044;47.176;34.621;
31573.07;52.047;47.174;34.62;
31574.06;52.045;47.171;34.617;
31575.05;52.037;47.173;34.619;
31576.04;52.053;47.175;34.619;
31577.04;52.03;47.173;34.619;
31578.04;52.036;47.173;34.619;
31579.05;52.051;47.171;34.614;
31580.05;52.036;47.174;34.62;
31581.05;52.036;47.172;34.617;
31582.05;52.046;47.173;34.619;
31583.04;52.043;47.176;34.622;
31584.05;52.045;47.172;34.618;
31585.04;52.053;47.175;34.621;
31586.04;52.038;47.171;34.617;
31587.04;52.028;47.174;34.62;
31588.03;52.048;47.175;34.62;
31589.02;52.035;47.173;34.618;
31590.02;52.032;47.173;34.62;
31591.01;52.043;47.173;34.619;
31592;52.039;47.172;34.616;
31593.01;52.045;47.174;34.619;
31594.03;52.037;47.171;34.617;
31595.04;52.053;47.17;34.617;
31596.04;52.032;47.173;34.619;
31597.05;52.04;47.172;34.618;
31598.04;52.049;47.171;34.618;
31599.04;52.052;47.173;34.619;
31600.04;52.057;47.17;34.615;
31601.04;52.045;47.172;34.618;
31602.03;52.045;47.173;34.619;
31603.02;52.048;47.17;34.616;
31604.01;52.05;47.171;34.617;
31605.01;52.046;47.17;34.616;
31606.03;52.047;47.171;34.617;
31607.04;52.028;47.17;34.616;
31608.06;52.052;47.169;34.615;
31609.07;52.027;47.171;34.618;
31610.06;52.039;47.17;34.616;
31611.06;52.046;47.169;34.616;
31612.05;52.035;47.168;34.615;
31613.04;52.027;47.17;34.617;
31614.04;52.044;47.166;34.611;
31615.1;52.054;47.17;34.616;
31616.11;52.03;47.168;34.615;
31617.11;52.037;47.167;34.614;
31618.1;52.037;47.169;34.615;
31619.11;52.04;47.168;34.614;
31620.11;52.047;47.169;34.616;
31621.11;52.035;47.166;34.612;
31622.12;52.042;47.166;34.613;
31623.12;52.039;47.164;34.609;
31624.13;52.032;47.168;34.616;
31625.13;52.043;47.163;34.608;
31626.14;52.046;47.168;34.615;
31627.14;52.036;47.164;34.611;
31628.15;52.047;47.168;34.615;
31629.15;52.046;47.166;34.612;
31630.17;52.045;47.165;34.613;
31631.16;52.026;47.166;34.614;
31632.18;52.035;47.167;34.615;
31633.17;52.034;47.165;34.612;
31634.17;52.04;47.165;34.612;
31635.17;52.048;47.165;34.612;
31636.16;52.035;47.165;34.612;
31637.15;52.033;47.166;34.613;
31638.15;52.032;47.164;34.611;
31639.12;52.04;47.164;34.611;
31640.13;52.029;47.166;34.614;
31641.11;52.036;47.163;34.61;
31642.11;52.05;47.163;34.611;
31643.11;52.034;47.164;34.613;
31644.11;52.035;47.162;34.609;
31645.12;52.027;47.167;34.614;
31646.13;52.047;47.161;34.606;
31647.11;52.037;47.163;34.61;
31648.1;52.044;47.164;34.611;
31649.08;52.052;47.164;34.611;
31650.09;52.024;47.164;34.613;
31651.09;52.051;47.164;34.612;
31652.08;52.038;47.16;34.608;
31653.09;52.031;47.165;34.614;
31654.08;52.038;47.161;34.609;
31655.08;52.047;47.163;34.611;
31656.06;52.051;47.162;34.61;
31657.07;52.054;47.158;34.604;
31658.06;52.049;47.164;34.611;
31659.05;52.039;47.162;34.61;
31660.04;52.036;47.161;34.609;
31661.04;52.034;47.162;34.61;
31662.05;52.056;47.162;34.609;
31663.04;52.04;47.16;34.608;
31664.04;52.043;47.161;34.607;
31665.04;52.056;47.159;34.606;
31666.03;52.038;47.159;34.607;
31667.03;52.038;47.16;34.608;
31668.04;52.039;47.161;34.607;
31669.03;52.032;47.159;34.606;
31670.03;52.044;47.159;34.606;
31671.04;52.035;47.159;34.607;
31672.04;52.048;47.158;34.606;
31673.03;52.043;47.158;34.608;
31674.01;52.036;47.16;34.608;
31675.01;52.031;47.158;34.606;
31676.01;52.034;47.157;34.606;
31677.03;52.045;47.157;34.605;
31678.03;52.046;47.158;34.606;
31679.03;52.038;47.157;34.606;
31680.03;52.061;47.156;34.601;
31681.03;52.046;47.157;34.605;
31682.04;52.041;47.155;34.603;
31683.07;52.035;47.156;34.604;
31684.06;52.048;47.158;34.606;
31685.07;52.03;47.157;34.605;
31686.09;52.061;47.154;34.6;
31687.08;52.05;47.151;34.599;
31688.09;52.05;47.156;34.605;
31689.09;52.047;47.154;34.603;
31690.1;52.034;47.156;34.605;
31691.1;52.037;47.156;34.603;
31692.1;52.033;47.157;34.605;
31693.07;52.049;47.157;34.606;
31694.06;52.029;47.156;34.605;
31695.06;52.043;47.155;34.604;
31696.05;52.045;47.157;34.606;
31697.05;52.043;47.155;34.604;
31698.05;52.055;47.155;34.603;
31699.05;52.034;47.154;34.603;
31700.05;52.031;47.154;34.603;
31701.06;52.033;47.156;34.605;
31702.07;52.049;47.157;34.605;
31703.05;52.05;47.158;34.606;
31704.04;52.05;47.155;34.603;
31705.04;52.038;47.155;34.602;
31706.04;52.055;47.157;34.605;
31707.05;52.041;47.156;34.604;
31708.07;52.036;47.154;34.602;
31709.06;52.054;47.153;34.6;
31710.05;52.047;47.152;34.6;
31711.03;52.045;47.154;34.603;
31712.01;52.033;47.156;34.604;
31713;52.033;47.155;34.603;
31713.99;52.053;47.154;34.603;
31714.98;52.039;47.154;34.604;
31715.98;52.032;47.153;34.602;
31716.98;52.036;47.153;34.602;
31717.99;52.036;47.154;34.602;
31718.99;52.035;47.156;34.604;
31719.99;52.034;47.155;34.604;
31721;52.044;47.152;34.599;
31721.99;52.042;47.155;34.604;
31723;52.035;47.152;34.601;
31724;52.053;47.153;34.601;
31725;52.044;47.153;34.602;
31726.01;52.055;47.152;34.602;
31727.01;52.053;47.15;34.601;
31727.99;52.045;47.152;34.602;
31728.99;52.037;47.152;34.602;
31729.99;52.04;47.152;34.601;
31730.99;52.036;47.153;34.602;
31731.99;52.037;47.15;34.599;
31733.01;52.053;47.15;34.6;
31734.03;52.038;47.151;34.6;
31735.03;52.042;47.149;34.599;
31736.03;52.041;47.148;34.597;
31737.02;52.037;47.149;34.599;
31738.01;52.031;47.149;34.598;
31739.01;52.036;47.151;34.598;
31740.02;52.031;47.149;34.599;
31741;52.03;47.148;34.599;
31741.99;52.051;47.146;34.595;
31742.99;52.046;47.148;34.599;
31743.98;52.039;47.147;34.597;
31744.99;52.047;47.15;34.6;
31745.97;52.038;47.149;34.599;
31746.96;52.047;47.148;34.597;
31747.95;52.037;47.148;34.598;
31748.94;52.042;47.151;34.601;
31749.94;52.045;47.147;34.596;
31750.94;52.045;47.15;34.599;
31751.93;52.033;47.151;34.6;
31752.93;52.034;47.148;34.597;
31753.92;52.041;47.147;34.597;
31754.91;52.033;47.148;34.598;
31755.9;52.039;47.144;34.594;
31756.9;52.039;47.148;34.598;
31757.89;52.034;47.147;34.598;
31758.87;52.054;47.145;34.594;
31759.86;52.031;47.146;34.596;
31760.86;52.029;47.146;34.597;
31761.85;52.031;47.146;34.596;
31762.86;52.038;47.147;34.597;
31763.85;52.044;47.146;34.595;
31764.85;52.034;47.146;34.596;
31765.86;52.043;47.144;34.593;
31766.84;52.035;47.144;34.592;
31767.84;52.048;47.145;34.594;
31768.84;52.036;47.143;34.593;
31769.82;52.037;47.144;34.595;
31770.81;52.04;47.143;34.594;
31771.81;52.038;47.145;34.596;
31772.82;52.041;47.144;34.592;
31773.81;52.034;47.145;34.595;
31774.81;52.061;47.14;34.591;
31775.82;52.036;47.145;34.596;
31776.8;52.041;47.141;34.593;
31777.79;52.045;47.141;34.592;
31778.81;52.046;47.143;34.592;
31779.81;52.036;47.142;34.592;
31780.81;52.033;47.143;34.593;
31781.79;52.036;47.141;34.592;
31782.8;52.051;47.141;34.591;
31783.78;52.033;47.142;34.592;
31784.8;52.053;47.141;34.59;
31785.79;52.034;47.14;34.591;
31786.78;52.054;47.14;34.59;
31787.78;52.035;47.139;34.59;
31788.78;52.037;47.14;34.591;
31789.77;52.041;47.14;34.591;
31790.76;52.049;47.139;34.59;
31791.76;52.051;47.138;34.588;
31792.75;52.034;47.14;34.591;
31793.73;52.027;47.14;34.59;
31794.72;52.03;47.14;34.591;
31795.73;52.043;47.142;34.593;
31796.71;52.036;47.139;34.59;
31797.71;52.045;47.138;34.588;
31798.72;52.038;47.138;34.59;
31799.73;52.036;47.137;34.589;
31800.74;52.034;47.137;34.588;
31801.71;52.031;47.139;34.589;
31802.72;52.057;47.138;34.588;
31803.73;52.042;47.137;34.587;
31804.75;52.055;47.135;34.583;
31805.74;52.043;47.136;34.587;
31806.74;52.035;47.138;34.59;
31807.76;52.036;47.138;34.589;
31808.76;52.034;47.139;34.59;
31809.76;52.041;47.136;34.586;
31810.77;52.042;47.136;34.586;
31811.77;52.035;47.138;34.589;
31812.76;52.048;47.137;34.589;
31813.76;52.044;47.136;34.587;
31814.77;52.032;47.137;34.588;
31815.75;52.035;47.138;34.589;
31816.74;52.037;47.137;34.588;
31817.73;52.031;47.136;34.588;
31818.72;52.043;47.137;34.588;
31819.72;52.032;47.135;34.587;
31820.73;52.043;47.138;34.589;
31821.74;52.024;47.137;34.589;
31822.75;52.037;47.137;34.589;
31823.73;52.035;47.135;34.587;
31824.72;52.037;47.132;34.584;
31825.71;52.04;47.134;34.585;
31826.7;52.041;47.135;34.587;
31827.69;52.042;47.137;34.588;
31828.69;52.054;47.135;34.586;
31829.68;52.051;47.135;34.587;
31830.68;52.046;47.135;34.585;
31831.67;52.034;47.135;34.586;
31832.67;52.045;47.134;34.584;
31833.67;52.043;47.135;34.587;
31834.66;52.027;47.137;34.59;
31835.64;52.037;47.137;34.588;
31836.64;52.045;47.135;34.587;
31837.64;52.038;47.135;34.588;
31838.65;52.041;47.134;34.586;
31839.64;52.036;47.135;34.587;
31840.64;52.053;47.136;34.587;
31841.63;52.046;47.134;34.586;
31842.62;52.039;47.133;34.585;
31843.63;52.035;47.133;34.584;
31844.63;52.046;47.135;34.587;
31845.63;52.047;47.136;34.588;
31846.63;52.054;47.134;34.585;
31847.64;52.04;47.135;34.587;
31848.63;52.03;47.133;34.585;
31849.63;52.041;47.133;34.584;
31850.63;52.051;47.132;34.583;
31851.64;52.031;47.135;34.587;
31852.63;52.046;47.134;34.586;
31853.62;52.046;47.133;34.585;
31854.62;52.048;47.133;34.586;
31855.62;52.04;47.13;34.581;
31856.6;52.048;47.131;34.584;
31857.62;52.045;47.132;34.584;
31858.62;52.032;47.131;34.583;
31859.61;52.034;47.132;34.584;
31860.62;52.044;47.129;34.58;
31861.63;52.028;47.134;34.586;
31862.61;52.042;47.131;34.582;
31863.6;52.036;47.13;34.583;
31864.62;52.037;47.131;34.583;
31865.61;52.029;47.13;34.582;
31866.61;52.035;47.131;34.584;
31867.62;52.034;47.13;34.582;
31868.62;52.051;47.131;34.584;
31869.63;52.049;47.129;34.581;
31870.64;52.056;47.129;34.581;
31871.64;52.047;47.129;34.581;
31872.63;52.036;47.129;34.582;
31873.63;52.043;47.129;34.581;
31874.61;52.031;47.127;34.58;
31875.6;52.038;47.128;34.581;
31876.57;52.033;47.128;34.581;
31877.57;52.035;47.129;34.581;
31878.56;52.032;47.126;34.579;
31879.56;52.035;47.128;34.581;
31880.54;52.051;47.128;34.58;
31881.54;52.032;47.126;34.579;
31882.55;52.04;47.128;34.581;
31883.54;52.038;47.128;34.58;
31884.54;52.039;47.128;34.58;
31885.54;52.04;47.128;34.582;
31886.54;52.048;47.127;34.578;
31887.56;52.051;47.128;34.579;
31888.55;52.032;47.126;34.579;
31889.54;52.029;47.126;34.579;
31890.56;52.042;47.125;34.577;
31891.54;52.052;47.127;34.579;
31892.54;52.043;47.129;34.582;
31893.54;52.034;47.126;34.579;
31894.54;52.034;47.126;34.579;
31895.55;52.028;47.126;34.578;
31896.55;52.035;47.127;34.58;
31897.55;52.025;47.125;34.577;
31898.55;52.039;47.127;34.58;
31899.56;52.047;47.124;34.576;
31900.57;52.053;47.125;34.577;
31901.59;52.041;47.123;34.575;
31902.58;52.042;47.124;34.576;
31903.56;52.05;47.124;34.576;
31904.56;52.037;47.125;34.578;
31905.56;52.037;47.124;34.578;
31906.56;52.039;47.123;34.575;
31907.56;52.041;47.122;34.575;
31908.57;52.028;47.122;34.576;
31909.55;52.028;47.123;34.576;
31910.56;52.044;47.125;34.579;
31911.56;52.027;47.122;34.575;
31912.56;52.045;47.121;34.572;
31913.58;52.024;47.123;34.576;
31914.59;52.024;47.122;34.575;
31915.58;52.028;47.122;34.575;
31916.57;52.037;47.123;34.575;
31917.58;52.026;47.123;34.576;
31918.57;52.025;47.122;34.576;
31919.57;52.026;47.122;34.576;
31920.58;52.027;47.121;34.575;
31921.57;52.038;47.123;34.577;
31922.55;52.041;47.122;34.576;
31923.54;52.022;47.12;34.573;
31924.54;52.025;47.122;34.575;
31925.52;52.039;47.123;34.576;
31926.52;52.037;47.123;34.576;
31927.52;52.027;47.12;34.574;
31928.52;52.035;47.119;34.572;
31929.5;52.017;47.12;34.574;
31930.49;52.027;47.121;34.574;
31931.52;52.05;47.119;34.571;
31932.51;52.034;47.12;34.574;
31933.52;52.025;47.118;34.572;
31934.5;52.026;47.117;34.571;
31935.48;52.023;47.12;34.573;
31936.47;52.036;47.12;34.572;
31937.46;52.038;47.12;34.574;
31938.48;52.026;47.121;34.575;
31939.47;52.019;47.121;34.576;
31940.46;52.026;47.119;34.573;
31941.48;52.037;47.119;34.572;
31942.47;52.027;47.119;34.573;
31943.46;52.027;47.12;34.574;
31944.45;52.025;47.119;34.573;
31945.46;52.039;47.12;34.574;
31946.46;52.026;47.121;34.575;
31947.46;52.034;47.121;34.574;
31948.45;52.026;47.12;34.574;
31949.44;52.037;47.119;34.573;
31950.43;52.028;47.117;34.571;
31951.43;52.039;47.117;34.57;
31952.42;52.04;47.12;34.574;
31953.41;52.035;47.117;34.57;
31954.39;52.037;47.119;34.573;
31955.38;52.038;47.117;34.57;
31956.36;52.051;47.119;34.573;
31957.35;52.027;47.117;34.572;
31958.35;52.029;47.117;34.572;
31959.36;52.041;47.116;34.57;
31960.34;52.052;47.116;34.569;
31961.34;52.041;47.119;34.574;
31962.33;52.045;47.117;34.57;
31963.33;52.042;47.115;34.569;
31964.35;52.032;47.118;34.573;
31965.33;52.054;47.115;34.569;
31966.32;52.063;47.115;34.568;
31967.31;52.028;47.117;34.572;
31968.31;52.035;47.113;34.567;
31969.31;52.058;47.114;34.566;
31970.31;52.026;47.116;34.571;
31971.32;52.038;47.115;34.569;
31972.31;52.052;47.117;34.571;
31973.3;52.043;47.114;34.568;
31974.3;52.041;47.115;34.571;
31975.3;52.033;47.114;34.567;
31976.29;52.051;47.113;34.566;
31977.28;52.022;47.116;34.57;
31978.28;52.021;47.115;34.57;
31979.26;52.02;47.113;34.569;
31980.26;52.041;47.113;34.567;
31981.25;52.035;47.116;34.572;
31982.25;52.023;47.115;34.57;
31983.24;52.028;47.113;34.568;
31984.24;52.048;47.113;34.567;
31985.26;52.029;47.115;34.57;
31986.25;52.024;47.113;34.568;
31987.24;52.032;47.113;34.568;
31988.24;52.031;47.113;34.567;
31989.22;52.028;47.112;34.567;
31990.22;52.022;47.111;34.567;
31991.23;52.036;47.112;34.566;
31992.24;52.039;47.111;34.566;
31993.25;52.022;47.111;34.566;
31994.24;52.027;47.111;34.566;
31995.23;52.03;47.112;34.566;
31996.23;52.029;47.111;34.564;
31997.24;52.02;47.112;34.568;
31998.23;52.043;47.111;34.566;
31999.23;52.039;47.111;34.565;
32000.23;52.021;47.111;34.566;
32001.24;52.023;47.109;34.564;
32002.22;52.017;47.11;34.565;
32003.2;52.031;47.109;34.564;
32004.21;52.02;47.109;34.565;
32005.21;52.019;47.111;34.566;
32006.2;52.036;47.11;34.566;
32007.18;52.033;47.107;34.562;
32008.19;52.041;47.109;34.564;
32009.2;52.033;47.111;34.567;
32010.2;52.033;47.111;34.567;
32011.22;52.033;47.11;34.565;
32012.23;52.022;47.109;34.565;
32013.24;52.03;47.111;34.566;
32014.25;52.031;47.109;34.565;
32015.25;52.036;47.109;34.564;
32016.23;52.022;47.111;34.566;
32017.22;52.028;47.111;34.566;
32018.21;52.025;47.11;34.565;
32019.21;52.02;47.111;34.566;
32020.2;52.034;47.11;34.566;
32021.2;52.021;47.108;34.564;
32022.19;52.028;47.108;34.563;
32023.19;52.021;47.108;34.563;
32024.19;52.032;47.111;34.566;
32025.18;52.023;47.109;34.565;
32026.16;52.025;47.108;34.564;
32027.19;52.024;47.108;34.564;
32028.22;52.022;47.108;34.564;
32029.21;52.022;47.108;34.564;
32030.21;52.021;47.107;34.563;
32031.22;52.03;47.107;34.563;
32032.23;52.031;47.106;34.56;
32033.22;52.023;47.107;34.564;
32034.21;52.028;47.106;34.562;
32035.21;52.032;47.107;34.563;
32036.2;52.027;47.108;34.564;
32037.2;52.024;47.105;34.561;
32038.2;52.029;47.104;34.56;
32039.2;52.036;47.104;34.558;
32040.19;52.018;47.106;34.561;
32041.17;52.018;47.104;34.561;
32042.17;52.019;47.104;34.56;
32043.16;52.029;47.106;34.562;
32044.14;52.013;47.105;34.562;
32045.15;52.027;47.106;34.562;
32046.13;52.026;47.102;34.557;
32047.13;52.021;47.105;34.561;
32048.13;52.016;47.103;34.559;
32049.13;52.018;47.103;34.559;
32050.14;52.015;47.104;34.561;
32051.13;52.017;47.103;34.559;
32052.13;52.028;47.104;34.56;
32053.14;52.022;47.102;34.558;
32054.15;52.017;47.104;34.56;
32055.14;52.014;47.102;34.558;
32056.15;52.025;47.104;34.561;
32057.14;52.027;47.103;34.559;
32058.13;52.021;47.1;34.555;
32059.14;52.016;47.103;34.559;
32060.12;52.014;47.103;34.56;
32061.11;52.014;47.101;34.558;
32062.11;52.019;47.1;34.558;
32063.1;52.04;47.1;34.554;
32064.11;52.023;47.102;34.559;
32065.12;52.024;47.099;34.554;
32066.14;52.026;47.103;34.559;
32067.12;52.015;47.101;34.557;
32068.12;52.037;47.101;34.557;
32069.12;52.025;47.101;34.556;
32070.12;52.015;47.101;34.557;
32071.1;52.014;47.1;34.557;
32072.1;52.019;47.102;34.559;
32073.1;52.028;47.102;34.558;
32074.08;52.016;47.101;34.558;
32075.08;52.027;47.103;34.56;
32076.08;52.014;47.102;34.558;
32077.06;52.016;47.101;34.557;
32078.07;52.022;47.101;34.556;
32079.07;52.018;47.101;34.559;
32080.07;52.022;47.101;34.558;
32081.07;52.02;47.099;34.557;
32082.07;52.021;47.099;34.557;
32083.05;52.018;47.098;34.556;
32084.06;52.017;47.099;34.556;
32085.07;52.018;47.099;34.556;
32086.08;52.029;47.099;34.555;
32087.08;52.024;47.101;34.558;
32088.08;52.01;47.098;34.555;
32089.06;52.021;47.097;34.553;
32090.05;52.015;47.099;34.556;
32091.06;52.029;47.1;34.557;
32092.04;52.02;47.099;34.557;
32093.05;52.02;47.099;34.556;
32094.04;52.014;47.097;34.554;
32095.06;52.037;47.097;34.551;
32096.08;52.025;47.099;34.556;
32097.07;52.011;47.096;34.553;
32098.06;52.013;47.097;34.555;
32099.05;52.017;47.098;34.555;
32100.05;52.017;47.096;34.552;
32101.06;52.013;47.099;34.555;
32102.06;52.009;47.096;34.552;
32103.07;52.013;47.096;34.554;
32104.08;52.016;47.095;34.551;
32105.07;52.014;47.096;34.553;
32106.06;52.015;47.097;34.555;
32107.05;52.03;47.096;34.551;
32108.04;52.026;47.095;34.552;
32109.04;52.028;47.094;34.549;
32110.04;52.024;47.093;34.548;
32111.02;52.026;47.096;34.554;
32112.02;52.028;47.096;34.554;
32113.01;52.019;47.095;34.552;
32114;52.019;47.095;34.553;
32115.01;52.011;47.094;34.552;
32116;52.028;47.092;34.549;
32117;52.023;47.095;34.553;
32117.99;52.013;47.095;34.552;
32118.99;52.011;47.094;34.551;
32119.98;52.016;47.094;34.551;
32120.98;52.023;47.095;34.553;
32121.97;52.01;47.094;34.551;
32122.97;52.009;47.095;34.552;
32123.96;52.021;47.093;34.55;
32124.95;52.001;47.095;34.552;
32125.93;52.017;47.093;34.551;
32126.94;52.018;47.092;34.549;
32127.95;52.019;47.094;34.551;
32128.94;52.008;47.093;34.55;
32129.93;52.01;47.093;34.551;
32130.93;52.012;47.094;34.552;
32131.93;52.009;47.094;34.551;
32132.92;52.017;47.092;34.551;
32133.91;52.012;47.091;34.55;
32134.91;52.017;47.09;34.546;
32135.91;52.026;47.091;34.549;
32136.92;52.004;47.092;34.551;
32137.9;52.012;47.092;34.55;
32138.89;52.029;47.092;34.549;
32139.9;52.017;47.089;34.546;
32140.89;52.018;47.09;34.548;
32141.89;52.013;47.09;34.548;
32142.89;52.009;47.09;34.548;
32143.89;52.019;47.09;34.548;
32144.9;52.008;47.091;34.549;
32145.9;52.01;47.091;34.55;
32146.88;52.022;47.088;34.544;
32147.9;52.009;47.091;34.549;
32148.89;52.007;47.09;34.549;
32149.88;52.028;47.089;34.546;
32150.87;52.011;47.089;34.547;
32151.86;52.007;47.09;34.549;
32152.85;52.018;47.089;34.546;
32153.86;52.019;47.088;34.546;
32154.85;52.016;47.091;34.548;
32155.86;52.003;47.091;34.548;
32156.85;52.008;47.09;34.548;
32157.86;52.017;47.089;34.548;
32158.85;52.022;47.09;34.548;
32159.86;52.008;47.088;34.546;
32160.87;52.027;47.09;34.548;
32161.87;52.019;47.088;34.546;
32162.86;52.018;47.087;34.545;
32163.85;52.012;47.089;34.546;
32164.86;52.016;47.087;34.545;
32165.84;52.016;47.09;34.549;
32166.84;52.017;47.088;34.546;
32167.84;52.032;47.087;34.544;
32168.85;52.026;47.088;34.546;
32169.87;52.006;47.087;34.546;
32170.87;52.029;47.087;34.543;
32171.87;52.006;47.09;34.548;
32172.88;52.007;47.089;34.547;
32173.89;52.001;47.088;34.546;
32174.87;52.008;47.088;34.546;
32175.87;52.016;47.089;34.547;
32176.89;52.009;47.089;34.548;
32177.89;52.021;47.088;34.545;
32178.9;52.013;47.087;34.547;
32179.87;52.042;47.085;34.541;
32180.88;52.002;47.087;34.546;
32181.9;52.004;47.085;34.544;
32182.89;52.027;47.087;34.545;
32183.88;52.019;47.087;34.547;
32184.88;52.019;47.084;34.542;
32185.88;52.019;47.087;34.547;
32186.88;52.009;47.084;34.543;
32187.88;52.004;47.084;34.543;
32188.87;52.011;47.085;34.543;
32189.88;52.002;47.085;34.543;
32190.88;52.008;47.086;34.545;
32191.87;52;47.084;34.543;
32192.87;52.009;47.085;34.545;
32193.87;52.015;47.083;34.542;
32194.88;52.003;47.084;34.543;
32195.87;52.016;47.086;34.545;
32196.87;52.009;47.084;34.543;
32197.87;52.036;47.083;34.541;
32198.88;52.005;47.084;34.543;
32199.87;52.01;47.084;34.544;
32200.86;52.018;47.087;34.546;
32201.84;52.002;47.085;34.543;
32202.84;52.006;47.085;34.544;
32203.85;52.008;47.085;34.545;
32204.83;52.021;47.084;34.542;
32205.82;52.016;47.084;34.542;
32206.81;52.003;47.084;34.543;
32207.81;52.011;47.082;34.54;
32208.82;52.004;47.084;34.543;
32209.82;52.01;47.083;34.541;
32210.83;52.005;47.084;34.544;
32211.81;52.005;47.084;34.544;
32212.8;52.013;47.083;34.543;
32213.78;52.023;47.082;34.541;
32214.78;52.008;47.082;34.54;
32215.77;52.007;47.082;34.54;
32216.77;52.018;47.083;34.541;
32217.77;52.012;47.082;34.54;
32218.78;52.005;47.082;34.542;
32219.79;52.013;47.081;34.54;
32220.8;52.005;47.082;34.541;
32221.79;52.018;47.083;34.542;
32222.81;52.017;47.082;34.542;
32223.8;52.015;47.084;34.544;
32224.8;52.014;47.078;34.537;
32225.79;52.007;47.082;34.542;
32226.77;52.002;47.082;34.542;
32227.76;52.011;47.08;34.54;
32228.75;52.02;47.079;34.537;
32229.74;52.006;47.082;34.542;
32230.73;52.013;47.08;34.539;
32231.72;52.011;47.083;34.542;
32232.72;52.008;47.08;34.541;
32233.71;52.012;47.081;34.541;
32234.72;52.004;47.079;34.539;
32235.72;52;47.08;34.54;
32236.73;52.007;47.077;34.537;
32237.74;52.011;47.078;34.537;
32238.71;52.012;47.08;34.54;
32239.73;52.012;47.079;34.54;
32240.72;52.023;47.079;34.539;
32241.72;52.026;47.077;34.537;
32242.72;52.014;47.078;34.538;
32243.73;52.015;47.077;34.536;
32244.74;52.004;47.077;34.537;
32245.74;52.002;47.077;34.538;
32246.73;52.009;47.078;34.539;
32247.73;52.006;47.078;34.538;
32248.73;51.998;47.078;34.538;
32249.71;52.015;47.08;34.541;
32250.72;51.999;47.076;34.536;
32251.72;52.019;47.08;34.539;
32252.72;52.004;47.077;34.538;
32253.71;52.014;47.078;34.539;
32254.72;52;47.075;34.536;
32255.7;52.011;47.075;34.535;
32256.68;51.996;47.076;34.535;
32257.7;52.018;47.077;34.536;
32258.69;52.004;47.075;34.535;
32259.68;52.019;47.076;34.535;
32260.67;52.006;47.077;34.538;
32261.67;52.03;47.075;34.533;
32262.65;52.006;47.076;34.537;
32263.64;52.007;47.078;34.539;
32264.65;51.995;47.075;34.535;
32265.65;52;47.075;34.535;
32266.65;52.017;47.073;34.531;
32267.64;52.004;47.075;34.536;
32268.65;52.014;47.074;34.535;
32269.64;52.004;47.075;34.536;
32270.62;52.007;47.075;34.536;
32271.6;52.009;47.075;34.534;
32272.61;52.002;47.074;34.535;
32273.6;52.02;47.076;34.537;
32274.6;52.003;47.074;34.536;
32275.6;52.018;47.074;34.536;
32276.61;52.008;47.075;34.537;
32277.6;52.023;47.075;34.535;
32278.6;52.008;47.075;34.536;
32279.61;52.026;47.072;34.531;
32280.6;52.021;47.075;34.534;
32281.58;52.028;47.074;34.534;
32282.61;52.017;47.074;34.534;
32283.61;51.999;47.073;34.533;
32284.62;52.003;47.074;34.535;
32285.63;52.011;47.073;34.533;
32286.62;52.001;47.073;34.533;
32287.62;52.017;47.073;34.534;
32288.62;52.002;47.071;34.532;
32289.63;52.032;47.072;34.532;
32290.64;52.003;47.072;34.533;
32291.65;52.014;47.074;34.536;
32292.67;52.005;47.073;34.534;
32293.65;52.015;47.075;34.536;
32294.65;52.002;47.071;34.53;
32295.65;52.003;47.07;34.531;
32296.67;52.019;47.071;34.531;
32297.65;51.996;47.072;34.533;
32298.64;52.009;47.071;34.531;
32299.63;52.022;47.071;34.532;
32300.65;52.027;47.07;34.53;
32301.65;52.016;47.067;34.526;
32302.63;51.996;47.069;34.53;
32303.64;51.995;47.071;34.533;
32304.64;52.004;47.069;34.531;
32305.65;52.02;47.07;34.531;
32306.65;52.004;47.069;34.528;
32307.66;52.005;47.07;34.532;
32308.65;51.994;47.069;34.53;
32309.65;51.993;47.068;34.53;
32310.66;52.004;47.07;34.532;
32311.66;51.994;47.069;34.53;
32312.66;52.022;47.069;34.53;
32313.65;51.994;47.068;34.529;
32314.66;51.998;47.07;34.532;
32315.64;52.014;47.069;34.529;
32316.62;52.021;47.065;34.524;
32317.64;52.019;47.069;34.531;
32318.63;51.994;47.067;34.529;
32319.62;51.998;47.067;34.528;
32320.62;51.997;47.066;34.526;
32321.63;52.007;47.069;34.53;
32322.64;51.995;47.066;34.528;
32323.63;52.008;47.07;34.531;
32324.62;52.005;47.069;34.531;
32325.62;52.004;47.065;34.526;
32326.62;52.014;47.065;34.526;
32327.64;52.003;47.067;34.529;
32328.65;51.992;47.067;34.529;
32329.65;52;47.065;34.526;
32330.66;52;47.066;34.527;
32331.67;52.002;47.065;34.526;
