IDs:;240717_13_240712J;13_DNAJB6_00_130_uM;
11873.67;64.972;48.89;37.172
11874.67;64.974;48.888;37.171
11875.66;64.954;48.891;37.174
11876.67;64.975;48.889;37.172
11877.65;64.971;48.889;37.171
11878.67;64.97;48.89;37.173
11879.67;64.973;48.89;37.173
11880.68;64.977;48.89;37.173
11881.68;64.968;48.89;37.173
11882.7;64.969;48.889;37.171
11883.71;64.984;48.888;37.171
11884.7;64.977;48.888;37.171
11885.7;64.978;48.89;37.172
11886.7;64.977;48.889;37.172
11887.69;64.982;48.888;37.17
11888.7;64.963;48.89;37.173
11889.7;64.963;48.888;37.17
11890.7;64.966;48.889;37.171
11891.7;64.957;48.89;37.172
11892.7;64.976;48.886;37.168
11893.7;64.969;48.888;37.17
11894.72;64.948;48.887;37.169
11895.71;64.977;48.887;37.17
11896.7;64.954;48.887;37.17
11897.69;64.96;48.887;37.169
11898.7;64.977;48.887;37.17
11899.71;64.958;48.886;37.168
11900.7;64.978;48.886;37.169
11901.71;64.944;48.885;37.167
11902.69;64.955;48.884;37.166
11903.67;64.95;48.886;37.168
11904.66;64.964;48.885;37.168
11905.65;64.958;48.883;37.165
11906.65;64.95;48.886;37.167
11907.66;64.956;48.884;37.166
11908.67;64.944;48.885;37.168
11909.66;64.948;48.884;37.166
11910.66;64.956;48.882;37.164
11911.65;64.931;48.885;37.166
11912.65;64.932;48.884;37.165
11913.66;64.938;48.883;37.164
11914.63;64.941;48.885;37.167
11915.65;64.961;48.882;37.165
11916.63;64.932;48.883;37.164
11917.65;64.937;48.882;37.163
11918.65;64.943;48.884;37.166
11919.65;64.955;48.884;37.166
11920.65;64.958;48.882;37.164
11921.65;64.944;48.884;37.166
11922.64;64.963;48.882;37.164
11923.63;64.954;48.882;37.164
11924.63;64.959;48.883;37.165
11925.62;64.932;48.884;37.165
11926.61;64.936;48.882;37.164
11927.6;64.942;48.883;37.164
11928.59;64.937;48.884;37.165
11929.57;64.937;48.883;37.165
11930.59;64.947;48.882;37.164
11931.6;64.923;48.882;37.163
11932.59;64.94;48.884;37.165
11933.6;64.949;48.883;37.164
11934.59;64.939;48.883;37.164
11935.59;64.919;48.884;37.165
11936.59;64.927;48.883;37.165
11937.6;64.926;48.884;37.165
11938.59;64.93;48.884;37.164
11939.58;64.943;48.881;37.162
11940.57;64.951;48.882;37.163
11941.58;64.943;48.882;37.163
11942.59;64.93;48.883;37.164
11943.58;64.943;48.883;37.165
11944.57;64.94;48.881;37.162
11945.57;64.929;48.882;37.163
11946.58;64.926;48.881;37.161
11947.59;64.939;48.882;37.163
11948.58;64.945;48.883;37.164
11949.57;64.932;48.881;37.161
11950.56;64.941;48.881;37.162
11951.56;64.927;48.883;37.164
11952.57;64.935;48.881;37.161
11953.59;64.907;48.882;37.162
11954.6;64.927;48.884;37.164
11955.63;64.911;48.882;37.162
11956.62;64.921;48.881;37.162
11957.62;64.914;48.881;37.161
11958.61;64.926;48.881;37.161
11959.6;64.923;48.882;37.162
11960.61;64.928;48.88;37.16
11961.6;64.916;48.881;37.162
11962.58;64.925;48.882;37.163
11963.59;64.907;48.88;37.16
11964.58;64.918;48.88;37.16
11965.6;64.913;48.881;37.161
11966.61;64.919;48.882;37.163
11967.61;64.919;48.88;37.16
11968.59;64.92;48.881;37.161
11969.59;64.914;48.88;37.16
11970.59;64.918;48.879;37.159
11971.59;64.929;48.88;37.161
11972.59;64.911;48.878;37.158
11973.59;64.895;48.881;37.16
11974.6;64.906;48.878;37.157
11975.6;64.908;48.88;37.159
11976.61;64.917;48.878;37.158
11977.62;64.936;48.88;37.16
11978.63;64.905;48.878;37.158
11979.63;64.927;48.88;37.161
11980.61;64.927;48.879;37.16
11981.61;64.904;48.878;37.158
11982.6;64.901;48.878;37.158
11983.6;64.904;48.88;37.16
11984.6;64.911;48.877;37.157
11985.61;64.892;48.879;37.157
11986.59;64.903;48.878;37.158
11987.6;64.916;48.878;37.158
11988.6;64.91;48.877;37.157
11989.59;64.898;48.877;37.156
11990.58;64.896;48.877;37.157
11991.6;64.909;48.874;37.154
11992.57;64.901;48.876;37.156
11993.56;64.89;48.876;37.155
11994.56;64.9;48.878;37.157
11995.56;64.89;48.875;37.154
11996.55;64.9;48.875;37.155
11997.56;64.891;48.874;37.153
11998.55;64.903;48.875;37.155
11999.55;64.89;48.875;37.155
12000.55;64.893;48.873;37.153
12001.57;64.9;48.874;37.153
12002.56;64.887;48.873;37.152
12003.56;64.895;48.875;37.154
12004.54;64.893;48.874;37.153
12005.53;64.896;48.873;37.152
12006.53;64.889;48.873;37.152
12007.51;64.889;48.874;37.153
12008.53;64.879;48.873;37.152
12009.52;64.876;48.873;37.153
12010.54;64.898;48.871;37.15
12011.53;64.89;48.872;37.151
12012.51;64.884;48.873;37.152
12013.5;64.912;48.872;37.152
12014.49;64.9;48.871;37.151
12015.49;64.89;48.871;37.151
12016.48;64.895;48.871;37.15
12017.47;64.896;48.869;37.149
12018.45;64.88;48.872;37.15
12019.45;64.892;48.871;37.15
12020.43;64.891;48.87;37.149
12021.44;64.894;48.87;37.15
12022.43;64.89;48.87;37.149
12023.44;64.889;48.868;37.147
12024.44;64.873;48.871;37.15
12025.44;64.876;48.869;37.148
12026.45;64.87;48.87;37.149
12027.46;64.878;48.868;37.147
12028.45;64.876;48.869;37.148
12029.45;64.87;48.869;37.148
12030.46;64.88;48.869;37.148
12031.47;64.881;48.868;37.147
12032.46;64.886;48.869;37.148
12033.45;64.869;48.871;37.149
12034.44;64.879;48.869;37.148
12035.44;64.856;48.871;37.149
12036.45;64.873;48.87;37.149
12037.43;64.844;48.87;37.148
12038.41;64.861;48.869;37.147
12039.4;64.865;48.868;37.147
12040.44;64.891;48.867;37.146
12041.44;64.88;48.869;37.148
12042.43;64.856;48.869;37.147
12043.41;64.873;48.867;37.146
12044.43;64.853;48.87;37.147
12045.43;64.868;48.867;37.145
12046.46;64.859;48.868;37.146
12047.46;64.854;48.867;37.145
12048.46;64.869;48.865;37.143
12049.46;64.868;48.868;37.146
12050.46;64.858;48.869;37.147
12051.44;64.858;48.868;37.145
12052.45;64.866;48.868;37.147
12053.44;64.851;48.868;37.146
12054.42;64.854;48.868;37.145
12055.42;64.864;48.867;37.146
12056.4;64.862;48.866;37.144
12057.42;64.859;48.866;37.144
12058.4;64.86;48.866;37.143
12059.41;64.844;48.867;37.145
12060.43;64.848;48.867;37.145
12061.43;64.84;48.865;37.142
12062.43;64.846;48.866;37.144
12063.42;64.867;48.866;37.144
12064.42;64.863;48.863;37.141
12065.43;64.866;48.865;37.143
12066.42;64.84;48.865;37.142
12067.42;64.842;48.867;37.145
12068.43;64.858;48.864;37.142
12069.44;64.852;48.866;37.144
12070.42;64.837;48.866;37.144
12071.41;64.85;48.865;37.143
12072.4;64.845;48.863;37.141
12073.4;64.844;48.866;37.144
12074.4;64.831;48.864;37.141
12075.41;64.843;48.865;37.143
12076.41;64.847;48.863;37.141
12077.42;64.842;48.864;37.142
12078.4;64.845;48.864;37.142
12079.4;64.835;48.864;37.142
12080.41;64.859;48.864;37.142
12081.4;64.812;48.864;37.141
12082.4;64.852;48.863;37.14
12083.4;64.844;48.865;37.142
12084.4;64.808;48.862;37.139
12085.4;64.849;48.863;37.141
12086.41;64.846;48.862;37.139
12087.41;64.846;48.864;37.141
12088.42;64.834;48.864;37.141
12089.41;64.84;48.863;37.14
12090.4;64.835;48.864;37.141
12091.39;64.837;48.864;37.141
12092.37;64.82;48.864;37.141
12093.36;64.833;48.863;37.14
12094.37;64.787;48.862;37.139
12095.35;64.843;48.862;37.139
12096.35;64.841;48.864;37.141
12097.36;64.849;48.862;37.139
12098.37;64.843;48.862;37.139
12099.38;64.832;48.861;37.138
12100.36;64.829;48.862;37.139
12101.35;64.837;48.863;37.14
12102.33;64.815;48.864;37.14
12103.33;64.797;48.862;37.138
12104.32;64.826;48.861;37.138
12105.34;64.791;48.859;37.136
12106.34;64.819;48.861;37.138
12107.34;64.802;48.862;37.138
12108.33;64.835;48.861;37.138
12109.32;64.841;48.861;37.137
12110.32;64.824;48.861;37.138
12111.32;64.82;48.86;37.136
12112.33;64.796;48.86;37.137
12113.32;64.812;48.861;37.137
12114.33;64.828;48.861;37.138
12115.33;64.792;48.859;37.135
12116.33;64.822;48.861;37.137
12117.34;64.816;48.859;37.136
12118.33;64.81;48.858;37.134
12119.31;64.824;48.86;37.137
12120.31;64.775;48.859;37.136
12121.3;64.786;48.859;37.136
12122.29;64.807;48.862;37.138
12123.28;64.79;48.86;37.136
12124.29;64.808;48.859;37.135
12125.27;64.81;48.86;37.136
12126.24;64.815;48.86;37.136
12127.26;64.816;48.858;37.135
12128.25;64.819;48.858;37.134
12129.24;64.796;48.86;37.136
12130.24;64.78;48.857;37.133
12131.25;64.801;48.859;37.136
12132.25;64.823;48.857;37.133
12133.26;64.833;48.857;37.134
12134.27;64.829;48.857;37.133
12135.29;64.816;48.86;37.136
12136.31;64.823;48.859;37.135
12137.33;64.774;48.856;37.133
12138.32;64.802;48.86;37.136
12139.32;64.78;48.856;37.132
12140.32;64.775;48.857;37.133
12141.33;64.804;48.858;37.134
12142.32;64.786;48.857;37.133
12143.32;64.809;48.857;37.133
12144.32;64.806;48.858;37.133
12145.33;64.808;48.856;37.132
12146.34;64.784;48.857;37.132
12147.33;64.809;48.858;37.134
12148.33;64.776;48.857;37.132
12149.32;64.77;48.854;37.129
12150.32;64.773;48.856;37.132
12151.33;64.793;48.857;37.133
12152.34;64.782;48.856;37.132
12153.34;64.76;48.854;37.13
12154.33;64.802;48.857;37.133
12155.33;64.775;48.856;37.132
12156.34;64.774;48.855;37.131
12157.33;64.778;48.854;37.129
12158.33;64.805;48.855;37.131
12159.31;64.81;48.854;37.13
12160.31;64.805;48.855;37.131
12161.3;64.81;48.855;37.131
12162.28;64.781;48.855;37.13
12163.27;64.798;48.853;37.128
12164.27;64.784;48.855;37.131
12165.26;64.79;48.854;37.13
12166.26;64.758;48.852;37.128
12167.26;64.756;48.854;37.129
12168.27;64.76;48.852;37.127
12169.26;64.78;48.853;37.128
12170.24;64.779;48.855;37.13
12171.24;64.772;48.851;37.127
12172.24;64.755;48.852;37.127
12173.24;64.795;48.854;37.129
12174.24;64.787;48.851;37.127
12175.24;64.738;48.853;37.128
12176.24;64.781;48.852;37.127
12177.23;64.78;48.853;37.128
12178.22;64.77;48.854;37.128
12179.22;64.776;48.85;37.125
12180.2;64.758;48.849;37.124
12181.19;64.745;48.85;37.126
12182.19;64.779;48.849;37.124
12183.17;64.785;48.85;37.125
12184.17;64.746;48.849;37.124
12185.17;64.779;48.854;37.127
12186.19;64.754;48.85;37.125
12187.18;64.741;48.849;37.123
12188.19;64.763;48.85;37.125
12189.17;64.753;48.849;37.124
12190.16;64.745;48.849;37.124
12191.17;64.736;48.849;37.124
12192.16;64.782;48.851;37.126
12193.15;64.782;48.85;37.125
12194.16;64.777;48.849;37.123
12195.16;64.789;48.849;37.123
12196.18;64.778;48.852;37.125
12197.2;64.773;48.849;37.123
12198.19;64.776;48.851;37.125
12199.17;64.769;48.849;37.124
12200.18;64.771;48.848;37.123
12201.17;64.743;48.848;37.123
12202.16;64.759;48.848;37.122
12203.16;64.73;48.848;37.122
12204.16;64.741;48.847;37.122
12205.16;64.741;48.845;37.119
12206.18;64.77;48.85;37.123
12207.16;64.789;48.848;37.123
12208.15;64.768;48.847;37.121
12209.15;64.773;48.847;37.122
12210.15;64.752;48.845;37.12
12211.14;64.729;48.847;37.121
12212.14;64.728;48.846;37.12
12213.13;64.719;48.844;37.118
12214.13;64.771;48.849;37.122
12215.14;64.769;48.846;37.121
12216.14;64.731;48.846;37.12
12217.14;64.766;48.849;37.123
12218.13;64.773;48.845;37.12
12219.13;64.784;48.847;37.122
12220.12;64.743;48.845;37.12
12221.11;64.747;48.845;37.119
12222.12;64.741;48.848;37.122
12223.15;64.725;48.844;37.118
12224.15;64.755;48.845;37.12
12225.16;64.739;48.846;37.121
12226.17;64.77;48.844;37.118
12227.16;64.749;48.845;37.119
12228.15;64.729;48.846;37.119
12229.15;64.722;48.844;37.117
12230.16;64.73;48.841;37.115
12231.14;64.709;48.84;37.114
12232.13;64.719;48.842;37.115
12233.14;64.775;48.847;37.12
12234.11;64.732;48.844;37.118
12235.11;64.763;48.846;37.12
12236.11;64.721;48.838;37.112
12237.09;64.764;48.845;37.118
12238.11;64.718;48.841;37.115
12239.1;64.724;48.841;37.115
12240.09;64.702;48.841;37.115
12241.09;64.722;48.84;37.113
12242.09;64.726;48.84;37.114
12243.08;64.752;48.844;37.116
12244.07;64.741;48.841;37.114
12245.07;64.759;48.843;37.117
12246.07;64.681;48.841;37.115
12247.05;64.751;48.844;37.116
12248.03;64.716;48.841;37.114
12249.03;64.72;48.838;37.112
12250.01;64.725;48.84;37.114
12251.01;64.695;48.838;37.111
12252.02;64.702;48.84;37.113
12253.02;64.723;48.838;37.111
12254;64.693;48.838;37.111
12254.99;64.696;48.837;37.111
12256;64.734;48.838;37.112
12256.98;64.692;48.837;37.11
12257.98;64.758;48.842;37.113
12258.98;64.75;48.84;37.112
12259.99;64.761;48.839;37.112
12260.97;64.743;48.84;37.112
12261.96;64.743;48.839;37.111
12262.97;64.707;48.837;37.11
12263.96;64.695;48.832;37.106
12264.95;64.683;48.835;37.108
12265.95;64.753;48.839;37.112
12266.96;64.72;48.836;37.109
12267.98;64.725;48.837;37.111
12268.98;64.68;48.833;37.106
12269.98;64.748;48.84;37.112
12270.98;64.701;48.836;37.108
12271.98;64.679;48.835;37.108
12272.98;64.692;48.834;37.107
12273.99;64.695;48.832;37.105
12274.97;64.705;48.836;37.109
12275.97;64.676;48.833;37.106
12276.97;64.71;48.833;37.107
12277.96;64.71;48.833;37.107
12278.96;64.731;48.835;37.108
12279.98;64.703;48.834;37.107
12280.97;64.691;48.832;37.105
12281.97;64.673;48.833;37.106
12282.97;64.671;48.831;37.102
12283.97;64.684;48.831;37.104
12284.97;64.694;48.835;37.108
12285.96;64.69;48.831;37.104
12286.95;64.682;48.833;37.105
12287.93;64.713;48.834;37.107
12288.92;64.693;48.832;37.105
12289.92;64.68;48.83;37.102
12290.93;64.718;48.837;37.108
12291.94;64.693;48.833;37.105
12292.94;64.69;48.833;37.106
12293.94;64.664;48.83;37.102
12294.95;64.68;48.832;37.105
12295.96;64.674;48.83;37.101
12296.96;64.683;48.833;37.105
12297.96;64.703;48.83;37.102
12298.96;64.657;48.831;37.103
12299.93;64.683;48.829;37.102
12300.95;64.689;48.83;37.103
12301.94;64.689;48.831;37.104
12302.93;64.666;48.83;37.102
12303.93;64.691;48.83;37.102
12304.93;64.658;48.83;37.102
12305.94;64.666;48.828;37.1
12306.92;64.697;48.829;37.101
12307.9;64.686;48.829;37.102
12308.89;64.684;48.831;37.103
12309.88;64.672;48.829;37.102
12310.88;64.66;48.829;37.1
12311.87;64.66;48.828;37.1
12312.87;64.678;48.827;37.099
12313.86;64.665;48.828;37.1
12314.84;64.702;48.828;37.101
12315.84;64.68;48.831;37.104
12316.84;64.667;48.827;37.099
12317.84;64.683;48.829;37.101
12318.84;64.667;48.827;37.099
12319.84;64.67;48.829;37.101
12320.82;64.67;48.829;37.101
12321.81;64.669;48.826;37.099
12322.82;64.658;48.826;37.097
12323.83;64.655;48.826;37.097
12324.84;64.659;48.828;37.1
12325.83;64.649;48.824;37.096
12326.82;64.67;48.826;37.098
12327.82;64.683;48.828;37.1
12328.82;64.675;48.829;37.101
12329.82;64.704;48.83;37.101
12330.82;64.681;48.826;37.099
12331.84;64.648;48.827;37.098
12332.86;64.66;48.827;37.098
12333.85;64.671;48.827;37.099
12334.85;64.664;48.826;37.097
12335.84;64.643;48.825;37.096
12336.82;64.677;48.826;37.097
12337.85;64.68;48.827;37.098
12338.85;64.686;48.827;37.099
12339.85;64.645;48.825;37.097
12340.85;64.66;48.827;37.099
12341.87;64.661;48.824;37.095
12342.88;64.671;48.827;37.099
12343.88;64.655;48.823;37.094
12344.88;64.647;48.826;37.097
12345.87;64.648;48.824;37.095
12346.86;64.651;48.824;37.095
12347.86;64.678;48.826;37.097
12348.85;64.644;48.825;37.097
12349.85;64.658;48.825;37.096
12350.86;64.655;48.823;37.094
12351.86;64.649;48.823;37.093
12352.85;64.642;48.822;37.093
12353.86;64.623;48.824;37.095
12354.86;64.646;48.822;37.093
12355.87;64.653;48.82;37.092
12356.86;64.643;48.821;37.092
12357.85;64.647;48.82;37.092
12358.86;64.65;48.82;37.092
12359.85;64.63;48.821;37.092
12360.86;64.631;48.822;37.093
12361.87;64.645;48.819;37.089
12362.88;64.632;48.82;37.09
12363.87;64.643;48.821;37.092
12364.87;64.642;48.822;37.093
12365.87;64.618;48.821;37.091
12366.87;64.702;48.823;37.092
12367.88;64.64;48.818;37.088
12368.89;64.642;48.821;37.092
12369.88;64.636;48.819;37.089
12370.91;64.624;48.821;37.092
12371.9;64.64;48.818;37.089
12372.91;64.629;48.819;37.09
12373.91;64.662;48.819;37.089
12374.93;64.634;48.818;37.088
12375.91;64.636;48.82;37.091
12376.91;64.628;48.818;37.087
12377.9;64.639;48.82;37.091
12378.89;64.643;48.818;37.09
12379.89;64.627;48.816;37.087
12380.88;64.637;48.819;37.089
12381.88;64.645;48.815;37.086
12382.87;64.631;48.817;37.087
12383.88;64.627;48.818;37.088
12384.89;64.644;48.818;37.089
12385.89;64.618;48.819;37.089
12386.88;64.646;48.818;37.088
12387.89;64.614;48.817;37.087
12388.88;64.63;48.817;37.087
12389.88;64.629;48.816;37.086
12390.86;64.628;48.816;37.086
12391.85;64.629;48.818;37.089
12392.85;64.636;48.817;37.087
12393.87;64.613;48.817;37.087
12394.87;64.599;48.816;37.086
12395.88;64.626;48.815;37.085
12396.86;64.636;48.814;37.084
12397.85;64.617;48.816;37.086
12398.84;64.609;48.816;37.086
12399.85;64.633;48.814;37.084
12400.83;64.617;48.816;37.086
12401.82;64.626;48.815;37.085
12402.81;64.615;48.817;37.087
12403.81;64.616;48.814;37.083
12404.81;64.63;48.816;37.086
12405.82;64.617;48.815;37.085
12406.83;64.627;48.817;37.087
12407.82;64.617;48.817;37.087
12408.84;64.621;48.816;37.086
12409.85;64.658;48.816;37.086
12410.85;64.615;48.816;37.086
12411.85;64.629;48.811;37.081
12412.86;64.632;48.812;37.083
12413.87;64.573;48.817;37.085
12414.89;64.619;48.814;37.084
12415.88;64.604;48.813;37.082
12416.89;64.618;48.815;37.086
12417.88;64.618;48.814;37.083
12418.87;64.607;48.815;37.084
12419.86;64.59;48.814;37.083
12420.86;64.602;48.813;37.083
12421.84;64.588;48.812;37.081
12422.85;64.615;48.812;37.081
12423.85;64.608;48.812;37.082
12424.83;64.621;48.81;37.079
12425.84;64.588;48.814;37.083
12426.83;64.594;48.812;37.081
12427.82;64.598;48.81;37.079
12428.82;64.608;48.81;37.079
12429.81;64.623;48.809;37.079
12430.79;64.608;48.811;37.08
12431.8;64.621;48.809;37.079
12432.81;64.602;48.81;37.079
12433.8;64.624;48.809;37.079
12434.79;64.608;48.809;37.079
12435.8;64.611;48.811;37.08
12436.8;64.612;48.807;37.077
12437.79;64.598;48.809;37.078
12438.77;64.605;48.806;37.075
12439.77;64.605;48.806;37.075
12440.77;64.601;48.807;37.075
12441.77;64.598;48.807;37.076
12442.78;64.611;48.806;37.075
12443.76;64.606;48.806;37.076
12444.77;64.586;48.809;37.077
12445.79;64.602;48.806;37.075
12446.78;64.599;48.809;37.078
12447.78;64.604;48.806;37.075
12448.77;64.59;48.806;37.074
12449.76;64.598;48.806;37.076
12450.76;64.582;48.805;37.073
12451.77;64.594;48.807;37.076
12452.76;64.591;48.807;37.075
12453.76;64.6;48.806;37.075
12454.77;64.595;48.808;37.076
12455.77;64.581;48.805;37.073
12456.75;64.583;48.806;37.074
12457.74;64.582;48.807;37.076
12458.74;64.594;48.805;37.073
12459.74;64.581;48.807;37.075
12460.74;64.611;48.804;37.073
12461.76;64.615;48.803;37.073
12462.75;64.607;48.806;37.075
12463.73;64.599;48.803;37.071
12464.72;64.567;48.804;37.071
12465.71;64.557;48.806;37.074
12466.72;64.58;48.803;37.071
12467.72;64.575;48.804;37.073
12468.72;64.583;48.803;37.072
12469.72;64.603;48.803;37.071
12470.72;64.581;48.804;37.073
12471.74;64.608;48.801;37.07
12472.73;64.562;48.805;37.073
12473.72;64.606;48.803;37.071
12474.73;64.582;48.804;37.072
12475.74;64.589;48.801;37.069
12476.73;64.587;48.801;37.069
12477.74;64.609;48.8;37.069
12478.73;64.577;48.802;37.07
12479.73;64.593;48.802;37.07
12480.73;64.585;48.801;37.07
12481.72;64.591;48.801;37.069
12482.72;64.575;48.803;37.071
12483.7;64.602;48.801;37.07
12484.68;64.583;48.802;37.07
12485.68;64.581;48.802;37.07
12486.67;64.594;48.801;37.069
12487.68;64.596;48.8;37.068
12488.67;64.609;48.803;37.071
12489.66;64.587;48.802;37.07
12490.65;64.582;48.8;37.068
12491.65;64.576;48.802;37.07
12492.66;64.577;48.802;37.07
12493.63;64.578;48.801;37.068
12494.64;64.592;48.802;37.071
12495.63;64.56;48.802;37.069
12496.62;64.552;48.801;37.068
12497.64;64.559;48.802;37.069
12498.65;64.578;48.801;37.069
12499.65;64.573;48.801;37.069
12500.65;64.573;48.802;37.07
12501.64;64.576;48.801;37.07
12502.62;64.579;48.804;37.072
12503.62;64.584;48.801;37.067
12504.61;64.596;48.803;37.071
12505.62;64.563;48.799;37.066
12506.61;64.552;48.8;37.067
12507.62;64.562;48.801;37.068
12508.63;64.582;48.799;37.067
12509.6;64.56;48.802;37.068
12510.6;64.568;48.8;37.067
12511.6;64.579;48.798;37.065
12512.62;64.57;48.8;37.068
12513.63;64.571;48.798;37.066
12514.63;64.582;48.798;37.066
12515.63;64.577;48.797;37.065
12516.65;64.564;48.798;37.065
12517.64;64.589;48.796;37.064
12518.64;64.555;48.8;37.066
12519.64;64.566;48.797;37.064
12520.65;64.564;48.798;37.066
12521.66;64.558;48.797;37.065
12522.65;64.554;48.798;37.066
12523.65;64.573;48.795;37.063
12524.65;64.567;48.797;37.064
12525.66;64.577;48.798;37.065
12526.68;64.559;48.798;37.064
12527.67;64.55;48.799;37.065
12528.66;64.571;48.795;37.062
12529.66;64.539;48.8;37.066
12530.65;64.551;48.797;37.064
12531.63;64.562;48.796;37.062
12532.66;64.559;48.797;37.064
12533.66;64.568;48.795;37.062
12534.65;64.551;48.797;37.063
12535.65;64.551;48.797;37.064
12536.65;64.558;48.794;37.061
12537.63;64.563;48.794;37.062
12538.64;64.537;48.794;37.06
12539.63;64.571;48.795;37.062
12540.62;64.562;48.796;37.063
12541.6;64.539;48.798;37.064
12542.59;64.554;48.794;37.061
12543.58;64.563;48.794;37.061
12544.56;64.549;48.796;37.062
12545.56;64.556;48.795;37.063
12546.57;64.54;48.795;37.061
12547.59;64.555;48.796;37.062
12548.58;64.552;48.795;37.062
12549.59;64.534;48.797;37.062
12550.58;64.557;48.794;37.06
12551.58;64.547;48.796;37.062
12552.59;64.547;48.794;37.06
12553.58;64.538;48.795;37.061
12554.58;64.547;48.794;37.061
12555.57;64.528;48.794;37.059
12556.58;64.537;48.795;37.061
12557.55;64.523;48.797;37.062
12558.57;64.525;48.796;37.062
12559.58;64.525;48.795;37.06
12560.57;64.548;48.793;37.059
12561.57;64.547;48.794;37.06
12562.56;64.534;48.795;37.061
12563.56;64.554;48.793;37.059
12564.57;64.525;48.796;37.061
12565.58;64.54;48.795;37.061
12566.58;64.547;48.795;37.061
12567.56;64.554;48.79;37.057
12568.56;64.536;48.794;37.06
12569.56;64.539;48.794;37.06
12570.56;64.536;48.793;37.058
12571.55;64.548;48.794;37.06
12572.56;64.527;48.795;37.06
12573.56;64.528;48.794;37.059
12574.56;64.547;48.792;37.058
12575.57;64.564;48.791;37.057
12576.57;64.537;48.792;37.058
12577.58;64.536;48.79;37.056
12578.6;64.552;48.789;37.055
12579.6;64.55;48.79;37.057
12580.61;64.533;48.791;37.057
12581.61;64.544;48.791;37.057
12582.58;64.554;48.791;37.056
12583.59;64.527;48.791;37.056
12584.58;64.536;48.791;37.057
12585.57;64.531;48.793;37.059
12586.57;64.531;48.791;37.056
12587.58;64.528;48.796;37.061
12588.58;64.518;48.792;37.057
12589.57;64.545;48.79;37.056
12590.57;64.542;48.791;37.057
12591.57;64.551;48.789;37.055
12592.55;64.545;48.789;37.055
12593.54;64.527;48.79;37.055
12594.53;64.548;48.79;37.056
12595.53;64.517;48.791;37.056
12596.51;64.539;48.788;37.054
12597.52;64.524;48.789;37.054
12598.54;64.515;48.79;37.056
12599.52;64.531;48.789;37.054
12600.55;64.51;48.789;37.054
12601.55;64.544;48.785;37.05
12602.55;64.517;48.787;37.052
12603.55;64.537;48.788;37.054
12604.55;64.519;48.787;37.052
12605.56;64.541;48.787;37.053
12606.55;64.527;48.786;37.051
12607.56;64.522;48.787;37.052
12608.56;64.542;48.787;37.053
12609.56;64.535;48.788;37.053
12610.55;64.537;48.786;37.052
12611.55;64.522;48.787;37.051
12612.53;64.518;48.787;37.052
12613.53;64.53;48.787;37.052
12614.53;64.516;48.786;37.051
12615.53;64.502;48.789;37.053
12616.52;64.511;48.787;37.051
12617.53;64.53;48.786;37.051
12618.52;64.503;48.789;37.053
12619.52;64.522;48.785;37.05
12620.53;64.509;48.787;37.052
12621.52;64.506;48.786;37.051
12622.52;64.519;48.785;37.05
12623.52;64.512;48.786;37.051
12624.53;64.505;48.786;37.05
12625.52;64.513;48.786;37.051
12626.51;64.512;48.786;37.051
12627.51;64.509;48.785;37.05
12628.51;64.497;48.787;37.051
12629.52;64.519;48.784;37.048
12630.5;64.502;48.787;37.051
12631.49;64.521;48.785;37.05
12632.48;64.519;48.785;37.049
12633.48;64.505;48.786;37.05
12634.48;64.508;48.786;37.051
12635.49;64.501;48.785;37.049
12636.51;64.502;48.786;37.05
12637.52;64.496;48.787;37.051
12638.54;64.486;48.785;37.049
12639.53;64.505;48.785;37.049
12640.54;64.492;48.785;37.049
12641.53;64.508;48.785;37.049
12642.53;64.512;48.785;37.049
12643.51;64.519;48.783;37.047
12644.51;64.502;48.784;37.047
12645.5;64.493;48.786;37.05
12646.5;64.492;48.783;37.046
12647.5;64.507;48.785;37.049
12648.48;64.522;48.783;37.047
12649.48;64.506;48.784;37.049
12650.49;64.505;48.786;37.049
12651.48;64.512;48.783;37.047
12652.49;64.505;48.784;37.048
12653.46;64.497;48.784;37.048
12654.47;64.515;48.784;37.048
12655.46;64.492;48.782;37.045
12656.45;64.504;48.783;37.047
12657.44;64.483;48.785;37.049
12658.45;64.49;48.783;37.046
12659.45;64.496;48.784;37.048
12660.44;64.504;48.781;37.045
12661.43;64.491;48.781;37.044
12662.43;64.49;48.782;37.046
12663.44;64.501;48.78;37.043
12664.46;64.488;48.78;37.044
12665.48;64.491;48.783;37.046
12666.47;64.495;48.781;37.045
12667.5;64.514;48.78;37.044
12668.5;64.495;48.78;37.044
12669.51;64.505;48.781;37.045
12670.52;64.503;48.779;37.043
12671.52;64.493;48.781;37.045
12672.51;64.494;48.778;37.041
12673.51;64.495;48.78;37.044
12674.51;64.473;48.781;37.044
12675.52;64.483;48.78;37.043
12676.5;64.496;48.78;37.043
12677.5;64.486;48.781;37.044
12678.5;64.491;48.779;37.042
12679.5;64.5;48.777;37.041
12680.5;64.498;48.776;37.039
12681.49;64.487;48.779;37.042
12682.47;64.471;48.78;37.042
12683.45;64.498;48.777;37.04
12684.44;64.477;48.775;37.038
12685.44;64.483;48.776;37.039
12686.44;64.472;48.776;37.039
12687.43;64.488;48.774;37.038
12688.44;64.492;48.775;37.039
12689.43;64.477;48.773;37.037
12690.42;64.475;48.773;37.036
12691.42;64.496;48.772;37.036
12692.43;64.465;48.774;37.037
