IDs:;240715_02_240712A;02_DNAJB6_05_000_uM;
1699.129;55.163;52.036;38.788
1700.117;55.166;52.036;38.787
1701.122;55.161;52.036;38.789
1702.118;55.157;52.036;38.787
1703.093;55.16;52.037;38.788
1704.112;55.154;52.037;38.786
1705.107;55.153;52.037;38.788
1706.111;55.157;52.035;38.785
1707.121;55.157;52.035;38.787
1708.118;55.153;52.035;38.785
1709.114;55.154;52.034;38.785
1710.121;55.157;52.035;38.786
1711.127;55.155;52.035;38.784
1712.14;55.161;52.033;38.782
1713.161;55.153;52.035;38.785
1714.153;55.155;52.034;38.784
1715.153;55.154;52.036;38.786
1716.161;55.153;52.034;38.783
1717.171;55.156;52.035;38.782
1718.188;55.148;52.035;38.783
1719.179;55.15;52.035;38.784
1720.173;55.15;52.035;38.785
1721.17;55.147;52.036;38.784
1722.173;55.144;52.036;38.785
1723.178;55.148;52.035;38.782
1724.17;55.148;52.037;38.785
1725.165;55.149;52.037;38.785
1726.164;55.155;52.035;38.781
1727.171;55.144;52.036;38.783
1728.164;55.142;52.038;38.785
1729.157;55.146;52.037;38.784
1730.157;55.141;52.037;38.785
1731.175;55.15;52.038;38.783
1732.155;55.149;52.037;38.781
1733.156;55.149;52.036;38.781
1734.143;55.15;52.036;38.783
1735.139;55.143;52.036;38.781
1736.152;55.142;52.038;38.784
1737.15;55.137;52.037;38.784
1738.154;55.139;52.037;38.783
1739.169;55.135;52.037;38.78
1740.178;55.146;52.035;38.78
1741.16;55.135;52.037;38.783
1742.155;55.129;52.035;38.78
1743.155;55.142;52.035;38.779
1744.163;55.133;52.037;38.782
1745.15;55.133;52.036;38.781
1746.146;55.135;52.035;38.778
1747.149;55.128;52.036;38.781
1748.126;55.135;52.035;38.778
1749.138;55.127;52.035;38.779
1750.135;55.13;52.035;38.779
1751.132;55.136;52.035;38.778
1752.133;55.133;52.033;38.775
1753.139;55.133;52.035;38.777
1754.148;55.133;52.034;38.776
1755.133;55.131;52.035;38.777
1756.123;55.129;52.036;38.78
1757.148;55.122;52.035;38.778
1758.148;55.125;52.036;38.78
1759.152;55.12;52.036;38.779
1760.159;55.127;52.03;38.771
1761.173;55.13;52.034;38.775
1762.186;55.121;52.033;38.774
1763.205;55.118;52.032;38.772
1764.196;55.127;52.031;38.771
1765.188;55.124;52.032;38.773
1766.187;55.119;52.032;38.772
1767.179;55.116;52.033;38.774
1768.167;55.119;52.032;38.773
1769.153;55.12;52.032;38.773
1770.172;55.118;52.033;38.772
1771.183;55.118;52.035;38.775
1772.19;55.119;52.033;38.772
1773.175;55.125;52.035;38.775
1774.16;55.118;52.032;38.771
1775.174;55.1;52.033;38.771
1776.178;55.111;52.034;38.773
1777.167;55.113;52.036;38.774
1778.164;55.105;52.036;38.774
1779.152;55.112;52.034;38.773
1780.14;55.113;52.035;38.773
1781.136;55.117;52.035;38.774
1782.141;55.093;52.029;38.765
1783.143;55.113;52.038;38.776
1784.131;55.102;52.033;38.77
1785.121;55.114;52.035;38.773
1786.124;55.106;52.036;38.773
1787.13;55.113;52.036;38.774
1788.138;55.107;52.037;38.775
1789.124;55.107;52.037;38.774
1790.111;55.104;52.034;38.771
1791.102;55.108;52.036;38.773
1792.101;55.109;52.039;38.776
1793.103;55.107;52.038;38.775
1794.107;55.088;52.033;38.769
1795.117;55.109;52.037;38.773
1796.098;55.096;52.035;38.771
1797.083;55.089;52.032;38.768
1798.07;55.107;52.036;38.772
1799.062;55.099;52.032;38.766
1800.061;55.093;52.034;38.769
1801.067;55.104;52.036;38.773
1802.045;55.089;52.032;38.766
1803.038;55.102;52.038;38.773
1804.034;55.103;52.036;38.771
1805.034;55.087;52.032;38.766
1806.027;55.099;52.037;38.772
1807.039;55.103;52.037;38.772
1808.037;55.101;52.037;38.771
1809.023;55.091;52.039;38.774
1810.025;55.1;52.036;38.77
1811.015;55.081;52.035;38.769
1812.011;55.077;52.032;38.766
1813.005;55.083;52.035;38.768
1814.013;55.085;52.034;38.768
1815.014;55.078;52.033;38.766
1815.999;55.088;52.039;38.771
1816.993;55.092;52.036;38.769
1817.974;55.062;52.032;38.763
1818.958;55.075;52.036;38.769
1819.935;55.074;52.033;38.764
1820.944;55.075;52.034;38.767
1821.934;55.083;52.036;38.768
1822.925;55.079;52.035;38.767
1823.922;55.067;52.033;38.765
1824.927;55.09;52.038;38.769
1825.907;55.087;52.036;38.767
1826.897;55.071;52.032;38.763
1827.892;55.087;52.032;38.763
1828.885;55.088;52.034;38.766
1829.9;55.078;52.035;38.766
1830.893;55.066;52.03;38.761
1831.883;55.071;52.031;38.762
1832.878;55.082;52.034;38.765
1833.871;55.062;52.032;38.763
1834.86;55.056;52.034;38.764
1835.871;55.064;52.029;38.758
1836.859;55.054;52.033;38.763
1837.866;55.055;52.026;38.756
1838.869;55.059;52.032;38.762
1839.849;55.056;52.034;38.765
1840.843;55.076;52.035;38.765
1841.833;55.066;52.032;38.762
1842.833;55.066;52.034;38.763
1843.829;55.045;52.029;38.758
1844.831;55.062;52.033;38.761
1845.817;55.073;52.033;38.762
1846.808;55.057;52.029;38.757
1847.806;55.05;52.032;38.761
1848.818;55.04;52.028;38.757
1849.812;55.06;52.03;38.758
1850.818;55.073;52.033;38.762
1851.813;55.053;52.031;38.759
1852.813;55.053;52.029;38.757
1853.818;55.048;52.03;38.758
1854.826;55.044;52.03;38.759
1855.824;55.043;52.029;38.757
1856.831;55.045;52.031;38.759
1857.842;55.043;52.03;38.758
1858.857;55.031;52.029;38.756
1859.848;55.038;52.027;38.754
1860.844;55.047;52.029;38.756
1861.847;55.065;52.031;38.758
1862.848;55.042;52.031;38.759
1863.854;55.033;52.026;38.751
1864.867;55.041;52.031;38.759
1865.852;55.041;52.028;38.755
1866.84;55.036;52.028;38.754
1867.833;55.038;52.026;38.753
1868.826;55.039;52.031;38.758
1869.837;55.031;52.027;38.753
1870.823;55.044;52.03;38.757
1871.823;55.028;52.028;38.754
1872.816;55.03;52.028;38.753
1873.816;55.04;52.032;38.757
1874.812;55.023;52.028;38.753
1875.823;55.037;52.031;38.757
1876.815;55.038;52.029;38.755
1877.812;55.019;52.03;38.754
1878.816;55.028;52.029;38.753
1879.826;55.056;52.034;38.759
1880.823;55.037;52.032;38.758
1881.806;55.041;52.032;38.758
1882.796;55.027;52.028;38.753
1883.802;55.036;52.03;38.754
1884.794;55.018;52.027;38.75
1885.799;55.015;52.028;38.752
1886.809;55.015;52.026;38.749
1887.824;55.023;52.028;38.752
1888.82;55.023;52.026;38.75
1889.825;55.018;52.027;38.749
1890.833;55.018;52.027;38.749
1891.822;55.015;52.026;38.749
1892.812;55.025;52.03;38.754
1893.799;55.019;52.027;38.749
1894.791;55.021;52.026;38.75
1895.792;55.017;52.028;38.751
1896.794;55.015;52.026;38.748
1897.799;55.026;52.031;38.754
1898.806;55.012;52.028;38.75
1899.789;55.015;52.029;38.751
1900.774;55.011;52.028;38.75
1901.763;55.013;52.029;38.751
1902.785;55.012;52.027;38.748
1903.777;55.026;52.028;38.75
1904.774;55.012;52.027;38.75
1905.772;55.008;52.027;38.749
1906.762;55.011;52.026;38.747
1907.733;55.012;52.025;38.745
1908.75;55.004;52.028;38.748
1909.756;55.012;52.026;38.748
1910.751;55.007;52.027;38.748
1911.737;55.002;52.026;38.746
1912.738;55.005;52.027;38.748
1913.733;55.003;52.026;38.745
1914.733;55.007;52.026;38.745
1915.74;55;52.026;38.745
1916.73;54.998;52.025;38.744
1917.727;55.007;52.025;38.744
1918.73;55.006;52.026;38.746
1919.718;55.003;52.025;38.744
1920.72;54.995;52.025;38.743
1921.73;55;52.027;38.747
1922.724;54.995;52.024;38.743
1923.724;54.991;52.025;38.744
1924.729;55.002;52.024;38.743
1925.714;54.99;52.025;38.742
1926.731;54.99;52.023;38.743
1927.727;54.997;52.026;38.745
1928.738;54.993;52.022;38.741
1929.724;54.991;52.022;38.74
1930.716;54.993;52.025;38.745
1931.712;54.989;52.022;38.74
1932.714;54.989;52.022;38.739
1933.722;54.989;52.022;38.74
1934.738;54.993;52.024;38.742
1935.73;54.986;52.023;38.741
1936.757;54.987;52.024;38.742
1937.757;54.986;52.023;38.741
1938.76;54.985;52.023;38.74
1939.762;54.989;52.025;38.744
1940.773;54.981;52.025;38.74
1941.785;54.991;52.023;38.741
1942.797;54.985;52.023;38.74
1943.813;54.983;52.024;38.742
1944.833;54.989;52.024;38.741
1945.827;54.987;52.023;38.741
1946.832;54.985;52.024;38.74
1947.821;54.978;52.025;38.741
1948.815;54.987;52.025;38.742
1949.802;54.982;52.023;38.739
1950.803;54.986;52.028;38.746
1951.795;54.983;52.026;38.74
1952.801;54.983;52.024;38.739
1953.793;54.977;52.027;38.743
1954.803;54.981;52.023;38.737
1955.797;54.983;52.027;38.744
1956.793;54.983;52.025;38.739
1957.804;54.983;52.027;38.741
1958.788;54.98;52.027;38.741
1959.773;54.976;52.027;38.741
1960.764;54.972;52.027;38.741
1961.766;54.978;52.027;38.742
1962.771;54.974;52.028;38.742
1963.768;54.977;52.028;38.741
1964.771;54.978;52.026;38.739
1965.778;54.976;52.029;38.743
1966.795;54.973;52.027;38.74
1967.816;54.977;52.027;38.741
1968.815;54.981;52.028;38.742
1969.817;54.977;52.028;38.74
1970.822;54.974;52.029;38.742
1971.813;54.977;52.029;38.743
1972.803;54.975;52.028;38.739
1973.796;54.972;52.027;38.739
1974.793;54.974;52.031;38.744
1975.812;54.978;52.028;38.74
1976.8;54.97;52.03;38.743
1977.79;54.971;52.029;38.742
1978.785;54.971;52.026;38.738
1979.783;54.965;52.03;38.743
1980.783;54.964;52.027;38.738
1981.767;54.966;52.028;38.739
1982.779;54.967;52.029;38.74
1983.771;54.967;52.026;38.736
1984.773;54.967;52.028;38.739
1985.767;54.964;52.029;38.74
1986.775;54.966;52.03;38.741
1987.754;54.964;52.028;38.739
1988.737;54.967;52.029;38.739
1989.739;54.959;52.027;38.737
1990.738;54.954;52.03;38.74
1991.745;54.955;52.028;38.739
1992.754;54.959;52.028;38.739
1993.752;54.956;52.03;38.739
1994.757;54.961;52.029;38.739
1995.75;54.964;52.028;38.738
1996.742;54.96;52.029;38.738
1997.743;54.958;52.03;38.739
1998.759;54.954;52.029;38.737
1999.757;54.952;52.03;38.739
2000.758;54.955;52.029;38.738
2001.735;54.954;52.03;38.737
2002.745;54.954;52.028;38.736
2003.728;54.957;52.029;38.737
2004.715;54.957;52.028;38.736
2005.708;54.948;52.031;38.739
2006.707;54.951;52.027;38.735
2007.711;54.943;52.03;38.739
2008.704;54.95;52.029;38.736
2009.71;54.951;52.028;38.736
2010.703;54.951;52.029;38.738
2011.701;54.942;52.029;38.736
2012.706;54.951;52.03;38.737
2013.704;54.946;52.028;38.736
2014.702;54.953;52.028;38.736
2015.703;54.947;52.033;38.74
2016.701;54.941;52.031;38.738
2017.689;54.944;52.031;38.737
2018.699;54.945;52.03;38.737
2019.675;54.942;52.028;38.734
2020.659;54.938;52.029;38.736
2021.648;54.939;52.03;38.736
2022.628;54.949;52.029;38.736
2023.614;54.945;52.03;38.736
2024.609;54.931;52.032;38.738
2025.608;54.948;52.029;38.736
2026.612;54.939;52.029;38.734
2027.602;54.934;52.031;38.737
2028.593;54.937;52.032;38.737
2029.597;54.932;52.033;38.738
2030.611;54.931;52.031;38.735
2031.599;54.933;52.029;38.734
2032.592;54.938;52.028;38.734
2033.6;54.934;52.029;38.734
2034.609;54.931;52.032;38.737
2035.624;54.924;52.03;38.734
2036.643;54.93;52.032;38.738
2037.637;54.93;52.031;38.735
2038.634;54.929;52.03;38.735
2039.634;54.922;52.029;38.733
2040.639;54.923;52.032;38.735
2041.644;54.921;52.029;38.732
2042.652;54.923;52.031;38.736
2043.663;54.922;52.028;38.73
2044.645;54.919;52.03;38.733
2045.627;54.931;52.028;38.732
2046.647;54.92;52.028;38.73
2047.638;54.915;52.031;38.734
2048.643;54.891;52.038;38.736
2049.638;54.909;52.03;38.732
2050.648;54.918;52.028;38.73
2051.647;54.916;52.027;38.73
2052.627;54.918;52.028;38.732
2053.626;54.916;52.029;38.73
2054.62;54.903;52.028;38.73
2055.618;54.909;52.027;38.731
2056.597;54.911;52.028;38.731
2057.608;54.911;52.028;38.73
2058.594;54.91;52.027;38.729
2059.583;54.915;52.025;38.726
2060.565;54.906;52.027;38.729
2061.564;54.916;52.024;38.726
2062.559;54.902;52.028;38.73
2063.562;54.908;52.024;38.725
2064.571;54.903;52.026;38.728
2065.555;54.902;52.027;38.728
2066.549;54.912;52.024;38.724
2067.549;54.909;52.026;38.728
2068.531;54.904;52.024;38.724
2069.528;54.906;52.024;38.724
2070.535;54.905;52.025;38.727
2071.543;54.904;52.026;38.726
2072.525;54.899;52.028;38.728
2073.522;54.906;52.025;38.724
2074.518;54.904;52.027;38.726
2075.519;54.904;52.027;38.725
2076.524;54.9;52.025;38.724
2077.535;54.901;52.027;38.724
2078.546;54.904;52.027;38.727
2079.56;54.899;52.026;38.724
2080.547;54.893;52.027;38.726
2081.537;54.9;52.027;38.727
2082.529;54.894;52.026;38.724
2083.525;54.892;52.028;38.727
2084.523;54.899;52.028;38.725
2085.525;54.895;52.028;38.726
2086.518;54.897;52.027;38.726
2087.511;54.892;52.029;38.727
2088.502;54.889;52.027;38.723
2089.485;54.892;52.027;38.724
2090.484;54.892;52.027;38.725
2091.472;54.897;52.024;38.721
2092.482;54.89;52.025;38.723
2093.483;54.888;52.026;38.724
2094.489;54.891;52.024;38.723
2095.476;54.895;52.025;38.722
2096.472;54.889;52.024;38.721
2097.488;54.887;52.026;38.725
2098.471;54.886;52.025;38.722
2099.467;54.884;52.027;38.724
2100.473;54.885;52.026;38.723
2101.468;54.882;52.025;38.722
2102.477;54.891;52.025;38.722
2103.462;54.879;52.027;38.722
2104.451;54.88;52.026;38.721
2105.456;54.879;52.027;38.723
2106.442;54.882;52.025;38.72
2107.434;54.881;52.022;38.72
2108.431;54.883;52.025;38.72
2109.431;54.879;52.025;38.72
2110.411;54.88;52.026;38.72
2111.42;54.883;52.026;38.721
2112.434;54.878;52.026;38.722
2113.441;54.881;52.025;38.721
2114.442;54.88;52.025;38.72
2115.422;54.878;52.028;38.724
2116.438;54.876;52.027;38.721
2117.441;54.878;52.027;38.722
2118.431;54.876;52.028;38.722
2119.433;54.869;52.029;38.725
2120.426;54.875;52.028;38.723
2121.419;54.882;52.024;38.718
2122.415;54.878;52.029;38.722
2123.4;54.874;52.029;38.723
2124.397;54.879;52.027;38.722
2125.379;54.877;52.026;38.719
2126.372;54.88;52.026;38.72
2127.371;54.88;52.024;38.719
2128.368;54.874;52.026;38.719
2129.352;54.876;52.027;38.72
2130.342;54.873;52.029;38.723
2131.343;54.875;52.027;38.72
2132.334;54.868;52.028;38.721
2133.33;54.87;52.028;38.72
2134.331;54.877;52.024;38.716
2135.337;54.868;52.027;38.719
2136.348;54.875;52.027;38.719
2137.365;54.864;52.023;38.717
2138.365;54.869;52.024;38.716
2139.368;54.868;52.023;38.716
2140.345;54.871;52.024;38.715
2141.355;54.868;52.023;38.715
2142.339;54.86;52.026;38.717
2143.329;54.862;52.023;38.714
2144.324;54.862;52.024;38.714
2145.324;54.861;52.025;38.716
2146.328;54.857;52.023;38.715
2147.336;54.861;52.021;38.713
2148.315;54.869;52.021;38.711
2149.33;54.855;52.023;38.715
2150.348;54.861;52.024;38.714
2151.338;54.852;52.024;38.716
2152.328;54.856;52.019;38.71
2153.324;54.861;52.019;38.71
2154.296;54.857;52.021;38.711
2155.309;54.856;52.022;38.711
2156.308;54.858;52.017;38.708
2157.302;54.851;52.02;38.711
2158.29;54.849;52.016;38.707
2159.29;54.876;52.025;38.713
2160.27;54.849;52.018;38.708
2161.265;54.849;52.015;38.705
2162.269;54.849;52.016;38.708
2163.275;54.853;52.015;38.705
2164.254;54.852;52.017;38.706
2165.237;54.848;52.016;38.707
2166.236;54.843;52.019;38.709
2167.252;54.838;52.016;38.707
2168.247;54.837;52.02;38.71
2169.249;54.84;52.016;38.706
2170.255;54.845;52.019;38.708
2171.24;54.845;52.017;38.706
2172.231;54.846;52.018;38.706
2173.239;54.844;52.016;38.707
2174.226;54.841;52.019;38.707
2175.229;54.841;52.017;38.704
2176.207;54.841;52.021;38.709
2177.189;54.838;52.018;38.706
2178.203;54.842;52.018;38.705
2179.194;54.837;52.02;38.709
2180.187;54.842;52.019;38.707
2181.186;54.839;52.016;38.704
2182.186;54.837;52.02;38.708
2183.2;54.836;52.018;38.708
2184.214;54.838;52.02;38.707
2185.21;54.844;52.015;38.703
2186.209;54.841;52.021;38.708
2187.205;54.842;52.016;38.703
2188.193;54.833;52.02;38.708
2189.181;54.841;52.02;38.708
2190.161;54.834;52.022;38.708
2191.146;54.833;52.019;38.706
2192.142;54.837;52.019;38.707
2193.13;54.834;52.021;38.707
2194.129;54.839;52.018;38.706
2195.12;54.836;52.021;38.708
2196.108;54.834;52.023;38.709
2197.12;54.836;52.02;38.706
2198.113;54.829;52.023;38.711
2199.117;54.83;52.024;38.709
2200.121;54.827;52.022;38.709
2201.139;54.83;52.022;38.707
2202.143;54.83;52.022;38.708
2203.147;54.835;52.02;38.704
2204.132;54.827;52.022;38.708
2205.126;54.832;52.021;38.706
2206.125;54.826;52.022;38.708
2207.135;54.833;52.021;38.707
2208.122;54.827;52.023;38.708
2209.12;54.828;52.021;38.707
2210.119;54.831;52.022;38.707
2211.119;54.829;52.02;38.705
2212.093;54.831;52.02;38.704
2213.103;54.83;52.021;38.706
2214.103;54.825;52.02;38.705
2215.099;54.836;52.021;38.706
2216.1;54.83;52.021;38.705
2217.08;54.826;52.02;38.704
2218.098;54.821;52.023;38.709
2219.086;54.822;52.022;38.707
2220.079;54.825;52.023;38.707
2221.079;54.821;52.023;38.709
2222.085;54.819;52.023;38.707
2223.078;54.825;52.024;38.708
2224.094;54.825;52.022;38.706
2225.098;54.82;52.023;38.708
2226.101;54.824;52.023;38.705
2227.09;54.824;52.026;38.709
2228.098;54.817;52.022;38.705
2229.094;54.822;52.022;38.706
2230.096;54.818;52.022;38.705
2231.095;54.822;52.023;38.706
2232.104;54.821;52.023;38.706
2233.076;54.82;52.023;38.708
2234.071;54.817;52.024;38.707
2235.055;54.821;52.024;38.707
2236.051;54.817;52.024;38.708
2237.055;54.826;52.023;38.705
2238.067;54.816;52.024;38.708
2239.056;54.816;52.023;38.706
2240.051;54.82;52.024;38.706
2241.051;54.816;52.023;38.705
2242.04;54.818;52.024;38.706
2243.038;54.82;52.023;38.706
2244.04;54.812;52.023;38.705
2245.017;54.806;52.024;38.707
2246.035;54.81;52.025;38.706
2247.029;54.813;52.023;38.705
2248.03;54.814;52.023;38.706
2249.033;54.813;52.023;38.704
2250.048;54.819;52.025;38.706
2251.062;54.809;52.024;38.706
2252.051;54.808;52.025;38.708
2253.038;54.811;52.026;38.707
2254.032;54.813;52.023;38.705
2255.031;54.813;52.024;38.704
2256.016;54.807;52.023;38.705
2257.033;54.814;52.024;38.705
2258.039;54.804;52.023;38.704
2259.038;54.811;52.028;38.707
2260.017;54.802;52.026;38.707
2261.01;54.808;52.022;38.703
2262.005;54.811;52.024;38.703
2263.005;54.81;52.024;38.704
2264.011;54.811;52.023;38.703
2265.003;54.81;52.027;38.706
2265.998;54.809;52.023;38.703
2266.994;54.802;52.026;38.705
2267.988;54.806;52.025;38.705
2268.974;54.802;52.025;38.705
2269.979;54.815;52.022;38.701
2270.98;54.811;52.025;38.704
2271.96;54.804;52.023;38.703
2272.956;54.801;52.024;38.703
2273.958;54.807;52.026;38.705
2274.962;54.8;52.026;38.705
2275.943;54.8;52.025;38.705
2276.933;54.797;52.025;38.704
2277.924;54.804;52.025;38.703
2278.92;54.8;52.024;38.702
2279.923;54.803;52.024;38.703
2280.933;54.805;52.026;38.704
2281.93;54.8;52.026;38.705
2282.927;54.795;52.023;38.7
2283.927;54.804;52.025;38.702
2284.93;54.795;52.024;38.701
2285.941;54.795;52.024;38.702
2286.953;54.794;52.022;38.701
2287.967;54.802;52.024;38.701
2288.985;54.798;52.024;38.701
2289.978;54.797;52.024;38.701
2290.97;54.787;52.024;38.7
2291.967;54.791;52.023;38.701
2292.963;54.794;52.025;38.701
2293.959;54.794;52.026;38.703
2294.948;54.787;52.028;38.704
2295.948;54.789;52.024;38.701
2296.938;54.792;52.023;38.699
2297.929;54.788;52.027;38.703
2298.916;54.79;52.026;38.701
2299.909;54.785;52.021;38.698
2300.912;54.795;52.024;38.699
2301.898;54.787;52.022;38.697
2302.896;54.787;52.022;38.697
2303.875;54.787;52.022;38.697
2304.875;54.784;52.023;38.699
2305.875;54.776;52.022;38.697
2306.884;54.783;52.024;38.7
2307.872;54.785;52.023;38.697
2308.872;54.784;52.025;38.699
2309.859;54.786;52.022;38.698
2310.853;54.78;52.023;38.698
2311.831;54.777;52.021;38.695
2312.814;54.779;52.023;38.698
2313.827;54.784;52.022;38.694
2314.819;54.785;52.02;38.695
2315.814;54.77;52.021;38.695
2316.816;54.781;52.02;38.694
2317.804;54.782;52.021;38.694
2318.797;54.781;52.023;38.697
2319.797;54.778;52.021;38.694
2320.815;54.778;52.022;38.696
2321.805;54.779;52.021;38.695
2322.796;54.776;52.022;38.695
2323.795;54.786;52.023;38.697
2324.797;54.779;52.021;38.693
2325.787;54.774;52.02;38.693
2326.775;54.768;52.024;38.697
2327.764;54.778;52.022;38.694
2328.766;54.774;52.022;38.695
2329.768;54.781;52.023;38.695
2330.764;54.779;52.022;38.695
2331.767;54.764;52.022;38.695
2332.761;54.775;52.021;38.693
2333.733;54.77;52.02;38.692
2334.72;54.774;52.022;38.694
2335.721;54.773;52.024;38.697
2336.728;54.774;52.022;38.694
2337.724;54.775;52.021;38.693
2338.724;54.773;52.021;38.692
2339.728;54.771;52.023;38.695
2340.711;54.765;52.022;38.694
2341.692;54.772;52.024;38.695
2342.701;54.766;52.022;38.694
2343.716;54.766;52.02;38.691
2344.704;54.767;52.023;38.694
2345.705;54.76;52.02;38.692
2346.706;54.766;52.022;38.694
2347.714;54.764;52.023;38.695
2348.692;54.768;52.019;38.689
2349.689;54.764;52.018;38.689
2350.69;54.767;52.021;38.692
2351.7;54.764;52.019;38.69
2352.714;54.761;52.019;38.69
2353.7;54.767;52.02;38.69
2354.698;54.759;52.018;38.689
2355.695;54.759;52.02;38.691
2356.693;54.763;52.019;38.689
2357.69;54.76;52.02;38.691
2358.683;54.76;52.018;38.689
2359.676;54.752;52.019;38.69
2360.673;54.762;52.019;38.69
2361.685;54.758;52.018;38.687
2362.688;54.761;52.02;38.69
2363.696;54.756;52.019;38.688
2364.673;54.757;52.018;38.688
2365.682;54.751;52.02;38.691
2366.672;54.755;52.017;38.687
2367.673;54.754;52.017;38.687
2368.685;54.749;52.018;38.688
2369.68;54.757;52.019;38.689
2370.659;54.749;52.017;38.687
2371.642;54.754;52.017;38.687
2372.638;54.753;52.016;38.685
2373.635;54.756;52.019;38.688
2374.611;54.749;52.019;38.688
2375.608;54.753;52.016;38.685
2376.612;54.751;52.018;38.687
2377.625;54.752;52.017;38.685
2378.616;54.754;52.019;38.687
2379.608;54.732;52.014;38.683
2380.61;54.754;52.016;38.684
2381.605;54.751;52.017;38.686
2382.63;54.752;52.019;38.687
2383.625;54.747;52.017;38.684
2384.625;54.746;52.017;38.685
2385.628;54.753;52.017;38.684
2386.633;54.751;52.017;38.686
2387.61;54.749;52.017;38.684
2388.623;54.729;52.014;38.681
2389.637;54.75;52.019;38.687
2390.628;54.745;52.018;38.686
2391.626;54.741;52.02;38.687
2392.623;54.75;52.017;38.684
2393.624;54.737;52.015;38.682
2394.63;54.744;52.018;38.685
2395.627;54.742;52.018;38.685
2396.621;54.743;52.018;38.684
2397.632;54.729;52.019;38.687
2398.616;54.742;52.015;38.682
2399.609;54.739;52.018;38.686
2400.606;54.733;52.015;38.682
2401.6;54.74;52.016;38.682
2402.581;54.741;52.016;38.682
2403.562;54.74;52.016;38.682
2404.546;54.72;52.014;38.681
2405.541;54.739;52.014;38.681
2406.519;54.735;52.013;38.679
2407.53;54.719;52.013;38.679
2408.534;54.737;52.013;38.679
2409.542;54.732;52.017;38.683
2410.53;54.725;52.014;38.679
2411.522;54.739;52.015;38.681
2412.52;54.739;52.012;38.678
2413.524;54.739;52.012;38.678
2414.527;54.732;52.016;38.681
2415.526;54.732;52.012;38.677
2416.533;54.736;52.015;38.681
2417.543;54.727;52.014;38.68
2418.559;54.731;52.014;38.68
2419.579;54.733;52.015;38.681
2420.601;54.728;52.015;38.68
2421.599;54.718;52.013;38.678
2422.586;54.732;52.014;38.678
2423.583;54.709;52.012;38.676
2424.579;54.727;52.015;38.68
2425.586;54.725;52.014;38.678
2426.582;54.732;52.015;38.68
2427.569;54.721;52.013;38.679
2428.567;54.726;52.014;38.678
2429.549;54.723;52.015;38.679
2430.543;54.736;52.017;38.682
2431.531;54.709;52.012;38.677
2432.537;54.709;52.014;38.679
2433.52;54.71;52.015;38.679
2434.516;54.708;52.013;38.677
2435.521;54.711;52.013;38.677
2436.505;54.723;52.016;38.679
2437.505;54.723;52.016;38.679
2438.507;54.725;52.016;38.68
2439.514;54.704;52.012;38.676
2440.526;54.713;52.015;38.679
2441.516;54.705;52.013;38.675
2442.511;54.726;52.017;38.68
2443.518;54.721;52.015;38.678
2444.507;54.708;52.012;38.675
2445.497;54.717;52.015;38.679
2446.492;54.707;52.012;38.676
2447.491;54.707;52.014;38.677
2448.495;54.722;52.017;38.68
2449.505;54.72;52.015;38.677
2450.489;54.715;52.016;38.679
2451.507;54.706;52.013;38.675
2452.503;54.719;52.017;38.679
2453.5;54.716;52.013;38.675
2454.5;54.717;52.016;38.678
2455.502;54.703;52.013;38.676
2456.511;54.714;52.015;38.676
2457.521;54.716;52.016;38.677
2458.532;54.716;52.017;38.679
2459.519;54.715;52.015;38.677
2460.51;54.708;52.016;38.677
2461.502;54.718;52.016;38.677
2462.485;54.701;52.016;38.678
2463.48;54.704;52.015;38.677
2464.463;54.702;52.016;38.676
2465.451;54.715;52.017;38.678
2466.452;54.7;52.015;38.676
2467.449;54.717;52.018;38.678
2468.434;54.705;52.015;38.677
2469.454;54.721;52.017;38.678
2470.457;54.709;52.018;38.679
2471.445;54.714;52.019;38.679
2472.443;54.712;52.015;38.676
2473.437;54.715;52.017;38.678
2474.446;54.71;52.018;38.677
2475.441;54.702;52.015;38.675
2476.42;54.696;52.015;38.676
2477.433;54.693;52.014;38.674
2478.419;54.717;52.017;38.678
2479.416;54.707;52.018;38.677
2480.423;54.697;52.014;38.675
2481.42;54.692;52.013;38.673
2482.415;54.709;52.017;38.676
2483.417;54.707;52.018;38.677
2484.427;54.69;52.013;38.673
2485.442;54.691;52.014;38.673
2486.428;54.696;52.014;38.673
2487.418;54.691;52.013;38.672
2488.414;54.691;52.014;38.674
2489.414;54.705;52.015;38.674
2490.417;54.686;52.015;38.675
2491.425;54.693;52.012;38.672
2492.438;54.704;52.018;38.677
2493.421;54.688;52.015;38.672
2494.443;54.689;52.016;38.674
2495.443;54.685;52.013;38.671
2496.446;54.694;52.014;38.674
2497.437;54.705;52.018;38.677
2498.434;54.685;52.014;38.672
2499.43;54.699;52.018;38.676
2500.426;54.689;52.015;38.673
2501.425;54.685;52.015;38.673
2502.423;54.694;52.016;38.674
2503.412;54.697;52.014;38.672
2504.413;54.683;52.012;38.671
2505.405;54.701;52.017;38.674
2506.412;54.684;52.016;38.673
2507.405;54.695;52.017;38.674
2508.391;54.684;52.014;38.671
2509.399;54.695;52.017;38.674
2510.379;54.693;52.017;38.674
2511.368;54.681;52.015;38.672
2512.348;54.676;52.014;38.67
2513.329;54.676;52.012;38.669
2514.32;54.679;52.014;38.671
2515.296;54.678;52.014;38.67
2516.304;54.68;52.013;38.669
2517.292;54.679;52.015;38.671
