IDs:;240715_03_240712B;03_DNAJB6_03_330_uM;
Concentration [uM]:;3.33;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4133.515;53.968;51.803;38.388
4134.534;53.965;51.803;38.389
4135.521;53.968;51.803;38.388
4136.513;53.97;51.801;38.387
4137.511;53.971;51.804;38.39
4138.516;53.965;51.802;38.388
4139.508;53.968;51.802;38.388
4140.524;53.967;51.801;38.387
4141.539;53.963;51.802;38.388
4142.537;53.967;51.8;38.385
4143.532;53.965;51.801;38.387
4144.526;53.965;51.801;38.387
4145.509;53.966;51.801;38.386
4146.508;53.961;51.803;38.388
4147.503;53.964;51.801;38.387
4148.504;53.965;51.799;38.384
4149.489;53.963;51.802;38.387
4150.482;53.959;51.801;38.387
4151.482;53.96;51.799;38.384
4152.491;53.961;51.801;38.387
4153.475;53.96;51.8;38.386
4154.464;53.957;51.799;38.384
4155.462;53.958;51.801;38.386
4156.465;53.954;51.8;38.385
4157.475;53.96;51.8;38.385
4158.466;53.961;51.801;38.386
4159.46;53.965;51.798;38.384
4160.456;53.961;51.801;38.386
4161.431;53.959;51.802;38.387
4162.421;53.964;51.8;38.386
4163.416;53.96;51.8;38.385
4164.415;53.966;51.801;38.387
4165.423;53.962;51.799;38.385
4166.437;53.957;51.803;38.388
4167.449;53.958;51.8;38.385
4168.467;53.958;51.799;38.384
4169.455;53.961;51.799;38.385
4170.447;53.965;51.8;38.386
4171.449;53.962;51.799;38.385
4172.457;53.96;51.8;38.386
4173.455;53.959;51.8;38.384
4174.439;53.959;51.799;38.385
4175.434;53.964;51.799;38.385
4176.444;53.964;51.797;38.383
4177.419;53.957;51.799;38.384
4178.429;53.955;51.803;38.388
4179.406;53.96;51.804;38.388
4180.407;53.958;51.801;38.386
4181.41;53.958;51.804;38.388
4182.408;53.96;51.799;38.384
4183.409;53.956;51.803;38.387
4184.397;53.956;51.801;38.386
4185.398;53.956;51.801;38.386
4186.404;53.959;51.8;38.386
4187.394;53.952;51.799;38.383
4188.393;53.957;51.799;38.384
4189.403;53.957;51.8;38.385
4190.401;53.962;51.8;38.385
4191.396;53.96;51.799;38.385
4192.405;53.959;51.801;38.386
4193.391;53.957;51.803;38.388
4194.383;53.951;51.802;38.385
4195.383;53.953;51.8;38.384
4196.389;53.957;51.798;38.383
4197.4;53.954;51.798;38.382
4198.392;53.954;51.798;38.383
4199.392;53.949;51.797;38.381
4200.394;53.956;51.798;38.383
4201.398;53.952;51.796;38.381
4202.376;53.952;51.797;38.381
4203.36;53.95;51.799;38.383
4204.347;53.955;51.799;38.383
4205.34;53.954;51.798;38.383
4206.333;53.949;51.798;38.382
4207.33;53.949;51.798;38.382
4208.331;53.946;51.797;38.382
4209.33;53.957;51.797;38.381
4210.319;53.948;51.797;38.382
4211.293;53.948;51.799;38.383
4212.292;53.952;51.796;38.38
4213.284;53.948;51.795;38.379
4214.275;53.947;51.799;38.383
4215.274;53.948;51.795;38.379
4216.245;53.949;51.794;38.378
4217.248;53.948;51.796;38.381
4218.262;53.95;51.796;38.381
4219.26;53.949;51.797;38.381
4220.25;53.946;51.799;38.381
4221.246;53.943;51.794;38.378
4222.249;53.945;51.794;38.378
4223.254;53.944;51.793;38.376
4224.26;53.949;51.794;38.378
4225.252;53.946;51.794;38.379
4226.273;53.944;51.795;38.379
4227.247;53.948;51.793;38.377
4228.258;53.939;51.794;38.378
4229.274;53.941;51.793;38.378
4230.309;53.945;51.793;38.377
4231.316;53.938;51.793;38.376
4232.293;53.944;51.795;38.379
4233.305;53.946;51.794;38.378
4234.29;53.946;51.795;38.379
4235.308;53.945;51.794;38.377
4236.298;53.943;51.791;38.375
4237.299;53.944;51.793;38.378
4238.298;53.947;51.792;38.376
4239.286;53.944;51.791;38.376
4240.262;53.942;51.795;38.378
4241.271;53.941;51.795;38.378
4242.249;53.943;51.792;38.376
4243.238;53.945;51.793;38.377
4244.24;53.942;51.794;38.378
4245.228;53.94;51.794;38.377
4246.206;53.937;51.793;38.375
4247.217;53.938;51.795;38.378
4248.226;53.938;51.792;38.375
4249.217;53.941;51.794;38.378
4250.222;53.943;51.794;38.377
4251.233;53.938;51.794;38.378
4252.234;53.936;51.791;38.374
4253.243;53.942;51.792;38.376
4254.251;53.938;51.792;38.375
4255.243;53.937;51.79;38.374
4256.267;53.945;51.79;38.373
4257.275;53.941;51.791;38.374
4258.292;53.934;51.792;38.375
4259.313;53.939;51.788;38.371
4260.313;53.937;51.792;38.375
4261.32;53.937;51.79;38.373
4262.297;53.934;51.791;38.374
4263.277;53.937;51.79;38.373
4264.296;53.94;51.792;38.375
4265.287;53.937;51.791;38.374
4266.284;53.938;51.791;38.375
4267.261;53.938;51.794;38.377
4268.275;53.935;51.792;38.375
4269.291;53.939;51.79;38.373
4270.311;53.938;51.794;38.377
4271.3;53.937;51.793;38.377
4272.296;53.938;51.794;38.377
4273.295;53.939;51.791;38.375
4274.275;53.936;51.794;38.376
4275.269;53.934;51.792;38.374
4276.262;53.936;51.791;38.374
4277.255;53.931;51.793;38.376
4278.244;53.935;51.791;38.374
4279.251;53.934;51.795;38.377
4280.239;53.935;51.794;38.376
4281.222;53.935;51.791;38.374
4282.214;53.935;51.791;38.373
4283.216;53.931;51.792;38.375
4284.202;53.932;51.791;38.373
4285.199;53.936;51.79;38.373
4286.202;53.937;51.79;38.373
4287.197;53.934;51.788;38.37
4288.204;53.933;51.791;38.373
4289.194;53.933;51.791;38.373
4290.188;53.928;51.789;38.372
4291.188;53.923;51.789;38.371
4292.18;53.931;51.787;38.369
4293.179;53.932;51.787;38.37
4294.183;53.929;51.787;38.37
4295.192;53.929;51.788;38.371
4296.193;53.93;51.789;38.371
4297.19;53.923;51.788;38.371
4298.195;53.926;51.79;38.373
4299.203;53.922;51.788;38.37
4300.216;53.926;51.786;38.369
4301.22;53.923;51.787;38.368
4302.225;53.923;51.785;38.367
4303.235;53.925;51.785;38.367
4304.248;53.923;51.785;38.367
4305.232;53.918;51.787;38.369
4306.251;53.921;51.785;38.367
4307.273;53.923;51.787;38.369
4308.267;53.919;51.784;38.366
4309.257;53.918;51.784;38.367
4310.251;53.923;51.784;38.366
4311.251;53.923;51.783;38.365
4312.258;53.923;51.783;38.365
4313.252;53.918;51.785;38.367
4314.263;53.918;51.782;38.365
4315.263;53.92;51.785;38.367
4316.267;53.921;51.787;38.369
4317.282;53.915;51.785;38.367
4318.264;53.921;51.783;38.364
4319.255;53.913;51.781;38.364
4320.254;53.925;51.78;38.363
4321.23;53.917;51.783;38.365
4322.25;53.922;51.782;38.364
4323.244;53.921;51.783;38.364
4324.264;53.917;51.784;38.366
4325.257;53.915;51.78;38.362
4326.257;53.919;51.783;38.365
4327.272;53.915;51.781;38.363
4328.264;53.913;51.783;38.364
4329.257;53.916;51.785;38.366
4330.254;53.916;51.782;38.363
4331.261;53.915;51.785;38.367
4332.275;53.917;51.784;38.365
4333.294;53.912;51.779;38.361
4334.286;53.908;51.782;38.364
4335.262;53.914;51.785;38.366
4336.265;53.897;51.78;38.361
4337.271;53.913;51.782;38.363
4338.249;53.914;51.781;38.363
4339.263;53.908;51.78;38.361
4340.251;53.911;51.783;38.363
4341.241;53.91;51.782;38.363
4342.235;53.911;51.781;38.363
4343.233;53.91;51.777;38.358
4344.233;53.895;51.774;38.357
4345.234;53.904;51.775;38.357
4346.241;53.908;51.778;38.36
4347.235;53.911;51.778;38.359
4348.232;53.913;51.779;38.36
4349.219;53.906;51.778;38.36
4350.23;53.904;51.777;38.358
4351.229;53.907;51.779;38.36
4352.235;53.905;51.779;38.36
4353.239;53.907;51.78;38.361
4354.224;53.907;51.778;38.36
4355.225;53.91;51.779;38.36
4356.227;53.918;51.779;38.361
4357.212;53.912;51.779;38.361
4358.21;53.904;51.778;38.358
4359.208;53.903;51.779;38.36
4360.206;53.903;51.778;38.358
4361.211;53.91;51.779;38.36
4362.224;53.91;51.779;38.359
4363.212;53.907;51.778;38.359
4364.209;53.908;51.778;38.36
4365.21;53.903;51.778;38.358
4366.214;53.907;51.779;38.36
4367.231;53.908;51.775;38.357
4368.222;53.901;51.777;38.358
4369.214;53.902;51.777;38.357
4370.215;53.9;51.779;38.359
4371.234;53.899;51.776;38.356
4372.223;53.911;51.775;38.356
4373.215;53.903;51.779;38.359
4374.21;53.899;51.775;38.356
4375.208;53.9;51.778;38.359
4376.21;53.904;51.778;38.359
4377.195;53.889;51.774;38.354
4378.18;53.898;51.774;38.355
4379.17;53.897;51.776;38.356
4380.167;53.898;51.777;38.358
4381.166;53.899;51.775;38.355
4382.167;53.903;51.777;38.358
4383.168;53.904;51.775;38.355
4384.17;53.9;51.779;38.359
4385.177;53.906;51.776;38.355
4386.162;53.896;51.775;38.355
4387.155;53.897;51.776;38.356
4388.137;53.904;51.775;38.356
4389.134;53.897;51.772;38.353
4390.127;53.898;51.776;38.356
4391.129;53.897;51.774;38.354
4392.117;53.898;51.772;38.352
4393.112;53.882;51.772;38.352
4394.104;53.899;51.773;38.354
4395.107;53.896;51.772;38.352
4396.097;53.894;51.772;38.353
4397.088;53.895;51.774;38.354
4398.098;53.891;51.772;38.352
4399.082;53.9;51.773;38.354
4400.075;53.894;51.77;38.351
4401.073;53.894;51.77;38.351
4402.078;53.896;51.771;38.352
4403.06;53.898;51.772;38.351
4404.049;53.894;51.772;38.352
4405.04;53.895;51.772;38.352
4406.037;53.896;51.774;38.353
4407.038;53.892;51.771;38.351
4408.042;53.902;51.772;38.353
4409.031;53.878;51.768;38.348
4410.047;53.893;51.775;38.354
4411.041;53.895;51.769;38.35
4412.045;53.893;51.772;38.353
4413.038;53.891;51.77;38.35
4414.031;53.892;51.77;38.349
4415.039;53.896;51.771;38.351
4416.04;53.892;51.77;38.35
4417.056;53.891;51.77;38.35
4418.063;53.893;51.771;38.351
4419.058;53.89;51.772;38.351
4420.064;53.883;51.771;38.35
4421.054;53.889;51.769;38.35
4422.057;53.892;51.77;38.35
4423.067;53.891;51.77;38.35
4424.058;53.879;51.767;38.347
4425.06;53.889;51.769;38.349
4426.057;53.888;51.768;38.349
4427.058;53.894;51.768;38.348
4428.064;53.889;51.77;38.35
4429.059;53.891;51.769;38.349
4430.066;53.872;51.765;38.345
4431.052;53.891;51.769;38.349
4432.044;53.887;51.77;38.349
4433.044;53.883;51.77;38.349
4434.051;53.893;51.77;38.35
4435.038;53.889;51.769;38.348
4436.026;53.875;51.766;38.345
4437.025;53.884;51.767;38.348
4438.031;53.882;51.767;38.346
4439.021;53.883;51.765;38.346
4440.01;53.867;51.761;38.341
4441.009;53.882;51.765;38.344
4442.012;53.882;51.765;38.345
4443.025;53.882;51.767;38.346
4444.044;53.881;51.767;38.346
4445.064;53.882;51.765;38.345
4446.055;53.883;51.766;38.345
4447.047;53.882;51.766;38.345
4448.027;53.861;51.763;38.342
4449.032;53.858;51.762;38.341
4450.023;53.869;51.763;38.342
4451.026;53.87;51.764;38.343
4452.044;53.878;51.765;38.344
4453.039;53.867;51.763;38.342
4454.034;53.864;51.762;38.341
4455.029;53.862;51.761;38.34
4456.027;53.858;51.762;38.341
4457.038;53.876;51.763;38.341
4458.028;53.875;51.763;38.342
4459.033;53.868;51.761;38.34
4460.018;53.864;51.758;38.338
4461.015;53.871;51.763;38.343
4462.023;53.861;51.76;38.339
4463.016;53.864;51.761;38.34
4464.034;53.871;51.762;38.341
4465.021;53.86;51.76;38.339
4466.017;53.876;51.761;38.341
4467.02;53.861;51.757;38.336
4467.998;53.858;51.759;38.338
4468.997;53.862;51.761;38.34
4470.007;53.868;51.762;38.34
4470.992;53.869;51.764;38.342
4471.983;53.863;51.76;38.339
4472.978;53.86;51.759;38.338
4473.978;53.861;51.758;38.338
4474.979;53.872;51.759;38.339
4475.986;53.874;51.759;38.339
4476.964;53.874;51.761;38.34
4477.978;53.869;51.759;38.337
4478.995;53.872;51.76;38.338
4479.986;53.86;51.758;38.336
4480.976;53.86;51.76;38.339
4481.971;53.874;51.759;38.339
4482.951;53.869;51.758;38.337
4483.948;53.857;51.758;38.336
4484.937;53.876;51.76;38.339
4485.937;53.866;51.758;38.336
4486.924;53.87;51.758;38.337
4487.907;53.857;51.756;38.334
4488.897;53.857;51.756;38.335
4489.898;53.858;51.754;38.334
4490.891;53.86;51.756;38.334
4491.888;53.866;51.759;38.337
4492.887;53.852;51.755;38.334
4493.9;53.853;51.757;38.336
4494.916;53.856;51.756;38.335
4495.92;53.853;51.756;38.334
4496.928;53.857;51.757;38.336
4497.939;53.853;51.755;38.333
4498.919;53.853;51.756;38.334
4499.903;53.854;51.753;38.332
4500.891;53.868;51.757;38.336
4501.89;53.852;51.754;38.332
4502.894;53.852;51.756;38.334
4503.899;53.852;51.753;38.331
4504.882;53.846;51.754;38.332
4505.877;53.854;51.753;38.332
4506.879;53.85;51.75;38.329
4507.881;53.855;51.755;38.334
4508.859;53.85;51.754;38.332
4509.876;53.861;51.754;38.332
4510.863;53.852;51.754;38.332
4511.854;53.861;51.756;38.334
4512.847;53.855;51.752;38.331
4513.847;53.85;51.754;38.332
4514.845;53.846;51.753;38.331
4515.846;53.849;51.752;38.33
4516.854;53.85;51.752;38.331
4517.837;53.847;51.752;38.33
4518.831;53.847;51.751;38.329
4519.829;53.847;51.751;38.329
4520.835;53.846;51.75;38.329
4521.832;53.848;51.75;38.329
4522.817;53.858;51.751;38.329
4523.799;53.851;51.751;38.329
4524.786;53.859;51.752;38.331
4525.779;53.84;51.75;38.328
4526.778;53.86;51.751;38.329
4527.78;53.843;51.749;38.327
4528.771;53.842;51.751;38.328
4529.771;53.845;51.749;38.327
4530.769;53.843;51.749;38.327
4531.754;53.843;51.75;38.328
4532.749;53.838;51.744;38.323
4533.75;53.849;51.752;38.329
4534.753;53.841;51.748;38.325
4535.763;53.841;51.748;38.327
4536.783;53.843;51.749;38.327
4537.776;53.845;51.747;38.326
4538.774;53.84;51.747;38.325
4539.749;53.841;51.747;38.325
4540.759;53.838;51.748;38.326
4541.782;53.841;51.748;38.326
4542.779;53.843;51.749;38.327
4543.778;53.84;51.747;38.325
4544.78;53.841;51.747;38.326
4545.789;53.838;51.745;38.323
4546.801;53.839;51.747;38.325
4547.788;53.838;51.746;38.323
4548.776;53.842;51.745;38.323
4549.8;53.84;51.746;38.324
4550.791;53.838;51.746;38.324
4551.786;53.833;51.746;38.324
4552.787;53.839;51.745;38.324
4553.772;53.839;51.744;38.323
4554.748;53.838;51.745;38.324
4555.75;53.838;51.746;38.324
4556.759;53.836;51.744;38.322
4557.747;53.838;51.745;38.324
4558.754;53.835;51.744;38.321
4559.743;53.84;51.745;38.323
4560.751;53.834;51.745;38.324
4561.752;53.835;51.744;38.321
4562.755;53.837;51.744;38.322
4563.741;53.834;51.745;38.322
4564.732;53.834;51.744;38.322
4565.733;53.837;51.747;38.324
4566.75;53.835;51.744;38.322
4567.744;53.846;51.746;38.324
4568.745;53.832;51.743;38.321
4569.754;53.836;51.746;38.323
4570.745;53.835;51.745;38.323
4571.738;53.837;51.746;38.324
4572.743;53.838;51.746;38.324
4573.75;53.851;51.746;38.324
4574.759;53.836;51.744;38.322
4575.778;53.832;51.745;38.323
4576.799;53.836;51.745;38.322
4577.798;53.833;51.744;38.322
4578.798;53.844;51.743;38.321
4579.777;53.834;51.742;38.319
4580.786;53.831;51.742;38.32
4581.802;53.832;51.743;38.321
4582.786;53.829;51.745;38.322
4583.781;53.83;51.741;38.319
4584.779;53.829;51.744;38.321
4585.782;53.839;51.746;38.323
4586.777;53.829;51.74;38.317
4587.766;53.83;51.741;38.319
4588.754;53.83;51.742;38.319
4589.758;53.826;51.74;38.317
4590.756;53.824;51.744;38.321
4591.747;53.827;51.742;38.32
4592.739;53.827;51.739;38.317
4593.738;53.828;51.742;38.32
4594.73;53.836;51.742;38.319
4595.73;53.823;51.739;38.316
4596.741;53.823;51.737;38.315
4597.738;53.821;51.737;38.315
4598.742;53.833;51.741;38.318
4599.728;53.821;51.739;38.316
4600.723;53.825;51.739;38.317
4601.732;53.823;51.74;38.317
4602.728;53.822;51.737;38.314
4603.718;53.822;51.739;38.316
4604.706;53.825;51.739;38.316
4605.703;53.822;51.736;38.314
4606.687;53.819;51.738;38.315
4607.678;53.823;51.737;38.315
4608.67;53.819;51.737;38.315
4609.669;53.818;51.737;38.313
4610.674;53.82;51.737;38.315
4611.686;53.82;51.736;38.314
4612.703;53.815;51.736;38.313
4613.697;53.817;51.736;38.313
4614.693;53.819;51.737;38.315
4615.695;53.819;51.735;38.312
4616.7;53.821;51.736;38.314
4617.681;53.82;51.735;38.313
4618.695;53.82;51.735;38.313
4619.689;53.816;51.737;38.314
4620.67;53.821;51.737;38.314
4621.655;53.816;51.734;38.312
4622.65;53.821;51.738;38.314
4623.653;53.816;51.735;38.312
4624.655;53.815;51.736;38.313
4625.645;53.821;51.736;38.313
4626.645;53.817;51.735;38.311
4627.626;53.812;51.734;38.311
4628.631;53.819;51.736;38.313
4629.616;53.816;51.735;38.313
4630.609;53.816;51.733;38.31
4631.607;53.81;51.735;38.313
4632.592;53.818;51.737;38.314
4633.59;53.809;51.733;38.31
4634.587;53.814;51.734;38.312
4635.59;53.814;51.733;38.31
4636.592;53.812;51.734;38.31
4637.597;53.811;51.734;38.31
4638.597;53.813;51.733;38.309
4639.591;53.812;51.733;38.311
4640.588;53.809;51.731;38.307
4641.595;53.811;51.733;38.31
4642.606;53.812;51.732;38.309
4643.59;53.815;51.733;38.31
4644.607;53.809;51.732;38.309
4645.598;53.813;51.732;38.309
4646.59;53.81;51.733;38.311
4647.586;53.81;51.731;38.308
4648.586;53.81;51.732;38.309
4649.588;53.811;51.731;38.308
4650.596;53.808;51.732;38.309
4651.592;53.809;51.73;38.308
4652.59;53.81;51.729;38.307
4653.588;53.813;51.731;38.309
4654.595;53.809;51.73;38.306
4655.597;53.808;51.732;38.309
4656.604;53.808;51.73;38.307
4657.6;53.807;51.731;38.308
4658.597;53.808;51.732;38.309
4659.597;53.805;51.729;38.306
4660.586;53.808;51.731;38.308
4661.577;53.806;51.732;38.308
4662.579;53.81;51.731;38.307
4663.569;53.813;51.732;38.308
4664.562;53.808;51.733;38.309
4665.562;53.81;51.731;38.308
4666.545;53.809;51.731;38.308
4667.551;53.804;51.732;38.308
4668.555;53.802;51.732;38.308
4669.545;53.806;51.732;38.309
4670.564;53.805;51.732;38.309
4671.56;53.807;51.733;38.31
4672.563;53.808;51.73;38.306
4673.57;53.808;51.732;38.309
4674.553;53.804;51.732;38.308
4675.551;53.807;51.732;38.308
4676.545;53.809;51.732;38.308
4677.548;53.812;51.731;38.307
4678.554;53.808;51.73;38.307
4679.534;53.809;51.732;38.309
4680.518;53.809;51.731;38.307
4681.509;53.806;51.73;38.306
4682.535;53.794;51.729;38.304
4683.532;53.804;51.729;38.306
4684.534;53.807;51.73;38.307
4685.528;53.806;51.73;38.306
4686.521;53.804;51.731;38.307
4687.522;53.805;51.73;38.306
4688.498;53.802;51.73;38.306
4689.51;53.806;51.73;38.306
4690.511;53.802;51.728;38.304
4691.511;53.8;51.728;38.305
4692.519;53.803;51.729;38.305
4693.527;53.799;51.729;38.306
4694.527;53.801;51.73;38.306
4695.536;53.803;51.73;38.307
4696.53;53.806;51.73;38.306
4697.532;53.803;51.728;38.304
4698.542;53.805;51.728;38.304
4699.542;53.804;51.73;38.306
4700.532;53.808;51.73;38.306
4701.526;53.8;51.729;38.306
4702.525;53.803;51.727;38.303
4703.535;53.799;51.73;38.306
4704.516;53.8;51.73;38.305
4705.504;53.808;51.731;38.307
4706.499;53.796;51.73;38.306
4707.51;53.798;51.727;38.303
4708.522;53.801;51.731;38.307
4709.512;53.797;51.727;38.303
4710.507;53.798;51.728;38.305
4711.511;53.8;51.727;38.304
4712.516;53.797;51.729;38.305
4713.523;53.802;51.73;38.305
4714.503;53.797;51.729;38.303
4715.486;53.798;51.727;38.302
4716.472;53.798;51.727;38.304
4717.462;53.798;51.728;38.304
4718.461;53.796;51.726;38.302
4719.434;53.786;51.725;38.299
4720.442;53.8;51.726;38.303
4721.432;53.798;51.727;38.303
4722.427;53.792;51.727;38.302
4723.41;53.798;51.726;38.302
4724.406;53.798;51.726;38.301
4725.416;53.796;51.725;38.301
4726.428;53.79;51.723;38.299
4727.42;53.794;51.725;38.3
4728.415;53.798;51.724;38.3
4729.419;53.789;51.723;38.299
4730.404;53.793;51.724;38.299
4731.399;53.796;51.724;38.299
4732.378;53.787;51.723;38.299
4733.373;53.786;51.722;38.297
4734.382;53.788;51.722;38.298
4735.375;53.794;51.724;38.298
4736.372;53.794;51.723;38.298
4737.358;53.795;51.723;38.299
4738.356;53.789;51.721;38.297
4739.37;53.791;51.722;38.298
4740.384;53.788;51.72;38.295
4741.379;53.794;51.721;38.297
4742.378;53.789;51.722;38.298
4743.383;53.763;51.718;38.293
4744.361;53.79;51.724;38.299
4745.376;53.791;51.722;38.296
4746.372;53.791;51.722;38.297
4747.38;53.787;51.72;38.296
4748.394;53.785;51.721;38.297
4749.378;53.785;51.72;38.296
4750.37;53.788;51.721;38.296
4751.369;53.772;51.72;38.295
4752.37;53.788;51.722;38.296
4753.368;53.787;51.723;38.298
4754.358;53.788;51.723;38.298
4755.35;53.794;51.722;38.297
4756.336;53.791;51.723;38.298
4757.327;53.789;51.724;38.298
4758.336;53.785;51.719;38.294
4759.331;53.792;51.72;38.296
4760.341;53.766;51.716;38.291
4761.336;53.785;51.72;38.295
4762.318;53.782;51.72;38.296
4763.309;53.781;51.721;38.296
4764.309;53.785;51.721;38.296
4765.305;53.787;51.721;38.296
4766.278;53.781;51.72;38.295
4767.283;53.784;51.718;38.293
4768.267;53.784;51.721;38.296
4769.258;53.772;51.719;38.294
4770.261;53.78;51.719;38.294
4771.269;53.788;51.721;38.296
4772.259;53.789;51.721;38.296
4773.257;53.78;51.72;38.295
4774.25;53.783;51.72;38.296
4775.243;53.779;51.719;38.294
4776.243;53.789;51.72;38.295
4777.247;53.785;51.72;38.295
4778.254;53.781;51.72;38.295
4779.235;53.783;51.72;38.295
4780.218;53.786;51.721;38.296
4781.206;53.782;51.719;38.295
4782.198;53.778;51.718;38.293
4783.196;53.783;51.719;38.295
4784.198;53.782;51.719;38.293
4785.206;53.79;51.721;38.296
4786.224;53.783;51.717;38.291
4787.21;53.781;51.721;38.295
4788.2;53.785;51.719;38.294
4789.193;53.781;51.719;38.294
4790.192;53.785;51.718;38.293
4791.179;53.781;51.72;38.295
4792.154;53.783;51.721;38.296
4793.164;53.782;51.719;38.293
4794.165;53.772;51.719;38.294
4795.184;53.776;51.718;38.292
4796.197;53.779;51.717;38.292
4797.205;53.782;51.719;38.294
4798.192;53.772;51.718;38.292
4799.189;53.775;51.718;38.293
4800.183;53.785;51.72;38.294
4801.192;53.761;51.715;38.289
4802.18;53.782;51.718;38.293
4803.163;53.761;51.716;38.29
4804.149;53.785;51.718;38.293
4805.117;53.779;51.717;38.293
4806.095;53.761;51.717;38.291
4807.088;53.78;51.72;38.294
4808.087;53.781;51.719;38.294
4809.087;53.779;51.719;38.294
4810.095;53.786;51.719;38.293
4811.102;53.775;51.719;38.293
4812.115;53.776;51.719;38.294
4813.099;53.78;51.719;38.294
4814.091;53.775;51.717;38.292
4815.084;53.78;51.719;38.293
4816.084;53.78;51.718;38.293
4817.059;53.779;51.72;38.294
4818.074;53.753;51.715;38.289
4819.088;53.775;51.719;38.292
4820.106;53.779;51.719;38.293
4821.13;53.76;51.715;38.29
4822.126;53.772;51.715;38.289
4823.108;53.775;51.718;38.292
4824.107;53.768;51.716;38.29
4825.102;53.778;51.718;38.292
4826.111;53.754;51.714;38.288
4827.108;53.773;51.716;38.291
4828.098;53.778;51.717;38.291
4829.103;53.771;51.715;38.289
4830.121;53.771;51.716;38.289
4831.133;53.778;51.716;38.291
4832.106;53.777;51.715;38.289
4833.096;53.773;51.714;38.288
4834.092;53.768;51.715;38.29
4835.1;53.775;51.713;38.288
4836.097;53.767;51.714;38.289
4837.103;53.774;51.715;38.289
4838.117;53.767;51.714;38.289
4839.111;53.769;51.716;38.289
4840.102;53.774;51.715;38.289
4841.098;53.768;51.715;38.289
4842.101;53.771;51.716;38.29
4843.125;53.758;51.713;38.287
4844.116;53.756;51.711;38.285
4845.113;53.771;51.715;38.289
4846.12;53.749;51.709;38.283
4847.131;53.774;51.713;38.288
4848.118;53.751;51.712;38.285
4849.106;53.767;51.713;38.287
4850.096;53.769;51.714;38.287
4851.091;53.757;51.713;38.287
4852.089;53.751;51.71;38.283
4853.092;53.769;51.711;38.286
4854.098;53.763;51.712;38.285
4855.096;53.768;51.714;38.288
4856.074;53.769;51.713;38.286
4857.09;53.749;51.71;38.283
4858.089;53.749;51.711;38.284
4859.085;53.753;51.71;38.283
4860.057;53.75;51.708;38.282
4861.054;53.755;51.709;38.283
4862.053;53.754;51.711;38.284
4863.053;53.764;51.712;38.285
4864.042;53.765;51.711;38.285
4865.048;53.763;51.712;38.286
4866.057;53.767;51.712;38.286
4867.05;53.744;51.709;38.283
4868.047;53.752;51.708;38.281
4869.051;53.764;51.713;38.287
4870.059;53.752;51.708;38.282
4871.069;53.763;51.713;38.286
4872.051;53.754;51.709;38.283
4873.052;53.762;51.709;38.283
4874.054;53.76;51.71;38.284
4875.034;53.765;51.711;38.284
4876.021;53.74;51.706;38.279
4877.015;53.761;51.711;38.284
4878.025;53.761;51.711;38.285
4879.046;53.763;51.708;38.282
4880.035;53.752;51.706;38.279
4881.03;53.739;51.706;38.279
4882.035;53.745;51.707;38.28
4883.024;53.74;51.705;38.278
4884.02;53.746;51.708;38.28
4885.017;53.762;51.708;38.281
4886.009;53.751;51.705;38.279
4887.014;53.758;51.709;38.283
4888.011;53.746;51.706;38.279
4889.01;53.758;51.708;38.282
4890.018;53.737;51.705;38.278
4891.011;53.752;51.707;38.28
4892.032;53.759;51.707;38.28
4893.052;53.753;51.709;38.283
4894.048;53.735;51.705;38.278
4895.035;53.747;51.707;38.28
4896.025;53.757;51.707;38.281
4897.038;53.753;51.706;38.279
4898.027;53.755;51.707;38.28
4899.036;53.757;51.706;38.28
4900.044;53.744;51.707;38.28
4901.06;53.738;51.703;38.276
4902.056;53.753;51.709;38.281
4903.057;53.746;51.707;38.28
4904.061;53.741;51.706;38.279
4905.05;53.758;51.71;38.283
4906.033;53.756;51.707;38.28
4907.035;53.744;51.705;38.278
4908.03;53.74;51.707;38.279
4909.039;53.756;51.706;38.279
4910.041;53.758;51.708;38.281
4911.042;53.733;51.704;38.277
4912.025;53.746;51.704;38.277
4913.038;53.754;51.706;38.279
4914.033;53.748;51.706;38.279
4915.019;53.753;51.707;38.28
4916.015;53.736;51.705;38.277
4917.022;53.75;51.706;38.279
4918.014;53.733;51.705;38.277
4919.006;53.744;51.705;38.277
4920.005;53.732;51.703;38.276
4920.995;53.731;51.704;38.276
4921.991;53.752;51.705;38.278
4922.994;53.734;51.702;38.274
4924.008;53.746;51.705;38.278
4925.031;53.752;51.705;38.277
4926.038;53.749;51.705;38.277
4927.014;53.744;51.703;38.276
4928.031;53.733;51.7;38.272
4929.021;53.732;51.703;38.275
4930.015;53.733;51.703;38.276
4931.014;53.726;51.701;38.273
4932.017;53.743;51.703;38.276
4933.022;53.739;51.702;38.274
4934.006;53.738;51.702;38.274
4934.991;53.756;51.703;38.275
4935.98;53.751;51.704;38.276
4936.974;53.741;51.701;38.274
4937.974;53.736;51.7;38.272
4938.975;53.726;51.698;38.27
4939.979;53.735;51.697;38.27
4940.986;53.74;51.702;38.275
4941.977;53.733;51.697;38.269
4942.984;53.74;51.698;38.272
4943.977;53.732;51.697;38.269
4944.974;53.732;51.696;38.269
4945.959;53.719;51.697;38.269
4946.934;53.724;51.695;38.268
4947.95;53.731;51.697;38.269
4948.949;53.73;51.696;38.268
