IDs:;240715_06_240712E;06_DNAJB6_00_988_uM;
Concentration [uM]:;0.988;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4131.244;54.918;51.642;38.475
4132.226;54.882;51.636;38.471
4133.218;54.88;51.637;38.472
4134.217;54.874;51.636;38.471
4135.22;54.88;51.639;38.472
4136.2;54.879;51.637;38.471
4137.207;54.877;51.636;38.47
4138.197;54.877;51.637;38.471
4139.193;54.877;51.636;38.471
4140.182;54.914;51.639;38.473
4141.175;54.876;51.636;38.47
4142.173;54.879;51.635;38.471
4143.177;54.876;51.634;38.469
4144.185;54.878;51.637;38.471
4145.17;54.881;51.635;38.469
4146.162;54.877;51.635;38.47
4147.156;54.873;51.636;38.47
4148.153;54.913;51.638;38.472
4149.161;54.876;51.635;38.47
4150.169;54.873;51.634;38.468
4151.183;54.873;51.635;38.471
4152.174;54.88;51.635;38.469
4153.167;54.877;51.634;38.469
4154.161;54.875;51.635;38.47
4155.163;54.916;51.64;38.474
4156.164;54.877;51.634;38.469
4157.176;54.871;51.635;38.468
4158.172;54.912;51.64;38.474
4159.168;54.876;51.635;38.469
4160.156;54.875;51.633;38.467
4161.147;54.873;51.633;38.467
4162.142;54.874;51.635;38.468
4163.122;54.912;51.639;38.472
4164.108;54.876;51.631;38.465
4165.108;54.872;51.633;38.468
4166.098;54.866;51.636;38.47
4167.101;54.905;51.638;38.471
4168.11;54.866;51.636;38.47
4169.109;54.867;51.635;38.468
4170.091;54.867;51.633;38.466
4171.081;54.872;51.633;38.466
4172.074;54.87;51.634;38.467
4173.077;54.865;51.633;38.466
4174.086;54.906;51.639;38.472
4175.101;54.865;51.633;38.466
4176.096;54.871;51.633;38.466
4177.098;54.904;51.637;38.47
4178.076;54.864;51.632;38.465
4179.056;54.862;51.631;38.466
4180.063;54.868;51.632;38.466
4181.071;54.869;51.631;38.464
4182.082;54.862;51.633;38.467
4183.077;54.866;51.634;38.466
4184.073;54.866;51.634;38.467
4185.073;54.866;51.632;38.466
4186.078;54.864;51.634;38.467
4187.083;54.871;51.633;38.466
4188.092;54.863;51.635;38.468
4189.073;54.867;51.633;38.466
4190.058;54.862;51.635;38.468
4191.079;54.902;51.639;38.471
4192.079;54.869;51.632;38.465
4193.063;54.869;51.631;38.464
4194.057;54.87;51.634;38.467
4195.042;54.87;51.634;38.466
4196.029;54.861;51.633;38.465
4197.031;54.867;51.633;38.465
4198.028;54.86;51.633;38.465
4199.04;54.861;51.632;38.465
4200.049;54.862;51.632;38.464
4201.037;54.866;51.632;38.463
4202.026;54.9;51.638;38.469
4203.026;54.864;51.633;38.466
4204.042;54.864;51.633;38.465
4205.035;54.863;51.633;38.465
4206.013;54.862;51.633;38.465
4207.002;54.855;51.632;38.464
4207.995;54.852;51.633;38.465
4209.001;54.854;51.632;38.463
4209.992;54.854;51.631;38.462
4210.99;54.859;51.63;38.461
4211.995;54.854;51.631;38.462
4213.007;54.855;51.632;38.463
4214.023;54.86;51.629;38.461
4215.036;54.897;51.634;38.465
4216.049;54.854;51.631;38.462
4217.04;54.854;51.629;38.461
4218.035;54.856;51.629;38.459
4219.031;54.856;51.632;38.463
4220.032;54.855;51.629;38.46
4221.034;54.855;51.628;38.46
4222.019;54.852;51.632;38.462
4223;54.853;51.63;38.461
4223.983;54.855;51.629;38.46
4224.969;54.852;51.631;38.461
4225.962;54.851;51.63;38.461
4226.962;54.856;51.631;38.462
4227.963;54.892;51.632;38.464
4228.966;54.853;51.631;38.462
4229.948;54.852;51.631;38.462
4230.937;54.848;51.63;38.463
4231.935;54.853;51.631;38.46
4232.939;54.85;51.63;38.461
4233.948;54.851;51.633;38.463
4234.961;54.853;51.631;38.462
4235.963;54.857;51.631;38.462
4236.972;54.85;51.63;38.46
4237.964;54.851;51.63;38.46
4238.959;54.849;51.633;38.461
4239.964;54.848;51.629;38.459
4240.952;54.847;51.631;38.462
4241.937;54.851;51.632;38.462
4242.938;54.849;51.631;38.46
4243.942;54.851;51.63;38.46
4244.953;54.852;51.63;38.459
4245.945;54.843;51.63;38.46
4246.954;54.845;51.627;38.456
4247.954;54.85;51.629;38.458
4248.953;54.848;51.628;38.458
4249.926;54.847;51.63;38.459
4250.913;54.848;51.629;38.457
4251.933;54.875;51.634;38.464
4252.935;54.843;51.626;38.455
4253.94;54.844;51.626;38.456
4254.925;54.848;51.624;38.454
4255.947;54.842;51.629;38.458
4256.939;54.845;51.627;38.456
4257.935;54.839;51.626;38.454
4258.934;54.841;51.625;38.455
4259.934;54.844;51.626;38.456
4260.942;54.841;51.628;38.457
4261.952;54.839;51.625;38.455
4262.937;54.838;51.627;38.457
4263.927;54.838;51.627;38.456
4264.927;54.833;51.625;38.454
4265.925;54.842;51.626;38.455
4266.919;54.837;51.626;38.456
4267.915;54.833;51.624;38.454
4268.898;54.837;51.624;38.453
4269.899;54.839;51.626;38.454
4270.894;54.834;51.625;38.454
4271.878;54.836;51.625;38.455
4272.86;54.835;51.625;38.453
4273.851;54.835;51.625;38.454
4274.847;54.837;51.624;38.452
4275.852;54.834;51.625;38.454
4276.849;54.833;51.624;38.454
4277.845;54.833;51.624;38.453
4278.822;54.828;51.626;38.454
4279.837;54.834;51.623;38.452
4280.838;54.833;51.624;38.453
4281.841;54.834;51.625;38.453
4282.836;54.823;51.625;38.453
4283.833;54.835;51.625;38.454
4284.835;54.837;51.622;38.451
4285.816;54.832;51.625;38.452
4286.8;54.831;51.626;38.453
4287.789;54.833;51.626;38.454
4288.784;54.827;51.625;38.453
4289.786;54.832;51.626;38.454
4290.787;54.832;51.626;38.455
4291.799;54.833;51.625;38.453
4292.783;54.837;51.625;38.453
4293.785;54.834;51.623;38.45
4294.791;54.83;51.623;38.451
4295.799;54.828;51.622;38.45
4296.78;54.825;51.623;38.452
4297.767;54.828;51.624;38.453
4298.753;54.83;51.625;38.453
4299.749;54.834;51.622;38.45
4300.745;54.827;51.622;38.45
4301.751;54.828;51.625;38.453
4302.739;54.825;51.624;38.45
4303.732;54.826;51.624;38.451
4304.728;54.828;51.624;38.452
4305.724;54.822;51.623;38.45
4306.728;54.827;51.624;38.451
4307.73;54.824;51.624;38.45
4308.726;54.827;51.623;38.45
4309.739;54.822;51.624;38.45
4310.736;54.828;51.622;38.449
4311.716;54.825;51.623;38.45
4312.709;54.826;51.622;38.45
4313.719;54.832;51.623;38.45
4314.702;54.826;51.622;38.449
4315.708;54.826;51.621;38.448
4316.722;54.827;51.622;38.449
4317.701;54.826;51.623;38.451
4318.688;54.821;51.623;38.451
4319.685;54.827;51.622;38.448
4320.686;54.866;51.628;38.454
4321.694;54.822;51.622;38.448
4322.703;54.821;51.623;38.449
4323.687;54.823;51.622;38.449
4324.684;54.82;51.623;38.45
4325.681;54.817;51.624;38.45
4326.683;54.818;51.62;38.447
4327.688;54.82;51.622;38.449
4328.694;54.82;51.62;38.446
4329.707;54.825;51.621;38.447
4330.693;54.82;51.621;38.448
4331.681;54.818;51.622;38.449
4332.678;54.82;51.623;38.45
4333.68;54.825;51.621;38.448
4334.67;54.82;51.622;38.449
4335.67;54.821;51.622;38.449
4336.674;54.817;51.622;38.448
4337.671;54.824;51.623;38.449
4338.673;54.815;51.622;38.448
4339.652;54.816;51.622;38.447
4340.641;54.814;51.623;38.449
4341.645;54.819;51.623;38.449
4342.641;54.826;51.622;38.447
4343.633;54.819;51.624;38.449
4344.644;54.821;51.622;38.447
4345.629;54.817;51.62;38.446
4346.622;54.815;51.622;38.448
4347.618;54.816;51.622;38.447
4348.628;54.821;51.621;38.447
4349.619;54.816;51.623;38.449
4350.61;54.814;51.621;38.446
4351.608;54.821;51.621;38.447
4352.602;54.819;51.624;38.449
4353.598;54.818;51.621;38.446
4354.591;54.82;51.622;38.448
4355.582;54.816;51.623;38.449
4356.578;54.817;51.621;38.446
4357.581;54.816;51.621;38.447
4358.588;54.809;51.62;38.446
4359.6;54.816;51.62;38.446
4360.612;54.815;51.619;38.445
4361.605;54.818;51.62;38.446
4362.602;54.814;51.622;38.447
4363.588;54.809;51.621;38.445
4364.578;54.816;51.621;38.446
4365.571;54.843;51.628;38.453
4366.575;54.809;51.62;38.445
4367.57;54.812;51.622;38.447
4368.57;54.807;51.621;38.446
4369.555;54.81;51.62;38.443
4370.545;54.81;51.62;38.445
4371.528;54.814;51.621;38.446
4372.536;54.81;51.619;38.444
4373.542;54.812;51.622;38.446
4374.533;54.811;51.62;38.445
4375.528;54.812;51.62;38.444
4376.514;54.812;51.619;38.444
4377.504;54.808;51.62;38.445
4378.498;54.809;51.619;38.444
4379.478;54.807;51.619;38.443
4380.46;54.808;51.619;38.443
4381.457;54.81;51.62;38.444
4382.46;54.804;51.619;38.444
4383.465;54.81;51.62;38.444
4384.462;54.806;51.62;38.444
4385.463;54.808;51.619;38.443
4386.475;54.803;51.619;38.443
4387.489;54.806;51.619;38.444
4388.477;54.804;51.62;38.444
4389.47;54.805;51.618;38.442
4390.467;54.803;51.62;38.444
4391.47;54.808;51.619;38.443
4392.46;54.804;51.619;38.443
4393.478;54.8;51.618;38.442
4394.498;54.803;51.619;38.443
4395.491;54.801;51.619;38.442
4396.472;54.8;51.616;38.44
4397.476;54.805;51.618;38.441
4398.472;54.797;51.618;38.441
4399.45;54.807;51.618;38.442
4400.439;54.808;51.616;38.439
4401.437;54.803;51.618;38.442
4402.419;54.801;51.618;38.442
4403.415;54.799;51.617;38.439
4404.404;54.798;51.617;38.441
4405.404;54.799;51.618;38.441
4406.39;54.796;51.618;38.441
4407.381;54.799;51.618;38.441
4408.383;54.801;51.618;38.442
4409.37;54.796;51.617;38.439
4410.38;54.794;51.619;38.441
4411.388;54.798;51.618;38.44
4412.379;54.796;51.616;38.44
4413.349;54.79;51.617;38.439
4414.358;54.796;51.618;38.44
4415.347;54.8;51.617;38.439
4416.343;54.8;51.617;38.44
4417.325;54.794;51.617;38.44
4418.34;54.795;51.616;38.438
4419.327;54.792;51.618;38.441
4420.321;54.798;51.616;38.439
4421.318;54.788;51.617;38.439
4422.334;54.793;51.617;38.44
4423.332;54.789;51.618;38.441
4424.328;54.794;51.618;38.441
4425.325;54.798;51.616;38.439
4426.324;54.794;51.617;38.44
4427.329;54.797;51.619;38.441
4428.338;54.793;51.618;38.44
4429.321;54.794;51.618;38.44
4430.342;54.791;51.615;38.437
4431.334;54.795;51.617;38.44
4432.335;54.795;51.616;38.439
4433.335;54.793;51.617;38.44
4434.346;54.824;51.621;38.443
4435.341;54.791;51.616;38.438
4436.317;54.795;51.614;38.436
4437.324;54.79;51.615;38.437
4438.322;54.79;51.617;38.438
4439.315;54.789;51.617;38.439
4440.29;54.792;51.616;38.438
4441.299;54.79;51.616;38.437
4442.3;54.789;51.617;38.44
4443.288;54.795;51.616;38.438
4444.285;54.789;51.615;38.436
4445.273;54.789;51.616;38.437
4446.267;54.791;51.616;38.437
4447.247;54.788;51.616;38.438
4448.232;54.786;51.615;38.435
4449.241;54.788;51.615;38.437
4450.248;54.784;51.614;38.436
4451.25;54.789;51.616;38.437
4452.259;54.82;51.618;38.439
4453.244;54.784;51.616;38.436
4454.24;54.787;51.616;38.438
4455.238;54.785;51.615;38.436
4456.212;54.786;51.615;38.435
4457.219;54.789;51.617;38.438
4458.201;54.783;51.616;38.436
4459.189;54.781;51.614;38.435
4460.179;54.786;51.614;38.435
4461.18;54.782;51.615;38.436
4462.186;54.788;51.613;38.434
4463.192;54.785;51.615;38.435
4464.206;54.781;51.614;38.435
4465.191;54.78;51.615;38.435
4466.18;54.779;51.615;38.436
4467.173;54.785;51.613;38.434
4468.151;54.783;51.613;38.434
4469.149;54.78;51.615;38.436
4470.14;54.779;51.613;38.435
4471.139;54.78;51.614;38.433
4472.135;54.783;51.614;38.435
4473.124;54.781;51.613;38.433
4474.129;54.778;51.615;38.435
4475.119;54.778;51.615;38.435
4476.125;54.778;51.614;38.433
4477.108;54.779;51.613;38.433
4478.119;54.781;51.615;38.436
4479.123;54.783;51.614;38.434
4480.11;54.776;51.615;38.435
4481.11;54.776;51.611;38.431
4482.12;54.778;51.615;38.434
4483.107;54.776;51.613;38.432
4484.102;54.776;51.611;38.43
4485.112;54.779;51.613;38.433
4486.1;54.776;51.611;38.431
4487.098;54.783;51.611;38.431
4488.101;54.777;51.613;38.433
4489.11;54.777;51.613;38.433
4490.097;54.779;51.613;38.433
4491.09;54.777;51.612;38.433
4492.086;54.774;51.611;38.431
4493.089;54.772;51.613;38.432
4494.095;54.772;51.612;38.431
4495.107;54.775;51.614;38.433
4496.093;54.779;51.614;38.434
4497.083;54.775;51.614;38.433
4498.083;54.777;51.614;38.434
4499.083;54.778;51.613;38.432
4500.088;54.778;51.613;38.433
4501.076;54.775;51.614;38.433
4502.061;54.775;51.612;38.43
4503.057;54.775;51.613;38.433
4504.056;54.775;51.613;38.433
4505.047;54.774;51.613;38.432
4506.039;54.774;51.612;38.431
4507.035;54.775;51.614;38.433
4508.028;54.775;51.614;38.432
4509.018;54.785;51.613;38.433
4509.996;54.773;51.612;38.43
4510.981;54.77;51.614;38.433
4511.988;54.768;51.612;38.431
4512.986;54.775;51.613;38.432
4513.971;54.774;51.613;38.431
4514.965;54.771;51.611;38.431
4515.963;54.77;51.612;38.43
4516.962;54.768;51.613;38.433
4517.958;54.764;51.611;38.43
4518.97;54.771;51.613;38.431
4519.962;54.77;51.612;38.429
4520.956;54.763;51.611;38.429
4521.945;54.768;51.611;38.43
4522.935;54.767;51.612;38.43
4523.935;54.769;51.612;38.43
4524.936;54.769;51.612;38.43
4525.95;54.77;51.61;38.428
4526.965;54.77;51.611;38.431
4527.957;54.765;51.611;38.429
4528.949;54.764;51.613;38.43
4529.946;54.764;51.611;38.429
4530.946;54.768;51.612;38.43
4531.954;54.772;51.613;38.431
4532.965;54.768;51.612;38.43
4533.949;54.763;51.612;38.43
4534.935;54.764;51.611;38.429
4535.924;54.765;51.611;38.428
4536.918;54.767;51.61;38.428
4537.912;54.763;51.611;38.428
4538.909;54.761;51.61;38.427
4539.908;54.769;51.613;38.43
4540.888;54.764;51.612;38.43
4541.885;54.758;51.613;38.43
4542.893;54.766;51.613;38.429
4543.885;54.765;51.612;38.43
4544.882;54.759;51.611;38.428
4545.898;54.762;51.613;38.431
4546.904;54.762;51.611;38.429
4547.905;54.764;51.611;38.429
4548.896;54.762;51.609;38.426
4549.889;54.759;51.61;38.428
4550.899;54.763;51.612;38.429
4551.906;54.759;51.611;38.427
4552.916;54.76;51.609;38.427
4553.929;54.761;51.612;38.43
4554.918;54.764;51.611;38.429
4555.917;54.757;51.612;38.428
4556.915;54.759;51.611;38.429
4557.916;54.754;51.611;38.428
4558.933;54.756;51.612;38.428
4559.921;54.758;51.611;38.428
4560.922;54.762;51.608;38.424
4561.925;54.77;51.609;38.426
4562.915;54.756;51.608;38.425
4563.911;54.76;51.609;38.425
4564.912;54.756;51.609;38.426
4565.914;54.762;51.61;38.428
4566.922;54.757;51.609;38.425
4567.931;54.757;51.608;38.424
4568.941;54.752;51.61;38.426
4569.924;54.748;51.61;38.426
4570.916;54.755;51.609;38.426
4571.911;54.755;51.61;38.425
4572.909;54.754;51.609;38.425
4573.909;54.751;51.61;38.427
4574.912;54.757;51.608;38.423
4575.913;54.751;51.608;38.424
4576.905;54.749;51.61;38.426
4577.906;54.749;51.608;38.425
4578.904;54.757;51.607;38.424
4579.907;54.749;51.606;38.421
4580.903;54.75;51.607;38.423
4581.908;54.751;51.607;38.424
4582.897;54.754;51.606;38.421
4583.884;54.751;51.605;38.422
4584.901;54.745;51.607;38.422
4585.906;54.741;51.608;38.423
4586.88;54.741;51.607;38.423
4587.883;54.742;51.606;38.421
4588.879;54.745;51.606;38.421
4589.881;54.747;51.606;38.421
4590.885;54.747;51.605;38.421
4591.869;54.744;51.607;38.422
4592.871;54.747;51.606;38.421
4593.87;54.746;51.604;38.419
4594.877;54.743;51.606;38.422
4595.861;54.746;51.605;38.422
4596.849;54.743;51.604;38.419
4597.844;54.747;51.607;38.423
4598.84;54.741;51.607;38.422
4599.844;54.746;51.605;38.42
4600.821;54.746;51.606;38.421
4601.832;54.736;51.605;38.42
4602.85;54.744;51.605;38.421
4603.866;54.734;51.605;38.419
4604.876;54.737;51.604;38.418
4605.864;54.74;51.607;38.423
4606.862;54.737;51.604;38.419
4607.861;54.736;51.604;38.419
4608.836;54.738;51.603;38.417
4609.85;54.726;51.61;38.424
4610.858;54.738;51.603;38.417
4611.847;54.734;51.602;38.416
4612.869;54.735;51.604;38.419
4613.852;54.738;51.602;38.416
4614.852;54.736;51.604;38.418
4615.855;54.735;51.601;38.416
4616.867;54.738;51.604;38.419
4617.879;54.737;51.603;38.417
4618.884;54.734;51.603;38.419
4619.882;54.735;51.603;38.417
4620.882;54.729;51.607;38.42
4621.89;54.73;51.602;38.416
4622.883;54.739;51.601;38.416
4623.88;54.736;51.603;38.418
4624.887;54.727;51.602;38.415
4625.871;54.731;51.604;38.418
4626.892;54.734;51.602;38.416
4627.888;54.739;51.603;38.417
4628.886;54.74;51.604;38.417
4629.871;54.737;51.602;38.416
4630.889;54.734;51.603;38.418
4631.882;54.733;51.602;38.416
4632.883;54.732;51.603;38.417
4633.888;54.733;51.602;38.415
4634.895;54.737;51.601;38.415
4635.881;54.727;51.601;38.415
4636.864;54.728;51.602;38.415
4637.857;54.726;51.602;38.415
4638.849;54.73;51.602;38.416
4639.845;54.731;51.601;38.415
4640.845;54.728;51.601;38.415
4641.836;54.728;51.603;38.417
4642.825;54.728;51.602;38.416
4643.822;54.732;51.6;38.414
4644.825;54.732;51.603;38.417
4645.824;54.728;51.603;38.416
4646.822;54.729;51.603;38.416
4647.807;54.725;51.604;38.417
4648.807;54.727;51.601;38.414
4649.789;54.73;51.6;38.412
4650.785;54.726;51.601;38.415
4651.766;54.731;51.602;38.415
4652.753;54.731;51.601;38.414
4653.742;54.731;51.601;38.414
4654.738;54.729;51.601;38.415
4655.728;54.728;51.601;38.415
4656.729;54.729;51.6;38.413
4657.734;54.718;51.602;38.415
4658.745;54.727;51.601;38.413
4659.737;54.729;51.602;38.415
4660.734;54.721;51.602;38.415
4661.726;54.733;51.599;38.413
4662.718;54.723;51.601;38.414
4663.716;54.724;51.6;38.412
4664.739;54.725;51.6;38.413
4665.73;54.723;51.598;38.411
4666.716;54.72;51.6;38.412
4667.703;54.722;51.6;38.412
4668.694;54.719;51.599;38.412
4669.703;54.718;51.598;38.41
4670.68;54.723;51.597;38.41
4671.673;54.719;51.6;38.413
4672.667;54.718;51.599;38.413
4673.673;54.714;51.599;38.411
4674.664;54.722;51.597;38.411
4675.675;54.72;51.598;38.411
4676.674;54.718;51.598;38.411
4677.656;54.72;51.599;38.412
4678.659;54.721;51.596;38.409
4679.635;54.719;51.599;38.411
4680.618;54.718;51.598;38.412
4681.637;54.714;51.602;38.412
4682.637;54.714;51.6;38.413
4683.648;54.715;51.597;38.41
4684.636;54.722;51.599;38.411
4685.633;54.715;51.599;38.411
4686.637;54.716;51.597;38.408
4687.645;54.714;51.598;38.41
4688.642;54.72;51.598;38.411
4689.641;54.719;51.6;38.412
4690.644;54.715;51.596;38.408
4691.619;54.721;51.597;38.409
4692.631;54.712;51.599;38.41
4693.645;54.718;51.597;38.408
4694.633;54.722;51.598;38.41
4695.655;54.712;51.599;38.41
4696.654;54.713;51.597;38.408
4697.656;54.716;51.599;38.41
4698.662;54.718;51.6;38.412
4699.671;54.724;51.6;38.411
4700.685;54.72;51.601;38.413
4701.671;54.712;51.6;38.41
4702.663;54.713;51.598;38.408
4703.665;54.714;51.599;38.411
4704.66;54.716;51.599;38.41
4705.658;54.719;51.597;38.409
4706.656;54.705;51.598;38.409
4707.651;54.709;51.6;38.41
4708.638;54.716;51.596;38.408
4709.627;54.713;51.599;38.41
4710.624;54.709;51.597;38.409
4711.606;54.707;51.597;38.408
4712.599;54.712;51.599;38.41
4713.601;54.713;51.597;38.408
4714.616;54.708;51.598;38.41
4715.612;54.713;51.594;38.405
4716.59;54.704;51.595;38.407
4717.581;54.712;51.595;38.406
4718.578;54.708;51.595;38.406
4719.559;54.711;51.597;38.408
4720.557;54.707;51.595;38.406
4721.559;54.712;51.597;38.408
4722.554;54.702;51.596;38.407
4723.554;54.712;51.596;38.408
4724.571;54.711;51.595;38.406
4725.588;54.712;51.596;38.407
4726.582;54.703;51.594;38.405
4727.577;54.7;51.593;38.404
4728.576;54.706;51.592;38.402
4729.588;54.708;51.594;38.404
4730.569;54.708;51.595;38.406
4731.59;54.711;51.592;38.403
4732.588;54.703;51.594;38.405
4733.586;54.7;51.594;38.404
4734.585;54.7;51.593;38.405
4735.599;54.697;51.593;38.403
4736.601;54.704;51.594;38.404
4737.615;54.703;51.594;38.404
4738.624;54.7;51.593;38.404
4739.607;54.699;51.592;38.403
4740.595;54.699;51.592;38.402
4741.588;54.704;51.592;38.403
4742.589;54.702;51.592;38.403
4743.573;54.698;51.593;38.403
4744.588;54.703;51.591;38.402
4745.6;54.695;51.591;38.4
4746.604;54.695;51.592;38.402
4747.598;54.695;51.591;38.401
4748.598;54.704;51.591;38.401
4749.604;54.686;51.589;38.398
4750.598;54.695;51.591;38.4
4751.571;54.696;51.59;38.399
4752.583;54.702;51.591;38.401
4753.573;54.695;51.587;38.397
4754.577;54.693;51.587;38.397
4755.563;54.692;51.587;38.397
4756.549;54.688;51.588;38.397
4757.54;54.689;51.587;38.396
4758.548;54.692;51.588;38.398
4759.529;54.689;51.585;38.395
4760.542;54.686;51.585;38.393
4761.529;54.688;51.585;38.395
4762.523;54.68;51.584;38.392
4763.521;54.684;51.585;38.394
4764.527;54.685;51.582;38.392
4765.536;54.682;51.585;38.394
4766.515;54.681;51.584;38.394
4767.5;54.678;51.583;38.392
4768.486;54.672;51.584;38.392
4769.477;54.678;51.583;38.392
4770.471;54.683;51.584;38.393
4771.468;54.675;51.584;38.392
4772.452;54.674;51.584;38.391
4773.45;54.68;51.581;38.391
4774.429;54.683;51.581;38.391
4775.433;54.676;51.582;38.391
4776.433;54.681;51.58;38.389
4777.434;54.674;51.581;38.389
4778.441;54.677;51.58;38.389
4779.436;54.673;51.581;38.39
4780.447;54.674;51.579;38.388
4781.438;54.668;51.58;38.388
4782.43;54.672;51.578;38.386
4783.425;54.675;51.579;38.388
4784.418;54.669;51.58;38.388
4785.425;54.672;51.578;38.387
4786.419;54.674;51.581;38.39
4787.418;54.666;51.578;38.387
4788.41;54.668;51.578;38.386
4789.431;54.679;51.581;38.391
4790.425;54.673;51.581;38.39
4791.426;54.676;51.58;38.389
4792.407;54.673;51.579;38.388
4793.418;54.673;51.579;38.387
4794.433;54.674;51.579;38.388
4795.421;54.671;51.579;38.387
4796.42;54.673;51.581;38.39
4797.421;54.677;51.577;38.385
4798.399;54.676;51.579;38.389
4799.41;54.673;51.579;38.388
4800.39;54.674;51.579;38.388
4801.406;54.667;51.58;38.388
4802.396;54.663;51.58;38.388
4803.388;54.669;51.58;38.388
4804.399;54.666;51.581;38.389
4805.398;54.674;51.578;38.386
4806.394;54.675;51.577;38.385
4807.376;54.666;51.578;38.386
4808.378;54.664;51.577;38.385
4809.364;54.672;51.58;38.387
4810.349;54.679;51.579;38.388
4811.361;54.666;51.579;38.387
4812.34;54.678;51.58;38.388
4813.333;54.664;51.578;38.386
4814.331;54.668;51.579;38.388
4815.32;54.674;51.577;38.385
4816.311;54.671;51.58;38.389
4817.31;54.671;51.579;38.387
4818.318;54.671;51.577;38.385
4819.309;54.673;51.577;38.385
4820.306;54.664;51.578;38.387
4821.299;54.669;51.578;38.386
4822.28;54.668;51.579;38.388
4823.287;54.671;51.579;38.387
4824.27;54.669;51.577;38.385
4825.29;54.666;51.578;38.387
4826.284;54.661;51.577;38.384
4827.259;54.67;51.577;38.385
4828.276;54.671;51.579;38.387
4829.266;54.68;51.58;38.387
4830.261;54.667;51.578;38.386
4831.261;54.668;51.579;38.387
4832.264;54.663;51.577;38.385
4833.272;54.663;51.579;38.386
4834.289;54.662;51.579;38.386
4835.274;54.666;51.579;38.387
4836.266;54.658;51.578;38.385
4837.258;54.676;51.579;38.386
4838.255;54.668;51.579;38.387
4839.256;54.661;51.576;38.382
4840.261;54.666;51.58;38.387
4841.246;54.661;51.578;38.385
4842.238;54.666;51.578;38.386
4843.234;54.665;51.578;38.385
4844.216;54.663;51.578;38.385
4845.203;54.655;51.578;38.385
4846.194;54.666;51.577;38.384
4847.204;54.661;51.578;38.386
4848.204;54.666;51.577;38.385
4849.198;54.67;51.574;38.381
4850.202;54.659;51.576;38.384
4851.2;54.666;51.576;38.383
4852.216;54.665;51.579;38.386
4853.209;54.665;51.577;38.384
4854.214;54.656;51.579;38.386
4855.23;54.657;51.578;38.384
4856.221;54.658;51.578;38.385
4857.223;54.661;51.578;38.385
4858.23;54.659;51.578;38.384
4859.245;54.662;51.577;38.384
4860.25;54.655;51.577;38.384
4861.258;54.664;51.576;38.382
4862.249;54.664;51.577;38.384
4863.259;54.656;51.578;38.385
4864.263;54.651;51.574;38.381
4865.274;54.657;51.574;38.381
4866.258;54.662;51.574;38.38
4867.275;54.666;51.576;38.383
4868.27;54.65;51.574;38.38
4869.266;54.664;51.578;38.385
4870.268;54.657;51.574;38.381
4871.257;54.66;51.578;38.384
4872.273;54.657;51.575;38.382
4873.264;54.66;51.575;38.382
4874.244;54.659;51.575;38.382
4875.235;54.655;51.576;38.383
4876.243;54.647;51.574;38.38
4877.253;54.656;51.575;38.38
4878.247;54.67;51.578;38.384
4879.235;54.649;51.572;38.379
4880.237;54.657;51.574;38.38
4881.234;54.646;51.574;38.38
4882.229;54.644;51.573;38.379
4883.233;54.645;51.574;38.38
4884.225;54.643;51.572;38.378
4885.239;54.651;51.574;38.381
4886.242;54.641;51.57;38.376
4887.244;54.65;51.574;38.38
4888.23;54.655;51.573;38.38
4889.217;54.661;51.574;38.38
4890.213;54.648;51.574;38.381
4891.201;54.654;51.575;38.381
4892.198;54.648;51.572;38.377
4893.199;54.654;51.575;38.381
4894.204;54.651;51.574;38.38
4895.187;54.647;51.576;38.381
4896.171;54.64;51.57;38.375
4897.159;54.646;51.573;38.379
4898.154;54.653;51.573;38.379
4899.15;54.664;51.573;38.378
4900.152;54.641;51.576;38.379
4901.16;54.652;51.572;38.379
4902.136;54.639;51.573;38.377
4903.124;54.647;51.573;38.379
4904.114;54.647;51.573;38.379
4905.105;54.641;51.572;38.377
4906.103;54.637;51.575;38.38
4907.104;54.652;51.575;38.38
4908.112;54.647;51.574;38.379
4909.082;54.642;51.573;38.379
4910.079;54.649;51.573;38.379
4911.07;54.662;51.575;38.382
4912.065;54.643;51.574;38.38
4913.039;54.645;51.574;38.379
4914.049;54.639;51.572;38.376
4915.044;54.674;51.572;38.38
4916.047;54.631;51.571;38.376
4917.058;54.645;51.575;38.381
4918.064;54.645;51.577;38.382
4919.051;54.646;51.574;38.379
4920.073;54.65;51.576;38.381
4921.057;54.643;51.574;38.379
4922.051;54.656;51.577;38.382
4923.024;54.656;51.576;38.381
4924.011;54.642;51.574;38.379
4925.001;54.638;51.576;38.38
4925.997;54.667;51.577;38.382
4926.999;54.641;51.575;38.38
4927.992;54.643;51.576;38.38
4928.995;54.644;51.576;38.38
4930.003;54.633;51.574;38.377
4930.985;54.639;51.575;38.379
4931.971;54.637;51.574;38.378
4932.96;54.637;51.572;38.378
4933.956;54.645;51.572;38.377
4934.955;54.638;51.57;38.376
4935.961;54.636;51.571;38.375
4936.949;54.637;51.571;38.375
4937.938;54.649;51.571;38.376
4938.927;54.638;51.573;38.378
4939.919;54.636;51.57;38.375
4940.914;54.646;51.572;38.376
4941.912;54.636;51.573;38.377
4942.913;54.63;51.57;38.374
4943.913;54.644;51.573;38.377
4944.905;54.634;51.572;38.377
4945.892;54.632;51.57;38.374
