IDs:;240715_07_240712F;07_DNAJB6_00_658_uM;;*shifted by 3 s
Concentration [uM]:;0.658;;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3];
804.831;58.852;51.545;39.025;
805.818;58.849;51.545;39.024;
806.801;58.839;51.544;39.023;
807.79;58.842;51.545;39.024;
808.795;58.818;51.541;39.019;
809.8;58.839;51.545;39.024;
810.785;58.835;51.547;39.024;
811.775;58.829;51.546;39.024;
812.782;58.828;51.546;39.023;
813.767;58.819;51.545;39.021;
814.754;58.823;51.547;39.023;
815.754;58.826;51.546;39.022;
816.752;58.823;51.548;39.023;
817.755;58.817;51.547;39.022;
818.735;58.814;51.549;39.023;
819.717;58.816;51.547;39.021;
820.703;58.812;51.547;39.021;
821.694;58.787;51.544;39.016;
822.675;58.806;51.546;39.019;
823.679;58.799;51.546;39.019;
824.671;58.797;51.548;39.021;
825.663;58.802;51.546;39.018;
826.663;58.805;51.547;39.02;
827.674;58.793;51.547;39.019;
828.662;58.787;51.548;39.019;
829.66;58.797;51.549;39.021;
830.646;58.788;51.549;39.02;
831.63;58.789;51.549;39.019;
832.623;58.79;51.548;39.018;
833.63;58.782;51.549;39.019;
834.624;58.788;51.549;39.019;
835.632;58.785;51.549;39.019;
836.62;58.77;51.546;39.014;
837.644;58.771;51.55;39.019;
838.643;58.777;51.549;39.018;
839.627;58.763;51.551;39.018;
840.618;58.772;51.551;39.019;
841.615;58.766;51.549;39.017;
842.591;58.759;51.551;39.017;
843.584;58.733;51.549;39.016;
844.574;58.752;51.553;39.019;
845.568;58.756;51.552;39.018;
846.567;58.727;51.55;39.014;
847.559;58.721;51.551;39.016;
848.553;58.753;51.553;39.019;
849.547;58.719;51.551;39.015;
850.552;58.745;51.555;39.02;
851.549;58.735;51.553;39.017;
852.557;58.741;51.555;39.019;
853.571;58.73;51.555;39.018;
854.574;58.696;51.554;39.017;
855.563;58.704;51.554;39.016;
856.573;58.721;51.559;39.021;
857.592;58.693;51.554;39.016;
858.577;58.717;51.559;39.02;
859.562;58.69;51.555;39.016;
860.545;58.687;51.556;39.016;
861.537;58.682;51.556;39.015;
862.526;58.685;51.557;39.017;
863.518;58.676;51.558;39.017;
864.517;58.684;51.555;39.014;
865.525;58.694;51.562;39.021;
866.538;58.682;51.556;39.015;
867.532;58.672;51.558;39.016;
868.528;58.671;51.56;39.016;
869.507;58.662;51.558;39.016;
870.525;58.664;51.56;39.018;
871.545;58.654;51.56;39.017;
872.542;58.657;51.561;39.017;
873.547;58.656;51.561;39.015;
874.548;58.651;51.562;39.018;
875.537;58.657;51.562;39.016;
876.536;58.646;51.562;39.015;
877.51;58.642;51.563;39.017;
878.503;58.642;51.563;39.017;
879.499;58.636;51.563;39.017;
880.494;58.641;51.562;39.016;
881.502;58.636;51.563;39.016;
882.505;58.642;51.562;39.015;
883.502;58.624;51.564;39.017;
884.503;58.638;51.562;39.013;
885.486;58.631;51.562;39.013;
886.49;58.626;51.565;39.017;
887.482;58.621;51.562;39.013;
888.48;58.629;51.563;39.014;
889.476;58.624;51.563;39.014;
890.486;58.622;51.564;39.015;
891.485;58.622;51.563;39.012;
892.487;58.622;51.563;39.012;
893.5;58.62;51.566;39.014;
894.49;58.614;51.563;39.013;
895.497;58.611;51.565;39.013;
896.488;58.624;51.563;39.011;
897.478;58.611;51.563;39.01;
898.483;58.612;51.566;39.013;
899.471;58.618;51.564;39.012;
900.458;58.607;51.564;39.01;
901.43;58.607;51.564;39.01;
902.435;58.599;51.566;39.014;
903.447;58.599;51.567;39.012;
904.472;58.592;51.568;39.014;
905.47;58.593;51.567;39.013;
906.479;58.6;51.567;39.012;
907.474;58.6;51.565;39.009;
908.46;58.6;51.566;39.01;
909.474;58.595;51.566;39.01;
910.478;58.591;51.568;39.011;
911.475;58.586;51.568;39.013;
912.475;58.589;51.565;39.008;
913.477;58.591;51.567;39.01;
914.48;58.585;51.566;39.008;
915.476;58.592;51.565;39.008;
916.477;58.585;51.567;39.009;
917.477;58.584;51.566;39.008;
918.477;58.553;51.563;39.004;
919.468;58.527;51.563;39.005;
920.48;58.568;51.566;39.007;
921.497;58.571;51.565;39.006;
922.512;58.583;51.567;39.006;
923.531;58.572;51.57;39.01;
924.521;58.541;51.563;39.002;
925.521;58.526;51.566;39.005;
926.507;58.583;51.569;39.007;
927.528;58.565;51.57;39.008;
928.524;58.57;51.57;39.008;
929.531;58.529;51.567;39.003;
930.539;58.563;51.572;39.01;
931.553;58.557;51.57;39.007;
932.538;58.555;51.571;39.008;
933.526;58.552;51.572;39.008;
934.516;58.555;51.572;39.008;
935.515;58.522;51.565;39;
936.514;58.552;51.576;39.013;
937.516;58.543;51.571;39.006;
938.522;58.538;51.57;39.005;
939.514;58.511;51.565;38.999;
940.503;58.508;51.567;39;
941.499;58.543;51.573;39.007;
942.497;58.542;51.574;39.008;
943.498;58.49;51.571;39.005;
944.502;58.538;51.574;39.008;
945.483;58.531;51.575;39.007;
946.487;58.493;51.573;39.006;
947.482;58.514;51.575;39.009;
948.485;58.532;51.575;39.006;
949.465;58.516;51.579;39.011;
950.455;58.526;51.578;39.009;
951.457;58.521;51.574;39.003;
952.45;58.483;51.573;39.005;
953.448;58.485;51.573;39.004;
954.453;58.476;51.573;39.004;
955.452;58.484;51.573;39.003;
956.455;58.473;51.573;39.003;
957.463;58.501;51.578;39.008;
958.476;58.501;51.574;39.003;
959.463;58.471;51.572;39.002;
960.458;58.47;51.574;39.003;
961.458;58.498;51.575;39.001;
962.463;58.466;51.575;39.002;
963.475;58.487;51.576;39.002;
964.465;58.48;51.579;39.005;
965.468;58.479;51.576;39.002;
966.473;58.453;51.576;39.003;
967.481;58.477;51.58;39.007;
968.469;58.457;51.574;39;
969.455;58.467;51.579;39.004;
970.448;58.464;51.579;39.004;
971.444;58.473;51.577;39.002;
972.438;58.47;51.577;39.002;
973.433;58.468;51.579;39.003;
974.426;58.457;51.579;39.002;
975.431;58.463;51.579;39.002;
976.429;58.456;51.581;39.004;
977.43;58.429;51.579;39.002;
978.435;58.451;51.583;39.005;
979.418;58.448;51.581;39.002;
980.415;58.438;51.583;39.004;
981.419;58.439;51.583;39.006;
982.413;58.445;51.58;39.001;
983.414;58.44;51.582;39.003;
984.41;58.44;51.582;39.002;
985.415;58.434;51.581;39.001;
986.409;58.436;51.58;39;
987.404;58.421;51.577;38.997;
988.414;58.426;51.579;38.999;
989.397;58.423;51.58;38.999;
990.387;58.416;51.581;38.999;
991.387;58.423;51.579;38.999;
992.393;58.422;51.577;38.996;
993.403;58.417;51.579;38.998;
994.422;58.421;51.58;38.998;
995.427;58.411;51.582;38.999;
996.432;58.401;51.58;38.996;
997.444;58.409;51.583;39;
998.437;58.403;51.581;38.998;
999.446;58.398;51.584;39;
1000.453;58.388;51.583;38.998;
1001.462;58.403;51.583;38.999;
1002.466;58.389;51.583;38.998;
1003.464;58.383;51.585;39.002;
1004.466;58.385;51.582;38.995;
1005.47;58.386;51.585;38.998;
1006.453;58.386;51.588;39.001;
1007.446;58.402;51.586;38.999;
1008.445;58.383;51.585;38.997;
1009.455;58.375;51.585;38.998;
1010.458;58.377;51.588;39.001;
1011.436;58.373;51.587;39;
1012.428;58.369;51.586;38.997;
1013.424;58.37;51.59;39.001;
1014.423;58.368;51.586;38.996;
1015.407;58.369;51.588;38.999;
1016.407;58.366;51.586;38.996;
1017.411;58.372;51.592;39.003;
1018.404;58.36;51.591;39.001;
1019.412;58.357;51.589;38.998;
1020.401;58.364;51.59;39;
1021.4;58.355;51.587;38.996;
1022.412;58.361;51.591;39.001;
1023.405;58.353;51.591;39;
1024.409;58.348;51.589;38.997;
1025.391;58.358;51.591;39;
1026.378;58.352;51.592;38.999;
1027.372;58.34;51.589;38.997;
1028.369;58.345;51.59;38.997;
1029.377;58.34;51.587;38.995;
1030.386;58.337;51.591;38.997;
1031.4;58.331;51.59;38.996;
1032.394;58.331;51.594;38.998;
1033.384;58.336;51.592;38.998;
1034.402;58.333;51.591;38.996;
1035.421;58.327;51.59;38.995;
1036.414;58.335;51.594;38.999;
1037.439;58.32;51.592;38.995;
1038.434;58.322;51.594;38.998;
1039.44;58.303;51.591;38.994;
1040.423;58.316;51.594;38.997;
1041.416;58.309;51.594;38.997;
1042.42;58.317;51.594;38.996;
1043.418;58.322;51.594;38.996;
1044.427;58.3;51.596;38.999;
1045.424;58.31;51.596;38.998;
1046.412;58.316;51.596;38.997;
1047.421;58.314;51.597;38.997;
1048.403;58.312;51.596;38.999;
1049.395;58.3;51.596;38.997;
1050.369;58.295;51.596;38.997;
1051.36;58.293;51.595;38.995;
1052.365;58.303;51.597;38.997;
1053.344;58.305;51.6;38.999;
1054.329;58.298;51.598;38.998;
1055.332;58.285;51.595;38.994;
1056.337;58.283;51.597;38.996;
1057.351;58.288;51.599;38.997;
1058.373;58.296;51.6;38.998;
1059.356;58.279;51.596;38.993;
1060.358;58.292;51.598;38.996;
1061.354;58.293;51.599;38.997;
1062.356;58.276;51.598;38.995;
1063.363;58.273;51.599;38.995;
1064.346;58.269;51.6;38.995;
1065.35;58.275;51.602;38.999;
1066.336;58.257;51.602;38.999;
1067.342;58.284;51.602;38.997;
1068.334;58.257;51.604;39;
1069.328;58.255;51.601;38.997;
1070.337;58.265;51.605;38.999;
1071.342;58.259;51.607;39.002;
1072.337;58.261;51.601;38.994;
1073.336;58.295;51.608;39.004;
1074.34;58.252;51.601;38.993;
1075.339;58.255;51.602;38.996;
1076.34;58.258;51.599;38.991;
1077.341;58.237;51.603;38.996;
1078.344;58.246;51.602;38.994;
1079.336;58.246;51.602;38.993;
1080.335;58.241;51.606;38.999;
1081.316;58.246;51.602;38.993;
1082.299;58.245;51.599;38.99;
1083.281;58.237;51.602;38.994;
1084.275;58.247;51.599;38.99;
1085.276;58.24;51.601;38.993;
1086.292;58.224;51.603;38.994;
1087.282;58.223;51.602;38.993;
1088.267;58.228;51.603;38.991;
1089.249;58.229;51.601;38.99;
1090.238;58.229;51.602;38.991;
1091.231;58.216;51.605;38.994;
1092.228;58.22;51.604;38.993;
1093.227;58.226;51.604;38.991;
1094.247;58.208;51.604;38.992;
1095.243;58.209;51.605;38.993;
1096.25;58.201;51.604;38.992;
1097.241;58.208;51.603;38.99;
1098.221;58.219;51.603;38.989;
1099.211;58.206;51.605;38.992;
1100.202;58.208;51.604;38.991;
1101.197;58.201;51.606;38.992;
1102.187;58.205;51.606;38.993;
1103.183;58.206;51.604;38.989;
1104.198;58.204;51.605;38.991;
1105.215;58.198;51.604;38.989;
1106.209;58.196;51.605;38.99;
1107.187;58.195;51.605;38.99;
1108.184;58.194;51.606;38.989;
1109.167;58.191;51.605;38.988;
1110.173;58.199;51.606;38.99;
1111.181;58.197;51.603;38.986;
1112.183;58.198;51.605;38.989;
1113.19;58.187;51.604;38.986;
1114.173;58.186;51.603;38.987;
1115.166;58.185;51.608;38.99;
1116.166;58.177;51.609;38.991;
1117.172;58.193;51.605;38.987;
1118.164;58.177;51.609;38.991;
1119.172;58.169;51.609;38.99;
1120.181;58.172;51.611;38.992;
1121.173;58.186;51.607;38.986;
1122.182;58.18;51.61;38.99;
1123.19;58.161;51.612;38.992;
1124.17;58.166;51.612;38.992;
1125.155;58.161;51.614;38.994;
1126.172;58.171;51.609;38.988;
1127.164;58.16;51.615;38.994;
1128.159;58.156;51.614;38.993;
1129.162;58.161;51.614;38.991;
1130.135;58.163;51.613;38.989;
1131.144;58.154;51.616;38.993;
1132.148;58.163;51.614;38.991;
1133.148;58.161;51.616;38.992;
1134.149;58.154;51.614;38.99;
1135.16;58.142;51.617;38.993;
1136.167;58.147;51.614;38.99;
1137.161;58.148;51.615;38.99;
1138.152;58.134;51.617;38.993;
1139.138;58.147;51.614;38.989;
1140.137;58.134;51.614;38.989;
1141.127;58.129;51.617;38.992;
1142.13;58.137;51.616;38.989;
1143.111;58.138;51.616;38.989;
1144.092;58.139;51.617;38.99;
1145.075;58.123;51.62;38.995;
1146.075;58.133;51.616;38.989;
1147.079;58.119;51.619;38.992;
1148.075;58.125;51.619;38.992;
1149.073;58.13;51.617;38.989;
1150.086;58.121;51.617;38.99;
1151.078;58.121;51.617;38.988;
1152.066;58.11;51.619;38.991;
1153.05;58.123;51.619;38.989;
1154.04;58.1;51.62;38.991;
1155.037;58.124;51.617;38.987;
1156.039;58.113;51.618;38.988;
1157.045;58.103;51.617;38.985;
1158.057;58.104;51.619;38.988;
1159.079;58.102;51.618;38.988;
1160.076;58.103;51.618;38.988;
1161.075;58.1;51.616;38.984;
1162.057;58.101;51.618;38.985;
1163.074;58.132;51.617;38.982;
1164.062;58.1;51.617;38.985;
1165.055;58.097;51.62;38.987;
1166.05;58.099;51.619;38.986;
1167.05;58.092;51.618;38.985;
1168.038;58.094;51.617;38.984;
1169.029;58.091;51.618;38.984;
1170.028;58.088;51.618;38.985;
1171.018;58.083;51.619;38.986;
1172.016;58.085;51.617;38.983;
1173.016;58.103;51.614;38.975;
1174.027;58.074;51.621;38.989;
1175.03;58.087;51.617;38.982;
1176.018;58.079;51.618;38.984;
1177.011;58.119;51.618;38.978;
1178.012;58.079;51.618;38.983;
1179.003;58.077;51.618;38.981;
1180.011;58.067;51.619;38.983;
1181.022;58.067;51.619;38.983;
1182.015;58.106;51.618;38.978;
1183.029;58.068;51.623;38.988;
1184.02;58.091;51.615;38.974;
1185.002;58.095;51.614;38.971;
1185.99;58.056;51.614;38.973;
1186.984;58.1;51.62;38.979;
1187.979;58.087;51.616;38.973;
1188.968;58.082;51.616;38.972;
1189.954;58.043;51.615;38.973;
1190.947;58.045;51.616;38.974;
1191.947;58.088;51.614;38.968;
1192.951;58.035;51.617;38.974;
1193.96;58.097;51.62;38.975;
1194.97;58.039;51.614;38.971;
1195.982;58.088;51.618;38.975;
1196.994;58.093;51.619;38.974;
1197.983;58.054;51.621;38.98;
1198.974;58.093;51.621;38.975;
1199.966;58.036;51.616;38.972;
1200.96;58.034;51.618;38.976;
1201.962;58.024;51.613;38.968;
1202.968;58.044;51.617;38.975;
1203.967;58.029;51.621;38.979;
1204.965;58.044;51.62;38.977;
1205.972;58.017;51.614;38.97;
1206.969;58.026;51.614;38.968;
1207.976;58.069;51.618;38.97;
1208.97;58.064;51.619;38.971;
1209.966;58.067;51.621;38.974;
1210.975;58.062;51.618;38.971;
1211.97;58.064;51.619;38.971;
1212.968;58.023;51.619;38.974;
1213.946;58.052;51.619;38.97;
1214.934;58.012;51.615;38.966;
1215.926;57.987;51.618;38.974;
1216.909;58.06;51.62;38.97;
1217.901;58.065;51.62;38.968;
1218.916;58.073;51.619;38.967;
1219.92;58.054;51.621;38.969;
1220.926;58.05;51.621;38.971;
1221.905;58.055;51.622;38.97;
1222.892;58.044;51.621;38.969;
1223.885;58.04;51.62;38.969;
1224.885;58.047;51.621;38.97;
1225.898;58.051;51.62;38.968;
1226.891;58.042;51.622;38.97;
1227.886;57.984;51.615;38.963;
1228.886;58.026;51.622;38.968;
1229.894;58.027;51.622;38.968;
1230.902;58.037;51.621;38.969;
1231.913;58.037;51.619;38.965;
1232.9;57.98;51.616;38.963;
1233.887;57.981;51.617;38.966;
1234.875;58.022;51.622;38.968;
1235.864;58.04;51.62;38.963;
1236.855;58.039;51.619;38.964;
1237.857;58.036;51.62;38.966;
1238.856;57.978;51.617;38.963;
1239.85;58.021;51.622;38.967;
1240.844;58.017;51.621;38.966;
1241.832;58.023;51.62;38.964;
1242.831;58.012;51.622;38.966;
1243.829;58.019;51.622;38.966;
1244.808;58.027;51.62;38.963;
1245.795;58.029;51.618;38.959;
1246.791;58.024;51.62;38.963;
1247.788;58.018;51.62;38.962;
1248.776;58.005;51.619;38.962;
1249.767;58;51.619;38.962;
1250.764;57.949;51.615;38.958;
1251.771;57.956;51.615;38.958;
1252.755;58.017;51.619;38.959;
1253.725;57.993;51.62;38.962;
1254.731;57.995;51.619;38.959;
1255.737;57.998;51.62;38.961;
1256.727;57.987;51.622;38.963;
1257.717;57.982;51.621;38.961;
1258.723;57.951;51.618;38.959;
1259.731;57.926;51.618;38.959;
1260.723;57.986;51.621;38.959;
1261.718;57.987;51.624;38.963;
1262.719;57.978;51.621;38.96;
1263.724;57.928;51.618;38.957;
1264.73;57.977;51.623;38.962;
1265.746;57.935;51.618;38.958;
1266.764;57.978;51.623;38.962;
1267.756;57.975;51.622;38.96;
1268.749;57.977;51.624;38.961;
1269.745;57.924;51.618;38.957;
1270.751;57.982;51.624;38.96;
1271.745;57.963;51.622;38.957;
1272.747;57.974;51.624;38.961;
1273.746;57.972;51.621;38.956;
1274.74;57.983;51.623;38.959;
1275.742;57.963;51.622;38.958;
1276.751;57.976;51.622;38.957;
1277.735;57.975;51.622;38.957;
1278.738;57.959;51.622;38.956;
1279.717;57.963;51.62;38.953;
1280.731;57.917;51.615;38.951;
1281.742;57.912;51.619;38.954;
1282.757;57.948;51.623;38.957;
1283.754;57.931;51.621;38.955;
1284.757;57.92;51.624;38.958;
1285.766;57.943;51.625;38.958;
1286.753;57.945;51.626;38.959;
1287.747;57.954;51.624;38.955;
1288.75;57.896;51.622;38.954;
1289.75;57.96;51.625;38.956;
1290.754;57.952;51.624;38.956;
1291.77;57.886;51.622;38.954;
1292.77;57.934;51.626;38.957;
1293.773;57.944;51.628;38.959;
1294.783;57.907;51.626;38.957;
1295.766;57.89;51.625;38.955;
1296.783;57.891;51.623;38.954;
1297.782;57.887;51.624;38.955;
1298.78;57.895;51.631;38.961;
1299.788;57.914;51.629;38.958;
1300.802;57.882;51.628;38.958;
1301.787;57.873;51.628;38.957;
1302.77;57.872;51.626;38.957;
1303.772;57.869;51.624;38.956;
1304.761;57.856;51.626;38.955;
1305.767;57.882;51.63;38.958;
1306.767;57.878;51.629;38.958;
1307.764;57.88;51.63;38.958;
1308.756;57.86;51.632;38.96;
1309.75;57.874;51.63;38.957;
1310.757;57.877;51.629;38.957;
1311.741;57.859;51.625;38.951;
1312.733;57.883;51.629;38.955;
1313.71;57.855;51.625;38.95;
1314.693;57.877;51.629;38.953;
1315.685;57.857;51.63;38.957;
1316.687;57.841;51.628;38.955;
1317.677;57.862;51.628;38.953;
1318.674;57.831;51.629;38.956;
1319.661;57.863;51.633;38.96;
1320.649;57.852;51.636;38.96;
1321.642;57.852;51.632;38.956;
1322.638;57.838;51.63;38.955;
1323.638;57.852;51.63;38.954;
1324.622;57.861;51.633;38.957;
1325.604;57.833;51.631;38.955;
1326.597;57.834;51.635;38.958;
1327.591;57.869;51.632;38.953;
1328.586;57.866;51.635;38.956;
1329.588;57.815;51.63;38.954;
1330.592;57.853;51.634;38.954;
1331.602;57.831;51.632;38.956;
1332.615;57.823;51.633;38.955;
1333.598;57.822;51.634;38.956;
1334.584;57.834;51.631;38.952;
1335.577;57.835;51.633;38.955;
1336.57;57.834;51.634;38.956;
1337.569;57.844;51.633;38.954;
1338.571;57.828;51.635;38.956;
1339.565;57.815;51.635;38.957;
1340.559;57.808;51.634;38.955;
1341.552;57.837;51.635;38.954;
1342.533;57.817;51.634;38.954;
1343.524;57.807;51.635;38.954;
1344.527;57.831;51.635;38.953;
1345.532;57.814;51.635;38.953;
1346.512;57.806;51.636;38.955;
1347.494;57.803;51.633;38.95;
1348.51;57.804;51.633;38.951;
1349.518;57.792;51.632;38.951;
1350.514;57.819;51.633;38.95;
1351.522;57.809;51.631;38.948;
1352.512;57.798;51.632;38.949;
1353.519;57.805;51.633;38.951;
1354.509;57.81;51.633;38.95;
1355.505;57.793;51.633;38.949;
1356.508;57.814;51.633;38.949;
1357.533;57.79;51.633;38.95;
1358.53;57.781;51.634;38.95;
1359.535;57.788;51.634;38.948;
1360.529;57.768;51.631;38.948;
1361.523;57.794;51.632;38.947;
1362.525;57.778;51.635;38.951;
1363.535;57.785;51.633;38.946;
1364.52;57.776;51.635;38.95;
1365.509;57.793;51.632;38.946;
1366.503;57.761;51.636;38.95;
1367.503;57.777;51.634;38.948;
1368.512;57.765;51.632;38.946;
1369.504;57.777;51.632;38.945;
1370.497;57.775;51.634;38.947;
1371.486;57.78;51.633;38.947;
1372.493;57.777;51.63;38.941;
1373.49;57.764;51.633;38.945;
1374.511;57.768;51.634;38.946;
1375.506;57.765;51.636;38.949;
1376.496;57.752;51.634;38.946;
1377.504;57.769;51.634;38.946;
1378.483;57.77;51.634;38.945;
1379.478;57.77;51.632;38.942;
1380.497;57.778;51.633;38.942;
1381.503;57.789;51.63;38.935;
1382.488;57.751;51.635;38.946;
1383.478;57.748;51.634;38.945;
1384.478;57.763;51.63;38.94;
1385.484;57.763;51.633;38.942;
1386.467;57.771;51.632;38.942;
1387.467;57.757;51.632;38.942;
1388.466;57.753;51.633;38.941;
1389.448;57.764;51.634;38.943;
1390.464;57.756;51.633;38.942;
1391.458;57.754;51.635;38.944;
1392.458;57.751;51.633;38.941;
1393.462;57.747;51.635;38.942;
1394.473;57.752;51.633;38.94;
1395.456;57.729;51.633;38.941;
1396.446;57.767;51.631;38.935;
1397.451;57.753;51.634;38.941;
1398.446;57.723;51.631;38.939;
1399.466;57.761;51.63;38.933;
1400.472;57.738;51.634;38.94;
1401.471;57.749;51.633;38.937;
1402.472;57.747;51.632;38.934;
1403.472;57.759;51.633;38.935;
1404.47;57.752;51.63;38.933;
1405.455;57.73;51.633;38.938;
1406.453;57.76;51.632;38.933;
1407.45;57.723;51.636;38.941;
1408.453;57.756;51.634;38.935;
1409.443;57.732;51.634;38.938;
1410.426;57.723;51.632;38.937;
1411.405;57.722;51.632;38.936;
1412.395;57.746;51.631;38.931;
1413.39;57.725;51.634;38.938;
1414.396;57.746;51.632;38.931;
1415.378;57.724;51.635;38.937;
1416.376;57.749;51.633;38.932;
1417.377;57.728;51.632;38.931;
1418.383;57.739;51.631;38.93;
1419.406;57.724;51.633;38.932;
1420.399;57.758;51.63;38.926;
1421.396;57.714;51.631;38.929;
1422.401;57.733;51.631;38.929;
1423.411;57.743;51.63;38.927;
1424.398;57.716;51.633;38.933;
1425.391;57.731;51.631;38.928;
1426.387;57.729;51.632;38.928;
1427.385;57.729;51.631;38.927;
1428.394;57.715;51.633;38.93;
1429.405;57.714;51.631;38.929;
1430.388;57.736;51.631;38.927;
1431.372;57.697;51.633;38.932;
1432.389;57.72;51.631;38.927;
1433.386;57.702;51.633;38.932;
1434.386;57.722;51.631;38.925;
1435.388;57.714;51.632;38.927;
1436.393;57.717;51.631;38.926;
1437.395;57.717;51.63;38.925;
1438.386;57.71;51.632;38.926;
1439.397;57.713;51.632;38.926;
1440.37;57.708;51.632;38.926;
1441.362;57.71;51.632;38.926;
1442.368;57.713;51.631;38.924;
1443.352;57.708;51.632;38.925;
1444.363;57.711;51.631;38.924;
1445.353;57.701;51.631;38.925;
1446.352;57.704;51.633;38.925;
1447.349;57.686;51.632;38.927;
1448.33;57.706;51.63;38.923;
1449.315;57.711;51.631;38.923;
1450.317;57.703;51.632;38.923;
1451.3;57.703;51.63;38.921;
1452.294;57.697;51.632;38.924;
1453.295;57.689;51.633;38.926;
1454.279;57.701;51.632;38.923;
1455.266;57.672;51.634;38.928;
1456.261;57.702;51.631;38.922;
1457.261;57.696;51.632;38.922;
1458.266;57.69;51.632;38.922;
1459.245;57.684;51.634;38.925;
1460.262;57.689;51.633;38.92;
1461.271;57.686;51.633;38.922;
1462.275;57.684;51.631;38.92;
1463.282;57.687;51.633;38.922;
1464.262;57.681;51.633;38.922;
1465.25;57.684;51.632;38.92;
1466.255;57.691;51.633;38.921;
1467.228;57.68;51.633;38.921;
1468.229;57.68;51.634;38.921;
1469.224;57.683;51.634;38.92;
1470.196;57.679;51.634;38.921;
1471.202;57.673;51.634;38.92;
1472.196;57.673;51.633;38.919;
1473.189;57.679;51.634;38.921;
1474.172;57.684;51.635;38.92;
1475.168;57.677;51.634;38.919;
1476.171;57.691;51.634;38.919;
1477.176;57.661;51.635;38.921;
1478.17;57.677;51.634;38.918;
1479.173;57.67;51.636;38.921;
1480.174;57.665;51.634;38.918;
1481.174;57.657;51.636;38.922;
1482.182;57.671;51.634;38.918;
1483.176;57.657;51.637;38.921;
1484.175;57.653;51.637;38.921;
1485.165;57.657;51.633;38.916;
1486.19;57.654;51.635;38.918;
1487.193;57.644;51.636;38.919;
1488.2;57.645;51.636;38.92;
1489.212;57.641;51.636;38.919;
1490.231;57.648;51.634;38.918;
1491.228;57.648;51.637;38.919;
1492.226;57.625;51.639;38.92;
1493.228;57.626;51.636;38.919;
1494.236;57.629;51.637;38.92;
1495.213;57.639;51.634;38.915;
1496.226;57.642;51.635;38.916;
1497.211;57.64;51.636;38.918;
1498.201;57.634;51.636;38.915;
1499.196;57.629;51.636;38.917;
1500.185;57.624;51.639;38.92;
1501.182;57.629;51.635;38.914;
1502.18;57.612;51.637;38.917;
1503.191;57.627;51.636;38.916;
1504.175;57.617;51.636;38.916;
1505.172;57.611;51.639;38.918;
1506.175;57.615;51.637;38.916;
1507.167;57.612;51.636;38.915;
1508.155;57.615;51.638;38.918;
1509.157;57.616;51.639;38.917;
1510.15;57.604;51.638;38.916;
1511.151;57.608;51.639;38.918;
1512.158;57.604;51.637;38.915;
1513.149;57.602;51.641;38.918;
1514.156;57.596;51.64;38.917;
1515.169;57.601;51.638;38.915;
1516.164;57.595;51.641;38.918;
1517.169;57.594;51.642;38.918;
1518.153;57.6;51.642;38.918;
1519.142;57.596;51.641;38.917;
1520.137;57.592;51.64;38.916;
1521.14;57.591;51.643;38.918;
1522.144;57.602;51.639;38.913;
1523.123;57.593;51.64;38.913;
1524.11;57.584;51.642;38.918;
1525.105;57.592;51.641;38.915;
1526.109;57.581;51.641;38.915;
1527.112;57.586;51.643;38.917;
1528.118;57.599;51.638;38.912;
1529.128;57.583;51.64;38.915;
1530.127;57.577;51.64;38.914;
1531.131;57.571;51.643;38.916;
1532.114;57.569;51.644;38.917;
1533.109;57.581;51.642;38.915;
1534.101;57.571;51.644;38.917;
1535.11;57.569;51.645;38.919;
1536.109;57.458;51.637;38.903;
1537.09;57.566;51.644;38.917;
1538.093;57.566;51.641;38.914;
1539.086;57.571;51.641;38.913;
1540.096;57.561;51.643;38.915;
1541.087;57.567;51.64;38.912;
1542.106;57.562;51.643;38.914;
1543.123;57.564;51.642;38.913;
1544.127;57.561;51.643;38.914;
1545.111;57.549;51.642;38.913;
1546.101;57.553;51.644;38.914;
1547.1;57.567;51.643;38.914;
1548.103;57.557;51.643;38.912;
1549.09;57.558;51.643;38.914;
1550.089;57.547;51.645;38.914;
1551.094;57.551;51.643;38.913;
1552.105;57.557;51.644;38.914;
1553.09;57.542;51.646;38.914;
1554.082;57.548;51.644;38.913;
1555.079;57.544;51.646;38.914;
1556.085;57.548;51.646;38.913;
1557.099;57.548;51.644;38.912;
1558.086;57.546;51.644;38.911;
1559.105;57.547;51.645;38.913;
1560.1;57.54;51.644;38.911;
1561.102;57.542;51.644;38.911;
1562.104;57.535;51.645;38.911;
1563.111;57.539;51.646;38.912;
1564.118;57.532;51.646;38.911;
1565.131;57.529;51.647;38.913;
1566.116;57.528;51.647;38.912;
1567.135;57.532;51.647;38.912;
1568.126;57.534;51.648;38.913;
1569.125;57.533;51.645;38.911;
1570.119;57.528;51.647;38.911;
1571.105;57.531;51.649;38.913;
1572.103;57.523;51.649;38.912;
1573.108;57.528;51.651;38.916;
1574.093;57.521;51.648;38.91;
1575.084;57.522;51.646;38.91;
1576.069;57.519;51.647;38.91;
1577.068;57.524;51.648;38.912;
1578.078;57.526;51.647;38.91;
1579.07;57.517;51.649;38.912;
1580.084;57.516;51.648;38.91;
1581.073;57.52;51.65;38.912;
1582.074;57.529;51.65;38.911;
1583.061;57.524;51.649;38.91;
1584.058;57.519;51.65;38.911;
1585.074;57.512;51.652;38.912;
1586.067;57.511;51.652;38.913;
