IDs:;240715_07_240712F;07_DNAJB6_00_658_uM;;*shifted by 3 s
Concentration [uM]:;0.658;;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3];
1587.065;57.516;51.653;38.914;
1588.071;57.515;51.652;38.913;
1589.085;57.513;51.648;38.909;
1590.075;57.513;51.651;38.911;
1591.069;57.516;51.651;38.911;
1592.039;57.51;51.651;38.911;
1593.045;57.509;51.651;38.911;
1594.053;57.519;51.652;38.912;
1595.071;57.508;51.651;38.91;
1596.09;57.511;51.655;38.913;
1597.084;57.505;51.655;38.914;
1598.084;57.506;51.655;38.913;
1599.088;57.504;51.652;38.911;
1600.098;57.498;51.656;38.915;
1601.084;57.501;51.655;38.912;
1602.072;57.504;51.652;38.91;
1603.094;57.502;51.654;38.912;
1604.088;57.503;51.653;38.91;
1605.085;57.497;51.654;38.912;
1606.091;57.495;51.653;38.91;
1607.1;57.509;51.654;38.911;
1608.11;57.5;51.655;38.911;
1609.101;57.501;51.657;38.912;
1610.117;57.494;51.654;38.91;
1611.109;57.499;51.656;38.912;
1612.102;57.492;51.658;38.913;
1613.104;57.496;51.657;38.911;
1614.123;57.498;51.659;38.914;
1615.124;57.495;51.658;38.912;
1616.127;57.478;51.658;38.913;
1617.125;57.5;51.658;38.912;
1618.129;57.491;51.658;38.912;
1619.117;57.49;51.659;38.913;
1620.123;57.493;51.659;38.912;
1621.134;57.491;51.659;38.912;
1622.133;57.487;51.659;38.91;
1623.105;57.476;51.66;38.913;
1624.103;57.49;51.658;38.911;
1625.105;57.475;51.658;38.912;
1626.117;57.494;51.658;38.909;
1627.107;57.476;51.663;38.916;
1628.102;57.476;51.661;38.911;
1629.105;57.48;51.661;38.912;
1630.112;57.469;51.661;38.913;
1631.092;57.458;51.662;38.914;
1632.108;57.471;51.661;38.912;
1633.098;57.458;51.661;38.912;
1634.093;57.475;51.661;38.911;
1635.09;57.458;51.659;38.908;
1636.09;57.451;51.659;38.91;
1637.094;57.442;51.661;38.912;
1638.071;57.46;51.662;38.912;
1639.083;57.459;51.662;38.912;
1640.065;57.461;51.659;38.91;
1641.082;57.461;51.659;38.907;
1642.072;57.441;51.662;38.912;
1643.067;57.454;51.658;38.906;
1644.064;57.448;51.659;38.908;
1645.044;57.448;51.66;38.908;
1646.045;57.445;51.662;38.913;
1647.053;57.44;51.659;38.907;
1648.044;57.453;51.661;38.91;
1649.049;57.435;51.66;38.908;
1650.044;57.429;51.662;38.911;
1651.049;57.439;51.662;38.909;
1652.043;57.425;51.661;38.909;
1653.025;57.43;51.662;38.909;
1654.027;57.426;51.663;38.911;
1655.017;57.425;51.662;38.91;
1656.021;57.435;51.663;38.911;
1657.007;57.431;51.662;38.908;
1658.008;57.417;51.662;38.909;
1659.011;57.418;51.663;38.909;
1659.992;57.421;51.662;38.908;
1660.98;57.411;51.66;38.906;
1661.985;57.419;51.658;38.904;
1662.962;57.412;51.662;38.908;
1663.973;57.415;51.658;38.902;
1664.963;57.42;51.66;38.905;
1665.955;57.406;51.664;38.909;
1666.952;57.431;51.659;38.902;
1667.958;57.408;51.661;38.906;
1668.969;57.407;51.66;38.905;
1669.957;57.408;51.661;38.905;
1670.95;57.409;51.663;38.908;
1671.931;57.399;51.66;38.905;
1672.928;57.397;51.66;38.904;
1673.924;57.402;51.661;38.904;
1674.909;57.395;51.66;38.904;
1675.904;57.387;51.662;38.905;
1676.898;57.396;51.661;38.904;
1677.901;57.407;51.66;38.902;
1678.901;57.396;51.66;38.902;
1679.904;57.393;51.662;38.904;
1680.898;57.387;51.661;38.902;
1681.899;57.39;51.661;38.903;
1682.899;57.39;51.66;38.902;
1683.907;57.39;51.658;38.899;
1684.902;57.387;51.66;38.902;
1685.906;57.375;51.661;38.901;
1686.898;57.378;51.662;38.904;
1687.908;57.371;51.661;38.902;
1688.906;57.374;51.66;38.901;
1689.906;57.381;51.66;38.901;
1690.914;57.331;51.657;38.898;
1691.93;57.369;51.661;38.9;
1692.923;57.367;51.661;38.9;
1693.906;57.369;51.662;38.902;
1694.917;57.369;51.659;38.898;
1695.932;57.361;51.663;38.902;
1696.927;57.364;51.659;38.898;
1697.926;57.371;51.661;38.9;
1698.907;57.364;51.662;38.901;
1699.892;57.362;51.662;38.9;
1700.91;57.359;51.661;38.899;
1701.903;57.371;51.659;38.894;
1702.902;57.358;51.659;38.896;
1703.907;57.359;51.664;38.901;
1704.885;57.354;51.662;38.898;
1705.902;57.353;51.661;38.898;
1706.89;57.352;51.66;38.898;
1707.888;57.352;51.659;38.895;
1708.885;57.346;51.659;38.896;
1709.898;57.349;51.659;38.895;
1710.892;57.348;51.659;38.893;
1711.877;57.34;51.66;38.895;
1712.866;57.348;51.662;38.896;
1713.879;57.338;51.658;38.893;
1714.871;57.338;51.662;38.896;
1715.866;57.345;51.66;38.894;
1716.872;57.332;51.663;38.897;
1717.875;57.339;51.661;38.895;
1718.864;57.333;51.659;38.894;
1719.858;57.329;51.66;38.894;
1720.866;57.329;51.659;38.892;
1721.887;57.334;51.661;38.894;
1722.892;57.332;51.663;38.895;
1723.889;57.326;51.664;38.897;
1724.89;57.326;51.661;38.894;
1725.9;57.328;51.664;38.895;
1726.899;57.324;51.662;38.893;
1727.907;57.31;51.662;38.895;
1728.917;57.32;51.663;38.893;
1729.933;57.329;51.66;38.892;
1730.922;57.319;51.658;38.89;
1731.915;57.316;51.661;38.892;
1732.914;57.309;51.661;38.891;
1733.915;57.31;51.66;38.89;
1734.919;57.304;51.662;38.893;
1735.927;57.31;51.661;38.891;
1736.94;57.307;51.661;38.89;
1737.956;57.303;51.662;38.892;
1738.942;57.308;51.662;38.892;
1739.934;57.303;51.661;38.891;
1740.927;57.303;51.662;38.891;
1741.925;57.317;51.661;38.889;
1742.924;57.296;51.662;38.89;
1743.904;57.307;51.661;38.889;
1744.893;57.291;51.661;38.889;
1745.875;57.309;51.663;38.891;
1746.855;57.288;51.664;38.892;
1747.854;57.287;51.661;38.889;
1748.868;57.291;51.662;38.891;
1749.864;57.286;51.662;38.888;
1750.852;57.293;51.663;38.89;
1751.856;57.289;51.665;38.892;
1752.863;57.296;51.664;38.89;
1753.853;57.288;51.664;38.89;
1754.85;57.284;51.663;38.889;
1755.88;57.295;51.663;38.888;
1756.858;57.28;51.663;38.889;
1757.847;57.276;51.662;38.887;
1758.842;57.276;51.665;38.891;
1759.846;57.277;51.665;38.892;
1760.842;57.275;51.664;38.89;
1761.84;57.276;51.664;38.889;
1762.843;57.29;51.662;38.886;
1763.843;57.275;51.663;38.89;
1764.842;57.258;51.664;38.89;
1765.846;57.28;51.664;38.889;
1766.856;57.257;51.664;38.89;
1767.84;57.253;51.666;38.892;
1768.831;57.262;51.664;38.889;
1769.825;57.257;51.666;38.891;
1770.822;57.263;51.662;38.886;
1771.826;57.258;51.666;38.891;
1772.84;57.263;51.662;38.886;
1773.858;57.261;51.664;38.886;
1774.843;57.27;51.663;38.885;
1775.834;57.253;51.664;38.886;
1776.818;57.263;51.665;38.887;
1777.816;57.26;51.663;38.883;
1778.798;57.237;51.667;38.891;
1779.795;57.254;51.665;38.887;
1780.782;57.254;51.665;38.888;
1781.767;57.248;51.665;38.886;
1782.747;57.256;51.665;38.886;
1783.761;57.256;51.666;38.886;
1784.768;57.246;51.666;38.887;
1785.77;57.24;51.666;38.889;
1786.748;57.252;51.665;38.885;
1787.753;57.246;51.664;38.884;
1788.732;57.244;51.665;38.884;
1789.747;57.244;51.664;38.883;
1790.746;57.237;51.666;38.886;
1791.752;57.232;51.666;38.886;
1792.739;57.23;51.665;38.885;
1793.732;57.226;51.668;38.888;
1794.733;57.229;51.667;38.887;
1795.737;57.228;51.665;38.885;
1796.747;57.22;51.668;38.887;
1797.764;57.223;51.668;38.886;
1798.75;57.222;51.669;38.889;
1799.744;57.229;51.668;38.885;
1800.744;57.219;51.67;38.888;
1801.745;57.219;51.667;38.886;
1802.749;57.216;51.666;38.885;
1803.758;57.21;51.669;38.887;
1804.774;57.225;51.667;38.884;
1805.792;57.223;51.665;38.882;
1806.781;57.212;51.667;38.884;
1807.772;57.235;51.666;38.883;
1808.772;57.207;51.668;38.884;
1809.745;57.202;51.667;38.884;
1810.753;57.208;51.667;38.884;
1811.742;57.207;51.668;38.884;
1812.735;57.204;51.667;38.882;
1813.734;57.198;51.669;38.886;
1814.72;57.208;51.668;38.884;
1815.729;57.208;51.666;38.881;
1816.726;57.202;51.668;38.885;
1817.73;57.199;51.667;38.882;
1818.742;57.17;51.665;38.882;
1819.738;57.222;51.667;38.881;
1820.749;57.203;51.667;38.882;
1821.742;57.191;51.67;38.884;
1822.731;57.197;51.667;38.881;
1823.729;57.203;51.669;38.882;
1824.731;57.193;51.669;38.883;
1825.723;57.196;51.668;38.88;
1826.72;57.192;51.669;38.882;
1827.723;57.182;51.668;38.881;
1828.705;57.195;51.668;38.881;
1829.709;57.183;51.669;38.883;
1830.693;57.19;51.668;38.88;
1831.679;57.186;51.669;38.881;
1832.672;57.187;51.671;38.884;
1833.668;57.181;51.671;38.883;
1834.673;57.18;51.672;38.883;
1835.668;57.176;51.673;38.885;
1836.675;57.177;51.67;38.882;
1837.656;57.179;51.672;38.883;
1838.646;57.179;51.671;38.883;
1839.637;57.178;51.671;38.882;
1840.632;57.187;51.671;38.881;
1841.632;57.173;51.674;38.884;
1842.637;57.169;51.672;38.882;
1843.64;57.175;51.671;38.881;
1844.64;57.142;51.667;38.878;
1845.638;57.168;51.672;38.882;
1846.627;57.165;51.672;38.882;
1847.628;57.171;51.671;38.88;
1848.606;57.164;51.671;38.88;
1849.604;57.162;51.673;38.882;
1850.613;57.162;51.673;38.882;
1851.604;57.166;51.672;38.879;
1852.608;57.162;51.672;38.881;
1853.605;57.158;51.672;38.881;
1854.604;57.164;51.673;38.882;
1855.608;57.161;51.672;38.879;
1856.596;57.154;51.673;38.881;
1857.592;57.16;51.674;38.881;
1858.594;57.127;51.667;38.873;
1859.587;57.154;51.673;38.88;
1860.583;57.151;51.676;38.885;
1861.588;57.155;51.674;38.88;
1862.605;57.16;51.671;38.878;
1863.598;57.156;51.671;38.877;
1864.59;57.117;51.67;38.876;
1865.611;57.127;51.675;38.885;
1866.61;57.145;51.674;38.88;
1867.616;57.151;51.672;38.878;
1868.627;57.149;51.672;38.878;
1869.614;57.134;51.672;38.877;
1870.605;57.146;51.672;38.877;
1871.602;57.144;51.674;38.879;
1872.609;57.141;51.672;38.877;
1873.62;57.144;51.674;38.88;
1874.639;57.137;51.674;38.879;
1875.629;57.115;51.669;38.874;
1876.621;57.138;51.674;38.878;
1877.644;57.106;51.67;38.874;
1878.642;57.142;51.673;38.876;
1879.643;57.178;51.671;38.87;
1880.624;57.134;51.676;38.879;
1881.619;57.108;51.668;38.871;
1882.612;57.141;51.672;38.873;
1883.608;57.133;51.673;38.875;
1884.608;57.168;51.669;38.867;
1885.607;57.133;51.674;38.876;
1886.591;57.132;51.675;38.877;
1887.58;57.112;51.675;38.877;
1888.574;57.116;51.673;38.874;
1889.581;57.117;51.675;38.876;
1890.577;57.125;51.671;38.871;
1891.579;57.119;51.675;38.876;
1892.592;57.116;51.673;38.873;
1893.586;57.113;51.675;38.875;
1894.587;57.17;51.672;38.869;
1895.6;57.122;51.674;38.875;
1896.586;57.121;51.675;38.875;
1897.575;57.155;51.67;38.865;
1898.581;57.12;51.674;38.874;
1899.588;57.076;51.672;38.873;
1900.596;57.116;51.675;38.873;
1901.574;57.141;51.673;38.867;
1902.586;57.141;51.672;38.865;
1903.603;57.111;51.675;38.874;
1904.622;57.102;51.677;38.875;
1905.613;57.1;51.678;38.877;
1906.611;57.087;51.678;38.876;
1907.621;57.099;51.676;38.874;
1908.631;57.099;51.676;38.872;
1909.613;57.106;51.676;38.873;
1910.595;57.156;51.672;38.865;
1911.613;57.124;51.673;38.867;
1912.603;57.097;51.676;38.873;
1913.595;57.129;51.672;38.864;
1914.591;57.102;51.674;38.869;
1915.58;57.072;51.67;38.865;
1916.582;57.088;51.677;38.873;
1917.584;57.088;51.676;38.871;
1918.572;57.078;51.68;38.876;
1919.557;57.077;51.679;38.874;
1920.556;57.127;51.671;38.862;
1921.556;57.096;51.678;38.872;
1922.556;57.081;51.678;38.872;
1923.561;57.076;51.678;38.872;
1924.576;57.116;51.672;38.863;
1925.572;57.072;51.679;38.874;
1926.566;57.079;51.678;38.872;
1927.564;57.08;51.674;38.868;
1928.561;57.073;51.677;38.87;
1929.564;57.076;51.676;38.87;
1930.544;57.074;51.674;38.867;
1931.533;57.042;51.673;38.866;
1932.527;57.074;51.678;38.87;
1933.54;57.069;51.677;38.87;
1934.561;57.064;51.675;38.867;
1935.551;57.071;51.677;38.869;
1936.55;57.062;51.679;38.873;
1937.551;57.066;51.677;38.868;
1938.558;57.072;51.678;38.871;
1939.572;57.073;51.677;38.868;
1940.602;57.061;51.678;38.87;
1941.571;57.043;51.678;38.869;
1942.56;57.048;51.679;38.87;
1943.554;57.059;51.679;38.869;
1944.551;57.063;51.677;38.867;
1945.551;57.05;51.678;38.868;
1946.543;57.053;51.677;38.867;
1947.543;57.063;51.676;38.865;
1948.537;57.053;51.678;38.867;
1949.54;57.035;51.679;38.869;
1950.549;57.025;51.673;38.862;
1951.546;57.044;51.679;38.868;
1952.543;57.039;51.678;38.868;
1953.538;57.012;51.679;38.868;
1954.539;57.035;51.679;38.867;
1955.55;57.031;51.681;38.871;
1956.543;57.038;51.68;38.867;
1957.557;57.035;51.68;38.868;
1958.577;57.034;51.679;38.864;
1959.556;57.017;51.673;38.86;
1960.551;57.031;51.682;38.869;
1961.552;57.028;51.683;38.87;
1962.554;57.022;51.683;38.871;
1963.553;57.026;51.682;38.869;
1964.53;57.013;51.68;38.865;
1965.539;57.005;51.681;38.867;
1966.561;57.022;51.681;38.867;
1967.555;57.017;51.683;38.868;
1968.565;57.029;51.681;38.866;
1969.578;57.024;51.682;38.868;
1970.594;57.017;51.683;38.867;
1971.585;56.988;51.68;38.866;
1972.579;57.017;51.684;38.868;
1973.58;57.008;51.682;38.864;
1974.589;56.995;51.684;38.869;
1975.599;57.018;51.682;38.866;
1976.581;56.995;51.683;38.866;
1977.569;56.984;51.679;38.863;
1978.563;56.983;51.68;38.862;
1979.564;56.979;51.68;38.865;
1980.566;56.993;51.682;38.866;
1981.544;56.987;51.681;38.863;
1982.529;56.979;51.683;38.866;
1983.533;56.987;51.681;38.863;
1984.523;57;51.679;38.862;
1985.512;56.988;51.68;38.861;
1986.51;56.991;51.683;38.867;
1987.527;56.986;51.683;38.865;
1988.539;56.992;51.68;38.861;
1989.55;56.974;51.681;38.864;
1990.527;56.983;51.683;38.864;
1991.529;56.965;51.683;38.863;
1992.544;56.991;51.689;38.868;
1993.54;56.98;51.684;38.863;
1994.547;56.954;51.687;38.866;
1995.531;56.973;51.687;38.866;
1996.523;56.959;51.684;38.862;
1997.525;56.941;51.683;38.863;
1998.53;56.957;51.684;38.862;
1999.513;56.956;51.683;38.862;
2000.509;56.976;51.687;38.865;
2001.526;56.939;51.681;38.861;
2002.548;56.977;51.687;38.866;
2003.545;56.962;51.686;38.864;
2004.55;56.965;51.689;38.868;
2005.558;56.985;51.688;38.866;
2006.541;56.956;51.685;38.862;
2007.562;56.95;51.686;38.864;
2008.555;56.964;51.688;38.867;
2009.552;56.962;51.689;38.867;
2010.551;56.961;51.686;38.862;
2011.565;56.955;51.688;38.867;
2012.554;56.924;51.683;38.86;
2013.54;56.963;51.688;38.864;
2014.529;56.934;51.685;38.862;
2015.526;56.953;51.686;38.862;
2016.52;56.95;51.686;38.862;
2017.521;56.952;51.689;38.864;
2018.517;56.951;51.685;38.861;
2019.507;56.929;51.685;38.861;
2020.505;56.945;51.691;38.866;
2021.499;56.975;51.692;38.867;
2022.495;56.958;51.687;38.862;
2023.514;56.973;51.691;38.865;
2024.493;56.976;51.688;38.862;
2025.497;56.982;51.689;38.865;
2026.488;56.944;51.688;38.862;
2027.483;56.947;51.692;38.865;
2028.481;56.955;51.69;38.865;
2029.489;56.962;51.689;38.863;
2030.472;56.944;51.687;38.861;
2031.459;56.931;51.694;38.867;
2032.454;56.946;51.693;38.865;
2033.439;56.929;51.688;38.862;
2034.424;56.945;51.688;38.86;
2035.413;56.947;51.691;38.862;
2036.405;56.94;51.693;38.866;
2037.406;56.942;51.69;38.862;
2038.408;56.945;51.692;38.863;
2039.413;56.937;51.689;38.859;
2040.421;56.91;51.688;38.861;
2041.411;56.939;51.69;38.86;
2042.403;56.942;51.69;38.861;
2043.396;56.949;51.693;38.864;
2044.388;56.939;51.692;38.863;
2045.383;56.941;51.694;38.865;
2046.38;56.937;51.692;38.862;
2047.367;56.952;51.693;38.863;
2048.363;56.935;51.692;38.861;
2049.362;56.914;51.693;38.864;
2050.357;56.934;51.691;38.86;
2051.346;56.931;51.69;38.859;
2052.348;56.933;51.692;38.862;
2053.33;56.936;51.694;38.863;
2054.322;56.924;51.691;38.858;
2055.319;56.933;51.694;38.862;
2056.314;56.919;51.693;38.861;
2057.322;56.951;51.695;38.863;
2058.333;56.922;51.693;38.86;
2059.327;56.926;51.693;38.86;
2060.327;56.917;51.692;38.859;
2061.325;56.93;51.694;38.861;
2062.307;56.911;51.692;38.858;
2063.325;56.915;51.694;38.86;
2064.324;56.911;51.693;38.86;
2065.334;56.908;51.694;38.86;
2066.348;56.924;51.694;38.859;
2067.337;56.901;51.694;38.861;
2068.33;56.908;51.692;38.857;
2069.326;56.913;51.694;38.861;
2070.329;56.916;51.693;38.858;
2071.332;56.904;51.692;38.857;
2072.34;56.928;51.696;38.862;
2073.355;56.919;51.693;38.858;
2074.373;56.901;51.693;38.859;
2075.361;56.926;51.696;38.861;
2076.356;56.888;51.695;38.861;
2077.354;56.887;51.695;38.859;
2078.35;56.895;51.691;38.855;
2079.34;56.894;51.693;38.858;
2080.343;56.916;51.694;38.858;
2081.334;56.903;51.693;38.856;
2082.316;56.901;51.695;38.858;
2083.315;56.884;51.692;38.858;
2084.314;56.88;51.695;38.859;
2085.316;56.896;51.693;38.856;
2086.308;56.894;51.692;38.855;
2087.304;56.889;51.697;38.861;
2088.317;56.897;51.692;38.856;
2089.324;56.889;51.691;38.854;
2090.312;56.878;51.693;38.857;
2091.308;56.895;51.694;38.856;
2092.294;56.906;51.694;38.855;
2093.296;56.892;51.693;38.854;
2094.312;56.886;51.694;38.855;
2095.302;56.886;51.694;38.855;
2096.307;56.865;51.691;38.853;
2097.317;56.905;51.694;38.854;
2098.32;56.888;51.694;38.854;
2099.331;56.871;51.695;38.857;
2100.317;56.876;51.691;38.851;
2101.304;56.881;51.69;38.85;
2102.295;56.871;51.693;38.853;
2103.291;56.88;51.694;38.854;
2104.295;56.864;51.691;38.851;
2105.298;56.875;51.692;38.852;
2106.307;56.875;51.692;38.852;
2107.32;56.86;51.69;38.85;
2108.336;56.879;51.691;38.85;
2109.323;56.852;51.693;38.853;
2110.317;56.878;51.69;38.848;
2111.315;56.86;51.692;38.85;
2112.312;56.877;51.695;38.854;
2113.314;56.86;51.692;38.851;
2114.318;56.853;51.691;38.85;
2115.301;56.871;51.691;38.85;
2116.299;56.849;51.69;38.847;
2117.29;56.864;51.693;38.852;
2118.276;56.866;51.692;38.85;
2119.282;56.851;51.689;38.847;
2120.282;56.857;51.693;38.85;
2121.275;56.855;51.692;38.849;
2122.273;56.868;51.694;38.852;
2123.288;56.866;51.692;38.85;
2124.294;56.872;51.693;38.849;
2125.302;56.844;51.691;38.848;
2126.289;56.861;51.694;38.849;
2127.29;56.837;51.693;38.85;
2128.296;56.838;51.69;38.846;
2129.311;56.837;51.692;38.848;
2130.301;56.847;51.692;38.848;
2131.299;56.861;51.692;38.848;
2132.304;56.838;51.691;38.847;
2133.292;56.844;51.694;38.849;
2134.287;56.85;51.693;38.848;
2135.282;56.855;51.693;38.849;
2136.282;56.844;51.694;38.849;
2137.286;56.848;51.694;38.849;
2138.272;56.828;51.692;38.845;
2139.258;56.829;51.691;38.845;
2140.283;56.832;51.693;38.847;
2141.28;56.839;51.691;38.845;
2142.281;56.832;51.691;38.844;
2143.287;56.837;51.69;38.843;
2144.296;56.835;51.693;38.848;
2145.309;56.82;51.691;38.844;
2146.294;56.821;51.691;38.844;
2147.283;56.832;51.692;38.845;
2148.273;56.813;51.69;38.844;
2149.286;56.837;51.691;38.844;
2150.266;56.828;51.696;38.848;
2151.256;56.819;51.696;38.848;
2152.25;56.819;51.693;38.845;
2153.242;56.827;51.694;38.847;
2154.251;56.825;51.692;38.844;
2155.245;56.824;51.693;38.845;
2156.251;56.831;51.692;38.845;
2157.248;56.824;51.695;38.847;
2158.233;56.824;51.695;38.845;
2159.232;56.823;51.694;38.844;
2160.248;56.811;51.695;38.846;
2161.241;56.809;51.693;38.843;
2162.273;56.806;51.698;38.847;
2163.279;56.805;51.694;38.844;
2164.279;56.815;51.696;38.845;
2165.291;56.812;51.694;38.845;
2166.31;56.803;51.692;38.842;
2167.325;56.802;51.695;38.845;
2168.319;56.817;51.693;38.842;
2169.313;56.809;51.694;38.843;
2170.316;56.817;51.694;38.843;
2171.32;56.797;51.694;38.842;
2172.329;56.8;51.695;38.843;
2173.343;56.804;51.696;38.844;
2174.329;56.79;51.696;38.845;
2175.319;56.791;51.694;38.842;
2176.304;56.801;51.694;38.841;
2177.298;56.79;51.694;38.843;
2178.291;56.796;51.694;38.842;
2179.295;56.796;51.697;38.843;
2180.289;56.792;51.696;38.844;
2181.292;56.787;51.696;38.843;
2182.303;56.79;51.697;38.843;
2183.278;56.802;51.695;38.842;
2184.287;56.794;51.695;38.842;
2185.27;56.796;51.695;38.841;
2186.271;56.806;51.695;38.843;
2187.25;56.779;51.697;38.842;
2188.237;56.788;51.695;38.84;
2189.226;56.777;51.695;38.84;
2190.224;56.787;51.697;38.842;
2191.209;56.781;51.697;38.841;
2192.181;56.781;51.696;38.84;
2193.181;56.791;51.694;38.84;
2194.184;56.787;51.694;38.839;
2195.196;56.786;51.694;38.838;
2196.209;56.762;51.693;38.838;
2197.195;56.768;51.692;38.837;
2198.216;56.766;51.694;38.838;
2199.213;56.773;51.694;38.837;
2200.215;56.761;51.695;38.84;
2201.225;56.758;51.694;38.838;
2202.203;56.784;51.696;38.839;
2203.204;56.772;51.695;38.838;
2204.201;56.776;51.693;38.836;
2205.2;56.776;51.693;38.836;
2206.202;56.77;51.694;38.836;
2207.194;56.768;51.695;38.838;
2208.2;56.77;51.696;38.839;
2209.195;56.754;51.693;38.835;
2210.187;56.758;51.692;38.834;
2211.197;56.755;51.696;38.837;
2212.2;56.757;51.695;38.837;
2213.191;56.762;51.694;38.836;
2214.181;56.764;51.69;38.832;
2215.191;56.749;51.695;38.836;
2216.182;56.765;51.696;38.836;
2217.187;56.764;51.695;38.836;
2218.184;56.745;51.697;38.837;
2219.187;56.738;51.697;38.836;
2220.197;56.759;51.696;38.835;
2221.188;56.757;51.698;38.837;
2222.169;56.751;51.696;38.835;
2223.178;56.759;51.696;38.834;
2224.165;56.707;51.692;38.833;
2225.16;56.749;51.696;38.835;
2226.158;56.743;51.695;38.834;
2227.135;56.749;51.697;38.836;
2228.15;56.749;51.696;38.835;
2229.141;56.747;51.697;38.835;
2230.135;56.707;51.69;38.829;
2231.119;56.744;51.697;38.835;
2232.134;56.746;51.697;38.836;
2233.124;56.696;51.69;38.829;
2234.118;56.74;51.696;38.834;
2235.129;56.73;51.698;38.834;
2236.112;56.695;51.692;38.83;
2237.102;56.696;51.693;38.83;
2238.101;56.723;51.699;38.837;
2239.102;56.724;51.698;38.834;
2240.105;56.73;51.697;38.835;
2241.101;56.742;51.693;38.83;
2242.093;56.746;51.694;38.831;
2243.094;56.725;51.697;38.834;
2244.086;56.692;51.691;38.826;
2245.096;56.736;51.698;38.834;
2246.099;56.736;51.696;38.832;
2247.093;56.72;51.698;38.833;
2248.086;56.687;51.692;38.829;
2249.099;56.711;51.697;38.833;
2250.087;56.728;51.697;38.832;
2251.098;56.711;51.698;38.832;
2252.11;56.705;51.699;38.834;
2253.114;56.728;51.697;38.831;
2254.109;56.681;51.694;38.828;
2255.109;56.701;51.698;38.834;
2256.09;56.707;51.699;38.833;
2257.108;56.683;51.693;38.828;
2258.109;56.685;51.692;38.825;
2259.114;56.675;51.694;38.83;
2260.095;56.704;51.697;38.831;
2261.08;56.695;51.696;38.832;
2262.072;56.673;51.69;38.823;
2263.082;56.723;51.696;38.83;
2264.058;56.725;51.696;38.829;
2265.075;56.722;51.697;38.83;
2266.068;56.666;51.693;38.828;
2267.07;56.697;51.697;38.83;
2268.074;56.698;51.698;38.831;
2269.078;56.702;51.698;38.829;
2270.087;56.669;51.694;38.826;
2271.1;56.663;51.695;38.828;
2272.087;56.663;51.694;38.827;
2273.08;56.668;51.694;38.826;
2274.079;56.662;51.694;38.827;
2275.072;56.668;51.693;38.824;
2276.064;56.701;51.697;38.828;
2277.072;56.66;51.693;38.826;
2278.071;56.653;51.695;38.827;
2279.079;56.667;51.693;38.824;
2280.084;56.693;51.697;38.827;
2281.079;56.699;51.695;38.825;
2282.07;56.659;51.693;38.824;
2283.059;56.691;51.699;38.829;
2284.05;56.657;51.694;38.824;
2285.048;56.655;51.695;38.827;
2286.027;56.69;51.699;38.828;
2287.04;56.664;51.693;38.823;
2288.061;56.679;51.701;38.831;
2289.06;56.653;51.694;38.823;
2290.07;56.698;51.7;38.829;
2291.056;56.652;51.695;38.825;
2292.049;56.68;51.699;38.829;
2293.047;56.652;51.695;38.826;
2294.051;56.651;51.693;38.822;
2295.041;56.678;51.699;38.828;
2296.05;56.68;51.698;38.828;
2297.036;56.652;51.691;38.819;
2298.035;56.655;51.693;38.822;
2299.035;56.68;51.699;38.827;
2300.038;56.67;51.699;38.828;
2301.044;56.639;51.695;38.824;
2302.05;56.675;51.7;38.827;
2303.033;56.635;51.696;38.826;
2304.017;56.639;51.694;38.822;
2305.006;56.674;51.698;38.825;
2305.999;56.633;51.695;38.825;
2306.997;56.669;51.7;38.827;
2307.999;56.636;51.695;38.822;
2309;56.642;51.694;38.822;
2309.993;56.643;51.692;38.819;
2310.979;56.64;51.693;38.82;
2311.984;56.671;51.697;38.824;
2312.968;56.636;51.694;38.821;
2313.961;56.66;51.697;38.823;
2314.969;56.638;51.694;38.82;
2315.968;56.633;51.694;38.82;
2316.962;56.658;51.699;38.827;
2317.965;56.639;51.694;38.821;
2318.978;56.665;51.698;38.823;
2319.989;56.634;51.693;38.818;
2320.973;56.632;51.694;38.819;
2321.958;56.639;51.692;38.816;
2322.951;56.636;51.694;38.818;
2323.953;56.656;51.699;38.823;
2324.952;56.658;51.699;38.823;
2325.948;56.663;51.698;38.823;
2326.948;56.662;51.698;38.821;
2327.959;56.623;51.695;38.82;
2328.943;56.66;51.698;38.821;
2329.93;56.63;51.694;38.818;
2330.922;56.622;51.696;38.82;
2331.919;56.62;51.696;38.82;
2332.926;56.62;51.696;38.819;
2333.934;56.622;51.696;38.819;
2334.944;56.624;51.696;38.82;
2335.925;56.623;51.695;38.82;
2336.911;56.628;51.694;38.817;
2337.901;56.619;51.693;38.815;
2338.892;56.62;51.695;38.818;
2339.888;56.649;51.699;38.823;
2340.89;56.613;51.693;38.816;
2341.894;56.646;51.698;38.821;
2342.887;56.649;51.698;38.82;
2343.88;56.649;51.696;38.817;
2344.869;56.618;51.694;38.816;
2345.871;56.617;51.693;38.814;
2346.876;56.614;51.694;38.815;
2347.856;56.612;51.696;38.817;
2348.841;56.635;51.7;38.821;
2349.833;56.62;51.691;38.811;
2350.831;56.611;51.693;38.815;
2351.828;56.638;51.697;38.818;
2352.827;56.613;51.692;38.813;
2353.835;56.626;51.699;38.82;
2354.842;56.603;51.693;38.813;
2355.832;56.606;51.694;38.814;
2356.829;56.626;51.699;38.819;
