IDs:;240716_12_240712J;12_DNAJB6_00_130_uM;
Concentration [uM]:;0.13;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
8852.537;61.88;48.993;37.078
8853.531;61.88;48.992;37.077
8854.529;61.871;48.993;37.077
8855.538;61.87;48.993;37.077
8856.555;61.87;48.991;37.076
8857.552;61.869;48.991;37.076
8858.559;61.886;48.99;37.075
8859.558;61.886;48.99;37.075
8860.555;61.87;48.988;37.073
8861.572;61.882;48.989;37.074
8862.59;61.881;48.988;37.073
8863.585;61.877;48.988;37.074
8864.579;61.876;48.985;37.07
8865.579;61.877;48.985;37.071
8866.581;61.878;48.987;37.073
8867.589;61.866;48.986;37.071
8868.593;61.865;48.986;37.071
8869.591;61.882;48.986;37.071
8870.581;61.873;48.986;37.071
8871.565;61.875;48.988;37.074
8872.564;61.864;48.985;37.07
8873.557;61.867;48.986;37.071
8874.563;61.857;48.984;37.068
8875.563;61.879;48.984;37.069
8876.569;61.869;48.983;37.069
8877.575;61.874;48.986;37.071
8878.583;61.869;48.986;37.071
8879.578;61.864;48.981;37.067
8880.578;61.864;48.984;37.069
8881.579;61.867;48.982;37.067
8882.59;61.856;48.982;37.067
8883.58;61.861;48.982;37.066
8884.578;61.865;48.984;37.069
8885.558;61.877;48.984;37.069
8886.546;61.865;48.983;37.068
8887.54;61.855;48.982;37.067
8888.54;61.865;48.982;37.067
8889.548;61.859;48.981;37.066
8890.531;61.867;48.98;37.065
8891.521;61.859;48.983;37.067
8892.537;61.855;48.981;37.066
8893.547;61.857;48.984;37.069
8894.534;61.859;48.984;37.068
8895.525;61.857;48.983;37.067
8896.53;61.854;48.983;37.068
8897.532;61.872;48.982;37.067
8898.539;61.858;48.983;37.068
8899.551;61.853;48.983;37.067
8900.568;61.855;48.981;37.066
8901.588;61.853;48.983;37.067
8902.588;61.859;48.982;37.066
8903.587;61.855;48.983;37.068
8904.601;61.869;48.981;37.065
8905.603;61.858;48.981;37.065
8906.609;61.862;48.981;37.065
8907.616;61.864;48.981;37.066
8908.622;61.857;48.98;37.064
8909.617;61.853;48.98;37.065
8910.622;61.861;48.98;37.065
8911.619;61.864;48.979;37.064
8912.621;61.863;48.98;37.065
8913.629;61.862;48.979;37.064
8914.648;61.857;48.976;37.061
8915.649;61.855;48.978;37.063
8916.653;61.852;48.977;37.061
8917.637;61.868;48.976;37.061
8918.627;61.855;48.977;37.062
8919.623;61.852;48.978;37.063
8920.626;61.853;48.978;37.062
8921.605;61.861;48.977;37.062
8922.603;61.841;48.976;37.061
8923.6;61.858;48.976;37.06
8924.604;61.845;48.977;37.061
8925.601;61.854;48.976;37.06
8926.6;61.858;48.977;37.062
8927.605;61.852;48.974;37.059
8928.614;61.839;48.974;37.059
8929.628;61.839;48.974;37.058
8930.612;61.844;48.974;37.058
8931.602;61.844;48.973;37.058
8932.608;61.854;48.973;37.057
8933.606;61.839;48.976;37.06
8934.603;61.851;48.975;37.06
8935.599;61.84;48.971;37.056
8936.597;61.845;48.972;37.057
8937.58;61.852;48.974;37.059
8938.585;61.859;48.972;37.057
8939.584;61.852;48.974;37.058
8940.59;61.85;48.972;37.056
8941.584;61.848;48.972;37.056
8942.601;61.842;48.97;37.055
8943.599;61.853;48.969;37.054
8944.606;61.821;48.969;37.054
8945.601;61.848;48.971;37.055
8946.603;61.846;48.971;37.056
8947.614;61.846;48.972;37.057
8948.636;61.835;48.97;37.054
8949.636;61.846;48.97;37.055
8950.632;61.838;48.97;37.054
8951.631;61.84;48.97;37.054
8952.637;61.845;48.971;37.056
8953.628;61.848;48.968;37.053
8954.633;61.841;48.97;37.054
8955.642;61.84;48.968;37.052
8956.628;61.84;48.969;37.053
8957.614;61.841;48.969;37.054
8958.611;61.836;48.967;37.052
8959.609;61.829;48.968;37.053
8960.615;61.836;48.969;37.053
8961.623;61.846;48.971;37.055
8962.634;61.841;48.967;37.052
8963.647;61.846;48.97;37.055
8964.634;61.847;48.969;37.053
8965.627;61.845;48.969;37.054
8966.624;61.843;48.968;37.052
8967.613;61.841;48.969;37.053
8968.612;61.835;48.967;37.052
8969.598;61.841;48.968;37.053
8970.604;61.845;48.966;37.051
8971.607;61.832;48.968;37.053
8972.602;61.833;48.969;37.054
8973.605;61.818;48.966;37.05
8974.596;61.831;48.967;37.051
8975.575;61.835;48.967;37.051
8976.589;61.839;48.964;37.048
8977.599;61.828;48.967;37.051
8978.621;61.829;48.966;37.051
8979.63;61.843;48.966;37.05
8980.642;61.843;48.965;37.05
8981.635;61.829;48.965;37.049
8982.637;61.84;48.966;37.051
8983.642;61.836;48.965;37.049
8984.626;61.833;48.965;37.048
8985.62;61.832;48.966;37.051
8986.617;61.84;48.965;37.049
8987.624;61.838;48.964;37.048
8988.609;61.831;48.966;37.05
8989.596;61.832;48.966;37.05
8990.59;61.82;48.966;37.05
8991.589;61.811;48.965;37.05
8992.592;61.821;48.964;37.047
8993.599;61.806;48.965;37.049
8994.612;61.815;48.963;37.047
8995.603;61.827;48.966;37.05
8996.623;61.817;48.965;37.049
8997.61;61.813;48.965;37.049
8998.603;61.807;48.965;37.049
8999.598;61.815;48.965;37.049
9000.595;61.834;48.965;37.05
9001.601;61.826;48.964;37.047
9002.591;61.821;48.961;37.046
9003.587;61.808;48.964;37.048
9004.584;61.821;48.963;37.047
9005.589;61.818;48.963;37.047
9006.58;61.827;48.965;37.049
9007.557;61.83;48.963;37.047
9008.543;61.832;48.962;37.046
9009.539;61.83;48.961;37.046
9010.523;61.828;48.963;37.047
9011.513;61.828;48.963;37.046
9012.505;61.812;48.959;37.043
9013.508;61.82;48.961;37.045
9014.518;61.809;48.959;37.043
9015.506;61.822;48.96;37.044
9016.504;61.801;48.957;37.042
9017.481;61.798;48.958;37.041
9018.471;61.818;48.96;37.044
9019.466;61.806;48.96;37.044
9020.479;61.821;48.958;37.043
9021.471;61.828;48.959;37.043
9022.468;61.813;48.96;37.043
9023.47;61.814;48.96;37.044
9024.447;61.826;48.96;37.044
9025.458;61.816;48.96;37.043
9026.479;61.814;48.96;37.043
9027.481;61.807;48.957;37.041
9028.485;61.822;48.958;37.042
9029.493;61.807;48.955;37.039
9030.502;61.827;48.959;37.043
9031.512;61.793;48.954;37.038
9032.503;61.824;48.958;37.042
9033.493;61.811;48.955;37.039
9034.484;61.804;48.955;37.038
9035.48;61.822;48.958;37.042
9036.474;61.828;48.959;37.042
9037.463;61.796;48.956;37.04
9038.456;61.802;48.956;37.04
9039.445;61.817;48.957;37.041
9040.447;61.806;48.956;37.04
9041.442;61.798;48.955;37.039
9042.425;61.815;48.957;37.04
9043.426;61.816;48.956;37.039
9044.409;61.807;48.955;37.039
9045.381;61.811;48.956;37.04
9046.394;61.794;48.954;37.038
9047.403;61.812;48.956;37.039
9048.392;61.799;48.955;37.039
9049.391;61.811;48.955;37.037
9050.395;61.812;48.957;37.041
9051.407;61.797;48.953;37.037
9052.405;61.792;48.955;37.038
9053.409;61.794;48.952;37.036
9054.393;61.807;48.953;37.037
9055.385;61.802;48.954;37.038
9056.386;61.801;48.952;37.036
9057.388;61.79;48.952;37.037
9058.385;61.793;48.952;37.035
9059.39;61.809;48.954;37.037
9060.398;61.807;48.953;37.036
9061.413;61.793;48.954;37.037
9062.422;61.793;48.951;37.034
9063.43;61.793;48.951;37.035
9064.443;61.811;48.951;37.034
9065.456;61.805;48.95;37.033
9066.443;61.791;48.947;37.03
9067.465;61.793;48.948;37.032
9068.461;61.798;48.949;37.032
9069.446;61.79;48.946;37.029
9070.441;61.787;48.948;37.032
9071.414;61.808;48.948;37.032
9072.418;61.791;48.948;37.031
9073.415;61.799;48.949;37.033
9074.415;61.793;48.946;37.03
9075.402;61.797;48.947;37.031
9076.399;61.803;48.949;37.032
9077.406;61.78;48.945;37.029
9078.396;61.783;48.946;37.03
9079.399;61.791;48.949;37.031
9080.413;61.797;48.947;37.031
9081.425;61.798;48.945;37.028
9082.425;61.784;48.946;37.03
9083.431;61.787;48.945;37.028
9084.442;61.784;48.946;37.03
9085.444;61.784;48.946;37.029
9086.446;61.774;48.947;37.031
9087.428;61.804;48.947;37.031
9088.417;61.779;48.944;37.028
9089.418;61.772;48.945;37.029
9090.423;61.796;48.948;37.031
9091.407;61.777;48.946;37.029
9092.395;61.802;48.948;37.031
9093.389;61.797;48.949;37.032
9094.389;61.787;48.946;37.029
9095.4;61.783;48.948;37.031
9096.418;61.77;48.946;37.028
9097.407;61.794;48.945;37.029
9098.403;61.796;48.946;37.03
9099.403;61.775;48.946;37.029
9100.408;61.783;48.945;37.028
9101.424;61.777;48.945;37.028
9102.409;61.78;48.946;37.029
9103.396;61.776;48.943;37.026
9104.404;61.803;48.946;37.029
9105.396;61.793;48.945;37.029
9106.397;61.776;48.945;37.027
9107.414;61.774;48.944;37.027
9108.405;61.772;48.943;37.026
9109.409;61.767;48.944;37.027
9110.395;61.777;48.942;37.025
9111.396;61.787;48.944;37.027
9112.407;61.777;48.945;37.028
9113.386;61.779;48.944;37.027
9114.379;61.783;48.942;37.026
9115.38;61.77;48.942;37.025
9116.38;61.782;48.942;37.025
9117.388;61.779;48.943;37.026
9118.401;61.77;48.942;37.025
9119.397;61.768;48.942;37.025
9120.386;61.781;48.941;37.024
9121.389;61.772;48.94;37.023
9122.391;61.779;48.943;37.026
9123.403;61.771;48.941;37.024
9124.392;61.768;48.943;37.025
9125.384;61.764;48.938;37.021
9126.379;61.765;48.939;37.022
9127.4;61.775;48.939;37.022
9128.413;61.774;48.942;37.024
9129.409;61.767;48.94;37.023
9130.403;61.767;48.939;37.022
9131.402;61.768;48.939;37.022
9132.391;61.771;48.939;37.022
9133.394;61.774;48.939;37.022
9134.381;61.776;48.938;37.021
9135.384;61.76;48.94;37.022
9136.402;61.76;48.938;37.021
9137.403;61.772;48.938;37.022
9138.396;61.771;48.939;37.022
9139.398;61.758;48.938;37.021
9140.385;61.766;48.939;37.021
9141.382;61.775;48.941;37.024
9142.371;61.765;48.939;37.022
9143.363;61.769;48.939;37.022
9144.364;61.761;48.939;37.022
9145.371;61.756;48.937;37.021
9146.356;61.755;48.936;37.02
9147.344;61.769;48.936;37.019
9148.334;61.759;48.935;37.018
9149.33;61.759;48.935;37.018
9150.331;61.755;48.935;37.018
9151.307;61.771;48.936;37.019
9152.293;61.752;48.933;37.016
9153.285;61.776;48.935;37.018
9154.281;61.762;48.934;37.018
9155.281;61.763;48.933;37.015
9156.288;61.756;48.935;37.018
9157.295;61.762;48.935;37.017
9158.308;61.762;48.936;37.018
9159.326;61.77;48.935;37.018
9160.314;61.772;48.933;37.016
9161.305;61.771;48.932;37.014
9162.303;61.759;48.934;37.017
9163.309;61.762;48.933;37.015
9164.305;61.747;48.934;37.016
9165.298;61.748;48.934;37.017
9166.279;61.76;48.932;37.016
9167.277;61.753;48.93;37.012
9168.278;61.766;48.933;37.015
9169.276;61.754;48.93;37.012
9170.282;61.741;48.931;37.013
9171.277;61.75;48.93;37.013
9172.28;61.754;48.928;37.011
9173.269;61.754;48.929;37.012
9174.286;61.749;48.929;37.012
9175.284;61.755;48.928;37.011
9176.262;61.759;48.927;37.01
9177.254;61.76;48.926;37.009
9178.224;61.762;48.923;37.006
9179.228;61.753;48.927;37.009
9180.215;61.751;48.926;37.008
9181.211;61.742;48.924;37.007
9182.211;61.75;48.926;37.009
9183.218;61.75;48.923;37.006
9184.209;61.754;48.924;37.007
9185.231;61.755;48.923;37.006
9186.228;61.755;48.926;37.009
9187.231;61.757;48.927;37.009
9188.239;61.748;48.926;37.008
9189.252;61.747;48.922;37.005
9190.238;61.752;48.923;37.006
9191.238;61.756;48.925;37.008
9192.24;61.742;48.924;37.006
9193.232;61.75;48.926;37.008
9194.225;61.749;48.926;37.008
9195.228;61.75;48.924;37.006
9196.232;61.758;48.924;37.008
9197.24;61.748;48.923;37.006
9198.234;61.746;48.924;37.007
9199.227;61.747;48.922;37.005
9200.22;61.743;48.921;37.004
9201.22;61.744;48.923;37.006
9202.202;61.759;48.922;37.005
9203.213;61.748;48.923;37.005
9204.208;61.744;48.922;37.005
9205.216;61.728;48.923;37.005
9206.216;61.749;48.924;37.007
9207.222;61.744;48.922;37.004
9208.233;61.74;48.923;37.005
9209.221;61.747;48.923;37.005
9210.224;61.74;48.923;37.006
9211.23;61.741;48.921;37.004
9212.215;61.74;48.922;37.005
9213.221;61.749;48.922;37.005
9214.21;61.744;48.923;37.005
9215.2;61.744;48.922;37.004
9216.197;61.744;48.922;37.005
9217.202;61.737;48.92;37.003
9218.182;61.737;48.922;37.005
9219.175;61.742;48.922;37.005
9220.147;61.745;48.921;37.004
9221.148;61.736;48.922;37.004
9222.153;61.739;48.921;37.004
9223.16;61.73;48.921;37.003
9224.142;61.737;48.92;37.002
9225.139;61.747;48.922;37.005
9226.137;61.73;48.921;37.003
9227.138;61.745;48.92;37.003
9228.159;61.745;48.921;37.004
9229.153;61.735;48.922;37.004
9230.15;61.739;48.92;37.002
9231.147;61.733;48.918;37
9232.148;61.732;48.92;37.003
9233.132;61.737;48.919;37.002
9234.139;61.725;48.92;37.002
9235.123;61.736;48.921;37.003
9236.108;61.727;48.92;37.002
9237.086;61.743;48.919;37.002
9238.092;61.739;48.919;37.002
9239.08;61.727;48.919;37.002
9240.078;61.736;48.916;36.999
9241.067;61.733;48.918;37
9242.059;61.726;48.919;37.001
9243.059;61.727;48.917;36.999
9244.042;61.727;48.917;36.999
9245.03;61.726;48.917;36.999
9246.014;61.729;48.917;36.999
9247.001;61.719;48.916;36.998
9248.003;61.724;48.917;36.999
9248.986;61.726;48.916;36.999
9249.967;61.727;48.915;36.998
9250.956;61.723;48.915;36.997
9251.95;61.727;48.913;36.996
9252.951;61.725;48.915;36.997
9253.951;61.713;48.913;36.995
9254.946;61.712;48.912;36.994
9255.947;61.719;48.91;36.993
9256.951;61.719;48.91;36.993
9257.961;61.719;48.91;36.993
9258.973;61.715;48.911;36.994
9259.988;61.714;48.91;36.992
9261.007;61.707;48.909;36.992
9261.995;61.712;48.909;36.991
9262.987;61.721;48.909;36.991
9263.982;61.713;48.91;36.993
9264.97;61.706;48.909;36.991
9265.963;61.712;48.908;36.991
9266.964;61.707;48.909;36.992
9267.947;61.714;48.908;36.99
9268.942;61.705;48.909;36.991
9269.956;61.718;48.906;36.989
9270.929;61.703;48.907;36.989
9271.935;61.71;48.907;36.99
9272.949;61.706;48.906;36.988
9273.93;61.704;48.907;36.989
9274.924;61.71;48.908;36.991
9275.909;61.711;48.907;36.989
9276.894;61.71;48.906;36.988
9277.895;61.711;48.908;36.99
9278.911;61.697;48.907;36.988
9279.908;61.699;48.907;36.989
9280.888;61.703;48.907;36.989
9281.897;61.7;48.907;36.989
9282.917;61.703;48.906;36.988
9283.916;61.706;48.906;36.988
9284.917;61.703;48.906;36.988
9285.925;61.716;48.905;36.987
9286.938;61.707;48.906;36.988
9287.925;61.706;48.904;36.986
9288.917;61.695;48.906;36.987
9289.913;61.708;48.905;36.987
9290.912;61.698;48.903;36.985
9291.915;61.708;48.904;36.987
9292.92;61.701;48.903;36.985
9293.898;61.7;48.904;36.986
9294.916;61.696;48.904;36.985
9295.937;61.707;48.904;36.987
9296.93;61.706;48.904;36.986
9297.925;61.698;48.904;36.986
9298.91;61.699;48.904;36.986
9299.908;61.699;48.904;36.986
9300.905;61.705;48.901;36.984
9301.913;61.703;48.903;36.985
9302.916;61.698;48.903;36.985
9303.921;61.699;48.903;36.985
9304.914;61.702;48.901;36.983
9305.928;61.703;48.903;36.986
9306.927;61.7;48.903;36.985
9307.937;61.695;48.902;36.984
9308.93;61.685;48.903;36.984
9309.941;61.702;48.901;36.984
9310.931;61.69;48.901;36.983
9311.928;61.695;48.901;36.983
9312.934;61.687;48.9;36.982
9313.919;61.689;48.901;36.983
9314.914;61.689;48.9;36.982
9315.917;61.685;48.901;36.983
9316.902;61.69;48.899;36.981
9317.911;61.687;48.899;36.981
9318.923;61.687;48.898;36.98
9319.91;61.696;48.899;36.981
9320.902;61.695;48.898;36.98
9321.899;61.686;48.897;36.978
9322.908;61.701;48.899;36.981
9323.919;61.685;48.899;36.98
9324.903;61.689;48.898;36.98
9325.891;61.687;48.897;36.979
9326.875;61.683;48.9;36.982
9327.866;61.688;48.898;36.98
9328.879;61.695;48.897;36.979
9329.894;61.688;48.896;36.977
9330.89;61.686;48.897;36.979
9331.884;61.677;48.895;36.977
9332.866;61.673;48.895;36.975
9333.861;61.681;48.896;36.978
9334.857;61.678;48.896;36.978
9335.856;61.68;48.893;36.975
9336.835;61.686;48.894;36.976
9337.828;61.686;48.895;36.978
9338.828;61.686;48.894;36.976
9339.809;61.687;48.894;36.976
9340.816;61.675;48.895;36.976
9341.809;61.679;48.893;36.974
9342.811;61.684;48.895;36.977
9343.8;61.684;48.893;36.975
9344.794;61.68;48.893;36.975
9345.81;61.684;48.895;36.977
9346.805;61.685;48.892;36.974
9347.805;61.688;48.893;36.975
9348.788;61.682;48.894;36.976
9349.787;61.681;48.892;36.973
9350.788;61.686;48.893;36.976
9351.792;61.684;48.893;36.974
9352.802;61.679;48.894;36.976
9353.822;61.694;48.892;36.974
9354.815;61.684;48.893;36.975
9355.81;61.679;48.89;36.972
9356.811;61.683;48.892;36.974
9357.815;61.679;48.89;36.972
9358.819;61.678;48.892;36.974
9359.831;61.676;48.891;36.973
9360.813;61.677;48.89;36.971
9361.799;61.678;48.89;36.972
9362.786;61.677;48.89;36.972
9363.78;61.683;48.89;36.972
9364.777;61.685;48.89;36.972
9365.777;61.689;48.891;36.973
9366.757;61.685;48.889;36.972
9367.75;61.666;48.889;36.97
9368.743;61.678;48.89;36.972
9369.751;61.672;48.891;36.972
9370.74;61.679;48.889;36.971
9371.761;61.676;48.889;36.97
9372.752;61.683;48.888;36.97
9373.745;61.672;48.889;36.971
9374.739;61.672;48.887;36.969
9375.743;61.673;48.886;36.968
9376.734;61.664;48.887;36.97
9377.708;61.679;48.887;36.969
9378.7;61.671;48.886;36.968
9379.694;61.673;48.888;36.969
9380.708;61.67;48.886;36.967
9381.727;61.668;48.886;36.968
9382.728;61.678;48.888;36.969
9383.736;61.669;48.889;36.97
9384.718;61.672;48.887;36.968
9385.706;61.679;48.886;36.968
9386.701;61.692;48.886;36.969
9387.702;61.669;48.885;36.967
9388.707;61.679;48.888;36.969
9389.718;61.676;48.886;36.968
9390.704;61.672;48.885;36.966
9391.693;61.666;48.887;36.969
9392.689;61.677;48.886;36.968
9393.687;61.656;48.884;36.965
9394.691;61.666;48.886;36.968
9395.697;61.662;48.886;36.967
9396.718;61.668;48.885;36.966
9397.697;61.658;48.886;36.966
9398.696;61.673;48.885;36.967
9399.697;61.662;48.885;36.966
9400.7;61.665;48.884;36.965
9401.696;61.662;48.884;36.966
9402.691;61.673;48.883;36.965
9403.667;61.661;48.884;36.965
9404.661;61.665;48.885;36.967
9405.659;61.669;48.883;36.965
9406.635;61.671;48.882;36.964
9407.629;61.665;48.885;36.966
9408.626;61.661;48.883;36.965
9409.63;61.658;48.883;36.965
9410.639;61.665;48.884;36.965
9411.622;61.662;48.884;36.965
9412.611;61.665;48.883;36.965
9413.606;61.661;48.884;36.966
9414.602;61.662;48.883;36.964
9415.606;61.656;48.885;36.966
9416.613;61.663;48.883;36.965
9417.628;61.666;48.882;36.964
9418.615;61.66;48.882;36.964
9419.607;61.658;48.882;36.964
9420.606;61.661;48.883;36.964
9421.611;61.65;48.881;36.963
9422.618;61.661;48.882;36.963
9423.602;61.662;48.882;36.963
9424.622;61.647;48.883;36.964
9425.614;61.661;48.88;36.961
9426.626;61.662;48.881;36.962
9427.616;61.653;48.882;36.963
9428.606;61.654;48.881;36.962
9429.609;61.658;48.879;36.96
9430.602;61.651;48.88;36.961
9431.603;61.649;48.879;36.96
9432.603;61.662;48.88;36.962
9433.6;61.639;48.88;36.961
9434.609;61.649;48.879;36.961
9435.606;61.643;48.88;36.961
9436.613;61.654;48.88;36.961
9437.63;61.66;48.878;36.959
9438.642;61.656;48.88;36.961
9439.627;61.642;48.878;36.959
9440.621;61.643;48.876;36.958
9441.634;61.646;48.879;36.959
9442.65;61.653;48.877;36.958
9443.645;61.648;48.878;36.959
9444.653;61.649;48.878;36.96
9445.664;61.642;48.878;36.959
9446.659;61.646;48.878;36.958
9447.655;61.646;48.878;36.959
9448.647;61.647;48.877;36.958
9449.638;61.647;48.876;36.957
9450.633;61.654;48.876;36.957
9451.637;61.642;48.877;36.958
9452.643;61.636;48.879;36.96
9453.627;61.643;48.877;36.958
9454.62;61.644;48.877;36.958
9455.62;61.648;48.878;36.959
9456.624;61.641;48.876;36.957
9457.638;61.659;48.875;36.956
9458.632;61.65;48.877;36.958
9459.628;61.649;48.875;36.956
9460.629;61.651;48.876;36.958
9461.635;61.634;48.875;36.955
9462.641;61.638;48.875;36.956
9463.652;61.637;48.874;36.955
9464.663;61.646;48.874;36.955
9465.681;61.649;48.874;36.955
9466.68;61.642;48.874;36.954
9467.673;61.653;48.871;36.952
9468.68;61.649;48.873;36.954
9469.686;61.637;48.872;36.953
9470.688;61.64;48.873;36.954
9471.677;61.635;48.873;36.954
9472.7;61.644;48.874;36.954
9473.683;61.635;48.873;36.954
9474.683;61.631;48.871;36.952
9475.687;61.631;48.872;36.953
9476.68;61.635;48.87;36.951
9477.691;61.636;48.873;36.954
9478.672;61.641;48.873;36.953
9479.663;61.634;48.871;36.951
9480.652;61.635;48.871;36.952
9481.643;61.639;48.871;36.952
9482.643;61.631;48.869;36.95
9483.645;61.635;48.869;36.95
9484.658;61.641;48.866;36.948
9485.643;61.635;48.87;36.951
9486.639;61.641;48.867;36.949
9487.624;61.629;48.866;36.947
9488.606;61.63;48.867;36.948
9489.593;61.635;48.869;36.95
9490.584;61.645;48.867;36.949
9491.58;61.629;48.866;36.947
9492.582;61.642;48.866;36.947
9493.585;61.624;48.866;36.946
9494.594;61.634;48.865;36.946
9495.573;61.63;48.866;36.947
9496.558;61.633;48.867;36.948
9497.546;61.639;48.866;36.946
9498.537;61.638;48.865;36.946
9499.544;61.629;48.866;36.947
9500.538;61.632;48.863;36.945
9501.533;61.631;48.865;36.946
9502.536;61.631;48.864;36.945
9503.541;61.622;48.867;36.948
9504.539;61.626;48.865;36.946
9505.526;61.623;48.862;36.942
9506.513;61.63;48.861;36.943
9507.514;61.612;48.862;36.943
9508.526;61.63;48.862;36.943
9509.532;61.632;48.863;36.944
9510.538;61.622;48.863;36.944
9511.562;61.628;48.862;36.943
9512.57;61.624;48.862;36.943
9513.583;61.622;48.862;36.943
9514.574;61.631;48.862;36.944
9515.57;61.643;48.859;36.94
9516.577;61.623;48.862;36.942
9517.56;61.623;48.862;36.943
9518.551;61.605;48.861;36.941
9519.546;61.614;48.86;36.941
9520.547;61.622;48.861;36.942
9521.553;61.616;48.861;36.941
9522.566;61.621;48.861;36.941
9523.554;61.621;48.861;36.942
9524.546;61.611;48.863;36.943
9525.545;61.611;48.862;36.942
9526.547;61.62;48.861;36.941
9527.551;61.629;48.861;36.942
9528.559;61.623;48.861;36.941
9529.541;61.624;48.861;36.942
9530.532;61.62;48.862;36.943
9531.523;61.617;48.861;36.941
9532.52;61.624;48.861;36.942
9533.521;61.613;48.86;36.941
9534.526;61.62;48.861;36.942
9535.521;61.615;48.861;36.941
9536.521;61.62;48.859;36.94
9537.515;61.614;48.86;36.941
9538.506;61.61;48.861;36.942
9539.504;61.61;48.859;36.939
9540.492;61.612;48.858;36.939
9541.498;61.608;48.859;36.939
9542.497;61.612;48.859;36.939
9543.485;61.604;48.859;36.939
9544.484;61.622;48.859;36.939
9545.494;61.633;48.855;36.936
9546.487;61.616;48.858;36.939
9547.488;61.616;48.857;36.938
9548.496;61.61;48.857;36.938
9549.496;61.621;48.855;36.936
9550.501;61.601;48.858;36.938
9551.494;61.616;48.855;36.935
9552.493;61.613;48.856;36.937
9553.498;61.611;48.856;36.937
9554.482;61.618;48.852;36.933
9555.473;61.61;48.855;36.936
9556.47;61.601;48.855;36.936
9557.474;61.614;48.852;36.933
9558.481;61.607;48.854;36.935
9559.476;61.629;48.85;36.932
9560.473;61.615;48.853;36.934
9561.477;61.609;48.853;36.934
9562.486;61.611;48.855;36.935
9563.469;61.605;48.854;36.935
9564.456;61.609;48.853;36.933
9565.449;61.629;48.851;36.932
9566.446;61.604;48.853;36.934
9567.45;61.598;48.851;36.931
9568.456;61.622;48.852;36.933
9569.439;61.61;48.852;36.933
9570.423;61.623;48.852;36.932
9571.413;61.606;48.855;36.935
9572.407;61.605;48.853;36.933
9573.401;61.614;48.851;36.931
9574.384;61.606;48.853;36.933
9575.37;61.611;48.853;36.933
9576.364;61.616;48.853;36.934
9577.367;61.621;48.849;36.93
9578.365;61.608;48.852;36.933
9579.355;61.606;48.852;36.933
9580.351;61.608;48.852;36.932
9581.353;61.606;48.854;36.934
9582.341;61.614;48.851;36.931
9583.347;61.603;48.853;36.933
9584.337;61.606;48.853;36.933
9585.341;61.606;48.851;36.931
9586.345;61.612;48.851;36.932
9587.35;61.603;48.851;36.931
9588.35;61.6;48.853;36.933
9589.356;61.609;48.849;36.929
9590.356;61.612;48.851;36.932
9591.36;61.603;48.85;36.931
9592.342;61.596;48.85;36.93
9593.336;61.616;48.85;36.931
9594.341;61.606;48.848;36.928
9595.347;61.607;48.851;36.932
9596.327;61.605;48.851;36.931
9597.317;61.619;48.849;36.929
9598.311;61.596;48.85;36.93
9599.311;61.613;48.85;36.931
9600.314;61.602;48.85;36.93
9601.323;61.61;48.85;36.93
9602.336;61.595;48.85;36.931
9603.323;61.593;48.851;36.931
9604.342;61.599;48.85;36.93
9605.336;61.6;48.85;36.931
9606.333;61.608;48.848;36.929
9607.332;61.607;48.849;36.929
9608.341;61.604;48.85;36.93
9609.325;61.6;48.85;36.93
9610.32;61.601;48.85;36.93
9611.322;61.614;48.849;36.929
9612.328;61.604;48.849;36.929
9613.326;61.595;48.853;36.933
9614.334;61.593;48.85;36.93
9615.337;61.594;48.851;36.93
9616.349;61.595;48.85;36.93
9617.344;61.594;48.851;36.931
9618.33;61.589;48.85;36.929
9619.308;61.59;48.85;36.93
9620.3;61.607;48.848;36.928
9621.281;61.59;48.85;36.93
9622.272;61.588;48.851;36.931
9623.263;61.586;48.848;36.928
9624.249;61.594;48.849;36.929
9625.248;61.595;48.848;36.928
9626.254;61.602;48.846;36.926
9627.266;61.603;48.846;36.927
9628.262;61.583;48.846;36.926
9629.261;61.589;48.848;36.927
9630.271;61.591;48.846;36.925
9631.283;61.578;48.848;36.928
9632.272;61.602;48.843;36.923
9633.262;61.604;48.844;36.925
9634.268;61.604;48.844;36.925
9635.275;61.611;48.842;36.922
9636.283;61.584;48.845;36.924
9637.262;61.589;48.844;36.925
9638.282;61.576;48.845;36.925
9639.272;61.581;48.842;36.922
9640.265;61.599;48.84;36.92
9641.262;61.58;48.844;36.924
9642.241;61.595;48.843;36.923
9643.254;61.592;48.842;36.921
9644.249;61.588;48.842;36.922
9645.24;61.589;48.839;36.92
9646.244;61.596;48.839;36.919
9647.255;61.584;48.838;36.918
9648.254;61.595;48.839;36.919
9649.271;61.598;48.837;36.917
9650.278;61.604;48.838;36.919
9651.272;61.611;48.838;36.919
9652.276;61.592;48.84;36.92
9653.259;61.603;48.84;36.92
9654.248;61.598;48.838;36.918
9655.248;61.596;48.839;36.919
9656.234;61.587;48.839;36.919
9657.22;61.592;48.838;36.918
9658.217;61.586;48.836;36.916
9659.222;61.568;48.837;36.917
9660.234;61.58;48.834;36.914
9661.224;61.592;48.835;36.915
9662.22;61.585;48.835;36.915
9663.218;61.588;48.832;36.912
9664.226;61.58;48.834;36.914
9665.235;61.577;48.835;36.914
9666.218;61.592;48.834;36.914
9667.21;61.589;48.835;36.915
9668.206;61.578;48.833;36.912
