IDs:;240716_12_240712J;12_DNAJB6_00_130_uM;
Concentration [uM]:;0.13;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
19981.23;59.558;46.77;34.921
19982.21;59.562;46.771;34.922
19983.18;59.54;46.769;34.92
19984.17;59.547;46.769;34.919
19985.16;59.526;46.768;34.917
19986.16;59.549;46.771;34.921
19987.14;59.539;46.771;34.921
19988.15;59.532;46.768;34.918
19989.14;59.537;46.769;34.92
19990.13;59.557;46.77;34.92
19991.12;59.574;46.769;34.919
19992.12;59.545;46.769;34.92
19993.11;59.567;46.77;34.92
19994.12;59.551;46.77;34.92
19995.13;59.558;46.769;34.92
19996.13;59.542;46.767;34.918
19997.11;59.535;46.768;34.919
19998.12;59.544;46.767;34.918
19999.12;59.538;46.768;34.918
20000.11;59.537;46.767;34.918
20001.1;59.539;46.764;34.914
20002.1;59.538;46.765;34.916
20003.11;59.541;46.764;34.915
20004.09;59.538;46.767;34.917
20005.08;59.532;46.765;34.915
20006.08;59.552;46.764;34.914
20007.1;59.53;46.764;34.914
20008.08;59.537;46.764;34.914
20009.08;59.548;46.763;34.913
20010.08;59.535;46.763;34.914
20011.08;59.541;46.762;34.913
20012.06;59.539;46.762;34.913
20013.07;59.537;46.763;34.913
20014.09;59.546;46.764;34.915
20015.08;59.554;46.762;34.913
20016.07;59.55;46.763;34.913
20017.07;59.536;46.762;34.913
20018.06;59.551;46.761;34.912
20019.05;59.534;46.762;34.912
20020.05;59.555;46.764;34.915
20021.04;59.546;46.761;34.912
20022.05;59.536;46.76;34.911
20023.02;59.536;46.76;34.911
20024.01;59.533;46.762;34.913
20025.03;59.543;46.761;34.912
20026.03;59.53;46.76;34.911
20027.01;59.538;46.759;34.91
20028;59.533;46.761;34.911
20028.99;59.536;46.762;34.912
20030;59.55;46.757;34.908
20030.98;59.542;46.758;34.909
20031.98;59.524;46.759;34.91
20032.98;59.541;46.756;34.907
20033.97;59.536;46.758;34.909
20034.96;59.537;46.759;34.91
20035.97;59.525;46.757;34.908
20036.96;59.535;46.758;34.909
20037.95;59.544;46.76;34.91
20038.95;59.554;46.758;34.909
20039.94;59.561;46.758;34.909
20040.92;59.536;46.76;34.911
20041.92;59.544;46.759;34.909
20042.91;59.543;46.757;34.908
20043.92;59.545;46.759;34.91
20044.93;59.548;46.759;34.91
20045.95;59.522;46.755;34.906
20046.95;59.539;46.757;34.908
20047.96;59.531;46.756;34.907
20048.97;59.537;46.755;34.907
20049.96;59.527;46.755;34.906
20050.96;59.544;46.758;34.909
20051.96;59.549;46.756;34.907
20052.95;59.527;46.754;34.905
20053.95;59.536;46.757;34.908
20054.93;59.541;46.756;34.907
20055.94;59.526;46.755;34.906
20056.95;59.543;46.754;34.906
20057.95;59.532;46.755;34.906
20058.96;59.528;46.754;34.905
20059.96;59.537;46.754;34.905
20060.96;59.539;46.754;34.905
20061.98;59.514;46.755;34.906
20062.98;59.532;46.75;34.902
20063.98;59.535;46.752;34.903
20064.98;59.54;46.752;34.904
20065.99;59.546;46.752;34.903
20066.97;59.516;46.752;34.903
20068;59.54;46.75;34.902
20069;59.537;46.752;34.903
20069.98;59.544;46.753;34.904
20070.99;59.527;46.753;34.904
20071.99;59.539;46.753;34.905
20072.99;59.543;46.752;34.903
20073.97;59.525;46.752;34.903
20074.95;59.548;46.754;34.905
20075.95;59.528;46.752;34.903
20076.97;59.54;46.752;34.904
20077.96;59.535;46.751;34.903
20078.95;59.533;46.752;34.903
20079.95;59.537;46.752;34.903
20080.96;59.534;46.75;34.901
20081.97;59.534;46.75;34.902
20082.95;59.549;46.752;34.903
20083.93;59.504;46.751;34.902
20084.95;59.546;46.75;34.902
20085.94;59.53;46.749;34.901
20086.94;59.532;46.75;34.901
20087.95;59.543;46.749;34.9
20088.96;59.538;46.748;34.9
20089.96;59.55;46.749;34.9
20090.95;59.532;46.747;34.898
20091.95;59.529;46.75;34.902
20092.93;59.523;46.75;34.901
20093.94;59.534;46.748;34.9
20094.93;59.52;46.746;34.898
20095.93;59.536;46.746;34.898
20096.94;59.519;46.749;34.9
20097.91;59.533;46.748;34.9
20098.9;59.51;46.747;34.898
20099.9;59.528;46.747;34.898
20100.88;59.524;46.746;34.898
20101.9;59.522;46.745;34.897
20102.91;59.525;46.745;34.897
20103.9;59.526;46.742;34.894
20104.89;59.538;46.746;34.898
20105.89;59.529;46.745;34.896
20106.87;59.519;46.745;34.896
20107.88;59.527;46.745;34.897
20108.88;59.527;46.741;34.894
20109.89;59.526;46.744;34.896
20110.88;59.538;46.743;34.895
20111.88;59.528;46.741;34.893
20112.88;59.525;46.743;34.895
20113.89;59.536;46.742;34.894
20114.88;59.52;46.744;34.895
20115.9;59.516;46.744;34.895
20116.91;59.523;46.744;34.895
20117.91;59.522;46.743;34.895
20118.93;59.521;46.743;34.895
20119.92;59.526;46.741;34.893
20120.91;59.519;46.74;34.893
20121.91;59.522;46.741;34.893
20122.9;59.525;46.738;34.889
20123.91;59.538;46.739;34.891
20124.9;59.528;46.738;34.89
20125.9;59.527;46.74;34.892
20126.89;59.539;46.738;34.891
20127.89;59.521;46.739;34.891
20128.89;59.509;46.738;34.891
20129.89;59.516;46.739;34.891
20130.89;59.537;46.737;34.889
20131.88;59.514;46.738;34.89
20132.89;59.539;46.737;34.889
20133.88;59.529;46.737;34.89
20134.89;59.512;46.737;34.888
20135.87;59.514;46.738;34.89
20136.87;59.528;46.736;34.888
20137.87;59.52;46.737;34.889
20138.87;59.51;46.736;34.888
20139.86;59.508;46.736;34.887
20140.87;59.533;46.733;34.886
20141.87;59.525;46.735;34.887
20142.88;59.522;46.733;34.885
20143.9;59.517;46.733;34.885
20144.9;59.5;46.734;34.886
20145.89;59.544;46.734;34.887
20146.9;59.523;46.735;34.887
20147.91;59.526;46.73;34.883
20148.93;59.539;46.734;34.886
20149.94;59.508;46.73;34.883
20150.96;59.548;46.733;34.886
20151.99;59.518;46.729;34.883
20152.98;59.522;46.728;34.88
20153.98;59.527;46.73;34.883
20154.99;59.524;46.727;34.88
20155.99;59.509;46.731;34.883
20156.96;59.523;46.731;34.883
20157.95;59.522;46.731;34.883
20158.95;59.526;46.729;34.882
20159.95;59.519;46.73;34.883
20160.96;59.51;46.727;34.879
20161.95;59.514;46.728;34.88
20162.94;59.522;46.729;34.882
20163.92;59.525;46.728;34.88
20164.91;59.522;46.728;34.88
20165.94;59.521;46.726;34.879
20166.92;59.521;46.726;34.878
20167.92;59.501;46.725;34.878
20168.92;59.516;46.725;34.878
20169.93;59.53;46.726;34.879
20170.91;59.514;46.725;34.878
20171.91;59.52;46.723;34.875
20172.89;59.509;46.723;34.876
20173.88;59.506;46.723;34.876
20174.88;59.511;46.722;34.875
20175.89;59.524;46.722;34.876
20176.89;59.506;46.721;34.874
20177.89;59.509;46.721;34.873
20178.89;59.524;46.722;34.874
20179.87;59.517;46.723;34.876
20180.88;59.514;46.721;34.875
20181.89;59.519;46.72;34.873
20182.89;59.517;46.723;34.876
20183.9;59.494;46.721;34.874
20184.91;59.516;46.721;34.875
20185.93;59.499;46.721;34.874
20186.92;59.522;46.72;34.873
20187.92;59.523;46.721;34.874
20188.92;59.505;46.72;34.873
20189.92;59.518;46.72;34.873
20190.91;59.509;46.718;34.871
20191.92;59.506;46.72;34.873
20192.92;59.517;46.719;34.872
20193.91;59.523;46.72;34.873
20194.93;59.51;46.719;34.872
20195.93;59.498;46.719;34.871
20196.94;59.518;46.717;34.87
20197.93;59.505;46.718;34.871
20198.94;59.506;46.716;34.869
20199.94;59.524;46.717;34.871
20200.93;59.53;46.717;34.87
20201.92;59.516;46.715;34.868
20202.92;59.51;46.716;34.87
20203.91;59.509;46.717;34.87
20204.92;59.517;46.715;34.868
20205.91;59.51;46.714;34.868
20206.9;59.504;46.714;34.867
20207.9;59.504;46.713;34.866
20208.9;59.507;46.712;34.866
20209.89;59.501;46.712;34.865
20210.88;59.512;46.713;34.866
20211.87;59.516;46.712;34.866
20212.87;59.513;46.712;34.865
20213.87;59.511;46.712;34.866
20214.88;59.508;46.712;34.865
20215.89;59.497;46.711;34.865
20216.9;59.495;46.712;34.865
20217.89;59.506;46.712;34.866
20218.9;59.518;46.71;34.864
20219.9;59.517;46.711;34.864
20220.91;59.506;46.71;34.863
20221.91;59.499;46.711;34.864
20222.92;59.501;46.71;34.863
20223.91;59.499;46.709;34.863
20224.9;59.514;46.709;34.864
20225.91;59.502;46.708;34.861
20226.92;59.504;46.708;34.862
20227.91;59.497;46.707;34.861
20228.92;59.498;46.709;34.862
20229.92;59.511;46.709;34.863
20230.91;59.493;46.709;34.862
20231.91;59.508;46.708;34.862
20232.93;59.507;46.711;34.864
20233.93;59.515;46.711;34.865
20234.94;59.517;46.71;34.863
20235.93;59.502;46.709;34.863
20236.93;59.508;46.709;34.862
20237.92;59.505;46.708;34.862
20238.9;59.502;46.707;34.861
20239.89;59.503;46.709;34.862
20240.89;59.503;46.707;34.861
20241.87;59.506;46.709;34.862
20242.86;59.516;46.71;34.864
20243.88;59.49;46.707;34.86
20244.87;59.504;46.709;34.862
20245.86;59.514;46.709;34.863
20246.86;59.49;46.707;34.86
20247.87;59.504;46.705;34.859
20248.88;59.513;46.709;34.863
20249.88;59.496;46.707;34.861
20250.88;59.517;46.708;34.862
20251.88;59.498;46.707;34.86
20252.89;59.506;46.708;34.862
20253.9;59.497;46.705;34.859
20254.92;59.504;46.706;34.86
20255.91;59.518;46.704;34.858
20256.91;59.507;46.705;34.859
20257.9;59.508;46.704;34.859
20258.9;59.49;46.704;34.858
20259.9;59.514;46.707;34.861
20260.91;59.505;46.702;34.856
20261.9;59.506;46.703;34.858
20262.91;59.505;46.704;34.858
20263.91;59.498;46.703;34.857
20264.89;59.497;46.704;34.858
20265.87;59.497;46.703;34.857
20266.86;59.508;46.703;34.857
20267.86;59.493;46.702;34.856
20268.84;59.496;46.704;34.857
20269.83;59.5;46.703;34.857
20270.83;59.515;46.701;34.855
20271.83;59.504;46.702;34.857
20272.82;59.496;46.7;34.854
20273.82;59.492;46.701;34.855
20274.8;59.506;46.702;34.856
20275.82;59.501;46.7;34.854
20276.83;59.496;46.701;34.855
20277.81;59.507;46.701;34.855
20278.8;59.494;46.698;34.852
20279.79;59.506;46.699;34.854
20280.79;59.494;46.699;34.853
20281.8;59.501;46.699;34.853
20282.8;59.504;46.699;34.853
20283.8;59.505;46.698;34.853
20284.81;59.506;46.699;34.853
20285.8;59.492;46.697;34.851
20286.8;59.496;46.698;34.853
20287.81;59.503;46.697;34.852
20288.82;59.502;46.699;34.853
20289.81;59.491;46.698;34.852
20290.8;59.491;46.699;34.853
20291.81;59.504;46.698;34.852
20292.82;59.493;46.698;34.852
20293.84;59.496;46.697;34.851
20294.83;59.498;46.697;34.852
20295.83;59.499;46.698;34.853
20296.83;59.516;46.698;34.852
20297.83;59.498;46.698;34.853
20298.83;59.501;46.695;34.85
20299.82;59.5;46.697;34.851
20300.82;59.497;46.698;34.852
20301.82;59.497;46.695;34.85
20302.81;59.494;46.696;34.85
20303.8;59.498;46.695;34.849
20304.79;59.494;46.696;34.851
20305.78;59.503;46.696;34.851
20306.77;59.493;46.696;34.851
20307.76;59.485;46.694;34.848
20308.77;59.499;46.695;34.849
20309.75;59.502;46.695;34.85
20310.76;59.49;46.697;34.851
20311.75;59.498;46.696;34.851
20312.74;59.5;46.696;34.851
20313.73;59.492;46.695;34.849
20314.71;59.504;46.695;34.85
20315.71;59.49;46.696;34.85
20316.72;59.508;46.695;34.85
20317.7;59.502;46.696;34.851
20318.69;59.493;46.696;34.851
20319.7;59.512;46.694;34.849
20320.72;59.502;46.696;34.85
20321.71;59.495;46.695;34.849
20322.7;59.498;46.696;34.85
20323.7;59.508;46.696;34.851
20324.71;59.492;46.695;34.85
20325.72;59.499;46.694;34.848
20326.74;59.497;46.696;34.851
20327.73;59.49;46.694;34.848
20328.72;59.491;46.695;34.849
20329.72;59.49;46.695;34.85
20330.72;59.49;46.695;34.849
20331.72;59.499;46.696;34.851
20332.7;59.499;46.693;34.848
20333.69;59.486;46.693;34.847
20334.69;59.495;46.694;34.849
20335.7;59.493;46.692;34.846
20336.7;59.5;46.693;34.848
20337.69;59.494;46.694;34.849
20338.68;59.484;46.693;34.848
20339.68;59.497;46.693;34.848
20340.68;59.493;46.693;34.847
20341.69;59.5;46.691;34.846
20342.67;59.495;46.693;34.849
20343.67;59.493;46.692;34.846
20344.68;59.494;46.692;34.847
20345.66;59.5;46.692;34.847
20346.68;59.492;46.692;34.847
20347.67;59.498;46.693;34.848
20348.68;59.502;46.692;34.846
20349.67;59.495;46.692;34.847
20350.67;59.496;46.691;34.846
20351.67;59.488;46.691;34.846
20352.66;59.488;46.693;34.847
20353.65;59.491;46.691;34.846
20354.65;59.491;46.691;34.846
20355.65;59.49;46.691;34.845
20356.63;59.495;46.692;34.847
20357.62;59.491;46.689;34.844
20358.64;59.48;46.69;34.845
20359.63;59.491;46.689;34.843
20360.63;59.498;46.691;34.846
20361.64;59.5;46.687;34.842
20362.65;59.489;46.689;34.845
20363.64;59.491;46.687;34.842
20364.63;59.491;46.689;34.843
20365.62;59.495;46.689;34.845
20366.62;59.493;46.686;34.841
20367.62;59.493;46.687;34.842
20368.63;59.484;46.687;34.841
20369.62;59.479;46.687;34.841
20370.63;59.481;46.688;34.843
20371.63;59.502;46.687;34.843
20372.62;59.494;46.689;34.844
20373.62;59.477;46.687;34.842
20374.61;59.484;46.686;34.84
20375.6;59.5;46.688;34.843
20376.57;59.493;46.688;34.843
20377.57;59.485;46.688;34.842
20378.58;59.483;46.688;34.842
20379.56;59.486;46.688;34.843
20380.57;59.483;46.686;34.84
20381.58;59.491;46.688;34.842
20382.58;59.487;46.686;34.841
20383.58;59.487;46.687;34.842
20384.56;59.489;46.687;34.842
20385.55;59.487;46.686;34.841
20386.55;59.472;46.686;34.841
20387.56;59.487;46.684;34.839
20388.57;59.488;46.685;34.84
20389.57;59.481;46.684;34.839
20390.59;59.477;46.684;34.839
20391.57;59.473;46.683;34.838
20392.56;59.472;46.684;34.839
20393.54;59.474;46.683;34.838
20394.54;59.481;46.685;34.839
20395.55;59.482;46.683;34.839
20396.56;59.476;46.684;34.839
20397.54;59.478;46.683;34.838
20398.56;59.481;46.685;34.839
20399.55;59.481;46.684;34.839
20400.54;59.48;46.684;34.839
20401.54;59.482;46.683;34.838
20402.54;59.483;46.683;34.838
20403.54;59.483;46.682;34.838
20404.55;59.482;46.682;34.837
20405.55;59.496;46.685;34.841
20406.54;59.478;46.683;34.838
20407.52;59.484;46.681;34.836
20408.53;59.482;46.682;34.837
20409.53;59.48;46.682;34.838
20410.52;59.483;46.681;34.836
20411.52;59.479;46.683;34.838
20412.52;59.48;46.68;34.835
20413.52;59.484;46.682;34.838
20414.51;59.477;46.683;34.838
20415.51;59.484;46.683;34.838
20416.51;59.48;46.684;34.839
20417.53;59.489;46.684;34.839
20418.53;59.471;46.681;34.836
20419.51;59.473;46.682;34.836
20420.5;59.475;46.682;34.837
20421.5;59.491;46.683;34.838
20422.49;59.488;46.68;34.835
20423.5;59.493;46.683;34.838
20424.49;59.518;46.684;34.839
20425.48;59.48;46.68;34.835
20426.49;59.486;46.682;34.837
20427.47;59.496;46.683;34.838
20428.45;59.474;46.681;34.836
20429.45;59.477;46.681;34.836
20430.45;59.481;46.68;34.836
20431.45;59.47;46.68;34.835
20432.45;59.482;46.681;34.837
20433.46;59.481;46.679;34.835
20434.47;59.47;46.681;34.836
20435.49;59.469;46.681;34.837
20436.47;59.472;46.681;34.836
20437.49;59.472;46.68;34.835
20438.48;59.467;46.68;34.835
20439.48;59.471;46.677;34.833
20440.47;59.479;46.677;34.833
20441.47;59.493;46.678;34.834
20442.48;59.48;46.679;34.834
20443.47;59.482;46.68;34.835
20444.45;59.47;46.678;34.834
20445.45;59.469;46.679;34.834
20446.44;59.477;46.677;34.832
20447.43;59.471;46.677;34.833
20448.42;59.468;46.678;34.833
20449.41;59.485;46.677;34.833
20450.4;59.473;46.679;34.834
20451.4;59.48;46.674;34.83
20452.4;59.478;46.675;34.831
20453.39;59.489;46.677;34.832
20454.38;59.477;46.676;34.831
20455.39;59.483;46.678;34.834
20456.38;59.466;46.676;34.831
20457.37;59.513;46.679;34.834
20458.36;59.473;46.675;34.831
20459.35;59.474;46.674;34.83
20460.36;59.471;46.673;34.829
20461.35;59.458;46.675;34.83
20462.35;59.467;46.672;34.828
20463.35;59.46;46.675;34.83
20464.36;59.471;46.674;34.829
20465.34;59.478;46.673;34.828
20466.33;59.466;46.675;34.83
20467.32;59.472;46.674;34.829
20468.32;59.465;46.671;34.826
20469.32;59.473;46.673;34.829
20470.32;59.466;46.671;34.827
20471.33;59.492;46.672;34.829
20472.34;59.467;46.67;34.826
20473.34;59.474;46.672;34.828
20474.33;59.479;46.671;34.827
20475.32;59.46;46.67;34.825
20476.32;59.466;46.67;34.826
20477.33;59.474;46.67;34.825
20478.33;59.47;46.67;34.826
20479.31;59.462;46.67;34.826
20480.29;59.46;46.668;34.824
20481.28;59.461;46.668;34.824
20482.28;59.475;46.668;34.824
20483.26;59.458;46.669;34.825
20484.26;59.456;46.668;34.823
20485.25;59.464;46.668;34.824
20486.24;59.46;46.668;34.824
20487.24;59.464;46.668;34.824
20488.24;59.458;46.668;34.824
20489.22;59.46;46.668;34.823
20490.21;59.476;46.668;34.823
20491.21;59.463;46.669;34.824
20492.22;59.467;46.668;34.823
20493.2;59.464;46.667;34.823
20494.19;59.459;46.669;34.824
20495.19;59.47;46.667;34.823
20496.2;59.468;46.666;34.822
20497.19;59.504;46.67;34.826
20498.18;59.472;46.665;34.821
20499.17;59.451;46.667;34.822
20500.18;59.464;46.666;34.822
20501.18;59.455;46.665;34.821
20502.18;59.465;46.666;34.822
20503.19;59.465;46.666;34.822
20504.19;59.463;46.668;34.823
20505.18;59.463;46.665;34.821
20506.18;59.461;46.666;34.822
20507.17;59.457;46.666;34.822
20508.17;59.458;46.665;34.82
20509.17;59.465;46.666;34.821
20510.17;59.462;46.664;34.82
20511.17;59.45;46.664;34.82
20512.18;59.468;46.663;34.82
20513.19;59.461;46.663;34.819
20514.16;59.463;46.665;34.822
20515.16;59.471;46.664;34.82
20516.15;59.459;46.661;34.818
20517.13;59.45;46.663;34.819
20518.13;59.462;46.662;34.819
20519.13;59.446;46.66;34.816
20520.13;59.453;46.662;34.818
20521.13;59.45;46.66;34.816
20522.15;59.455;46.661;34.818
20523.17;59.462;46.661;34.817
20524.16;59.443;46.662;34.818
20525.17;59.444;46.659;34.815
20526.18;59.446;46.659;34.815
20527.16;59.455;46.658;34.814
20528.16;59.455;46.659;34.815
20529.17;59.508;46.661;34.818
20530.17;59.447;46.659;34.815
20531.15;59.457;46.659;34.815
20532.17;59.448;46.658;34.814
20533.17;59.473;46.659;34.816
20534.16;59.45;46.658;34.814
20535.15;59.447;46.658;34.814
20536.14;59.449;46.657;34.814
20537.14;59.465;46.659;34.815
20538.13;59.449;46.658;34.814
20539.12;59.492;46.663;34.818
20540.11;59.449;46.659;34.815
20541.12;59.46;46.658;34.815
20542.13;59.451;46.659;34.815
20543.12;59.463;46.658;34.814
20544.12;59.458;46.658;34.814
20545.1;59.46;46.657;34.814
20546.12;59.452;46.658;34.815
20547.1;59.442;46.659;34.815
20548.12;59.447;46.657;34.813
20549.12;59.451;46.658;34.815
20550.13;59.448;46.657;34.814
20551.13;59.453;46.658;34.814
20552.14;59.451;46.657;34.813
20553.14;59.453;46.657;34.813
20554.15;59.464;46.656;34.813
20555.14;59.45;46.658;34.815
20556.13;59.463;46.657;34.813
20557.12;59.453;46.655;34.812
20558.1;59.453;46.655;34.811
20559.11;59.459;46.656;34.812
20560.09;59.448;46.655;34.811
20561.08;59.444;46.655;34.812
20562.07;59.449;46.653;34.81
20563.09;59.444;46.652;34.808
20564.09;59.455;46.653;34.81
20565.1;59.44;46.653;34.809
20566.11;59.453;46.654;34.812
20567.1;59.447;46.652;34.809
20568.1;59.445;46.654;34.811
20569.1;59.432;46.654;34.811
20570.1;59.443;46.653;34.81
20571.11;59.445;46.652;34.808
20572.1;59.444;46.651;34.808
20573.11;59.445;46.653;34.81
20574.1;59.458;46.648;34.806
20575.1;59.443;46.653;34.81
20576.09;59.441;46.652;34.809
20577.07;59.441;46.65;34.807
20578.07;59.447;46.652;34.809
20579.05;59.451;46.652;34.809
20580.05;59.445;46.649;34.806
20581.04;59.433;46.65;34.807
20582.03;59.447;46.649;34.806
20583.02;59.447;46.651;34.808
20584.02;59.448;46.648;34.805
20585.03;59.432;46.649;34.806
20586.04;59.436;46.648;34.805
20587.03;59.44;46.648;34.806
20588.03;59.433;46.648;34.804
20589.02;59.438;46.648;34.805
20590.01;59.441;46.649;34.807
20591.03;59.444;46.648;34.805
20592.03;59.429;46.648;34.804
20593.03;59.436;46.645;34.802
20594.01;59.433;46.646;34.803
20595.02;59.439;46.645;34.802
20596.04;59.437;46.646;34.803
20597.04;59.491;46.647;34.804
20598.03;59.433;46.648;34.805
20599.03;59.437;46.644;34.802
20600.02;59.425;46.645;34.801
20601.02;59.44;46.646;34.803
20602;59.435;46.646;34.804
20602.99;59.43;46.646;34.803
20603.99;59.483;46.646;34.802
20605;59.421;46.644;34.802
20605.99;59.426;46.645;34.802
20606.99;59.431;46.645;34.802
20607.99;59.433;46.645;34.801
20609;59.426;46.644;34.801
20609.98;59.429;46.645;34.802
20610.98;59.432;46.643;34.8
20611.98;59.428;46.645;34.802
20612.96;59.43;46.644;34.801
20613.95;59.425;46.641;34.799
20614.94;59.438;46.64;34.798
20615.97;59.428;46.641;34.798
20616.94;59.432;46.64;34.797
20617.96;59.423;46.643;34.8
20618.95;59.435;46.64;34.797
20619.94;59.429;46.643;34.801
20620.95;59.423;46.641;34.798
20621.95;59.428;46.64;34.797
20622.97;59.427;46.639;34.797
20623.96;59.422;46.641;34.798
20624.96;59.442;46.641;34.798
20625.97;59.424;46.64;34.798
20626.98;59.422;46.641;34.799
20627.96;59.419;46.639;34.796
20628.95;59.421;46.639;34.797
20629.97;59.436;46.637;34.795
20630.96;59.43;46.641;34.799
20631.96;59.431;46.639;34.797
20632.96;59.428;46.638;34.795
20633.96;59.428;46.639;34.797
20634.96;59.416;46.64;34.797
20635.96;59.432;46.639;34.797
20636.94;59.435;46.639;34.796
20637.94;59.43;46.637;34.794
20638.94;59.429;46.641;34.799
20639.94;59.422;46.64;34.797
20640.94;59.423;46.639;34.797
20641.94;59.427;46.637;34.795
20642.93;59.424;46.635;34.793
20643.93;59.434;46.636;34.794
20644.93;59.424;46.636;34.793
20645.92;59.433;46.635;34.793
20646.91;59.429;46.635;34.793
20647.9;59.421;46.638;34.795
20648.89;59.427;46.634;34.792
20649.91;59.423;46.636;34.793
20650.9;59.427;46.637;34.794
20651.89;59.435;46.636;34.794
20652.9;59.434;46.636;34.794
20653.91;59.43;46.635;34.793
20654.93;59.434;46.634;34.791
20655.93;59.43;46.634;34.792
20656.93;59.424;46.635;34.792
20657.94;59.438;46.634;34.792
20658.92;59.435;46.635;34.793
20659.91;59.43;46.634;34.792
20660.91;59.424;46.633;34.791
20661.91;59.428;46.633;34.791
20662.91;59.428;46.633;34.791
20663.89;59.425;46.632;34.79
20664.9;59.419;46.632;34.79
20665.89;59.417;46.632;34.789
20666.88;59.427;46.633;34.791
20667.88;59.423;46.629;34.787
20668.88;59.422;46.631;34.789
20669.86;59.424;46.63;34.788
20670.88;59.418;46.629;34.786
20671.87;59.428;46.629;34.787
20672.86;59.42;46.63;34.788
20673.85;59.421;46.63;34.787
20674.84;59.429;46.629;34.786
20675.84;59.426;46.63;34.787
20676.84;59.429;46.628;34.786
20677.82;59.456;46.633;34.789
20678.83;59.417;46.629;34.788
20679.84;59.425;46.625;34.784
20680.84;59.419;46.626;34.784
20681.82;59.421;46.625;34.783
20682.84;59.419;46.626;34.784
20683.83;59.422;46.626;34.784
20684.83;59.413;46.626;34.784
20685.83;59.414;46.626;34.784
20686.82;59.419;46.627;34.784
20687.82;59.425;46.626;34.784
20688.81;59.426;46.623;34.781
20689.82;59.419;46.624;34.783
20690.82;59.413;46.624;34.782
20691.81;59.415;46.625;34.783
20692.83;59.418;46.623;34.782
20693.84;59.42;46.624;34.782
20694.82;59.42;46.625;34.782
20695.82;59.427;46.622;34.78
20696.81;59.414;46.621;34.779
20697.82;59.415;46.622;34.78
20698.83;59.43;46.622;34.781
20699.85;59.412;46.622;34.78
20700.85;59.413;46.623;34.782
20701.84;59.416;46.623;34.781
20702.84;59.423;46.619;34.777
20703.84;59.412;46.622;34.78
20704.83;59.417;46.621;34.779
20705.83;59.419;46.618;34.777
20706.82;59.423;46.617;34.776
20707.82;59.423;46.617;34.776
20708.81;59.418;46.619;34.778
20709.8;59.42;46.618;34.777
20710.79;59.41;46.618;34.777
20711.79;59.413;46.617;34.776
20712.8;59.413;46.62;34.779
20713.77;59.414;46.62;34.778
20714.78;59.421;46.619;34.777
20715.78;59.421;46.619;34.778
20716.77;59.419;46.618;34.777
20717.78;59.41;46.62;34.778
20718.77;59.46;46.621;34.779
20719.79;59.421;46.622;34.78
20720.8;59.405;46.62;34.778
20721.83;59.411;46.617;34.776
20722.83;59.405;46.618;34.777
20723.84;59.414;46.617;34.775
20724.85;59.416;46.617;34.776
20725.84;59.407;46.616;34.775
20726.83;59.418;46.616;34.775
20727.83;59.422;46.619;34.777
20728.84;59.417;46.615;34.774
20729.85;59.409;46.619;34.777
20730.84;59.409;46.616;34.774
20731.84;59.417;46.617;34.776
20732.84;59.412;46.615;34.774
20733.84;59.402;46.617;34.776
20734.85;59.403;46.616;34.775
20735.86;59.415;46.617;34.776
20736.87;59.408;46.616;34.775
20737.85;59.413;46.615;34.774
20738.84;59.416;46.616;34.775
20739.83;59.4;46.615;34.773
20740.82;59.413;46.615;34.774
20741.82;59.409;46.614;34.773
20742.82;59.416;46.612;34.771
20743.82;59.422;46.613;34.772
20744.81;59.414;46.614;34.773
20745.81;59.407;46.612;34.771
20746.81;59.409;46.613;34.772
20747.8;59.401;46.614;34.772
20748.81;59.421;46.612;34.771
20749.79;59.401;46.612;34.771
20750.79;59.407;46.611;34.77
20751.78;59.418;46.611;34.77
20752.78;59.402;46.613;34.772
20753.76;59.418;46.612;34.771
20754.76;59.408;46.612;34.77
20755.76;59.415;46.613;34.772
20756.77;59.411;46.612;34.771
20757.76;59.403;46.612;34.771
20758.76;59.419;46.612;34.771
20759.74;59.402;46.611;34.77
20760.73;59.408;46.611;34.77
20761.73;59.405;46.612;34.771
20762.73;59.399;46.611;34.769
20763.71;59.416;46.61;34.769
20764.72;59.417;46.611;34.77
20765.72;59.42;46.609;34.768
20766.72;59.405;46.611;34.77
20767.69;59.414;46.608;34.768
20768.71;59.404;46.61;34.769
20769.73;59.403;46.612;34.77
20770.72;59.404;46.611;34.77
20771.71;59.416;46.611;34.77
20772.72;59.421;46.607;34.767
20773.72;59.406;46.609;34.768
20774.7;59.403;46.611;34.77
20775.72;59.395;46.611;34.77
20776.7;59.411;46.612;34.771
20777.69;59.408;46.609;34.768
20778.69;59.405;46.609;34.769
20779.7;59.415;46.608;34.767
20780.7;59.397;46.61;34.769
20781.69;59.403;46.612;34.77
20782.69;59.403;46.608;34.766
20783.7;59.413;46.609;34.768
20784.7;59.412;46.607;34.766
20785.71;59.427;46.607;34.767
20786.72;59.401;46.608;34.767
20787.71;59.417;46.607;34.767
20788.7;59.405;46.608;34.768
20789.7;59.416;46.606;34.766
20790.68;59.403;46.607;34.767
20791.68;59.408;46.607;34.766
20792.68;59.408;46.605;34.764
20793.68;59.407;46.606;34.766
20794.68;59.412;46.603;34.763
20795.69;59.404;46.606;34.766
20796.68;59.42;46.603;34.762
20797.67;59.403;46.604;34.763
