IDs:;240910_01_240906B_drop;13_b01_DNAJB6_00_130_uM;
7015.868;62.059;50.588;38.455
7016.882;62.058;50.592;38.458
7017.885;62.06;50.594;38.46
7018.878;62.063;50.587;38.453
7019.866;62.082;50.595;38.461
7020.866;62.059;50.595;38.46
7021.879;62.061;50.595;38.461
7022.859;62.033;50.59;38.456
7023.851;62.072;50.595;38.46
7024.837;62.079;50.592;38.458
7025.828;62.053;50.592;38.457
7026.815;62.054;50.594;38.459
7027.793;62.044;50.594;38.458
7028.809;62.058;50.59;38.455
7029.788;62.052;50.59;38.455
7030.799;62.048;50.597;38.461
7031.796;62.05;50.594;38.458
7032.801;62.056;50.594;38.459
7033.785;62.065;50.594;38.459
7034.775;62.057;50.591;38.457
7035.774;62.061;50.593;38.458
7036.78;62.054;50.595;38.459
7037.762;62.042;50.593;38.457
7038.756;62.059;50.591;38.455
7039.754;62.042;50.593;38.457
7040.731;62.04;50.593;38.457
7041.739;62.041;50.591;38.455
7042.753;62.041;50.594;38.458
7043.743;62.048;50.592;38.457
7044.736;62.038;50.593;38.458
7045.743;62.034;50.593;38.456
7046.749;62.041;50.59;38.454
7047.757;62.049;50.593;38.457
7048.767;62.027;50.593;38.456
7049.756;62.055;50.591;38.455
7050.746;62.033;50.595;38.458
7051.74;62.031;50.591;38.455
7052.736;62.054;50.592;38.456
7053.736;62.024;50.595;38.457
7054.744;62.025;50.592;38.455
7055.739;62.026;50.596;38.459
7056.734;62.026;50.596;38.459
7057.732;62.037;50.593;38.456
7058.744;62.032;50.593;38.457
7059.735;62.04;50.593;38.456
7060.712;62.036;50.594;38.456
7061.71;62.033;50.593;38.456
7062.714;62.029;50.592;38.455
7063.712;62.023;50.595;38.458
7064.701;62.033;50.595;38.458
7065.696;62.036;50.595;38.458
7066.699;62.049;50.593;38.456
7067.711;62.016;50.597;38.458
7068.709;62.017;50.591;38.454
7069.715;62.005;50.593;38.455
7070.716;62.027;50.591;38.454
7071.725;62.034;50.595;38.457
7072.737;62.039;50.592;38.455
7073.729;62.037;50.595;38.457
7074.728;62.023;50.597;38.459
7075.733;62.014;50.594;38.456
7076.731;62.031;50.596;38.458
7077.725;62.024;50.592;38.454
7078.726;62.029;50.594;38.456
7079.731;62.004;50.596;38.457
7080.741;62.011;50.595;38.456
7081.759;62.006;50.594;38.457
7082.754;61.999;50.597;38.458
7083.755;62.008;50.594;38.456
7084.767;62.015;50.593;38.454
7085.755;62.017;50.595;38.457
7086.773;62.019;50.593;38.455
7087.796;62.045;50.595;38.457
7088.802;62.023;50.595;38.457
7089.817;62.021;50.594;38.455
7090.816;62.031;50.595;38.457
7091.833;62.017;50.596;38.457
7092.823;62.007;50.594;38.455
7093.829;62.008;50.596;38.457
7094.829;62.012;50.595;38.455
7095.82;62.003;50.594;38.455
7096.821;62.007;50.597;38.459
7097.814;61.998;50.595;38.455
7098.818;61.991;50.6;38.46
7099.828;62.013;50.599;38.46
7100.828;62.02;50.596;38.456
7101.818;62.02;50.595;38.456
7102.842;62.005;50.597;38.457
7103.828;61.986;50.597;38.456
7104.821;62.005;50.595;38.456
7105.826;61.978;50.596;38.455
7106.817;62.005;50.598;38.457
7107.81;61.991;50.596;38.456
7108.808;61.997;50.597;38.456
7109.815;61.986;50.597;38.457
7110.802;61.991;50.595;38.455
7111.793;61.983;50.594;38.453
7112.785;61.98;50.594;38.454
7113.782;61.98;50.596;38.455
7114.784;61.98;50.595;38.454
7115.79;61.988;50.596;38.455
7116.804;62.004;50.595;38.454
7117.822;61.99;50.596;38.455
7118.809;62.001;50.594;38.453
7119.807;61.989;50.595;38.454
7120.805;61.988;50.596;38.456
7121.806;61.992;50.593;38.452
7122.813;61.987;50.595;38.454
7123.82;62.008;50.597;38.456
7124.808;61.98;50.596;38.455
7125.802;61.986;50.595;38.454
7126.821;61.982;50.594;38.453
7127.831;61.98;50.594;38.452
7128.814;61.973;50.594;38.452
7129.805;61.974;50.594;38.452
7130.813;61.97;50.596;38.454
7131.813;61.967;50.595;38.453
7132.8;61.983;50.594;38.453
7133.777;61.967;50.593;38.452
7134.784;61.971;50.592;38.45
7135.779;61.98;50.593;38.45
7136.78;61.994;50.594;38.453
7137.784;61.959;50.591;38.449
7138.774;61.973;50.594;38.452
7139.768;61.968;50.592;38.45
7140.773;61.969;50.593;38.451
7141.76;61.969;50.593;38.451
7142.756;61.958;50.593;38.451
7143.76;61.957;50.59;38.448
7144.745;61.96;50.59;38.448
7145.738;61.974;50.59;38.449
7146.732;61.965;50.589;38.448
7147.732;61.968;50.591;38.449
7148.736;61.965;50.593;38.45
7149.743;61.966;50.591;38.448
7150.756;61.975;50.591;38.449
7151.744;61.965;50.59;38.447
7152.735;61.959;50.591;38.448
7153.729;61.963;50.59;38.447
7154.728;61.962;50.591;38.447
7155.732;61.976;50.592;38.45
7156.739;61.94;50.592;38.45
7157.723;61.942;50.59;38.447
7158.711;61.978;50.588;38.446
7159.701;61.972;50.593;38.451
7160.7;61.951;50.591;38.447
7161.713;61.971;50.591;38.449
7162.717;61.963;50.591;38.449
7163.712;61.962;50.59;38.447
7164.708;61.959;50.592;38.448
7165.698;61.954;50.593;38.45
7166.708;61.937;50.591;38.447
7167.724;61.936;50.591;38.447
7168.724;61.947;50.591;38.447
7169.722;61.951;50.592;38.448
7170.698;61.945;50.591;38.447
7171.71;61.952;50.589;38.446
7172.701;61.961;50.591;38.447
7173.7;61.935;50.59;38.446
7174.705;61.952;50.59;38.446
7175.694;61.95;50.593;38.449
7176.699;61.934;50.589;38.445
7177.713;61.941;50.59;38.446
7178.713;61.954;50.588;38.444
7179.713;61.938;50.589;38.445
7180.717;61.924;50.588;38.443
7181.706;61.939;50.589;38.444
7182.681;61.94;50.59;38.445
7183.69;61.919;50.593;38.448
7184.675;61.931;50.588;38.444
7185.66;61.933;50.588;38.444
7186.648;61.933;50.586;38.441
7187.64;61.938;50.592;38.447
7188.638;61.944;50.588;38.444
7189.638;61.919;50.587;38.442
7190.645;61.931;50.588;38.444
7191.635;61.938;50.586;38.441
7192.622;61.924;50.586;38.441
7193.63;61.934;50.587;38.443
7194.639;61.935;50.586;38.442
7195.632;61.933;50.588;38.443
7196.635;61.937;50.588;38.443
7197.646;61.932;50.591;38.445
7198.669;61.934;50.589;38.444
7199.675;61.944;50.59;38.445
7200.669;61.906;50.588;38.443
7201.65;61.904;50.587;38.441
7202.637;61.917;50.589;38.443
7203.634;61.926;50.59;38.445
7204.639;61.924;50.585;38.439
7205.619;61.925;50.588;38.442
7206.607;61.926;50.587;38.441
7207.6;61.924;50.586;38.441
7208.602;61.929;50.585;38.439
7209.606;61.916;50.587;38.441
7210.619;61.92;50.585;38.439
7211.608;61.928;50.586;38.441
7212.6;61.924;50.586;38.441
7213.6;61.904;50.585;38.439
7214.604;61.884;50.588;38.441
7215.615;61.913;50.587;38.44
7216.634;61.916;50.586;38.44
7217.659;61.909;50.586;38.44
7218.631;61.913;50.586;38.44
7219.639;61.912;50.583;38.437
7220.653;61.917;50.587;38.441
7221.666;61.905;50.587;38.44
7222.653;61.909;50.588;38.442
7223.646;61.919;50.588;38.442
7224.64;61.898;50.587;38.441
7225.637;61.913;50.578;38.435
7226.638;61.921;50.586;38.44
7227.643;61.892;50.585;38.438
7228.623;61.892;50.588;38.441
7229.62;61.909;50.588;38.441
7230.62;61.9;50.588;38.441
7231.607;61.901;50.584;38.438
7232.608;61.89;50.587;38.44
7233.606;61.912;50.584;38.438
7234.593;61.888;50.584;38.437
7235.594;61.906;50.584;38.437
7236.588;61.902;50.585;38.438
7237.587;61.904;50.585;38.438
7238.573;61.907;50.585;38.438
7239.577;61.88;50.586;38.438
7240.588;61.892;50.586;38.439
7241.581;61.897;50.586;38.439
7242.58;61.903;50.583;38.436
7243.582;61.905;50.585;38.438
7244.578;61.91;50.583;38.436
7245.576;61.893;50.582;38.434
7246.594;61.905;50.584;38.437
7247.595;61.92;50.581;38.434
7248.6;61.886;50.585;38.437
7249.611;61.892;50.582;38.434
7250.599;61.886;50.584;38.436
7251.592;61.886;50.583;38.436
7252.59;61.888;50.583;38.435
7253.591;61.882;50.586;38.437
7254.603;61.876;50.583;38.434
7255.585;61.887;50.582;38.434
7256.6;61.885;50.583;38.435
7257.621;61.886;50.585;38.437
7258.615;61.89;50.584;38.437
7259.611;61.89;50.583;38.434
7260.609;61.866;50.584;38.436
7261.611;61.878;50.585;38.436
7262.595;61.867;50.583;38.434
7263.592;61.872;50.586;38.437
7264.591;61.878;50.586;38.438
7265.576;61.876;50.584;38.435
7266.554;61.869;50.584;38.436
7267.548;61.869;50.586;38.438
7268.535;61.894;50.583;38.435
7269.511;61.888;50.583;38.434
7270.5;61.875;50.585;38.436
7271.497;61.876;50.586;38.437
7272.499;61.877;50.586;38.438
7273.495;61.871;50.585;38.437
7274.493;61.878;50.582;38.433
7275.5;61.876;50.584;38.435
7276.486;61.864;50.583;38.434
7277.463;61.867;50.581;38.432
7278.47;61.872;50.583;38.435
7279.487;61.846;50.582;38.432
7280.48;61.857;50.581;38.431
7281.494;61.857;50.579;38.43
7282.479;61.861;50.582;38.432
7283.47;61.868;50.58;38.431
7284.468;61.876;50.58;38.431
7285.474;61.847;50.582;38.432
7286.493;61.863;50.582;38.432
7287.491;61.869;50.582;38.433
7288.491;61.872;50.582;38.433
7289.496;61.842;50.582;38.432
7290.502;61.875;50.582;38.432
7291.511;61.858;50.58;38.431
7292.523;61.857;50.581;38.431
7293.539;61.85;50.582;38.433
7294.556;61.853;50.581;38.431
7295.552;61.857;50.581;38.431
7296.551;61.864;50.582;38.433
7297.546;61.859;50.583;38.432
7298.544;61.858;50.583;38.433
7299.532;61.86;50.584;38.434
7300.514;61.842;50.584;38.433
7301.514;61.829;50.583;38.432
7302.51;61.866;50.583;38.432
7303.5;61.843;50.584;38.434
7304.482;61.85;50.582;38.432
7305.472;61.858;50.583;38.432
7306.448;61.845;50.582;38.432
7307.454;61.857;50.583;38.433
7308.445;61.833;50.584;38.433
7309.441;61.842;50.582;38.43
7310.423;61.843;50.58;38.43
7311.41;61.836;50.582;38.431
7312.4;61.837;50.583;38.432
7313.399;61.842;50.581;38.43
7314.41;61.837;50.582;38.431
7315.402;61.834;50.581;38.43
7316.397;61.85;50.582;38.431
7317.4;61.834;50.584;38.433
7318.409;61.833;50.581;38.429
7319.396;61.84;50.583;38.431
7320.393;61.837;50.581;38.431
7321.391;61.836;50.58;38.428
7322.395;61.841;50.582;38.432
7323.408;61.845;50.582;38.431
7324.39;61.826;50.583;38.431
7325.408;61.83;50.585;38.434
7326.397;61.822;50.583;38.431
7327.392;61.841;50.584;38.432
7328.383;61.838;50.585;38.433
7329.382;61.809;50.584;38.432
7330.38;61.822;50.584;38.431
7331.397;61.822;50.585;38.432
7332.408;61.826;50.587;38.435
7333.386;61.83;50.583;38.432
7334.387;61.815;50.585;38.432
7335.398;61.83;50.585;38.433
7336.401;61.821;50.584;38.431
7337.415;61.833;50.583;38.431
7338.42;61.824;50.582;38.429
7339.407;61.83;50.585;38.432
7340.398;61.829;50.588;38.436
7341.401;61.824;50.585;38.432
7342.409;61.81;50.587;38.434
7343.404;61.821;50.586;38.433
7344.404;61.826;50.585;38.432
7345.409;61.818;50.586;38.434
7346.395;61.812;50.583;38.43
7347.521;61.805;50.581;38.428
7348.521;61.798;50.585;38.432
7349.514;61.826;50.583;38.431
7350.52;61.822;50.584;38.43
7351.534;61.783;50.583;38.429
7352.542;61.791;50.581;38.428
7353.559;61.803;50.582;38.429
7354.56;61.801;50.582;38.429
7355.659;61.818;50.583;38.43
7356.651;61.82;50.582;38.428
7357.663;61.798;50.583;38.429
7358.671;61.818;50.584;38.431
7359.664;61.795;50.584;38.43
7360.68;61.797;50.585;38.431
7361.667;61.808;50.586;38.432
7362.684;61.805;50.583;38.429
7363.676;61.813;50.586;38.432
7364.677;61.81;50.585;38.432
7365.681;61.8;50.585;38.431
7366.677;61.804;50.582;38.428
7367.683;61.789;50.584;38.429
7368.694;61.798;50.589;38.434
7369.678;61.794;50.587;38.433
7370.687;61.797;50.586;38.432
7371.691;61.799;50.586;38.431
7372.704;61.779;50.589;38.435
7373.686;61.768;50.582;38.43
7374.675;61.807;50.587;38.432
7375.668;61.779;50.588;38.432
7376.683;61.801;50.589;38.434
7377.686;61.767;50.591;38.434
7378.691;61.786;50.59;38.435
7379.686;61.801;50.588;38.433
7380.693;61.787;50.59;38.434
7381.706;61.779;50.59;38.434
7382.739;61.768;50.592;38.435
7383.728;61.769;50.592;38.435
7384.715;61.797;50.596;38.438
7385.724;61.762;50.587;38.43
7386.714;61.792;50.587;38.431
7387.723;61.803;50.591;38.436
7388.715;61.767;50.589;38.432
7389.728;61.773;50.59;38.434
7390.715;61.788;50.588;38.432
7391.722;61.775;50.593;38.436
7392.7;61.785;50.588;38.432
7393.685;61.788;50.589;38.432
7394.68;61.774;50.591;38.435
7395.685;61.774;50.59;38.433
7396.695;61.773;50.592;38.435
7397.691;61.789;50.59;38.433
7398.674;61.798;50.589;38.432
7399.664;61.764;50.589;38.433
7400.665;61.771;50.587;38.431
7401.665;61.774;50.588;38.432
7402.717;61.766;50.591;38.433
7403.72;61.785;50.588;38.433
7404.702;61.77;50.592;38.434
7405.691;61.772;50.589;38.432
7406.686;61.774;50.588;38.432
7407.705;61.767;50.588;38.431
7408.708;61.763;50.59;38.434
7409.718;61.763;50.59;38.433
7410.836;61.766;50.59;38.434
7411.841;61.772;50.593;38.437
7412.87;61.772;50.592;38.435
7413.87;61.77;50.591;38.434
7414.889;61.77;50.589;38.431
7415.851;61.757;50.592;38.435
7416.867;61.754;50.588;38.43
7417.868;61.765;50.59;38.432
7418.861;61.76;50.591;38.434
7419.859;61.786;50.586;38.429
7420.86;61.755;50.592;38.434
7421.852;61.77;50.59;38.433
7422.858;61.744;50.588;38.43
7423.965;61.77;50.591;38.434
7424.968;61.767;50.59;38.433
7425.953;61.772;50.589;38.431
7426.945;61.759;50.588;38.431
7427.937;61.76;50.585;38.428
7428.928;61.755;50.588;38.43
7429.927;61.761;50.591;38.433
7430.94;61.761;50.591;38.433
7431.939;61.765;50.589;38.431
7432.943;61.771;50.59;38.432
7433.985;61.748;50.59;38.432
7434.979;61.747;50.588;38.43
7435.98;61.776;50.587;38.428
7436.987;61.748;50.587;38.429
7437.99;61.758;50.585;38.428
7438.995;61.749;50.586;38.428
7440.012;61.745;50.587;38.429
7441.016;61.756;50.59;38.431
7442.02;61.75;50.587;38.429
7443.002;61.75;50.587;38.428
7444.002;61.748;50.586;38.428
7444.996;61.739;50.583;38.425
7445.974;61.745;50.588;38.429
7446.971;61.733;50.585;38.425
7447.971;61.797;50.587;38.43
7448.962;61.735;50.587;38.428
7449.953;61.737;50.583;38.424
7450.953;61.74;50.586;38.427
7451.962;61.742;50.58;38.421
7452.968;61.757;50.588;38.43
7453.946;61.743;50.586;38.427
7454.951;61.738;50.586;38.426
7455.95;61.738;50.585;38.426
7456.952;61.736;50.584;38.424
7457.964;61.737;50.584;38.424
7458.981;61.734;50.584;38.425
7459.975;61.742;50.585;38.425
7460.975;61.745;50.586;38.426
7461.981;61.741;50.582;38.423
7462.965;61.736;50.583;38.425
7463.96;61.748;50.584;38.424
7464.958;61.725;50.579;38.419
7465.962;61.733;50.584;38.425
7466.98;61.739;50.581;38.421
7468.001;61.738;50.582;38.422
7468.997;61.73;50.582;38.422
7469.999;61.734;50.582;38.423
7471.004;61.731;50.582;38.422
7472.015;61.725;50.585;38.425
7473;61.722;50.58;38.42
7473.992;61.727;50.58;38.421
7474.985;61.736;50.583;38.423
7475.983;61.736;50.585;38.425
7476.986;61.716;50.58;38.42
7477.992;61.725;50.582;38.422
7479.01;61.722;50.585;38.424
7480.03;61.715;50.582;38.421
7481.026;61.717;50.58;38.419
7482.025;61.705;50.583;38.422
7483.031;61.718;50.577;38.416
7484.006;61.71;50.578;38.418
7485.018;61.724;50.582;38.422
7486.01;61.713;50.577;38.417
7487.012;61.706;50.578;38.417
7488.004;61.714;50.578;38.418
7489.005;61.708;50.575;38.415
7490.024;61.691;50.576;38.416
7491.031;61.727;50.575;38.415
7492.03;61.707;50.576;38.416
7493.011;61.71;50.577;38.418
7494.016;61.705;50.577;38.416
7494.998;61.716;50.575;38.414
7495.984;61.694;50.576;38.416
7496.978;61.702;50.576;38.416
7497.979;61.719;50.573;38.412
7498.987;61.712;50.574;38.413
7499.98;61.709;50.572;38.412
7500.978;61.697;50.576;38.415
7501.985;61.717;50.576;38.416
7502.978;61.692;50.573;38.412
7503.981;61.703;50.574;38.414
7504.996;61.69;50.572;38.411
7505.984;61.688;50.574;38.413
7506.976;61.698;50.576;38.415
7507.974;61.687;50.573;38.412
7508.975;61.702;50.573;38.412
7509.981;61.697;50.573;38.412
7510.994;61.703;50.573;38.412
7512.014;61.679;50.572;38.411
7513.009;61.687;50.573;38.412
7514.008;61.687;50.575;38.413
7515.016;61.69;50.573;38.412
7516.027;61.694;50.571;38.41
7517.01;61.684;50.571;38.409
7518.026;61.704;50.571;38.41
7519.044;61.693;50.569;38.408
7520.037;61.691;50.572;38.411
7521.061;61.689;50.573;38.411
7522.057;61.688;50.575;38.414
7523.055;61.688;50.571;38.408
7524.046;61.699;50.571;38.409
7525.048;61.682;50.573;38.412
7526.043;61.685;50.571;38.409
7527.047;61.696;50.571;38.41
7528.043;61.678;50.575;38.413
7529.026;61.683;50.573;38.411
7530.027;61.687;50.571;38.409
7531.026;61.693;50.57;38.409
7532.033;61.676;50.571;38.409
7533.014;61.683;50.571;38.409
7533.999;61.681;50.57;38.408
7534.999;61.684;50.568;38.406
7535.99;61.68;50.568;38.406
7536.99;61.68;50.572;38.41
7538.003;61.671;50.571;38.408
7539.002;61.681;50.572;38.41
7540.01;61.674;50.57;38.407
7541.015;61.682;50.572;38.41
7541.99;61.669;50.572;38.409
7542.979;61.691;50.569;38.407
7543.969;61.683;50.57;38.408
7544.963;61.68;50.573;38.41
7545.967;61.684;50.572;38.409
7546.976;61.677;50.57;38.407
7547.987;61.679;50.572;38.409
7548.972;61.679;50.572;38.408
7549.967;61.68;50.569;38.406
7550.963;61.675;50.573;38.41
7551.963;61.68;50.57;38.407
7552.966;61.674;50.572;38.409
7553.974;61.683;50.571;38.408
7554.951;61.67;50.572;38.409
7555.963;61.674;50.572;38.409
7556.983;61.673;50.575;38.411
7557.99;61.678;50.573;38.41
7558.994;61.677;50.573;38.409
7560.001;61.675;50.571;38.408
7561;61.664;50.57;38.407
7561.996;61.675;50.575;38.412
7562.988;61.678;50.573;38.411
7563.978;61.676;50.574;38.41
7564.988;61.682;50.572;38.408
7565.961;61.677;50.571;38.408
7566.951;61.668;50.574;38.41
7567.965;61.675;50.576;38.412
7568.958;61.666;50.573;38.408
7569.957;61.671;50.575;38.411
7570.967;61.668;50.575;38.411
7571.962;61.672;50.573;38.409
7572.957;61.661;50.575;38.41
7573.963;61.668;50.575;38.411
7574.975;61.667;50.575;38.411
7575.965;61.666;50.573;38.409
7576.966;61.659;50.571;38.407
7577.954;61.66;50.573;38.409
7578.948;61.664;50.573;38.409
7579.951;61.671;50.573;38.408
7580.942;61.661;50.572;38.408
7581.937;61.665;50.575;38.41
7582.937;61.657;50.573;38.408
7583.915;61.654;50.575;38.41
7584.933;61.654;50.573;38.408
7585.924;61.674;50.573;38.408
7586.924;61.658;50.571;38.406
7587.926;61.662;50.573;38.409
7588.932;61.652;50.574;38.409
7589.946;61.67;50.572;38.408
7590.929;61.668;50.574;38.409
7591.947;61.661;50.572;38.407
7592.937;61.655;50.573;38.408
7593.929;61.666;50.572;38.407
7594.927;61.658;50.572;38.407
7595.928;61.653;50.573;38.408
7596.945;61.657;50.573;38.407
7597.94;61.653;50.574;38.409
7598.943;61.652;50.571;38.406
7599.937;61.655;50.574;38.408
7600.926;61.655;50.574;38.408
7601.936;61.658;50.57;38.404
7602.932;61.655;50.57;38.405
7603.919;61.657;50.572;38.407
7604.918;61.658;50.571;38.406
7605.911;61.652;50.571;38.405
7606.898;61.659;50.573;38.407
7607.888;61.645;50.571;38.406
7608.885;61.655;50.571;38.406
7609.874;61.647;50.572;38.406
7610.869;61.657;50.572;38.407
7611.868;61.66;50.57;38.404
7612.878;61.66;50.571;38.406
7613.863;61.648;50.572;38.406
7614.853;61.65;50.568;38.403
7615.854;61.644;50.572;38.406
7616.859;61.638;50.57;38.404
7617.85;61.643;50.57;38.404
7618.839;61.65;50.57;38.405
7619.847;61.639;50.57;38.404
7620.838;61.642;50.569;38.403
7621.831;61.644;50.57;38.404
7622.824;61.639;50.57;38.404
7623.818;61.625;50.568;38.401
7624.818;61.642;50.57;38.404
7625.82;61.65;50.571;38.405
7626.815;61.651;50.569;38.402
7627.823;61.63;50.569;38.402
7628.814;61.632;50.57;38.404
7629.819;61.633;50.57;38.404
7630.829;61.636;50.568;38.401
7631.818;61.628;50.57;38.403
7632.839;61.641;50.571;38.405
7633.842;61.637;50.57;38.404
7634.83;61.644;50.569;38.403
7635.808;61.629;50.57;38.404
7636.815;61.63;50.567;38.4
7637.803;61.63;50.568;38.401
7638.799;61.63;50.57;38.403
7639.787;61.627;50.571;38.404
7640.782;61.637;50.568;38.4
7641.785;61.632;50.57;38.403
7642.763;61.631;50.569;38.402
7643.759;61.636;50.569;38.401
7644.756;61.637;50.572;38.405
7645.761;61.633;50.571;38.404
7646.768;61.635;50.572;38.405
7647.752;61.619;50.572;38.405
7648.74;61.632;50.569;38.401
7649.731;61.631;50.571;38.404
7650.731;61.622;50.571;38.403
7651.732;61.634;50.571;38.404
7652.739;61.632;50.569;38.402
7653.748;61.627;50.571;38.404
7654.763;61.619;50.57;38.402
7655.755;61.635;50.57;38.403
7656.744;61.622;50.571;38.403
7657.758;61.628;50.571;38.404
7658.75;61.629;50.573;38.405
7659.728;61.621;50.571;38.403
7660.731;61.636;50.569;38.402
7661.729;61.627;50.571;38.404
7662.718;61.622;50.571;38.403
7663.724;61.623;50.568;38.399
7664.74;61.623;50.568;38.399
7665.754;61.618;50.568;38.4
7666.758;61.609;50.569;38.401
7667.747;61.62;50.57;38.402
7668.743;61.631;50.57;38.403
7669.744;61.621;50.569;38.4
7670.742;61.623;50.569;38.401
7671.758;61.61;50.568;38.399
7672.751;61.613;50.572;38.403
7673.761;61.616;50.569;38.4
7674.751;61.611;50.571;38.402
7675.74;61.612;50.57;38.4
7676.739;61.617;50.571;38.403
7677.745;61.606;50.57;38.4
7678.727;61.61;50.572;38.403
7679.717;61.622;50.574;38.405
7680.71;61.619;50.569;38.401
7681.709;61.625;50.57;38.401
7682.714;61.617;50.571;38.403
7683.693;61.612;50.568;38.399
7684.706;61.611;50.571;38.402
7685.696;61.602;50.572;38.402
7686.718;61.611;50.572;38.404
7687.716;61.62;50.575;38.406
7688.715;61.606;50.572;38.402
7689.717;61.598;50.572;38.402
7690.723;61.615;50.573;38.404
7691.73;61.614;50.57;38.401
7692.713;61.611;50.572;38.403
7693.701;61.603;50.574;38.404
7694.693;61.601;50.573;38.403
7695.691;61.613;50.572;38.402
7696.696;61.608;50.572;38.402
7697.684;61.608;50.571;38.4
7698.681;61.597;50.573;38.403
7699.674;61.596;50.574;38.403
7700.66;61.605;50.573;38.402
7701.653;61.593;50.572;38.401
7702.651;61.595;50.573;38.403
7703.64;61.596;50.574;38.403
7704.656;61.589;50.573;38.402
7705.643;61.592;50.576;38.405
7706.641;61.596;50.573;38.403
7707.64;61.594;50.576;38.405
7708.646;61.602;50.576;38.405
7709.651;61.605;50.576;38.405
7710.66;61.593;50.574;38.404
7711.672;61.612;50.573;38.402
7712.664;61.592;50.574;38.403
7713.66;61.597;50.571;38.401
7714.664;61.607;50.572;38.401
7715.676;61.593;50.574;38.403
7716.667;61.593;50.571;38.4
7717.666;61.601;50.572;38.401
7718.669;61.585;50.572;38.4
7719.679;61.617;50.572;38.402
7720.689;61.582;50.572;38.401
7721.677;61.594;50.573;38.402
7722.697;61.598;50.572;38.401
7723.691;61.576;50.574;38.402
7724.69;61.589;50.574;38.403
7725.693;61.581;50.574;38.402
7726.706;61.59;50.574;38.403
7727.693;61.583;50.576;38.405
7728.715;61.585;50.575;38.403
7729.71;61.593;50.573;38.402
7730.739;61.589;50.574;38.403
7731.738;61.578;50.574;38.4
7732.743;61.597;50.574;38.402
7733.75;61.579;50.572;38.4
7734.74;61.586;50.574;38.401
7735.735;61.584;50.575;38.404
7736.73;61.592;50.574;38.403
7737.732;61.58;50.573;38.401
7738.719;61.582;50.575;38.403
7739.718;61.582;50.576;38.404
7740.708;61.587;50.574;38.402
7741.724;61.595;50.576;38.405
7742.743;61.6;50.573;38.402
7743.729;61.584;50.574;38.401
7744.722;61.574;50.575;38.402
7745.731;61.571;50.574;38.402
7746.729;61.588;50.575;38.403
7747.726;61.578;50.575;38.402
7748.73;61.577;50.576;38.403
7749.74;61.559;50.578;38.404
7750.755;61.582;50.577;38.404
7751.754;61.583;50.574;38.401
7752.766;61.579;50.575;38.403
7753.752;61.567;50.576;38.402
7754.752;61.577;50.574;38.401
7755.756;61.583;50.577;38.405
7756.768;61.568;50.575;38.401
7757.754;61.579;50.576;38.403
7758.776;61.572;50.578;38.404
7759.771;61.57;50.576;38.403
7760.771;61.57;50.575;38.402
7761.773;61.578;50.574;38.401
7762.778;61.578;50.576;38.403
7763.783;61.571;50.575;38.402
7764.795;61.575;50.578;38.405
7765.779;61.573;50.576;38.403
7766.799;61.578;50.574;38.401
7767.79;61.576;50.577;38.404
7768.783;61.562;50.575;38.402
7769.78;61.587;50.574;38.401
7770.781;61.535;50.576;38.403
7771.763;61.573;50.575;38.401
7772.757;61.573;50.575;38.401
7773.751;61.577;50.576;38.403
7774.741;61.569;50.575;38.401
7775.743;61.561;50.574;38.4
7776.752;61.565;50.575;38.401
7777.731;61.57;50.573;38.399
7778.736;61.57;50.574;38.4
7779.718;61.568;50.574;38.4
7780.711;61.571;50.574;38.401
7781.716;61.556;50.574;38.399
7782.706;61.563;50.575;38.401
7783.707;61.566;50.572;38.398
7784.694;61.573;50.572;38.399
7785.687;61.559;50.573;38.399
7786.689;61.564;50.574;38.4
7787.669;61.559;50.574;38.4
7788.659;61.564;50.571;38.397
7789.652;61.558;50.573;38.399
7790.657;61.557;50.575;38.4
7791.634;61.555;50.572;38.397
7792.644;61.546;50.576;38.401
7793.63;61.555;50.574;38.399
7794.619;61.56;50.571;38.397
7795.615;61.556;50.572;38.397
7796.613;61.558;50.573;38.399
7797.613;61.541;50.572;38.397
7798.619;61.549;50.573;38.398
7799.626;61.54;50.571;38.396
7800.603;61.558;50.571;38.397
7801.617;61.556;50.571;38.397
7802.642;61.55;50.574;38.398
7803.634;61.563;50.572;38.397
7804.63;61.554;50.571;38.396
7805.633;61.538;50.573;38.397
7806.643;61.552;50.572;38.396
7807.634;61.544;50.571;38.395
7808.629;61.56;50.57;38.396
7809.609;61.539;50.573;38.398
7810.601;61.562;50.57;38.396
7811.589;61.54;50.571;38.396
7812.577;61.551;50.571;38.396
7813.57;61.554;50.572;38.396
7814.585;61.539;50.57;38.395
7815.58;61.544;50.571;38.396
7816.565;61.55;50.569;38.394
7817.55;61.55;50.568;38.393
7818.53;61.542;50.571;38.395
7819.523;61.548;50.57;38.394
7820.517;61.549;50.57;38.395
7821.534;61.548;50.569;38.394
7822.535;61.539;50.573;38.398
7823.508;61.553;50.571;38.396
7824.519;61.544;50.567;38.392
7825.507;61.541;50.568;38.392
7826.519;61.538;50.566;38.391
7827.529;61.545;50.567;38.391
7828.512;61.536;50.568;38.392
7829.499;61.538;50.569;38.393
7830.489;61.533;50.566;38.39
7831.485;61.536;50.566;38.39
7832.486;61.524;50.569;38.392
7833.489;61.541;50.567;38.391
7834.493;61.541;50.569;38.394
7835.5;61.541;50.567;38.391
