IDs:;240715_05_240712D;05_DNAJB6_01_480_uM;
Concentration [uM]:;1.48;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
843.617;56.871;51.82;38.948
844.603;56.855;51.823;38.95
845.593;56.86;51.821;38.948
846.597;56.86;51.823;38.95
847.614;56.861;51.821;38.947
848.608;56.852;51.824;38.95
849.59;56.856;51.824;38.95
850.566;56.845;51.824;38.949
851.572;56.847;51.824;38.95
852.559;56.845;51.825;38.95
853.536;56.847;51.826;38.951
854.555;56.84;51.825;38.948
855.545;56.843;51.825;38.95
856.529;56.841;51.826;38.95
857.523;56.834;51.826;38.948
858.527;56.831;51.828;38.95
859.508;56.824;51.827;38.949
860.512;56.832;51.827;38.949
861.519;56.837;51.828;38.949
862.534;56.83;51.829;38.949
863.53;56.823;51.831;38.952
864.53;56.829;51.828;38.948
865.505;56.824;51.828;38.948
866.519;56.811;51.833;38.953
867.525;56.826;51.83;38.949
868.524;56.827;51.83;38.948
869.517;56.818;51.828;38.946
870.517;56.811;51.831;38.948
871.529;56.813;51.83;38.947
872.538;56.81;51.83;38.948
873.518;56.804;51.832;38.95
874.535;56.808;51.831;38.947
875.521;56.814;51.832;38.947
876.513;56.799;51.833;38.95
877.512;56.812;51.831;38.946
878.512;56.801;51.833;38.949
879.514;56.811;51.83;38.944
880.51;56.804;51.834;38.947
881.502;56.798;51.835;38.949
882.498;56.795;51.833;38.947
883.503;56.797;51.836;38.949
884.501;56.799;51.833;38.945
885.499;56.787;51.835;38.947
886.494;56.797;51.836;38.948
887.478;56.792;51.835;38.948
888.473;56.789;51.836;38.947
889.486;56.783;51.837;38.949
890.476;56.785;51.836;38.947
891.476;56.786;51.836;38.947
892.458;56.785;51.837;38.946
893.458;56.773;51.836;38.946
894.466;56.769;51.837;38.946
895.455;56.777;51.835;38.944
896.473;56.778;51.838;38.947
897.485;56.782;51.835;38.944
898.496;56.777;51.838;38.947
899.479;56.764;51.838;38.946
900.466;56.768;51.837;38.944
901.47;56.765;51.839;38.946
902.477;56.759;51.837;38.943
903.498;56.755;51.838;38.944
904.486;56.753;51.836;38.942
905.505;56.749;51.838;38.944
906.501;56.753;51.837;38.943
907.501;56.75;51.836;38.942
908.503;56.756;51.836;38.941
909.497;56.755;51.835;38.938
910.492;56.75;51.836;38.941
911.489;56.747;51.836;38.939
912.497;56.749;51.838;38.94
913.482;56.746;51.837;38.94
914.476;56.739;51.837;38.94
915.479;56.743;51.838;38.941
916.473;56.739;51.837;38.939
917.459;56.74;51.836;38.937
918.45;56.735;51.836;38.938
919.43;56.733;51.838;38.94
920.433;56.733;51.838;38.939
921.437;56.73;51.839;38.94
922.451;56.73;51.84;38.94
923.436;56.733;51.838;38.938
924.457;56.73;51.84;38.94
925.451;56.729;51.839;38.939
926.425;56.73;51.839;38.938
927.408;56.725;51.842;38.941
928.428;56.722;51.841;38.939
929.423;56.722;51.844;38.942
930.425;56.725;51.841;38.938
931.436;56.718;51.843;38.94
932.431;56.719;51.843;38.94
933.426;56.711;51.843;38.94
934.435;56.715;51.844;38.94
935.445;56.712;51.844;38.939
936.428;56.713;51.845;38.941
937.418;56.715;51.845;38.94
938.412;56.706;51.843;38.939
939.409;56.704;51.846;38.941
940.407;56.709;51.846;38.94
941.403;56.708;51.845;38.938
942.395;56.703;51.848;38.941
943.389;56.701;51.847;38.941
944.368;56.701;51.848;38.94
945.35;56.697;51.847;38.939
946.343;56.7;51.847;38.939
947.354;56.695;51.847;38.939
948.352;56.696;51.848;38.94
949.35;56.713;51.848;38.937
950.346;56.699;51.846;38.937
951.338;56.693;51.85;38.94
952.338;56.689;51.85;38.94
953.315;56.683;51.849;38.938
954.301;56.673;51.85;38.94
955.295;56.687;51.851;38.939
956.296;56.676;51.852;38.941
957.274;56.699;51.853;38.937
958.258;56.671;51.854;38.94
959.25;56.694;51.856;38.939
960.253;56.666;51.856;38.943
961.26;56.687;51.855;38.939
962.255;56.684;51.853;38.937
963.251;56.689;51.851;38.934
964.254;56.669;51.856;38.941
965.261;56.66;51.858;38.942
966.242;56.681;51.855;38.937
967.228;56.681;51.859;38.94
968.218;56.682;51.857;38.938
969.214;56.678;51.858;38.938
970.218;56.647;51.863;38.946
971.222;56.677;51.858;38.937
972.234;56.671;51.861;38.941
973.247;56.672;51.858;38.937
974.23;56.669;51.863;38.941
975.218;56.677;51.863;38.941
976.24;56.659;51.86;38.938
977.226;56.669;51.863;38.94
978.224;56.661;51.863;38.94
979.229;56.659;51.864;38.941
980.219;56.662;51.862;38.938
981.218;56.663;51.862;38.938
982.211;56.652;51.865;38.941
983.21;56.657;51.864;38.94
984.218;56.659;51.863;38.938
985.221;56.649;51.865;38.938
986.234;56.649;51.863;38.937
987.228;56.646;51.863;38.937
988.237;56.637;51.865;38.939
989.229;56.647;51.865;38.938
990.23;56.643;51.863;38.935
991.21;56.636;51.865;38.938
992.199;56.635;51.865;38.939
993.196;56.63;51.868;38.94
994.202;56.642;51.863;38.936
995.213;56.639;51.865;38.936
996.202;56.625;51.863;38.935
997.199;56.631;51.865;38.936
998.174;56.621;51.865;38.937
999.191;56.62;51.867;38.938
1000.183;56.63;51.867;38.938
1001.18;56.622;51.867;38.938
1002.183;56.618;51.868;38.938
1003.19;56.62;51.866;38.936
1004.173;56.628;51.865;38.933
1005.169;56.624;51.868;38.937
1006.162;56.615;51.868;38.937
1007.162;56.613;51.867;38.936
1008.166;56.615;51.868;38.937
1009.162;56.61;51.866;38.934
1010.179;56.607;51.869;38.937
1011.168;56.609;51.868;38.935
1012.161;56.607;51.868;38.935
1013.158;56.608;51.868;38.936
1014.15;56.61;51.866;38.933
1015.145;56.599;51.868;38.933
1016.136;56.605;51.867;38.934
1017.117;56.605;51.869;38.935
1018.118;56.598;51.869;38.933
1019.116;56.596;51.867;38.933
1020.122;56.597;51.866;38.932
1021.103;56.596;51.866;38.931
1022.096;56.599;51.867;38.932
1023.099;56.594;51.868;38.932
1024.095;56.602;51.868;38.931
1025.097;56.594;51.868;38.932
1026.107;56.587;51.867;38.93
1027.1;56.59;51.869;38.932
1028.103;56.589;51.868;38.931
1029.111;56.592;51.866;38.929
1030.107;56.582;51.868;38.93
1031.085;56.589;51.866;38.928
1032.095;56.58;51.87;38.931
1033.095;56.593;51.866;38.928
1034.11;56.577;51.869;38.93
1035.127;56.576;51.867;38.928
1036.122;56.571;51.869;38.929
1037.117;56.584;51.867;38.927
1038.122;56.582;51.868;38.928
1039.099;56.569;51.87;38.929
1040.107;56.567;51.869;38.927
1041.105;56.572;51.869;38.929
1042.087;56.572;51.867;38.926
1043.071;56.565;51.868;38.927
1044.088;56.565;51.869;38.927
1045.077;56.56;51.868;38.926
1046.072;56.559;51.868;38.925
1047.08;56.565;51.868;38.926
1048.093;56.567;51.866;38.923
1049.104;56.562;51.869;38.925
1050.097;56.565;51.867;38.924
1051.102;56.565;51.868;38.925
1052.083;56.556;51.87;38.925
1053.072;56.56;51.868;38.923
1054.057;56.552;51.868;38.924
1055.067;56.557;51.87;38.925
1056.053;56.547;51.87;38.924
1057.046;56.544;51.87;38.926
1058.05;56.545;51.871;38.926
1059.049;56.55;51.869;38.923
1060.056;56.551;51.869;38.923
1061.05;56.548;51.869;38.922
1062.05;56.545;51.871;38.923
1063.034;56.551;51.87;38.923
1064.051;56.547;51.869;38.922
1065.052;56.549;51.869;38.921
1066.058;56.55;51.868;38.92
1067.056;56.545;51.87;38.922
1068.058;56.542;51.868;38.919
1069.065;56.54;51.868;38.92
1070.049;56.533;51.869;38.92
1071.069;56.54;51.869;38.92
1072.056;56.534;51.869;38.92
1073.036;56.539;51.869;38.919
1074.039;56.523;51.871;38.921
1075.046;56.535;51.871;38.92
1076.059;56.52;51.872;38.922
1077.045;56.519;51.872;38.921
1078.021;56.517;51.872;38.922
1079.021;56.52;51.87;38.919
1080.013;56.521;51.871;38.921
1081.008;56.512;51.874;38.922
1082.01;56.512;51.871;38.919
1083.005;56.507;51.872;38.92
1084.004;56.505;51.87;38.917
1085.011;56.512;51.872;38.917
1086.006;56.52;51.869;38.915
1086.987;56.513;51.87;38.915
1087.975;56.513;51.869;38.914
1088.966;56.521;51.87;38.916
1089.947;56.494;51.872;38.918
1090.939;56.5;51.871;38.917
1091.934;56.494;51.872;38.917
1092.921;56.493;51.873;38.918
1093.909;56.496;51.873;38.917
1094.915;56.485;51.872;38.916
1095.902;56.49;51.874;38.918
1096.894;56.486;51.874;38.918
1097.89;56.484;51.873;38.916
1098.896;56.487;51.873;38.917
1099.908;56.486;51.872;38.915
1100.898;56.485;51.873;38.916
1101.899;56.482;51.873;38.917
1102.876;56.475;51.874;38.915
1103.883;56.482;51.874;38.917
1104.89;56.475;51.874;38.915
1105.895;56.479;51.874;38.915
1106.9;56.472;51.873;38.913
1107.909;56.471;51.877;38.917
1108.92;56.469;51.875;38.915
1109.901;56.467;51.878;38.918
1110.889;56.465;51.878;38.918
1111.911;56.462;51.874;38.914
1112.906;56.441;51.874;38.913
1113.904;56.453;51.878;38.917
1114.912;56.45;51.881;38.919
1115.925;56.454;51.878;38.915
1116.927;56.454;51.88;38.918
1117.917;56.45;51.881;38.917
1118.908;56.45;51.88;38.916
1119.907;56.447;51.881;38.918
1120.905;56.445;51.882;38.918
1121.913;56.448;51.881;38.917
1122.921;56.445;51.882;38.918
1123.931;56.449;51.882;38.918
1124.944;56.434;51.882;38.916
1125.943;56.437;51.882;38.916
1126.946;56.433;51.882;38.917
1127.936;56.438;51.883;38.917
1128.958;56.429;51.883;38.917
1129.963;56.433;51.882;38.916
1130.944;56.427;51.884;38.917
1131.959;56.428;51.884;38.917
1132.953;56.409;51.881;38.914
1133.952;56.418;51.883;38.915
1134.965;56.418;51.887;38.918
1135.953;56.411;51.884;38.917
1136.948;56.423;51.884;38.916
1137.963;56.415;51.887;38.918
1138.949;56.414;51.885;38.916
1139.931;56.413;51.885;38.915
1140.917;56.417;51.885;38.915
1141.904;56.407;51.885;38.915
1142.9;56.401;51.886;38.916
1143.901;56.413;51.884;38.914
1144.892;56.408;51.887;38.916
1145.888;56.4;51.884;38.914
1146.878;56.408;51.886;38.915
1147.886;56.402;51.888;38.916
1148.863;56.394;51.886;38.914
1149.876;56.387;51.886;38.914
1150.883;56.388;51.886;38.912
1151.878;56.394;51.888;38.915
1152.886;56.389;51.885;38.912
1153.879;56.38;51.886;38.913
1154.878;56.393;51.886;38.913
1155.89;56.379;51.886;38.912
1156.887;56.384;51.887;38.913
1157.894;56.374;51.887;38.915
1158.904;56.384;51.887;38.913
1159.893;56.372;51.887;38.914
1160.887;56.367;51.885;38.911
1161.872;56.356;51.883;38.908
1162.857;56.368;51.887;38.912
1163.848;56.361;51.887;38.912
1164.842;56.365;51.886;38.911
1165.842;56.369;51.888;38.913
1166.851;56.351;51.886;38.911
1167.837;56.337;51.887;38.911
1168.823;56.36;51.887;38.91
1169.818;56.351;51.886;38.91
1170.816;56.348;51.882;38.904
1171.81;56.332;51.882;38.905
1172.809;56.348;51.886;38.908
1173.798;56.358;51.887;38.91
1174.795;56.348;51.888;38.91
1175.777;56.347;51.887;38.909
1176.782;56.333;51.885;38.905
1177.789;56.345;51.885;38.907
1178.776;56.349;51.885;38.904
1179.766;56.332;51.884;38.905
1180.776;56.314;51.881;38.901
1181.76;56.331;51.885;38.906
1182.762;56.333;51.888;38.91
1183.76;56.336;51.885;38.906
1184.751;56.324;51.884;38.903
1185.741;56.315;51.885;38.905
1186.741;56.311;51.885;38.905
1187.745;56.312;51.885;38.905
1188.728;56.324;51.886;38.905
1189.72;56.313;51.885;38.902
1190.722;56.31;51.884;38.903
1191.74;56.307;51.885;38.902
1192.737;56.3;51.883;38.901
1193.745;56.302;51.885;38.901
1194.739;56.307;51.883;38.9
1195.739;56.299;51.885;38.902
1196.743;56.307;51.884;38.9
1197.748;56.299;51.884;38.9
1198.728;56.312;51.884;38.901
1199.711;56.287;51.885;38.901
1200.699;56.293;51.884;38.9
1201.692;56.285;51.884;38.899
1202.687;56.293;51.883;38.9
1203.686;56.267;51.879;38.894
1204.672;56.281;51.885;38.9
1205.687;56.293;51.884;38.899
1206.682;56.291;51.885;38.898
1207.663;56.283;51.886;38.9
1208.665;56.295;51.884;38.899
1209.656;56.285;51.884;38.898
1210.649;56.272;51.887;38.899
1211.633;56.274;51.887;38.9
1212.633;56.254;51.88;38.893
1213.644;56.281;51.886;38.899
1214.642;56.265;51.884;38.896
1215.643;56.271;51.887;38.9
1216.65;56.279;51.885;38.897
1217.645;56.283;51.885;38.898
1218.646;56.248;51.882;38.894
1219.655;56.265;51.885;38.898
1220.679;56.262;51.886;38.897
1221.679;56.268;51.884;38.896
1222.681;56.263;51.885;38.895
1223.702;56.267;51.885;38.896
1224.725;56.264;51.885;38.896
1225.718;56.263;51.886;38.897
1226.728;56.269;51.887;38.897
1227.744;56.261;51.887;38.896
1228.728;56.255;51.888;38.897
1229.723;56.263;51.887;38.897
1230.712;56.256;51.888;38.897
1231.702;56.249;51.886;38.894
1232.703;56.255;51.888;38.897
1233.722;56.248;51.887;38.894
1234.736;56.249;51.887;38.895
1235.74;56.253;51.889;38.896
1236.728;56.241;51.888;38.895
1237.728;56.24;51.887;38.893
1238.736;56.247;51.888;38.894
1239.729;56.247;51.887;38.894
1240.726;56.239;51.888;38.895
1241.706;56.237;51.888;38.893
1242.719;56.234;51.888;38.893
1243.732;56.244;51.89;38.895
1244.72;56.234;51.89;38.895
1245.715;56.242;51.89;38.896
1246.709;56.236;51.892;38.898
1247.723;56.227;51.891;38.895
1248.724;56.243;51.89;38.895
1249.729;56.251;51.89;38.894
1250.738;56.252;51.891;38.895
1251.752;56.214;51.891;38.896
1252.74;56.219;51.892;38.897
1253.742;56.235;51.894;38.896
1254.742;56.189;51.889;38.892
1255.744;56.217;51.894;38.897
1256.75;56.226;51.89;38.893
1257.762;56.201;51.89;38.893
1258.746;56.215;51.893;38.894
1259.732;56.227;51.895;38.896
1260.724;56.206;51.897;38.899
1261.715;56.209;51.896;38.897
1262.693;56.218;51.896;38.897
1263.689;56.218;51.893;38.893
1264.696;56.225;51.895;38.895
1265.691;56.188;51.89;38.89
1266.689;56.198;51.9;38.899
1267.7;56.203;51.896;38.896
1268.692;56.202;51.9;38.898
1269.689;56.202;51.898;38.897
1270.703;56.195;51.897;38.897
1271.698;56.2;51.899;38.897
1272.675;56.181;51.9;38.899
1273.683;56.194;51.898;38.895
1274.667;56.192;51.9;38.897
1275.663;56.185;51.901;38.899
1276.674;56.195;51.9;38.896
1277.69;56.177;51.9;38.896
1278.682;56.18;51.901;38.897
1279.68;56.173;51.903;38.899
1280.655;56.172;51.9;38.896
1281.64;56.183;51.898;38.895
1282.658;56.153;51.896;38.891
1283.651;56.165;51.9;38.895
1284.651;56.167;51.899;38.893
1285.642;56.156;51.902;38.897
1286.666;56.158;51.902;38.897
1287.67;56.161;51.9;38.895
1288.676;56.167;51.901;38.896
1289.687;56.156;51.902;38.896
1290.699;56.131;51.898;38.89
1291.684;56.155;51.902;38.895
1292.675;56.147;51.902;38.896
1293.667;56.15;51.902;38.895
1294.666;56.145;51.902;38.896
1295.666;56.151;51.9;38.892
1296.662;56.149;51.901;38.894
1297.656;56.156;51.901;38.892
1298.65;56.134;51.902;38.893
1299.635;56.144;51.902;38.892
1300.61;56.099;51.9;38.891
1301.604;56.141;51.903;38.894
1302.584;56.114;51.895;38.886
1303.567;56.125;51.899;38.889
1304.561;56.139;51.9;38.89
1305.569;56.13;51.899;38.889
1306.557;56.096;51.894;38.883
1307.556;56.137;51.898;38.886
1308.539;56.126;51.903;38.893
1309.539;56.118;51.898;38.887
1310.521;56.124;51.905;38.893
1311.503;56.119;51.901;38.889
1312.493;56.124;51.9;38.89
1313.487;56.125;51.899;38.887
1314.486;56.122;51.901;38.888
1315.491;56.115;51.902;38.89
1316.476;56.121;51.902;38.889
1317.463;56.109;51.902;38.89
1318.457;56.111;51.904;38.891
1319.455;56.101;51.9;38.887
1320.455;56.116;51.904;38.891
1321.461;56.073;51.898;38.884
1322.47;56.07;51.898;38.884
1323.478;56.101;51.903;38.889
1324.478;56.107;51.904;38.89
1325.481;56.092;51.901;38.886
1326.459;56.099;51.899;38.884
1327.446;56.088;51.9;38.885
1328.447;56.064;51.896;38.881
1329.444;56.089;51.9;38.884
1330.425;56.089;51.899;38.884
1331.426;56.096;51.904;38.888
1332.425;56.093;51.904;38.887
1333.416;56.084;51.904;38.887
1334.411;56.096;51.906;38.889
1335.407;56.089;51.905;38.888
1336.418;56.081;51.906;38.889
1337.408;56.081;51.904;38.886
1338.411;56.047;51.899;38.88
1339.401;56.077;51.904;38.887
1340.397;56.074;51.904;38.885
1341.402;56.08;51.903;38.885
1342.389;56.075;51.902;38.884
1343.376;56.072;51.903;38.884
1344.389;56.077;51.912;38.891
1345.382;56.07;51.904;38.885
1346.38;56.076;51.904;38.883
1347.383;56.044;51.901;38.88
1348.364;56.07;51.906;38.885
1349.35;56.039;51.901;38.88
1350.345;56.072;51.907;38.886
1351.343;56.075;51.909;38.888
1352.346;56.058;51.905;38.883
1353.353;56.062;51.906;38.885
1354.368;56.057;51.903;38.882
1355.368;56.058;51.906;38.884
1356.37;56.068;51.904;38.88
1357.374;56.056;51.906;38.884
1358.381;56.068;51.905;38.882
1359.392;56.067;51.907;38.885
1360.414;56.052;51.906;38.883
1361.402;56.054;51.905;38.882
1362.397;56.047;51.903;38.88
1363.397;56.05;51.905;38.881
1364.395;56.053;51.906;38.882
1365.386;56.047;51.903;38.878
1366.384;56.043;51.905;38.88
1367.363;56.049;51.904;38.88
1368.353;56.034;51.905;38.88
1369.345;56.038;51.904;38.879
1370.345;56.01;51.899;38.874
1371.331;56.039;51.903;38.878
1372.327;56.007;51.9;38.874
1373.331;56.038;51.904;38.878
1374.341;56.03;51.903;38.877
1375.338;56.035;51.904;38.878
1376.345;56.027;51.903;38.876
1377.342;56.04;51.906;38.88
1378.343;56.029;51.905;38.878
1379.338;55.997;51.898;38.871
1380.34;56.027;51.906;38.879
1381.331;56.021;51.904;38.876
1382.32;55.996;51.9;38.871
1383.302;56.025;51.904;38.876
1384.312;56.019;51.903;38.874
1385.329;56.021;51.903;38.875
1386.319;56.027;51.903;38.873
1387.318;55.986;51.9;38.87
1388.32;56.031;51.905;38.876
1389.327;56.018;51.903;38.874
1390.34;56.025;51.906;38.876
1391.323;55.984;51.9;38.87
1392.313;56.025;51.906;38.876
1393.306;56.016;51.907;38.876
1394.302;56.014;51.904;38.873
1395.303;56.003;51.906;38.874
1396.305;56.001;51.905;38.875
1397.317;56;51.904;38.872
1398.309;56.005;51.904;38.873
1399.302;55.975;51.898;38.866
1400.306;55.997;51.906;38.875
1401.299;56.005;51.903;38.871
1402.31;56.008;51.905;38.873
1403.307;55.997;51.904;38.872
1404.295;55.959;51.899;38.866
1405.279;55.993;51.903;38.87
1406.279;55.993;51.903;38.87
1407.266;55.993;51.903;38.869
1408.284;55.993;51.903;38.871
1409.3;55.991;51.901;38.868
1410.29;55.998;51.905;38.871
1411.288;55.989;51.904;38.87
1412.295;55.982;51.905;38.871
1413.289;55.994;51.905;38.871
1414.292;55.971;51.904;38.869
1415.3;55.98;51.904;38.869
1416.295;55.957;51.9;38.865
1417.288;55.985;51.906;38.871
1418.288;55.983;51.907;38.872
1419.291;55.965;51.905;38.87
1420.268;55.971;51.906;38.87
1421.278;55.969;51.906;38.87
1422.267;55.973;51.903;38.866
1423.288;55.981;51.903;38.867
1424.285;55.978;51.903;38.867
1425.284;55.977;51.904;38.866
1426.288;55.962;51.902;38.864
1427.297;55.972;51.906;38.868
1428.286;55.965;51.905;38.866
1429.281;55.968;51.904;38.866
1430.287;55.964;51.904;38.865
1431.284;55.968;51.905;38.867
1432.298;55.967;51.907;38.869
1433.296;55.968;51.903;38.864
1434.296;55.96;51.904;38.866
1435.294;55.966;51.903;38.863
1436.292;55.964;51.903;38.864
1437.296;55.971;51.903;38.864
1438.312;55.962;51.906;38.867
1439.316;55.959;51.906;38.867
1440.328;55.959;51.905;38.866
1441.325;55.954;51.905;38.865
1442.326;55.955;51.904;38.865
1443.326;55.938;51.907;38.866
1444.312;55.95;51.903;38.861
1445.309;55.948;51.903;38.862
1446.311;55.945;51.905;38.865
1447.295;55.954;51.903;38.861
1448.303;55.95;51.903;38.861
1449.318;55.956;51.905;38.863
1450.31;55.953;51.905;38.862
1451.338;55.938;51.901;38.859
1452.346;55.944;51.905;38.863
1453.358;55.943;51.902;38.86
1454.346;55.941;51.903;38.86
1455.341;55.935;51.904;38.86
1456.34;55.934;51.904;38.862
1457.344;55.932;51.905;38.862
1458.352;55.94;51.907;38.863
1459.335;55.938;51.907;38.862
1460.326;55.929;51.906;38.862
1461.319;55.936;51.907;38.861
1462.303;55.943;51.907;38.862
1463.295;55.94;51.91;38.865
1464.291;55.918;51.908;38.862
1465.289;55.936;51.908;38.863
1466.275;55.937;51.908;38.862
1467.268;55.93;51.908;38.862
1468.258;55.929;51.908;38.861
1469.239;55.928;51.908;38.862
1470.232;55.922;51.908;38.862
1471.21;55.935;51.907;38.86
1472.206;55.877;51.904;38.856
1473.215;55.881;51.905;38.858
1474.206;55.911;51.91;38.862
1475.204;55.929;51.908;38.862
1476.19;55.916;51.91;38.862
1477.186;55.916;51.908;38.86
1478.187;55.909;51.909;38.86
1479.194;55.916;51.91;38.862
1480.187;55.912;51.909;38.86
1481.182;55.912;51.909;38.862
1482.158;55.912;51.909;38.86
1483.165;55.91;51.91;38.86
1484.196;55.923;51.908;38.858
1485.206;55.907;51.906;38.858
1486.221;55.874;51.903;38.854
1487.223;55.901;51.91;38.861
1488.232;55.913;51.909;38.857
1489.243;55.906;51.911;38.86
1490.257;55.9;51.909;38.858
1491.243;55.905;51.913;38.862
1492.234;55.909;51.908;38.857
1493.227;55.904;51.908;38.857
1494.22;55.86;51.906;38.856
1495.223;55.9;51.911;38.86
1496.224;55.854;51.907;38.856
1497.237;55.887;51.914;38.861
1498.234;55.884;51.912;38.86
1499.224;55.89;51.912;38.86
1500.203;55.854;51.909;38.856
1501.214;55.886;51.913;38.86
1502.193;55.849;51.909;38.856
1503.181;55.879;51.917;38.864
1504.161;55.854;51.91;38.856
1505.152;55.88;51.916;38.861
1506.136;55.889;51.912;38.858
1507.119;55.876;51.916;38.861
1508.119;55.847;51.912;38.857
1509.098;55.877;51.914;38.859
1510.084;55.886;51.913;38.858
1511.103;55.843;51.913;38.857
1512.098;55.881;51.915;38.858
1513.11;55.843;51.91;38.856
1514.12;55.835;51.912;38.857
1515.105;55.88;51.917;38.86
1516.095;55.841;51.917;38.859
1517.094;55.872;51.917;38.86
1518.095;55.868;51.917;38.86
1519.102;55.866;51.915;38.857
1520.113;55.865;51.916;38.859
1521.098;55.861;51.919;38.861
1522.085;55.874;51.916;38.857
1523.075;55.859;51.92;38.863
1524.073;55.83;51.913;38.855
1525.072;55.854;51.917;38.859
1526.076;55.82;51.914;38.856
1527.071;55.864;51.916;38.858
1528.062;55.825;51.91;38.851
1529.066;55.854;51.916;38.858
1530.077;55.85;51.916;38.857
1531.073;55.82;51.914;38.855
1532.055;55.813;51.915;38.856
1533.036;55.844;51.918;38.858
1534.022;55.844;51.916;38.856
1535.022;55.847;51.919;38.859
1536.011;55.848;51.92;38.858
1537;55.845;51.918;38.857
1537.992;55.81;51.914;38.853
1538.998;55.811;51.915;38.854
1539.978;55.808;51.913;38.851
1540.991;55.808;51.916;38.854
1542.001;55.81;51.914;38.852
1542.988;55.833;51.92;38.858
1543.981;55.81;51.914;38.852
1544.978;55.8;51.914;38.852
1545.956;55.835;51.918;38.854
1546.947;55.837;51.92;38.856
1547.936;55.843;51.919;38.855
1548.934;55.835;51.918;38.854
1549.936;55.799;51.915;38.852
1550.944;55.799;51.915;38.852
1551.927;55.833;51.919;38.854
1552.916;55.801;51.918;38.853
1553.907;55.795;51.915;38.851
1554.907;55.79;51.914;38.849
1555.908;55.795;51.914;38.849
1556.912;55.82;51.92;38.854
1557.892;55.795;51.914;38.85
1558.877;55.8;51.915;38.85
1559.896;55.827;51.919;38.852
1560.888;55.792;51.915;38.849
1561.891;55.817;51.919;38.853
1562.899;55.792;51.915;38.849
1563.885;55.785;51.918;38.852
1564.878;55.791;51.915;38.849
1565.88;55.783;51.918;38.852
1566.875;55.788;51.915;38.848
1567.862;55.792;51.916;38.849
1568.858;55.783;51.917;38.85
1569.862;55.786;51.916;38.849
1570.844;55.775;51.916;38.849
1571.86;55.78;51.918;38.851
1572.856;55.781;51.915;38.847
1573.852;55.788;51.916;38.847
1574.86;55.777;51.916;38.847
1575.875;55.778;51.916;38.847
1576.87;55.771;51.916;38.849
1577.867;55.772;51.915;38.847
1578.863;55.768;51.918;38.85
1579.862;55.774;51.915;38.845
1580.868;55.77;51.918;38.849
1581.854;55.798;51.918;38.847
1582.846;55.799;51.922;38.851
1583.857;55.768;51.917;38.848
1584.846;55.76;51.917;38.848
1585.867;55.803;51.921;38.85
1586.851;55.763;51.916;38.847
1587.837;55.767;51.914;38.844
1588.829;55.762;51.916;38.846
1589.826;55.764;51.914;38.843
1590.825;55.757;51.914;38.843
1591.829;55.758;51.915;38.844
1592.842;55.762;51.915;38.842
1593.823;55.759;51.914;38.842
1594.812;55.761;51.915;38.843
1595.8;55.789;51.918;38.847
1596.796;55.782;51.916;38.842
1597.792;55.792;51.92;38.848
1598.791;55.761;51.914;38.842
1599.797;55.761;51.913;38.84
1600.806;55.786;51.918;38.846
1601.801;55.754;51.916;38.843
1602.799;55.779;51.917;38.842
1603.809;55.771;51.913;38.839
1604.813;55.779;51.919;38.843
1605.814;55.751;51.917;38.843
1606.811;55.777;51.917;38.841
1607.788;55.773;51.918;38.842
1608.768;55.747;51.917;38.843
1609.777;55.753;51.914;38.84
1610.769;55.744;51.916;38.841
1611.754;55.778;51.916;38.839
1612.769;55.771;51.917;38.84
1613.79;55.775;51.92;38.844
1614.786;55.769;51.914;38.837
1615.781;55.768;51.916;38.839
1616.802;55.767;51.916;38.838
1617.802;55.764;51.915;38.836
1618.808;55.767;51.917;38.838
1619.801;55.76;51.915;38.836
1620.797;55.762;51.914;38.836
1621.797;55.761;51.915;38.837
1622.808;55.765;51.913;38.835
1623.791;55.762;51.913;38.834
1624.781;55.758;51.916;38.836
1625.781;55.76;51.916;38.836
1626.783;55.766;51.916;38.836
1627.789;55.758;51.916;38.836
1628.798;55.748;51.915;38.836
1629.812;55.759;51.913;38.834
1630.837;55.759;51.919;38.841
1631.848;55.758;51.914;38.835
1632.843;55.752;51.919;38.841
1633.833;55.758;51.913;38.833
1634.826;55.754;51.914;38.832
1635.813;55.757;51.915;38.834
1636.808;55.725;51.914;38.834
1637.809;55.754;51.913;38.832
1638.799;55.761;51.919;38.836
1639.796;55.751;51.914;38.833
1640.803;55.75;51.917;38.835
1641.792;55.742;51.916;38.834
1642.774;55.746;51.914;38.832
1643.766;55.725;51.912;38.832
1644.769;55.716;51.916;38.834
1645.772;55.741;51.914;38.831
1646.768;55.741;51.914;38.832
1647.765;55.733;51.916;38.833
1648.757;55.74;51.915;38.832
1649.751;55.741;51.917;38.833
1650.753;55.713;51.912;38.831
1651.762;55.7;51.914;38.832
1652.748;55.71;51.915;38.833
1653.738;55.738;51.92;38.836
1654.737;55.739;51.913;38.829
1655.737;55.736;51.919;38.836
1656.742;55.707;51.915;38.833
1657.751;55.703;51.912;38.829
1658.763;55.727;51.917;38.832
1659.749;55.736;51.918;38.834
1660.738;55.707;51.916;38.832
1661.733;55.735;51.914;38.829
1662.744;55.701;51.913;38.828
1663.738;55.694;51.913;38.829
1664.737;55.736;51.92;38.834
1665.728;55.689;51.915;38.832
1666.732;55.727;51.916;38.831
1667.747;55.701;51.912;38.829
1668.743;55.727;51.915;38.83
