IDs:;240715_05_240712D;05_DNAJB6_01_480_uM;
Concentration [uM]:;1.48;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2485.631;55.069;51.9;38.702
2486.635;55.072;51.899;38.703
2487.61;55.083;51.903;38.706
2488.622;55.082;51.902;38.704
2489.614;55.082;51.902;38.705
2490.606;55.068;51.902;38.704
2491.601;55.065;51.9;38.702
2492.6;55.066;51.902;38.704
2493.609;55.081;51.903;38.704
2494.616;55.065;51.9;38.703
2495.596;55.065;51.902;38.703
2496.61;55.067;51.899;38.701
2497.599;55.064;51.901;38.703
2498.591;55.063;51.902;38.704
2499.59;55.077;51.901;38.702
2500.583;55.058;51.899;38.7
2501.573;55.062;51.898;38.7
2502.56;55.062;51.898;38.699
2503.537;55.064;51.898;38.7
2504.527;55.058;51.901;38.701
2505.523;55.076;51.903;38.704
2506.532;55.057;51.901;38.701
2507.527;55.084;51.904;38.705
2508.529;55.056;51.9;38.7
2509.519;55.056;51.901;38.701
2510.519;55.057;51.9;38.701
2511.516;55.066;51.901;38.7
2512.521;55.052;51.901;38.701
2513.533;55.072;51.9;38.7
2514.526;55.07;51.902;38.702
2515.526;55.05;51.9;38.699
2516.531;55.068;51.902;38.702
2517.551;55.054;51.898;38.697
2518.554;55.073;51.901;38.701
2519.562;55.045;51.9;38.698
2520.575;55.058;51.903;38.702
2521.565;55.072;51.905;38.702
2522.569;55.051;51.899;38.699
2523.574;55.051;51.897;38.697
2524.551;55.048;51.9;38.698
2525.536;55.047;51.897;38.696
2526.529;55.046;51.898;38.698
2527.528;55.049;51.898;38.696
2528.507;55.052;51.896;38.695
2529.518;55.047;51.898;38.697
2530.532;55.044;51.899;38.696
2531.522;55.044;51.898;38.697
2532.517;55.04;51.897;38.696
2533.514;55.039;51.897;38.694
2534.531;55.069;51.901;38.699
2535.544;55.067;51.903;38.701
2536.529;55.06;51.899;38.696
2537.527;55.04;51.897;38.695
2538.51;55.035;51.898;38.695
2539.487;55.035;51.898;38.695
2540.475;55.038;51.899;38.696
2541.473;55.037;51.898;38.695
2542.464;55.051;51.9;38.697
2543.464;55.039;51.898;38.695
2544.463;55.035;51.897;38.695
2545.44;55.06;51.901;38.697
2546.43;55.039;51.898;38.695
2547.442;55.042;51.898;38.693
2548.43;55.037;51.898;38.695
2549.424;55.032;51.899;38.696
2550.422;55.032;51.897;38.693
2551.412;55.032;51.896;38.693
2552.415;55.036;51.898;38.696
2553.422;55.03;51.896;38.692
2554.436;55.037;51.897;38.694
2555.43;55.062;51.901;38.696
2556.425;55.029;51.899;38.695
2557.422;55.034;51.898;38.693
2558.431;55.026;51.896;38.692
2559.441;55.041;51.898;38.693
2560.453;55.029;51.897;38.693
2561.438;55.033;51.895;38.691
2562.433;55.031;51.896;38.691
2563.428;55.029;51.898;38.693
2564.427;55.029;51.895;38.69
2565.427;55.034;51.894;38.689
2566.432;55.023;51.897;38.692
2567.434;55.03;51.896;38.692
2568.425;55.04;51.898;38.693
2569.419;55.02;51.895;38.691
2570.401;55.018;51.896;38.69
2571.386;55.024;51.895;38.69
2572.382;55.055;51.903;38.697
2573.392;55.022;51.895;38.689
2574.394;55.015;51.897;38.691
2575.399;55.009;51.896;38.69
2576.387;55.021;51.896;38.689
2577.385;55.021;51.895;38.691
2578.375;55.019;51.898;38.691
2579.37;55.055;51.909;38.699
2580.352;55.016;51.896;38.69
2581.339;55.02;51.898;38.69
2582.337;55.019;51.896;38.688
2583.345;55.021;51.894;38.686
2584.329;55.02;51.896;38.69
2585.32;55.015;51.893;38.686
2586.319;55.014;51.895;38.688
2587.325;55.018;51.893;38.686
2588.343;55.018;51.895;38.688
2589.334;55.011;51.894;38.687
2590.334;55.011;51.895;38.688
2591.339;55.012;51.894;38.686
2592.317;55.008;51.889;38.682
2593.334;55.013;51.896;38.688
2594.355;55.002;51.895;38.687
2595.353;55.009;51.893;38.685
2596.354;55.009;51.892;38.683
2597.359;55.008;51.894;38.686
2598.366;55.007;51.892;38.684
2599.348;55.002;51.891;38.683
2600.364;55.004;51.89;38.683
2601.385;55.006;51.893;38.685
2602.377;55.004;51.892;38.683
2603.369;55.005;51.892;38.683
2604.367;55.001;51.893;38.684
2605.366;55.005;51.892;38.682
2606.381;54.999;51.891;38.682
2607.382;54.998;51.89;38.681
2608.376;55.002;51.891;38.683
2609.367;55.008;51.894;38.685
2610.343;55.004;51.892;38.684
2611.333;54.997;51.89;38.682
2612.335;55.004;51.891;38.683
2613.315;54.998;51.892;38.684
2614.313;55.007;51.893;38.684
2615.319;55.002;51.893;38.683
2616.32;55.018;51.895;38.685
2617.307;55.002;51.893;38.684
2618.323;55.01;51.896;38.686
2619.311;54.993;51.888;38.679
2620.28;55;51.89;38.68
2621.283;55.002;51.895;38.685
2622.27;55.004;51.895;38.685
2623.265;55.004;51.893;38.682
2624.265;55.003;51.897;38.687
2625.254;55.004;51.898;38.687
2626.274;54.997;51.896;38.685
2627.27;55.003;51.897;38.686
2628.284;55.005;51.899;38.688
2629.288;54.999;51.894;38.684
2630.273;55;51.895;38.685
2631.26;55;51.894;38.683
2632.255;54.999;51.895;38.684
2633.257;54.997;51.895;38.683
2634.263;55;51.895;38.686
2635.242;54.993;51.897;38.686
2636.222;55.004;51.897;38.687
2637.236;54.996;51.899;38.687
2638.253;55.023;51.896;38.685
2639.246;54.993;51.896;38.685
2640.244;54.982;51.896;38.685
2641.249;54.994;51.897;38.685
2642.249;54.997;51.898;38.686
2643.241;54.995;51.898;38.685
2644.231;54.997;51.896;38.684
2645.23;54.996;51.897;38.685
2646.229;54.995;51.896;38.684
2647.22;54.979;51.893;38.681
2648.224;54.99;51.896;38.684
2649.211;54.992;51.896;38.683
2650.201;54.989;51.898;38.686
2651.203;54.977;51.897;38.685
2652.21;54.986;51.9;38.686
2653.21;54.984;51.899;38.686
2654.22;54.987;51.898;38.684
2655.217;54.992;51.898;38.686
2656.221;54.984;51.899;38.685
2657.218;54.993;51.902;38.689
2658.221;54.979;51.897;38.684
2659.232;54.988;51.901;38.688
2660.219;54.991;51.9;38.686
2661.219;54.977;51.897;38.684
2662.235;54.982;51.895;38.682
2663.264;54.982;51.902;38.688
2664.264;54.992;51.9;38.686
2665.275;54.983;51.902;38.688
2666.26;54.989;51.899;38.684
2667.243;54.974;51.899;38.684
2668.252;55.002;51.905;38.69
2669.235;54.984;51.904;38.689
2670.252;54.988;51.902;38.688
2671.272;54.985;51.901;38.686
2672.266;54.982;51.903;38.687
2673.262;54.977;51.902;38.686
2674.263;54.981;51.901;38.686
2675.26;54.981;51.901;38.686
2676.25;54.978;51.901;38.686
2677.263;54.969;51.898;38.682
2678.248;54.973;51.901;38.685
2679.26;54.97;51.902;38.684
2680.261;54.973;51.899;38.683
2681.251;54.964;51.895;38.679
2682.253;54.976;51.898;38.682
2683.259;54.972;51.897;38.681
2684.237;54.964;51.896;38.68
2685.25;54.973;51.899;38.683
2686.247;54.965;51.9;38.683
2687.25;54.959;51.899;38.682
2688.242;54.959;51.898;38.682
2689.24;54.965;51.9;38.682
2690.243;54.968;51.902;38.685
2691.229;54.958;51.902;38.685
2692.221;54.971;51.9;38.682
2693.22;54.97;51.9;38.683
2694.225;54.962;51.9;38.682
2695.237;54.957;51.898;38.68
2696.243;54.961;51.901;38.683
2697.252;54.955;51.898;38.681
2698.263;54.953;51.895;38.678
2699.248;54.958;51.896;38.679
2700.271;54.955;51.895;38.677
2701.267;54.94;51.896;38.678
2702.271;54.96;51.9;38.68
2703.262;54.951;51.894;38.677
2704.258;54.966;51.9;38.681
2705.259;54.971;51.897;38.678
2706.265;54.954;51.897;38.679
2707.257;54.958;51.9;38.681
2708.238;54.946;51.893;38.676
2709.235;54.953;51.898;38.679
2710.233;54.954;51.898;38.679
2711.251;54.951;51.898;38.68
2712.253;54.948;51.898;38.678
2713.253;54.943;51.895;38.676
2714.25;54.952;51.9;38.68
2715.258;54.942;51.893;38.673
2716.254;54.953;51.896;38.676
2717.254;54.954;51.895;38.676
2718.252;54.944;51.89;38.672
2719.26;54.935;51.895;38.675
2720.253;54.944;51.896;38.676
2721.264;54.936;51.895;38.675
2722.259;54.937;51.893;38.672
2723.259;54.932;51.895;38.675
2724.243;54.936;51.893;38.673
2725.236;54.949;51.895;38.675
2726.232;54.962;51.907;38.684
2727.237;54.938;51.897;38.676
2728.221;54.932;51.895;38.674
2729.221;54.94;51.898;38.677
2730.226;54.93;51.895;38.674
2731.233;54.948;51.903;38.68
2732.214;54.932;51.895;38.675
2733.207;54.94;51.897;38.677
2734.205;54.942;51.897;38.675
2735.207;54.952;51.9;38.678
2736.21;54.932;51.892;38.671
2737.218;54.928;51.896;38.675
2738.23;54.939;51.898;38.676
2739.213;54.927;51.893;38.672
2740.218;54.929;51.895;38.673
2741.223;54.932;51.893;38.671
2742.216;54.927;51.895;38.673
2743.205;54.933;51.896;38.674
2744.2;54.933;51.891;38.671
2745.181;54.926;51.895;38.674
2746.166;54.923;51.894;38.672
2747.163;54.927;51.891;38.67
2748.148;54.926;51.892;38.67
2749.147;54.945;51.898;38.676
2750.156;54.93;51.896;38.672
2751.151;54.928;51.896;38.673
2752.146;54.922;51.894;38.671
2753.145;54.921;51.895;38.672
2754.16;54.923;51.895;38.673
2755.176;54.914;51.896;38.672
2756.189;54.922;51.892;38.67
2757.188;54.919;51.894;38.671
2758.186;54.931;51.895;38.671
2759.188;54.923;51.896;38.673
2760.198;54.913;51.894;38.67
2761.19;54.921;51.89;38.668
2762.19;54.92;51.895;38.671
2763.192;54.912;51.895;38.671
2764.205;54.917;51.894;38.671
2765.219;54.919;51.894;38.671
2766.205;54.915;51.895;38.671
2767.2;54.923;51.894;38.67
2768.198;54.917;51.893;38.668
2769.197;54.911;51.894;38.67
2770.198;54.913;51.893;38.668
2771.171;54.915;51.892;38.667
2772.154;54.915;51.89;38.666
2773.138;54.923;51.895;38.671
2774.136;54.912;51.894;38.669
2775.137;54.908;51.893;38.668
2776.143;54.904;51.894;38.669
2777.138;54.911;51.891;38.666
2778.13;54.901;51.895;38.669
2779.123;54.914;51.893;38.668
2780.129;54.907;51.891;38.666
2781.125;54.915;51.891;38.667
2782.116;54.934;51.895;38.67
2783.122;54.914;51.893;38.667
2784.107;54.905;51.891;38.667
2785.106;54.903;51.888;38.663
2786.098;54.904;51.89;38.665
2787.098;54.901;51.891;38.666
2788.111;54.908;51.889;38.663
2789.119;54.908;51.891;38.665
2790.108;54.901;51.892;38.665
2791.131;54.908;51.894;38.668
2792.134;54.913;51.895;38.669
2793.146;54.903;51.893;38.668
2794.145;54.905;51.891;38.665
2795.144;54.906;51.893;38.667
2796.146;54.9;51.893;38.666
2797.147;54.907;51.892;38.667
2798.132;54.898;51.893;38.666
2799.121;54.9;51.891;38.664
2800.114;54.899;51.891;38.665
2801.128;54.898;51.889;38.663
2802.144;54.902;51.892;38.666
2803.134;54.9;51.893;38.667
2804.128;54.935;51.894;38.667
2805.127;54.901;51.892;38.665
2806.126;54.898;51.891;38.664
2807.127;54.898;51.894;38.667
2808.133;54.897;51.89;38.664
2809.12;54.901;51.887;38.66
2810.111;54.894;51.892;38.664
2811.106;54.894;51.893;38.665
2812.097;54.896;51.894;38.666
2813.099;54.889;51.893;38.665
2814.11;54.89;51.891;38.663
2815.109;54.89;51.895;38.667
2816.103;54.911;51.894;38.666
2817.084;54.894;51.891;38.663
2818.078;54.892;51.888;38.661
2819.08;54.893;51.891;38.664
2820.094;54.896;51.889;38.661
2821.106;54.895;51.889;38.661
2822.097;54.889;51.889;38.662
2823.083;54.89;51.89;38.662
2824.071;54.886;51.892;38.664
2825.05;54.886;51.891;38.663
2826.053;54.893;51.89;38.661
2827.063;54.891;51.891;38.663
2828.063;54.887;51.891;38.662
2829.063;54.884;51.89;38.662
2830.069;54.886;51.889;38.661
2831.078;54.891;51.89;38.662
2832.094;54.884;51.89;38.661
2833.113;54.887;51.89;38.661
2834.108;54.893;51.893;38.663
2835.106;54.884;51.892;38.663
2836.076;54.888;51.89;38.661
2837.081;54.88;51.891;38.661
2838.092;54.88;51.891;38.662
2839.075;54.884;51.89;38.661
2840.063;54.876;51.888;38.659
2841.056;54.884;51.891;38.661
2842.053;54.893;51.892;38.663
2843.045;54.886;51.889;38.659
2844.044;54.877;51.891;38.661
2845.021;54.877;51.893;38.663
2846.02;54.888;51.895;38.664
2847.028;54.884;51.891;38.662
2848.023;54.877;51.89;38.66
2849.018;54.875;51.893;38.661
2850.015;54.877;51.892;38.662
2851.023;54.874;51.891;38.66
2852.011;54.885;51.894;38.663
2853.001;54.874;51.891;38.661
2854.012;54.874;51.888;38.658
2855.009;54.878;51.893;38.661
2856.01;54.873;51.889;38.659
2856.999;54.883;51.895;38.663
2857.996;54.877;51.89;38.66
2858.971;54.878;51.889;38.659
2859.981;54.873;51.889;38.658
2860.971;54.87;51.893;38.662
2861.966;54.874;51.891;38.659
2862.966;54.872;51.889;38.658
2863.952;54.869;51.893;38.66
2864.969;54.868;51.888;38.657
2865.962;54.868;51.891;38.66
2866.963;54.87;51.89;38.657
2867.969;54.869;51.89;38.658
2868.977;54.864;51.889;38.657
2869.96;54.87;51.889;38.657
2870.949;54.868;51.891;38.659
2871.946;54.868;51.889;38.658
2872.96;54.867;51.889;38.657
2873.954;54.865;51.89;38.658
2874.955;54.866;51.888;38.655
2875.958;54.864;51.889;38.657
2876.965;54.867;51.887;38.655
2877.949;54.865;51.888;38.656
2878.941;54.865;51.89;38.658
2879.935;54.86;51.887;38.655
2880.919;54.859;51.888;38.655
2881.918;54.865;51.888;38.655
2882.9;54.86;51.888;38.655
2883.899;54.857;51.887;38.654
2884.886;54.863;51.892;38.657
2885.866;54.854;51.887;38.654
2886.852;54.855;51.887;38.654
2887.851;54.859;51.888;38.654
2888.867;54.858;51.888;38.655
2889.87;54.86;51.887;38.653
2890.852;54.851;51.887;38.653
2891.839;54.856;51.885;38.651
2892.849;54.851;51.885;38.651
2893.864;54.858;51.888;38.654
2894.881;54.866;51.885;38.653
2895.887;54.853;51.884;38.65
2896.88;54.854;51.882;38.648
2897.874;54.854;51.886;38.652
2898.871;54.853;51.885;38.65
2899.872;54.851;51.886;38.652
2900.848;54.85;51.884;38.649
2901.837;54.849;51.884;38.649
2902.829;54.847;51.881;38.646
2903.829;54.85;51.881;38.648
2904.833;54.848;51.881;38.647
2905.844;54.844;51.882;38.647
2906.862;54.845;51.88;38.646
2907.851;54.846;51.883;38.649
2908.845;54.841;51.883;38.648
2909.842;54.843;51.881;38.646
2910.846;54.84;51.88;38.646
2911.856;54.842;51.881;38.646
2912.866;54.845;51.882;38.648
2913.847;54.841;51.884;38.648
2914.835;54.84;51.88;38.645
2915.829;54.844;51.881;38.646
2916.827;54.84;51.882;38.647
2917.837;54.847;51.881;38.646
2918.836;54.838;51.882;38.647
2919.829;54.838;51.882;38.647
2920.818;54.837;51.879;38.644
2921.809;54.84;51.881;38.646
2922.827;54.838;51.88;38.644
2923.847;54.838;51.88;38.643
2924.859;54.84;51.882;38.646
2925.843;54.842;51.88;38.645
2926.854;54.84;51.88;38.645
2927.851;54.838;51.881;38.645
2928.858;54.835;51.88;38.644
2929.875;54.835;51.88;38.643
2930.874;54.846;51.881;38.645
2931.879;54.834;51.882;38.646
2932.881;54.84;51.883;38.646
2933.885;54.833;51.881;38.645
2934.881;54.83;51.878;38.641
2935.882;54.834;51.878;38.643
2936.889;54.829;51.879;38.642
2937.869;54.83;51.878;38.642
2938.859;54.83;51.879;38.642
2939.852;54.832;51.88;38.643
2940.85;54.831;51.879;38.643
2941.852;54.834;51.878;38.643
2942.831;54.832;51.881;38.644
2943.841;54.833;51.88;38.643
2944.83;54.831;51.879;38.642
2945.824;54.83;51.879;38.643
2946.824;54.829;51.878;38.641
2947.826;54.831;51.88;38.642
2948.8;54.831;51.88;38.642
2949.811;54.831;51.878;38.641
2950.8;54.835;51.883;38.645
2951.789;54.836;51.879;38.642
2952.787;54.826;51.877;38.64
2953.792;54.826;51.878;38.642
2954.795;54.826;51.878;38.64
2955.805;54.825;51.878;38.64
2956.81;54.822;51.878;38.64
2957.802;54.835;51.881;38.643
2958.812;54.825;51.878;38.64
2959.831;54.827;51.878;38.641
2960.824;54.82;51.878;38.639
2961.814;54.82;51.877;38.638
2962.811;54.829;51.879;38.641
2963.801;54.821;51.878;38.64
2964.8;54.819;51.879;38.64
2965.809;54.824;51.876;38.638
2966.797;54.821;51.877;38.638
2967.79;54.821;51.877;38.64
2968.776;54.821;51.879;38.641
2969.762;54.823;51.876;38.638
2970.763;54.827;51.878;38.639
2971.745;54.82;51.878;38.639
2972.761;54.826;51.875;38.637
2973.75;54.82;51.876;38.638
2974.747;54.819;51.876;38.638
2975.75;54.82;51.877;38.638
2976.758;54.82;51.877;38.638
2977.737;54.819;51.877;38.638
2978.752;54.823;51.877;38.639
2979.741;54.822;51.876;38.638
2980.737;54.816;51.876;38.637
2981.736;54.819;51.877;38.638
2982.742;54.817;51.876;38.637
2983.75;54.816;51.876;38.638
2984.764;54.817;51.875;38.636
2985.783;54.818;51.877;38.638
2986.807;54.813;51.878;38.639
2987.795;54.813;51.876;38.637
2988.79;54.815;51.875;38.635
2989.793;54.815;51.877;38.638
2990.794;54.813;51.878;38.638
2991.787;54.815;51.876;38.636
2992.797;54.814;51.877;38.637
2993.793;54.809;51.875;38.635
2994.775;54.809;51.877;38.637
2995.77;54.819;51.881;38.64
2996.757;54.809;51.877;38.636
2997.753;54.808;51.877;38.636
2998.745;54.816;51.881;38.64
2999.721;54.81;51.878;38.637
3000.721;54.807;51.877;38.636
3001.72;54.814;51.879;38.638
3002.734;54.807;51.875;38.634
3003.731;54.811;51.879;38.639
3004.717;54.812;51.875;38.635
3005.731;54.805;51.877;38.636
3006.725;54.809;51.877;38.636
3007.728;54.806;51.875;38.634
3008.731;54.803;51.877;38.636
3009.717;54.805;51.877;38.637
3010.706;54.818;51.879;38.637
3011.699;54.808;51.878;38.636
3012.697;54.802;51.879;38.637
3013.701;54.809;51.881;38.638
3014.68;54.812;51.878;38.636
3015.696;54.804;51.877;38.635
3016.686;54.803;51.879;38.636
3017.679;54.806;51.878;38.637
3018.656;54.806;51.878;38.636
3019.664;54.803;51.876;38.634
3020.653;54.805;51.879;38.636
3021.641;54.805;51.878;38.636
3022.632;54.81;51.877;38.635
3023.627;54.806;51.876;38.635
3024.623;54.805;51.878;38.637
3025.628;54.803;51.877;38.634
3026.614;54.807;51.878;38.636
3027.612;54.809;51.878;38.636
3028.622;54.806;51.877;38.635
3029.618;54.807;51.878;38.636
3030.618;54.804;51.878;38.635
3031.606;54.806;51.878;38.635
3032.605;54.804;51.879;38.636
3033.606;54.806;51.879;38.636
3034.592;54.81;51.881;38.638
3035.6;54.802;51.879;38.636
3036.592;54.804;51.879;38.636
3037.591;54.802;51.879;38.636
3038.598;54.8;51.877;38.634
3039.591;54.799;51.878;38.635
3040.602;54.799;51.879;38.634
3041.606;54.801;51.879;38.636
3042.581;54.798;51.879;38.636
3043.585;54.798;51.877;38.632
3044.589;54.804;51.881;38.637
3045.598;54.797;51.879;38.635
3046.612;54.8;51.877;38.634
3047.631;54.796;51.878;38.633
3048.621;54.794;51.878;38.634
3049.617;54.793;51.877;38.633
3050.621;54.794;51.878;38.633
3051.597;54.797;51.879;38.635
3052.607;54.799;51.876;38.632
3053.608;54.8;51.88;38.636
3054.615;54.798;51.881;38.637
3055.635;54.798;51.879;38.635
3056.627;54.795;51.876;38.632
3057.625;54.794;51.876;38.633
3058.625;54.791;51.877;38.632
3059.625;54.792;51.877;38.631
3060.631;54.798;51.876;38.632
3061.614;54.791;51.877;38.632
3062.606;54.788;51.875;38.63
3063.598;54.789;51.879;38.633
3064.601;54.785;51.878;38.632
3065.608;54.793;51.88;38.635
3066.61;54.787;51.876;38.631
3067.619;54.788;51.875;38.629
3068.614;54.793;51.877;38.631
3069.597;54.792;51.872;38.627
3070.579;54.79;51.872;38.627
3071.571;54.784;51.874;38.629
3072.575;54.783;51.873;38.628
3073.564;54.78;51.874;38.627
3074.571;54.782;51.874;38.627
3075.583;54.783;51.875;38.629
3076.572;54.785;51.876;38.63
3077.568;54.787;51.874;38.628
3078.554;54.787;51.873;38.628
3079.547;54.785;51.873;38.628
3080.543;54.776;51.874;38.628
3081.543;54.782;51.873;38.627
3082.546;54.78;51.875;38.629
3083.56;54.787;51.873;38.627
3084.545;54.784;51.875;38.629
3085.527;54.778;51.875;38.63
3086.505;54.783;51.875;38.629
3087.487;54.783;51.877;38.63
3088.472;54.784;51.873;38.627
3089.458;54.78;51.875;38.628
3090.449;54.784;51.875;38.629
3091.443;54.78;51.876;38.63
3092.433;54.781;51.874;38.627
3093.419;54.779;51.875;38.628
3094.415;54.783;51.877;38.63
3095.414;54.778;51.874;38.627
3096.408;54.778;51.876;38.628
3097.405;54.779;51.877;38.629
3098.409;54.779;51.875;38.628
3099.426;54.779;51.877;38.629
3100.416;54.774;51.875;38.627
3101.412;54.78;51.875;38.628
3102.42;54.777;51.874;38.627
3103.407;54.772;51.876;38.628
3104.41;54.78;51.875;38.627
3105.401;54.772;51.875;38.627
3106.405;54.776;51.877;38.63
3107.409;54.776;51.875;38.627
3108.412;54.778;51.875;38.627
3109.418;54.774;51.878;38.629
3110.412;54.777;51.877;38.629
3111.407;54.779;51.876;38.629
3112.42;54.775;51.874;38.627
3113.433;54.77;51.877;38.628
3114.422;54.772;51.874;38.626
3115.426;54.771;51.877;38.629
3116.431;54.767;51.877;38.628
3117.41;54.775;51.875;38.627
3118.4;54.778;51.877;38.629
3119.384;54.77;51.877;38.628
3120.368;54.768;51.875;38.627
3121.359;54.774;51.874;38.625
3122.382;54.771;51.875;38.627
3123.377;54.769;51.876;38.627
3124.37;54.769;51.875;38.626
3125.35;54.769;51.875;38.626
3126.346;54.771;51.874;38.625
3127.336;54.769;51.875;38.626
3128.342;54.767;51.874;38.624
3129.34;54.766;51.874;38.624
3130.329;54.764;51.874;38.624
3131.326;54.757;51.874;38.625
3132.309;54.766;51.873;38.623
3133.307;54.763;51.874;38.624
3134.296;54.759;51.873;38.624
3135.303;54.76;51.871;38.621
3136.29;54.766;51.872;38.623
3137.272;54.756;51.875;38.625
3138.265;54.76;51.874;38.625
3139.263;54.759;51.872;38.623
3140.248;54.756;51.875;38.625
3141.252;54.755;51.875;38.624
3142.256;54.754;51.874;38.623
3143.238;54.757;51.873;38.623
3144.234;54.757;51.872;38.621
3145.234;54.758;51.872;38.62
3146.237;54.755;51.873;38.622
3147.249;54.758;51.873;38.622
3148.242;54.756;51.873;38.622
3149.24;54.76;51.874;38.623
3150.242;54.755;51.871;38.621
3151.252;54.753;51.869;38.618
3152.267;54.759;51.873;38.622
3153.286;54.749;51.87;38.619
3154.275;54.756;51.868;38.618
3155.267;54.75;51.87;38.619
3156.262;54.751;51.869;38.618
3157.26;54.745;51.869;38.618
3158.259;54.75;51.867;38.616
3159.249;54.75;51.868;38.617
3160.248;54.757;51.869;38.619
3161.257;54.749;51.868;38.617
3162.253;54.751;51.869;38.619
3163.25;54.746;51.869;38.617
3164.258;54.746;51.87;38.619
3165.241;54.753;51.871;38.62
3166.237;54.75;51.869;38.618
3167.245;54.755;51.872;38.621
3168.225;54.751;51.87;38.619
3169.242;54.753;51.868;38.618
3170.235;54.746;51.872;38.621
3171.245;54.75;51.868;38.616
3172.222;54.749;51.872;38.62
3173.209;54.749;51.871;38.619
3174.203;54.744;51.873;38.62
3175.198;54.747;51.872;38.619
3176.2;54.743;51.87;38.618
3177.177;54.747;51.871;38.619
3178.161;54.746;51.871;38.619
3179.151;54.74;51.869;38.617
3180.144;54.742;51.87;38.618
3181.147;54.736;51.869;38.616
3182.153;54.741;51.869;38.616
3183.137;54.743;51.869;38.616
3184.129;54.736;51.868;38.615
3185.123;54.743;51.868;38.615
3186.121;54.737;51.869;38.616
3187.121;54.737;51.866;38.613
3188.131;54.74;51.867;38.615
3189.143;54.735;51.867;38.613
3190.157;54.738;51.868;38.614
3191.143;54.738;51.865;38.613
3192.131;54.736;51.869;38.615
3193.125;54.736;51.868;38.615
3194.12;54.732;51.867;38.613
3195.107;54.741;51.866;38.614
3196.093;54.731;51.866;38.612
3197.103;54.73;51.866;38.613
3198.08;54.735;51.864;38.611
3199.077;54.74;51.864;38.611
3200.068;54.736;51.864;38.612
3201.072;54.729;51.864;38.61
3202.055;54.731;51.865;38.611
3203.048;54.73;51.865;38.612
3204.048;54.732;51.864;38.61
3205.04;54.726;51.865;38.611
3206.026;54.728;51.865;38.611
3207.026;54.733;51.86;38.606
3208.028;54.725;51.862;38.608
3209.01;54.727;51.861;38.608
3210.004;54.726;51.863;38.609
3211.008;54.727;51.864;38.61
3211.993;54.723;51.864;38.609
3213.006;54.719;51.862;38.607
3214.001;54.727;51.863;38.609
3215.007;54.729;51.862;38.607
3216.015;54.726;51.863;38.609
3217.027;54.727;51.861;38.607
3218.019;54.719;51.861;38.607
3219.015;54.722;51.863;38.608
3220.013;54.717;51.861;38.606
3221.014;54.717;51.863;38.607
3222.019;54.718;51.86;38.605
3223.031;54.71;51.863;38.607
3224.045;54.718;51.86;38.605
3225.035;54.721;51.861;38.606
3226.036;54.717;51.861;38.605
3227.037;54.715;51.861;38.606
3228.039;54.717;51.859;38.603
3229.046;54.721;51.86;38.606
3230.038;54.716;51.86;38.605
3231.03;54.712;51.86;38.604
3232.048;54.717;51.86;38.605
3233.041;54.718;51.86;38.605
3234.03;54.726;51.859;38.606
3235.037;54.732;51.861;38.606
3236.041;54.721;51.86;38.604
3237.029;54.72;51.861;38.606
3238;54.718;51.861;38.606
3239.009;54.717;51.859;38.603
3240.016;54.717;51.861;38.606
3241.025;54.713;51.861;38.605
3242.016;54.721;51.862;38.606
3243.013;54.72;51.861;38.606
3244.008;54.716;51.86;38.604
3245.01;54.714;51.862;38.606
3245.989;54.713;51.863;38.607
3246.973;54.713;51.861;38.605
3247.962;54.717;51.861;38.605
3248.955;54.718;51.862;38.607
3249.959;54.716;51.863;38.607
3250.964;54.715;51.863;38.606
3251.942;54.715;51.862;38.606
3252.955;54.718;51.86;38.604
3253.973;54.709;51.861;38.604
3254.964;54.716;51.86;38.603
3255.955;54.712;51.86;38.603
3256.953;54.706;51.861;38.604
3257.951;54.716;51.858;38.601
3258.955;54.708;51.861;38.604
3259.962;54.706;51.857;38.601
3260.955;54.712;51.86;38.603
3261.951;54.701;51.86;38.603
3262.934;54.708;51.86;38.604
3263.935;54.713;51.86;38.603
3264.92;54.705;51.859;38.602
3265.93;54.708;51.856;38.6
3266.918;54.702;51.858;38.6
3267.906;54.7;51.858;38.6
3268.924;54.701;51.857;38.6
3269.929;54.699;51.859;38.601
3270.923;54.698;51.857;38.598
3271.929;54.704;51.857;38.6
3272.918;54.704;51.855;38.598
3273.91;54.696;51.856;38.598
3274.91;54.703;51.858;38.6
3275.917;54.695;51.855;38.597
3276.897;54.695;51.855;38.596
3277.888;54.698;51.856;38.599
3278.883;54.701;51.856;38.599
3279.883;54.694;51.857;38.597
3280.891;54.698;51.855;38.597
3281.911;54.701;51.855;38.598
3282.903;54.692;51.855;38.597
3283.899;54.695;51.854;38.596
3284.882;54.695;51.854;38.595
3285.864;54.692;51.856;38.597
3286.858;54.694;51.855;38.596
3287.857;54.692;51.855;38.596
3288.858;54.694;51.855;38.597
3289.864;54.697;51.855;38.595
3290.873;54.695;51.855;38.597
3291.856;54.691;51.854;38.596
3292.842;54.7;51.855;38.596
3293.828;54.694;51.854;38.595
3294.854;54.689;51.854;38.594
3295.852;54.694;51.853;38.595
3296.851;54.702;51.852;38.593
3297.854;54.691;51.853;38.595
3298.835;54.694;51.852;38.594
3299.826;54.692;51.852;38.595
3300.823;54.694;51.851;38.592
3301.808;54.695;51.853;38.594
