IDs:;240716_11_240712I;11_DNAJB6_00_195_uM;
Concentration [uM]:;0.195;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2219.137;63.931;50.559;38.644
2220.148;63.93;50.56;38.646
2221.134;63.907;50.558;38.644
2222.121;63.908;50.559;38.644
2223.116;63.898;50.56;38.644
2224.123;63.899;50.559;38.643
2225.12;63.906;50.558;38.642
2226.122;63.904;50.56;38.644
2227.112;63.881;50.559;38.643
2228.103;63.885;50.559;38.643
2229.092;63.877;50.561;38.644
2230.094;63.871;50.558;38.641
2231.074;63.881;50.56;38.642
2232.069;63.874;50.561;38.643
2233.065;63.867;50.562;38.643
2234.042;63.874;50.561;38.643
2235.021;63.859;50.559;38.64
2236.041;63.872;50.562;38.643
2237.041;63.833;50.558;38.639
2238.048;63.839;50.561;38.641
2239.043;63.859;50.56;38.64
2240.042;63.867;50.563;38.643
2241.045;63.849;50.561;38.641
2242.029;63.822;50.557;38.636
2243.027;63.821;50.559;38.638
2244.028;63.841;50.559;38.638
2245.034;63.817;50.559;38.638
2246.043;63.836;50.561;38.639
2247.06;63.806;50.557;38.636
2248.052;63.809;50.557;38.635
2249.045;63.837;50.561;38.638
2250.044;63.789;50.558;38.636
2251.047;63.805;50.559;38.636
2252.055;63.808;50.557;38.635
2253.067;63.833;50.561;38.637
2254.047;63.812;50.562;38.638
2255.041;63.81;50.556;38.633
2256.037;63.789;50.556;38.632
2257.034;63.784;50.557;38.632
2258.036;63.803;50.56;38.635
2259.019;63.794;50.561;38.635
2260.009;63.8;50.56;38.634
2261.004;63.758;50.558;38.632
2261.989;63.79;50.559;38.633
2262.986;63.781;50.555;38.629
2263.984;63.762;50.557;38.631
2264.979;63.739;50.556;38.629
2265.975;63.761;50.556;38.629
2266.962;63.776;50.56;38.633
2267.95;63.752;50.556;38.629
2268.946;63.762;50.557;38.629
2269.941;63.75;50.558;38.63
2270.936;63.739;50.554;38.626
2271.939;63.767;50.558;38.629
2272.919;63.74;50.555;38.626
2273.907;63.75;50.561;38.631
2274.912;63.728;50.553;38.624
2275.918;63.733;50.556;38.627
2276.929;63.725;50.554;38.624
2277.923;63.729;50.555;38.625
2278.918;63.712;50.555;38.625
2279.919;63.722;50.556;38.626
2280.925;63.694;50.557;38.626
2281.935;63.708;50.559;38.627
2282.948;63.721;50.558;38.626
2283.964;63.719;50.558;38.626
2284.957;63.704;50.558;38.626
2285.956;63.691;50.558;38.625
2286.958;63.682;50.557;38.625
2287.972;63.685;50.556;38.624
2288.955;63.682;50.555;38.623
2289.942;63.698;50.559;38.626
2290.965;63.691;50.559;38.626
2291.962;63.667;50.557;38.623
2292.962;63.684;50.558;38.624
2293.956;63.685;50.558;38.624
2294.949;63.682;50.557;38.623
2295.949;63.657;50.555;38.621
2296.941;63.678;50.559;38.624
2297.922;63.668;50.559;38.624
2298.917;63.671;50.557;38.622
2299.909;63.697;50.555;38.62
2300.902;63.685;50.558;38.623
2301.899;63.649;50.558;38.621
2302.905;63.656;50.561;38.624
2303.898;63.624;50.562;38.625
2304.901;63.602;50.566;38.628
2305.888;63.623;50.56;38.623
2306.886;63.627;50.561;38.623
2307.89;63.613;50.562;38.624
2308.884;63.609;50.562;38.623
2309.88;63.608;50.563;38.623
2310.888;63.617;50.561;38.622
2311.873;63.616;50.564;38.625
2312.873;63.61;50.562;38.623
2313.887;63.612;50.563;38.623
2314.877;63.59;50.56;38.62
2315.871;63.602;50.564;38.624
2316.869;63.591;50.565;38.624
2317.872;63.602;50.562;38.621
2318.877;63.568;50.563;38.622
2319.86;63.574;50.561;38.62
2320.862;63.569;50.564;38.622
2321.86;63.571;50.561;38.62
2322.862;63.581;50.563;38.621
2323.865;63.581;50.565;38.623
2324.875;63.548;50.563;38.621
2325.861;63.554;50.563;38.621
2326.846;63.55;50.563;38.62
2327.833;63.554;50.562;38.619
2328.857;63.555;50.564;38.621
2329.855;63.575;50.557;38.615
2330.853;63.542;50.564;38.62
2331.849;63.539;50.567;38.622
2332.841;63.547;50.565;38.62
2333.832;63.553;50.565;38.621
2334.828;63.531;50.566;38.621
2335.804;63.521;50.565;38.62
2336.789;63.525;50.567;38.621
2337.808;63.524;50.566;38.621
2338.811;63.521;50.563;38.618
2339.796;63.529;50.564;38.618
2340.772;63.519;50.566;38.62
2341.801;63.511;50.566;38.619
2342.787;63.507;50.568;38.621
2343.788;63.501;50.568;38.62
2344.791;63.497;50.567;38.619
2345.771;63.491;50.568;38.62
2346.758;63.489;50.569;38.621
2347.779;63.481;50.566;38.618
2348.777;63.492;50.569;38.621
2349.78;63.472;50.566;38.618
2350.787;63.481;50.566;38.617
2351.777;63.482;50.567;38.618
2352.785;63.468;50.568;38.619
2353.764;63.472;50.567;38.617
2354.776;63.456;50.569;38.619
2355.792;63.458;50.567;38.616
2356.779;63.448;50.563;38.613
2357.769;63.445;50.566;38.616
2358.768;63.457;50.566;38.616
2359.747;63.449;50.568;38.616
2360.742;63.444;50.568;38.616
2361.738;63.453;50.568;38.617
2362.719;63.433;50.569;38.617
2363.712;63.438;50.567;38.615
2364.723;63.426;50.568;38.615
2365.737;63.432;50.567;38.615
2366.732;63.437;50.569;38.616
2367.722;63.406;50.564;38.611
2368.704;63.421;50.567;38.614
2369.708;63.423;50.569;38.615
2370.735;63.414;50.567;38.613
2371.734;63.414;50.569;38.615
2372.744;63.404;50.565;38.61
2373.757;63.408;50.567;38.613
2374.752;63.396;50.567;38.612
2375.751;63.389;50.566;38.611
2376.755;63.403;50.567;38.612
2377.769;63.402;50.568;38.612
2378.76;63.41;50.566;38.611
2379.756;63.4;50.567;38.611
2380.76;63.387;50.567;38.611
2381.765;63.386;50.563;38.607
2382.748;63.388;50.568;38.611
2383.765;63.371;50.567;38.611
2384.765;63.383;50.568;38.612
2385.769;63.372;50.568;38.61
2386.751;63.375;50.568;38.611
2387.745;63.373;50.569;38.612
2388.735;63.375;50.569;38.611
2389.732;63.365;50.568;38.61
2390.73;63.36;50.569;38.611
2391.737;63.362;50.568;38.61
2392.728;63.36;50.568;38.61
2393.725;63.359;50.568;38.609
2394.744;63.349;50.568;38.608
2395.734;63.348;50.569;38.61
2396.731;63.352;50.567;38.608
2397.716;63.338;50.565;38.605
2398.722;63.354;50.567;38.607
2399.73;63.34;50.567;38.606
2400.739;63.351;50.567;38.607
2401.741;63.344;50.564;38.604
2402.737;63.34;50.567;38.606
2403.726;63.329;50.566;38.605
2404.728;63.341;50.565;38.604
2405.732;63.332;50.567;38.606
2406.741;63.324;50.567;38.605
2407.756;63.325;50.563;38.602
2408.744;63.295;50.566;38.604
2409.737;63.31;50.559;38.598
2410.713;63.326;50.566;38.604
2411.725;63.317;50.567;38.604
2412.739;63.318;50.568;38.605
2413.758;63.3;50.57;38.606
2414.75;63.313;50.569;38.605
2415.75;63.309;50.566;38.602
2416.741;63.3;50.567;38.604
2417.736;63.303;50.566;38.602
2418.721;63.306;50.567;38.602
2419.693;63.279;50.568;38.603
2420.683;63.275;50.569;38.603
2421.665;63.28;50.569;38.604
2422.663;63.292;50.569;38.604
2423.669;63.282;50.569;38.603
2424.664;63.293;50.568;38.603
2425.672;63.276;50.569;38.602
2426.679;63.279;50.569;38.603
2427.669;63.285;50.567;38.601
2428.668;63.277;50.568;38.602
2429.656;63.27;50.57;38.603
2430.651;63.277;50.568;38.601
2431.661;63.257;50.57;38.603
2432.674;63.259;50.57;38.602
2433.661;63.258;50.57;38.603
2434.662;63.253;50.57;38.602
2435.667;63.256;50.568;38.6
2436.648;63.252;50.57;38.601
2437.665;63.235;50.57;38.601
2438.663;63.229;50.571;38.602
2439.667;63.24;50.568;38.599
2440.674;63.239;50.57;38.601
2441.687;63.235;50.57;38.6
2442.675;63.244;50.57;38.601
2443.672;63.234;50.572;38.602
2444.675;63.24;50.566;38.597
2445.683;63.228;50.57;38.6
2446.674;63.244;50.571;38.601
2447.668;63.215;50.569;38.598
2448.667;63.216;50.573;38.602
2449.662;63.208;50.571;38.599
2450.676;63.222;50.57;38.599
2451.672;63.212;50.57;38.598
2452.667;63.211;50.571;38.599
2453.671;63.217;50.572;38.599
2454.667;63.205;50.572;38.599
2455.653;63.205;50.572;38.6
2456.639;63.201;50.573;38.6
2457.641;63.199;50.571;38.598
2458.642;63.199;50.573;38.599
2459.642;63.19;50.573;38.6
2460.646;63.195;50.572;38.598
2461.661;63.191;50.572;38.598
2462.684;63.185;50.571;38.597
2463.689;63.182;50.572;38.598
2464.675;63.182;50.573;38.598
2465.668;63.187;50.571;38.597
2466.666;63.169;50.571;38.596
2467.672;63.175;50.572;38.597
2468.682;63.177;50.571;38.596
2469.679;63.184;50.572;38.596
2470.681;63.173;50.571;38.595
2471.666;63.16;50.571;38.595
2472.656;63.186;50.572;38.596
2473.651;63.149;50.572;38.595
2474.651;63.162;50.573;38.596
2475.655;63.156;50.571;38.595
2476.646;63.144;50.572;38.595
2477.654;63.157;50.573;38.595
2478.662;63.157;50.571;38.593
2479.675;63.146;50.572;38.595
2480.661;63.144;50.573;38.595
2481.649;63.141;50.57;38.592
2482.648;63.143;50.573;38.595
2483.647;63.126;50.572;38.594
2484.66;63.126;50.568;38.588
2485.658;63.131;50.571;38.592
2486.653;63.121;50.573;38.593
2487.634;63.107;50.573;38.594
2488.633;63.112;50.574;38.594
2489.65;63.101;50.574;38.594
2490.648;63.112;50.574;38.594
2491.653;63.107;50.574;38.593
2492.647;63.109;50.573;38.593
2493.654;63.106;50.571;38.591
2494.642;63.115;50.572;38.592
2495.65;63.092;50.572;38.591
2496.642;63.09;50.572;38.591
2497.618;63.086;50.572;38.591
2498.625;63.116;50.572;38.591
2499.612;63.111;50.571;38.589
2500.611;63.073;50.574;38.592
2501.61;63.084;50.572;38.59
2502.614;63.078;50.576;38.594
2503.625;63.072;50.575;38.592
2504.643;63.058;50.576;38.593
2505.634;63.059;50.576;38.593
2506.635;63.047;50.576;38.593
2507.644;63.082;50.573;38.59
2508.629;63.058;50.574;38.591
2509.617;63.039;50.575;38.591
2510.608;63.057;50.575;38.592
2511.606;63.059;50.577;38.593
2512.608;63.039;50.577;38.592
2513.586;63.055;50.576;38.592
2514.597;63.053;50.574;38.59
2515.58;63.037;50.577;38.592
2516.568;63.051;50.575;38.591
2517.562;63.043;50.575;38.59
2518.556;63.028;50.573;38.588
2519.558;63.026;50.577;38.591
2520.54;63.036;50.577;38.591
2521.539;63.03;50.574;38.588
2522.535;63.026;50.575;38.589
2523.527;63.042;50.574;38.588
2524.52;63.02;50.575;38.589
2525.526;63.003;50.576;38.589
2526.518;63.023;50.578;38.591
2527.502;62.992;50.576;38.588
2528.48;63.009;50.577;38.59
2529.477;63.01;50.577;38.589
2530.48;62.992;50.577;38.588
2531.466;63.006;50.577;38.589
2532.466;62.984;50.579;38.591
2533.453;62.99;50.579;38.59
2534.452;62.988;50.578;38.59
2535.436;62.991;50.576;38.587
2536.428;62.984;50.578;38.589
2537.427;62.974;50.577;38.587
2538.411;62.973;50.578;38.588
2539.401;62.977;50.578;38.589
2540.396;62.977;50.578;38.588
2541.401;62.967;50.578;38.588
2542.414;62.968;50.577;38.586
2543.43;62.982;50.578;38.588
2544.424;62.966;50.578;38.587
2545.422;62.953;50.578;38.586
2546.425;62.97;50.576;38.585
2547.403;62.966;50.576;38.585
2548.42;62.957;50.577;38.585
2549.439;62.952;50.576;38.584
2550.433;62.958;50.577;38.585
2551.441;62.945;50.576;38.584
2552.438;62.932;50.576;38.584
2553.444;62.946;50.578;38.585
2554.449;62.945;50.577;38.583
2555.462;62.914;50.575;38.581
2556.458;62.936;50.577;38.584
2557.462;62.931;50.576;38.584
2558.455;62.942;50.575;38.581
2559.438;62.939;50.575;38.582
2560.433;62.938;50.576;38.582
2561.44;62.928;50.573;38.579
2562.415;62.944;50.574;38.579
2563.418;62.918;50.576;38.581
2564.411;62.924;50.576;38.581
2565.409;62.929;50.575;38.581
2566.398;62.925;50.577;38.582
2567.391;62.916;50.575;38.58
2568.392;62.914;50.575;38.579
2569.371;62.906;50.576;38.58
2570.356;62.904;50.575;38.579
2571.369;62.905;50.574;38.578
2572.38;62.906;50.574;38.578
2573.396;62.902;50.575;38.579
2574.417;62.905;50.575;38.578
2575.414;62.883;50.575;38.578
2576.419;62.898;50.573;38.576
2577.432;62.894;50.573;38.576
2578.423;62.881;50.574;38.576
2579.421;62.894;50.573;38.576
2580.408;62.891;50.575;38.577
2581.392;62.841;50.571;38.573
2582.384;62.839;50.569;38.57
2583.375;62.862;50.575;38.577
2584.374;62.817;50.57;38.572
2585.374;62.875;50.573;38.574
2586.366;62.877;50.575;38.576
2587.361;62.833;50.569;38.569
2588.359;62.863;50.574;38.574
2589.348;62.826;50.571;38.572
2590.326;62.819;50.571;38.571
2591.322;62.866;50.573;38.574
2592.315;62.858;50.574;38.574
2593.315;62.826;50.571;38.571
2594.299;62.832;50.57;38.569
2595.295;62.815;50.569;38.568
2596.288;62.814;50.571;38.57
2597.293;62.814;50.569;38.568
2598.288;62.807;50.569;38.568
2599.3;62.803;50.569;38.568
2600.3;62.808;50.569;38.568
2601.304;62.8;50.569;38.568
2602.317;62.798;50.57;38.568
2603.305;62.8;50.571;38.569
2604.302;62.849;50.572;38.57
2605.305;62.819;50.569;38.568
2606.315;62.797;50.57;38.567
2607.298;62.8;50.569;38.566
2608.289;62.794;50.57;38.567
2609.287;62.788;50.57;38.567
2610.292;62.801;50.569;38.566
2611.3;62.778;50.569;38.565
2612.285;62.777;50.571;38.566
2613.273;62.804;50.569;38.566
2614.272;62.787;50.569;38.566
2615.272;62.784;50.568;38.564
2616.281;62.775;50.569;38.565
2617.292;62.788;50.567;38.563
2618.281;62.778;50.568;38.564
2619.267;62.766;50.569;38.565
2620.258;62.813;50.57;38.565
2621.253;62.759;50.568;38.562
2622.248;62.772;50.567;38.563
2623.245;62.778;50.57;38.564
2624.245;62.812;50.572;38.567
2625.249;62.778;50.567;38.561
2626.249;62.756;50.57;38.564
2627.246;62.768;50.569;38.563
2628.245;62.749;50.565;38.559
2629.246;62.759;50.571;38.564
2630.238;62.752;50.567;38.561
2631.217;62.759;50.567;38.56
2632.216;62.75;50.567;38.56
2633.222;62.748;50.568;38.562
2634.234;62.744;50.566;38.559
2635.236;62.735;50.567;38.56
2636.24;62.755;50.572;38.564
2637.235;62.779;50.573;38.565
2638.226;62.76;50.571;38.563
2639.243;62.734;50.568;38.56
2640.237;62.729;50.566;38.558
2641.22;62.741;50.569;38.561
2642.207;62.725;50.568;38.56
2643.18;62.71;50.568;38.559
2644.185;62.733;50.567;38.559
2645.172;62.726;50.565;38.556
2646.161;62.721;50.567;38.559
2647.159;62.734;50.569;38.56
2648.161;62.713;50.566;38.556
2649.168;62.724;50.571;38.561
2650.181;62.742;50.569;38.559
2651.172;62.699;50.567;38.557
2652.166;62.727;50.568;38.558
2653.174;62.719;50.57;38.56
2654.178;62.686;50.566;38.556
2655.191;62.724;50.571;38.561
2656.179;62.719;50.569;38.558
2657.201;62.719;50.571;38.56
2658.195;62.713;50.568;38.556
2659.19;62.685;50.568;38.556
2660.182;62.711;50.571;38.559
2661.182;62.706;50.569;38.558
2662.176;62.714;50.57;38.558
2663.169;62.695;50.571;38.559
2664.157;62.674;50.569;38.556
2665.142;62.701;50.569;38.556
2666.136;62.695;50.57;38.558
2667.12;62.696;50.569;38.556
2668.123;62.686;50.568;38.556
2669.108;62.694;50.57;38.557
2670.106;62.691;50.569;38.556
2671.111;62.68;50.568;38.554
2672.109;62.671;50.569;38.556
2673.087;62.68;50.571;38.557
2674.084;62.664;50.567;38.553
2675.086;62.664;50.568;38.554
2676.069;62.675;50.568;38.554
2677.062;62.679;50.567;38.553
2678.07;62.672;50.569;38.555
2679.087;62.646;50.567;38.552
2680.115;62.656;50.568;38.553
2681.119;62.662;50.568;38.553
2682.13;62.663;50.567;38.552
2683.113;62.64;50.568;38.553
2684.098;62.629;50.569;38.554
2685.104;62.638;50.568;38.552
2686.11;62.672;50.569;38.553
2687.119;62.646;50.57;38.554
2688.129;62.645;50.568;38.553
2689.147;62.624;50.568;38.552
2690.135;62.651;50.569;38.552
2691.126;62.635;50.569;38.553
2692.115;62.64;50.567;38.551
2693.111;62.628;50.566;38.549
2694.104;62.621;50.569;38.552
2695.116;62.617;50.568;38.55
2696.12;62.628;50.568;38.551
2697.127;62.624;50.567;38.549
2698.124;62.62;50.565;38.547
2699.126;62.621;50.565;38.548
2700.106;62.609;50.567;38.549
2701.084;62.608;50.566;38.548
2702.091;62.616;50.567;38.549
2703.085;62.607;50.566;38.548
2704.081;62.617;50.565;38.547
2705.082;62.614;50.566;38.547
2706.089;62.614;50.566;38.548
2707.091;62.603;50.567;38.548
2708.084;62.615;50.565;38.546
2709.087;62.588;50.568;38.549
2710.094;62.599;50.565;38.545
2711.105;62.595;50.567;38.547
2712.09;62.601;50.567;38.548
2713.08;62.589;50.564;38.543
2714.074;62.585;50.565;38.545
2715.072;62.564;50.568;38.548
2716.072;62.586;50.564;38.543
2717.08;62.581;50.567;38.547
2718.089;62.581;50.564;38.543
2719.103;62.575;50.562;38.541
2720.092;62.577;50.565;38.544
2721.082;62.579;50.563;38.542
2722.081;62.578;50.565;38.543
2723.078;62.563;50.565;38.543
2724.068;62.576;50.565;38.543
2725.062;62.564;50.568;38.546
2726.049;62.568;50.564;38.541
2727.028;62.566;50.564;38.542
2728.022;62.552;50.565;38.543
2729.028;62.549;50.566;38.543
2730.019;62.553;50.566;38.543
2731.023;62.547;50.566;38.543
2732.037;62.539;50.566;38.543
2733.045;62.554;50.565;38.542
2734.033;62.536;50.565;38.542
2735.018;62.53;50.566;38.542
2736.007;62.542;50.566;38.542
2737.007;62.512;50.567;38.542
2738.009;62.534;50.563;38.539
2739.007;62.555;50.566;38.542
2740.007;62.528;50.565;38.541
2741.023;62.541;50.565;38.54
2742.015;62.537;50.564;38.538
2743.01;62.527;50.566;38.541
2744.011;62.517;50.566;38.54
2745.02;62.53;50.563;38.538
2746.001;62.532;50.565;38.54
2746.988;62.521;50.565;38.539
2747.985;62.508;50.563;38.537
2748.984;62.513;50.565;38.539
2749.985;62.507;50.562;38.536
2751.016;62.509;50.563;38.538
2752.007;62.502;50.562;38.536
2753.002;62.491;50.564;38.538
2754.001;62.498;50.564;38.538
2754.988;62.502;50.564;38.537
2755.989;62.494;50.565;38.538
2756.989;62.493;50.562;38.534
2757.998;62.499;50.566;38.539
2758.979;62.501;50.562;38.536
2759.97;62.49;50.562;38.535
2760.96;62.482;50.562;38.534
2761.945;62.5;50.563;38.536
2762.932;62.487;50.562;38.534
2763.929;62.478;50.564;38.536
2764.953;62.49;50.563;38.535
2765.949;62.466;50.561;38.532
2766.955;62.482;50.563;38.535
2767.941;62.472;50.563;38.535
2768.931;62.478;50.562;38.533
2769.926;62.478;50.563;38.534
2770.928;62.473;50.561;38.533
2771.941;62.461;50.564;38.535
2772.928;62.458;50.565;38.535
2773.926;62.456;50.562;38.532
2774.898;62.436;50.563;38.533
2775.917;62.452;50.562;38.532
2776.905;62.448;50.562;38.532
2777.896;62.454;50.561;38.531
2778.893;62.453;50.564;38.534
2779.894;62.428;50.561;38.531
2780.869;62.444;50.562;38.532
2781.877;62.449;50.562;38.532
2782.86;62.42;50.56;38.529
2783.843;62.427;50.562;38.531
2784.833;62.43;50.563;38.532
2785.822;62.413;50.561;38.53
2786.815;62.421;50.563;38.532
2787.814;62.422;50.56;38.528
2788.807;62.426;50.563;38.532
2789.815;62.431;50.562;38.531
2790.808;62.428;50.563;38.531
2791.797;62.434;50.562;38.53
2792.803;62.427;50.561;38.529
2793.823;62.412;50.562;38.529
2794.802;62.409;50.561;38.528
2795.812;62.41;50.563;38.531
2796.814;62.414;50.561;38.528
2797.801;62.409;50.562;38.529
2798.785;62.41;50.562;38.529
2799.776;62.405;50.562;38.529
2800.776;62.407;50.561;38.527
2801.785;62.399;50.563;38.529
2802.774;62.385;50.559;38.526
2803.77;62.382;50.559;38.526
2804.772;62.397;50.562;38.528
2805.783;62.391;50.56;38.526
2806.778;62.382;50.563;38.529
2807.789;62.362;50.557;38.523
2808.803;62.371;50.56;38.526
2809.822;62.372;50.56;38.526
2810.844;62.368;50.558;38.524
2811.842;62.373;50.558;38.524
2812.848;62.38;50.562;38.527
2813.832;62.363;50.563;38.528
2814.827;62.381;50.562;38.526
2815.829;62.361;50.56;38.524
2816.805;62.367;50.562;38.526
2817.812;62.366;50.562;38.526
2818.824;62.358;50.557;38.521
2819.808;62.355;50.561;38.525
2820.827;62.35;50.558;38.522
2821.816;62.36;50.563;38.527
2822.812;62.363;50.563;38.527
2823.808;62.363;50.561;38.524
2824.812;62.356;50.559;38.523
2825.802;62.354;50.559;38.523
2826.775;62.344;50.558;38.521
2827.778;62.335;50.56;38.522
2828.776;62.341;50.559;38.522
2829.768;62.35;50.562;38.524
2830.774;62.329;50.56;38.523
2831.765;62.333;50.558;38.521
2832.771;62.324;50.557;38.52
2833.782;62.331;50.558;38.52
2834.787;62.329;50.559;38.522
2835.782;62.326;50.559;38.522
2836.785;62.334;50.558;38.52
2837.762;62.317;50.558;38.52
2838.769;62.319;50.559;38.521
2839.753;62.318;50.558;38.519
2840.746;62.315;50.559;38.52
2841.746;62.332;50.563;38.524
2842.725;62.321;50.558;38.52
2843.738;62.32;50.559;38.52
2844.728;62.317;50.557;38.519
2845.729;62.325;50.557;38.518
2846.734;62.319;50.558;38.519
2847.715;62.311;50.554;38.515
2848.706;62.306;50.555;38.516
2849.705;62.302;50.557;38.518
2850.708;62.304;50.555;38.515
2851.69;62.293;50.554;38.513
2852.673;62.316;50.555;38.516
2853.668;62.307;50.557;38.517
2854.663;62.292;50.555;38.514
2855.672;62.295;50.557;38.516
2856.657;62.305;50.557;38.516
2857.673;62.282;50.556;38.515
2858.662;62.3;50.559;38.518
2859.685;62.29;50.556;38.515
2860.669;62.283;50.555;38.514
2861.663;62.284;50.555;38.514
2862.656;62.291;50.555;38.514
2863.657;62.273;50.555;38.513
2864.634;62.277;50.555;38.514
2865.646;62.278;50.553;38.511
2866.653;62.275;50.556;38.514
2867.633;62.27;50.555;38.513
2868.645;62.261;50.554;38.512
2869.633;62.264;50.553;38.511
2870.619;62.276;50.554;38.512
2871.613;62.264;50.555;38.512
2872.614;62.268;50.554;38.512
2873.621;62.264;50.554;38.51
2874.612;62.253;50.556;38.513
2875.604;62.256;50.554;38.51
2876.608;62.26;50.552;38.509
2877.612;62.258;50.554;38.511
2878.586;62.253;50.556;38.513
2879.575;62.253;50.552;38.508
2880.567;62.251;50.554;38.51
2881.562;62.257;50.555;38.511
2882.561;62.238;50.555;38.51
2883.565;62.238;50.556;38.512
2884.545;62.232;50.556;38.511
2885.555;62.245;50.552;38.507
2886.572;62.228;50.554;38.509
2887.592;62.24;50.554;38.509
2888.589;62.243;50.552;38.507
2889.596;62.242;50.554;38.509
2890.591;62.25;50.554;38.51
2891.582;62.237;50.552;38.506
2892.562;62.229;50.553;38.507
2893.558;62.23;50.553;38.507
2894.571;62.227;50.55;38.504
2895.555;62.23;50.556;38.51
2896.549;62.228;50.554;38.507
2897.53;62.234;50.551;38.506
2898.508;62.22;50.552;38.505
2899.516;62.225;50.551;38.504
2900.519;62.22;50.551;38.504
2901.509;62.236;50.551;38.504
2902.505;62.212;50.554;38.507
2903.54;62.221;50.552;38.505
2904.535;62.205;50.554;38.507
2905.533;62.2;50.553;38.506
2906.535;62.215;50.552;38.506
2907.54;62.201;50.552;38.504
2908.555;62.214;50.552;38.505
2909.556;62.192;50.552;38.504
2910.563;62.2;50.55;38.503
2911.547;62.2;50.55;38.502
2912.539;62.209;50.548;38.499
2913.561;62.211;50.55;38.502
2914.56;62.197;50.552;38.504
2915.562;62.198;50.552;38.504
2916.573;62.181;50.549;38.501
2917.583;62.193;50.55;38.502
2918.596;62.176;50.549;38.5
2919.584;62.188;50.553;38.504
2920.607;62.177;50.551;38.501
2921.606;62.186;50.552;38.503
2922.608;62.184;50.553;38.503
2923.599;62.193;50.553;38.505
2924.616;62.179;50.55;38.501
2925.624;62.18;50.552;38.502
2926.606;62.18;50.551;38.501
2927.601;62.171;50.547;38.498
2928.593;62.179;50.552;38.502
2929.589;62.17;50.551;38.501
2930.578;62.164;50.55;38.5
2931.572;62.183;50.552;38.502
2932.582;62.165;50.55;38.499
2933.572;62.176;50.55;38.5
2934.558;62.171;50.55;38.499
2935.546;62.164;50.55;38.499
2936.525;62.154;50.55;38.499
2937.52;62.167;50.549;38.498
2938.519;62.149;50.55;38.499
2939.5;62.157;50.55;38.498
2940.492;62.16;50.548;38.496
2941.489;62.157;50.549;38.498
2942.493;62.146;50.549;38.497
2943.502;62.163;50.551;38.499
2944.519;62.149;50.549;38.496
2945.519;62.155;50.551;38.499
2946.491;62.163;50.55;38.499
2947.499;62.145;50.547;38.495
2948.485;62.151;50.549;38.497
2949.478;62.149;50.549;38.497
2950.48;62.144;50.548;38.495
2951.487;62.143;50.549;38.497
2952.497;62.14;50.547;38.494
2953.517;62.142;50.552;38.499
2954.521;62.14;50.549;38.496
2955.527;62.14;50.552;38.498
2956.522;62.13;50.549;38.496
2957.519;62.129;50.551;38.497
2958.508;62.123;50.552;38.498
2959.512;62.131;50.549;38.496
2960.499;62.12;50.55;38.496
2961.485;62.137;50.549;38.495
2962.473;62.13;50.555;38.5
2963.475;62.132;50.55;38.495
2964.468;62.133;50.549;38.496
2965.472;62.128;50.55;38.496
2966.481;62.126;50.549;38.494
2967.477;62.115;50.547;38.493
2968.479;62.121;50.549;38.494
2969.49;62.126;50.546;38.491
2970.489;62.116;50.548;38.493
2971.497;62.112;50.546;38.491
2972.478;62.123;50.547;38.492
2973.494;62.115;50.547;38.493
2974.499;62.108;50.546;38.491
2975.501;62.111;50.548;38.493
2976.505;62.101;50.547;38.492
2977.509;62.111;50.547;38.492
2978.518;62.1;50.546;38.49
2979.502;62.108;50.546;38.49
2980.491;62.109;50.547;38.492
2981.501;62.116;50.546;38.49
2982.514;62.101;50.546;38.49
2983.501;62.091;50.546;38.489
2984.499;62.089;50.546;38.489
2985.501;62.088;50.546;38.489
2986.505;62.09;50.545;38.488
2987.51;62.089;50.548;38.491
2988.501;62.079;50.547;38.489
2989.499;62.093;50.547;38.489
2990.502;62.093;50.544;38.487
2991.504;62.072;50.546;38.488
2992.478;62.084;50.545;38.488
2993.477;62.08;50.547;38.489
2994.461;62.087;50.546;38.488
2995.481;62.092;50.545;38.488
2996.493;62.07;50.546;38.488
2997.489;62.081;50.546;38.488
2998.477;62.081;50.543;38.485
2999.472;62.084;50.543;38.485
3000.463;62.082;50.543;38.486
3001.463;62.076;50.542;38.484
3002.474;62.067;50.544;38.485
3003.493;62.083;50.542;38.483
3004.488;62.068;50.543;38.485
3005.47;62.06;50.546;38.487
3006.453;62.067;50.542;38.482
3007.441;62.064;50.54;38.481
3008.437;62.062;50.544;38.485
3009.417;62.062;50.538;38.48
3010.429;62.052;50.541;38.482
3011.446;62.049;50.543;38.484
3012.466;62.058;50.543;38.483
3013.47;62.048;50.541;38.481
3014.444;62.06;50.542;38.481
3015.451;62.053;50.542;38.483
3016.43;62.047;50.542;38.482
3017.452;62.061;50.541;38.481
3018.448;62.062;50.542;38.482
3019.437;62.044;50.541;38.48
3020.428;62.045;50.543;38.482
3021.444;62.048;50.543;38.482
3022.447;62.045;50.544;38.483
3023.447;62.061;50.54;38.48
3024.442;62.041;50.544;38.482
3025.424;62.054;50.541;38.481
3026.417;62.045;50.544;38.483
3027.428;62.035;50.542;38.481
3028.441;62.033;50.544;38.482
3029.418;62.025;50.543;38.481
3030.426;62.039;50.543;38.481
3031.411;62.038;50.544;38.482
3032.413;62.039;50.541;38.478
3033.422;62.029;50.544;38.482
3034.421;62.033;50.543;38.481
