IDs:;240716_11_240712I;11_DNAJB6_00_195_uM;
Concentration [uM]:;0.195;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
7849.616;59.143;49.767;37.543
7850.601;59.128;49.768;37.543
7851.601;59.128;49.768;37.543
7852.607;59.135;49.767;37.542
7853.618;59.148;49.768;37.543
7854.604;59.147;49.766;37.542
7855.603;59.142;49.768;37.543
7856.611;59.128;49.767;37.542
7857.592;59.138;49.766;37.542
7858.578;59.135;49.765;37.541
7859.57;59.131;49.766;37.542
7860.567;59.154;49.767;37.542
7861.564;59.136;49.766;37.542
7862.569;59.15;49.769;37.544
7863.582;59.13;49.765;37.541
7864.566;59.151;49.768;37.543
7865.555;59.143;49.765;37.542
7866.58;59.146;49.767;37.543
7867.573;59.14;49.767;37.542
7868.574;59.125;49.765;37.541
7869.578;59.141;49.766;37.541
7870.551;59.132;49.766;37.541
7871.542;59.141;49.766;37.541
7872.532;59.132;49.766;37.541
7873.528;59.132;49.765;37.541
7874.529;59.143;49.767;37.542
7875.524;59.142;49.769;37.544
7876.534;59.147;49.766;37.541
7877.518;59.133;49.766;37.541
7878.517;59.136;49.766;37.541
7879.522;59.135;49.766;37.542
7880.537;59.152;49.769;37.544
7881.542;59.136;49.764;37.54
7882.529;59.138;49.764;37.54
7883.519;59.118;49.764;37.539
7884.517;59.141;49.764;37.539
7885.503;59.121;49.761;37.537
7886.496;59.132;49.764;37.539
7887.5;59.126;49.761;37.536
7888.488;59.141;49.763;37.538
7889.478;59.148;49.763;37.538
7890.47;59.128;49.76;37.535
7891.453;59.123;49.76;37.536
7892.439;59.13;49.762;37.537
7893.426;59.148;49.763;37.539
7894.419;59.133;49.762;37.538
7895.417;59.119;49.76;37.536
7896.422;59.116;49.761;37.536
7897.397;59.137;49.761;37.536
7898.407;59.14;49.76;37.536
7899.412;59.131;49.758;37.534
7900.413;59.124;49.761;37.536
7901.407;59.128;49.762;37.537
7902.401;59.124;49.759;37.534
7903.396;59.129;49.759;37.534
7904.405;59.147;49.759;37.535
7905.408;59.131;49.759;37.533
7906.39;59.136;49.759;37.535
7907.385;59.137;49.759;37.534
7908.376;59.116;49.756;37.531
7909.373;59.13;49.758;37.533
7910.381;59.128;49.756;37.532
7911.389;59.126;49.756;37.532
7912.4;59.133;49.759;37.533
7913.391;59.134;49.758;37.532
7914.388;59.138;49.76;37.535
7915.401;59.127;49.758;37.533
7916.404;59.124;49.759;37.534
7917.405;59.13;49.758;37.533
7918.39;59.132;49.758;37.533
7919.391;59.137;49.759;37.534
7920.399;59.126;49.758;37.533
7921.414;59.114;49.755;37.531
7922.433;59.123;49.756;37.532
7923.434;59.142;49.757;37.533
7924.439;59.134;49.758;37.533
7925.419;59.12;49.756;37.531
7926.401;59.116;49.756;37.532
7927.396;59.125;49.756;37.531
7928.391;59.125;49.756;37.532
7929.394;59.112;49.754;37.529
7930.398;59.126;49.758;37.532
7931.407;59.13;49.757;37.532
7932.4;59.127;49.757;37.531
7933.405;59.134;49.757;37.532
7934.401;59.108;49.755;37.529
7935.391;59.121;49.757;37.531
7936.374;59.107;49.755;37.53
7937.351;59.124;49.756;37.531
7938.342;59.121;49.756;37.53
7939.351;59.125;49.757;37.531
7940.347;59.112;49.754;37.529
7941.341;59.121;49.754;37.528
7942.348;59.135;49.755;37.531
7943.348;59.117;49.755;37.529
7944.36;59.114;49.754;37.529
7945.353;59.12;49.753;37.528
7946.353;59.116;49.753;37.529
7947.366;59.11;49.752;37.528
7948.384;59.119;49.753;37.527
7949.382;59.127;49.753;37.528
7950.388;59.108;49.753;37.528
7951.373;59.118;49.753;37.527
7952.359;59.099;49.751;37.525
7953.361;59.112;49.751;37.525
7954.364;59.112;49.75;37.526
7955.374;59.124;49.752;37.526
7956.386;59.116;49.749;37.525
7957.404;59.122;49.754;37.529
7958.414;59.105;49.75;37.525
7959.425;59.126;49.752;37.527
7960.414;59.103;49.748;37.523
7961.437;59.108;49.75;37.525
7962.435;59.125;49.749;37.524
7963.434;59.112;49.75;37.526
7964.438;59.123;49.75;37.525
7965.444;59.121;49.751;37.526
7966.46;59.106;49.748;37.523
7967.474;59.109;49.748;37.523
7968.493;59.122;49.751;37.526
7969.513;59.115;49.751;37.526
7970.51;59.129;49.751;37.526
7971.508;59.115;49.752;37.526
7972.509;59.114;49.751;37.526
7973.497;59.114;49.75;37.524
7974.491;59.119;49.749;37.524
7975.483;59.102;49.747;37.521
7976.488;59.114;49.748;37.524
7977.463;59.107;49.749;37.525
7978.453;59.11;49.749;37.523
7979.439;59.113;49.749;37.523
7980.441;59.107;49.748;37.523
7981.428;59.113;49.747;37.521
7982.413;59.104;49.746;37.521
7983.412;59.116;49.747;37.523
7984.417;59.098;49.745;37.52
7985.416;59.104;49.747;37.522
7986.425;59.127;49.748;37.523
7987.419;59.109;49.746;37.52
7988.419;59.111;49.746;37.521
7989.426;59.112;49.746;37.521
7990.44;59.11;49.744;37.519
7991.429;59.115;49.744;37.519
7992.432;59.097;49.744;37.52
7993.418;59.095;49.745;37.52
7994.422;59.112;49.744;37.519
7995.422;59.101;49.744;37.519
7996.402;59.106;49.744;37.518
7997.391;59.107;49.743;37.518
7998.383;59.102;49.743;37.517
7999.383;59.094;49.741;37.516
8000.388;59.101;49.742;37.517
8001.37;59.11;49.744;37.519
8002.387;59.09;49.741;37.516
8003.406;59.092;49.743;37.518
8004.395;59.097;49.74;37.515
8005.389;59.089;49.738;37.513
8006.386;59.097;49.741;37.516
8007.388;59.105;49.741;37.516
8008.391;59.116;49.743;37.519
8009.365;59.105;49.741;37.516
8010.363;59.105;49.74;37.515
8011.38;59.115;49.744;37.519
8012.394;59.102;49.739;37.514
8013.377;59.098;49.74;37.515
8014.378;59.091;49.739;37.514
8015.373;59.101;49.739;37.514
8016.358;59.094;49.739;37.514
8017.354;59.09;49.738;37.513
8018.364;59.089;49.739;37.513
8019.356;59.095;49.738;37.514
8020.368;59.089;49.737;37.511
8021.377;59.105;49.741;37.516
8022.383;59.106;49.737;37.512
8023.371;59.111;49.741;37.516
8024.374;59.102;49.739;37.513
8025.356;59.1;49.74;37.514
8026.34;59.102;49.739;37.514
8027.333;59.095;49.739;37.514
8028.335;59.094;49.737;37.512
8029.354;59.084;49.737;37.511
8030.349;59.095;49.737;37.511
8031.353;59.097;49.737;37.512
8032.363;59.082;49.737;37.511
8033.344;59.095;49.737;37.511
8034.329;59.099;49.737;37.511
8035.318;59.104;49.738;37.513
8036.313;59.097;49.737;37.512
8037.312;59.081;49.735;37.51
8038.315;59.105;49.737;37.512
8039.324;59.088;49.736;37.51
8040.332;59.09;49.736;37.51
8041.321;59.077;49.734;37.508
8042.315;59.092;49.734;37.508
8043.313;59.077;49.734;37.508
8044.31;59.078;49.733;37.507
8045.309;59.092;49.735;37.51
8046.298;59.101;49.736;37.511
8047.276;59.077;49.733;37.508
8048.271;59.078;49.733;37.507
8049.254;59.08;49.732;37.506
8050.257;59.097;49.735;37.509
8051.259;59.088;49.732;37.507
8052.265;59.089;49.733;37.507
8053.265;59.077;49.731;37.506
8054.264;59.081;49.731;37.507
8055.273;59.084;49.731;37.506
8056.273;59.084;49.732;37.507
8057.267;59.069;49.733;37.506
8058.269;59.091;49.732;37.507
8059.244;59.079;49.733;37.508
8060.257;59.086;49.731;37.506
8061.252;59.089;49.732;37.507
8062.255;59.096;49.733;37.508
8063.262;59.09;49.732;37.506
8064.277;59.097;49.731;37.506
8065.301;59.077;49.733;37.507
8066.301;59.082;49.731;37.505
8067.305;59.079;49.73;37.505
8068.312;59.08;49.73;37.504
8069.29;59.077;49.73;37.505
8070.28;59.077;49.731;37.505
8071.268;59.09;49.732;37.507
8072.26;59.074;49.729;37.504
8073.259;59.085;49.73;37.505
8074.262;59.082;49.73;37.504
8075.252;59.077;49.728;37.503
8076.244;59.077;49.731;37.505
8077.243;59.076;49.729;37.503
8078.235;59.073;49.728;37.502
8079.238;59.083;49.73;37.504
8080.234;59.075;49.729;37.503
8081.231;59.08;49.729;37.504
8082.243;59.083;49.729;37.504
8083.234;59.086;49.728;37.503
8084.244;59.07;49.729;37.503
8085.238;59.069;49.726;37.5
8086.234;59.071;49.729;37.503
8087.23;59.079;49.728;37.503
8088.231;59.069;49.727;37.501
8089.218;59.07;49.727;37.501
8090.208;59.087;49.728;37.503
8091.207;59.065;49.726;37.5
8092.189;59.061;49.727;37.501
8093.175;59.059;49.727;37.501
8094.17;59.084;49.728;37.503
8095.169;59.068;49.725;37.499
8096.147;59.083;49.727;37.502
8097.16;59.068;49.725;37.499
8098.18;59.07;49.726;37.501
8099.176;59.068;49.724;37.499
8100.185;59.07;49.726;37.501
8101.196;59.064;49.724;37.498
8102.211;59.075;49.726;37.501
8103.202;59.076;49.725;37.5
8104.202;59.026;49.72;37.496
8105.206;59.07;49.725;37.5
8106.21;59.078;49.726;37.501
8107.22;59.076;49.726;37.5
8108.202;59.076;49.725;37.5
8109.218;59.075;49.726;37.5
8110.206;59.018;49.72;37.495
8111.215;59.072;49.725;37.5
8112.206;59.049;49.723;37.497
8113.205;59.064;49.724;37.499
8114.201;59.028;49.72;37.495
8115.205;59.063;49.724;37.498
8116.212;59.068;49.724;37.499
8117.215;59.077;49.724;37.498
8118.226;59.054;49.725;37.498
8119.231;59.064;49.724;37.498
8120.229;59.062;49.722;37.497
8121.221;59.069;49.723;37.497
8122.227;59.063;49.721;37.496
8123.235;59.058;49.723;37.497
8124.213;59.062;49.722;37.496
8125.226;59.054;49.723;37.496
8126.22;59.066;49.722;37.496
8127.222;59.057;49.72;37.494
8128.229;59.067;49.721;37.495
8129.243;59.057;49.721;37.496
8130.233;59.06;49.722;37.496
8131.234;59.06;49.72;37.494
8132.237;59.055;49.721;37.496
8133.23;59.066;49.722;37.496
8134.226;59.06;49.72;37.494
8135.228;59.056;49.721;37.495
8136.237;59.062;49.72;37.494
8137.224;59.066;49.721;37.496
8138.244;59.06;49.719;37.493
8139.236;59.055;49.72;37.494
8140.238;59.053;49.72;37.494
8141.237;59.053;49.719;37.493
8142.234;59.056;49.72;37.494
8143.223;59.059;49.719;37.494
8144.194;59.061;49.72;37.495
8145.168;59.045;49.718;37.491
8146.171;59.055;49.718;37.493
8147.165;59.043;49.719;37.493
8148.148;59.063;49.717;37.492
8149.139;59.046;49.716;37.49
8150.15;59.054;49.719;37.493
8151.144;59.046;49.717;37.49
8152.124;59.041;49.716;37.49
8153.128;59.054;49.716;37.49
8154.113;59.058;49.718;37.491
8155.111;59.044;49.715;37.489
8156.114;59.056;49.716;37.49
8157.133;59.055;49.716;37.49
8158.129;59.056;49.716;37.49
8159.135;59.044;49.714;37.488
8160.153;59.056;49.715;37.49
8161.152;59.051;49.715;37.489
8162.16;59.049;49.714;37.489
8163.144;59.051;49.712;37.486
8164.147;59.041;49.715;37.489
8165.135;59.046;49.714;37.488
8166.122;59.049;49.714;37.489
8167.114;59.036;49.712;37.486
8168.14;59.051;49.711;37.485
8169.143;59.04;49.713;37.488
8170.121;59.048;49.713;37.488
8171.112;59.04;49.712;37.487
8172.109;59.043;49.712;37.486
8173.109;59.049;49.712;37.487
8174.111;59.04;49.712;37.485
8175.109;59.042;49.713;37.488
8176.102;59.044;49.713;37.487
8177.093;59.022;49.709;37.484
8178.074;59.039;49.71;37.484
8179.07;59.046;49.712;37.486
8180.069;59.045;49.71;37.484
8181.079;59.042;49.713;37.487
8182.08;59.05;49.712;37.486
8183.086;59.046;49.712;37.486
8184.083;59.039;49.713;37.486
8185.093;59.034;49.711;37.485
8186.087;59.037;49.711;37.485
8187.084;59.028;49.709;37.483
8188.084;59.037;49.71;37.484
8189.097;59.033;49.709;37.483
8190.087;59.042;49.71;37.483
8191.083;59.061;49.711;37.485
8192.086;59.037;49.709;37.483
8193.093;59.044;49.709;37.483
8194.075;59.037;49.708;37.482
8195.063;59.035;49.708;37.482
8196.057;59.036;49.707;37.48
8197.058;59.035;49.709;37.483
8198.062;59.037;49.709;37.483
8199.067;59.049;49.709;37.483
8200.062;59.011;49.705;37.48
8201.052;59.027;49.708;37.482
8202.058;59.028;49.708;37.481
8203.056;59.035;49.705;37.48
8204.062;59.032;49.706;37.48
8205.038;59.028;49.705;37.479
8206.047;59.027;49.707;37.48
8207.05;59.036;49.705;37.48
8208.062;59.026;49.706;37.48
8209.045;59.047;49.707;37.482
8210.039;59.04;49.704;37.479
8211.051;59.042;49.708;37.482
8212.031;59.031;49.705;37.479
8213.018;59.037;49.706;37.48
8214.019;59.03;49.705;37.479
8214.997;59.021;49.705;37.478
8215.982;59.035;49.707;37.481
8216.974;59.025;49.704;37.478
8217.973;59.031;49.704;37.478
8218.979;59.022;49.704;37.479
8219.99;59.032;49.704;37.478
8220.983;59.018;49.705;37.478
8221.985;59.024;49.703;37.476
8222.967;59.03;49.703;37.477
8223.984;59.028;49.703;37.477
8224.982;59.027;49.702;37.476
8225.964;59.023;49.702;37.476
8226.973;59.022;49.7;37.474
8227.987;59.023;49.702;37.476
8228.972;59.019;49.702;37.476
8230;59.023;49.701;37.475
8231.003;59.018;49.7;37.474
8231.996;59.039;49.703;37.478
8232.998;59.02;49.702;37.476
8233.981;59.021;49.699;37.473
8234.972;59.026;49.698;37.472
8235.967;59.015;49.7;37.474
8236.976;59.015;49.701;37.475
8237.973;59.016;49.701;37.475
8238.987;59.016;49.699;37.473
8239.971;59.012;49.698;37.471
8240.972;59.02;49.7;37.474
8241.972;59.023;49.7;37.474
8242.974;59.023;49.701;37.475
8243.963;59.033;49.7;37.474
8244.961;59.016;49.698;37.472
8245.966;59.018;49.7;37.474
8246.949;59.012;49.7;37.473
8247.937;59.01;49.699;37.472
8248.937;59.013;49.7;37.474
8249.92;59.021;49.699;37.473
8250.907;59.008;49.698;37.471
8251.889;59.011;49.697;37.47
8252.879;59.008;49.698;37.471
8253.869;59.014;49.699;37.473
8254.866;59.017;49.697;37.47
8255.865;59.01;49.697;37.471
8256.872;59.018;49.696;37.47
8257.88;59.011;49.697;37.471
8258.893;59.014;49.697;37.471
8259.878;58.999;49.696;37.469
8260.867;59.007;49.698;37.471
8261.864;59.016;49.698;37.472
8262.862;59.006;49.695;37.468
8263.836;59.009;49.696;37.469
8264.831;59.017;49.695;37.469
8265.827;59.002;49.695;37.469
8266.817;59.016;49.695;37.469
8267.822;59.015;49.695;37.47
8268.82;59.006;49.693;37.466
8269.812;59.01;49.694;37.468
8270.827;59.012;49.693;37.467
8271.826;59.01;49.692;37.466
8272.811;59.011;49.695;37.468
8273.786;59.005;49.694;37.467
8274.795;59.002;49.693;37.466
8275.799;59.005;49.694;37.468
8276.801;59.003;49.692;37.465
8277.777;59.001;49.693;37.466
8278.771;59.004;49.693;37.466
8279.78;59.012;49.693;37.467
8280.77;59.001;49.693;37.466
8281.798;58.998;49.692;37.465
8282.802;59.004;49.695;37.469
8283.813;59.01;49.693;37.467
8284.826;59.014;49.692;37.466
8285.818;59.001;49.692;37.466
8286.819;59.004;49.691;37.465
8287.821;59.008;49.694;37.468
8288.829;58.99;49.693;37.466
8289.806;59.007;49.692;37.466
8290.789;58.995;49.693;37.467
8291.808;58.999;49.69;37.463
8292.799;58.998;49.691;37.464
8293.792;59.004;49.689;37.463
8294.792;59.008;49.691;37.465
8295.797;58.997;49.691;37.465
8296.771;59.006;49.691;37.465
8297.766;58.996;49.689;37.462
8298.766;59.003;49.69;37.464
8299.766;59.001;49.689;37.462
8300.763;58.996;49.689;37.463
8301.748;58.999;49.69;37.464
8302.731;58.999;49.689;37.463
8303.729;59.007;49.688;37.462
8304.715;59.017;49.69;37.465
8305.712;59;49.69;37.463
8306.721;58.998;49.689;37.463
8307.713;58.994;49.691;37.464
8308.716;58.994;49.689;37.462
8309.709;58.993;49.69;37.463
8310.713;58.99;49.691;37.464
8311.709;58.998;49.69;37.463
8312.705;58.995;49.69;37.464
8313.697;58.99;49.69;37.463
8314.696;59.001;49.688;37.462
8315.698;58.984;49.69;37.462
8316.713;58.995;49.688;37.461
8317.714;59.003;49.69;37.463
8318.717;58.991;49.689;37.462
8319.695;59.003;49.689;37.463
8320.707;58.997;49.687;37.461
8321.696;58.983;49.687;37.46
8322.688;58.999;49.688;37.462
8323.697;58.995;49.687;37.46
8324.705;58.989;49.688;37.461
8325.687;58.994;49.688;37.461
8326.681;58.995;49.687;37.461
8327.675;58.993;49.687;37.461
8328.673;59.005;49.688;37.462
8329.666;58.998;49.687;37.46
8330.654;58.987;49.687;37.46
8331.654;58.991;49.686;37.459
8332.637;58.991;49.686;37.459
8333.64;58.996;49.685;37.458
8334.649;58.995;49.685;37.458
8335.649;58.985;49.684;37.457
8336.661;58.995;49.685;37.459
8337.679;58.983;49.685;37.458
8338.666;58.99;49.684;37.457
8339.663;58.976;49.684;37.457
8340.664;59.003;49.684;37.458
8341.662;58.996;49.682;37.456
8342.663;58.989;49.682;37.456
8343.67;58.988;49.683;37.456
8344.665;58.991;49.682;37.455
8345.662;58.992;49.685;37.458
8346.669;58.989;49.683;37.456
8347.651;58.987;49.683;37.455
8348.644;58.992;49.684;37.457
8349.641;58.985;49.683;37.455
8350.643;58.985;49.684;37.457
8351.623;58.99;49.682;37.456
8352.635;58.983;49.681;37.454
8353.625;58.984;49.682;37.455
8354.61;58.989;49.68;37.454
8355.586;58.985;49.683;37.456
8356.584;58.985;49.681;37.454
8357.593;58.99;49.681;37.454
8358.59;58.992;49.679;37.453
8359.587;58.985;49.681;37.454
8360.571;58.979;49.681;37.454
8361.575;58.987;49.681;37.454
8362.572;58.986;49.679;37.452
8363.569;58.983;49.681;37.454
8364.564;58.981;49.679;37.452
8365.564;58.975;49.68;37.453
8366.57;58.992;49.679;37.453
8367.583;58.983;49.68;37.453
8368.571;58.984;49.68;37.453
8369.57;58.982;49.679;37.453
8370.581;58.981;49.68;37.454
8371.569;58.983;49.68;37.453
8372.568;58.979;49.678;37.452
8373.572;58.977;49.681;37.454
8374.579;58.977;49.68;37.453
8375.562;58.984;49.68;37.453
8376.565;58.982;49.679;37.453
8377.542;58.98;49.677;37.45
8378.553;58.99;49.68;37.453
8379.542;58.982;49.68;37.453
8380.532;58.985;49.677;37.451
8381.528;58.981;49.678;37.451
8382.525;58.976;49.679;37.452
8383.518;58.979;49.675;37.449
8384.514;58.981;49.678;37.451
8385.506;58.98;49.677;37.45
8386.509;58.989;49.677;37.451
8387.513;58.979;49.678;37.451
8388.527;58.976;49.677;37.45
8389.525;58.98;49.676;37.45
8390.532;58.982;49.677;37.45
8391.527;58.982;49.677;37.451
8392.532;58.983;49.675;37.448
8393.521;58.975;49.678;37.452
8394.537;58.986;49.678;37.452
8395.532;58.97;49.678;37.451
8396.51;58.979;49.677;37.45
8397.493;58.971;49.677;37.45
8398.511;58.975;49.676;37.448
8399.5;58.977;49.677;37.45
8400.493;58.979;49.678;37.452
8401.493;58.975;49.677;37.449
8402.502;58.973;49.677;37.45
8403.486;58.973;49.675;37.448
8404.483;58.978;49.675;37.448
8405.479;58.978;49.675;37.449
8406.478;58.984;49.674;37.447
8407.485;58.99;49.674;37.449
8408.496;58.976;49.674;37.447
8409.509;58.983;49.676;37.45
8410.525;58.979;49.676;37.449
8411.534;58.987;49.673;37.446
8412.522;58.975;49.674;37.447
8413.517;58.988;49.675;37.449
8414.51;58.977;49.674;37.448
8415.517;58.976;49.673;37.446
8416.504;58.975;49.675;37.448
8417.481;58.977;49.674;37.448
8418.494;58.973;49.673;37.447
8419.479;58.975;49.675;37.448
8420.487;58.977;49.673;37.446
8421.478;58.97;49.674;37.447
8422.478;58.972;49.675;37.448
8423.466;58.983;49.672;37.446
8424.478;58.971;49.672;37.445
8425.488;58.957;49.674;37.445
8426.465;58.972;49.672;37.445
8427.45;58.977;49.672;37.446
8428.446;58.97;49.673;37.446
8429.452;58.969;49.671;37.444
8430.44;58.97;49.672;37.445
8431.438;58.98;49.672;37.446
8432.441;58.967;49.672;37.445
8433.424;58.983;49.671;37.445
8434.409;58.971;49.673;37.446
8435.407;58.963;49.672;37.445
8436.404;58.964;49.673;37.446
8437.409;58.966;49.673;37.446
8438.385;58.976;49.671;37.444
8439.395;58.967;49.672;37.445
8440.379;58.977;49.671;37.445
8441.368;58.959;49.671;37.445
8442.358;58.966;49.672;37.445
8443.353;58.96;49.672;37.445
8444.35;58.963;49.671;37.444
8445.35;58.966;49.672;37.444
8446.356;58.973;49.671;37.444
8447.362;58.974;49.67;37.444
8448.361;58.969;49.671;37.445
8449.352;58.961;49.669;37.441
8450.345;58.963;49.669;37.442
8451.327;58.972;49.67;37.443
8452.302;58.971;49.67;37.444
8453.286;58.963;49.67;37.443
8454.283;58.967;49.67;37.443
8455.272;58.969;49.669;37.442
8456.266;58.972;49.67;37.443
8457.251;58.961;49.671;37.444
8458.242;58.968;49.668;37.441
8459.243;58.969;49.669;37.442
8460.227;58.971;49.667;37.441
8461.244;58.961;49.669;37.442
8462.261;58.948;49.668;37.441
8463.259;58.964;49.668;37.441
8464.266;58.966;49.667;37.44
8465.258;58.964;49.668;37.441
8466.259;58.955;49.671;37.443
8467.269;58.965;49.667;37.44
8468.288;58.951;49.667;37.44
8469.287;58.967;49.669;37.441
8470.29;58.966;49.669;37.442
8471.301;58.964;49.667;37.44
8472.285;58.961;49.666;37.439
8473.273;58.962;49.666;37.439
8474.298;58.953;49.666;37.439
8475.293;58.966;49.666;37.439
8476.293;58.962;49.666;37.439
8477.3;58.958;49.666;37.439
8478.307;58.966;49.665;37.438
8479.322;58.959;49.665;37.438
8480.306;58.965;49.663;37.436
8481.324;58.966;49.665;37.438
8482.317;58.963;49.664;37.436
8483.347;58.96;49.664;37.437
8484.348;58.954;49.663;37.436
8485.364;58.955;49.663;37.435
8486.357;58.959;49.663;37.436
8487.354;58.957;49.663;37.436
8488.364;58.96;49.663;37.436
8489.344;58.949;49.662;37.435
8490.326;58.957;49.662;37.435
8491.326;58.952;49.663;37.435
8492.314;58.955;49.662;37.435
8493.313;58.958;49.662;37.435
8494.296;58.953;49.662;37.435
8495.29;58.955;49.66;37.433
8496.29;58.961;49.66;37.433
8497.297;58.95;49.659;37.431
8498.286;58.942;49.661;37.433
8499.279;58.95;49.66;37.434
8500.28;58.949;49.658;37.431
8501.26;58.953;49.658;37.431
8502.25;58.958;49.66;37.433
8503.245;58.948;49.66;37.433
8504.243;58.951;49.659;37.432
8505.25;58.951;49.659;37.432
8506.245;58.959;49.657;37.43
8507.237;58.958;49.659;37.432
8508.237;58.958;49.657;37.43
8509.24;58.958;49.656;37.429
8510.257;58.953;49.657;37.431
8511.273;58.944;49.658;37.432
8512.277;58.952;49.656;37.429
8513.279;58.949;49.66;37.433
8514.284;58.954;49.658;37.431
8515.264;58.958;49.655;37.428
8516.245;58.947;49.657;37.43
8517.267;58.95;49.658;37.43
8518.261;58.95;49.655;37.428
8519.257;58.946;49.657;37.429
8520.269;58.941;49.656;37.429
8521.255;58.97;49.655;37.429
8522.272;58.946;49.656;37.429
8523.265;58.95;49.656;37.429
8524.254;58.947;49.656;37.429
8525.241;58.957;49.655;37.428
8526.238;58.947;49.654;37.426
8527.223;58.95;49.654;37.427
8528.217;58.949;49.655;37.428
8529.228;58.948;49.654;37.426
8530.248;58.944;49.654;37.427
8531.243;58.944;49.654;37.427
8532.245;58.951;49.653;37.427
8533.245;58.948;49.652;37.425
8534.232;58.96;49.652;37.425
8535.226;58.944;49.655;37.428
8536.232;58.945;49.652;37.425
8537.217;58.938;49.655;37.427
8538.212;58.939;49.654;37.426
8539.223;58.957;49.652;37.426
8540.206;58.944;49.653;37.426
8541.197;58.944;49.654;37.427
8542.19;58.947;49.652;37.425
8543.194;58.948;49.651;37.425
8544.203;58.946;49.651;37.424
8545.183;58.94;49.652;37.424
8546.169;58.949;49.652;37.425
8547.16;58.942;49.652;37.425
8548.159;58.943;49.651;37.424
8549.16;58.946;49.652;37.425
8550.163;58.95;49.65;37.422
8551.169;58.944;49.651;37.424
8552.183;58.94;49.65;37.423
8553.203;58.948;49.65;37.422
8554.199;58.942;49.649;37.422
8555.189;58.94;49.652;37.425
8556.182;58.95;49.65;37.424
8557.18;58.935;49.649;37.422
8558.185;58.942;49.649;37.423
8559.18;58.948;49.648;37.421
8560.186;58.942;49.651;37.424
8561.186;58.956;49.649;37.423
8562.175;58.943;49.649;37.421
8563.15;58.942;49.649;37.422
8564.161;58.938;49.65;37.423
8565.157;58.954;49.648;37.421
8566.148;58.946;49.649;37.422
8567.142;58.941;49.649;37.422
8568.129;58.932;49.65;37.422
8569.127;58.949;49.647;37.421
8570.112;58.951;49.648;37.422
8571.105;58.939;49.649;37.422
8572.107;58.934;49.648;37.42
8573.113;58.944;49.648;37.421
8574.128;58.94;49.648;37.421
8575.122;58.936;49.648;37.421
8576.119;58.943;49.646;37.419
8577.127;58.945;49.646;37.42
8578.11;58.934;49.647;37.42
8579.1;58.943;49.644;37.417
8580.105;58.932;49.647;37.419
8581.112;58.934;49.646;37.418
8582.094;58.94;49.646;37.419
8583.08;58.942;49.646;37.419
8584.073;58.944;49.645;37.418
8585.078;58.934;49.646;37.418
8586.083;58.939;49.646;37.418
8587.088;58.936;49.645;37.417
8588.101;58.94;49.646;37.418
8589.119;58.93;49.645;37.418
8590.111;58.932;49.645;37.418
8591.105;58.93;49.644;37.416
8592.103;58.938;49.643;37.416
8593.106;58.942;49.643;37.416
8594.092;58.941;49.642;37.414
8595.079;58.942;49.642;37.415
8596.08;58.936;49.643;37.415
8597.051;58.944;49.642;37.415
8598.042;58.929;49.642;37.415
8599.053;58.928;49.644;37.417
8600.05;58.936;49.641;37.413
8601.065;58.939;49.642;37.415
8602.038;58.939;49.642;37.415
8603.053;58.925;49.643;37.416
8604.066;58.934;49.641;37.414
8605.071;58.935;49.641;37.414
8606.063;58.935;49.643;37.415
8607.058;58.929;49.642;37.414
8608.056;58.93;49.641;37.414
8609.061;58.945;49.64;37.413
8610.045;58.925;49.64;37.413
8611.064;58.937;49.64;37.413
8612.059;58.929;49.638;37.411
8613.059;58.934;49.639;37.412
8614.061;58.929;49.638;37.41
8615.047;58.928;49.637;37.409
8616.064;58.939;49.636;37.409
8617.058;58.933;49.636;37.409
8618.054;58.935;49.636;37.409
8619.054;58.932;49.636;37.409
8620.047;58.939;49.635;37.408
8621.043;58.94;49.637;37.41
8622.041;58.928;49.636;37.409
8623.031;58.926;49.636;37.408
8624.034;58.937;49.636;37.409
8625.034;58.93;49.634;37.408
8626.023;58.938;49.635;37.409
8627.026;58.93;49.636;37.41
8628.042;58.921;49.637;37.41
8629.037;58.937;49.636;37.409
8630.042;58.939;49.633;37.407
8631.034;58.934;49.637;37.41
8632.032;58.934;49.635;37.408
8633.022;58.926;49.635;37.407
8634.018;58.935;49.636;37.409
8635.022;58.928;49.634;37.407
8636.011;58.935;49.634;37.407
8637.006;58.936;49.635;37.408
8638.008;58.933;49.634;37.407
8639.006;58.93;49.635;37.408
8640.001;58.933;49.634;37.407
8641.005;58.927;49.635;37.407
8642.019;58.93;49.635;37.408
8642.989;58.927;49.637;37.409
8643.989;58.948;49.632;37.406
8645.001;58.928;49.632;37.405
8645.984;58.929;49.633;37.406
8646.974;58.937;49.633;37.407
8647.97;58.934;49.635;37.408
8648.97;58.929;49.634;37.406
8649.974;58.928;49.635;37.408
8650.981;58.925;49.634;37.406
8651.992;58.938;49.633;37.407
8653.01;58.916;49.634;37.406
8653.999;58.925;49.633;37.407
8654.992;58.934;49.632;37.405
8655.989;58.933;49.632;37.405
8656.994;58.933;49.632;37.405
8658.004;58.925;49.63;37.403
8658.986;58.928;49.631;37.404
8659.994;58.921;49.63;37.403
8661.007;58.92;49.633;37.405
8662.011;58.93;49.63;37.403
8663.001;58.924;49.631;37.403
8663.978;58.914;49.631;37.403
8664.97;58.923;49.631;37.404
