IDs:;240717_14_240712K;14_DNAJB6_00_087_uM;
Concentration [uM]:;0.087;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
11369.93;70.468;48.422;36.986
11370.94;70.475;48.42;36.985
11371.94;70.472;48.419;36.984
11372.93;70.464;48.418;36.982
11373.96;70.451;48.422;36.986
11374.95;70.445;48.418;36.982
11375.95;70.455;48.419;36.983
11376.93;70.448;48.422;36.985
11377.93;70.467;48.417;36.98
11378.93;70.455;48.417;36.981
11379.93;70.461;48.417;36.981
11380.95;70.459;48.418;36.982
11381.93;70.442;48.419;36.983
11382.93;70.455;48.416;36.98
11383.93;70.449;48.416;36.981
11384.94;70.465;48.414;36.978
11385.92;70.457;48.418;36.982
11386.92;70.451;48.419;36.983
11387.91;70.462;48.416;36.98
11388.9;70.485;48.416;36.981
11389.88;70.468;48.416;36.981
11390.9;70.444;48.415;36.979
11391.9;70.452;48.415;36.98
11392.89;70.459;48.416;36.98
11393.89;70.444;48.415;36.978
11394.89;70.435;48.417;36.981
11395.88;70.436;48.414;36.977
11396.88;70.457;48.415;36.979
11397.87;70.468;48.413;36.978
11398.87;70.44;48.412;36.976
11399.88;70.444;48.415;36.979
11400.88;70.427;48.414;36.977
11401.87;70.453;48.412;36.976
11402.86;70.463;48.415;36.98
11403.86;70.448;48.413;36.977
11404.84;70.434;48.413;36.976
11405.84;70.436;48.416;36.98
11406.82;70.448;48.415;36.979
11407.83;70.436;48.414;36.977
11408.82;70.448;48.416;36.98
11409.83;70.437;48.415;36.979
11410.85;70.443;48.413;36.977
11411.85;70.429;48.413;36.975
11412.86;70.45;48.412;36.976
11413.87;70.436;48.412;36.976
11414.87;70.451;48.412;36.976
11415.87;70.448;48.411;36.975
11416.87;70.457;48.411;36.976
11417.89;70.442;48.411;36.975
11418.88;70.444;48.413;36.977
11419.88;70.438;48.41;36.974
11420.88;70.438;48.412;36.975
11421.89;70.445;48.411;36.974
11422.9;70.442;48.413;36.976
11423.89;70.44;48.412;36.975
11424.89;70.427;48.41;36.974
11425.88;70.452;48.411;36.975
11426.89;70.445;48.408;36.972
11427.9;70.45;48.409;36.973
11428.91;70.428;48.411;36.974
11429.89;70.442;48.41;36.974
11430.88;70.439;48.41;36.973
11431.89;70.438;48.41;36.974
11432.87;70.448;48.411;36.975
11433.87;70.433;48.41;36.974
11434.87;70.436;48.41;36.973
11435.88;70.416;48.411;36.973
11436.89;70.43;48.412;36.975
11437.88;70.435;48.411;36.974
11438.87;70.434;48.407;36.97
11439.85;70.448;48.406;36.97
11440.85;70.425;48.407;36.971
11441.85;70.425;48.407;36.97
11442.82;70.413;48.405;36.968
11443.83;70.422;48.408;36.971
11444.83;70.433;48.406;36.97
11445.83;70.428;48.408;36.972
11446.85;70.432;48.406;36.969
11447.84;70.424;48.409;36.972
11448.83;70.435;48.406;36.97
11449.83;70.431;48.406;36.97
11450.81;70.43;48.405;36.968
11451.82;70.431;48.405;36.968
11452.83;70.416;48.404;36.968
11453.82;70.411;48.406;36.97
11454.82;70.428;48.404;36.968
11455.82;70.435;48.405;36.97
11456.84;70.429;48.404;36.967
11457.82;70.426;48.404;36.967
11458.82;70.424;48.403;36.968
11459.8;70.439;48.401;36.966
11460.78;70.401;48.403;36.965
11461.79;70.431;48.404;36.967
11462.8;70.424;48.403;36.967
11463.79;70.425;48.402;36.966
11464.79;70.43;48.402;36.965
11465.78;70.443;48.401;36.965
11466.79;70.431;48.402;36.965
11467.78;70.395;48.401;36.964
11468.79;70.422;48.401;36.965
11469.78;70.413;48.4;36.964
11470.77;70.414;48.399;36.963
11471.78;70.395;48.402;36.965
11472.77;70.428;48.398;36.962
11473.76;70.437;48.398;36.962
11474.75;70.406;48.4;36.963
11475.74;70.42;48.398;36.962
11476.74;70.413;48.4;36.963
11477.72;70.412;48.4;36.963
11478.72;70.444;48.4;36.964
11479.7;70.426;48.399;36.962
11480.69;70.426;48.398;36.961
11481.68;70.412;48.399;36.962
11482.67;70.416;48.401;36.964
11483.67;70.407;48.4;36.963
11484.66;70.424;48.398;36.961
11485.67;70.432;48.396;36.96
11486.66;70.408;48.398;36.961
11487.66;70.412;48.397;36.961
11488.63;70.428;48.396;36.96
11489.64;70.4;48.397;36.961
11490.62;70.439;48.395;36.96
11491.64;70.403;48.396;36.959
11492.64;70.422;48.397;36.961
11493.64;70.423;48.394;36.958
11494.65;70.418;48.396;36.959
11495.64;70.429;48.396;36.96
11496.63;70.404;48.395;36.958
11497.62;70.407;48.396;36.959
11498.62;70.418;48.396;36.96
11499.62;70.408;48.394;36.958
11500.61;70.426;48.397;36.96
11501.6;70.41;48.396;36.959
11502.61;70.406;48.394;36.958
11503.6;70.422;48.394;36.958
11504.57;70.398;48.395;36.959
11505.57;70.429;48.393;36.957
11506.55;70.394;48.395;36.958
11507.55;70.416;48.392;36.955
11508.57;70.4;48.393;36.957
11509.57;70.409;48.393;36.957
11510.55;70.421;48.393;36.956
11511.54;70.418;48.391;36.954
11512.54;70.408;48.392;36.956
11513.54;70.393;48.393;36.956
11514.55;70.415;48.392;36.956
11515.57;70.396;48.391;36.954
11516.57;70.405;48.39;36.954
11517.58;70.403;48.39;36.953
11518.59;70.407;48.39;36.953
11519.59;70.406;48.39;36.953
11520.59;70.4;48.391;36.954
11521.61;70.406;48.389;36.953
11522.59;70.399;48.39;36.953
11523.59;70.398;48.388;36.951
11524.59;70.407;48.39;36.953
11525.6;70.402;48.389;36.952
11526.61;70.422;48.39;36.955
11527.62;70.414;48.388;36.952
11528.61;70.402;48.387;36.951
11529.6;70.41;48.389;36.952
11530.6;70.401;48.388;36.951
11531.59;70.406;48.388;36.951
11532.58;70.414;48.387;36.951
11533.58;70.401;48.387;36.951
11534.57;70.395;48.388;36.952
11535.58;70.402;48.389;36.953
11536.58;70.418;48.388;36.952
11537.6;70.397;48.386;36.949
11538.6;70.385;48.388;36.951
11539.62;70.399;48.387;36.95
11540.62;70.391;48.386;36.949
11541.61;70.388;48.384;36.947
11542.61;70.394;48.386;36.949
11543.6;70.385;48.386;36.95
11544.6;70.398;48.383;36.947
11545.58;70.392;48.385;36.948
11546.56;70.407;48.384;36.948
11547.57;70.41;48.382;36.946
11548.58;70.394;48.384;36.947
11549.6;70.39;48.382;36.946
11550.6;70.388;48.383;36.947
11551.6;70.37;48.384;36.947
11552.61;70.388;48.385;36.948
11553.59;70.388;48.385;36.948
11554.59;70.398;48.381;36.945
11555.59;70.421;48.382;36.946
11556.59;70.383;48.382;36.945
11557.57;70.392;48.382;36.945
11558.56;70.391;48.383;36.946
11559.55;70.395;48.382;36.945
11560.55;70.391;48.381;36.945
11561.56;70.379;48.382;36.946
11562.56;70.382;48.382;36.945
11563.55;70.386;48.381;36.945
11564.53;70.375;48.381;36.945
11565.52;70.394;48.382;36.946
11566.53;70.37;48.383;36.946
11567.53;70.398;48.381;36.945
11568.53;70.385;48.38;36.943
11569.52;70.393;48.38;36.944
11570.49;70.386;48.382;36.945
11571.49;70.385;48.38;36.944
11572.48;70.368;48.381;36.943
11573.47;70.382;48.382;36.946
11574.49;70.388;48.38;36.943
11575.48;70.375;48.381;36.944
11576.47;70.399;48.38;36.944
11577.46;70.401;48.38;36.943
11578.47;70.404;48.381;36.944
11579.47;70.382;48.38;36.943
11580.45;70.376;48.38;36.942
11581.44;70.385;48.38;36.943
11582.43;70.378;48.379;36.943
11583.42;70.393;48.38;36.943
11584.42;70.369;48.382;36.945
11585.4;70.378;48.379;36.942
11586.38;70.393;48.379;36.943
11587.4;70.383;48.379;36.942
11588.39;70.391;48.38;36.943
11589.4;70.384;48.378;36.941
11590.39;70.382;48.378;36.941
11591.39;70.384;48.376;36.94
11592.39;70.367;48.38;36.942
11593.37;70.378;48.379;36.942
11594.37;70.406;48.378;36.942
11595.37;70.391;48.378;36.942
11596.36;70.375;48.379;36.942
11597.36;70.385;48.377;36.941
11598.36;70.369;48.378;36.941
11599.34;70.389;48.378;36.941
11600.32;70.369;48.376;36.939
11601.32;70.387;48.377;36.94
11602.32;70.377;48.376;36.939
11603.31;70.374;48.377;36.94
11604.32;70.37;48.377;36.94
11605.31;70.368;48.375;36.938
11606.31;70.387;48.375;36.938
11607.3;70.353;48.376;36.939
11608.31;70.361;48.375;36.938
11609.3;70.371;48.376;36.939
11610.3;70.39;48.375;36.938
11611.31;70.395;48.374;36.937
11612.29;70.37;48.377;36.94
11613.31;70.384;48.375;36.938
11614.3;70.347;48.376;36.938
11615.3;70.367;48.375;36.938
11616.3;70.375;48.374;36.937
11617.31;70.384;48.375;36.939
11618.32;70.363;48.373;36.937
11619.33;70.37;48.372;36.935
11620.35;70.367;48.374;36.937
11621.34;70.381;48.373;36.936
11622.34;70.376;48.372;36.936
11623.34;70.362;48.373;36.936
11624.34;70.344;48.372;36.934
11625.34;70.375;48.372;36.935
11626.34;70.377;48.369;36.932
11627.34;70.373;48.37;36.933
11628.35;70.38;48.368;36.931
11629.35;70.365;48.371;36.935
11630.34;70.352;48.371;36.934
11631.35;70.361;48.37;36.933
11632.35;70.369;48.37;36.934
11633.34;70.361;48.367;36.93
11634.33;70.376;48.368;36.931
11635.32;70.362;48.371;36.934
11636.32;70.358;48.367;36.931
11637.31;70.378;48.368;36.931
11638.32;70.361;48.366;36.929
11639.32;70.343;48.367;36.929
11640.33;70.361;48.365;36.928
11641.32;70.35;48.365;36.928
11642.32;70.346;48.367;36.931
11643.32;70.358;48.366;36.928
11644.31;70.368;48.365;36.927
11645.29;70.355;48.366;36.928
11646.29;70.339;48.366;36.928
11647.29;70.352;48.364;36.927
11648.3;70.367;48.364;36.927
11649.31;70.359;48.366;36.929
11650.3;70.36;48.364;36.927
11651.3;70.341;48.363;36.926
11652.3;70.362;48.364;36.927
11653.3;70.35;48.362;36.925
11654.28;70.347;48.363;36.926
11655.27;70.344;48.363;36.926
11656.26;70.346;48.363;36.927
11657.25;70.356;48.361;36.924
11658.26;70.361;48.363;36.926
11659.26;70.363;48.362;36.925
11660.26;70.353;48.363;36.926
11661.25;70.338;48.364;36.926
11662.23;70.341;48.363;36.926
11663.23;70.347;48.364;36.927
11664.23;70.344;48.362;36.925
11665.24;70.348;48.36;36.922
11666.23;70.348;48.36;36.923
11667.24;70.335;48.364;36.926
11668.24;70.35;48.36;36.924
11669.25;70.344;48.358;36.921
11670.25;70.336;48.36;36.923
11671.24;70.326;48.36;36.923
11672.24;70.352;48.36;36.923
11673.26;70.368;48.359;36.922
11674.25;70.346;48.357;36.92
11675.23;70.346;48.357;36.921
11676.21;70.359;48.357;36.921
11677.2;70.352;48.356;36.92
11678.2;70.356;48.356;36.92
11679.2;70.368;48.357;36.92
11680.19;70.363;48.356;36.92
11681.18;70.367;48.356;36.919
11682.18;70.343;48.356;36.919
11683.18;70.341;48.355;36.918
11684.19;70.35;48.357;36.92
11685.18;70.356;48.356;36.919
11686.2;70.358;48.355;36.919
11687.19;70.347;48.356;36.92
11688.22;70.353;48.356;36.919
11689.2;70.365;48.355;36.918
11690.19;70.33;48.355;36.917
11691.17;70.325;48.355;36.918
11692.16;70.346;48.355;36.919
11693.17;70.345;48.356;36.918
11694.16;70.333;48.355;36.918
11695.15;70.352;48.355;36.919
11696.13;70.352;48.356;36.919
11697.13;70.353;48.354;36.917
11698.14;70.357;48.354;36.918
11699.13;70.336;48.352;36.915
11700.13;70.346;48.353;36.916
11701.13;70.357;48.353;36.917
11702.12;70.337;48.354;36.917
11703.13;70.353;48.356;36.919
11704.12;70.34;48.353;36.916
11705.12;70.338;48.354;36.917
11706.11;70.354;48.354;36.918
11707.1;70.352;48.353;36.917
11708.11;70.329;48.354;36.917
11709.1;70.336;48.354;36.917
11710.11;70.333;48.352;36.915
11711.09;70.334;48.352;36.915
11712.08;70.344;48.351;36.915
11713.08;70.356;48.348;36.911
11714.08;70.335;48.351;36.914
11715.06;70.347;48.351;36.915
11716.05;70.338;48.35;36.913
11717.06;70.349;48.351;36.915
11718.08;70.351;48.35;36.913
11719.06;70.344;48.35;36.914
11720.05;70.34;48.352;36.915
11721.04;70.35;48.351;36.914
11722.03;70.332;48.351;36.914
11723.03;70.333;48.351;36.913
11724.02;70.342;48.348;36.911
11725.02;70.33;48.349;36.912
11726.01;70.312;48.349;36.912
11727.01;70.353;48.347;36.91
11728;70.339;48.35;36.913
11729.01;70.342;48.348;36.911
11730.01;70.327;48.349;36.911
11731.01;70.33;48.349;36.912
11732;70.316;48.348;36.911
11733.01;70.32;48.348;36.91
11734;70.337;48.346;36.91
11735.01;70.342;48.348;36.911
11736.01;70.337;48.347;36.911
11737.01;70.332;48.348;36.911
11738;70.328;48.349;36.912
11739;70.322;48.348;36.91
11739.99;70.334;48.348;36.911
11741.01;70.313;48.349;36.911
11742;70.321;48.35;36.911
11743;70.322;48.348;36.911
11744;70.311;48.346;36.909
11744.98;70.336;48.346;36.909
11745.96;70.339;48.346;36.909
11746.96;70.337;48.346;36.909
11747.96;70.328;48.345;36.907
11748.96;70.337;48.344;36.907
11749.97;70.327;48.345;36.908
11750.98;70.353;48.344;36.907
11751.96;70.334;48.345;36.907
11752.98;70.311;48.347;36.91
11753.98;70.32;48.345;36.907
11754.97;70.306;48.347;36.91
11755.97;70.325;48.345;36.908
11756.97;70.332;48.344;36.907
11757.97;70.332;48.343;36.906
11758.97;70.32;48.344;36.906
11759.96;70.342;48.343;36.906
11760.95;70.294;48.346;36.909
11761.95;70.324;48.344;36.907
11762.95;70.353;48.342;36.905
11763.94;70.317;48.346;36.908
11764.94;70.325;48.343;36.905
11765.96;70.319;48.345;36.906
11766.95;70.325;48.344;36.907
11767.93;70.321;48.342;36.906
11768.92;70.317;48.343;36.906
11769.91;70.321;48.343;36.905
11770.91;70.333;48.342;36.905
11771.91;70.332;48.344;36.906
11772.91;70.337;48.343;36.906
11773.92;70.332;48.341;36.904
11774.94;70.314;48.341;36.904
11775.93;70.318;48.34;36.903
11776.93;70.323;48.34;36.903
11777.94;70.307;48.342;36.904
11778.94;70.313;48.342;36.904
11779.93;70.324;48.342;36.905
11780.95;70.324;48.342;36.904
11781.95;70.339;48.343;36.906
11782.95;70.327;48.344;36.906
11783.95;70.326;48.34;36.903
11784.93;70.316;48.342;36.904
11785.94;70.31;48.34;36.902
11786.96;70.311;48.341;36.903
11787.95;70.325;48.339;36.902
11788.94;70.317;48.342;36.904
11789.94;70.312;48.342;36.904
11790.94;70.331;48.338;36.9
11791.93;70.331;48.34;36.903
11792.92;70.309;48.34;36.903
11793.92;70.307;48.34;36.902
11794.91;70.324;48.341;36.904
11795.91;70.328;48.341;36.903
11796.9;70.324;48.337;36.9
11797.92;70.331;48.339;36.901
11798.92;70.329;48.338;36.901
11799.91;70.307;48.337;36.9
11800.91;70.335;48.337;36.9
11801.91;70.32;48.337;36.9
11802.89;70.315;48.34;36.903
11803.88;70.308;48.337;36.9
11804.88;70.336;48.338;36.9
11805.89;70.338;48.337;36.9
11806.9;70.31;48.339;36.902
11807.9;70.334;48.337;36.9
11808.9;70.322;48.337;36.899
11809.91;70.33;48.336;36.898
11810.89;70.339;48.334;36.897
11811.91;70.303;48.337;36.9
11812.9;70.324;48.334;36.897
11813.89;70.299;48.337;36.899
11814.89;70.324;48.337;36.9
11815.87;70.319;48.337;36.899
11816.86;70.315;48.335;36.896
11817.85;70.314;48.337;36.899
11818.84;70.331;48.334;36.897
11819.82;70.329;48.334;36.897
11820.82;70.324;48.334;36.896
11821.84;70.286;48.335;36.897
11822.82;70.321;48.334;36.896
11823.83;70.326;48.333;36.896
11824.83;70.299;48.334;36.896
11825.84;70.296;48.336;36.898
11826.84;70.305;48.334;36.896
11827.82;70.291;48.334;36.896
11828.82;70.306;48.336;36.898
11829.83;70.324;48.33;36.893
11830.81;70.316;48.332;36.895
11831.79;70.31;48.334;36.897
11832.79;70.314;48.333;36.895
11833.8;70.296;48.333;36.895
11834.79;70.289;48.333;36.895
11835.79;70.308;48.331;36.893
11836.79;70.32;48.332;36.895
11837.81;70.317;48.33;36.892
11838.83;70.306;48.331;36.893
11839.83;70.314;48.332;36.894
11840.84;70.311;48.329;36.892
11841.83;70.315;48.329;36.891
11842.82;70.308;48.332;36.895
11843.81;70.303;48.332;36.894
11844.79;70.294;48.33;36.892
11845.79;70.293;48.33;36.891
11846.78;70.312;48.33;36.893
11847.78;70.3;48.327;36.89
11848.77;70.317;48.329;36.892
11849.76;70.302;48.331;36.893
11850.76;70.298;48.33;36.893
11851.76;70.295;48.328;36.89
11852.75;70.284;48.327;36.89
11853.73;70.314;48.328;36.89
11854.73;70.286;48.33;36.892
11855.74;70.301;48.327;36.889
11856.73;70.309;48.327;36.888
11857.72;70.304;48.327;36.889
11858.7;70.302;48.327;36.889
11859.69;70.295;48.328;36.89
11860.69;70.3;48.329;36.891
11861.71;70.315;48.324;36.886
11862.71;70.31;48.325;36.888
11863.72;70.293;48.327;36.889
11864.7;70.313;48.324;36.886
11865.68;70.299;48.328;36.89
11866.69;70.294;48.327;36.889
11867.68;70.309;48.324;36.887
11868.68;70.3;48.324;36.887
11869.69;70.288;48.325;36.887
11870.67;70.301;48.326;36.888
11871.66;70.331;48.323;36.885
11872.66;70.297;48.323;36.885
11873.65;70.292;48.323;36.885
11874.66;70.31;48.321;36.884
11875.67;70.305;48.325;36.887
11876.68;70.3;48.322;36.884
11877.68;70.279;48.326;36.888
11878.68;70.301;48.323;36.885
11879.68;70.296;48.321;36.883
11880.69;70.304;48.323;36.886
11881.71;70.297;48.323;36.885
11882.7;70.318;48.322;36.885
11883.72;70.286;48.324;36.886
11884.73;70.307;48.32;36.883
11885.72;70.306;48.322;36.884
11886.72;70.304;48.32;36.882
11887.71;70.306;48.319;36.881
11888.72;70.292;48.32;36.882
11889.7;70.301;48.321;36.884
11890.69;70.264;48.318;36.88
11891.69;70.284;48.32;36.883
11892.69;70.272;48.319;36.881
11893.71;70.282;48.318;36.88
11894.73;70.299;48.318;36.88
11895.72;70.312;48.319;36.882
11896.71;70.287;48.321;36.882
11897.71;70.286;48.319;36.881
11898.71;70.291;48.319;36.881
11899.71;70.306;48.316;36.878
11900.71;70.287;48.318;36.88
11901.71;70.273;48.319;36.88
11902.72;70.28;48.321;36.883
11903.71;70.293;48.317;36.879
11904.73;70.29;48.315;36.877
11905.73;70.295;48.316;36.879
11906.73;70.308;48.314;36.877
11907.74;70.304;48.315;36.876
11908.72;70.302;48.315;36.877
11909.75;70.261;48.319;36.88
11910.74;70.293;48.315;36.877
11911.74;70.298;48.315;36.877
11912.75;70.292;48.313;36.875
11913.76;70.299;48.312;36.875
11914.77;70.319;48.313;36.876
11915.78;70.283;48.316;36.877
11916.78;70.319;48.313;36.876
11917.77;70.303;48.315;36.877
11918.76;70.281;48.315;36.877
11919.75;70.288;48.314;36.876
11920.75;70.311;48.313;36.875
11921.75;70.285;48.314;36.876
11922.75;70.287;48.315;36.876
11923.75;70.296;48.312;36.874
11924.75;70.294;48.314;36.876
11925.75;70.281;48.312;36.875
11926.74;70.262;48.312;36.874
11927.75;70.275;48.315;36.877
11928.75;70.276;48.312;36.874
11929.73;70.29;48.311;36.873
11930.74;70.287;48.312;36.874
11931.74;70.28;48.311;36.873
11932.74;70.297;48.312;36.874
11933.76;70.293;48.309;36.872
11934.77;70.297;48.31;36.873
11935.79;70.301;48.31;36.872
11936.79;70.3;48.308;36.87
11937.79;70.298;48.309;36.872
11938.81;70.249;48.312;36.872
11939.8;70.286;48.31;36.872
11940.78;70.276;48.311;36.873
11941.77;70.298;48.311;36.873
11942.77;70.285;48.308;36.87
11943.78;70.27;48.31;36.872
11944.77;70.26;48.309;36.871
11945.77;70.284;48.31;36.872
11946.79;70.278;48.308;36.869
11947.79;70.279;48.31;36.872
11948.8;70.274;48.307;36.869
11949.79;70.282;48.309;36.871
11950.79;70.302;48.305;36.867
11951.8;70.295;48.31;36.872
11952.8;70.291;48.307;36.869
11953.8;70.289;48.306;36.868
11954.8;70.253;48.308;36.869
11955.8;70.266;48.307;36.868
11956.81;70.287;48.307;36.869
11957.8;70.258;48.306;36.868
11958.8;70.275;48.305;36.867
11959.81;70.268;48.303;36.865
11960.79;70.306;48.304;36.866
11961.8;70.281;48.307;36.869
11962.79;70.293;48.304;36.865
11963.79;70.285;48.303;36.865
11964.79;70.263;48.305;36.867
11965.79;70.271;48.304;36.865
11966.81;70.281;48.305;36.866
11967.8;70.285;48.304;36.866
11968.8;70.298;48.303;36.866
11969.8;70.273;48.304;36.865
11970.79;70.283;48.303;36.865
11971.78;70.286;48.304;36.866
11972.76;70.292;48.303;36.865
11973.76;70.279;48.305;36.866
11974.76;70.29;48.306;36.868
11975.74;70.284;48.305;36.867
11976.75;70.283;48.303;36.864
11977.75;70.26;48.304;36.865
11978.75;70.273;48.303;36.864
11979.75;70.286;48.303;36.865
11980.73;70.294;48.304;36.865
11981.73;70.262;48.302;36.863
11982.73;70.277;48.301;36.863
11983.72;70.276;48.3;36.862
11984.73;70.275;48.301;36.862
11985.73;70.29;48.3;36.862
11986.72;70.27;48.3;36.861
11987.73;70.283;48.302;36.864
11988.71;70.248;48.301;36.862
11989.73;70.285;48.3;36.862
11990.73;70.266;48.3;36.861
11991.73;70.282;48.3;36.861
11992.72;70.256;48.301;36.863
11993.71;70.314;48.297;36.859
11994.7;70.273;48.298;36.86
11995.7;70.279;48.3;36.861
11996.7;70.283;48.298;36.859
11997.71;70.275;48.299;36.861
11998.73;70.276;48.298;36.86
11999.73;70.288;48.298;36.86
12000.74;70.317;48.297;36.859
12001.74;70.273;48.298;36.86
12002.73;70.293;48.294;36.856
12003.73;70.289;48.296;36.858
12004.73;70.29;48.294;36.857
12005.72;70.279;48.294;36.855
12006.7;70.307;48.295;36.857
12007.71;70.286;48.296;36.858
12008.71;70.275;48.295;36.856
12009.7;70.28;48.297;36.859
12010.69;70.276;48.296;36.858
12011.67;70.289;48.295;36.856
12012.65;70.28;48.294;36.856
12013.64;70.279;48.295;36.857
12014.64;70.255;48.296;36.857
12015.64;70.268;48.295;36.857
12016.63;70.289;48.294;36.856
12017.63;70.265;48.294;36.855
12018.64;70.268;48.296;36.857
12019.62;70.299;48.293;36.856
12020.6;70.282;48.294;36.856
12021.61;70.275;48.292;36.854
12022.62;70.297;48.291;36.853
12023.61;70.294;48.29;36.853
12024.6;70.273;48.293;36.855
12025.59;70.285;48.292;36.854
12026.59;70.298;48.289;36.851
12027.58;70.281;48.29;36.852
12028.57;70.265;48.291;36.853
12029.56;70.272;48.29;36.851
12030.56;70.29;48.29;36.852
12031.57;70.281;48.289;36.851
12032.55;70.288;48.29;36.851
12033.57;70.287;48.29;36.852
12034.57;70.299;48.288;36.85
12035.58;70.283;48.289;36.85
12036.57;70.268;48.289;36.85
12037.57;70.288;48.29;36.852
12038.56;70.302;48.288;36.85
12039.56;70.293;48.287;36.849
12040.55;70.271;48.29;36.851
12041.55;70.287;48.287;36.848
12042.53;70.282;48.288;36.85
12043.51;70.281;48.288;36.849
12044.5;70.276;48.289;36.85
12045.51;70.278;48.287;36.848
12046.52;70.287;48.289;36.85
12047.51;70.277;48.285;36.846
12048.51;70.279;48.287;36.849
12049.52;70.279;48.286;36.847
12050.51;70.283;48.286;36.847
12051.5;70.287;48.288;36.849
12052.5;70.264;48.286;36.847
12053.48;70.262;48.285;36.846
12054.49;70.28;48.287;36.848
12055.48;70.298;48.284;36.846
12056.48;70.293;48.284;36.846
12057.47;70.279;48.285;36.847
12058.48;70.284;48.284;36.845
12059.49;70.296;48.283;36.845
12060.47;70.298;48.282;36.844
12061.47;70.277;48.283;36.844
12062.47;70.271;48.284;36.846
12063.47;70.305;48.281;36.842
12064.48;70.28;48.281;36.843
12065.47;70.291;48.28;36.842
12066.45;70.284;48.282;36.844
12067.46;70.293;48.281;36.843
12068.46;70.282;48.281;36.843
12069.45;70.274;48.283;36.845
12070.45;70.288;48.281;36.843
12071.43;70.259;48.281;36.842
12072.41;70.274;48.28;36.842
12073.42;70.291;48.281;36.844
12074.41;70.28;48.281;36.843
12075.4;70.274;48.28;36.841
12076.4;70.296;48.278;36.84
12077.4;70.276;48.279;36.84
12078.39;70.277;48.279;36.841
12079.37;70.288;48.28;36.842
12080.35;70.266;48.28;36.842
12081.35;70.285;48.279;36.84
12082.35;70.265;48.28;36.841
12083.35;70.265;48.279;36.84
12084.34;70.279;48.28;36.842
12085.31;70.288;48.279;36.841
12086.31;70.265;48.28;36.841
12087.32;70.266;48.278;36.84
12088.34;70.275;48.28;36.841
12089.33;70.284;48.276;36.837
12090.3;70.271;48.278;36.839
12091.32;70.264;48.277;36.838
12092.33;70.289;48.279;36.84
12093.36;70.258;48.277;36.838
12094.35;70.283;48.276;36.838
12095.36;70.267;48.278;36.838
12096.36;70.282;48.278;36.839
12097.37;70.273;48.274;36.835
12098.36;70.293;48.275;36.837
12099.36;70.282;48.275;36.837
12100.36;70.284;48.274;36.836
12101.36;70.28;48.273;36.836
12102.35;70.27;48.27;36.832
12103.35;70.28;48.273;36.835
12104.36;70.285;48.272;36.834
12105.34;70.269;48.273;36.833
12106.34;70.263;48.276;36.837
12107.33;70.28;48.273;36.835
12108.32;70.276;48.274;36.835
12109.31;70.261;48.275;36.836
12110.3;70.275;48.274;36.836
12111.3;70.263;48.273;36.834
12112.31;70.268;48.273;36.835
12113.3;70.261;48.27;36.832
12114.28;70.274;48.271;36.833
12115.28;70.265;48.274;36.835
12116.26;70.261;48.273;36.834
12117.26;70.262;48.271;36.832
12118.25;70.26;48.272;36.833
12119.25;70.261;48.27;36.831
12120.26;70.269;48.269;36.831
12121.26;70.258;48.271;36.832
12122.25;70.282;48.269;36.831
12123.26;70.258;48.271;36.832
12124.25;70.265;48.269;36.83
12125.25;70.268;48.269;36.831
12126.25;70.245;48.27;36.831
12127.25;70.26;48.269;36.83
12128.25;70.262;48.27;36.832
12129.25;70.27;48.267;36.829
12130.24;70.246;48.27;36.831
12131.23;70.266;48.271;36.832
12132.23;70.261;48.268;36.829
12133.22;70.261;48.269;36.83
12134.24;70.251;48.269;36.829
12135.25;70.267;48.267;36.829
12136.25;70.279;48.265;36.826
12137.27;70.285;48.267;36.829
12138.27;70.267;48.265;36.826
12139.27;70.258;48.267;36.828
12140.27;70.262;48.266;36.827
12141.25;70.259;48.267;36.827
12142.27;70.279;48.266;36.827
12143.25;70.26;48.266;36.827
12144.24;70.257;48.266;36.827
12145.23;70.262;48.266;36.827
12146.22;70.259;48.266;36.827
12147.22;70.248;48.264;36.825
12148.2;70.261;48.265;36.826
12149.21;70.254;48.265;36.826
12150.2;70.239;48.265;36.826
12151.2;70.255;48.266;36.827
12152.2;70.289;48.262;36.824
12153.2;70.245;48.267;36.828
12154.21;70.26;48.263;36.825
12155.22;70.232;48.265;36.826
12156.21;70.269;48.265;36.826
12157.19;70.257;48.264;36.824
12158.22;70.263;48.264;36.825
12159.21;70.273;48.264;36.825
12160.22;70.259;48.265;36.826
12161.22;70.263;48.262;36.823
12162.2;70.271;48.263;36.824
12163.22;70.259;48.261;36.823
12164.22;70.256;48.261;36.822
12165.21;70.256;48.262;36.824
12166.19;70.254;48.263;36.824
12167.16;70.253;48.26;36.822
12168.16;70.267;48.26;36.821
12169.17;70.266;48.26;36.821
12170.16;70.24;48.26;36.822
12171.15;70.266;48.261;36.822
12172.15;70.251;48.259;36.82
12173.14;70.264;48.257;36.819
12174.13;70.253;48.26;36.821
12175.14;70.245;48.26;36.821
12176.13;70.249;48.259;36.82
12177.1;70.269;48.26;36.821
12178.12;70.268;48.259;36.82
12179.14;70.276;48.259;36.821
12180.13;70.264;48.258;36.82
12181.11;70.261;48.256;36.817
12182.13;70.269;48.258;36.82
12183.15;70.263;48.257;36.819
12184.15;70.267;48.256;36.818
12185.16;70.254;48.258;36.819
12186.17;70.256;48.256;36.817
