IDs:;240717_14_240712K;14_DNAJB6_00_087_uM;
Concentration [uM]:;0.087;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3064.242;71.523;49.929;38.476
3065.238;71.538;49.928;38.475
3066.24;71.532;49.931;38.479
3067.253;71.537;49.926;38.474
3068.245;71.519;49.93;38.478
3069.251;71.53;49.929;38.476
3070.244;71.526;49.926;38.473
3071.229;71.507;49.928;38.476
3072.243;71.523;49.929;38.476
3073.233;71.542;49.932;38.479
3074.227;71.543;49.927;38.476
3075.225;71.531;49.927;38.475
3076.233;71.543;49.927;38.475
3077.216;71.54;49.927;38.475
3078.2;71.537;49.924;38.472
3079.192;71.516;49.925;38.472
3080.193;71.532;49.927;38.475
3081.193;71.532;49.924;38.471
3082.196;71.532;49.921;38.47
3083.2;71.54;49.922;38.47
3084.208;71.55;49.924;38.473
3085.222;71.552;49.925;38.473
3086.24;71.541;49.924;38.472
3087.26;71.546;49.925;38.474
3088.26;71.514;49.92;38.468
3089.26;71.523;49.922;38.471
3090.261;71.533;49.924;38.472
3091.253;71.514;49.922;38.469
3092.246;71.519;49.923;38.47
3093.241;71.535;49.923;38.471
3094.247;71.535;49.923;38.471
3095.246;71.523;49.923;38.471
3096.24;71.517;49.92;38.468
3097.242;71.532;49.921;38.469
3098.238;71.534;49.919;38.468
3099.218;71.524;49.922;38.47
3100.222;71.536;49.92;38.469
3101.22;71.519;49.922;38.47
3102.206;71.516;49.92;38.468
3103.201;71.587;49.921;38.468
3104.202;71.539;49.919;38.467
3105.209;71.572;49.919;38.468
3106.224;71.534;49.919;38.467
3107.225;71.503;49.917;38.465
3108.214;71.54;49.92;38.468
3109.21;71.546;49.919;38.467
3110.212;71.531;49.918;38.466
3111.219;71.525;49.916;38.464
3112.205;71.535;49.917;38.465
3113.196;71.531;49.917;38.464
3114.206;71.527;49.915;38.463
3115.184;71.514;49.915;38.463
3116.198;71.513;49.914;38.462
3117.184;71.534;49.917;38.465
3118.178;71.538;49.915;38.463
3119.174;71.516;49.914;38.462
3120.173;71.538;49.914;38.462
3121.182;71.538;49.917;38.466
3122.198;71.518;49.915;38.463
3123.186;71.522;49.917;38.465
3124.176;71.54;49.917;38.465
3125.2;71.513;49.917;38.465
3126.193;71.534;49.914;38.462
3127.207;71.508;49.913;38.462
3128.2;71.529;49.914;38.462
3129.196;71.531;49.914;38.462
3130.206;71.514;49.916;38.464
3131.193;71.527;49.914;38.462
3132.206;71.525;49.916;38.464
3133.208;71.508;49.914;38.462
3134.215;71.529;49.915;38.463
3135.208;71.536;49.913;38.461
3136.194;71.55;49.913;38.461
3137.195;71.525;49.914;38.462
3138.19;71.536;49.916;38.464
3139.183;71.523;49.912;38.46
3140.165;71.535;49.912;38.461
3141.18;71.522;49.91;38.459
3142.174;71.513;49.91;38.459
3143.179;71.515;49.909;38.458
3144.191;71.514;49.909;38.458
3145.187;71.523;49.911;38.46
3146.189;71.517;49.912;38.459
3147.184;71.53;49.91;38.459
3148.174;71.519;49.911;38.46
3149.169;71.516;49.91;38.458
3150.169;71.517;49.912;38.46
3151.176;71.548;49.914;38.462
3152.153;71.514;49.908;38.457
3153.166;71.534;49.911;38.46
3154.185;71.539;49.909;38.457
3155.181;71.526;49.911;38.459
3156.179;71.496;49.907;38.455
3157.179;71.51;49.909;38.457
3158.192;71.528;49.907;38.456
3159.185;71.529;49.911;38.46
3160.175;71.523;49.908;38.457
3161.17;71.531;49.906;38.455
3162.165;71.53;49.91;38.459
3163.156;71.512;49.908;38.456
3164.149;71.541;49.908;38.457
3165.149;71.525;49.908;38.457
3166.143;71.529;49.906;38.455
3167.133;71.522;49.905;38.454
3168.13;71.518;49.908;38.456
3169.132;71.517;49.906;38.454
3170.129;71.53;49.907;38.455
3171.132;71.529;49.906;38.455
3172.117;71.524;49.907;38.455
3173.111;71.513;49.903;38.451
3174.117;71.528;49.903;38.452
3175.132;71.488;49.903;38.451
3176.123;71.527;49.903;38.452
3177.122;71.524;49.902;38.45
3178.114;71.498;49.902;38.451
3179.109;71.504;49.902;38.451
3180.111;71.533;49.903;38.451
3181.091;71.527;49.904;38.453
3182.075;71.52;49.903;38.452
3183.064;71.525;49.902;38.451
3184.058;71.518;49.902;38.45
3185.056;71.519;49.904;38.453
3186.06;71.525;49.903;38.451
3187.067;71.514;49.906;38.455
3188.049;71.521;49.903;38.452
3189.034;71.512;49.903;38.451
3190.022;71.515;49.902;38.451
3191.056;71.519;49.904;38.452
3192.056;71.497;49.9;38.449
3193.046;71.531;49.905;38.453
3194.058;71.537;49.901;38.45
3195.054;71.523;49.904;38.453
3196.054;71.524;49.9;38.449
3197.066;71.524;49.9;38.45
3198.057;71.516;49.902;38.451
3199.06;71.527;49.904;38.453
3200.068;71.528;49.901;38.449
3201.078;71.526;49.904;38.452
3202.076;71.514;49.901;38.45
3203.053;71.531;49.903;38.452
3204.066;71.529;49.903;38.452
3205.084;71.526;49.9;38.449
3206.087;71.521;49.901;38.45
3207.083;71.506;49.899;38.448
3208.097;71.513;49.902;38.45
3209.082;71.507;49.904;38.452
3210.076;71.514;49.899;38.448
3211.074;71.518;49.901;38.45
3212.082;71.51;49.897;38.446
3213.093;71.51;49.898;38.447
3214.079;71.516;49.9;38.449
3215.074;71.517;49.898;38.447
3216.071;71.505;49.901;38.449
3217.074;71.514;49.899;38.448
3218.054;71.518;49.9;38.448
3219.072;71.527;49.899;38.447
3220.064;71.514;49.899;38.448
3221.057;71.514;49.9;38.449
3222.057;71.504;49.898;38.447
3223.064;71.519;49.897;38.447
3224.075;71.503;49.898;38.446
3225.086;71.504;49.9;38.448
3226.1;71.505;49.897;38.445
3227.118;71.515;49.893;38.443
3228.11;71.516;49.897;38.446
3229.102;71.522;49.897;38.446
3230.102;71.501;49.894;38.443
3231.105;71.481;49.896;38.444
3232.103;71.502;49.897;38.446
3233.105;71.496;49.896;38.444
3234.096;71.484;49.895;38.443
3235.075;71.533;49.896;38.445
3236.063;71.527;49.894;38.443
3237.052;71.53;49.893;38.442
3238.047;71.526;49.895;38.443
3239.057;71.504;49.893;38.441
3240.052;71.521;49.895;38.444
3241.051;71.493;49.892;38.441
3242.062;71.482;49.895;38.443
3243.049;71.531;49.894;38.443
3244.046;71.535;49.893;38.442
3245.047;71.532;49.893;38.442
3246.027;71.524;49.892;38.442
3247.017;71.5;49.895;38.443
3248.016;71.504;49.892;38.44
3249.025;71.51;49.894;38.442
3250.011;71.501;49.893;38.441
3250.998;71.513;49.891;38.44
3251.993;71.517;49.891;38.441
3252.993;71.52;49.891;38.44
3253.994;71.507;49.89;38.439
3255.003;71.493;49.888;38.438
3255.983;71.5;49.891;38.44
3256.997;71.511;49.891;38.44
3257.986;71.523;49.892;38.441
3258.977;71.526;49.893;38.442
3259.972;71.503;49.888;38.438
3260.972;71.497;49.886;38.435
3261.973;71.541;49.892;38.44
3262.965;71.519;49.889;38.439
3263.962;71.479;49.888;38.437
3264.96;71.507;49.887;38.437
3265.966;71.526;49.887;38.436
3266.967;71.523;49.889;38.438
3267.975;71.508;49.883;38.433
3268.965;71.534;49.887;38.436
3269.965;71.487;49.886;38.435
3270.969;71.528;49.882;38.433
3271.945;71.502;49.886;38.435
3272.931;71.497;49.885;38.435
3273.929;71.476;49.885;38.434
3274.94;71.493;49.889;38.436
3275.93;71.5;49.888;38.436
3276.937;71.503;49.885;38.434
3277.938;71.504;49.887;38.436
3278.916;71.513;49.885;38.435
3279.907;71.5;49.886;38.435
3280.906;71.502;49.885;38.435
3281.908;71.515;49.889;38.438
3282.916;71.517;49.885;38.434
3283.902;71.522;49.883;38.432
3284.922;71.52;49.884;38.432
3285.917;71.503;49.882;38.432
3286.916;71.518;49.882;38.431
3287.922;71.513;49.886;38.435
3288.9;71.509;49.887;38.436
3289.883;71.529;49.882;38.432
3290.902;71.496;49.882;38.431
3291.903;71.51;49.883;38.433
3292.91;71.496;49.883;38.432
3293.902;71.496;49.883;38.432
3294.901;71.498;49.88;38.429
3295.905;71.514;49.881;38.431
3296.897;71.488;49.878;38.428
3297.896;71.536;49.88;38.429
3298.899;71.51;49.883;38.432
3299.903;71.481;49.883;38.431
3300.899;71.503;49.882;38.431
3301.902;71.513;49.878;38.428
3302.903;71.511;49.879;38.428
3303.888;71.495;49.879;38.428
3304.89;71.512;49.881;38.43
3305.893;71.513;49.882;38.431
3306.88;71.498;49.881;38.43
3307.879;71.507;49.878;38.428
3308.856;71.504;49.881;38.43
3309.854;71.488;49.88;38.43
3310.864;71.516;49.876;38.425
3311.881;71.503;49.878;38.427
3312.872;71.524;49.879;38.428
3313.874;71.526;49.879;38.429
3314.853;71.509;49.879;38.428
3315.838;71.499;49.88;38.428
3316.847;71.529;49.881;38.431
3317.823;71.478;49.879;38.429
3318.803;71.513;49.882;38.43
3319.787;71.518;49.877;38.427
3320.809;71.501;49.879;38.428
3321.813;71.484;49.876;38.426
3322.804;71.532;49.88;38.429
3323.795;71.528;49.88;38.43
3324.788;71.495;49.877;38.426
3325.786;71.518;49.874;38.425
3326.79;71.52;49.88;38.43
3327.792;71.521;49.877;38.427
3328.782;71.503;49.879;38.428
3329.774;71.454;49.879;38.427
3330.765;71.525;49.88;38.429
3331.767;71.506;49.878;38.428
3332.762;71.498;49.876;38.425
3333.744;71.513;49.878;38.427
3334.743;71.482;49.879;38.428
3335.74;71.496;49.876;38.425
3336.745;71.48;49.875;38.425
3337.738;71.534;49.875;38.426
3338.716;71.511;49.876;38.426
3339.723;71.484;49.877;38.427
3340.737;71.49;49.876;38.425
3341.737;71.496;49.875;38.425
3342.721;71.503;49.877;38.426
3343.713;71.496;49.876;38.425
3344.715;71.5;49.877;38.426
3345.728;71.552;49.876;38.427
3346.713;71.514;49.875;38.425
3347.713;71.501;49.874;38.424
3348.722;71.495;49.873;38.422
3349.702;71.514;49.877;38.426
3350.695;71.517;49.874;38.425
3351.689;71.519;49.873;38.423
3352.687;71.491;49.874;38.424
3353.692;71.507;49.874;38.424
3354.699;71.493;49.873;38.423
3355.693;71.5;49.873;38.423
3356.691;71.479;49.873;38.423
3357.698;71.492;49.874;38.424
3358.701;71.486;49.875;38.424
3359.694;71.495;49.872;38.421
3360.692;71.502;49.875;38.425
3361.702;71.517;49.873;38.422
3362.695;71.491;49.875;38.425
3363.691;71.515;49.873;38.423
3364.687;71.484;49.873;38.423
3365.682;71.501;49.875;38.425
3366.707;71.495;49.876;38.425
3367.694;71.497;49.874;38.423
3368.694;71.479;49.873;38.422
3369.702;71.494;49.872;38.422
3370.689;71.491;49.873;38.423
3371.684;71.485;49.87;38.419
3372.686;71.476;49.874;38.423
3373.696;71.503;49.87;38.42
3374.686;71.503;49.873;38.423
3375.684;71.493;49.872;38.422
3376.689;71.52;49.873;38.423
3377.667;71.515;49.87;38.42
3378.683;71.476;49.872;38.421
3379.673;71.52;49.871;38.421
3380.67;71.522;49.869;38.42
3381.672;71.513;49.872;38.422
3382.651;71.48;49.87;38.42
3383.666;71.479;49.868;38.418
3384.662;71.516;49.87;38.42
3385.659;71.518;49.875;38.425
3386.661;71.51;49.872;38.422
3387.668;71.478;49.872;38.422
3388.679;71.507;49.871;38.421
3389.696;71.497;49.873;38.422
3390.719;71.5;49.871;38.422
3391.714;71.493;49.869;38.419
3392.709;71.497;49.87;38.419
3393.695;71.485;49.869;38.418
3394.713;71.498;49.867;38.417
3395.71;71.485;49.869;38.419
3396.713;71.492;49.867;38.416
3397.725;71.533;49.87;38.42
3398.728;71.497;49.87;38.419
3399.715;71.486;49.866;38.416
3400.717;71.488;49.868;38.418
3401.702;71.491;49.867;38.417
3402.701;71.506;49.866;38.416
3403.71;71.498;49.867;38.417
3404.708;71.497;49.864;38.414
3405.713;71.525;49.863;38.413
3406.726;71.5;49.86;38.411
3407.726;71.506;49.861;38.411
3408.712;71.51;49.863;38.413
3409.699;71.501;49.863;38.413
3410.699;71.487;49.867;38.417
3411.678;71.499;49.862;38.412
3412.661;71.53;49.868;38.418
3413.657;71.511;49.864;38.413
3414.655;71.492;49.866;38.416
3415.66;71.498;49.859;38.409
3416.669;71.477;49.859;38.409
3417.653;71.511;49.862;38.412
3418.672;71.507;49.865;38.415
3419.674;71.499;49.859;38.41
3420.655;71.495;49.856;38.406
3421.637;71.501;49.862;38.411
3422.653;71.5;49.86;38.41
3423.655;71.51;49.864;38.414
3424.661;71.521;49.86;38.411
3425.673;71.505;49.861;38.412
3426.653;71.509;49.861;38.411
3427.648;71.531;49.862;38.412
3428.641;71.492;49.859;38.408
3429.638;71.483;49.865;38.415
3430.637;71.5;49.862;38.412
3431.641;71.491;49.865;38.415
3432.636;71.493;49.86;38.41
3433.629;71.488;49.857;38.407
3434.622;71.497;49.865;38.414
3435.602;71.516;49.858;38.408
3436.597;71.518;49.856;38.406
3437.588;71.519;49.859;38.41
3438.588;71.508;49.86;38.411
3439.583;71.498;49.858;38.408
3440.57;71.5;49.859;38.41
3441.566;71.496;49.856;38.406
3442.557;71.512;49.861;38.411
3443.552;71.52;49.858;38.408
3444.555;71.499;49.861;38.411
3445.541;71.488;49.857;38.408
3446.541;71.507;49.857;38.408
3447.544;71.505;49.857;38.408
3448.556;71.521;49.856;38.407
3449.545;71.492;49.858;38.408
3450.537;71.496;49.854;38.405
3451.536;71.487;49.857;38.408
3452.551;71.496;49.857;38.407
3453.54;71.509;49.86;38.411
3454.543;71.508;49.858;38.408
3455.546;71.485;49.854;38.404
3456.554;71.502;49.855;38.406
3457.565;71.496;49.854;38.404
3458.553;71.498;49.857;38.407
3459.548;71.517;49.856;38.405
3460.55;71.508;49.858;38.408
3461.553;71.479;49.854;38.404
3462.565;71.513;49.852;38.402
3463.545;71.51;49.857;38.407
3464.542;71.499;49.854;38.404
3465.533;71.503;49.853;38.403
3466.529;71.525;49.855;38.405
3467.534;71.512;49.855;38.405
3468.529;71.51;49.854;38.405
3469.529;71.5;49.852;38.403
3470.522;71.506;49.849;38.4
3471.527;71.502;49.854;38.405
3472.528;71.522;49.855;38.406
3473.517;71.5;49.848;38.399
3474.516;71.514;49.85;38.401
3475.492;71.493;49.853;38.403
3476.504;71.525;49.85;38.401
3477.485;71.494;49.849;38.4
3478.481;71.518;49.851;38.401
3479.472;71.503;49.849;38.399
3480.475;71.51;49.848;38.399
3481.481;71.515;49.847;38.398
3482.463;71.54;49.849;38.4
3483.479;71.527;49.848;38.398
3484.501;71.505;49.851;38.401
3485.501;71.531;49.847;38.398
3486.504;71.522;49.849;38.4
3487.516;71.507;49.845;38.396
3488.515;71.506;49.846;38.396
3489.528;71.496;49.846;38.396
3490.527;71.519;49.849;38.399
3491.529;71.532;49.848;38.399
3492.532;71.492;49.849;38.399
3493.548;71.52;49.847;38.397
3494.533;71.51;49.845;38.396
3495.519;71.518;49.849;38.4
3496.511;71.49;49.846;38.397
3497.507;71.509;49.845;38.396
3498.512;71.532;49.847;38.398
3499.511;71.501;49.848;38.398
3500.511;71.513;49.842;38.393
3501.511;71.499;49.848;38.398
3502.504;71.516;49.845;38.395
3503.521;71.511;49.845;38.396
3504.53;71.518;49.845;38.396
3505.525;71.51;49.847;38.399
3506.518;71.522;49.845;38.396
3507.514;71.531;49.847;38.397
3508.519;71.532;49.846;38.397
3509.508;71.516;49.844;38.394
3510.515;71.513;49.842;38.393
3511.508;71.536;49.842;38.393
3512.494;71.51;49.844;38.394
3513.479;71.498;49.842;38.393
3514.47;71.521;49.84;38.392
3515.471;71.526;49.839;38.39
3516.448;71.523;49.838;38.39
3517.439;71.526;49.844;38.394
3518.413;71.508;49.841;38.392
3519.417;71.523;49.839;38.39
3520.435;71.528;49.841;38.391
3521.427;71.503;49.842;38.392
3522.421;71.527;49.838;38.389
3523.401;71.545;49.84;38.392
3524.383;71.518;49.84;38.391
3525.4;71.531;49.839;38.389
3526.398;71.532;49.839;38.391
3527.4;71.522;49.835;38.386
3528.411;71.514;49.837;38.389
3529.422;71.531;49.836;38.387
3530.405;71.541;49.839;38.39
3531.392;71.536;49.838;38.389
3532.385;71.505;49.839;38.389
3533.378;71.539;49.835;38.386
3534.374;71.504;49.84;38.391
3535.372;71.54;49.835;38.386
3536.37;71.531;49.841;38.392
3537.362;71.53;49.837;38.388
3538.356;71.535;49.84;38.39
3539.334;71.531;49.832;38.384
3540.329;71.537;49.838;38.388
3541.311;71.534;49.838;38.389
3542.297;71.546;49.836;38.387
3543.304;71.542;49.837;38.388
3544.32;71.5;49.837;38.387
3545.326;71.546;49.836;38.387
3546.313;71.522;49.836;38.387
3547.3;71.514;49.836;38.387
3548.296;71.542;49.832;38.384
3549.28;71.529;49.838;38.389
3550.274;71.521;49.836;38.386
3551.282;71.535;49.834;38.386
3552.264;71.531;49.836;38.387
3553.249;71.504;49.837;38.388
3554.242;71.534;49.833;38.383
3555.242;71.514;49.835;38.386
3556.245;71.509;49.832;38.384
3557.225;71.543;49.834;38.385
3558.239;71.518;49.838;38.389
3559.261;71.55;49.834;38.386
3560.27;71.523;49.835;38.387
3561.277;71.548;49.832;38.384
3562.259;71.517;49.833;38.385
3563.244;71.54;49.833;38.385
3564.261;71.528;49.835;38.386
3565.254;71.53;49.833;38.384
3566.248;71.541;49.832;38.382
3567.247;71.527;49.833;38.384
3568.248;71.513;49.833;38.384
3569.257;71.53;49.832;38.383
3570.249;71.524;49.835;38.386
3571.244;71.525;49.831;38.382
3572.236;71.526;49.832;38.383
3573.221;71.558;49.832;38.384
3574.221;71.556;49.83;38.381
3575.192;71.52;49.827;38.378
3576.195;71.524;49.834;38.385
3577.209;71.511;49.832;38.382
3578.228;71.54;49.834;38.385
3579.231;71.548;49.83;38.381
3580.216;71.549;49.83;38.381
3581.22;71.53;49.826;38.378
3582.202;71.544;49.828;38.379
3583.19;71.528;49.83;38.381
3584.197;71.534;49.824;38.376
3585.17;71.545;49.826;38.378
3586.169;71.537;49.825;38.377
3587.169;71.547;49.827;38.379
3588.161;71.512;49.828;38.378
3589.159;71.553;49.828;38.379
3590.16;71.543;49.827;38.378
3591.17;71.548;49.826;38.377
3592.185;71.53;49.826;38.377
3593.172;71.534;49.827;38.378
3594.167;71.542;49.826;38.378
3595.168;71.543;49.826;38.377
3596.172;71.512;49.827;38.378
3597.146;71.533;49.827;38.379
3598.156;71.538;49.826;38.376
3599.153;71.547;49.827;38.378
3600.145;71.543;49.825;38.376
3601.159;71.522;49.826;38.377
3602.138;71.523;49.827;38.378
3603.151;71.539;49.826;38.377
3604.165;71.544;49.827;38.378
3605.176;71.533;49.827;38.379
3606.184;71.545;49.824;38.376
3607.174;71.54;49.824;38.376
3608.156;71.555;49.824;38.376
3609.151;71.522;49.828;38.379
3610.139;71.567;49.827;38.379
3611.116;71.526;49.824;38.375
3612.103;71.545;49.823;38.374
3613.097;71.515;49.825;38.376
3614.095;71.537;49.823;38.375
3615.074;71.552;49.824;38.375
3616.087;71.564;49.825;38.378
3617.075;71.547;49.823;38.375
3618.066;71.559;49.822;38.374
3619.068;71.567;49.824;38.375
3620.073;71.545;49.82;38.372
3621.09;71.533;49.821;38.373
3622.085;71.531;49.819;38.37
3623.078;71.522;49.822;38.373
3624.076;71.498;49.824;38.374
3625.082;71.535;49.822;38.373
3626.061;71.547;49.822;38.373
3627.041;71.534;49.822;38.374
3628.056;71.551;49.825;38.375
3629.056;71.552;49.821;38.374
3630.053;71.525;49.823;38.373
3631.054;71.536;49.82;38.372
3632.038;71.568;49.823;38.375
3633.035;71.543;49.82;38.372
3634.027;71.556;49.82;38.372
3635.034;71.54;49.821;38.373
3636.009;71.535;49.821;38.372
3637.011;71.548;49.822;38.373
3637.999;71.528;49.822;38.373
3639.004;71.543;49.819;38.37
3640.012;71.546;49.819;38.371
3641.026;71.544;49.818;38.37
3642.024;71.524;49.819;38.37
3643.028;71.554;49.816;38.368
3644.026;71.538;49.819;38.371
3645.029;71.528;49.819;38.37
3646.007;71.549;49.817;38.368
3647.026;71.55;49.818;38.37
3648.017;71.538;49.818;38.369
3649.032;71.549;49.821;38.372
3650.022;71.543;49.818;38.369
3651.02;71.52;49.816;38.368
3652.019;71.549;49.818;38.369
3653.028;71.532;49.817;38.368
3654.015;71.543;49.818;38.37
3655.005;71.557;49.817;38.369
3656.003;71.547;49.815;38.367
3656.974;71.539;49.817;38.368
3657.98;71.521;49.818;38.369
3658.991;71.516;49.816;38.367
3660.011;71.542;49.815;38.367
3661;71.546;49.816;38.367
3661.991;71.538;49.816;38.368
3662.992;71.54;49.815;38.366
3663.987;71.546;49.815;38.367
3664.983;71.549;49.816;38.368
3665.967;71.542;49.817;38.368
3666.972;71.536;49.816;38.367
3667.966;71.534;49.815;38.368
3668.955;71.529;49.817;38.369
3669.955;71.538;49.815;38.367
3670.939;71.532;49.815;38.366
3671.922;71.537;49.815;38.367
3672.907;71.542;49.815;38.366
3673.907;71.526;49.812;38.363
3674.898;71.553;49.813;38.366
3675.894;71.548;49.812;38.365
3676.88;71.537;49.813;38.364
3677.876;71.524;49.814;38.365
3678.884;71.55;49.813;38.363
3679.897;71.563;49.815;38.367
3680.915;71.536;49.811;38.363
3681.917;71.541;49.812;38.364
3682.926;71.521;49.809;38.361
3683.912;71.536;49.813;38.365
3684.902;71.522;49.812;38.364
3685.898;71.534;49.81;38.362
3686.908;71.543;49.812;38.364
3687.901;71.532;49.809;38.361
3688.899;71.533;49.811;38.362
3689.901;71.54;49.81;38.363
3690.887;71.535;49.811;38.362
3691.899;71.529;49.81;38.362
3692.893;71.537;49.81;38.362
3693.884;71.53;49.81;38.362
3694.875;71.537;49.811;38.363
3695.869;71.537;49.811;38.362
3696.876;71.532;49.811;38.362
3697.857;71.553;49.811;38.363
3698.856;71.531;49.808;38.36
3699.848;71.55;49.81;38.361
3700.859;71.537;49.81;38.362
3701.848;71.549;49.811;38.362
3702.857;71.518;49.811;38.362
3703.842;71.534;49.809;38.361
3704.822;71.528;49.808;38.36
3705.812;71.547;49.81;38.362
3706.813;71.536;49.808;38.361
3707.799;71.522;49.809;38.361
3708.8;71.54;49.809;38.361
3709.807;71.539;49.81;38.362
3710.818;71.534;49.809;38.362
3711.81;71.565;49.81;38.363
3712.807;71.525;49.805;38.357
3713.81;71.525;49.809;38.361
3714.79;71.555;49.809;38.361
3715.786;71.547;49.808;38.36
3716.78;71.537;49.807;38.36
3717.757;71.514;49.807;38.358
3718.781;71.523;49.806;38.358
3719.783;71.501;49.809;38.36
3720.783;71.525;49.808;38.359
3721.786;71.53;49.807;38.359
3722.794;71.542;49.806;38.357
3723.805;71.526;49.805;38.358
3724.812;71.542;49.803;38.355
3725.817;71.542;49.805;38.358
3726.822;71.536;49.807;38.358
3727.813;71.542;49.808;38.359
3728.81;71.526;49.805;38.357
3729.8;71.527;49.804;38.356
3730.8;71.536;49.806;38.358
3731.794;71.536;49.805;38.357
3732.794;71.533;49.802;38.354
3733.778;71.527;49.804;38.356
3734.762;71.548;49.804;38.356
3735.758;71.533;49.804;38.356
3736.749;71.51;49.805;38.357
3737.743;71.538;49.803;38.355
3738.745;71.531;49.802;38.355
3739.735;71.517;49.803;38.354
3740.733;71.516;49.806;38.357
3741.738;71.514;49.801;38.353
3742.727;71.554;49.803;38.356
3743.706;71.509;49.805;38.356
3744.708;71.552;49.8;38.353
3745.719;71.528;49.803;38.355
3746.713;71.524;49.8;38.352
3747.705;71.533;49.802;38.354
3748.705;71.537;49.802;38.355
3749.692;71.529;49.8;38.353
3750.712;71.541;49.8;38.353
3751.703;71.524;49.799;38.351
3752.699;71.526;49.801;38.353
3753.699;71.522;49.8;38.353
3754.708;71.505;49.797;38.349
3755.716;71.518;49.799;38.351
3756.72;71.531;49.798;38.35
3757.713;71.539;49.799;38.352
3758.713;71.537;49.799;38.351
3759.705;71.53;49.797;38.35
3760.703;71.525;49.8;38.353
3761.693;71.521;49.798;38.35
3762.696;71.545;49.799;38.352
3763.69;71.538;49.798;38.351
3764.674;71.535;49.794;38.347
3765.666;71.513;49.795;38.346
3766.673;71.542;49.796;38.348
3767.666;71.523;49.794;38.347
3768.657;71.53;49.798;38.35
3769.649;71.523;49.797;38.349
3770.651;71.528;49.795;38.347
3771.649;71.514;49.796;38.348
3772.65;71.521;49.794;38.346
3773.632;71.536;49.793;38.345
3774.648;71.538;49.795;38.348
3775.645;71.536;49.792;38.345
3776.651;71.53;49.796;38.348
3777.662;71.542;49.795;38.347
3778.678;71.523;49.795;38.347
3779.674;71.54;49.792;38.344
3780.671;71.522;49.796;38.348
3781.675;71.518;49.792;38.344
3782.685;71.533;49.795;38.348
3783.685;71.509;49.793;38.345
3784.683;71.539;49.791;38.344
3785.692;71.518;49.791;38.344
3786.706;71.525;49.793;38.346
3787.691;71.549;49.792;38.345
3788.682;71.533;49.791;38.343
3789.676;71.526;49.791;38.344
3790.683;71.522;49.792;38.344
3791.68;71.535;49.789;38.342
3792.672;71.525;49.791;38.344
3793.674;71.523;49.791;38.343
3794.67;71.523;49.792;38.344
3795.655;71.521;49.793;38.346
3796.65;71.528;49.789;38.342
3797.64;71.514;49.79;38.342
3798.623;71.518;49.79;38.343
3799.628;71.515;49.791;38.343
3800.616;71.524;49.792;38.344
3801.617;71.506;49.792;38.344
3802.611;71.541;49.79;38.342
3803.612;71.517;49.791;38.342
3804.591;71.509;49.792;38.344
3805.574;71.548;49.79;38.342
3806.565;71.499;49.793;38.345
3807.56;71.52;49.79;38.342
3808.565;71.526;49.79;38.343
3809.574;71.541;49.789;38.342
3810.56;71.517;49.789;38.342
3811.549;71.551;49.79;38.342
3812.542;71.517;49.787;38.339
3813.542;71.531;49.787;38.34
3814.554;71.505;49.788;38.34
3815.563;71.518;49.79;38.343
3816.561;71.542;49.789;38.342
3817.558;71.537;49.787;38.34
3818.559;71.535;49.786;38.339
3819.564;71.525;49.786;38.338
3820.541;71.533;49.788;38.341
3821.506;71.512;49.787;38.338
3822.503;71.521;49.785;38.338
3823.503;71.524;49.782;38.335
3824.481;71.531;49.782;38.335
3825.484;71.541;49.784;38.337
3826.481;71.528;49.78;38.333
3827.46;71.545;49.78;38.333
3828.452;71.521;49.784;38.336
3829.459;71.53;49.783;38.336
3830.463;71.526;49.782;38.335
3831.475;71.512;49.781;38.334
3832.472;71.528;49.782;38.335
3833.481;71.523;49.781;38.334
3834.478;71.526;49.781;38.334
3835.485;71.526;49.783;38.336
3836.477;71.542;49.782;38.335
3837.484;71.537;49.782;38.335
3838.469;71.508;49.781;38.333
3839.462;71.527;49.779;38.333
3840.469;71.518;49.781;38.335
3841.472;71.518;49.778;38.331
3842.482;71.487;49.78;38.332
3843.476;71.521;49.777;38.33
3844.477;71.521;49.78;38.333
3845.481;71.525;49.779;38.331
3846.493;71.54;49.779;38.332
3847.482;71.513;49.777;38.33
3848.476;71.52;49.777;38.33
3849.475;71.525;49.78;38.332
3850.492;71.522;49.778;38.33
3851.488;71.52;49.777;38.33
3852.484;71.525;49.776;38.328
3853.471;71.518;49.778;38.33
3854.452;71.53;49.776;38.33
3855.437;71.515;49.778;38.331
3856.431;71.524;49.778;38.331
3857.425;71.517;49.776;38.33
3858.424;71.523;49.778;38.331
3859.423;71.499;49.775;38.328
3860.41;71.507;49.777;38.329
3861.401;71.525;49.777;38.33
3862.399;71.531;49.776;38.329
3863.381;71.525;49.775;38.329
3864.39;71.511;49.775;38.328
3865.383;71.514;49.775;38.328
3866.382;71.507;49.774;38.327
3867.39;71.511;49.777;38.33
3868.383;71.504;49.776;38.328
3869.383;71.528;49.773;38.327
3870.391;71.508;49.772;38.325
3871.38;71.522;49.774;38.327
3872.394;71.518;49.771;38.324
3873.413;71.503;49.775;38.327
3874.411;71.526;49.773;38.325
3875.412;71.528;49.772;38.325
3876.425;71.515;49.772;38.325
3877.411;71.508;49.773;38.326
3878.406;71.531;49.772;38.325
3879.402;71.512;49.77;38.323
