IDs:;240715_04_240712C;04_DNAJB6_02_220_uM;
Concentration [uM]:;2.22;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4125.722;54.229;51.972;38.563
4126.715;54.228;51.973;38.565
4127.722;54.225;51.971;38.562
4128.714;54.217;51.97;38.561
4129.712;54.231;51.973;38.563
4130.72;54.222;51.97;38.561
4131.709;54.237;51.972;38.564
4132.706;54.227;51.971;38.56
4133.699;54.217;51.97;38.561
4134.693;54.23;51.971;38.562
4135.694;54.224;51.97;38.56
4136.701;54.229;51.973;38.564
4137.693;54.217;51.971;38.561
4138.689;54.228;51.974;38.564
4139.69;54.227;51.972;38.562
4140.695;54.226;51.972;38.561
4141.703;54.233;51.973;38.564
4142.687;54.23;51.973;38.563
4143.703;54.215;51.972;38.562
4144.696;54.226;51.972;38.562
4145.694;54.215;51.969;38.559
4146.696;54.227;51.972;38.562
4147.702;54.227;51.971;38.561
4148.711;54.215;51.971;38.561
4149.725;54.217;51.97;38.56
4150.741;54.225;51.97;38.56
4151.73;54.215;51.97;38.559
4152.725;54.227;51.972;38.562
4153.724;54.226;51.972;38.561
4154.728;54.223;51.972;38.562
4155.721;54.225;51.973;38.562
4156.698;54.222;51.971;38.56
4157.691;54.224;51.971;38.56
4158.697;54.222;51.975;38.565
4159.699;54.224;51.971;38.561
4160.71;54.221;51.973;38.561
4161.694;54.223;51.97;38.559
4162.686;54.225;51.971;38.56
4163.681;54.221;51.972;38.562
4164.693;54.219;51.971;38.561
4165.69;54.215;51.971;38.559
4166.69;54.223;51.969;38.558
4167.698;54.205;51.968;38.557
4168.716;54.221;51.967;38.556
4169.714;54.221;51.97;38.559
4170.7;54.219;51.971;38.561
4171.694;54.216;51.968;38.557
4172.698;54.21;51.969;38.557
4173.706;54.217;51.969;38.558
4174.698;54.214;51.969;38.558
4175.692;54.216;51.97;38.558
4176.691;54.216;51.967;38.556
4177.699;54.205;51.967;38.556
4178.712;54.217;51.967;38.556
4179.731;54.21;51.968;38.556
4180.721;54.213;51.967;38.556
4181.718;54.21;51.968;38.557
4182.72;54.216;51.966;38.555
4183.724;54.19;51.966;38.553
4184.731;54.198;51.964;38.551
4185.745;54.184;51.964;38.551
4186.729;54.21;51.967;38.556
4187.746;54.211;51.967;38.555
4188.743;54.211;51.966;38.554
4189.738;54.21;51.967;38.556
4190.737;54.207;51.967;38.555
4191.737;54.211;51.967;38.556
4192.74;54.208;51.967;38.555
4193.751;54.204;51.965;38.553
4194.733;54.209;51.966;38.555
4195.727;54.208;51.968;38.555
4196.717;54.204;51.966;38.554
4197.727;54.208;51.967;38.554
4198.722;54.212;51.966;38.554
4199.735;54.193;51.964;38.552
4200.733;54.194;51.967;38.554
4201.724;54.204;51.966;38.553
4202.726;54.207;51.968;38.556
4203.714;54.215;51.968;38.557
4204.695;54.21;51.967;38.554
4205.707;54.21;51.968;38.556
4206.693;54.215;51.967;38.555
4207.703;54.209;51.967;38.554
4208.701;54.208;51.968;38.556
4209.7;54.207;51.965;38.552
4210.707;54.207;51.969;38.556
4211.691;54.207;51.967;38.555
4212.684;54.208;51.964;38.552
4213.688;54.208;51.966;38.554
4214.673;54.206;51.967;38.554
4215.66;54.204;51.966;38.552
4216.69;54.202;51.967;38.554
4217.693;54.203;51.968;38.554
4218.712;54.19;51.962;38.548
4219.73;54.206;51.966;38.554
4220.725;54.201;51.965;38.551
4221.727;54.204;51.967;38.554
4222.735;54.204;51.967;38.552
4223.715;54.184;51.962;38.548
4224.7;54.197;51.963;38.549
4225.69;54.198;51.964;38.551
4226.684;54.2;51.964;38.55
4227.685;54.197;51.962;38.548
4228.689;54.186;51.964;38.551
4229.698;54.198;51.964;38.55
4230.687;54.198;51.965;38.551
4231.681;54.195;51.964;38.55
4232.676;54.199;51.961;38.548
4233.68;54.184;51.961;38.547
4234.698;54.189;51.961;38.548
4235.696;54.191;51.96;38.546
4236.695;54.193;51.962;38.548
4237.692;54.181;51.961;38.547
4238.696;54.192;51.961;38.546
4239.706;54.195;51.962;38.549
4240.695;54.195;51.963;38.55
4241.706;54.191;51.962;38.549
4242.703;54.178;51.96;38.546
4243.676;54.192;51.962;38.549
4244.689;54.199;51.963;38.549
4245.683;54.198;51.964;38.55
4246.685;54.18;51.961;38.546
4247.689;54.195;51.963;38.549
4248.684;54.191;51.962;38.548
4249.671;54.182;51.962;38.547
4250.66;54.193;51.965;38.551
4251.687;54.199;51.964;38.55
4252.688;54.197;51.965;38.551
4253.691;54.183;51.96;38.546
4254.702;54.196;51.964;38.55
4255.685;54.194;51.964;38.55
4256.67;54.19;51.964;38.55
4257.662;54.196;51.965;38.551
4258.655;54.195;51.964;38.55
4259.654;54.196;51.965;38.55
4260.656;54.193;51.963;38.549
4261.66;54.196;51.963;38.549
4262.668;54.196;51.963;38.548
4263.679;54.196;51.964;38.549
4264.697;54.168;51.96;38.545
4265.717;54.19;51.965;38.551
4266.709;54.148;51.96;38.542
4267.703;54.194;51.963;38.548
4268.687;54.204;51.965;38.552
4269.676;54.194;51.964;38.549
4270.669;54.211;51.966;38.553
4271.657;54.195;51.963;38.547
4272.657;54.193;51.964;38.549
4273.651;54.186;51.965;38.551
4274.642;54.195;51.964;38.549
4275.649;54.176;51.959;38.544
4276.656;54.191;51.966;38.551
4277.652;54.18;51.961;38.545
4278.657;54.188;51.964;38.548
4279.67;54.163;51.958;38.542
4280.662;54.187;51.962;38.546
4281.669;54.192;51.963;38.548
4282.652;54.191;51.964;38.55
4283.644;54.191;51.961;38.546
4284.66;54.187;51.965;38.549
4285.652;54.192;51.964;38.548
4286.66;54.179;51.96;38.544
4287.675;54.189;51.962;38.547
4288.665;54.19;51.961;38.546
4289.662;54.186;51.963;38.547
4290.662;54.19;51.962;38.546
4291.665;54.196;51.963;38.549
4292.674;54.177;51.96;38.544
4293.659;54.189;51.961;38.546
4294.646;54.179;51.963;38.546
4295.635;54.183;51.96;38.544
4296.631;54.185;51.96;38.545
4297.647;54.172;51.958;38.541
4298.661;54.185;51.96;38.544
4299.649;54.183;51.96;38.544
4300.641;54.163;51.957;38.54
4301.626;54.142;51.954;38.536
4302.621;54.164;51.957;38.54
4303.614;54.178;51.958;38.541
4304.611;54.156;51.954;38.537
4305.595;54.139;51.954;38.536
4306.594;54.175;51.957;38.54
4307.594;54.176;51.957;38.54
4308.593;54.177;51.957;38.541
4309.583;54.171;51.955;38.538
4310.582;54.155;51.955;38.538
4311.563;54.15;51.955;38.537
4312.561;54.163;51.955;38.538
4313.542;54.16;51.954;38.537
4314.523;54.175;51.956;38.539
4315.51;54.176;51.957;38.541
4316.505;54.17;51.955;38.537
4317.51;54.173;51.955;38.539
4318.527;54.165;51.955;38.538
4319.537;54.173;51.956;38.539
4320.526;54.173;51.958;38.543
4321.514;54.176;51.956;38.539
4322.503;54.148;51.952;38.535
4323.494;54.149;51.953;38.535
4324.483;54.163;51.953;38.536
4325.483;54.16;51.954;38.536
4326.486;54.168;51.954;38.537
4327.493;54.171;51.955;38.538
4328.503;54.166;51.957;38.539
4329.486;54.169;51.955;38.538
4330.478;54.124;51.951;38.531
4331.468;54.135;51.949;38.531
4332.463;54.154;51.951;38.533
4333.465;54.168;51.954;38.538
4334.456;54.171;51.956;38.54
4335.447;54.153;51.95;38.532
4336.448;54.157;51.952;38.535
4337.454;54.162;51.954;38.536
4338.451;54.163;51.952;38.534
4339.46;54.162;51.955;38.537
4340.454;54.141;51.95;38.532
4341.447;54.165;51.953;38.535
4342.43;54.152;51.952;38.535
4343.417;54.166;51.954;38.537
4344.406;54.161;51.951;38.533
4345.403;54.142;51.95;38.531
4346.39;54.164;51.953;38.535
4347.38;54.163;51.95;38.533
4348.379;54.158;51.953;38.535
4349.377;54.157;51.953;38.535
4350.349;54.139;51.946;38.528
4351.355;54.162;51.953;38.534
4352.367;54.149;51.951;38.533
4353.387;54.163;51.953;38.536
4354.391;54.149;51.947;38.529
4355.395;54.133;51.948;38.53
4356.404;54.153;51.949;38.53
4357.382;54.13;51.946;38.527
4358.367;54.147;51.95;38.532
4359.358;54.146;51.949;38.53
4360.352;54.139;51.947;38.529
4361.355;54.123;51.945;38.526
4362.357;54.141;51.947;38.528
4363.36;54.134;51.947;38.529
4364.354;54.139;51.947;38.529
4365.343;54.139;51.946;38.528
4366.321;54.128;51.944;38.525
4367.306;54.144;51.948;38.529
4368.29;54.143;51.948;38.529
4369.309;54.147;51.948;38.529
4370.309;54.153;51.95;38.532
4371.309;54.153;51.949;38.53
4372.291;54.142;51.946;38.527
4373.311;54.132;51.947;38.528
4374.314;54.141;51.947;38.528
4375.296;54.156;51.95;38.531
4376.289;54.144;51.949;38.53
4377.284;54.143;51.947;38.528
4378.267;54.14;51.947;38.528
4379.272;54.138;51.948;38.528
4380.293;54.145;51.948;38.529
4381.291;54.155;51.95;38.532
4382.292;54.136;51.948;38.528
4383.276;54.15;51.949;38.53
4384.265;54.15;51.95;38.531
4385.262;54.122;51.946;38.525
4386.26;54.139;51.949;38.529
4387.263;54.14;51.945;38.526
4388.25;54.156;51.95;38.532
4389.238;54.142;51.948;38.528
4390.228;54.155;51.949;38.53
4391.231;54.151;51.948;38.529
4392.232;54.152;51.949;38.531
4393.238;54.147;51.949;38.53
4394.217;54.149;51.949;38.53
4395.218;54.142;51.95;38.531
4396.212;54.149;51.951;38.531
4397.26;54.156;51.949;38.53
4398.233;54.137;51.947;38.527
4399.232;54.155;51.949;38.531
4400.224;54.138;51.949;38.529
4401.225;54.154;51.949;38.531
4402.235;54.14;51.948;38.529
4403.22;54.141;51.949;38.528
4404.203;54.138;51.947;38.527
4405.195;54.134;51.946;38.526
4406.205;54.134;51.946;38.526
4407.193;54.136;51.948;38.528
4408.197;54.15;51.948;38.529
4409.181;54.139;51.946;38.526
4410.197;54.114;51.944;38.523
4411.199;54.141;51.945;38.526
4412.204;54.132;51.945;38.526
4413.213;54.148;51.947;38.527
4414.228;54.138;51.946;38.527
4415.222;54.137;51.946;38.526
4416.218;54.134;51.947;38.527
4417.224;54.12;51.944;38.524
4418.233;54.139;51.947;38.527
4419.248;54.133;51.947;38.527
4420.266;54.136;51.948;38.528
4421.262;54.14;51.947;38.527
4422.262;54.154;51.949;38.529
4423.267;54.125;51.947;38.525
4424.243;54.137;51.945;38.525
4425.225;54.146;51.948;38.529
4426.242;54.132;51.948;38.526
4427.248;54.148;51.949;38.53
4428.253;54.13;51.947;38.527
4429.257;54.15;51.95;38.53
4430.265;54.115;51.944;38.523
4431.247;54.136;51.946;38.525
4432.243;54.148;51.95;38.529
4433.258;54.131;51.947;38.526
4434.242;54.11;51.942;38.52
4435.248;54.148;51.949;38.529
4436.252;54.115;51.947;38.525
4437.239;54.11;51.945;38.523
4438.248;54.135;51.947;38.527
4439.245;54.112;51.945;38.525
4440.237;54.137;51.95;38.53
4441.223;54.12;51.946;38.524
4442.215;54.133;51.948;38.527
4443.218;54.133;51.95;38.529
4444.221;54.129;51.948;38.526
4445.227;54.14;51.951;38.53
4446.241;54.124;51.948;38.527
4447.259;54.131;51.951;38.53
4448.247;54.112;51.945;38.523
4449.243;54.122;51.946;38.525
4450.247;54.129;51.95;38.528
4451.252;54.147;51.953;38.533
4452.241;54.111;51.946;38.524
4453.243;54.138;51.951;38.53
4454.237;54.137;51.95;38.529
4455.215;54.128;51.949;38.527
4456.214;54.129;51.948;38.527
4457.202;54.13;51.951;38.529
4458.211;54.114;51.948;38.526
4459.221;54.131;51.95;38.528
4460.216;54.13;51.952;38.53
4461.218;54.125;51.95;38.527
4462.214;54.14;51.952;38.531
4463.223;54.125;51.95;38.527
4464.223;54.106;51.947;38.524
4465.205;54.132;51.951;38.53
4466.191;54.139;51.952;38.529
4467.191;54.141;51.952;38.531
4468.2;54.123;51.951;38.527
4469.184;54.128;51.947;38.525
4470.173;54.127;51.949;38.526
4471.173;54.123;51.951;38.53
4472.158;54.116;51.948;38.525
4473.143;54.119;51.947;38.524
4474.132;54.122;51.95;38.527
4475.132;54.126;51.95;38.527
4476.135;54.098;51.946;38.523
4477.118;54.125;51.951;38.529
4478.134;54.122;51.949;38.526
4479.126;54.134;51.951;38.528
4480.121;54.122;51.947;38.524
4481.121;54.116;51.946;38.523
4482.124;54.12;51.948;38.526
4483.101;54.101;51.945;38.522
4484.085;54.122;51.947;38.524
4485.073;54.133;51.945;38.523
4486.061;54.118;51.946;38.522
4487.047;54.121;51.947;38.524
4488.049;54.118;51.945;38.521
4489.038;54.119;51.946;38.523
4490.051;54.121;51.945;38.522
4491.062;54.118;51.947;38.524
4492.068;54.112;51.947;38.523
4493.067;54.119;51.945;38.522
4494.076;54.12;51.946;38.523
4495.066;54.104;51.943;38.519
4496.05;54.121;51.946;38.523
4497.047;54.118;51.947;38.524
4498.044;54.113;51.947;38.523
4499.044;54.103;51.946;38.523
4500.038;54.125;51.946;38.523
4501.026;54.118;51.945;38.521
4502.029;54.113;51.947;38.524
4503.031;54.117;51.946;38.522
4504.037;54.119;51.947;38.524
4505.044;54.114;51.945;38.521
4506.032;54.106;51.944;38.52
4507.034;54.113;51.948;38.524
4508.022;54.105;51.945;38.522
4509.029;54.112;51.947;38.524
4510.035;54.111;51.946;38.521
4511.057;54.112;51.947;38.523
4512.052;54.112;51.944;38.52
4513.043;54.108;51.946;38.522
4514.036;54.115;51.947;38.523
4515.013;54.099;51.947;38.522
4516.002;54.107;51.947;38.522
4516.997;54.09;51.942;38.517
4517.975;54.111;51.946;38.522
4518.987;54.127;51.944;38.521
4519.979;54.096;51.943;38.519
4520.977;54.099;51.944;38.519
4521.963;54.096;51.942;38.517
4522.957;54.107;51.944;38.519
4523.954;54.097;51.943;38.518
4524.96;54.095;51.942;38.516
4525.975;54.098;51.944;38.518
4526.969;54.103;51.942;38.518
4527.966;54.099;51.942;38.517
4528.977;54.1;51.942;38.516
4529.993;54.096;51.942;38.517
4531.011;54.097;51.942;38.517
4532.007;54.109;51.942;38.518
4533.006;54.09;51.941;38.515
4534.011;54.107;51.944;38.519
4535.018;54.093;51.94;38.515
4535.998;54.079;51.938;38.512
4537.012;54.098;51.941;38.517
4537.998;54.094;51.939;38.514
4538.988;54.105;51.941;38.517
4539.979;54.1;51.943;38.518
4540.973;54.101;51.942;38.517
4541.971;54.101;51.941;38.516
4542.977;54.096;51.942;38.517
4543.994;54.094;51.942;38.517
4544.992;54.105;51.944;38.519
4545.98;54.098;51.942;38.516
4546.975;54.09;51.942;38.516
4547.984;54.092;51.942;38.515
4548.97;54.103;51.942;38.517
4549.944;54.091;51.941;38.515
4550.941;54.093;51.943;38.517
4551.932;54.092;51.94;38.515
4552.931;54.104;51.942;38.517
4553.915;54.091;51.942;38.516
4554.92;54.103;51.941;38.516
4555.906;54.097;51.94;38.514
4556.894;54.085;51.94;38.514
4557.883;54.084;51.941;38.514
4558.879;54.088;51.942;38.515
4559.881;54.091;51.94;38.514
4560.897;54.086;51.939;38.512
4561.889;54.085;51.94;38.514
4562.886;54.084;51.936;38.51
4563.893;54.093;51.938;38.513
4564.876;54.097;51.94;38.514
4565.862;54.087;51.936;38.51
4566.855;54.081;51.936;38.51
4567.85;54.086;51.938;38.512
4568.861;54.081;51.937;38.51
4569.848;54.084;51.936;38.51
4570.867;54.079;51.936;38.509
4571.864;54.08;51.936;38.509
4572.864;54.079;51.938;38.512
4573.868;54.095;51.934;38.508
4574.877;54.091;51.937;38.511
4575.857;54.09;51.931;38.506
4576.845;54.069;51.931;38.504
4577.833;54.076;51.937;38.511
4578.824;54.096;51.936;38.511
4579.817;54.08;51.934;38.508
4580.815;54.086;51.937;38.51
4581.797;54.092;51.938;38.511
4582.792;54.079;51.938;38.511
4583.785;54.081;51.936;38.509
4584.787;54.081;51.938;38.511
4585.789;54.084;51.935;38.508
4586.777;54.078;51.937;38.509
4587.758;54.08;51.938;38.511
4588.758;54.079;51.936;38.509
4589.76;54.093;51.937;38.512
4590.755;54.081;51.937;38.51
4591.759;54.076;51.935;38.508
4592.769;54.063;51.937;38.509
4593.765;54.088;51.937;38.511
4594.749;54.078;51.936;38.508
4595.75;54.082;51.937;38.51
4596.757;54.07;51.935;38.507
4597.746;54.077;51.935;38.507
4598.739;54.078;51.934;38.507
4599.731;54.073;51.934;38.507
4600.729;54.075;51.934;38.507
4601.712;54.076;51.935;38.508
4602.705;54.078;51.934;38.506
4603.714;54.073;51.935;38.507
4604.726;54.069;51.935;38.507
4605.749;54.072;51.932;38.505
4606.744;54.083;51.931;38.505
4607.744;54.077;51.934;38.507
4608.756;54.071;51.933;38.506
4609.769;54.072;51.933;38.506
4610.758;54.073;51.931;38.504
4611.754;54.071;51.934;38.506
4612.749;54.074;51.935;38.507
4613.747;54.069;51.934;38.506
4614.741;54.071;51.934;38.506
4615.754;54.054;51.931;38.503
4616.749;54.065;51.934;38.506
4617.744;54.082;51.933;38.507
4618.736;54.067;51.932;38.504
4619.729;54.073;51.932;38.505
4620.721;54.063;51.933;38.505
4621.705;54.066;51.931;38.503
4622.688;54.062;51.929;38.501
4623.689;54.067;51.931;38.504
4624.669;54.065;51.932;38.504
4625.676;54.074;51.931;38.503
4626.682;54.069;51.93;38.503
4627.695;54.076;51.931;38.503
4628.69;54.081;51.93;38.503
4629.687;54.067;51.928;38.5
4630.671;54.062;51.928;38.5
4631.667;54.064;51.929;38.501
4632.667;54.061;51.928;38.499
4633.646;54.066;51.927;38.499
4634.633;54.066;51.928;38.5
4635.651;54.07;51.931;38.503
4636.645;54.064;51.928;38.501
4637.649;54.061;51.931;38.502
4638.656;54.062;51.927;38.499
4639.666;54.062;51.929;38.5
4640.68;54.06;51.929;38.5
4641.668;54.063;51.928;38.5
4642.664;54.065;51.926;38.498
4643.66;54.079;51.928;38.501
4644.665;54.086;51.928;38.502
4645.674;54.068;51.927;38.5
4646.686;54.065;51.928;38.499
4647.672;54.06;51.926;38.498
4648.659;54.063;51.928;38.5
4649.649;54.071;51.929;38.501
4650.673;54.059;51.927;38.499
4651.668;54.06;51.928;38.499
4652.667;54.058;51.929;38.5
4653.657;54.062;51.929;38.501
4654.651;54.054;51.931;38.502
4655.653;54.058;51.929;38.501
4656.651;54.073;51.928;38.5
4657.667;54.042;51.929;38.498
4658.672;54.07;51.931;38.502
4659.668;54.058;51.928;38.499
4660.676;54.063;51.93;38.501
4661.692;54.058;51.93;38.5
4662.703;54.057;51.928;38.499
4663.701;54.064;51.926;38.498
4664.7;54.057;51.929;38.5
4665.695;54.052;51.927;38.497
4666.694;54.054;51.929;38.5
4667.703;54.056;51.926;38.497
4668.697;54.056;51.928;38.499
4669.7;54.06;51.926;38.498
4670.686;54.048;51.927;38.498
4671.68;54.049;51.926;38.496
4672.678;54.049;51.928;38.499
4673.68;54.052;51.925;38.496
4674.66;54.058;51.927;38.498
4675.642;54.039;51.924;38.495
4676.626;54.051;51.928;38.499
4677.615;54.054;51.927;38.498
4678.639;54.053;51.927;38.498
4679.637;54.049;51.925;38.495
4680.64;54.05;51.925;38.496
4681.646;54.049;51.924;38.494
4682.657;54.046;51.927;38.498
4683.642;54.051;51.927;38.497
4684.631;54.049;51.924;38.494
4685.623;54.053;51.924;38.495
4686.623;54.052;51.924;38.495
4687.621;54.042;51.925;38.495
4688.617;54.047;51.926;38.496
4689.624;54.047;51.927;38.496
4690.626;54.049;51.925;38.496
4691.624;54.049;51.925;38.495
4692.623;54.043;51.925;38.494
4693.626;54.046;51.925;38.494
4694.606;54.049;51.926;38.496
4695.589;54.05;51.925;38.495
4696.585;54.045;51.926;38.496
4697.571;54.04;51.925;38.494
4698.567;54.039;51.922;38.491
4699.568;54.043;51.921;38.492
4700.581;54.048;51.919;38.489
4701.57;54.045;51.919;38.49
4702.577;54.039;51.921;38.491
4703.573;54.04;51.922;38.491
4704.571;54.041;51.921;38.491
4705.576;54.033;51.923;38.491
4706.557;54.039;51.919;38.489
4707.577;54.041;51.919;38.49
4708.576;54.038;51.919;38.489
4709.577;54.042;51.92;38.491
4710.585;54.039;51.919;38.489
4711.596;54.045;51.92;38.49
4712.586;54.039;51.918;38.488
4713.608;54.035;51.918;38.487
4714.604;54.036;51.918;38.487
4715.607;54.043;51.919;38.489
4716.613;54.038;51.919;38.488
4717.622;54.045;51.918;38.489
4718.613;54.038;51.919;38.489
4719.604;54.037;51.92;38.489
4720.598;54.044;51.92;38.49
4721.594;54.035;51.919;38.489
4722.594;54.046;51.918;38.488
4723.593;54.039;51.92;38.49
4724.584;54.04;51.918;38.487
4725.599;54.036;51.921;38.491
4726.593;54.039;51.918;38.487
4727.591;54.033;51.92;38.49
4728.587;54.037;51.919;38.489
4729.591;54.034;51.92;38.489
4730.585;54.034;51.922;38.491
4731.591;54.03;51.919;38.487
4732.579;54.038;51.917;38.487
4733.571;54.036;51.919;38.488
4734.57;54.037;51.916;38.486
4735.568;54.038;51.919;38.489
4736.564;54.035;51.919;38.489
4737.557;54.033;51.917;38.486
4738.547;54.032;51.919;38.488
4739.552;54.034;51.917;38.486
4740.562;54.029;51.917;38.486
4741.548;54.019;51.917;38.486
4742.548;54.035;51.915;38.485
4743.554;54.029;51.918;38.487
4744.566;54.038;51.912;38.483
4745.558;54.017;51.916;38.484
4746.553;54.018;51.915;38.485
4747.555;54.024;51.915;38.483
4748.561;54.029;51.913;38.483
4749.573;54.03;51.913;38.482
4750.566;54.026;51.915;38.484
4751.562;54.033;51.913;38.483
4752.567;54.026;51.914;38.483
4753.56;54.022;51.914;38.483
4754.55;54.019;51.912;38.48
4755.541;54.023;51.914;38.482
4756.555;54.026;51.913;38.482
4757.57;54.025;51.914;38.482
4758.564;54.025;51.912;38.48
4759.549;54.026;51.911;38.479
4760.541;54.025;51.913;38.482
4761.531;54.025;51.913;38.482
4762.507;54.027;51.912;38.482
4763.492;54.024;51.911;38.48
4764.499;54.027;51.912;38.481
4765.506;54.01;51.911;38.479
4766.507;54.02;51.914;38.484
4767.522;54.017;51.912;38.48
4768.542;54.019;51.912;38.48
4769.54;54.021;51.912;38.481
4770.541;54.023;51.912;38.481
4771.555;54.02;51.91;38.479
4772.548;54.02;51.913;38.482
4773.556;54.021;51.911;38.48
4774.549;54.019;51.911;38.48
4775.542;54.023;51.912;38.481
4776.543;54.022;51.91;38.478
4777.547;54.033;51.912;38.481
4778.556;54.019;51.912;38.48
4779.569;54.028;51.911;38.48
4780.588;54.012;51.913;38.481
4781.58;54.02;51.914;38.482
4782.575;54.019;51.912;38.479
4783.572;54.022;51.913;38.481
4784.576;54.018;51.912;38.48
4785.582;54.021;51.913;38.482
4786.597;54.016;51.911;38.479
4787.583;54.02;51.912;38.48
4788.601;54.02;51.913;38.481
4789.592;54.02;51.913;38.481
4790.584;54.022;51.913;38.481
4791.577;54.025;51.912;38.48
4792.578;54.026;51.913;38.481
4793.581;54.024;51.913;38.481
4794.562;54.02;51.914;38.482
4795.556;54.021;51.912;38.48
4796.572;54.019;51.913;38.48
4797.572;54.02;51.914;38.482
4798.554;54.021;51.913;38.48
4799.557;54.019;51.912;38.479
4800.574;54.019;51.913;38.481
4801.556;54.024;51.913;38.482
4802.552;54.02;51.911;38.479
4803.543;54.015;51.913;38.481
4804.538;54.022;51.913;38.481
4805.54;54.018;51.913;38.48
4806.53;54.018;51.914;38.481
4807.524;54.015;51.915;38.482
4808.53;54.016;51.913;38.479
4809.521;54.023;51.914;38.482
4810.513;54.018;51.913;38.48
4811.51;54.022;51.912;38.48
4812.514;54.018;51.914;38.481
4813.497;54.017;51.912;38.479
4814.514;54.017;51.915;38.482
4815.512;54.011;51.915;38.482
4816.513;54.014;51.913;38.48
4817.522;54.009;51.914;38.48
4818.533;54.012;51.915;38.481
4819.523;54.018;51.913;38.48
4820.518;54.01;51.913;38.479
4821.519;54.014;51.914;38.481
4822.493;54.015;51.917;38.483
4823.501;54.01;51.913;38.48
4824.512;54.016;51.913;38.48
4825.503;54.007;51.91;38.477
4826.497;54.015;51.914;38.48
4827.495;54.013;51.915;38.482
4828.513;54.01;51.914;38.48
4829.506;54.018;51.912;38.479
4830.503;54.012;51.912;38.479
4831.5;54.009;51.91;38.477
4832.498;54.008;51.913;38.479
4833.49;54.009;51.911;38.478
4834.49;54.007;51.914;38.48
4835.483;54.012;51.914;38.48
4836.491;54.004;51.913;38.479
4837.489;54.016;51.913;38.481
4838.487;54.006;51.912;38.478
4839.483;54.011;51.914;38.48
4840.493;54.015;51.91;38.477
4841.492;54.011;51.914;38.481
4842.48;54.012;51.916;38.483
4843.48;54.013;51.912;38.479
4844.488;54.016;51.914;38.481
4845.482;54.011;51.913;38.48
4846.484;54.014;51.915;38.481
4847.484;54.011;51.915;38.481
4848.484;54.014;51.913;38.479
4849.465;54.011;51.915;38.482
4850.453;54.016;51.913;38.481
4851.447;54.005;51.91;38.477
4852.45;54.015;51.913;38.48
4853.463;54.008;51.912;38.478
4854.479;54.009;51.915;38.481
4855.481;54.006;51.911;38.477
4856.492;54.007;51.911;38.477
4857.508;54.004;51.912;38.477
4858.526;54.009;51.911;38.476
4859.519;54.007;51.912;38.478
4860.52;54.01;51.91;38.477
4861.526;54.006;51.913;38.479
4862.522;54.01;51.912;38.478
4863.509;54.008;51.91;38.476
4864.532;54.007;51.912;38.478
4865.527;54.002;51.911;38.476
4866.528;54.003;51.912;38.477
4867.532;54;51.91;38.475
4868.522;54.004;51.911;38.476
4869.522;54.003;51.912;38.478
4870.515;54.002;51.913;38.478
4871.496;53.997;51.908;38.474
4872.501;54.004;51.911;38.477
4873.496;54;51.911;38.477
4874.505;54.003;51.912;38.477
4875.496;54.001;51.912;38.478
4876.497;54.001;51.912;38.476
4877.491;54.003;51.912;38.477
4878.491;54.006;51.913;38.478
4879.501;54.006;51.913;38.479
4880.5;54.007;51.91;38.476
4881.484;53.997;51.912;38.476
4882.478;54.003;51.911;38.477
4883.477;54.004;51.912;38.477
4884.458;53.998;51.912;38.476
4885.472;54.002;51.911;38.476
4886.468;54.002;51.911;38.476
4887.473;54.007;51.911;38.476
4888.482;54.004;51.91;38.475
4889.47;53.998;51.912;38.476
4890.463;53.999;51.912;38.477
4891.463;53.999;51.91;38.474
4892.467;53.997;51.913;38.478
4893.458;53.995;51.911;38.475
4894.459;53.997;51.91;38.474
4895.459;53.996;51.911;38.476
4896.461;53.995;51.909;38.473
4897.47;53.995;51.909;38.473
4898.456;53.997;51.908;38.472
4899.444;53.992;51.909;38.473
4900.467;53.996;51.909;38.474
4901.455;53.994;51.907;38.472
4902.446;53.979;51.908;38.471
4903.444;53.992;51.909;38.473
4904.435;53.983;51.907;38.471
4905.434;53.991;51.91;38.474
4906.43;53.994;51.909;38.474
4907.438;53.993;51.91;38.473
4908.423;53.994;51.908;38.473
4909.409;53.984;51.906;38.471
4910.426;53.98;51.907;38.472
4911.427;53.99;51.905;38.47
4912.43;53.993;51.907;38.471
4913.416;53.989;51.91;38.474
4914.406;53.992;51.908;38.474
4915.407;53.99;51.905;38.469
4916.389;53.98;51.905;38.469
4917.382;53.994;51.906;38.471
4918.382;53.99;51.906;38.47
4919.385;53.986;51.908;38.472
4920.372;53.982;51.905;38.47
4921.376;53.976;51.905;38.469
4922.378;53.992;51.908;38.473
4923.354;53.99;51.906;38.47
4924.337;53.988;51.907;38.471
4925.359;53.977;51.906;38.47
4926.351;53.985;51.907;38.471
4927.35;53.982;51.906;38.47
4928.354;53.986;51.906;38.469
4929.359;53.988;51.904;38.468
4930.365;53.982;51.907;38.471
4931.378;53.988;51.906;38.469
4932.394;53.983;51.905;38.467
4933.412;53.979;51.906;38.469
4934.4;53.988;51.902;38.466
4935.403;53.984;51.904;38.467
4936.399;53.981;51.904;38.468
4937.409;53.981;51.903;38.466
4938.41;53.973;51.901;38.465
4939.418;53.984;51.902;38.466
4940.417;53.989;51.902;38.466
4941.406;53.97;51.899;38.463
