IDs:;240714_01_240712A;01_DNAJB6_05_000_uM;
Concentration [uM]:;5;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
9452.671;52.474;51.777;38.058
9453.676;52.475;51.774;38.055
9454.659;52.475;51.774;38.056
9455.648;52.477;51.775;38.057
9456.647;52.475;51.775;38.056
9457.65;52.476;51.774;38.055
9458.657;52.477;51.773;38.055
9459.669;52.474;51.774;38.056
9460.653;52.472;51.774;38.055
9461.649;52.471;51.773;38.054
9462.644;52.474;51.774;38.056
9463.642;52.473;51.771;38.052
9464.645;52.472;51.773;38.055
9465.641;52.471;51.774;38.055
9466.642;52.474;51.771;38.052
9467.629;52.469;51.773;38.054
9468.625;52.473;51.772;38.054
9469.625;52.472;51.772;38.053
9470.617;52.47;51.773;38.054
9471.619;52.468;51.771;38.052
9472.61;52.471;51.772;38.053
9473.594;52.467;51.773;38.054
9474.583;52.471;51.773;38.054
9475.589;52.466;51.771;38.052
9476.576;52.471;51.772;38.054
9477.56;52.469;51.771;38.052
9478.552;52.47;51.77;38.051
9479.555;52.471;51.772;38.054
9480.546;52.468;51.77;38.051
9481.541;52.467;51.77;38.051
9482.543;52.47;51.772;38.053
9483.525;52.466;51.771;38.051
9484.514;52.462;51.77;38.051
9485.508;52.472;51.77;38.051
9486.521;52.469;51.77;38.051
9487.535;52.468;51.769;38.051
9488.527;52.466;51.769;38.05
9489.531;52.467;51.77;38.052
9490.537;52.47;51.768;38.049
9491.549;52.47;51.771;38.052
9492.537;52.464;51.77;38.05
9493.528;52.465;51.769;38.049
9494.52;52.462;51.77;38.051
9495.516;52.468;51.77;38.051
9496.494;52.467;51.77;38.051
9497.489;52.463;51.771;38.052
9498.486;52.467;51.77;38.052
9499.472;52.468;51.768;38.049
9500.456;52.467;51.771;38.051
9501.463;52.47;51.77;38.052
9502.446;52.471;51.77;38.051
9503.437;52.468;51.769;38.05
9504.426;52.467;51.77;38.051
9505.416;52.464;51.771;38.052
9506.431;52.466;51.769;38.05
9507.428;52.465;51.771;38.052
9508.413;52.469;51.768;38.05
9509.403;52.465;51.77;38.051
9510.4;52.462;51.77;38.051
9511.406;52.464;51.769;38.05
9512.42;52.465;51.769;38.051
9513.422;52.468;51.769;38.051
9514.439;52.468;51.768;38.05
9515.431;52.464;51.769;38.05
9516.426;52.469;51.769;38.051
9517.4;52.461;51.769;38.051
9518.41;52.462;51.767;38.048
9519.393;52.467;51.766;38.048
9520.38;52.461;51.768;38.049
9521.37;52.462;51.767;38.047
9522.372;52.459;51.769;38.05
9523.374;52.459;51.765;38.046
9524.354;52.46;51.767;38.047
9525.369;52.461;51.768;38.05
9526.359;52.46;51.766;38.047
9527.354;52.457;51.767;38.048
9528.352;52.461;51.768;38.049
9529.355;52.46;51.767;38.048
9530.363;52.461;51.766;38.047
9531.343;52.459;51.766;38.047
9532.34;52.46;51.767;38.047
9533.341;52.461;51.767;38.048
9534.336;52.462;51.765;38.046
9535.338;52.465;51.766;38.048
9536.351;52.459;51.764;38.045
9537.356;52.459;51.765;38.047
9538.357;52.463;51.765;38.047
9539.367;52.459;51.767;38.048
9540.358;52.461;51.765;38.046
9541.363;52.457;51.766;38.047
9542.347;52.453;51.767;38.047
9543.341;52.458;51.764;38.045
9544.347;52.46;51.766;38.048
9545.34;52.458;51.765;38.046
9546.34;52.457;51.765;38.046
9547.327;52.462;51.765;38.047
9548.322;52.462;51.765;38.046
9549.33;52.455;51.765;38.046
9550.315;52.458;51.766;38.047
9551.312;52.456;51.764;38.045
9552.309;52.458;51.765;38.047
9553.311;52.461;51.764;38.044
9554.319;52.459;51.763;38.045
9555.335;52.455;51.764;38.045
9556.355;52.458;51.762;38.044
9557.352;52.457;51.762;38.044
9558.354;52.457;51.764;38.046
9559.359;52.454;51.764;38.044
9560.369;52.457;51.764;38.046
9561.386;52.458;51.763;38.045
9562.402;52.453;51.764;38.044
9563.397;52.46;51.763;38.045
9564.391;52.453;51.764;38.045
9565.392;52.455;51.764;38.045
9566.396;52.456;51.764;38.045
9567.404;52.452;51.763;38.044
9568.393;52.453;51.764;38.045
9569.39;52.455;51.763;38.044
9570.389;52.458;51.762;38.044
9571.384;52.452;51.764;38.046
9572.392;52.455;51.762;38.043
9573.398;52.452;51.764;38.045
9574.411;52.452;51.764;38.045
9575.398;52.457;51.763;38.044
9576.411;52.457;51.762;38.043
9577.434;52.456;51.761;38.042
9578.418;52.454;51.763;38.044
9579.42;52.454;51.764;38.045
9580.404;52.452;51.763;38.044
9581.393;52.457;51.762;38.043
9582.394;52.456;51.763;38.045
9583.4;52.451;51.763;38.044
9584.414;52.456;51.763;38.044
9585.433;52.455;51.764;38.045
9586.438;52.455;51.764;38.045
9587.442;52.454;51.765;38.046
9588.427;52.452;51.765;38.046
9589.424;52.449;51.763;38.043
9590.424;52.454;51.763;38.045
9591.402;52.451;51.764;38.045
9592.414;52.448;51.763;38.044
9593.434;52.453;51.762;38.043
9594.431;52.456;51.761;38.043
9595.43;52.46;51.761;38.044
9596.441;52.451;51.763;38.044
9597.433;52.455;51.763;38.044
9598.425;52.455;51.762;38.043
9599.421;52.451;51.763;38.043
9600.421;52.456;51.761;38.043
9601.424;52.451;51.763;38.043
9602.423;52.453;51.764;38.045
9603.422;52.451;51.763;38.044
9604.402;52.454;51.762;38.043
9605.41;52.45;51.764;38.045
9606.409;52.451;51.762;38.043
9607.392;52.453;51.762;38.043
9608.387;52.454;51.761;38.043
9609.394;52.453;51.762;38.043
9610.39;52.451;51.764;38.045
9611.375;52.453;51.763;38.044
9612.375;52.452;51.762;38.042
9613.379;52.457;51.761;38.043
9614.378;52.452;51.76;38.041
9615.355;52.453;51.76;38.041
9616.364;52.451;51.76;38.041
9617.368;52.454;51.762;38.043
9618.379;52.456;51.762;38.043
9619.368;52.453;51.761;38.042
9620.367;52.454;51.76;38.042
9621.374;52.446;51.76;38.041
9622.392;52.45;51.761;38.043
9623.387;52.447;51.763;38.043
9624.389;52.455;51.762;38.044
9625.397;52.45;51.761;38.041
9626.411;52.449;51.762;38.043
9627.402;52.447;51.761;38.042
9628.396;52.447;51.761;38.042
9629.395;52.449;51.759;38.041
9630.397;52.453;51.759;38.041
9631.404;52.45;51.761;38.042
9632.419;52.448;51.76;38.041
9633.41;52.448;51.761;38.042
9634.403;52.449;51.758;38.039
9635.403;52.45;51.761;38.042
9636.406;52.452;51.759;38.04
9637.415;52.447;51.761;38.042
9638.413;52.443;51.759;38.04
9639.41;52.45;51.76;38.042
9640.413;52.45;51.758;38.04
9641.407;52.447;51.759;38.04
9642.397;52.446;51.761;38.042
9643.403;52.444;51.758;38.039
9644.385;52.445;51.758;38.039
9645.379;52.444;51.76;38.041
9646.363;52.444;51.76;38.04
9647.353;52.447;51.759;38.039
9648.37;52.443;51.759;38.041
9649.388;52.443;51.758;38.039
9650.39;52.447;51.758;38.039
9651.399;52.44;51.76;38.04
9652.399;52.442;51.759;38.04
9653.404;52.443;51.758;38.038
9654.387;52.447;51.757;38.039
9655.375;52.448;51.759;38.04
9656.365;52.442;51.758;38.038
9657.362;52.444;51.758;38.039
9658.364;52.441;51.758;38.038
9659.377;52.448;51.757;38.038
9660.363;52.444;51.758;38.038
9661.351;52.439;51.758;38.038
9662.342;52.441;51.756;38.037
9663.337;52.448;51.757;38.039
9664.338;52.441;51.757;38.037
9665.342;52.444;51.756;38.038
9666.353;52.442;51.754;38.035
9667.348;52.443;51.759;38.039
9668.347;52.438;51.757;38.038
9669.347;52.444;51.756;38.037
9670.34;52.444;51.758;38.039
9671.354;52.444;51.758;38.039
9672.338;52.445;51.758;38.039
9673.321;52.435;51.757;38.037
9674.346;52.445;51.756;38.036
9675.338;52.438;51.758;38.038
9676.335;52.437;51.756;38.036
9677.327;52.442;51.756;38.037
9678.319;52.44;51.754;38.035
9679.335;52.443;51.754;38.036
9680.337;52.436;51.754;38.034
9681.34;52.44;51.756;38.036
9682.35;52.436;51.755;38.035
9683.369;52.441;51.756;38.037
9684.365;52.44;51.754;38.034
9685.37;52.445;51.755;38.036
9686.383;52.438;51.753;38.034
9687.384;52.441;51.756;38.037
9688.386;52.435;51.754;38.034
9689.394;52.438;51.754;38.035
9690.376;52.436;51.755;38.035
9691.365;52.437;51.753;38.033
9692.36;52.439;51.754;38.035
9693.364;52.44;51.752;38.033
9694.339;52.438;51.753;38.033
9695.348;52.437;51.754;38.035
9696.33;52.441;51.754;38.035
9697.348;52.435;51.753;38.035
9698.339;52.44;51.754;38.035
9699.334;52.439;51.752;38.033
9700.331;52.439;51.752;38.034
9701.33;52.435;51.751;38.032
9702.333;52.436;51.752;38.033
9703.306;52.433;51.752;38.032
9704.301;52.433;51.752;38.032
9705.295;52.434;51.751;38.031
9706.283;52.429;51.75;38.031
9707.259;52.433;51.752;38.032
9708.264;52.434;51.751;38.031
9709.255;52.433;51.75;38.031
9710.262;52.434;51.751;38.032
9711.263;52.434;51.749;38.03
9712.268;52.435;51.751;38.032
9713.28;52.431;51.751;38.032
9714.267;52.431;51.75;38.031
9715.271;52.431;51.749;38.029
9716.282;52.431;51.752;38.032
9717.273;52.429;51.75;38.03
9718.277;52.43;51.752;38.032
9719.281;52.43;51.75;38.03
9720.267;52.433;51.748;38.029
9721.259;52.436;51.75;38.031
9722.262;52.426;51.749;38.029
9723.254;52.431;51.748;38.028
9724.253;52.437;51.751;38.032
9725.256;52.434;51.749;38.029
9726.265;52.435;51.749;38.03
9727.249;52.432;51.75;38.031
9728.237;52.43;51.749;38.03
9729.234;52.433;51.749;38.03
9730.235;52.428;51.747;38.028
9731.242;52.43;51.749;38.03
9732.258;52.428;51.748;38.029
9733.277;52.43;51.75;38.031
9734.267;52.432;51.748;38.029
9735.264;52.429;51.749;38.03
9736.266;52.427;51.748;38.028
9737.271;52.433;51.749;38.03
9738.28;52.429;51.747;38.028
9739.29;52.427;51.75;38.031
9740.287;52.435;51.748;38.029
9741.31;52.435;51.748;38.03
9742.296;52.427;51.748;38.028
9743.303;52.431;51.75;38.031
9744.296;52.433;51.75;38.031
9745.295;52.433;51.749;38.03
9746.29;52.427;51.751;38.031
9747.299;52.43;51.748;38.029
9748.293;52.434;51.75;38.031
9749.304;52.431;51.75;38.029
9750.3;52.429;51.752;38.032
9751.302;52.426;51.749;38.03
9752.283;52.429;51.748;38.028
9753.276;52.431;51.75;38.031
9754.281;52.429;51.748;38.029
9755.267;52.43;51.747;38.029
9756.262;52.427;51.749;38.03
9757.265;52.43;51.747;38.028
9758.256;52.425;51.748;38.028
9759.284;52.427;51.746;38.026
9760.303;52.429;51.746;38.028
9761.307;52.425;51.748;38.028
9762.323;52.427;51.746;38.026
9763.337;52.428;51.747;38.027
9764.356;52.43;51.745;38.026
9765.349;52.429;51.745;38.027
9766.342;52.422;51.744;38.024
9767.332;52.422;51.745;38.026
9768.309;52.423;51.745;38.025
9769.316;52.422;51.744;38.024
9770.3;52.426;51.745;38.025
9771.292;52.43;51.746;38.027
9772.297;52.429;51.743;38.024
9773.285;52.423;51.745;38.025
9774.291;52.427;51.744;38.025
9775.279;52.423;51.743;38.023
9776.29;52.425;51.744;38.025
9777.308;52.423;51.743;38.024
9778.305;52.425;51.745;38.025
9779.311;52.427;51.742;38.023
9780.296;52.423;51.744;38.025
9781.29;52.422;51.743;38.024
9782.289;52.42;51.744;38.024
9783.299;52.419;51.745;38.025
9784.291;52.42;51.742;38.023
9785.288;52.426;51.743;38.024
9786.29;52.424;51.743;38.024
9787.298;52.423;51.742;38.023
9788.281;52.423;51.744;38.025
9789.273;52.421;51.742;38.022
9790.27;52.421;51.743;38.024
9791.27;52.419;51.742;38.022
9792.25;52.423;51.74;38.022
9793.265;52.42;51.743;38.023
9794.281;52.421;51.742;38.023
9795.275;52.418;51.742;38.023
9796.271;52.424;51.74;38.021
9797.271;52.42;51.742;38.023
9798.273;52.421;51.741;38.021
9799.264;52.418;51.739;38.02
9800.259;52.42;51.741;38.022
9801.255;52.417;51.74;38.021
9802.236;52.417;51.741;38.021
9803.238;52.42;51.741;38.022
9804.214;52.415;51.742;38.022
9805.204;52.42;51.743;38.024
9806.2;52.416;51.741;38.021
9807.187;52.421;51.742;38.023
9808.191;52.421;51.741;38.022
9809.178;52.418;51.741;38.021
9810.184;52.417;51.743;38.023
9811.177;52.415;51.741;38.021
9812.174;52.418;51.742;38.022
9813.156;52.422;51.742;38.023
9814.146;52.419;51.743;38.023
9815.142;52.419;51.743;38.023
9816.142;52.425;51.741;38.023
9817.125;52.421;51.741;38.022
9818.118;52.418;51.74;38.02
9819.115;52.42;51.739;38.021
9820.118;52.422;51.74;38.02
9821.123;52.421;51.742;38.023
9822.137;52.417;51.74;38.02
9823.154;52.418;51.739;38.02
9824.149;52.42;51.74;38.022
9825.164;52.419;51.74;38.021
9826.177;52.413;51.742;38.022
9827.196;52.418;51.74;38.021
9828.219;52.42;51.739;38.02
9829.23;52.42;51.74;38.021
9830.226;52.421;51.739;38.02
9831.231;52.423;51.741;38.022
9832.219;52.418;51.741;38.022
9833.211;52.417;51.741;38.021
9834.232;52.418;51.741;38.022
9835.231;52.416;51.739;38.02
9836.222;52.414;51.741;38.022
9837.205;52.418;51.742;38.022
9838.193;52.416;51.738;38.019
9839.198;52.417;51.74;38.021
9840.187;52.417;51.74;38.021
9841.181;52.416;51.739;38.019
9842.185;52.414;51.741;38.021
9843.195;52.416;51.738;38.019
9844.187;52.414;51.739;38.02
9845.186;52.415;51.737;38.018
9846.193;52.416;51.737;38.018
9847.197;52.415;51.739;38.019
9848.187;52.418;51.737;38.017
9849.206;52.417;51.739;38.02
9850.202;52.417;51.737;38.018
9851.201;52.415;51.738;38.019
9852.178;52.413;51.738;38.019
9853.193;52.412;51.739;38.02
9854.177;52.412;51.738;38.019
9855.166;52.418;51.735;38.017
9856.157;52.41;51.736;38.017
9857.154;52.414;51.737;38.018
9858.157;52.413;51.736;38.016
9859.15;52.409;51.736;38.017
9860.147;52.412;51.738;38.019
9861.148;52.41;51.736;38.017
9862.169;52.414;51.738;38.018
9863.159;52.413;51.736;38.017
9864.145;52.414;51.736;38.017
9865.12;52.412;51.737;38.017
9866.118;52.412;51.735;38.017
9867.102;52.412;51.736;38.016
9868.104;52.417;51.737;38.018
9869.114;52.414;51.736;38.016
9870.111;52.416;51.737;38.018
9871.117;52.418;51.736;38.017
9872.132;52.415;51.738;38.019
9873.133;52.415;51.734;38.016
9874.139;52.413;51.738;38.019
9875.129;52.41;51.736;38.017
9876.129;52.415;51.737;38.018
9877.11;52.412;51.738;38.019
9878.101;52.412;51.737;38.017
9879.126;52.408;51.739;38.019
9880.124;52.408;51.737;38.017
9881.129;52.407;51.738;38.018
9882.11;52.413;51.735;38.017
9883.125;52.414;51.736;38.016
9884.117;52.413;51.735;38.016
9885.111;52.409;51.733;38.014
9886.118;52.412;51.734;38.016
9887.124;52.411;51.735;38.015
9888.109;52.409;51.735;38.015
9889.126;52.418;51.732;38.014
9890.114;52.406;51.734;38.014
9891.106;52.407;51.736;38.016
9892.106;52.41;51.734;38.014
9893.11;52.407;51.735;38.016
9894.109;52.408;51.733;38.014
9895.106;52.405;51.733;38.013
9896.089;52.411;51.734;38.015
9897.1;52.41;51.733;38.015
9898.087;52.408;51.734;38.014
9899.099;52.406;51.734;38.015
9900.077;52.407;51.734;38.015
9901.077;52.408;51.731;38.013
9902.068;52.409;51.732;38.013
9903.068;52.407;51.732;38.012
9904.062;52.407;51.732;38.013
9905.065;52.407;51.732;38.012
9906.056;52.406;51.732;38.013
9907.063;52.405;51.731;38.012
9908.073;52.41;51.729;38.01
9909.089;52.411;51.729;38.01
9910.081;52.409;51.73;38.012
9911.086;52.406;51.732;38.012
9912.097;52.405;51.733;38.013
9913.089;52.408;51.731;38.012
9914.082;52.405;51.731;38.011
9915.083;52.409;51.73;38.011
9916.092;52.404;51.73;38.011
9917.077;52.404;51.731;38.011
9918.072;52.4;51.732;38.012
9919.071;52.406;51.73;38.01
9920.077;52.405;51.73;38.012
9921.059;52.403;51.73;38.011
9922.046;52.403;51.727;38.008
9923.041;52.406;51.728;38.009
9924.034;52.403;51.731;38.011
9925.036;52.402;51.729;38.01
9926.039;52.401;51.73;38.011
9927.045;52.4;51.728;38.008
9928.042;52.405;51.728;38.009
9929.042;52.404;51.725;38.007
9930.052;52.404;51.727;38.008
9931.028;52.403;51.728;38.009
9932.036;52.405;51.727;38.008
9933.022;52.397;51.729;38.009
9934.046;52.403;51.726;38.008
9935.032;52.403;51.727;38.008
9936.012;52.399;51.729;38.009
9936.998;52.398;51.728;38.008
9938;52.395;51.727;38.007
9939.006;52.402;51.726;38.007
9940.013;52.402;51.725;38.006
9941.009;52.401;51.728;38.008
9942.007;52.396;51.728;38.007
9943.013;52.399;51.728;38.009
9944.022;52.399;51.726;38.007
9945.038;52.402;51.725;38.007
9946.057;52.397;51.726;38.007
9947.05;52.406;51.725;38.007
9948.047;52.399;51.725;38.005
9949.055;52.396;51.727;38.008
9950.064;52.398;51.726;38.007
9951.079;52.398;51.725;38.005
9952.069;52.4;51.724;38.005
9953.097;52.404;51.722;38.004
9954.097;52.397;51.727;38.007
9955.1;52.398;51.725;38.006
9956.11;52.4;51.726;38.007
9957.099;52.4;51.726;38.007
9958.096;52.407;51.722;38.004
9959.078;52.402;51.723;38.005
9960.076;52.401;51.724;38.005
9961.075;52.403;51.722;38.003
9962.074;52.398;51.724;38.006
9963.082;52.398;51.724;38.005
9964.08;52.396;51.726;38.007
9965.062;52.395;51.727;38.007
9966.066;52.396;51.725;38.005
9967.076;52.401;51.724;38.006
9968.07;52.396;51.725;38.005
9969.077;52.395;51.727;38.008
9970.079;52.395;51.725;38.006
9971.088;52.398;51.726;38.007
9972.102;52.402;51.723;38.004
9973.124;52.398;51.723;38.004
9974.122;52.405;51.723;38.005
9975.138;52.395;51.724;38.005
9976.131;52.399;51.724;38.005
9977.156;52.393;51.724;38.005
9978.157;52.396;51.726;38.006
9979.135;52.4;51.725;38.006
9980.149;52.397;51.726;38.007
9981.17;52.401;51.722;38.004
9982.165;52.399;51.726;38.007
9983.17;52.405;51.721;38.003
9984.18;52.403;51.722;38.005
9985.19;52.396;51.724;38.005
9986.172;52.4;51.723;38.005
9987.16;52.399;51.723;38.005
9988.15;52.393;51.724;38.005
9989.146;52.396;51.725;38.005
9990.144;52.396;51.725;38.006
9991.151;52.397;51.722;38.003
9992.162;52.401;51.722;38.004
9993.164;52.395;51.722;38.002
9994.182;52.396;51.723;38.004
9995.182;52.395;51.724;38.004
9996.196;52.395;51.721;38.002
9997.182;52.399;51.721;38.002
9998.192;52.396;51.72;38.001
9999.19;52.396;51.72;38.001
10000.18;52.391;51.722;38.003
10001.16;52.397;51.721;38.003
10002.17;52.398;51.721;38.002
10003.18;52.394;51.722;38.003
10004.17;52.395;51.72;38.002
10005.17;52.398;51.721;38.003
10006.16;52.393;51.722;38.003
10007.15;52.389;51.721;38.001
10008.15;52.392;51.72;38.001
10009.14;52.393;51.721;38.002
10010.13;52.394;51.719;38
10011.12;52.392;51.721;38.002
10012.13;52.393;51.719;37.999
10013.11;52.396;51.715;37.998
10014.1;52.396;51.717;37.999
10015.1;52.39;51.718;37.999
10016.11;52.394;51.718;37.999
10017.09;52.387;51.72;38
10018.09;52.395;51.717;37.998
10019.09;52.393;51.718;37.999
10020.09;52.391;51.716;37.998
10021.1;52.389;51.718;37.999
10022.08;52.393;51.717;37.999
10023.07;52.392;51.717;37.998
10024.06;52.393;51.716;37.997
10025.05;52.394;51.714;37.996
10026.04;52.394;51.716;37.998
10027.05;52.393;51.714;37.996
10028.06;52.39;51.717;37.998
10029.06;52.39;51.716;37.997
10030.06;52.388;51.715;37.997
10031.06;52.388;51.714;37.995
10032.07;52.389;51.715;37.996
10033.05;52.389;51.715;37.997
10034.07;52.388;51.716;37.997
10035.06;52.386;51.716;37.997
10036.06;52.387;51.713;37.994
10037.07;52.389;51.714;37.995
10038.07;52.39;51.713;37.995
10039.07;52.392;51.713;37.995
10040.07;52.389;51.713;37.994
10041.07;52.389;51.712;37.994
10042.08;52.387;51.712;37.993
10043.07;52.387;51.712;37.994
10044.06;52.389;51.714;37.996
10045.06;52.389;51.712;37.994
10046.08;52.392;51.714;37.996
10047.09;52.383;51.715;37.995
10048.1;52.383;51.714;37.995
10049.1;52.39;51.715;37.996
10050.11;52.391;51.713;37.994
10051.1;52.388;51.713;37.994
10052.08;52.388;51.714;37.995
10053.11;52.387;51.713;37.994
10054.11;52.386;51.712;37.994
10055.11;52.386;51.712;37.993
10056.09;52.387;51.712;37.993
10057.1;52.388;51.71;37.992
10058.12;52.385;51.713;37.995
10059.14;52.386;51.712;37.994
10060.13;52.388;51.714;37.996
10061.13;52.384;51.712;37.993
10062.13;52.388;51.712;37.994
10063.14;52.382;51.713;37.994
10064.14;52.385;51.711;37.993
10065.14;52.387;51.711;37.992
10066.13;52.39;51.709;37.992
10067.13;52.382;51.712;37.994
10068.14;52.383;51.71;37.991
10069.13;52.383;51.71;37.992
10070.1;52.385;51.711;37.992
10071.12;52.385;51.709;37.991
10072.11;52.385;51.71;37.992
10073.13;52.383;51.711;37.992
10074.12;52.385;51.711;37.992
10075.14;52.382;51.71;37.991
10076.14;52.385;51.711;37.992
10077.15;52.385;51.711;37.992
10078.17;52.383;51.712;37.993
10079.16;52.383;51.711;37.992
10080.16;52.388;51.708;37.991
10081.14;52.384;51.709;37.991
10082.12;52.381;51.71;37.991
10083.14;52.383;51.71;37.992
10084.14;52.386;51.708;37.99
10085.14;52.385;51.708;37.99
10086.14;52.382;51.707;37.988
10087.12;52.381;51.708;37.989
10088.14;52.382;51.707;37.989
10089.12;52.378;51.706;37.987
10090.12;52.383;51.706;37.989
10091.12;52.377;51.708;37.989
10092.12;52.382;51.707;37.989
10093.12;52.378;51.706;37.988
10094.12;52.38;51.705;37.987
10095.12;52.38;51.707;37.989
10096.11;52.38;51.706;37.988
10097.09;52.38;51.707;37.988
10098.09;52.378;51.706;37.987
10099.1;52.375;51.707;37.988
10100.08;52.38;51.703;37.985
10101.06;52.378;51.705;37.987
10102.06;52.382;51.707;37.988
10103.05;52.375;51.704;37.986
10104.05;52.377;51.708;37.989
10105.04;52.375;51.706;37.988
10106.06;52.378;51.706;37.987
10107.06;52.378;51.707;37.989
10108.06;52.379;51.707;37.988
10109.08;52.378;51.706;37.988
10110.07;52.38;51.704;37.986
10111.07;52.382;51.705;37.988
10112.08;52.379;51.706;37.988
10113.1;52.378;51.705;37.987
10114.1;52.382;51.706;37.988
10115.1;52.376;51.707;37.989
10116.11;52.381;51.707;37.988
10117.09;52.381;51.708;37.99
10118.09;52.381;51.709;37.99
10119.09;52.379;51.707;37.989
10120.09;52.38;51.708;37.99
10121.1;52.382;51.708;37.99
10122.12;52.378;51.706;37.988
10123.12;52.383;51.704;37.987
10124.14;52.38;51.709;37.99
10125.14;52.377;51.708;37.989
10126.14;52.379;51.708;37.99
10127.15;52.381;51.708;37.99
10128.14;52.381;51.706;37.987
10129.15;52.381;51.706;37.988
10130.15;52.382;51.706;37.988
10131.16;52.38;51.708;37.99
10132.17;52.378;51.707;37.988
10133.18;52.385;51.707;37.989
10134.19;52.381;51.705;37.987
10135.19;52.379;51.706;37.988
10136.18;52.378;51.705;37.986
10137.18;52.374;51.705;37.987
10138.19;52.376;51.704;37.985
10139.19;52.374;51.706;37.988
10140.18;52.373;51.706;37.988
10141.2;52.374;51.703;37.985
10142.2;52.376;51.705;37.986
10143.21;52.372;51.705;37.986
10144.23;52.373;51.705;37.986
10145.24;52.378;51.705;37.987
10146.24;52.375;51.705;37.986
10147.23;52.376;51.703;37.985
10148.22;52.377;51.703;37.985
10149.22;52.376;51.704;37.986
10150.22;52.376;51.705;37.987
10151.23;52.374;51.703;37.985
10152.25;52.375;51.703;37.985
10153.24;52.374;51.705;37.986
10154.24;52.376;51.706;37.987
10155.24;52.374;51.702;37.984
10156.25;52.373;51.703;37.985
10157.25;52.373;51.702;37.984
10158.25;52.379;51.704;37.986
10159.26;52.375;51.704;37.986
10160.27;52.377;51.705;37.987
10161.27;52.377;51.702;37.984
10162.25;52.372;51.703;37.984
10163.24;52.375;51.703;37.985
10164.23;52.375;51.703;37.985
10165.24;52.376;51.701;37.984
10166.23;52.373;51.705;37.986
10167.2;52.375;51.705;37.986
10168.2;52.376;51.702;37.984
10169.21;52.372;51.704;37.985
10170.18;52.379;51.703;37.985
10171.19;52.373;51.703;37.985
10172.17;52.376;51.701;37.984
10173.17;52.375;51.702;37.984
10174.15;52.372;51.702;37.984
10175.15;52.372;51.702;37.984
10176.16;52.374;51.702;37.983
10177.15;52.371;51.703;37.985
10178.15;52.372;51.702;37.984
10179.16;52.373;51.704;37.985
10180.15;52.376;51.704;37.986
10181.15;52.369;51.703;37.984
10182.15;52.374;51.702;37.984
10183.16;52.372;51.701;37.983
10184.14;52.372;51.702;37.983
10185.13;52.371;51.701;37.983
10186.16;52.373;51.7;37.982
10187.16;52.374;51.702;37.984
10188.16;52.376;51.701;37.983
10189.18;52.371;51.701;37.984
10190.17;52.371;51.701;37.983
10191.19;52.372;51.702;37.983
10192.18;52.371;51.702;37.983
10193.18;52.376;51.702;37.984
10194.18;52.371;51.701;37.982
10195.18;52.374;51.702;37.984
10196.17;52.374;51.7;37.982
10197.17;52.372;51.699;37.981
10198.16;52.371;51.702;37.983
10199.15;52.371;51.701;37.983
10200.14;52.368;51.7;37.982
10201.14;52.37;51.7;37.982
10202.13;52.377;51.7;37.983
10203.13;52.374;51.699;37.981
10204.15;52.37;51.7;37.981
10205.15;52.371;51.699;37.981
10206.15;52.372;51.7;37.982
10207.14;52.371;51.699;37.98
10208.13;52.371;51.7;37.983
10209.12;52.37;51.702;37.984
10210.12;52.372;51.699;37.981
10211.13;52.371;51.703;37.984
10212.14;52.367;51.7;37.981
10213.15;52.368;51.702;37.983
10214.13;52.374;51.7;37.982
10215.12;52.366;51.699;37.981
10216.14;52.37;51.699;37.981
10217.14;52.373;51.7;37.982
10218.15;52.372;51.698;37.98
10219.16;52.366;51.699;37.981
10220.14;52.368;51.7;37.981
10221.13;52.372;51.699;37.981
10222.13;52.372;51.7;37.982
10223.13;52.37;51.699;37.981
10224.13;52.366;51.698;37.98
10225.14;52.371;51.699;37.981
10226.14;52.368;51.698;37.98
10227.13;52.37;51.699;37.981
10228.13;52.366;51.699;37.981
10229.15;52.367;51.7;37.982
10230.14;52.372;51.699;37.982
10231.14;52.364;51.699;37.981
10232.12;52.372;51.699;37.981
10233.11;52.366;51.699;37.98
10234.11;52.364;51.699;37.98
10235.09;52.368;51.698;37.98
10236.08;52.366;51.699;37.981
10237.09;52.367;51.697;37.979
10238.09;52.366;51.698;37.98
10239.09;52.367;51.696;37.978
10240.09;52.365;51.699;37.981
10241.1;52.369;51.698;37.979
10242.12;52.369;51.698;37.98
10243.14;52.363;51.697;37.979
10244.14;52.363;51.696;37.977
10245.14;52.362;51.696;37.977
10246.15;52.362;51.697;37.978
10247.16;52.363;51.696;37.978
10248.17;52.36;51.695;37.976
10249.16;52.362;51.695;37.977
10250.15;52.366;51.695;37.977
10251.14;52.36;51.693;37.974
10252.15;52.364;51.695;37.977
10253.15;52.359;51.691;37.973
10254.14;52.363;51.693;37.975
10255.12;52.361;51.693;37.975
10256.12;52.361;51.694;37.976
10257.11;52.366;51.694;37.975
10258.09;52.364;51.693;37.974
10259.11;52.361;51.694;37.975
10260.12;52.36;51.694;37.976
10261.12;52.357;51.695;37.976
10262.13;52.364;51.694;37.976
10263.13;52.362;51.693;37.974
10264.12;52.357;51.694;37.975
10265.13;52.359;51.694;37.976
10266.11;52.363;51.695;37.976
10267.09;52.359;51.693;37.975
10268.08;52.361;51.697;37.978
10269.08;52.364;51.697;37.979
10270.07;52.359;51.695;37.976
