IDs:;240714_01_240712A;01_DNAJB6_05_000_uM;
Concentration [uM]:;5;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
23681.58;50.888;49.988;36.532
23682.59;50.883;49.987;36.531
23683.6;50.886;49.988;36.532
23684.62;50.884;49.987;36.53
23685.61;50.884;49.987;36.531
23686.61;50.887;49.987;36.531
23687.59;50.883;49.986;36.531
23688.6;50.887;49.986;36.529
23689.58;50.886;49.986;36.53
23690.57;50.886;49.986;36.531
23691.55;50.883;49.988;36.532
23692.54;50.884;49.987;36.531
23693.54;50.885;49.987;36.53
23694.55;50.887;49.988;36.532
23695.54;50.887;49.987;36.531
23696.53;50.885;49.988;36.532
23697.52;50.886;49.987;36.531
23698.52;50.886;49.985;36.53
23699.52;50.889;49.987;36.531
23700.51;50.884;49.986;36.53
23701.51;50.886;49.988;36.532
23702.52;50.885;49.987;36.532
23703.51;50.887;49.985;36.53
23704.51;50.883;49.986;36.53
23705.48;50.885;49.987;36.531
23706.47;50.886;49.984;36.529
23707.46;50.884;49.984;36.529
23708.45;50.887;49.986;36.531
23709.44;50.885;49.986;36.531
23710.43;50.884;49.985;36.529
23711.41;50.883;49.984;36.529
23712.42;50.885;49.985;36.53
23713.42;50.882;49.984;36.528
23714.41;50.882;49.986;36.531
23715.41;50.885;49.984;36.529
23716.42;50.885;49.984;36.529
23717.41;50.886;49.984;36.529
23718.41;50.88;49.983;36.527
23719.41;50.884;49.984;36.529
23720.43;50.887;49.984;36.528
23721.45;50.896;49.986;36.53
23722.44;50.884;49.984;36.53
23723.44;50.883;49.983;36.528
23724.44;50.882;49.984;36.529
23725.44;50.88;49.983;36.529
23726.42;50.887;49.983;36.529
23727.43;50.885;49.984;36.529
23728.42;50.886;49.985;36.53
23729.4;50.887;49.983;36.529
23730.39;50.885;49.982;36.528
23731.39;50.888;49.984;36.529
23732.39;50.886;49.983;36.529
23733.39;50.886;49.984;36.529
23734.39;50.885;49.982;36.528
23735.39;50.886;49.983;36.528
23736.38;50.888;49.981;36.527
23737.39;50.884;49.98;36.526
23738.38;50.884;49.983;36.528
23739.37;50.887;49.984;36.529
23740.38;50.883;49.982;36.527
23741.38;50.882;49.983;36.528
23742.38;50.885;49.981;36.527
23743.37;50.884;49.98;36.526
23744.37;50.883;49.98;36.526
23745.38;50.884;49.981;36.526
23746.37;50.883;49.981;36.527
23747.36;50.883;49.981;36.527
23748.34;50.88;49.981;36.526
23749.33;50.883;49.98;36.526
23750.32;50.885;49.981;36.528
23751.32;50.883;49.979;36.525
23752.31;50.881;49.98;36.526
23753.31;50.884;49.981;36.527
23754.29;50.886;49.98;36.526
23755.3;50.88;49.98;36.526
23756.29;50.881;49.98;36.526
23757.29;50.883;49.98;36.526
23758.3;50.885;49.979;36.526
23759.3;50.883;49.979;36.526
23760.32;50.882;49.979;36.525
23761.31;50.878;49.98;36.526
23762.31;50.884;49.981;36.527
23763.31;50.881;49.978;36.525
23764.31;50.885;49.979;36.526
23765.29;50.884;49.98;36.526
23766.31;50.883;49.98;36.526
23767.32;50.879;49.978;36.524
23768.34;50.886;49.98;36.527
23769.33;50.883;49.979;36.526
23770.33;50.882;49.98;36.527
23771.33;50.88;49.979;36.526
23772.33;50.88;49.978;36.524
23773.33;50.882;49.979;36.525
23774.33;50.882;49.977;36.523
23775.32;50.884;49.978;36.526
23776.31;50.883;49.979;36.526
23777.31;50.878;49.977;36.524
23778.31;50.881;49.979;36.525
23779.3;50.883;49.979;36.526
23780.28;50.882;49.978;36.524
23781.28;50.882;49.977;36.524
23782.27;50.883;49.978;36.525
23783.27;50.878;49.977;36.523
23784.26;50.88;49.978;36.524
23785.26;50.882;49.977;36.524
23786.24;50.877;49.978;36.524
23787.23;50.881;49.978;36.524
23788.22;50.881;49.979;36.525
23789.22;50.881;49.976;36.523
23790.23;50.878;49.976;36.523
23791.22;50.88;49.976;36.523
23792.23;50.875;49.974;36.521
23793.23;50.878;49.976;36.522
23794.25;50.875;49.976;36.522
23795.24;50.878;49.975;36.522
23796.23;50.876;49.973;36.519
23797.23;50.874;49.974;36.521
23798.24;50.873;49.973;36.519
23799.22;50.875;49.972;36.519
23800.23;50.875;49.974;36.521
23801.23;50.877;49.973;36.519
23802.23;50.874;49.974;36.521
23803.24;50.874;49.972;36.519
23804.22;50.872;49.972;36.519
23805.2;50.874;49.972;36.52
23806.19;50.874;49.972;36.519
23807.18;50.874;49.971;36.518
23808.17;50.873;49.972;36.52
23809.17;50.873;49.973;36.52
23810.17;50.872;49.973;36.519
23811.15;50.875;49.972;36.519
23812.14;50.875;49.972;36.519
23813.14;50.874;49.971;36.517
23814.14;50.873;49.972;36.518
23815.14;50.869;49.97;36.517
23816.13;50.874;49.972;36.519
23817.12;50.874;49.971;36.519
23818.12;50.871;49.969;36.517
23819.11;50.87;49.969;36.516
23820.12;50.869;49.968;36.516
23821.11;50.868;49.969;36.515
23822.1;50.87;49.971;36.517
23823.1;50.872;49.97;36.517
23824.12;50.874;49.968;36.516
23825.11;50.871;49.971;36.518
23826.11;50.872;49.968;36.515
23827.11;50.868;49.969;36.516
23828.1;50.874;49.968;36.515
23829.1;50.873;49.971;36.518
23830.1;50.873;49.966;36.515
23831.13;50.872;49.97;36.517
23832.13;50.868;49.967;36.514
23833.13;50.871;49.968;36.516
23834.15;50.871;49.968;36.515
23835.14;50.875;49.967;36.516
23836.13;50.873;49.966;36.514
23837.13;50.873;49.966;36.514
23838.11;50.872;49.965;36.514
23839.1;50.869;49.967;36.515
23840.12;50.87;49.965;36.514
23841.12;50.87;49.967;36.515
23842.11;50.87;49.966;36.514
23843.11;50.869;49.965;36.513
23844.12;50.871;49.964;36.512
23845.12;50.866;49.966;36.514
23846.12;50.868;49.963;36.511
23847.11;50.871;49.964;36.513
23848.1;50.867;49.966;36.514
23849.11;50.866;49.964;36.511
23850.1;50.87;49.964;36.513
23851.09;50.872;49.964;36.513
23852.09;50.87;49.964;36.512
23853.09;50.871;49.965;36.513
23854.1;50.868;49.964;36.512
23855.09;50.868;49.966;36.514
23856.09;50.873;49.964;36.513
23857.07;50.87;49.964;36.513
23858.06;50.874;49.964;36.513
23859.05;50.87;49.966;36.514
23860.06;50.871;49.963;36.511
23861.07;50.872;49.965;36.514
23862.07;50.87;49.964;36.512
23863.07;50.872;49.965;36.513
23864.04;50.874;49.965;36.514
23865.03;50.874;49.964;36.513
23866.02;50.87;49.963;36.511
23867.01;50.869;49.964;36.513
23868.01;50.871;49.962;36.51
23869.02;50.871;49.963;36.512
23870.03;50.869;49.962;36.511
23871.02;50.872;49.963;36.512
23872.01;50.873;49.963;36.512
23873.01;50.872;49.963;36.512
23874;50.871;49.963;36.512
23875.01;50.871;49.962;36.511
23876.01;50.871;49.963;36.513
23877.02;50.869;49.962;36.511
23878.04;50.869;49.962;36.511
23879.06;50.872;49.962;36.512
23880.06;50.872;49.963;36.511
23881.07;50.869;49.962;36.511
23882.06;50.868;49.963;36.511
23883.07;50.869;49.963;36.512
23884.06;50.87;49.964;36.513
23885.04;50.872;49.962;36.512
23886.03;50.872;49.96;36.51
23887.02;50.865;49.96;36.509
23888.01;50.871;49.961;36.511
23889.02;50.867;49.961;36.51
23890.02;50.871;49.961;36.511
23891.01;50.87;49.961;36.511
23892.01;50.871;49.961;36.511
23893.01;50.87;49.961;36.511
23894.01;50.875;49.959;36.51
23895.01;50.87;49.962;36.511
23895.98;50.871;49.961;36.511
23896.99;50.875;49.957;36.508
23897.99;50.869;49.961;36.511
23898.99;50.871;49.961;36.51
23899.97;50.868;49.96;36.51
23900.96;50.876;49.958;36.509
23901.96;50.869;49.96;36.509
23902.97;50.867;49.961;36.51
23903.98;50.868;49.96;36.51
23904.96;50.87;49.959;36.509
23905.98;50.866;49.96;36.509
23906.98;50.864;49.959;36.509
23907.98;50.865;49.961;36.511
23908.99;50.868;49.962;36.511
23909.97;50.869;49.962;36.511
23910.95;50.872;49.96;36.511
23911.94;50.869;49.961;36.511
23912.93;50.866;49.959;36.508
23913.93;50.869;49.96;36.51
23914.94;50.868;49.96;36.509
23915.94;50.868;49.96;36.511
23916.95;50.873;49.957;36.508
23917.93;50.869;49.96;36.51
23918.92;50.87;49.959;36.509
23919.9;50.869;49.96;36.51
23920.9;50.87;49.958;36.509
23921.89;50.877;49.956;36.508
23922.89;50.871;49.958;36.509
23923.89;50.871;49.958;36.508
23924.89;50.871;49.959;36.509
23925.9;50.867;49.957;36.507
23926.9;50.876;49.956;36.508
23927.89;50.869;49.958;36.508
23928.88;50.865;49.958;36.507
23929.86;50.872;49.955;36.507
23930.86;50.868;49.958;36.508
23931.85;50.868;49.958;36.507
23932.84;50.872;49.956;36.507
23933.83;50.869;49.958;36.509
23934.85;50.865;49.958;36.508
23935.85;50.873;49.956;36.507
23936.85;50.873;49.956;36.507
23937.87;50.873;49.955;36.506
23938.86;50.869;49.954;36.505
23939.86;50.871;49.955;36.507
23940.85;50.874;49.954;36.505
23941.85;50.87;49.954;36.505
23942.84;50.868;49.955;36.507
23943.83;50.866;49.954;36.504
23944.83;50.872;49.952;36.504
23945.8;50.869;49.956;36.507
23946.82;50.868;49.953;36.505
23947.82;50.868;49.956;36.506
23948.79;50.866;49.958;36.508
23949.78;50.873;49.955;36.507
23950.78;50.872;49.953;36.505
23951.77;50.875;49.953;36.505
23952.78;50.872;49.952;36.503
23953.76;50.866;49.955;36.506
23954.78;50.872;49.952;36.504
23955.77;50.875;49.953;36.505
23956.78;50.871;49.953;36.506
23957.76;50.875;49.952;36.505
23958.78;50.873;49.953;36.506
23959.78;50.872;49.953;36.504
23960.77;50.871;49.954;36.506
23961.77;50.867;49.955;36.505
23962.78;50.873;49.953;36.505
23963.79;50.874;49.952;36.505
23964.8;50.874;49.955;36.507
23965.78;50.873;49.953;36.506
23966.78;50.868;49.952;36.504
23967.79;50.87;49.953;36.505
23968.8;50.871;49.951;36.503
23969.79;50.871;49.953;36.505
23970.79;50.868;49.951;36.503
23971.78;50.872;49.951;36.504
23972.76;50.873;49.951;36.503
23973.77;50.867;49.951;36.503
23974.75;50.87;49.95;36.502
23975.73;50.871;49.952;36.503
23976.72;50.869;49.952;36.504
23977.71;50.871;49.95;36.502
23978.71;50.87;49.951;36.504
23979.71;50.868;49.952;36.503
23980.73;50.872;49.951;36.504
23981.75;50.868;49.95;36.502
23982.74;50.871;49.952;36.505
23983.73;50.873;49.95;36.503
23984.74;50.87;49.95;36.504
23985.73;50.87;49.95;36.503
23986.74;50.87;49.949;36.502
23987.71;50.869;49.949;36.501
23988.7;50.872;49.95;36.503
23989.68;50.87;49.95;36.503
23990.67;50.87;49.949;36.502
23991.67;50.867;49.95;36.502
23992.67;50.87;49.949;36.502
23993.68;50.869;49.949;36.502
23994.69;50.867;49.948;36.5
23995.7;50.868;49.949;36.501
23996.68;50.87;49.948;36.5
23997.67;50.868;49.949;36.502
23998.69;50.864;49.948;36.501
23999.68;50.868;49.948;36.5
24000.68;50.869;49.947;36.499
24001.68;50.868;49.949;36.502
24002.68;50.867;49.948;36.5
24003.68;50.868;49.949;36.501
24004.69;50.866;49.948;36.5
24005.68;50.869;49.949;36.502
24006.67;50.87;49.948;36.501
24007.68;50.867;49.948;36.5
24008.68;50.87;49.949;36.502
24009.69;50.867;49.946;36.499
24010.69;50.868;49.947;36.501
24011.68;50.863;49.946;36.499
24012.67;50.866;49.947;36.5
24013.66;50.87;49.947;36.5
24014.66;50.866;49.946;36.499
24015.65;50.866;49.947;36.5
24016.66;50.864;49.945;36.498
24017.65;50.863;49.945;36.498
24018.63;50.864;49.946;36.499
24019.63;50.865;49.947;36.5
24020.62;50.861;49.945;36.498
24021.62;50.865;49.945;36.499
24022.63;50.86;49.945;36.498
24023.61;50.863;49.944;36.498
24024.61;50.862;49.945;36.498
24025.61;50.864;49.943;36.496
24026.6;50.86;49.943;36.497
24027.59;50.859;49.946;36.499
24028.61;50.864;49.944;36.497
24029.61;50.865;49.943;36.498
24030.62;50.86;49.943;36.496
24031.63;50.862;49.944;36.497
24032.61;50.861;49.943;36.496
24033.6;50.861;49.943;36.497
24034.59;50.86;49.945;36.498
24035.59;50.863;49.943;36.495
24036.6;50.861;49.945;36.498
24037.61;50.863;49.943;36.496
24038.59;50.863;49.943;36.497
24039.61;50.862;49.942;36.495
24040.6;50.864;49.941;36.494
24041.59;50.861;49.943;36.497
24042.59;50.861;49.941;36.495
24043.59;50.861;49.943;36.496
24044.6;50.858;49.94;36.494
24045.57;50.861;49.941;36.494
24046.56;50.862;49.943;36.497
24047.56;50.859;49.942;36.496
24048.56;50.861;49.941;36.495
24049.54;50.862;49.941;36.495
24050.54;50.86;49.944;36.497
24051.53;50.861;49.942;36.496
24052.54;50.86;49.942;36.496
24053.54;50.859;49.941;36.495
24054.54;50.862;49.942;36.496
24055.56;50.863;49.94;36.495
24056.54;50.863;49.942;36.496
24057.54;50.86;49.942;36.496
24058.56;50.862;49.941;36.495
24059.56;50.859;49.942;36.496
24060.57;50.864;49.942;36.496
24061.57;50.86;49.94;36.494
24062.59;50.858;49.941;36.495
24063.58;50.861;49.939;36.493
24064.58;50.86;49.939;36.494
24065.58;50.864;49.939;36.494
24066.56;50.859;49.938;36.493
24067.57;50.862;49.939;36.494
24068.56;50.86;49.939;36.493
24069.56;50.86;49.939;36.493
24070.56;50.86;49.939;36.493
24071.57;50.858;49.939;36.493
24072.56;50.858;49.939;36.494
24073.56;50.858;49.938;36.492
24074.56;50.861;49.939;36.493
24075.57;50.858;49.938;36.493
24076.57;50.86;49.938;36.493
24077.59;50.856;49.937;36.491
24078.6;50.861;49.937;36.493
24079.62;50.858;49.939;36.493
24080.62;50.859;49.937;36.491
24081.61;50.861;49.936;36.491
24082.61;50.861;49.936;36.492
24083.61;50.859;49.935;36.49
24084.61;50.859;49.937;36.493
24085.62;50.857;49.936;36.491
24086.63;50.857;49.937;36.492
24087.62;50.858;49.936;36.491
24088.61;50.857;49.935;36.489
24089.59;50.862;49.936;36.492
24090.58;50.861;49.936;36.492
24091.59;50.857;49.935;36.491
24092.58;50.857;49.938;36.493
24093.56;50.858;49.938;36.493
24094.55;50.858;49.935;36.49
24095.55;50.86;49.937;36.492
24096.56;50.86;49.935;36.491
24097.56;50.861;49.936;36.492
24098.56;50.857;49.937;36.492
24099.55;50.859;49.936;36.49
24100.56;50.857;49.936;36.491
24101.55;50.861;49.935;36.491
24102.55;50.858;49.935;36.491
24103.55;50.862;49.935;36.491
24104.56;50.858;49.935;36.49
24105.55;50.857;49.935;36.49
24106.56;50.856;49.934;36.489
24107.56;50.858;49.935;36.49
24108.56;50.859;49.934;36.489
24109.55;50.856;49.934;36.489
24110.56;50.857;49.933;36.488
24111.57;50.859;49.932;36.489
24112.56;50.858;49.932;36.488
24113.55;50.857;49.931;36.486
24114.55;50.856;49.933;36.489
24115.55;50.853;49.932;36.487
24116.53;50.857;49.932;36.487
24117.54;50.853;49.933;36.488
24118.55;50.855;49.931;36.486
24119.53;50.854;49.933;36.488
24120.51;50.857;49.932;36.488
24121.53;50.858;49.931;36.487
24122.52;50.86;49.93;36.487
24123.55;50.857;49.931;36.487
24124.55;50.857;49.93;36.486
24125.55;50.858;49.931;36.487
24126.53;50.857;49.931;36.486
24127.51;50.858;49.931;36.488
24128.51;50.858;49.93;36.486
24129.5;50.851;49.928;36.484
24130.49;50.855;49.93;36.486
24131.5;50.855;49.928;36.485
24132.49;50.856;49.93;36.486
24133.48;50.859;49.932;36.488
24134.47;50.855;49.93;36.486
24135.47;50.857;49.929;36.486
24136.45;50.855;49.93;36.486
24137.46;50.857;49.927;36.484
24138.47;50.857;49.929;36.486
24139.45;50.856;49.93;36.486
24140.45;50.851;49.928;36.484
24141.47;50.855;49.929;36.486
24142.47;50.858;49.927;36.484
24143.44;50.856;49.927;36.484
24144.44;50.858;49.928;36.485
24145.42;50.857;49.928;36.485
24146.43;50.856;49.928;36.485
24147.43;50.853;49.926;36.483
24148.42;50.854;49.927;36.484
24149.42;50.86;49.927;36.484
24150.41;50.857;49.926;36.483
24151.4;50.855;49.926;36.484
24152.4;50.86;49.927;36.485
24153.39;50.855;49.928;36.484
24154.37;50.855;49.926;36.482
24155.38;50.86;49.927;36.484
24156.39;50.854;49.924;36.482
24157.38;50.857;49.926;36.484
24158.37;50.856;49.925;36.483
24159.38;50.852;49.927;36.484
24160.36;50.857;49.926;36.484
24161.35;50.858;49.927;36.485
24162.35;50.855;49.927;36.484
24163.36;50.855;49.928;36.485
24164.37;50.856;49.929;36.485
24165.39;50.858;49.925;36.482
24166.38;50.855;49.927;36.484
24167.39;50.855;49.926;36.484
24168.4;50.857;49.928;36.485
24169.38;50.856;49.928;36.485
24170.36;50.853;49.925;36.483
24171.36;50.858;49.924;36.482
24172.34;50.859;49.926;36.483
24173.34;50.857;49.924;36.482
24174.35;50.857;49.924;36.482
24175.36;50.856;49.925;36.482
24176.38;50.856;49.925;36.482
24177.37;50.855;49.924;36.482
24178.39;50.855;49.925;36.483
24179.38;50.857;49.922;36.481
24180.38;50.856;49.922;36.48
24181.38;50.855;49.922;36.48
24182.38;50.854;49.924;36.482
24183.38;50.855;49.925;36.483
24184.38;50.856;49.923;36.481
24185.38;50.856;49.922;36.481
24186.36;50.856;49.922;36.48
24187.36;50.854;49.921;36.479
24188.34;50.854;49.922;36.479
24189.32;50.851;49.922;36.48
24190.32;50.851;49.923;36.481
24191.32;50.851;49.922;36.479
24192.31;50.852;49.923;36.48
24193.3;50.853;49.924;36.481
24194.31;50.853;49.919;36.478
24195.32;50.854;49.922;36.479
24196.32;50.851;49.921;36.479
24197.32;50.854;49.921;36.479
24198.33;50.853;49.921;36.479
24199.33;50.854;49.92;36.479
24200.33;50.853;49.919;36.477
24201.31;50.856;49.92;36.479
24202.3;50.855;49.921;36.48
24203.3;50.852;49.919;36.477
24204.31;50.853;49.921;36.479
24205.32;50.853;49.919;36.477
24206.34;50.849;49.918;36.477
24207.33;50.853;49.919;36.478
24208.33;50.856;49.918;36.477
24209.33;50.855;49.919;36.477
24210.31;50.853;49.917;36.476
24211.32;50.854;49.918;36.477
24212.3;50.852;49.919;36.477
24213.29;50.854;49.918;36.477
24214.28;50.857;49.917;36.477
24215.27;50.856;49.917;36.477
24216.27;50.855;49.916;36.475
24217.27;50.85;49.918;36.477
24218.27;50.851;49.916;36.475
24219.28;50.858;49.916;36.476
24220.26;50.85;49.916;36.475
24221.28;50.852;49.917;36.476
24222.27;50.85;49.917;36.476
24223.26;50.852;49.915;36.474
24224.27;50.853;49.918;36.477
24225.27;50.852;49.916;36.475
24226.26;50.855;49.915;36.474
24227.25;50.855;49.915;36.475
24228.25;50.849;49.915;36.473
24229.25;50.849;49.917;36.476
24230.26;50.851;49.915;36.473
24231.25;50.853;49.915;36.475
24232.23;50.85;49.916;36.475
24233.23;50.853;49.914;36.473
24234.21;50.852;49.912;36.471
24235.21;50.851;49.912;36.472
24236.2;50.849;49.914;36.473
24237.21;50.85;49.912;36.471
24238.18;50.853;49.913;36.472
24239.19;50.851;49.912;36.471
24240.19;50.85;49.913;36.472
24241.18;50.851;49.912;36.472
24242.18;50.853;49.91;36.47
24243.18;50.854;49.913;36.473
24244.17;50.849;49.911;36.471
24245.16;50.85;49.912;36.471
24246.16;50.851;49.911;36.471
24247.17;50.849;49.911;36.47
24248.18;50.852;49.911;36.471
24249.19;50.85;49.91;36.47
24250.18;50.85;49.91;36.471
24251.21;50.849;49.909;36.469
24252.2;50.849;49.912;36.471
24253.2;50.851;49.91;36.469
24254.2;50.851;49.911;36.471
24255.2;50.849;49.909;36.469
24256.21;50.851;49.911;36.472
24257.19;50.851;49.909;36.469
24258.17;50.848;49.91;36.469
24259.19;50.851;49.91;36.47
24260.17;50.851;49.909;36.47
24261.16;50.847;49.909;36.469
24262.16;50.848;49.91;36.47
24263.16;50.847;49.909;36.469
24264.14;50.85;49.91;36.47
24265.15;50.85;49.91;36.47
24266.14;50.85;49.909;36.47
24267.13;50.847;49.908;36.468
24268.12;50.852;49.909;36.47
24269.12;50.85;49.908;36.468
24270.11;50.85;49.906;36.466
24271.1;50.851;49.908;36.469
24272.11;50.848;49.907;36.468
24273.09;50.849;49.908;36.469
24274.07;50.849;49.908;36.47
24275.07;50.852;49.909;36.47
24276.08;50.85;49.908;36.47
24277.09;50.848;49.908;36.469
24278.09;50.848;49.907;36.468
24279.1;50.848;49.907;36.468
24280.09;50.846;49.906;36.467
24281.09;50.85;49.908;36.469
24282.09;50.848;49.905;36.466
24283.1;50.851;49.907;36.468
24284.11;50.847;49.906;36.467
24285.1;50.847;49.906;36.468
24286.09;50.849;49.906;36.468
24287.08;50.847;49.906;36.466
24288.09;50.848;49.907;36.468
24289.1;50.846;49.905;36.465
24290.1;50.848;49.907;36.468
24291.09;50.846;49.905;36.466
24292.1;50.846;49.906;36.467
24293.1;50.847;49.904;36.465
24294.11;50.851;49.907;36.467
24295.12;50.863;49.905;36.466
24296.13;50.849;49.904;36.466
24297.11;50.845;49.904;36.465
24298.1;50.848;49.903;36.464
24299.09;50.846;49.903;36.465
24300.08;50.849;49.903;36.464
24301.08;50.846;49.902;36.464
24302.08;50.851;49.904;36.465
24303.06;50.848;49.903;36.465
24304.05;50.85;49.905;36.466
24305.05;50.847;49.901;36.463
24306.05;50.85;49.903;36.464
24307.04;50.847;49.902;36.463
24308.02;50.846;49.902;36.464
24309.04;50.847;49.903;36.465
24310.05;50.85;49.903;36.465
24311.03;50.848;49.903;36.465
24312.03;50.849;49.902;36.464
24313.03;50.849;49.901;36.464
24314.02;50.853;49.902;36.465
24315;50.851;49.901;36.463
24315.99;50.851;49.901;36.463
24316.99;50.84;49.903;36.466
24318.01;50.849;49.901;36.462
24319;50.847;49.902;36.463
24319.97;50.849;49.901;36.464
24320.98;50.848;49.899;36.462
24322;50.848;49.9;36.462
24323.01;50.849;49.901;36.463
24324.01;50.848;49.9;36.462
24325.03;50.843;49.904;36.465
24326.01;50.852;49.9;36.463
24327;50.846;49.899;36.461
24328;50.846;49.9;36.463
24328.98;50.849;49.9;36.463
24329.96;50.849;49.901;36.463
24330.98;50.847;49.9;36.462
24331.98;50.848;49.898;36.461
24332.97;50.851;49.899;36.462
24333.97;50.847;49.902;36.464
24334.95;50.847;49.9;36.462
24335.97;50.848;49.899;36.462
24336.98;50.845;49.898;36.46
24338;50.848;49.899;36.462
24338.99;50.844;49.898;36.46
24339.99;50.846;49.898;36.461
24340.97;50.847;49.898;36.461
24341.96;50.843;49.897;36.46
24342.95;50.854;49.898;36.461
24343.96;50.847;49.897;36.46
24344.95;50.843;49.895;36.458
24345.94;50.847;49.896;36.459
24346.92;50.845;49.897;36.46
24347.92;50.846;49.897;36.46
24348.92;50.844;49.898;36.461
24349.91;50.846;49.897;36.461
24350.89;50.845;49.897;36.46
24351.89;50.849;49.895;36.459
24352.89;50.847;49.897;36.46
24353.9;50.847;49.896;36.459
24354.88;50.843;49.897;36.46
24355.87;50.846;49.897;36.46
24356.87;50.841;49.894;36.457
24357.88;50.846;49.896;36.459
24358.86;50.844;49.895;36.458
24359.85;50.843;49.893;36.456
24360.84;50.845;49.895;36.459
24361.83;50.842;49.895;36.458
24362.82;50.843;49.894;36.457
24363.81;50.842;49.893;36.457
24364.81;50.843;49.895;36.459
24365.81;50.844;49.894;36.457
24366.82;50.846;49.894;36.458
24367.8;50.846;49.892;36.456
24368.79;50.845;49.892;36.455
24369.79;50.845;49.894;36.458
24370.79;50.845;49.892;36.456
24371.79;50.848;49.893;36.458
24372.8;50.844;49.892;36.455
24373.81;50.844;49.893;36.456
24374.79;50.845;49.892;36.456
24375.78;50.846;49.893;36.457
24376.8;50.843;49.893;36.457
24377.79;50.843;49.893;36.457
24378.79;50.845;49.894;36.458
24379.78;50.841;49.892;36.456
24380.79;50.843;49.892;36.455
24381.78;50.846;49.893;36.457
24382.77;50.843;49.893;36.457
24383.77;50.843;49.892;36.456
24384.79;50.843;49.892;36.456
24385.79;50.846;49.892;36.457
24386.79;50.843;49.892;36.457
24387.8;50.844;49.891;36.455
24388.79;50.845;49.891;36.456
24389.8;50.844;49.89;36.455
24390.8;50.843;49.892;36.457
24391.79;50.841;49.891;36.455
24392.8;50.844;49.891;36.456
24393.79;50.84;49.892;36.456
24394.78;50.842;49.89;36.454
24395.8;50.84;49.89;36.454
24396.78;50.842;49.89;36.454
24397.79;50.843;49.89;36.455
24398.81;50.846;49.891;36.456
24399.8;50.839;49.892;36.456
24400.8;50.843;49.889;36.454
24401.8;50.841;49.891;36.456
24402.82;50.841;49.89;36.454
24403.81;50.84;49.891;36.455
24404.8;50.845;49.89;36.455
24405.8;50.843;49.889;36.453
24406.8;50.843;49.89;36.455
24407.82;50.841;49.889;36.453
24408.8;50.842;49.889;36.454
24409.8;50.835;49.888;36.452
24410.8;50.84;49.888;36.453
24411.8;50.836;49.89;36.454
24412.82;50.839;49.889;36.453
24413.81;50.841;49.889;36.454
24414.83;50.841;49.889;36.454
24415.82;50.841;49.89;36.454
24416.81;50.838;49.888;36.452
24417.81;50.843;49.889;36.454
24418.81;50.834;49.889;36.453
24419.82;50.834;49.888;36.452
24420.8;50.835;49.89;36.454
24421.79;50.839;49.885;36.45
24422.8;50.835;49.888;36.452
24423.81;50.838;49.885;36.45
24424.8;50.838;49.887;36.451
24425.78;50.842;49.888;36.453
24426.78;50.835;49.888;36.452
24427.78;50.836;49.889;36.454
24428.78;50.838;49.888;36.453
24429.76;50.84;49.885;36.45
24430.75;50.837;49.888;36.452
24431.75;50.835;49.888;36.453
24432.74;50.83;49.887;36.451
24433.73;50.835;49.885;36.45
24434.74;50.839;49.887;36.452
24435.72;50.837;49.888;36.453
24436.7;50.838;49.887;36.452
24437.71;50.839;49.885;36.451
24438.72;50.838;49.884;36.449
24439.72;50.84;49.887;36.453
24440.69;50.837;49.887;36.452
24441.71;50.84;49.886;36.451
24442.7;50.834;49.888;36.453
24443.7;50.835;49.885;36.451
24444.7;50.842;49.885;36.45
24445.7;50.833;49.886;36.45
24446.68;50.839;49.884;36.45
24447.67;50.84;49.884;36.449
24448.69;50.832;49.886;36.451
24449.68;50.843;49.884;36.449
24450.68;50.837;49.884;36.449
24451.68;50.836;49.885;36.45
24452.69;50.838;49.884;36.45
24453.67;50.837;49.882;36.447
24454.65;50.834;49.883;36.448
24455.67;50.84;49.884;36.45
24456.69;50.836;49.884;36.45
24457.68;50.839;49.883;36.449
24458.68;50.833;49.882;36.447
24459.67;50.836;49.883;36.449
24460.66;50.835;49.883;36.449
24461.64;50.835;49.884;36.45
24462.62;50.839;49.882;36.447
24463.61;50.835;49.881;36.447
24464.6;50.838;49.882;36.449
24465.6;50.836;49.881;36.446
24466.58;50.839;49.882;36.447
24467.57;50.835;49.882;36.448
24468.58;50.836;49.881;36.447
24469.57;50.835;49.882;36.448
24470.56;50.834;49.885;36.45
24471.58;50.84;49.882;36.448
24472.57;50.835;49.886;36.451
24473.58;50.836;49.88;36.446
24474.58;50.834;49.881;36.448
24475.57;50.836;49.882;36.448
24476.57;50.836;49.88;36.446
24477.56;50.836;49.881;36.447
24478.56;50.834;49.88;36.445
24479.57;50.834;49.883;36.449
24480.55;50.832;49.88;36.446
24481.54;50.835;49.88;36.446
24482.54;50.836;49.881;36.447
24483.54;50.83;49.879;36.444
24484.54;50.835;49.881;36.448
24485.56;50.836;49.881;36.447
24486.57;50.833;49.881;36.448
24487.59;50.836;49.88;36.447
24488.59;50.836;49.881;36.448
24489.59;50.832;49.879;36.444
24490.6;50.835;49.88;36.446
24491.58;50.834;49.879;36.446
24492.56;50.835;49.879;36.445
24493.55;50.831;49.879;36.445
24494.54;50.833;49.879;36.446
24495.53;50.83;49.878;36.445
24496.54;50.831;49.878;36.445
24497.53;50.831;49.879;36.446
