IDs:;240716_10_240712H;10_DNAJB6_00_293_uM;
Concentration [uM]:;0.293;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
5187.528;57.787;50.547;38.075
5188.525;57.78;50.547;38.074
5189.529;57.798;50.55;38.077
5190.515;57.778;50.546;38.073
5191.497;57.774;50.547;38.072
5192.488;57.803;50.552;38.078
5193.486;57.801;50.55;38.076
5194.469;57.775;50.547;38.072
5195.462;57.792;50.549;38.075
5196.443;57.796;50.55;38.076
5197.456;57.793;50.549;38.075
5198.449;57.788;50.549;38.075
5199.451;57.777;50.546;38.072
5200.435;57.788;50.546;38.073
5201.425;57.795;50.547;38.073
5202.428;57.801;50.547;38.074
5203.421;57.79;50.547;38.073
5204.416;57.798;50.549;38.075
5205.417;57.775;50.544;38.071
5206.414;57.778;50.545;38.07
5207.405;57.805;50.548;38.074
5208.404;57.769;50.542;38.068
5209.407;57.773;50.544;38.07
5210.39;57.795;50.547;38.073
5211.377;57.788;50.547;38.073
5212.37;57.785;50.545;38.071
5213.366;57.794;50.546;38.072
5214.366;57.79;50.544;38.07
5215.35;57.78;50.545;38.07
5216.338;57.794;50.544;38.07
5217.332;57.766;50.542;38.068
5218.33;57.786;50.543;38.069
5219.32;57.789;50.546;38.072
5220.332;57.762;50.541;38.066
5221.335;57.759;50.54;38.066
5222.324;57.76;50.542;38.067
5223.337;57.783;50.542;38.068
5224.326;57.788;50.544;38.069
5225.327;57.783;50.541;38.067
5226.308;57.776;50.542;38.067
5227.299;57.777;50.544;38.068
5228.279;57.771;50.544;38.068
5229.269;57.786;50.543;38.068
5230.277;57.775;50.54;38.065
5231.28;57.781;50.543;38.068
5232.293;57.782;50.543;38.068
5233.291;57.772;50.542;38.067
5234.275;57.759;50.538;38.062
5235.258;57.75;50.539;38.063
5236.252;57.78;50.541;38.066
5237.248;57.775;50.543;38.068
5238.256;57.756;50.538;38.063
5239.262;57.773;50.542;38.067
5240.248;57.768;50.539;38.064
5241.232;57.777;50.54;38.065
5242.222;57.75;50.537;38.062
5243.221;57.766;50.539;38.064
5244.224;57.762;50.54;38.065
5245.228;57.769;50.539;38.064
5246.236;57.768;50.538;38.063
5247.225;57.775;50.537;38.063
5248.217;57.772;50.539;38.064
5249.201;57.762;50.536;38.061
5250.195;57.772;50.539;38.064
5251.187;57.77;50.538;38.063
5252.177;57.758;50.538;38.062
5253.183;57.764;50.539;38.064
5254.18;57.765;50.538;38.061
5255.179;57.769;50.537;38.062
5256.183;57.757;50.537;38.062
5257.193;57.767;50.538;38.062
5258.183;57.762;50.539;38.063
5259.183;57.76;50.537;38.061
5260.18;57.762;50.539;38.063
5261.184;57.768;50.538;38.062
5262.165;57.76;50.534;38.059
5263.156;57.755;50.535;38.06
5264.156;57.76;50.536;38.061
5265.13;57.746;50.537;38.061
5266.134;57.77;50.537;38.061
5267.134;57.754;50.538;38.062
5268.136;57.766;50.535;38.059
5269.143;57.75;50.538;38.061
5270.124;57.76;50.537;38.061
5271.109;57.753;50.535;38.058
5272.111;57.75;50.537;38.06
5273.109;57.758;50.535;38.06
5274.112;57.751;50.538;38.061
5275.129;57.756;50.534;38.058
5276.143;57.752;50.535;38.059
5277.163;57.754;50.537;38.061
5278.154;57.762;50.536;38.06
5279.148;57.755;50.536;38.06
5280.144;57.75;50.537;38.059
5281.147;57.751;50.536;38.06
5282.143;57.746;50.534;38.058
5283.145;57.746;50.535;38.059
5284.142;57.751;50.535;38.058
5285.146;57.752;50.535;38.059
5286.144;57.752;50.536;38.059
5287.134;57.754;50.534;38.057
5288.137;57.742;50.535;38.059
5289.13;57.742;50.533;38.056
5290.132;57.763;50.532;38.057
5291.131;57.757;50.535;38.058
5292.122;57.719;50.533;38.056
5293.121;57.743;50.534;38.058
5294.108;57.756;50.532;38.057
5295.101;57.732;50.534;38.057
5296.103;57.759;50.533;38.056
5297.109;57.734;50.532;38.055
5298.104;57.745;50.532;38.055
5299.102;57.734;50.536;38.058
5300.111;57.732;50.534;38.056
5301.102;57.742;50.533;38.056
5302.096;57.733;50.534;38.056
5303.097;57.735;50.532;38.055
5304.101;57.739;50.534;38.057
5305.111;57.739;50.535;38.057
5306.127;57.735;50.532;38.054
5307.118;57.733;50.532;38.054
5308.113;57.739;50.533;38.056
5309.113;57.745;50.532;38.054
5310.115;57.739;50.533;38.055
5311.13;57.739;50.533;38.055
5312.142;57.734;50.534;38.056
5313.141;57.73;50.531;38.053
5314.132;57.737;50.53;38.052
5315.127;57.734;50.531;38.054
5316.136;57.733;50.53;38.051
5317.13;57.732;50.53;38.052
5318.137;57.734;50.527;38.05
5319.13;57.72;50.53;38.052
5320.142;57.735;50.527;38.05
5321.134;57.724;50.529;38.05
5322.136;57.738;50.531;38.053
5323.147;57.718;50.529;38.051
5324.167;57.728;50.53;38.051
5325.169;57.73;50.528;38.05
5326.156;57.721;50.529;38.051
5327.151;57.712;50.528;38.048
5328.141;57.725;50.53;38.051
5329.134;57.722;50.529;38.05
5330.136;57.723;50.525;38.047
5331.147;57.716;50.529;38.051
5332.164;57.707;50.523;38.043
5333.159;57.721;50.53;38.051
5334.16;57.722;50.527;38.047
5335.17;57.726;50.527;38.049
5336.155;57.702;50.523;38.042
5337.144;57.718;50.526;38.048
5338.145;57.735;50.529;38.05
5339.148;57.72;50.526;38.047
5340.129;57.724;50.527;38.048
5341.149;57.714;50.522;38.042
5342.145;57.721;50.524;38.045
5343.148;57.722;50.527;38.049
5344.153;57.705;50.525;38.047
5345.163;57.718;50.527;38.048
5346.178;57.722;50.527;38.048
5347.163;57.698;50.522;38.042
5348.159;57.717;50.525;38.046
5349.163;57.724;50.525;38.047
5350.172;57.712;50.525;38.046
5351.169;57.72;50.525;38.046
5352.164;57.714;50.524;38.045
5353.153;57.716;50.523;38.043
5354.139;57.71;50.523;38.044
5355.138;57.717;50.524;38.045
5356.14;57.709;50.522;38.043
5357.126;57.724;50.522;38.042
5358.13;57.712;50.524;38.044
5359.145;57.707;50.522;38.043
5360.151;57.702;50.522;38.043
5361.145;57.706;50.521;38.042
5362.149;57.705;50.523;38.043
5363.156;57.717;50.521;38.042
5364.16;57.69;50.526;38.045
5365.173;57.696;50.521;38.041
5366.171;57.704;50.519;38.04
5367.173;57.7;50.519;38.039
5368.155;57.675;50.524;38.043
5369.142;57.698;50.522;38.042
5370.138;57.693;50.519;38.04
5371.134;57.696;50.518;38.038
5372.136;57.699;50.521;38.041
5373.146;57.688;50.515;38.034
5374.131;57.691;50.518;38.038
5375.154;57.694;50.516;38.037
5376.149;57.697;50.518;38.039
5377.146;57.692;50.52;38.04
5378.153;57.688;50.519;38.039
5379.163;57.701;50.517;38.037
5380.175;57.699;50.519;38.04
5381.191;57.686;50.518;38.038
5382.177;57.696;50.517;38.037
5383.175;57.692;50.52;38.04
5384.174;57.682;50.518;38.037
5385.175;57.697;50.519;38.039
5386.185;57.694;50.517;38.037
5387.186;57.7;50.52;38.039
5388.181;57.691;50.516;38.036
5389.183;57.688;50.518;38.038
5390.173;57.704;50.517;38.035
5391.163;57.69;50.515;38.034
5392.169;57.684;50.517;38.036
5393.164;57.691;50.516;38.036
5394.171;57.689;50.518;38.037
5395.168;57.69;50.517;38.037
5396.153;57.691;50.519;38.039
5397.163;57.686;50.519;38.039
5398.153;57.676;50.518;38.037
5399.154;57.679;50.517;38.035
5400.178;57.695;50.517;38.037
5401.182;57.693;50.518;38.037
5402.185;57.685;50.516;38.035
5403.186;57.693;50.516;38.036
5404.164;57.682;50.519;38.038
5405.181;57.687;50.517;38.036
5406.172;57.705;50.516;38.034
5407.17;57.676;50.517;38.036
5408.17;57.685;50.517;38.036
5409.182;57.685;50.516;38.036
5410.178;57.684;50.515;38.034
5411.178;57.683;50.517;38.036
5412.181;57.67;50.515;38.033
5413.19;57.67;50.511;38.029
5414.167;57.683;50.516;38.033
5415.149;57.674;50.516;38.034
5416.165;57.675;50.515;38.034
5417.158;57.666;50.515;38.033
5418.153;57.684;50.515;38.033
5419.156;57.674;50.516;38.034
5420.158;57.671;50.512;38.031
5421.176;57.674;50.515;38.034
5422.179;57.663;50.513;38.032
5423.193;57.668;50.515;38.033
5424.196;57.667;50.513;38.03
5425.191;57.668;50.513;38.032
5426.201;57.664;50.511;38.029
5427.19;57.68;50.512;38.03
5428.202;57.657;50.513;38.031
5429.196;57.669;50.514;38.032
5430.208;57.669;50.509;38.027
5431.224;57.676;50.512;38.031
5432.237;57.671;50.512;38.03
5433.225;57.673;50.512;38.03
5434.23;57.677;50.511;38.028
5435.246;57.662;50.513;38.031
5436.236;57.667;50.509;38.027
5437.244;57.663;50.51;38.028
5438.225;57.673;50.509;38.028
5439.221;57.669;50.509;38.027
5440.217;57.671;50.509;38.027
5441.221;57.676;50.511;38.029
5442.234;57.664;50.511;38.028
5443.217;57.663;50.508;38.027
5444.216;57.669;50.508;38.026
5445.217;57.659;50.507;38.026
5446.221;57.654;50.507;38.025
5447.234;57.674;50.508;38.026
5448.218;57.645;50.507;38.024
5449.204;57.654;50.508;38.026
5450.198;57.669;50.507;38.024
5451.198;57.655;50.509;38.027
5452.2;57.647;50.506;38.023
5453.202;57.667;50.508;38.026
5454.198;57.657;50.507;38.025
5455.19;57.656;50.507;38.024
5456.189;57.653;50.507;38.025
5457.174;57.655;50.507;38.025
5458.164;57.662;50.504;38.021
5459.165;57.658;50.507;38.024
5460.156;57.668;50.508;38.024
5461.15;57.645;50.506;38.023
5462.157;57.649;50.506;38.023
5463.148;57.659;50.505;38.021
5464.145;57.652;50.506;38.023
5465.134;57.649;50.506;38.023
5466.127;57.669;50.506;38.021
5467.13;57.66;50.505;38.023
5468.141;57.645;50.505;38.022
5469.134;57.657;50.505;38.021
5470.13;57.654;50.505;38.022
5471.143;57.637;50.504;38.021
5472.159;57.655;50.504;38.022
5473.16;57.657;50.504;38.021
5474.16;57.652;50.505;38.022
5475.17;57.659;50.503;38.02
5476.152;57.644;50.502;38.019
5477.142;57.638;50.504;38.022
5478.135;57.653;50.502;38.017
5479.133;57.647;50.503;38.02
5480.139;57.641;50.503;38.019
5481.116;57.643;50.502;38.018
5482.109;57.642;50.503;38.02
5483.101;57.646;50.503;38.02
5484.097;57.646;50.504;38.02
5485.1;57.642;50.502;38.019
5486.104;57.645;50.504;38.02
5487.107;57.643;50.502;38.018
5488.099;57.634;50.502;38.019
5489.093;57.628;50.502;38.017
5490.075;57.645;50.5;38.017
5491.072;57.635;50.501;38.018
5492.062;57.635;50.501;38.018
5493.052;57.616;50.495;38.01
5494.065;57.642;50.5;38.017
5495.068;57.639;50.498;38.013
5496.074;57.635;50.499;38.016
5497.072;57.647;50.499;38.014
5498.064;57.636;50.497;38.013
5499.078;57.641;50.496;38.011
5500.067;57.633;50.499;38.015
5501.062;57.625;50.498;38.014
5502.065;57.628;50.495;38.01
5503.077;57.625;50.5;38.016
5504.064;57.631;50.499;38.016
5505.061;57.637;50.497;38.013
5506.066;57.638;50.498;38.015
5507.073;57.632;50.497;38.013
5508.059;57.628;50.499;38.014
5509.068;57.64;50.497;38.012
5510.078;57.646;50.498;38.013
5511.065;57.634;50.498;38.014
5512.056;57.634;50.497;38.013
5513.053;57.63;50.5;38.015
5514.052;57.621;50.497;38.012
5515.056;57.627;50.497;38.013
5516.065;57.624;50.497;38.013
5517.062;57.62;50.497;38.012
5518.055;57.633;50.498;38.014
5519.053;57.622;50.498;38.013
5520.054;57.616;50.496;38.012
5521.059;57.635;50.496;38.009
5522.07;57.626;50.497;38.013
5523.064;57.613;50.497;38.012
5524.064;57.623;50.497;38.012
5525.066;57.626;50.498;38.012
5526.079;57.625;50.496;38.01
5527.069;57.627;50.497;38.013
5528.061;57.638;50.495;38.01
5529.062;57.628;50.495;38.009
5530.042;57.615;50.496;38.011
5531.028;57.628;50.496;38.011
5532.026;57.616;50.496;38.011
5533.011;57.611;50.495;38.01
5534.008;57.624;50.496;38.012
5535.009;57.609;50.495;38.01
5536.021;57.605;50.497;38.012
5537.039;57.626;50.494;38.009
5538.035;57.624;50.495;38.01
5539.052;57.623;50.494;38.009
5540.071;57.616;50.495;38.009
5541.056;57.614;50.492;38.007
5542.052;57.607;50.495;38.01
5543.049;57.618;50.493;38.007
5544.048;57.606;50.494;38.009
5545.025;57.601;50.493;38.008
5546.036;57.601;50.493;38.007
5547.02;57.607;50.493;38.007
5548.043;57.615;50.493;38.008
5549.037;57.612;50.493;38.008
5550.041;57.602;50.493;38.008
5551.034;57.608;50.491;38.006
5552.008;57.61;50.492;38.007
5553.017;57.614;50.493;38.008
5554.023;57.61;50.492;38.006
5555.014;57.612;50.492;38.007
5556.025;57.611;50.491;38.005
5557.006;57.596;50.491;38.005
5557.995;57.592;50.494;38.007
5558.996;57.614;50.493;38.007
5559.985;57.601;50.492;38.006
5560.965;57.594;50.491;38.005
5561.961;57.603;50.491;38.006
5562.968;57.599;50.491;38.005
5563.963;57.601;50.491;38.005
5564.966;57.591;50.492;38.006
5565.976;57.611;50.49;38.004
5566.995;57.607;50.49;38.003
5568.003;57.596;50.493;38.007
5568.997;57.591;50.491;38.005
5569.986;57.615;50.49;38.003
5570.982;57.604;50.491;38.005
5571.983;57.616;50.49;38.002
5572.99;57.597;50.491;38.005
5574.001;57.603;50.489;38.003
5574.989;57.598;50.491;38.005
5575.979;57.602;50.491;38.005
5576.976;57.587;50.49;38.004
5577.977;57.587;50.491;38.005
5578.98;57.585;50.489;38.002
5579.99;57.609;50.49;38.004
5581.012;57.597;50.49;38.003
5582.005;57.598;50.491;38.004
5583.009;57.584;50.488;38.001
5584.012;57.594;50.49;38.003
5585.01;57.599;50.488;38.001
5586.008;57.59;50.488;38.001
5586.999;57.594;50.489;38.003
5587.985;57.593;50.488;38.002
5588.96;57.579;50.483;37.995
5589.966;57.578;50.49;38.003
5590.953;57.591;50.489;38.003
5591.948;57.591;50.488;38.002
5592.933;57.597;50.487;37.999
5593.914;57.59;50.487;38
5594.905;57.597;50.488;38
5595.911;57.583;50.488;38
5596.914;57.602;50.488;38.001
5597.916;57.584;50.486;37.999
5598.923;57.586;50.486;38
5599.932;57.594;50.484;37.996
5600.935;57.589;50.487;38
5601.94;57.591;50.486;37.998
5602.949;57.586;50.486;37.999
5603.965;57.574;50.487;37.999
5604.954;57.572;50.482;37.994
5605.951;57.594;50.485;37.997
5606.954;57.579;50.485;37.997
5607.938;57.591;50.485;37.998
5608.939;57.586;50.486;37.999
5609.942;57.577;50.485;37.998
5610.954;57.579;50.483;37.995
5611.943;57.586;50.481;37.994
5612.934;57.563;50.485;37.997
5613.928;57.584;50.483;37.996
5614.93;57.573;50.483;37.995
5615.924;57.583;50.482;37.993
5616.919;57.592;50.482;37.993
5617.909;57.574;50.482;37.994
5618.92;57.583;50.481;37.992
5619.916;57.575;50.481;37.993
5620.91;57.578;50.482;37.994
5621.92;57.567;50.48;37.992
5622.909;57.578;50.48;37.992
5623.914;57.575;50.481;37.993
5624.9;57.574;50.481;37.993
5625.901;57.577;50.482;37.995
5626.894;57.572;50.482;37.994
5627.887;57.589;50.48;37.991
5628.892;57.566;50.482;37.994
5629.882;57.57;50.484;37.995
5630.884;57.572;50.482;37.993
5631.859;57.576;50.482;37.994
5632.86;57.58;50.481;37.993
5633.865;57.567;50.481;37.993
5634.851;57.569;50.48;37.992
5635.839;57.565;50.482;37.994
5636.831;57.562;50.479;37.99
5637.831;57.561;50.481;37.992
5638.828;57.563;50.481;37.992
5639.814;57.564;50.479;37.991
5640.806;57.56;50.48;37.991
5641.8;57.562;50.478;37.99
5642.787;57.576;50.478;37.988
5643.778;57.562;50.477;37.989
5644.773;57.559;50.478;37.989
5645.775;57.567;50.477;37.989
5646.776;57.559;50.479;37.989
5647.792;57.547;50.474;37.984
5648.798;57.566;50.479;37.991
5649.799;57.546;50.473;37.983
5650.805;57.563;50.478;37.989
5651.791;57.564;50.478;37.989
5652.795;57.565;50.477;37.988
5653.777;57.56;50.478;37.989
5654.771;57.567;50.479;37.99
5655.782;57.559;50.477;37.988
5656.772;57.568;50.476;37.987
5657.776;57.544;50.471;37.981
5658.758;57.552;50.477;37.988
5659.778;57.55;50.475;37.986
5660.772;57.55;50.477;37.988
5661.774;57.568;50.477;37.988
5662.784;57.542;50.472;37.982
5663.802;57.553;50.477;37.987
5664.799;57.555;50.476;37.987
5665.802;57.554;50.476;37.987
5666.812;57.553;50.474;37.986
5667.796;57.55;50.476;37.987
5668.797;57.559;50.474;37.985
5669.796;57.547;50.475;37.986
5670.803;57.556;50.474;37.983
5671.815;57.55;50.475;37.986
5672.832;57.563;50.472;37.983
5673.82;57.551;50.475;37.985
5674.811;57.54;50.474;37.985
5675.806;57.553;50.473;37.984
5676.817;57.552;50.474;37.985
5677.808;57.549;50.475;37.985
5678.798;57.537;50.473;37.983
5679.792;57.542;50.473;37.984
5680.795;57.546;50.473;37.984
5681.784;57.531;50.468;37.977
5682.79;57.545;50.474;37.984
5683.79;57.548;50.471;37.982
5684.775;57.557;50.472;37.983
5685.778;57.538;50.473;37.983
5686.764;57.542;50.472;37.982
5687.753;57.55;50.472;37.982
5688.745;57.535;50.474;37.984
5689.741;57.545;50.47;37.979
5690.752;57.545;50.472;37.982
5691.724;57.542;50.472;37.982
5692.729;57.542;50.471;37.981
5693.711;57.542;50.471;37.98
5694.701;57.539;50.471;37.981
5695.699;57.544;50.469;37.98
5696.701;57.547;50.469;37.98
5697.707;57.54;50.47;37.98
5698.718;57.541;50.469;37.979
5699.706;57.543;50.47;37.98
5700.726;57.532;50.47;37.979
5701.722;57.54;50.47;37.98
5702.725;57.536;50.468;37.978
5703.732;57.543;50.47;37.98
5704.71;57.545;50.469;37.979
5705.728;57.526;50.47;37.979
5706.751;57.533;50.47;37.979
5707.747;57.539;50.471;37.98
5708.736;57.545;50.468;37.978
5709.751;57.521;50.465;37.974
5710.751;57.53;50.469;37.979
5711.735;57.524;50.469;37.978
5712.731;57.524;50.465;37.974
5713.734;57.522;50.47;37.979
5714.718;57.526;50.469;37.978
5715.701;57.534;50.469;37.978
5716.686;57.526;50.469;37.978
5717.682;57.527;50.469;37.979
5718.671;57.524;50.468;37.977
5719.671;57.54;50.47;37.979
5720.648;57.528;50.47;37.979
5721.658;57.514;50.463;37.971
5722.648;57.535;50.469;37.978
5723.645;57.536;50.469;37.978
5724.647;57.532;50.468;37.977
5725.661;57.512;50.465;37.972
5726.655;57.528;50.468;37.976
5727.652;57.531;50.47;37.979
5728.657;57.511;50.463;37.971
5729.642;57.533;50.467;37.976
5730.629;57.531;50.468;37.977
5731.621;57.529;50.467;37.976
5732.625;57.537;50.466;37.975
5733.603;57.52;50.467;37.976
5734.585;57.534;50.467;37.975
5735.571;57.534;50.466;37.975
5736.561;57.526;50.466;37.975
5737.554;57.522;50.466;37.975
5738.553;57.514;50.462;37.97
5739.556;57.527;50.466;37.975
5740.56;57.522;50.466;37.976
5741.539;57.527;50.466;37.975
5742.52;57.516;50.466;37.974
5743.535;57.52;50.467;37.975
5744.53;57.525;50.466;37.974
5745.523;57.533;50.464;37.971
5746.52;57.524;50.466;37.975
5747.524;57.515;50.463;37.972
5748.528;57.525;50.465;37.974
5749.52;57.512;50.46;37.967
5750.511;57.509;50.463;37.971
5751.51;57.523;50.465;37.973
5752.51;57.514;50.464;37.972
5753.498;57.52;50.464;37.972
5754.483;57.513;50.464;37.973
5755.476;57.521;50.464;37.973
5756.479;57.52;50.463;37.972
5757.468;57.522;50.463;37.972
5758.469;57.514;50.463;37.971
5759.468;57.522;50.463;37.972
5760.447;57.518;50.463;37.971
5761.443;57.513;50.463;37.972
5762.457;57.513;50.464;37.972
5763.461;57.518;50.463;37.971
5764.465;57.512;50.464;37.971
5765.447;57.52;50.464;37.971
5766.439;57.516;50.463;37.972
5767.41;57.504;50.464;37.971
5768.42;57.503;50.464;37.971
5769.407;57.518;50.464;37.971
5770.396;57.505;50.463;37.97
5771.392;57.505;50.461;37.969
5772.391;57.507;50.461;37.97
5773.368;57.512;50.463;37.971
5774.367;57.507;50.46;37.967
5775.365;57.517;50.461;37.969
5776.369;57.511;50.46;37.967
5777.38;57.514;50.46;37.968
5778.392;57.497;50.459;37.967
5779.377;57.495;50.459;37.966
5780.365;57.509;50.46;37.968
5781.387;57.499;50.459;37.966
5782.381;57.507;50.46;37.968
5783.389;57.489;50.456;37.962
5784.393;57.51;50.46;37.968
5785.388;57.509;50.458;37.966
5786.387;57.507;50.459;37.967
5787.39;57.489;50.453;37.96
5788.367;57.503;50.457;37.964
5789.362;57.508;50.457;37.965
5790.368;57.498;50.459;37.966
5791.361;57.486;50.451;37.957
5792.368;57.506;50.456;37.964
5793.363;57.5;50.455;37.963
5794.37;57.497;50.456;37.964
5795.361;57.509;50.459;37.966
5796.343;57.496;50.458;37.965
5797.336;57.495;50.455;37.963
5798.335;57.503;50.457;37.964
5799.339;57.496;50.456;37.962
5800.355;57.491;50.456;37.964
5801.35;57.495;50.454;37.961
5802.34;57.501;50.455;37.963
5803.335;57.489;50.457;37.964
5804.319;57.487;50.455;37.961
5805.331;57.5;50.456;37.963
5806.347;57.494;50.455;37.962
5807.337;57.484;50.456;37.963
5808.322;57.489;50.456;37.963
5809.313;57.49;50.454;37.961
5810.306;57.49;50.455;37.962
5811.305;57.491;50.453;37.96
5812.306;57.477;50.453;37.959
5813.311;57.488;50.454;37.961
5814.319;57.48;50.452;37.958
5815.33;57.496;50.454;37.961
5816.344;57.498;50.452;37.96
5817.33;57.489;50.454;37.961
5818.317;57.492;50.454;37.96
5819.312;57.483;50.451;37.958
5820.305;57.491;50.453;37.96
5821.319;57.485;50.453;37.96
5822.314;57.479;50.452;37.958
5823.302;57.479;50.452;37.959
5824.302;57.481;50.451;37.957
5825.294;57.489;50.452;37.959
5826.279;57.48;50.452;37.958
5827.288;57.482;50.451;37.957
5828.284;57.49;50.452;37.959
5829.297;57.477;50.451;37.957
5830.295;57.479;50.45;37.956
5831.292;57.483;50.451;37.957
5832.281;57.478;50.448;37.955
5833.268;57.481;50.451;37.957
5834.27;57.475;50.451;37.958
5835.272;57.463;50.446;37.951
5836.285;57.472;50.45;37.956
5837.3;57.479;50.449;37.955
5838.302;57.469;50.444;37.949
5839.304;57.486;50.448;37.953
5840.314;57.475;50.449;37.956
5841.3;57.48;50.448;37.954
5842.291;57.481;50.45;37.956
5843.289;57.46;50.445;37.949
5844.293;57.471;50.449;37.955
5845.272;57.479;50.45;37.956
5846.269;57.476;50.449;37.955
5847.265;57.479;50.447;37.953
5848.266;57.466;50.448;37.954
5849.241;57.476;50.449;37.955
5850.251;57.471;50.448;37.953
5851.263;57.471;50.448;37.953
5852.249;57.476;50.446;37.952
5853.24;57.454;50.443;37.947
5854.235;57.469;50.446;37.952
5855.234;57.464;50.445;37.95
5856.236;57.468;50.447;37.953
5857.24;57.467;50.446;37.951
5858.253;57.468;50.445;37.951
5859.248;57.463;50.446;37.951
5860.245;57.471;50.446;37.951
5861.253;57.473;50.446;37.951
5862.276;57.464;50.446;37.951
5863.277;57.472;50.446;37.952
5864.271;57.468;50.446;37.951
5865.286;57.462;50.447;37.952
5866.281;57.463;50.446;37.951
5867.299;57.472;50.445;37.951
5868.312;57.463;50.447;37.952
5869.3;57.472;50.447;37.952
5870.305;57.465;50.447;37.951
5871.313;57.457;50.442;37.946
5872.3;57.463;50.444;37.949
5873.293;57.461;50.445;37.951
5874.291;57.464;50.445;37.95
5875.297;57.464;50.443;37.948
5876.286;57.459;50.444;37.949
5877.287;57.449;50.44;37.945
5878.292;57.457;50.445;37.951
5879.301;57.462;50.444;37.949
5880.313;57.452;50.441;37.945
5881.303;57.457;50.443;37.948
5882.298;57.458;50.442;37.947
5883.301;57.454;50.444;37.949
5884.317;57.447;50.443;37.948
5885.333;57.463;50.444;37.948
5886.321;57.449;50.442;37.947
5887.311;57.463;50.443;37.947
5888.305;57.468;50.444;37.949
5889.299;57.458;50.443;37.947
5890.304;57.455;50.444;37.948
5891.304;57.455;50.442;37.946
5892.295;57.451;50.443;37.947
5893.27;57.457;50.443;37.948
5894.281;57.447;50.441;37.945
5895.264;57.452;50.439;37.943
5896.24;57.459;50.441;37.945
5897.236;57.453;50.441;37.946
5898.223;57.456;50.439;37.944
5899.229;57.455;50.44;37.945
5900.219;57.45;50.439;37.944
5901.212;57.441;50.439;37.943
5902.227;57.45;50.44;37.944
5903.241;57.454;50.438;37.942
5904.25;57.427;50.434;37.939
5905.239;57.447;50.438;37.942
5906.235;57.452;50.44;37.944
5907.224;57.452;50.439;37.944
5908.241;57.453;50.44;37.944
5909.236;57.447;50.441;37.945
5910.237;57.424;50.436;37.94
5911.244;57.424;50.436;37.939
5912.257;57.437;50.437;37.94
5913.254;57.437;50.439;37.943
5914.264;57.442;50.437;37.941
5915.246;57.424;50.434;37.938
5916.235;57.448;50.437;37.942
5917.217;57.439;50.437;37.942
5918.227;57.421;50.433;37.935
5919.239;57.449;50.438;37.942
5920.255;57.418;50.434;37.935
5921.24;57.442;50.436;37.941
5922.231;57.419;50.433;37.937
5923.227;57.433;50.432;37.935
5924.225;57.439;50.438;37.942
5925.218;57.441;50.435;37.939
5926.215;57.444;50.438;37.942
5927.2;57.439;50.437;37.941
5928.199;57.444;50.436;37.94
5929.2;57.424;50.432;37.935
5930.19;57.443;50.435;37.939
5931.19;57.412;50.433;37.936
5932.195;57.448;50.436;37.94
5933.19;57.435;50.433;37.937
5934.189;57.419;50.43;37.932
5935.166;57.441;50.435;37.94
5936.165;57.447;50.434;37.938
5937.164;57.432;50.43;37.933
5938.149;57.43;50.436;37.939
5939.155;57.437;50.435;37.938
5940.162;57.435;50.435;37.938
5941.163;57.41;50.432;37.936
5942.178;57.416;50.43;37.933
5943.197;57.424;50.434;37.937
5944.19;57.41;50.433;37.936
5945.192;57.428;50.432;37.935
5946.206;57.428;50.433;37.937
5947.223;57.431;50.434;37.937
5948.213;57.44;50.432;37.936
5949.207;57.406;50.43;37.933
5950.223;57.414;50.429;37.933
5951.207;57.41;50.429;37.933
5952.224;57.426;50.432;37.936
5953.213;57.422;50.434;37.936
5954.205;57.405;50.43;37.932
5955.188;57.411;50.427;37.93
5956.179;57.422;50.433;37.936
5957.178;57.432;50.432;37.934
5958.183;57.405;50.429;37.931
5959.178;57.424;50.427;37.929
5960.166;57.415;50.426;37.929
5961.167;57.423;50.432;37.935
5962.158;57.406;50.429;37.932
5963.168;57.403;50.428;37.93
5964.169;57.438;50.431;37.935
5965.152;57.417;50.432;37.935
5966.149;57.423;50.429;37.932
5967.149;57.406;50.428;37.931
5968.138;57.419;50.431;37.934
5969.13;57.411;50.426;37.929
5970.131;57.402;50.429;37.932
5971.132;57.4;50.428;37.93
5972.133;57.376;50.425;37.928
5973.142;57.423;50.429;37.932
5974.125;57.403;50.427;37.929
5975.118;57.419;50.432;37.934
5976.122;57.414;50.43;37.932
5977.1;57.396;50.427;37.929
5978.086;57.396;50.429;37.931
5979.105;57.419;50.43;37.931
5980.1;57.375;50.423;37.925
5981.102;57.416;50.43;37.933
5982.107;57.422;50.428;37.93
5983.087;57.393;50.426;37.928
5984.076;57.367;50.424;37.925
5985.069;57.397;50.425;37.926
5986.066;57.413;50.429;37.931
5987.07;57.415;50.428;37.93
5988.077;57.403;50.428;37.93
5989.059;57.413;50.428;37.93
5990.042;57.387;50.426;37.928
5991.058;57.395;50.424;37.926
5992.077;57.394;50.423;37.925
5993.069;57.395;50.423;37.925
5994.061;57.398;50.423;37.924
5995.059;57.391;50.424;37.926
5996.059;57.394;50.424;37.926
5997.064;57.412;50.427;37.929
5998.049;57.4;50.421;37.923
5999.042;57.413;50.425;37.928
6000.028;57.391;50.423;37.925
6001.017;57.39;50.422;37.924
6002.017;57.391;50.422;37.924
6003.016;57.398;50.423;37.924
6004.005;57.389;50.421;37.923
