IDs:;240716_10_240712H;10_DNAJB6_00_293_uM;
Concentration [uM]:;0.293;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2452.231;59.916;50.909;38.612
2453.216;59.911;50.907;38.611
2454.202;59.917;50.909;38.612
2455.191;59.909;50.906;38.609
2456.213;59.897;50.909;38.613
2457.211;59.888;50.907;38.61
2458.211;59.919;50.908;38.612
2459.212;59.911;50.907;38.611
2460.211;59.897;50.906;38.609
2461.216;59.89;50.908;38.61
2462.206;59.895;50.905;38.608
2463.207;59.899;50.906;38.609
2464.201;59.902;50.906;38.609
2465.191;59.878;50.906;38.607
2466.188;59.885;50.905;38.608
2467.177;59.886;50.906;38.608
2468.175;59.893;50.907;38.608
2469.185;59.896;50.906;38.608
2470.193;59.879;50.905;38.607
2471.183;59.889;50.904;38.607
2472.181;59.864;50.903;38.604
2473.185;59.884;50.906;38.608
2474.193;59.882;50.905;38.606
2475.219;59.864;50.904;38.605
2476.209;59.887;50.903;38.605
2477.205;59.891;50.904;38.606
2478.188;59.881;50.904;38.605
2479.175;59.903;50.905;38.606
2480.197;59.875;50.904;38.605
2481.191;59.866;50.904;38.605
2482.188;59.875;50.903;38.604
2483.179;59.864;50.903;38.604
2484.17;59.882;50.905;38.605
2485.167;59.863;50.902;38.602
2486.166;59.861;50.903;38.604
2487.149;59.889;50.905;38.605
2488.149;59.881;50.901;38.602
2489.132;59.865;50.901;38.602
2490.147;59.847;50.901;38.6
2491.142;59.862;50.904;38.603
2492.127;59.878;50.906;38.606
2493.113;59.858;50.903;38.602
2494.128;59.87;50.903;38.602
2495.14;59.862;50.902;38.602
2496.134;59.852;50.904;38.603
2497.133;59.848;50.904;38.603
2498.142;59.851;50.903;38.602
2499.125;59.89;50.903;38.602
2500.116;59.85;50.901;38.6
2501.118;59.851;50.901;38.6
2502.096;59.849;50.902;38.601
2503.089;59.841;50.904;38.602
2504.089;59.837;50.901;38.599
2505.095;59.834;50.905;38.603
2506.105;59.844;50.902;38.599
2507.093;59.839;50.901;38.599
2508.086;59.845;50.903;38.601
2509.085;59.83;50.903;38.6
2510.091;59.866;50.903;38.601
2511.099;59.83;50.903;38.599
2512.109;59.845;50.903;38.601
2513.091;59.826;50.902;38.599
2514.077;59.846;50.902;38.599
2515.063;59.846;50.901;38.599
2516.059;59.849;50.903;38.6
2517.058;59.861;50.904;38.601
2518.05;59.843;50.902;38.599
2519.042;59.829;50.903;38.599
2520.036;59.838;50.902;38.599
2521.037;59.834;50.903;38.599
2522.02;59.818;50.904;38.6
2523.023;59.82;50.901;38.598
2524.017;59.82;50.902;38.599
2525.001;59.829;50.902;38.599
2526;59.804;50.903;38.598
2526.988;59.812;50.904;38.599
2527.997;59.818;50.903;38.599
2529.001;59.806;50.904;38.599
2529.998;59.81;50.905;38.6
2531.002;59.809;50.902;38.597
2532.012;59.832;50.902;38.598
2533.01;59.809;50.901;38.595
2534.009;59.814;50.903;38.598
2535.017;59.81;50.901;38.596
2536.002;59.826;50.903;38.598
2536.992;59.811;50.903;38.598
2537.986;59.817;50.902;38.596
2538.975;59.825;50.901;38.596
2539.983;59.815;50.902;38.596
2540.972;59.815;50.901;38.596
2541.995;59.796;50.903;38.597
2542.994;59.801;50.901;38.595
2543.995;59.808;50.902;38.596
2544.979;59.816;50.902;38.597
2545.979;59.793;50.902;38.595
2546.97;59.815;50.903;38.596
2547.945;59.812;50.902;38.596
2548.95;59.797;50.902;38.595
2549.952;59.792;50.901;38.595
2550.951;59.78;50.902;38.595
2551.948;59.786;50.9;38.592
2552.943;59.791;50.9;38.593
2553.948;59.786;50.898;38.591
2554.934;59.791;50.899;38.592
2555.927;59.79;50.9;38.593
2556.937;59.787;50.901;38.593
2557.935;59.777;50.902;38.594
2558.94;59.78;50.9;38.592
2559.947;59.786;50.901;38.593
2560.939;59.785;50.899;38.591
2561.929;59.784;50.9;38.592
2562.941;59.787;50.901;38.593
2563.931;59.786;50.898;38.59
2564.936;59.773;50.901;38.592
2565.912;59.771;50.9;38.592
2566.901;59.776;50.899;38.591
2567.892;59.793;50.9;38.592
2568.884;59.769;50.9;38.591
2569.879;59.778;50.899;38.591
2570.881;59.755;50.9;38.59
2571.883;59.785;50.899;38.59
2572.885;59.766;50.898;38.588
2573.879;59.765;50.899;38.59
2574.873;59.769;50.899;38.59
2575.862;59.781;50.898;38.589
2576.866;59.763;50.899;38.59
2577.868;59.767;50.899;38.589
2578.872;59.768;50.899;38.589
2579.861;59.764;50.898;38.589
2580.838;59.759;50.899;38.589
2581.847;59.755;50.9;38.59
2582.857;59.765;50.899;38.588
2583.853;59.749;50.899;38.588
2584.853;59.772;50.898;38.589
2585.862;59.769;50.899;38.588
2586.858;59.768;50.9;38.59
2587.859;59.752;50.899;38.587
2588.839;59.753;50.897;38.586
2589.825;59.747;50.898;38.587
2590.824;59.749;50.899;38.589
2591.831;59.756;50.9;38.589
2592.821;59.745;50.899;38.588
2593.821;59.75;50.897;38.586
2594.819;59.745;50.899;38.587
2595.826;59.75;50.898;38.586
2596.827;59.755;50.9;38.588
2597.824;59.762;50.899;38.587
2598.824;59.746;50.898;38.586
2599.831;59.759;50.9;38.588
2600.812;59.739;50.897;38.585
2601.796;59.741;50.897;38.585
2602.784;59.736;50.897;38.585
2603.793;59.761;50.899;38.587
2604.805;59.738;50.898;38.585
2605.803;59.75;50.898;38.586
2606.801;59.736;50.897;38.585
2607.8;59.744;50.897;38.585
2608.788;59.728;50.897;38.583
2609.777;59.744;50.897;38.584
2610.78;59.735;50.897;38.585
2611.777;59.734;50.895;38.582
2612.76;59.726;50.893;38.58
2613.746;59.724;50.897;38.584
2614.74;59.731;50.896;38.583
2615.742;59.73;50.895;38.581
2616.753;59.724;50.898;38.584
2617.745;59.728;50.895;38.582
2618.748;59.722;50.895;38.582
2619.728;59.732;50.894;38.581
2620.72;59.727;50.895;38.581
2621.725;59.708;50.895;38.58
2622.739;59.723;50.894;38.579
2623.732;59.718;50.894;38.58
2624.73;59.725;50.895;38.581
2625.734;59.719;50.894;38.58
2626.744;59.715;50.894;38.58
2627.735;59.717;50.893;38.579
2628.725;59.716;50.894;38.579
2629.724;59.731;50.895;38.581
2630.729;59.705;50.892;38.577
2631.735;59.718;50.894;38.579
2632.72;59.713;50.892;38.577
2633.706;59.714;50.893;38.578
2634.729;59.706;50.892;38.576
2635.724;59.715;50.893;38.577
2636.729;59.7;50.893;38.577
2637.726;59.718;50.894;38.578
2638.715;59.718;50.893;38.579
2639.701;59.711;50.894;38.578
2640.689;59.7;50.893;38.576
2641.68;59.695;50.891;38.575
2642.693;59.702;50.893;38.577
2643.689;59.702;50.892;38.575
2644.694;59.7;50.893;38.577
2645.712;59.703;50.892;38.576
2646.692;59.702;50.894;38.578
2647.693;59.711;50.892;38.576
2648.699;59.697;50.892;38.576
2649.702;59.717;50.892;38.576
2650.705;59.692;50.892;38.575
2651.685;59.694;50.891;38.574
2652.669;59.71;50.893;38.577
2653.662;59.689;50.893;38.576
2654.672;59.692;50.891;38.574
2655.657;59.694;50.891;38.574
2656.655;59.689;50.891;38.573
2657.655;59.694;50.892;38.575
2658.658;59.686;50.889;38.571
2659.652;59.684;50.89;38.572
2660.648;59.699;50.892;38.574
2661.645;59.691;50.889;38.571
2662.648;59.691;50.892;38.574
2663.651;59.686;50.89;38.572
2664.669;59.696;50.89;38.573
2665.654;59.692;50.89;38.572
2666.648;59.683;50.888;38.57
2667.641;59.683;50.891;38.573
2668.619;59.692;50.891;38.573
2669.616;59.676;50.889;38.57
2670.618;59.693;50.891;38.572
2671.608;59.683;50.889;38.571
2672.599;59.677;50.888;38.569
2673.603;59.673;50.889;38.57
2674.596;59.685;50.89;38.571
2675.585;59.67;50.888;38.569
2676.58;59.67;50.889;38.569
2677.568;59.685;50.891;38.572
2678.565;59.679;50.889;38.569
2679.584;59.679;50.89;38.571
2680.581;59.678;50.889;38.569
2681.572;59.666;50.89;38.57
2682.556;59.674;50.89;38.57
2683.545;59.674;50.89;38.569
2684.542;59.681;50.888;38.568
2685.543;59.667;50.89;38.569
2686.533;59.662;50.888;38.567
2687.528;59.667;50.889;38.568
2688.527;59.655;50.888;38.568
2689.528;59.658;50.887;38.566
2690.535;59.663;50.889;38.568
2691.549;59.671;50.887;38.566
2692.571;59.673;50.889;38.568
2693.566;59.651;50.888;38.567
2694.566;59.67;50.887;38.566
2695.573;59.662;50.886;38.565
2696.587;59.645;50.887;38.566
2697.572;59.654;50.885;38.563
2698.563;59.645;50.886;38.565
2699.554;59.646;50.887;38.566
2700.559;59.654;50.886;38.564
2701.553;59.65;50.888;38.566
2702.543;59.642;50.886;38.565
2703.528;59.652;50.885;38.563
2704.511;59.707;50.881;38.561
2705.503;59.645;50.886;38.564
2706.498;59.625;50.888;38.566
2707.496;59.648;50.885;38.563
2708.501;59.649;50.886;38.565
2709.488;59.654;50.888;38.565
2710.481;59.646;50.887;38.565
2711.482;59.648;50.886;38.564
2712.487;59.64;50.885;38.563
2713.496;59.65;50.885;38.563
2714.511;59.656;50.885;38.563
2715.503;59.636;50.886;38.563
2716.509;59.655;50.885;38.563
2717.516;59.649;50.886;38.563
2718.505;59.625;50.885;38.562
2719.5;59.641;50.885;38.562
2720.501;59.632;50.886;38.563
2721.481;59.638;50.885;38.561
2722.495;59.624;50.885;38.561
2723.482;59.64;50.885;38.561
2724.476;59.624;50.884;38.56
2725.48;59.619;50.886;38.562
2726.486;59.63;50.884;38.56
2727.464;59.625;50.885;38.56
2728.476;59.616;50.888;38.563
2729.473;59.619;50.885;38.56
2730.473;59.625;50.886;38.562
2731.478;59.633;50.883;38.559
2732.472;59.63;50.884;38.56
2733.489;59.635;50.884;38.559
2734.495;59.62;50.884;38.559
2735.504;59.615;50.884;38.559
2736.496;59.631;50.885;38.56
2737.503;59.614;50.886;38.561
2738.49;59.603;50.885;38.559
2739.477;59.614;50.884;38.559
2740.472;59.619;50.884;38.56
2741.482;59.615;50.884;38.559
2742.457;59.612;50.884;38.559
2743.468;59.603;50.883;38.558
2744.46;59.614;50.883;38.557
2745.457;59.613;50.885;38.559
2746.467;59.615;50.882;38.556
2747.467;59.613;50.885;38.559
2748.442;59.602;50.884;38.557
2749.452;59.612;50.883;38.556
2750.467;59.617;50.884;38.558
2751.452;59.61;50.882;38.556
2752.445;59.614;50.883;38.557
2753.452;59.615;50.882;38.556
2754.43;59.596;50.881;38.555
2755.417;59.6;50.881;38.555
2756.41;59.611;50.882;38.555
2757.412;59.613;50.882;38.556
2758.421;59.613;50.882;38.556
2759.429;59.6;50.881;38.555
2760.411;59.609;50.881;38.554
2761.4;59.595;50.881;38.555
2762.39;59.595;50.881;38.554
2763.385;59.595;50.88;38.553
2764.383;59.568;50.879;38.552
2765.385;59.594;50.88;38.553
2766.382;59.583;50.881;38.554
2767.376;59.596;50.882;38.554
2768.372;59.562;50.879;38.551
2769.353;59.577;50.881;38.553
2770.338;59.6;50.88;38.553
2771.337;59.595;50.882;38.554
2772.324;59.56;50.877;38.548
2773.31;59.587;50.879;38.551
2774.309;59.578;50.881;38.553
2775.32;59.596;50.88;38.552
2776.323;59.588;50.88;38.553
2777.325;59.566;50.876;38.548
2778.318;59.591;50.88;38.551
2779.335;59.591;50.878;38.55
2780.328;59.561;50.876;38.548
2781.322;59.562;50.876;38.547
2782.322;59.578;50.879;38.55
2783.333;59.574;50.88;38.551
2784.354;59.572;50.882;38.553
2785.355;59.545;50.877;38.548
2786.339;59.572;50.878;38.549
2787.321;59.572;50.88;38.551
2788.34;59.568;50.881;38.551
2789.332;59.555;50.875;38.545
2790.351;59.577;50.878;38.548
2791.347;59.548;50.878;38.548
2792.349;59.553;50.876;38.546
2793.341;59.569;50.879;38.549
2794.331;59.544;50.874;38.544
2795.329;59.553;50.876;38.547
2796.32;59.544;50.874;38.544
2797.328;59.551;50.873;38.544
2798.307;59.543;50.875;38.545
2799.295;59.559;50.877;38.547
2800.273;59.548;50.873;38.543
2801.26;59.54;50.874;38.544
2802.257;59.541;50.874;38.543
2803.239;59.544;50.875;38.544
2804.233;59.543;50.873;38.542
2805.232;59.576;50.877;38.547
2806.23;59.547;50.878;38.547
2807.212;59.535;50.875;38.544
2808.205;59.551;50.878;38.547
2809.205;59.541;50.872;38.542
2810.189;59.566;50.873;38.542
2811.174;59.527;50.873;38.542
2812.168;59.552;50.876;38.545
2813.167;59.545;50.877;38.546
2814.172;59.521;50.875;38.543
2815.153;59.546;50.878;38.546
2816.143;59.529;50.874;38.542
2817.14;59.529;50.875;38.543
2818.139;59.543;50.877;38.546
2819.145;59.523;50.874;38.542
2820.159;59.519;50.875;38.543
2821.148;59.544;50.874;38.543
2822.14;59.52;50.873;38.541
2823.147;59.517;50.874;38.542
2824.153;59.533;50.876;38.543
2825.135;59.52;50.873;38.541
2826.12;59.517;50.873;38.54
2827.111;59.54;50.875;38.542
2828.104;59.5;50.87;38.537
2829.105;59.512;50.873;38.541
2830.11;59.54;50.876;38.543
2831.083;59.517;50.871;38.538
2832.095;59.513;50.873;38.54
2833.086;59.536;50.874;38.541
2834.085;59.549;50.873;38.541
2835.093;59.513;50.871;38.538
2836.081;59.534;50.874;38.54
2837.091;59.51;50.871;38.538
2838.085;59.524;50.873;38.539
2839.086;59.531;50.875;38.541
2840.09;59.501;50.871;38.536
2841.078;59.494;50.87;38.536
2842.075;59.53;50.872;38.538
2843.063;59.529;50.871;38.537
2844.058;59.494;50.869;38.534
2845.04;59.509;50.869;38.535
2846.037;59.497;50.87;38.535
2847.036;59.504;50.869;38.535
2848.043;59.499;50.869;38.535
2849.037;59.527;50.871;38.536
2850.043;59.493;50.869;38.534
2851.021;59.503;50.869;38.534
2852.036;59.501;50.868;38.533
2853.054;59.497;50.867;38.533
2854.077;59.493;50.868;38.533
2855.074;59.489;50.868;38.533
2856.064;59.502;50.872;38.537
2857.054;59.514;50.871;38.536
2858.078;59.506;50.871;38.536
2859.076;59.489;50.868;38.532
2860.076;59.483;50.867;38.531
2861.078;59.484;50.865;38.53
2862.084;59.487;50.866;38.53
2863.094;59.513;50.867;38.532
2864.078;59.501;50.867;38.531
2865.066;59.475;50.864;38.529
2866.087;59.48;50.865;38.529
2867.081;59.475;50.865;38.529
2868.085;59.504;50.867;38.532
2869.082;59.481;50.866;38.529
2870.085;59.461;50.866;38.529
2871.08;59.52;50.864;38.53
2872.092;59.469;50.866;38.529
2873.067;59.475;50.864;38.528
2874.076;59.473;50.865;38.528
2875.075;59.463;50.866;38.529
2876.058;59.472;50.865;38.528
2877.053;59.464;50.865;38.528
2878.056;59.476;50.867;38.53
2879.056;59.473;50.865;38.527
2880.05;59.467;50.864;38.527
2881.062;59.465;50.861;38.524
2882.058;59.462;50.864;38.527
2883.059;59.483;50.866;38.529
2884.044;59.467;50.862;38.524
2885.036;59.462;50.863;38.525
2886.035;59.462;50.864;38.526
2887.04;59.466;50.864;38.526
2888.035;59.497;50.867;38.53
2889.056;59.457;50.862;38.525
2890.05;59.462;50.863;38.526
2891.052;59.468;50.864;38.526
2892.067;59.45;50.863;38.525
2893.068;59.456;50.863;38.525
2894.075;59.493;50.866;38.529
2895.085;59.456;50.861;38.523
2896.1;59.457;50.864;38.525
2897.088;59.463;50.859;38.522
2898.079;59.46;50.864;38.525
2899.073;59.474;50.866;38.528
2900.07;59.449;50.862;38.523
2901.079;59.437;50.863;38.524
2902.071;59.451;50.861;38.521
2903.069;59.458;50.861;38.522
2904.074;59.452;50.863;38.524
2905.064;59.451;50.862;38.522
2906.071;59.442;50.862;38.523
2907.079;59.451;50.862;38.522
2908.08;59.459;50.866;38.526
2909.074;59.459;50.864;38.525
2910.067;59.443;50.86;38.52
2911.09;59.434;50.864;38.524
2912.078;59.44;50.86;38.52
2913.067;59.447;50.86;38.521
2914.062;59.437;50.862;38.522
2915.063;59.437;50.86;38.52
2916.052;59.462;50.863;38.523
2917.041;59.438;50.86;38.52
2918.045;59.439;50.861;38.521
2919.036;59.449;50.862;38.522
2920.059;59.438;50.861;38.52
2921.058;59.442;50.861;38.521
2922.059;59.431;50.861;38.52
2923.063;59.44;50.863;38.522
2924.045;59.432;50.861;38.52
2925.036;59.428;50.859;38.518
2926.06;59.446;50.861;38.52
2927.06;59.424;50.861;38.519
2928.063;59.423;50.859;38.518
2929.068;59.414;50.859;38.518
2930.076;59.423;50.86;38.518
2931.083;59.419;50.859;38.517
2932.076;59.43;50.858;38.516
2933.071;59.428;50.859;38.517
2934.08;59.429;50.857;38.516
2935.07;59.428;50.857;38.516
2936.075;59.435;50.862;38.52
2937.05;59.418;50.859;38.517
2938.046;59.421;50.857;38.515
2939.04;59.418;50.856;38.514
2940.042;59.406;50.858;38.515
2941.039;59.436;50.859;38.517
2942.019;59.422;50.855;38.513
2943.03;59.417;50.859;38.516
2944.021;59.418;50.858;38.515
2945.016;59.421;50.855;38.513
2946.019;59.404;50.858;38.516
2947.03;59.393;50.858;38.515
2948.025;59.42;50.858;38.516
2949.032;59.407;50.856;38.513
2950.014;59.411;50.857;38.513
2951.007;59.416;50.856;38.514
2952.005;59.402;50.859;38.515
2953.009;59.402;50.858;38.514
2954.02;59.411;50.854;38.51
2955.036;59.398;50.859;38.515
2956.026;59.411;50.854;38.511
2957.027;59.403;50.858;38.514
2958.032;59.383;50.856;38.514
2959.046;59.388;50.856;38.513
2960.062;59.409;50.854;38.511
2961.06;59.402;50.858;38.514
2962.058;59.409;50.854;38.511
2963.057;59.399;50.857;38.512
2964.067;59.399;50.86;38.515
2965.059;59.4;50.857;38.512
2966.04;59.4;50.855;38.511
2967.028;59.395;50.858;38.513
2968.017;59.388;50.857;38.513
2969.003;59.392;50.856;38.511
2970.015;59.397;50.855;38.511
2971.023;59.402;50.853;38.509
2972.013;59.356;50.857;38.512
2973.014;59.388;50.855;38.51
2973.998;59.389;50.856;38.511
2974.991;59.38;50.859;38.514
2975.996;59.38;50.854;38.509
2976.988;59.383;50.858;38.512
2977.987;59.388;50.856;38.511
2979.006;59.373;50.855;38.51
2980.003;59.388;50.854;38.509
2981.001;59.377;50.856;38.51
2981.975;59.378;50.855;38.509
2982.984;59.365;50.857;38.511
2983.996;59.382;50.855;38.51
2985.014;59.388;50.854;38.509
2986.007;59.376;50.857;38.51
2987.006;59.384;50.855;38.509
2988.006;59.378;50.851;38.505
2989.01;59.377;50.858;38.512
2989.99;59.382;50.854;38.508
2991.006;59.374;50.854;38.507
2991.995;59.368;50.855;38.508
2992.984;59.38;50.855;38.509
2993.98;59.38;50.853;38.506
2994.968;59.369;50.856;38.509
2995.956;59.358;50.856;38.51
2996.953;59.371;50.854;38.507
2997.952;59.369;50.856;38.509
2998.934;59.377;50.854;38.507
2999.926;59.366;50.853;38.506
3000.921;59.363;50.852;38.505
3001.898;59.365;50.854;38.507
3002.903;59.372;50.851;38.504
3003.9;59.367;50.854;38.507
3004.893;59.37;50.856;38.509
3005.893;59.353;50.856;38.507
3006.875;59.32;50.854;38.506
3007.868;59.364;50.853;38.505
3008.868;59.344;50.854;38.506
3009.876;59.355;50.852;38.504
3010.863;59.354;50.856;38.507
3011.865;59.356;50.854;38.505
3012.857;59.345;50.855;38.507
3013.848;59.344;50.855;38.506
3014.85;59.359;50.852;38.503
3015.858;59.345;50.857;38.508
3016.843;59.316;50.853;38.505
3017.838;59.32;50.852;38.504
3018.845;59.34;50.855;38.506
3019.841;59.349;50.853;38.503
3020.834;59.364;50.851;38.503
3021.83;59.355;50.851;38.502
3022.831;59.317;50.851;38.503
3023.835;59.311;50.851;38.503
3024.839;59.309;50.854;38.505
3025.848;59.315;50.853;38.504
3026.835;59.307;50.855;38.506
3027.809;59.317;50.851;38.502
3028.815;59.317;50.851;38.503
3029.825;59.331;50.854;38.504
3030.806;59.309;50.852;38.503
3031.806;59.288;50.853;38.504
3032.81;59.334;50.851;38.501
3033.795;59.292;50.851;38.502
3034.769;59.299;50.854;38.505
3035.781;59.294;50.851;38.501
3036.771;59.284;50.851;38.501
3037.774;59.304;50.852;38.502
3038.77;59.303;50.848;38.498
3039.772;59.302;50.852;38.503
3040.768;59.305;50.852;38.502
3041.772;59.31;50.852;38.502
3042.782;59.332;50.851;38.5
3043.773;59.298;50.851;38.5
3044.774;59.302;50.848;38.499
3045.783;59.299;50.849;38.499
3046.774;59.29;50.855;38.504
3047.773;59.297;50.85;38.5
3048.781;59.296;50.849;38.499
3049.768;59.319;50.85;38.5
3050.765;59.285;50.851;38.5
3051.769;59.293;50.851;38.501
3052.773;59.267;50.851;38.498
3053.78;59.295;50.849;38.499
3054.758;59.295;50.849;38.498
3055.769;59.29;50.847;38.496
3056.754;59.292;50.85;38.499
3057.773;59.322;50.848;38.496
3058.763;59.287;50.85;38.499
3059.757;59.29;50.848;38.497
3060.757;59.278;50.848;38.497
3061.759;59.285;50.849;38.498
3062.766;59.278;50.848;38.496
3063.761;59.284;50.847;38.496
3064.761;59.292;50.845;38.494
3065.769;59.278;50.847;38.496
3066.77;59.303;50.85;38.498
3067.76;59.257;50.847;38.494
3068.764;59.282;50.848;38.497
3069.754;59.26;50.848;38.495
3070.747;59.269;50.849;38.496
3071.752;59.262;50.85;38.497
3072.738;59.275;50.849;38.496
3073.736;59.274;50.848;38.495
3074.738;59.274;50.847;38.495
3075.748;59.254;50.845;38.493
3076.747;59.28;50.845;38.493
3077.757;59.27;50.845;38.492
3078.762;59.273;50.844;38.492
3079.771;59.268;50.846;38.493
3080.789;59.268;50.848;38.495
3081.782;59.265;50.844;38.492
3082.769;59.274;50.844;38.492
3083.783;59.261;50.846;38.492
3084.769;59.246;50.845;38.492
3085.757;59.264;50.847;38.494
3086.754;59.262;50.846;38.492
3087.75;59.258;50.846;38.493
3088.75;59.254;50.846;38.492
3089.753;59.261;50.845;38.491
3090.76;59.261;50.846;38.492
3091.767;59.252;50.847;38.493
3092.777;59.27;50.843;38.49
3093.759;59.254;50.843;38.489
3094.776;59.265;50.844;38.49
3095.762;59.239;50.844;38.49
3096.75;59.246;50.846;38.491
3097.742;59.256;50.844;38.49
3098.737;59.236;50.844;38.49
3099.733;59.257;50.844;38.489
3100.731;59.234;50.843;38.488
3101.714;59.237;50.843;38.489
3102.704;59.251;50.842;38.487
3103.697;59.186;50.847;38.488
3104.707;59.241;50.844;38.489
3105.711;59.224;50.842;38.487
3106.712;59.236;50.843;38.488
3107.702;59.245;50.842;38.486
3108.681;59.225;50.843;38.487
3109.686;59.233;50.847;38.491
3110.674;59.226;50.844;38.488
3111.671;59.232;50.843;38.487
3112.665;59.246;50.843;38.488
3113.669;59.237;50.841;38.485
3114.661;59.251;50.842;38.486
3115.666;59.235;50.844;38.488
3116.67;59.237;50.841;38.485
3117.651;59.212;50.844;38.488
3118.643;59.233;50.842;38.486
3119.658;59.231;50.843;38.487
3120.675;59.228;50.843;38.487
3121.666;59.227;50.841;38.485
3122.666;59.224;50.842;38.485
3123.67;59.206;50.84;38.484
3124.678;59.226;50.844;38.487
3125.688;59.223;50.843;38.486
3126.671;59.222;50.844;38.487
3127.658;59.226;50.844;38.487
3128.648;59.221;50.841;38.483
3129.638;59.227;50.841;38.484
3130.631;59.194;50.844;38.486
3131.624;59.213;50.844;38.486
3132.626;59.225;50.844;38.486
3133.624;59.204;50.842;38.485
3134.607;59.225;50.839;38.482
3135.607;59.214;50.843;38.484
3136.614;59.206;50.842;38.484
3137.613;59.203;50.841;38.483
3138.627;59.208;50.842;38.483
3139.623;59.223;50.84;38.482
3140.605;59.22;50.842;38.484
3141.587;59.213;50.842;38.484
3142.568;59.213;50.843;38.485
3143.557;59.217;50.839;38.48
3144.556;59.19;50.842;38.483
3145.558;59.219;50.838;38.479
3146.573;59.215;50.839;38.481
3147.575;59.2;50.84;38.481
3148.575;59.21;50.837;38.479
3149.582;59.206;50.839;38.48
3150.593;59.227;50.84;38.48
3151.576;59.186;50.84;38.481
3152.565;59.188;50.839;38.48
3153.587;59.207;50.837;38.478
3154.583;59.175;50.839;38.48
3155.579;59.201;50.838;38.48
3156.579;59.197;50.84;38.481
3157.555;59.207;50.84;38.479
3158.565;59.22;50.839;38.479
3159.545;59.196;50.841;38.481
3160.532;59.204;50.836;38.477
3161.519;59.199;50.837;38.477
3162.511;59.192;50.839;38.478
3163.504;59.197;50.839;38.479
3164.504;59.189;50.838;38.478
3165.521;59.189;50.839;38.479
3166.51;59.194;50.839;38.478
3167.492;59.186;50.839;38.478
3168.502;59.19;50.838;38.478
3169.497;59.188;50.836;38.476
3170.491;59.192;50.836;38.476
3171.483;59.174;50.834;38.474
3172.458;59.182;50.839;38.478
3173.447;59.176;50.838;38.476
3174.444;59.18;50.832;38.472
3175.46;59.178;50.838;38.477
3176.461;59.185;50.836;38.475
3177.451;59.193;50.834;38.473
3178.45;59.182;50.836;38.476
3179.456;59.159;50.834;38.473
3180.457;59.176;50.836;38.475
3181.446;59.158;50.836;38.475
3182.441;59.163;50.837;38.476
3183.44;59.155;50.833;38.472
3184.456;59.178;50.836;38.475
3185.456;59.174;50.837;38.475
3186.455;59.175;50.835;38.474
3187.447;59.179;50.837;38.475
3188.466;59.185;50.835;38.474
3189.463;59.166;50.837;38.474
3190.461;59.178;50.834;38.473
3191.462;59.154;50.833;38.472
3192.46;59.15;50.831;38.47
3193.457;59.172;50.834;38.472
3194.464;59.168;50.833;38.471
3195.464;59.169;50.837;38.474
3196.462;59.168;50.835;38.473
3197.44;59.144;50.831;38.469
3198.432;59.156;50.836;38.473
3199.441;59.145;50.831;38.469
3200.438;59.165;50.836;38.473
3201.425;59.145;50.832;38.469
3202.423;59.132;50.833;38.47
3203.43;59.139;50.831;38.468
3204.439;59.16;50.833;38.47
3205.428;59.142;50.831;38.468
3206.429;59.145;50.832;38.469
3207.425;59.137;50.832;38.468
3208.435;59.131;50.832;38.469
3209.42;59.138;50.83;38.467
3210.415;59.155;50.832;38.469
3211.415;59.132;50.831;38.467
3212.402;59.136;50.829;38.466
3213.392;59.148;50.832;38.468
3214.391;59.132;50.831;38.467
3215.391;59.142;50.833;38.469
3216.373;59.124;50.831;38.466
3217.365;59.133;50.829;38.465
3218.361;59.145;50.833;38.469
3219.36;59.127;50.831;38.467
3220.362;59.132;50.829;38.465
3221.338;59.146;50.834;38.47
3222.33;59.148;50.83;38.465
3223.319;59.126;50.829;38.464
3224.312;59.124;50.832;38.467
3225.308;59.119;50.832;38.468
3226.308;59.12;50.828;38.464
3227.313;59.127;50.829;38.464
3228.296;59.117;50.83;38.465
3229.279;59.112;50.829;38.464
3230.265;59.113;50.831;38.465
3231.254;59.113;50.831;38.466
3232.24;59.114;50.829;38.464
3233.231;59.112;50.828;38.463
3234.225;59.115;50.83;38.465
3235.219;59.111;50.83;38.465
3236.208;59.117;50.828;38.463
3237.204;59.12;50.828;38.463
3238.208;59.112;50.829;38.463
3239.217;59.115;50.829;38.464
3240.211;59.128;50.832;38.467
3241.215;59.108;50.828;38.461
3242.208;59.073;50.835;38.467
3243.212;59.109;50.825;38.459
3244.225;59.109;50.829;38.463
3245.235;59.104;50.83;38.464
3246.217;59.11;50.826;38.46
3247.208;59.102;50.827;38.461
3248.201;59.108;50.824;38.458
3249.201;59.102;50.825;38.459
3250.181;59.106;50.827;38.461
3251.193;59.112;50.829;38.462
3252.187;59.091;50.826;38.459
3253.184;59.089;50.827;38.46
3254.186;59.101;50.827;38.461
3255.162;59.095;50.827;38.461
3256.175;59.102;50.824;38.458
3257.166;59.116;50.828;38.461
3258.159;59.075;50.83;38.462
3259.159;59.095;50.825;38.458
3260.163;59.1;50.826;38.46
3261.185;59.091;50.826;38.459
3262.172;59.101;50.824;38.457
3263.166;59.093;50.824;38.457
3264.163;59.091;50.825;38.458
3265.167;59.085;50.827;38.459
3266.173;59.059;50.826;38.458
3267.153;59.091;50.822;38.455
