IDs:;240911_03_240712D;15_b01_DNAJB6_00_087_uM;
Concentration [uM]:;0.087;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
46221.12;64.469;45.853;34.273
46222.11;64.455;45.854;34.274
46223.11;64.5;45.851;34.273
46224.12;64.468;45.851;34.272
46225.12;64.48;45.85;34.271
46226.14;64.453;45.852;34.273
46227.16;64.461;45.848;34.27
46228.15;64.462;45.852;34.273
46229.15;64.472;45.852;34.273
46230.15;64.47;45.851;34.272
46231.15;64.495;45.852;34.273
46232.16;64.46;45.852;34.272
46233.17;64.498;45.852;34.274
46234.15;64.49;45.85;34.272
46235.14;64.484;45.85;34.271
46236.13;64.483;45.849;34.271
46237.12;64.473;45.85;34.271
46238.12;64.475;45.848;34.269
46239.11;64.488;45.851;34.273
46240.1;64.473;45.852;34.273
46241.1;64.48;45.847;34.268
46242.09;64.481;45.849;34.27
46243.1;64.48;45.849;34.27
46244.1;64.47;45.848;34.27
46245.1;64.48;45.851;34.273
46246.1;64.484;45.848;34.27
46247.09;64.488;45.849;34.271
46248.11;64.464;45.845;34.267
46249.08;64.46;45.849;34.269
46250.08;64.488;45.85;34.272
46251.07;64.469;45.848;34.27
46252.07;64.488;45.848;34.27
46253.07;64.486;45.847;34.269
46254.05;64.474;45.849;34.27
46255.06;64.471;45.847;34.268
46256.06;64.44;45.848;34.269
46257.03;64.458;45.848;34.269
46258.04;64.473;45.846;34.267
46259.03;64.462;45.848;34.269
46260.02;64.467;45.849;34.27
46261.02;64.449;45.847;34.267
46262.03;64.461;45.849;34.27
46263.04;64.471;45.846;34.267
46264.03;64.495;45.851;34.272
46265.02;64.487;45.848;34.27
46266.02;64.466;45.85;34.271
46267.02;64.457;45.849;34.27
46268.03;64.457;45.847;34.268
46269.02;64.467;45.846;34.267
46270.04;64.469;45.847;34.269
46271.03;64.456;45.847;34.267
46272.03;64.497;45.848;34.27
46273.02;64.46;45.847;34.268
46274.03;64.488;45.847;34.269
46275.02;64.446;45.847;34.269
46276.03;64.507;45.848;34.27
46277.03;64.469;45.849;34.27
46278.03;64.47;45.847;34.268
46279.02;64.465;45.843;34.264
46280;64.463;45.842;34.265
46280.99;64.455;45.846;34.268
46282;64.48;45.845;34.266
46282.99;64.455;45.849;34.27
46283.99;64.47;45.847;34.268
46284.98;64.458;45.846;34.267
46285.96;64.447;45.847;34.268
46286.96;64.466;45.847;34.268
46287.96;64.449;45.844;34.265
46288.96;64.482;45.847;34.269
46289.94;64.496;45.845;34.268
46290.95;64.474;45.843;34.265
46291.94;64.458;45.845;34.267
46292.96;64.448;45.841;34.263
46293.96;64.433;45.843;34.264
46294.97;64.456;45.846;34.266
46295.96;64.455;45.845;34.266
46296.95;64.467;45.846;34.267
46297.96;64.459;45.844;34.264
46298.97;64.479;45.845;34.267
46299.96;64.43;45.842;34.264
46300.95;64.465;45.842;34.264
46301.95;64.451;45.842;34.264
46302.96;64.444;45.84;34.262
46303.96;64.445;45.846;34.267
46304.97;64.461;45.844;34.264
46305.99;64.47;45.844;34.266
46307;64.449;45.846;34.266
46307.97;64.474;45.845;34.266
46308.97;64.478;45.846;34.267
46309.96;64.446;45.845;34.266
46310.95;64.469;45.845;34.266
46311.93;64.469;45.846;34.267
46312.91;64.489;45.845;34.267
46313.91;64.469;45.847;34.267
46314.92;64.451;45.847;34.267
46315.93;64.466;45.845;34.266
46316.92;64.467;45.846;34.267
46317.91;64.482;45.845;34.267
46318.91;64.451;45.844;34.265
46319.89;64.459;45.844;34.265
46320.89;64.44;45.843;34.265
46321.89;64.453;45.842;34.263
46322.91;64.492;45.842;34.265
46323.9;64.45;45.845;34.266
46324.9;64.453;45.842;34.263
46325.9;64.46;45.842;34.264
46326.91;64.456;45.841;34.262
46327.93;64.456;45.842;34.264
46328.92;64.427;45.839;34.26
46329.92;64.453;45.842;34.264
46330.93;64.454;45.841;34.262
46331.91;64.455;45.842;34.263
46332.9;64.468;45.842;34.263
46333.89;64.449;45.845;34.266
46334.88;64.455;45.844;34.265
46335.88;64.443;45.842;34.262
46336.88;64.448;45.842;34.263
46337.89;64.439;45.843;34.263
46338.9;64.473;45.842;34.263
46339.89;64.444;45.842;34.262
46340.88;64.451;45.842;34.263
46341.88;64.423;45.841;34.262
46342.87;64.462;45.839;34.26
46343.87;64.452;45.837;34.259
46344.86;64.467;45.84;34.262
46345.86;64.424;45.838;34.259
46346.86;64.463;45.841;34.262
46347.84;64.449;45.839;34.261
46348.82;64.451;45.842;34.262
46349.83;64.459;45.839;34.26
46350.83;64.447;45.842;34.263
46351.84;64.425;45.838;34.259
46352.82;64.465;45.839;34.26
46353.8;64.447;45.84;34.262
46354.78;64.455;45.843;34.264
46355.79;64.454;45.837;34.258
46356.8;64.461;45.839;34.26
46357.8;64.442;45.838;34.258
46358.8;64.465;45.838;34.26
46359.78;64.441;45.837;34.258
46360.77;64.443;45.838;34.259
46361.77;64.459;45.838;34.259
46362.77;64.467;45.838;34.259
46363.78;64.457;45.837;34.258
46364.8;64.434;45.839;34.26
46365.79;64.439;45.838;34.258
46366.78;64.446;45.835;34.258
46367.78;64.44;45.839;34.259
46368.78;64.458;45.839;34.26
46369.79;64.425;45.836;34.258
46370.77;64.442;45.835;34.257
46371.77;64.439;45.841;34.261
46372.76;64.44;45.84;34.26
46373.76;64.473;45.837;34.258
46374.77;64.43;45.838;34.259
46375.77;64.447;45.837;34.257
46376.76;64.432;45.834;34.256
46377.74;64.455;45.84;34.261
46378.76;64.444;45.837;34.257
46379.76;64.466;45.842;34.264
46380.76;64.428;45.84;34.26
46381.76;64.447;45.839;34.259
46382.75;64.447;45.839;34.26
46383.75;64.449;45.84;34.26
46384.72;64.45;45.837;34.258
46385.73;64.454;45.837;34.258
46386.72;64.456;45.839;34.26
46387.69;64.465;45.839;34.26
46388.69;64.432;45.838;34.259
46389.69;64.444;45.838;34.259
46390.69;64.444;45.835;34.255
46391.69;64.423;45.832;34.253
46392.7;64.439;45.836;34.256
46393.68;64.428;45.835;34.255
46394.68;64.426;45.83;34.251
46395.68;64.457;45.835;34.256
46396.66;64.475;45.834;34.255
46397.66;64.445;45.835;34.256
46398.67;64.454;45.829;34.251
46399.68;64.451;45.833;34.254
46400.67;64.45;45.836;34.256
46401.68;64.423;45.829;34.25
46402.69;64.419;45.835;34.255
46403.71;64.432;45.829;34.251
46404.7;64.438;45.834;34.254
46405.71;64.431;45.83;34.251
46406.72;64.461;45.832;34.254
46407.7;64.449;45.834;34.255
46408.68;64.441;45.833;34.253
46409.68;64.445;45.832;34.253
46410.67;64.465;45.833;34.254
46411.67;64.418;45.83;34.251
46412.68;64.436;45.836;34.256
46413.67;64.411;45.831;34.252
46414.69;64.431;45.835;34.256
46415.69;64.415;45.832;34.253
46416.68;64.435;45.834;34.254
46417.69;64.428;45.831;34.253
46418.69;64.462;45.832;34.253
46419.69;64.45;45.834;34.255
46420.68;64.445;45.834;34.254
46421.68;64.457;45.832;34.253
46422.69;64.452;45.835;34.256
46423.69;64.455;45.832;34.253
46424.71;64.427;45.832;34.254
46425.71;64.455;45.834;34.256
46426.7;64.449;45.836;34.257
46427.69;64.441;45.829;34.251
46428.66;64.441;45.832;34.252
46429.68;64.451;45.832;34.254
46430.66;64.454;45.835;34.256
46431.66;64.425;45.829;34.25
46432.67;64.455;45.833;34.254
46433.66;64.423;45.829;34.25
46434.66;64.463;45.83;34.251
46435.66;64.421;45.831;34.253
46436.68;64.422;45.831;34.252
46437.68;64.457;45.834;34.255
46438.67;64.411;45.835;34.255
46439.65;64.414;45.83;34.251
46440.64;64.442;45.833;34.254
46441.65;64.451;45.833;34.253
46442.65;64.421;45.829;34.25
46443.66;64.439;45.831;34.252
46444.67;64.453;45.831;34.251
46445.65;64.422;45.833;34.253
46446.63;64.464;45.83;34.252
46447.62;64.443;45.832;34.253
46448.61;64.448;45.831;34.253
46449.61;64.454;45.832;34.254
46450.6;64.435;45.831;34.251
46451.59;64.423;45.828;34.249
46452.6;64.437;45.828;34.25
46453.61;64.421;45.829;34.25
46454.6;64.437;45.831;34.252
46455.61;64.459;45.83;34.251
46456.6;64.423;45.827;34.249
46457.59;64.427;45.828;34.249
46458.61;64.438;45.829;34.249
46459.61;64.423;45.832;34.252
46460.61;64.444;45.83;34.251
46461.61;64.46;45.832;34.254
46462.62;64.425;45.828;34.249
46463.6;64.43;45.833;34.253
46464.61;64.44;45.832;34.253
46465.61;64.441;45.829;34.25
46466.61;64.432;45.833;34.253
46467.61;64.428;45.832;34.252
46468.62;64.431;45.832;34.253
46469.63;64.45;45.83;34.251
46470.61;64.431;45.833;34.253
46471.6;64.423;45.833;34.253
46472.61;64.426;45.832;34.252
46473.6;64.431;45.832;34.252
46474.6;64.428;45.833;34.253
46475.6;64.425;45.825;34.247
46476.6;64.423;45.831;34.251
46477.59;64.423;45.829;34.251
46478.57;64.439;45.83;34.251
46479.56;64.418;45.826;34.247
46480.58;64.461;45.832;34.253
46481.58;64.408;45.826;34.246
46482.59;64.428;45.826;34.248
46483.58;64.392;45.825;34.245
46484.57;64.427;45.831;34.251
46485.58;64.4;45.829;34.25
46486.57;64.412;45.827;34.248
46487.57;64.415;45.828;34.249
46488.55;64.396;45.826;34.247
46489.55;64.425;45.829;34.249
46490.56;64.436;45.831;34.252
46491.55;64.453;45.83;34.251
46492.54;64.411;45.831;34.25
46493.54;64.438;45.831;34.252
46494.52;64.426;45.832;34.252
46495.51;64.426;45.831;34.25
46496.5;64.398;45.828;34.248
46497.5;64.418;45.826;34.248
46498.51;64.447;45.829;34.249
46499.51;64.414;45.829;34.25
46500.53;64.452;45.829;34.25
46501.52;64.434;45.829;34.25
46502.51;64.441;45.828;34.249
46503.51;64.428;45.828;34.248
46504.51;64.441;45.828;34.25
46505.51;64.427;45.829;34.248
46506.52;64.421;45.826;34.248
46507.53;64.431;45.827;34.248
46508.51;64.417;45.824;34.246
46509.51;64.43;45.831;34.251
46510.5;64.427;45.829;34.249
46511.5;64.411;45.823;34.244
46512.5;64.394;45.826;34.247
46513.51;64.396;45.823;34.244
46514.49;64.437;45.826;34.247
46515.48;64.433;45.828;34.249
46516.48;64.38;45.825;34.245
46517.46;64.399;45.824;34.245
46518.46;64.426;45.827;34.248
46519.44;64.379;45.827;34.247
46520.44;64.4;45.826;34.246
46521.42;64.44;45.826;34.246
46522.42;64.433;45.829;34.249
46523.42;64.419;45.823;34.244
46524.42;64.414;45.826;34.246
46525.42;64.434;45.824;34.246
46526.42;64.404;45.824;34.244
46527.42;64.448;45.826;34.247
46528.41;64.427;45.825;34.246
46529.41;64.412;45.821;34.243
46530.41;64.415;45.824;34.245
46531.42;64.414;45.822;34.243
46532.4;64.41;45.824;34.245
46533.4;64.397;45.824;34.245
46534.41;64.411;45.823;34.244
46535.42;64.426;45.825;34.246
46536.41;64.442;45.821;34.242
46537.42;64.403;45.823;34.244
46538.42;64.401;45.821;34.242
46539.43;64.417;45.826;34.247
46540.42;64.415;45.826;34.246
46541.41;64.407;45.825;34.245
46542.4;64.464;45.823;34.245
46543.4;64.403;45.824;34.245
46544.41;64.426;45.82;34.242
46545.43;64.438;45.826;34.247
46546.42;64.412;45.824;34.244
46547.42;64.432;45.822;34.243
46548.41;64.401;45.821;34.242
46549.39;64.404;45.825;34.244
46550.4;64.409;45.823;34.244
46551.39;64.415;45.821;34.243
46552.36;64.426;45.821;34.243
46553.37;64.417;45.822;34.243
46554.37;64.411;45.825;34.244
46555.35;64.41;45.823;34.244
46556.35;64.416;45.823;34.244
46557.35;64.398;45.823;34.244
46558.36;64.393;45.821;34.241
46559.36;64.418;45.822;34.244
46560.33;64.409;45.823;34.244
46561.33;64.416;45.82;34.241
46562.33;64.406;45.821;34.242
46563.34;64.396;45.82;34.24
46564.33;64.436;45.824;34.244
46565.35;64.425;45.826;34.246
46566.37;64.401;45.822;34.243
46567.37;64.403;45.819;34.24
46568.38;64.436;45.823;34.244
46569.4;64.408;45.819;34.24
46570.4;64.437;45.824;34.244
46571.4;64.405;45.817;34.238
46572.41;64.394;45.821;34.242
46573.4;64.395;45.82;34.24
46574.39;64.408;45.817;34.238
46575.38;64.405;45.82;34.241
46576.38;64.388;45.819;34.24
46577.39;64.422;45.823;34.243
46578.39;64.402;45.818;34.239
46579.36;64.421;45.82;34.241
46580.35;64.404;45.82;34.24
46581.33;64.396;45.817;34.237
46582.35;64.399;45.821;34.241
46583.34;64.41;45.817;34.238
46584.34;64.406;45.819;34.241
46585.34;64.419;45.82;34.242
46586.34;64.418;45.822;34.242
46587.34;64.427;45.823;34.243
46588.33;64.42;45.82;34.24
46589.34;64.42;45.821;34.242
46590.32;64.445;45.821;34.242
46591.32;64.396;45.822;34.241
46592.32;64.407;45.821;34.242
46593.32;64.389;45.82;34.241
46594.32;64.416;45.822;34.242
46595.31;64.402;45.82;34.24
46596.29;64.415;45.822;34.242
46597.29;64.402;45.817;34.239
46598.28;64.385;45.821;34.241
46599.28;64.42;45.822;34.242
46600.28;64.421;45.822;34.241
46601.29;64.408;45.82;34.242
46602.29;64.404;45.819;34.24
46603.29;64.428;45.821;34.242
46604.29;64.399;45.818;34.239
46605.3;64.392;45.822;34.242
46606.3;64.377;45.821;34.241
46607.29;64.402;45.82;34.241
46608.29;64.411;45.824;34.244
46609.3;64.371;45.821;34.24
46610.3;64.423;45.823;34.243
46611.3;64.418;45.823;34.242
46612.31;64.408;45.821;34.242
46613.29;64.414;45.82;34.241
46614.28;64.395;45.821;34.241
46615.27;64.398;45.818;34.238
46616.26;64.43;45.818;34.24
46617.28;64.376;45.82;34.241
46618.29;64.412;45.819;34.241
46619.3;64.378;45.82;34.239
46620.29;64.412;45.817;34.238
46621.29;64.396;45.818;34.239
46622.28;64.413;45.815;34.235
46623.27;64.42;45.816;34.238
46624.26;64.382;45.82;34.241
46625.26;64.399;45.816;34.236
46626.25;64.397;45.818;34.239
46627.25;64.394;45.817;34.239
46628.24;64.405;45.816;34.237
46629.24;64.396;45.818;34.238
46630.23;64.392;45.818;34.239
46631.23;64.396;45.817;34.237
46632.21;64.369;45.816;34.236
46633.2;64.405;45.82;34.24
46634.19;64.387;45.817;34.238
46635.2;64.388;45.817;34.238
46636.22;64.391;45.817;34.238
46637.2;64.389;45.816;34.236
46638.19;64.408;45.816;34.237
46639.19;64.418;45.821;34.24
46640.2;64.398;45.813;34.234
46641.18;64.381;45.817;34.236
46642.18;64.424;45.82;34.24
46643.17;64.379;45.817;34.237
46644.16;64.399;45.815;34.236
46645.16;64.4;45.82;34.24
46646.15;64.368;45.818;34.237
46647.13;64.385;45.815;34.235
46648.15;64.402;45.821;34.24
46649.14;64.382;45.817;34.237
46650.14;64.396;45.816;34.237
46651.14;64.402;45.816;34.236
46652.12;64.414;45.814;34.235
46653.13;64.379;45.816;34.236
46654.14;64.378;45.813;34.234
46655.16;64.402;45.816;34.237
46656.16;64.384;45.817;34.237
46657.15;64.408;45.815;34.236
46658.13;64.415;45.82;34.24
46659.13;64.403;45.819;34.239
46660.11;64.414;45.816;34.236
46661.12;64.38;45.817;34.238
46662.1;64.384;45.817;34.237
46663.09;64.39;45.817;34.238
46664.09;64.389;45.817;34.237
46665.1;64.421;45.817;34.237
46666.1;64.37;45.814;34.234
46667.09;64.373;45.819;34.238
46668.08;64.406;45.816;34.237
46669.08;64.375;45.812;34.233
46670.09;64.358;45.817;34.237
46671.08;64.397;45.813;34.234
46672.09;64.404;45.816;34.236
46673.07;64.399;45.814;34.235
46674.06;64.393;45.812;34.233
46675.07;64.393;45.818;34.238
46676.08;64.38;45.814;34.235
46677.07;64.412;45.812;34.233
46678.07;64.423;45.813;34.234
46679.07;64.387;45.812;34.233
46680.05;64.393;45.811;34.231
46681.07;64.371;45.815;34.235
46682.05;64.377;45.813;34.233
46683.05;64.383;45.815;34.235
46684.05;64.395;45.811;34.232
46685.05;64.365;45.814;34.234
46686.07;64.37;45.812;34.232
46687.08;64.402;45.814;34.235
46688.07;64.381;45.811;34.231
46689.07;64.369;45.811;34.231
46690.07;64.388;45.812;34.233
46691.07;64.387;45.812;34.232
46692.08;64.385;45.811;34.232
46693.06;64.387;45.811;34.232
46694.07;64.369;45.81;34.23
46695.05;64.386;45.81;34.231
46696.04;64.383;45.811;34.231
46697.03;64.38;45.81;34.231
46698.04;64.383;45.809;34.23
46699.04;64.379;45.811;34.232
46700.04;64.393;45.811;34.232
46701.03;64.396;45.813;34.234
46702.02;64.395;45.809;34.229
46703.01;64.387;45.811;34.231
46704.01;64.39;45.811;34.232
46704.99;64.381;45.811;34.232
46705.99;64.406;45.812;34.232
46707;64.395;45.809;34.23
46707.97;64.379;45.81;34.231
46708.96;64.412;45.814;34.234
46709.96;64.385;45.809;34.229
46710.97;64.37;45.81;34.231
46711.97;64.389;45.813;34.233
46712.97;64.371;45.812;34.232
46713.96;64.373;45.812;34.233
46714.95;64.384;45.809;34.229
46715.95;64.383;45.809;34.229
46716.93;64.373;45.809;34.229
46717.91;64.387;45.808;34.228
46718.93;64.369;45.808;34.228
46719.92;64.367;45.809;34.229
46720.92;64.391;45.81;34.23
46721.92;64.382;45.809;34.23
46722.93;64.395;45.804;34.226
46723.92;64.372;45.805;34.226
46724.9;64.394;45.805;34.226
46725.9;64.392;45.806;34.227
46726.9;64.412;45.808;34.228
46727.91;64.391;45.803;34.225
46728.92;64.381;45.804;34.224
46729.93;64.374;45.804;34.225
46730.94;64.381;45.802;34.222
46731.94;64.383;45.805;34.225
46732.94;64.375;45.8;34.22
46733.93;64.372;45.808;34.227
46734.92;64.367;45.804;34.224
46735.91;64.381;45.804;34.225
46736.92;64.398;45.802;34.223
46737.91;64.371;45.805;34.225
46738.89;64.387;45.802;34.223
46739.89;64.364;45.802;34.223
46740.91;64.359;45.803;34.223
46741.9;64.39;45.804;34.224
46742.9;64.404;45.807;34.228
46743.9;64.383;45.8;34.221
46744.9;64.38;45.804;34.225
46745.88;64.362;45.8;34.222
46746.88;64.386;45.8;34.221
46747.89;64.357;45.805;34.224
46748.89;64.362;45.803;34.224
46749.86;64.384;45.803;34.224
46750.88;64.402;45.804;34.225
46751.88;64.365;45.798;34.218
46752.88;64.383;45.803;34.224
46753.89;64.359;45.804;34.224
46754.89;64.41;45.798;34.22
46755.88;64.377;45.801;34.221
46756.89;64.364;45.798;34.219
46757.9;64.388;45.801;34.221
46758.88;64.373;45.799;34.22
46759.89;64.352;45.799;34.218
46760.89;64.371;45.8;34.221
46761.9;64.362;45.798;34.219
46762.89;64.375;45.797;34.218
46763.88;64.353;45.798;34.218
46764.88;64.36;45.796;34.216
46765.88;64.365;45.8;34.22
46766.87;64.37;45.798;34.219
46767.86;64.379;45.796;34.217
46768.87;64.362;45.798;34.218
46769.87;64.358;45.798;34.218
46770.87;64.362;45.798;34.219
46771.85;64.397;45.801;34.222
46772.84;64.344;45.798;34.218
46773.85;64.397;45.803;34.224
46774.84;64.368;45.802;34.222
46775.82;64.354;45.799;34.219
46776.81;64.387;45.797;34.219
46777.8;64.379;45.799;34.22
46778.79;64.37;45.798;34.219
46779.77;64.383;45.8;34.221
46780.77;64.379;45.799;34.22
46781.77;64.381;45.802;34.223
46782.78;64.37;45.801;34.221
46783.76;64.37;45.8;34.22
46784.75;64.382;45.803;34.223
46785.75;64.384;45.802;34.223
46786.76;64.389;45.801;34.222
46787.77;64.377;45.801;34.222
46788.77;64.382;45.8;34.221
46789.77;64.379;45.801;34.222
46790.77;64.375;45.804;34.224
46791.78;64.373;45.802;34.222
46792.76;64.369;45.8;34.221
46793.75;64.364;45.8;34.22
46794.75;64.375;45.801;34.221
46795.72;64.379;45.802;34.222
46796.73;64.349;45.799;34.219
46797.74;64.35;45.803;34.223
46798.73;64.373;45.8;34.221
46799.73;64.381;45.8;34.221
46800.74;64.366;45.799;34.219
46801.74;64.385;45.799;34.22
46802.73;64.382;45.803;34.224
46803.74;64.371;45.801;34.222
46804.74;64.367;45.8;34.221
46805.73;64.383;45.801;34.222
46806.72;64.365;45.797;34.218
46807.72;64.379;45.801;34.222
46808.73;64.355;45.802;34.222
46809.72;64.372;45.799;34.219
46810.71;64.363;45.799;34.219
46811.72;64.374;45.8;34.22
46812.72;64.355;45.8;34.22
46813.71;64.395;45.803;34.223
46814.7;64.373;45.798;34.219
46815.71;64.369;45.798;34.218
46816.72;64.378;45.796;34.217
46817.7;64.343;45.798;34.218
46818.69;64.372;45.796;34.217
46819.68;64.363;45.796;34.217
46820.68;64.36;45.798;34.218
46821.66;64.391;45.795;34.216
46822.68;64.379;45.796;34.216
46823.69;64.373;45.801;34.221
46824.69;64.377;45.8;34.221
46825.69;64.36;45.799;34.219
46826.7;64.346;45.797;34.217
46827.73;64.358;45.799;34.219
46828.72;64.369;45.794;34.214
46829.73;64.333;45.798;34.218
46830.74;64.374;45.798;34.218
46831.74;64.352;45.797;34.216
46832.75;64.351;45.795;34.215
46833.74;64.342;45.796;34.216
46834.75;64.381;45.797;34.218
46835.74;64.36;45.792;34.213
46836.73;64.366;45.793;34.214
46837.72;64.361;45.795;34.216
46838.74;64.321;45.796;34.215
46839.74;64.354;45.797;34.217
46840.74;64.363;45.794;34.215
46841.76;64.384;45.794;34.215
46842.75;64.368;45.795;34.215
46843.76;64.372;45.795;34.216
46844.77;64.36;45.793;34.214
46845.79;64.36;45.796;34.216
46846.79;64.35;45.794;34.214
46847.79;64.391;45.795;34.217
46848.81;64.369;45.796;34.216
46849.8;64.372;45.795;34.216
46850.8;64.365;45.791;34.212
46851.81;64.36;45.794;34.214
46852.79;64.343;45.795;34.214
46853.78;64.372;45.791;34.212
46854.78;64.364;45.794;34.215
46855.79;64.357;45.792;34.213
46856.8;64.385;45.793;34.214
46857.82;64.355;45.791;34.211
46858.81;64.343;45.794;34.214
46859.81;64.36;45.793;34.214
46860.8;64.363;45.794;34.214
46861.79;64.354;45.794;34.214
46862.8;64.384;45.797;34.216
46863.8;64.367;45.792;34.212
46864.81;64.364;45.792;34.213
46865.83;64.353;45.793;34.213
46866.8;64.352;45.796;34.216
46867.78;64.366;45.795;34.215
46868.77;64.351;45.796;34.215
46869.77;64.346;45.794;34.214
46870.78;64.356;45.795;34.215
46871.81;64.362;45.793;34.213
46872.8;64.357;45.795;34.215
46873.81;64.356;45.794;34.215
46874.8;64.365;45.795;34.215
46875.79;64.357;45.793;34.213
46876.79;64.358;45.796;34.216
46877.79;64.346;45.796;34.216
46878.79;64.349;45.793;34.213
46879.8;64.342;45.794;34.214
46880.81;64.347;45.793;34.214
46881.83;64.365;45.791;34.211
46882.82;64.36;45.795;34.215
46883.84;64.369;45.792;34.213
46884.84;64.358;45.794;34.215
46885.84;64.348;45.793;34.212
46886.84;64.334;45.793;34.213
46887.83;64.34;45.792;34.212
46888.84;64.352;45.79;34.21
46889.84;64.347;45.788;34.208
46890.84;64.353;45.794;34.214
46891.82;64.371;45.792;34.213
46892.83;64.346;45.793;34.213
46893.81;64.357;45.793;34.213
46894.81;64.353;45.795;34.215
46895.8;64.368;45.793;34.213
46896.81;64.362;45.792;34.213
46897.83;64.355;45.792;34.212
46898.82;64.352;45.793;34.213
46899.84;64.331;45.789;34.209
46900.85;64.342;45.79;34.211
46901.84;64.359;45.79;34.21
46902.85;64.371;45.793;34.214
46903.85;64.336;45.792;34.211
46904.85;64.35;45.792;34.212
46905.86;64.348;45.79;34.21
46906.87;64.352;45.793;34.212
46907.85;64.364;45.791;34.212
46908.84;64.364;45.789;34.209
46909.83;64.352;45.791;34.211
46910.82;64.347;45.792;34.212
46911.82;64.361;45.791;34.212
46912.83;64.364;45.79;34.211
46913.83;64.333;45.789;34.209
46914.85;64.362;45.79;34.21
46915.84;64.331;45.79;34.21
46916.83;64.344;45.791;34.211
46917.82;64.348;45.793;34.213
46918.81;64.341;45.793;34.213
46919.8;64.355;45.788;34.208
46920.8;64.367;45.789;34.21
46921.81;64.341;45.792;34.213
46922.8;64.341;45.789;34.209
46923.8;64.357;45.791;34.212
46924.78;64.359;45.792;34.212
46925.77;64.364;45.795;34.214
46926.75;64.344;45.79;34.21
46927.76;64.366;45.792;34.212
46928.77;64.359;45.788;34.209
46929.77;64.36;45.791;34.212
46930.77;64.33;45.792;34.211
46931.77;64.352;45.79;34.209
46932.77;64.335;45.793;34.212
46933.77;64.345;45.79;34.21
46934.76;64.344;45.792;34.213
46935.75;64.352;45.794;34.214
46936.76;64.344;45.787;34.207
46937.76;64.353;45.791;34.211
46938.75;64.362;45.79;34.211
46939.74;64.339;45.789;34.208
46940.74;64.356;45.789;34.21
46941.74;64.336;45.79;34.209
46942.75;64.359;45.788;34.208
46943.77;64.357;45.785;34.205
46944.76;64.357;45.789;34.209
46945.75;64.341;45.79;34.21
46946.75;64.338;45.788;34.208
46947.76;64.358;45.788;34.208
46948.77;64.346;45.788;34.207
46949.78;64.347;45.787;34.207
46950.8;64.343;45.789;34.208
46951.82;64.343;45.787;34.207
46952.81;64.362;45.786;34.207
46953.81;64.344;45.787;34.208
46954.82;64.341;45.789;34.209
46955.83;64.341;45.79;34.21
46956.82;64.346;45.787;34.207
46957.81;64.348;45.791;34.211
46958.8;64.368;45.788;34.209
46959.79;64.337;45.787;34.206
46960.78;64.349;45.789;34.208
46961.77;64.345;45.786;34.206
46962.76;64.355;45.786;34.207
46963.77;64.322;45.786;34.206
46964.78;64.341;45.789;34.209
46965.77;64.347;45.787;34.207
46966.78;64.356;45.789;34.209
46967.77;64.34;45.786;34.206
46968.78;64.346;45.788;34.208
46969.76;64.369;45.784;34.204
46970.75;64.323;45.787;34.206
46971.75;64.331;45.786;34.206
46972.74;64.345;45.788;34.207
46973.73;64.338;45.788;34.208
46974.72;64.331;45.783;34.203
46975.72;64.344;45.787;34.207
46976.73;64.352;45.783;34.204
46977.71;64.34;45.786;34.206
46978.71;64.344;45.787;34.207
46979.72;64.339;45.784;34.204
46980.74;64.403;45.784;34.205
46981.76;64.36;45.784;34.204
46982.76;64.331;45.785;34.205
46983.76;64.33;45.785;34.205
46984.77;64.324;45.785;34.205
46985.78;64.362;45.783;34.203
46986.79;64.347;45.786;34.206
46987.8;64.352;45.784;34.205
46988.79;64.334;45.784;34.204
46989.79;64.34;45.781;34.201
46990.79;64.332;45.783;34.204
46991.79;64.339;45.784;34.204
46992.8;64.332;45.781;34.201
46993.8;64.325;45.782;34.202
46994.8;64.348;45.782;34.202
46995.8;64.341;45.784;34.204
46996.8;64.323;45.783;34.202
46997.79;64.331;45.782;34.202
46998.8;64.343;45.782;34.201
46999.79;64.333;45.784;34.203
47000.78;64.331;45.784;34.204
47001.77;64.354;45.782;34.203
47002.75;64.337;45.782;34.202
47003.73;64.339;45.781;34.201
47004.72;64.333;45.779;34.199
47005.72;64.338;45.783;34.203
47006.7;64.336;45.782;34.202
47007.7;64.328;45.781;34.201
47008.69;64.326;45.783;34.203
47009.67;64.322;45.782;34.202
47010.7;64.32;45.783;34.202
47011.68;64.343;45.779;34.2
47012.69;64.354;45.782;34.202
47013.7;64.355;45.782;34.203
47014.73;64.36;45.779;34.199
47015.73;64.339;45.778;34.197
47016.74;64.32;45.779;34.199
47017.75;64.338;45.779;34.2
47018.73;64.329;45.78;34.2
47019.72;64.328;45.782;34.201
47020.74;64.325;45.78;34.2
47021.74;64.347;45.781;34.202
47022.75;64.323;45.779;34.199
47023.75;64.342;45.781;34.201
47024.74;64.352;45.781;34.201
47025.73;64.336;45.783;34.203
47026.73;64.326;45.782;34.202
47027.73;64.352;45.781;34.201
47028.73;64.329;45.779;34.199
47029.73;64.322;45.782;34.202
47030.73;64.371;45.778;34.199
47031.73;64.327;45.783;34.202
47032.72;64.338;45.778;34.198
47033.72;64.348;45.779;34.198
47034.71;64.362;45.776;34.197
47035.72;64.357;45.777;34.197
47036.7;64.334;45.776;34.195
