IDs:;240911_03_240712D;15_b01_DNAJB6_00_087_uM;
Concentration [uM]:;0.087;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1715.95;71.644;49.859;38.364
1716.942;71.617;49.858;38.364
1717.941;71.656;49.857;38.362
1718.945;71.667;49.857;38.363
1719.959;71.668;49.858;38.364
1720.955;71.604;49.858;38.364
1721.96;71.632;49.859;38.364
1722.97;71.633;49.86;38.366
1723.961;71.66;49.859;38.365
1724.957;71.654;49.857;38.363
1725.958;71.649;49.86;38.366
1726.966;71.659;49.858;38.364
1727.975;71.661;49.858;38.364
1728.962;71.592;49.859;38.364
1729.958;71.632;49.86;38.365
1730.949;71.618;49.857;38.363
1731.924;71.634;49.856;38.362
1732.929;71.609;49.853;38.359
1733.93;71.647;49.856;38.361
1734.923;71.647;49.858;38.363
1735.932;71.625;49.858;38.364
1736.929;71.594;49.852;38.358
1737.914;71.661;49.855;38.361
1738.917;71.63;49.857;38.363
1739.902;71.653;49.857;38.363
1740.901;71.639;49.858;38.365
1741.888;71.657;49.855;38.362
1742.879;71.646;49.856;38.361
1743.891;71.673;49.856;38.363
1744.884;71.629;49.858;38.363
1745.884;71.628;49.857;38.363
1746.866;71.651;49.859;38.364
1747.883;71.631;49.853;38.359
1748.881;71.643;49.857;38.362
1749.891;71.61;49.855;38.361
1750.903;71.629;49.859;38.364
1751.897;71.678;49.856;38.362
1752.894;71.632;49.856;38.361
1753.898;71.63;49.856;38.362
1754.906;71.581;49.854;38.359
1755.919;71.634;49.858;38.363
1756.907;71.643;49.857;38.362
1757.9;71.646;49.852;38.358
1758.897;71.64;49.854;38.36
1759.916;71.634;49.856;38.362
1760.901;71.635;49.855;38.361
1761.89;71.67;49.854;38.36
1762.88;71.628;49.855;38.361
1763.874;71.628;49.856;38.361
1764.873;71.649;49.854;38.36
1765.866;71.612;49.855;38.361
1766.859;71.656;49.854;38.36
1767.858;71.649;49.852;38.358
1768.852;71.65;49.852;38.357
1769.837;71.662;49.853;38.36
1770.838;71.634;49.851;38.357
1771.83;71.622;49.855;38.359
1772.837;71.647;49.85;38.356
1773.837;71.67;49.852;38.358
1774.828;71.662;49.853;38.36
1775.822;71.623;49.851;38.357
1776.832;71.667;49.854;38.36
1777.834;71.659;49.855;38.361
1778.819;71.657;49.853;38.359
1779.809;71.647;49.853;38.359
1780.804;71.681;49.85;38.356
1781.784;71.651;49.854;38.36
1782.783;71.63;49.853;38.358
1783.79;71.642;49.853;38.36
1784.801;71.659;49.852;38.358
1785.788;71.66;49.851;38.357
1786.781;71.657;49.852;38.357
1787.778;71.665;49.852;38.358
1788.78;71.642;49.853;38.359
1789.786;71.64;49.855;38.36
1790.797;71.657;49.853;38.359
1791.812;71.641;49.849;38.354
1792.812;71.673;49.85;38.357
1793.815;71.606;49.851;38.357
1794.819;71.632;49.854;38.36
1795.833;71.665;49.855;38.362
1796.854;71.712;49.85;38.357
1797.844;71.539;49.854;38.357
1798.842;71.605;49.854;38.359
1799.846;71.616;49.852;38.359
1800.845;71.593;49.849;38.355
1801.838;71.67;49.85;38.356
1802.829;71.636;49.848;38.355
1803.832;71.664;49.852;38.359
1804.833;71.623;49.853;38.358
1805.823;71.637;49.853;38.359
1806.815;71.674;49.851;38.358
1807.812;71.656;49.849;38.355
1808.82;71.617;49.85;38.356
1809.816;71.701;49.844;38.352
1810.818;71.639;49.852;38.358
1811.828;71.61;49.85;38.356
1812.821;71.623;49.851;38.357
1813.804;71.659;49.853;38.359
1814.789;71.654;49.852;38.358
1815.781;71.659;49.853;38.359
1816.782;71.641;49.851;38.356
1817.799;71.595;49.848;38.353
1818.802;71.662;49.849;38.355
1819.79;71.642;49.85;38.356
1820.776;71.644;49.851;38.358
1821.766;71.666;49.851;38.357
1822.752;71.67;49.851;38.357
1823.764;71.62;49.853;38.358
1824.748;71.694;49.85;38.357
1825.74;71.687;49.849;38.355
1826.733;71.634;49.853;38.359
1827.764;71.653;49.851;38.357
1828.737;71.635;49.849;38.354
1829.745;71.671;49.852;38.359
1830.73;71.667;49.851;38.357
1831.714;71.619;49.848;38.353
1832.706;71.664;49.852;38.358
1833.706;71.633;49.851;38.358
1834.692;71.573;49.847;38.352
1835.698;71.646;49.851;38.356
1836.689;71.629;49.851;38.357
1837.696;71.648;49.851;38.356
1838.7;71.639;49.852;38.358
1839.699;71.641;49.851;38.356
1840.686;71.654;49.849;38.355
1841.686;71.637;49.852;38.357
1842.67;71.622;49.852;38.357
1843.666;71.656;49.85;38.355
1844.669;71.664;49.851;38.357
1845.661;71.652;49.852;38.358
1846.659;71.631;49.851;38.357
1847.667;71.653;49.851;38.358
1848.657;71.655;49.851;38.357
1849.662;71.676;49.849;38.357
1850.647;71.656;49.85;38.356
1851.646;71.595;49.849;38.355
1852.647;71.631;49.848;38.354
1853.63;71.677;49.847;38.353
1854.617;71.652;49.851;38.357
1855.609;71.665;49.849;38.355
1856.609;71.67;49.849;38.355
1857.617;71.659;49.849;38.355
1858.604;71.658;49.85;38.357
1859.593;71.649;49.849;38.355
1860.588;71.623;49.848;38.354
1861.591;71.656;49.847;38.353
1862.596;71.657;49.851;38.356
1863.608;71.635;49.85;38.355
1864.597;71.646;49.846;38.352
1865.61;71.618;49.846;38.352
1866.636;71.65;49.851;38.357
1867.634;71.666;49.847;38.354
1868.635;71.635;49.847;38.353
1869.639;71.651;49.85;38.356
1870.633;71.642;49.848;38.353
1871.619;71.611;49.847;38.353
1872.615;71.651;49.849;38.356
1873.601;71.674;49.845;38.351
1874.604;71.61;49.843;38.349
1875.598;71.667;49.847;38.353
1876.597;71.6;49.842;38.348
1877.582;71.633;49.846;38.352
1878.583;71.646;49.843;38.349
1879.592;71.651;49.845;38.351
1880.594;71.59;49.847;38.353
1881.6;71.647;49.846;38.352
1882.615;71.645;49.847;38.353
1883.594;71.667;49.847;38.353
1884.607;71.621;49.841;38.347
1885.596;71.657;49.845;38.351
1886.598;71.623;49.846;38.351
1887.604;71.64;49.848;38.353
1888.603;71.664;49.849;38.355
1889.605;71.658;49.846;38.352
1890.609;71.631;49.845;38.351
1891.601;71.668;49.847;38.353
1892.609;71.651;49.847;38.353
1893.621;71.653;49.847;38.353
1894.606;71.646;49.846;38.352
1895.596;71.628;49.847;38.354
1896.621;71.658;49.845;38.351
1897.618;71.669;49.847;38.353
1898.618;71.639;49.85;38.356
1899.622;71.647;49.847;38.353
1900.631;71.65;49.846;38.353
1901.644;71.633;49.846;38.351
1902.664;71.606;49.843;38.349
1903.66;71.619;49.841;38.347
1904.655;71.62;49.844;38.35
1905.656;71.616;49.846;38.351
1906.647;71.608;49.843;38.348
1907.644;71.61;49.841;38.348
1908.66;71.664;49.844;38.351
1909.674;71.68;49.845;38.352
1910.682;71.702;49.843;38.351
1911.677;71.62;49.848;38.353
1912.678;71.634;49.843;38.35
1913.66;71.697;49.841;38.347
1914.657;71.653;49.845;38.351
1915.673;71.569;49.842;38.347
1916.671;71.647;49.846;38.353
1917.667;71.631;49.843;38.35
1918.674;71.63;49.841;38.348
1919.665;71.669;49.846;38.352
1920.658;71.642;49.84;38.347
1921.658;71.642;49.844;38.35
1922.644;71.625;49.847;38.352
1923.643;71.683;49.845;38.352
1924.64;71.689;49.842;38.349
1925.649;71.667;49.844;38.35
1926.631;71.674;49.845;38.352
1927.649;71.669;49.844;38.35
1928.641;71.66;49.845;38.351
1929.641;71.635;49.844;38.35
1930.643;71.587;49.848;38.353
1931.648;71.672;49.845;38.352
1932.656;71.685;49.844;38.351
1933.667;71.656;49.845;38.351
1934.682;71.646;49.846;38.352
1935.671;71.672;49.846;38.353
1936.662;71.639;49.842;38.349
1937.652;71.639;49.848;38.353
1938.645;71.649;49.845;38.351
1939.64;71.641;49.846;38.351
1940.64;71.604;49.845;38.35
1941.636;71.651;49.844;38.35
1942.625;71.654;49.843;38.348
1943.627;71.619;49.843;38.35
1944.621;71.665;49.844;38.35
1945.597;71.68;49.845;38.351
1946.59;71.633;49.845;38.351
1947.57;71.671;49.842;38.348
1948.577;71.613;49.841;38.348
1949.554;71.667;49.843;38.349
1950.565;71.622;49.838;38.344
1951.577;71.633;49.847;38.353
1952.588;71.628;49.843;38.349
1953.575;71.665;49.844;38.35
1954.553;71.656;49.846;38.352
1955.536;71.653;49.843;38.35
1956.525;71.67;49.841;38.347
1957.521;71.634;49.841;38.346
1958.526;71.63;49.844;38.35
1959.506;71.653;49.843;38.349
1960.504;71.693;49.839;38.347
1961.505;71.634;49.844;38.35
1962.511;71.659;49.838;38.345
1963.517;71.693;49.84;38.347
1964.532;71.628;49.841;38.346
1965.549;71.652;49.842;38.348
1966.538;71.697;49.839;38.345
1967.53;71.695;49.841;38.348
1968.523;71.625;49.844;38.35
1969.523;71.652;49.844;38.35
1970.527;71.616;49.837;38.343
1971.515;71.661;49.841;38.347
1972.529;71.634;49.838;38.344
1973.525;71.668;49.843;38.349
1974.519;71.648;49.843;38.348
1975.533;71.644;49.842;38.347
1976.534;71.667;49.839;38.346
1977.546;71.674;49.839;38.346
1978.546;71.651;49.843;38.349
1979.544;71.621;49.838;38.343
1980.538;71.674;49.837;38.343
1981.53;71.657;49.841;38.347
1982.532;71.645;49.837;38.343
1983.525;71.697;49.836;38.344
1984.532;71.599;49.839;38.345
1985.524;71.663;49.837;38.344
1986.519;71.607;49.837;38.343
1987.522;71.655;49.838;38.344
1988.509;71.675;49.837;38.343
1989.499;71.648;49.84;38.345
1990.508;71.658;49.839;38.345
1991.503;71.636;49.838;38.344
1992.495;71.665;49.839;38.346
1993.494;71.603;49.836;38.341
1994.48;71.617;49.837;38.343
1995.463;71.675;49.838;38.345
1996.449;71.663;49.836;38.342
1997.441;71.643;49.838;38.344
1998.437;71.636;49.838;38.344
1999.439;71.638;49.84;38.346
2000.443;71.604;49.838;38.344
2001.452;71.652;49.835;38.341
2002.432;71.625;49.841;38.346
2003.416;71.672;49.838;38.344
2004.401;71.682;49.837;38.344
2005.393;71.648;49.836;38.342
2006.385;71.689;49.836;38.343
2007.392;71.677;49.837;38.344
2008.408;71.633;49.839;38.345
2009.408;71.664;49.838;38.344
2010.4;71.659;49.836;38.343
2011.383;71.63;49.834;38.34
2012.374;71.654;49.837;38.344
2013.386;71.674;49.834;38.34
2014.377;71.65;49.839;38.344
2015.399;71.665;49.837;38.343
2016.394;71.621;49.834;38.34
2017.382;71.665;49.837;38.343
2018.373;71.654;49.839;38.346
2019.369;71.652;49.839;38.345
2020.372;71.652;49.838;38.344
2021.36;71.682;49.837;38.345
2022.368;71.636;49.836;38.342
2023.356;71.671;49.839;38.345
2024.345;71.65;49.839;38.345
2025.35;71.674;49.833;38.339
2026.36;71.633;49.834;38.341
2027.345;71.643;49.833;38.339
2028.363;71.621;49.833;38.34
2029.354;71.659;49.835;38.342
2030.348;71.655;49.835;38.341
2031.346;71.666;49.835;38.341
2032.346;71.648;49.836;38.342
2033.348;71.648;49.834;38.34
2034.355;71.671;49.835;38.342
2035.337;71.602;49.832;38.338
2036.325;71.656;49.834;38.34
2037.315;71.659;49.834;38.341
2038.339;71.658;49.834;38.341
2039.332;71.663;49.835;38.341
2040.328;71.679;49.836;38.343
2041.318;71.602;49.833;38.34
2042.302;71.655;49.835;38.341
2043.298;71.635;49.832;38.338
2044.315;71.624;49.83;38.336
2045.299;71.648;49.832;38.338
2046.301;71.682;49.835;38.342
2047.299;71.673;49.835;38.342
2048.313;71.621;49.833;38.339
2049.314;71.656;49.835;38.341
2050.304;71.644;49.829;38.335
2051.311;71.629;49.831;38.337
2052.292;71.675;49.832;38.339
2053.281;71.679;49.833;38.339
2054.311;71.656;49.837;38.343
2055.303;71.671;49.833;38.339
2056.296;71.668;49.833;38.339
2057.298;71.646;49.832;38.339
2058.303;71.659;49.83;38.337
2059.313;71.646;49.833;38.339
2060.329;71.637;49.828;38.335
2061.353;71.65;49.823;38.33
2062.352;71.656;49.832;38.338
2063.355;71.678;49.83;38.337
2064.364;71.679;49.828;38.335
2065.348;71.672;49.831;38.337
2066.337;71.675;49.831;38.338
2067.337;71.639;49.825;38.332
2068.316;71.642;49.831;38.337
2069.308;71.654;49.825;38.333
2070.315;71.669;49.829;38.335
2071.33;71.661;49.828;38.335
2072.344;71.67;49.829;38.336
2073.352;71.663;49.827;38.334
2074.352;71.634;49.825;38.331
2075.337;71.627;49.829;38.335
2076.325;71.63;49.827;38.334
2077.316;71.688;49.831;38.338
2078.323;71.673;49.83;38.336
2079.319;71.674;49.832;38.338
2080.32;71.623;49.827;38.333
2081.315;71.624;49.827;38.334
2082.317;71.648;49.829;38.336
2083.336;71.624;49.827;38.333
2084.331;71.667;49.833;38.34
2085.332;71.687;49.829;38.337
2086.324;71.682;49.827;38.335
2087.315;71.653;49.831;38.337
2088.32;71.661;49.828;38.334
2089.316;71.648;49.831;38.338
2090.311;71.656;49.826;38.332
2091.295;71.637;49.822;38.33
2092.287;71.694;49.828;38.335
2093.281;71.66;49.826;38.333
2094.277;71.678;49.827;38.334
2095.287;71.661;49.829;38.336
2096.299;71.675;49.823;38.33
2097.313;71.647;49.826;38.333
2098.333;71.656;49.822;38.33
2099.326;71.644;49.832;38.338
2100.323;71.628;49.824;38.331
2101.324;71.69;49.828;38.335
2102.331;71.638;49.825;38.332
2103.328;71.656;49.829;38.334
2104.33;71.614;49.826;38.332
2105.343;71.648;49.826;38.332
2106.348;71.668;49.827;38.334
2107.346;71.67;49.825;38.333
2108.355;71.632;49.823;38.331
2109.357;71.617;49.822;38.329
2110.339;71.616;49.822;38.329
2111.32;71.626;49.82;38.327
2112.323;71.636;49.822;38.329
2113.311;71.656;49.827;38.334
2114.307;71.635;49.821;38.328
2115.283;71.64;49.82;38.327
2116.299;71.634;49.822;38.328
2117.318;71.67;49.825;38.332
2118.318;71.641;49.821;38.329
2119.327;71.686;49.825;38.332
2120.313;71.667;49.828;38.335
2121.311;71.629;49.821;38.328
2122.318;71.636;49.829;38.335
2123.304;71.652;49.821;38.328
2124.293;71.696;49.824;38.332
2125.288;71.633;49.825;38.331
2126.281;71.641;49.822;38.329
2127.277;71.615;49.82;38.327
2128.272;71.649;49.822;38.328
2129.273;71.673;49.826;38.333
2130.279;71.666;49.826;38.333
2131.262;71.675;49.822;38.329
2132.259;71.689;49.823;38.331
2133.254;71.656;49.828;38.335
2134.24;71.63;49.822;38.328
2135.241;71.653;49.827;38.333
2136.229;71.67;49.817;38.325
2137.231;71.606;49.823;38.328
2138.225;71.649;49.825;38.33
2139.228;71.639;49.819;38.327
2140.229;71.603;49.825;38.331
2141.211;71.658;49.822;38.328
2142.202;71.663;49.822;38.329
2143.175;71.646;49.822;38.328
2144.187;71.659;49.821;38.327
2145.188;71.653;49.827;38.332
2146.203;71.67;49.822;38.328
2147.192;71.631;49.818;38.324
2148.19;71.674;49.822;38.329
2149.201;71.654;49.825;38.331
2150.191;71.638;49.82;38.328
2151.19;71.656;49.825;38.332
2152.2;71.61;49.819;38.326
2153.197;71.66;49.818;38.325
2154.182;71.678;49.822;38.329
2155.171;71.662;49.825;38.33
2156.166;71.675;49.821;38.328
2157.165;71.682;49.826;38.333
2158.167;71.597;49.82;38.325
2159.174;71.624;49.82;38.327
2160.185;71.658;49.819;38.326
2161.177;71.628;49.818;38.325
2162.166;71.654;49.823;38.33
2163.158;71.685;49.821;38.329
2164.153;71.662;49.815;38.321
2165.153;71.667;49.817;38.324
2166.133;71.669;49.823;38.33
2167.127;71.689;49.818;38.325
2168.118;71.632;49.817;38.324
2169.116;71.69;49.82;38.328
2170.118;71.636;49.815;38.323
2171.103;71.669;49.819;38.327
2172.099;71.638;49.815;38.322
2173.093;71.659;49.82;38.326
2174.107;71.671;49.819;38.326
2175.092;71.664;49.821;38.328
2176.092;71.672;49.817;38.324
2177.078;71.65;49.82;38.326
2178.084;71.647;49.817;38.324
2179.087;71.597;49.816;38.321
2180.07;71.633;49.812;38.319
2181.089;71.626;49.814;38.321
2182.086;71.676;49.817;38.324
2183.065;71.644;49.812;38.319
2184.076;71.637;49.814;38.322
2185.066;71.666;49.813;38.32
2186.06;71.671;49.818;38.325
2187.059;71.663;49.813;38.32
2188.063;71.638;49.812;38.32
2189.075;71.651;49.817;38.323
2190.061;71.665;49.816;38.323
2191.05;71.648;49.823;38.329
2192.044;71.663;49.818;38.325
2193.048;71.626;49.813;38.32
2194.056;71.638;49.821;38.327
2195.046;71.634;49.814;38.32
2196.04;71.636;49.81;38.317
2197.055;71.652;49.813;38.321
2198.04;71.693;49.817;38.324
2199.028;71.667;49.817;38.324
2200.018;71.612;49.811;38.317
2201.014;71.619;49.81;38.317
2202.013;71.63;49.809;38.316
2203.02;71.654;49.817;38.324
2204.031;71.642;49.811;38.318
2205.027;71.619;49.812;38.319
2206.017;71.677;49.812;38.319
2207.016;71.651;49.814;38.321
2208.018;71.62;49.811;38.318
2209.01;71.613;49.813;38.32
2209.997;71.674;49.815;38.322
2210.992;71.671;49.811;38.319
2211.99;71.664;49.816;38.324
2212.993;71.659;49.81;38.317
2213.976;71.678;49.812;38.32
2214.972;71.629;49.807;38.314
2215.974;71.651;49.814;38.321
2216.986;71.663;49.815;38.322
2217.987;71.647;49.81;38.318
2218.999;71.679;49.817;38.325
2220.007;71.651;49.811;38.318
2221.018;71.655;49.815;38.322
2222.01;71.65;49.815;38.322
2223.008;71.624;49.811;38.318
2224.012;71.675;49.813;38.32
2225.025;71.663;49.809;38.316
2226.016;71.628;49.808;38.316
2227.009;71.613;49.811;38.318
2228.009;71.665;49.816;38.322
2229.015;71.611;49.811;38.317
2230.028;71.611;49.809;38.316
2231.014;71.661;49.815;38.321
2232.006;71.665;49.813;38.321
2233.004;71.621;49.809;38.316
2234.013;71.63;49.809;38.316
2235.022;71.649;49.812;38.319
2236.033;71.65;49.815;38.321
2237.051;71.637;49.807;38.314
2238.039;71.656;49.812;38.32
2239.034;71.65;49.813;38.32
2240.029;71.65;49.815;38.322
2241.028;71.644;49.81;38.317
2242.029;71.653;49.82;38.327
2243.015;71.63;49.809;38.316
2244.007;71.686;49.813;38.32
2244.998;71.613;49.808;38.315
2245.983;71.664;49.815;38.322
2247.002;71.66;49.809;38.316
2247.991;71.673;49.815;38.322
2248.998;71.667;49.815;38.322
2249.994;71.653;49.814;38.32
2250.988;71.638;49.812;38.319
2251.993;71.613;49.81;38.317
2252.994;71.666;49.816;38.324
2253.974;71.634;49.811;38.318
2254.991;71.664;49.812;38.319
2256.003;71.621;49.811;38.318
2257.003;71.637;49.811;38.319
2258.009;71.669;49.814;38.321
2259.018;71.638;49.809;38.316
2260.036;71.67;49.812;38.319
2261.036;71.657;49.811;38.317
2262.065;71.628;49.81;38.316
2263.077;71.661;49.812;38.318
2264.066;71.666;49.813;38.32
2265.057;71.649;49.81;38.317
2266.051;71.648;49.816;38.323
2267.055;71.66;49.812;38.319
2268.059;71.668;49.812;38.319
2269.065;71.633;49.811;38.318
2270.078;71.653;49.808;38.316
2271.097;71.668;49.81;38.317
2272.118;71.656;49.809;38.317
2273.115;71.651;49.812;38.318
2274.118;71.689;49.814;38.322
2275.119;71.637;49.809;38.316
2276.113;71.61;49.807;38.313
2277.113;71.669;49.809;38.316
2278.102;71.632;49.807;38.315
2279.079;71.667;49.812;38.318
2280.078;71.638;49.807;38.314
2281.086;71.676;49.813;38.32
2282.088;71.673;49.811;38.318
2283.077;71.663;49.811;38.318
2284.051;71.628;49.806;38.313
2285.061;71.649;49.81;38.317
2286.043;71.625;49.806;38.313
2287.028;71.642;49.805;38.312
2288.012;71.673;49.811;38.317
2288.996;71.656;49.81;38.317
2289.982;71.657;49.811;38.317
2290.973;71.626;49.808;38.315
2291.974;71.599;49.806;38.313
2292.982;71.667;49.811;38.318
2293.964;71.627;49.807;38.314
2294.954;71.635;49.808;38.315
2295.948;71.64;49.81;38.317
2296.946;71.689;49.806;38.314
2297.949;71.625;49.81;38.316
2298.964;71.649;49.811;38.318
2299.981;71.672;49.815;38.321
2300.971;71.659;49.808;38.315
2301.968;71.63;49.806;38.312
2302.968;71.663;49.808;38.315
2303.974;71.658;49.81;38.316
2304.982;71.659;49.805;38.313
2305.962;71.622;49.809;38.316
2306.945;71.672;49.811;38.319
2307.931;71.67;49.805;38.313
2308.92;71.606;49.807;38.313
2309.919;71.63;49.807;38.314
2310.918;71.627;49.806;38.313
2311.918;71.622;49.805;38.312
2312.916;71.65;49.806;38.315
2313.911;71.657;49.808;38.314
2314.91;71.648;49.803;38.31
2315.917;71.635;49.805;38.313
2316.919;71.657;49.806;38.313
2317.901;71.685;49.808;38.315
2318.9;71.647;49.811;38.318
2319.892;71.643;49.804;38.311
2320.895;71.654;49.804;38.313
2321.881;71.624;49.806;38.313
2322.874;71.624;49.806;38.312
2323.854;71.636;49.803;38.31
2324.834;71.644;49.808;38.313
2325.839;71.65;49.804;38.312
2326.83;71.684;49.805;38.313
2327.836;71.631;49.803;38.31
2328.84;71.716;49.805;38.314
2329.824;71.626;49.809;38.315
2330.821;71.641;49.805;38.312
2331.805;71.602;49.803;38.309
2332.798;71.646;49.805;38.311
2333.793;71.629;49.8;38.307
2334.807;71.666;49.805;38.312
2335.799;71.611;49.801;38.308
2336.793;71.666;49.807;38.313
2337.796;71.681;49.809;38.316
2338.778;71.667;49.81;38.317
2339.769;71.68;49.804;38.311
2340.761;71.638;49.8;38.307
2341.753;71.656;49.809;38.316
2342.75;71.624;49.804;38.311
2343.751;71.628;49.801;38.307
2344.761;71.648;49.805;38.311
2345.756;71.635;49.8;38.307
2346.756;71.652;49.806;38.313
2347.747;71.68;49.807;38.314
2348.751;71.637;49.805;38.312
2349.754;71.64;49.802;38.309
2350.759;71.645;49.802;38.31
2351.766;71.657;49.803;38.311
2352.765;71.671;49.805;38.313
2353.759;71.685;49.804;38.312
2354.772;71.674;49.803;38.31
2355.759;71.652;49.798;38.306
2356.754;71.664;49.804;38.31
2357.759;71.634;49.803;38.31
2358.746;71.635;49.803;38.31
2359.752;71.626;49.802;38.309
2360.753;71.649;49.802;38.31
2361.756;71.66;49.806;38.313
2362.765;71.629;49.804;38.311
2363.765;71.683;49.801;38.309
2364.773;71.642;49.803;38.31
2365.79;71.666;49.806;38.312
2366.788;71.671;49.804;38.311
2367.794;71.658;49.805;38.311
2368.803;71.614;49.802;38.309
2369.815;71.634;49.802;38.309
2370.832;71.693;49.803;38.311
2371.852;71.619;49.8;38.307
2372.842;71.656;49.802;38.309
2373.836;71.636;49.799;38.306
2374.83;71.688;49.803;38.311
2375.825;71.619;49.801;38.308
2376.819;71.671;49.802;38.309
2377.821;71.638;49.8;38.307
2378.818;71.643;49.8;38.308
2379.814;71.689;49.799;38.307
2380.816;71.678;49.801;38.309
2381.807;71.617;49.8;38.307
2382.805;71.67;49.802;38.309
2383.82;71.64;49.8;38.307
2384.825;71.644;49.803;38.311
2385.831;71.603;49.801;38.308
2386.825;71.671;49.803;38.311
2387.82;71.632;49.799;38.305
2388.823;71.681;49.801;38.309
2389.831;71.628;49.802;38.309
2390.83;71.661;49.801;38.308
2391.832;71.65;49.802;38.308
2392.842;71.648;49.798;38.306
2393.828;71.658;49.804;38.312
2394.823;71.625;49.799;38.307
2395.809;71.613;49.796;38.303
2396.804;71.669;49.802;38.309
2397.808;71.67;49.8;38.307
2398.814;71.69;49.799;38.307
2399.827;71.676;49.801;38.309
2400.853;71.676;49.799;38.306
2401.861;71.673;49.8;38.307
2402.874;71.626;49.798;38.305
2403.89;71.652;49.803;38.31
2404.882;71.633;49.8;38.308
2405.901;71.65;49.8;38.307
2406.894;71.621;49.799;38.306
2407.899;71.634;49.799;38.306
2408.885;71.608;49.799;38.305
2409.879;71.632;49.798;38.305
2410.883;71.64;49.798;38.305
2411.886;71.643;49.798;38.305
2412.883;71.676;49.801;38.309
2413.897;71.685;49.801;38.309
2414.89;71.649;49.797;38.305
2415.898;71.673;49.801;38.308
2416.893;71.644;49.802;38.308
2417.894;71.615;49.8;38.307
2418.881;71.676;49.798;38.305
2419.872;71.639;49.796;38.304
2420.847;71.652;49.799;38.306
2421.847;71.628;49.8;38.307
2422.853;71.631;49.799;38.305
2423.865;71.684;49.8;38.308
2424.855;71.663;49.795;38.303
2425.853;71.664;49.8;38.307
2426.855;71.669;49.798;38.305
2427.838;71.651;49.799;38.305
2428.823;71.673;49.799;38.306
2429.809;71.648;49.797;38.305
2430.801;71.629;49.8;38.308
2431.797;71.614;49.797;38.304
2432.797;71.702;49.799;38.307
2433.807;71.673;49.799;38.307
2434.817;71.638;49.8;38.308
2435.833;71.614;49.799;38.305
2436.853;71.685;49.8;38.307
2437.847;71.682;49.794;38.304
2438.843;71.567;49.806;38.309
2439.843;71.592;49.801;38.307
2440.845;71.643;49.802;38.308
2441.841;71.654;49.795;38.304
2442.833;71.591;49.797;38.302
2443.823;71.604;49.797;38.303
2444.825;71.581;49.798;38.304
2445.819;71.687;49.796;38.305
2446.831;71.653;49.799;38.305
2447.831;71.645;49.792;38.3
2448.831;71.676;49.795;38.302
2449.828;71.629;49.793;38.3
2450.833;71.62;49.795;38.302
2451.826;71.603;49.794;38.3
2452.806;71.646;49.802;38.308
2453.792;71.593;49.795;38.301
2454.786;71.675;49.798;38.306
2455.793;71.689;49.796;38.304
2456.78;71.684;49.796;38.303
2457.773;71.663;49.796;38.303
2458.773;71.61;49.794;38.3
2459.78;71.727;49.794;38.303
2460.764;71.658;49.799;38.306
2461.761;71.672;49.796;38.304
2462.76;71.655;49.8;38.307
2463.767;71.64;49.791;38.299
2464.782;71.721;49.794;38.304
2465.78;71.603;49.797;38.303
2466.783;71.626;49.795;38.302
2467.793;71.673;49.798;38.305
2468.784;71.637;49.796;38.303
2469.775;71.655;49.799;38.306
2470.771;71.59;49.797;38.303
2471.769;71.595;49.79;38.297
2472.772;71.664;49.796;38.303
2473.762;71.675;49.796;38.304
2474.746;71.64;49.796;38.303
2475.734;71.666;49.796;38.304
2476.755;71.661;49.798;38.305
2477.767;71.633;49.796;38.303
2478.777;71.631;49.793;38.301
2479.754;71.618;49.789;38.296
2480.764;71.655;49.795;38.302
2481.744;71.629;49.792;38.3
2482.738;71.638;49.796;38.302
2483.747;71.654;49.79;38.298
2484.735;71.627;49.797;38.304
2485.746;71.62;49.792;38.3
2486.732;71.616;49.794;38.3
2487.724;71.621;49.789;38.297
2488.729;71.645;49.793;38.299
2489.718;71.676;49.792;38.3
2490.72;71.624;49.791;38.298
2491.722;71.672;49.793;38.301
2492.724;71.702;49.793;38.302
2493.73;71.625;49.79;38.298
2494.72;71.643;49.793;38.301
2495.724;71.649;49.79;38.298
2496.71;71.636;49.793;38.3
2497.701;71.62;49.787;38.295
2498.702;71.643;49.795;38.301
2499.706;71.625;49.786;38.294
2500.713;71.624;49.792;38.3
2501.698;71.678;49.794;38.301
2502.687;71.635;49.792;38.3
2503.678;71.632;49.788;38.296
2504.671;71.671;49.793;38.301
2505.667;71.666;49.793;38.3
2506.666;71.665;49.792;38.3
2507.671;71.646;49.793;38.301
2508.66;71.682;49.791;38.299
2509.653;71.703;49.793;38.301
2510.644;71.666;49.795;38.302
2511.633;71.624;49.79;38.297
2512.639;71.647;49.792;38.298
2513.625;71.623;49.79;38.297
2514.623;71.639;49.794;38.301
2515.63;71.684;49.791;38.298
2516.636;71.626;49.79;38.298
2517.631;71.685;49.792;38.3
2518.611;71.621;49.789;38.295
2519.62;71.683;49.793;38.301
2520.608;71.669;49.793;38.3
2521.607;71.622;49.79;38.297
2522.591;71.603;49.788;38.294
2523.592;71.619;49.79;38.296
2524.594;71.613;49.793;38.299
2525.603;71.628;49.788;38.296
2526.591;71.642;49.79;38.296
2527.587;71.63;49.784;38.292
2528.588;71.673;49.79;38.298
2529.59;71.693;49.788;38.296
2530.596;71.663;49.79;38.298
2531.597;71.651;49.79;38.297
