IDs:;240911_02_240906B_drop;13_b02_DNAJB6_00_130_uM;
Concentration [uM]:;0.13;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
5048.879;67.066;50.01;38.287
5049.869;67.07;50.009;38.286
5050.865;67.063;50.009;38.285
5051.856;67.023;50.011;38.287
5052.856;67.041;50.012;38.288
5053.852;67.048;50.009;38.285
5054.852;67.04;50.012;38.288
5055.866;67.057;50.011;38.288
5056.86;67.018;50.012;38.288
5057.866;67.069;50.01;38.287
5058.878;67.032;50.012;38.288
5059.87;67.03;50.012;38.288
5060.892;66.992;50.011;38.285
5061.872;67.032;50.013;38.289
5062.857;67.03;50.01;38.285
5063.858;67.013;50.012;38.286
5064.864;67.019;50.012;38.286
5065.877;67.021;50.009;38.284
5066.868;66.994;50.013;38.287
5067.877;67.014;50.011;38.285
5068.866;67.019;50.011;38.285
5069.858;66.996;50.008;38.282
5070.856;67.002;50.01;38.283
5071.862;67.005;50.011;38.285
5072.872;66.992;50.008;38.282
5073.858;66.995;50.007;38.281
5074.845;67.003;50.011;38.285
5075.836;66.993;50.007;38.281
5076.833;66.982;50.01;38.283
5077.831;66.974;50.009;38.282
5078.847;66.981;50.008;38.281
5079.828;66.974;50.006;38.278
5080.817;66.981;50.013;38.286
5081.808;66.968;50.008;38.281
5082.802;66.956;50.008;38.28
5083.798;66.969;50.008;38.28
5084.802;66.972;50.009;38.281
5085.79;66.962;50.01;38.282
5086.784;66.983;50.009;38.28
5087.78;66.966;50.005;38.277
5088.776;66.966;50.011;38.282
5089.784;66.958;50.01;38.281
5090.785;66.972;50.007;38.279
5091.772;66.961;50.013;38.283
5092.773;66.939;50.011;38.281
5093.781;66.924;50.009;38.278
5094.766;66.936;50.009;38.28
5095.778;66.952;50.013;38.283
5096.768;66.919;50.009;38.279
5097.763;66.925;50.012;38.281
5098.742;66.941;50.012;38.282
5099.741;66.942;50.009;38.279
5100.747;66.945;50.011;38.282
5101.756;66.924;50.012;38.281
5102.756;66.922;50.012;38.281
5103.731;66.94;50.014;38.284
5104.723;66.922;50.013;38.281
5105.722;66.913;50.011;38.28
5106.727;66.904;50.014;38.283
5107.736;66.906;50.011;38.279
5108.718;66.914;50.012;38.28
5109.736;66.893;50.014;38.281
5110.728;66.895;50.013;38.281
5111.72;66.912;50.012;38.28
5112.717;66.888;50.014;38.282
5113.709;66.894;50.014;38.281
5114.704;66.92;50.016;38.283
5115.702;66.918;50.012;38.28
5116.704;66.894;50.013;38.28
5117.681;66.881;50.013;38.28
5118.693;66.902;50.012;38.279
5119.68;66.872;50.011;38.277
5120.68;66.883;50.013;38.279
5121.663;66.875;50.013;38.28
5122.681;66.874;50.012;38.279
5123.694;66.859;50.011;38.277
5124.704;66.89;50.014;38.28
5125.692;66.863;50.015;38.281
5126.69;66.856;50.014;38.279
5127.693;66.864;50.015;38.28
5128.684;66.866;50.014;38.28
5129.683;66.856;50.014;38.279
5130.697;66.846;50.016;38.281
5131.685;66.85;50.015;38.279
5132.681;66.869;50.014;38.279
5133.685;66.872;50.015;38.28
5134.694;66.842;50.017;38.281
5135.711;66.833;50.017;38.281
5136.714;66.858;50.014;38.278
5137.721;66.863;50.014;38.278
5138.7;66.841;50.015;38.278
5139.714;66.855;50.018;38.282
5140.703;66.84;50.018;38.281
5141.694;66.839;50.016;38.278
5142.691;66.853;50.017;38.281
5143.693;66.836;50.018;38.28
5144.695;66.848;50.015;38.279
5145.702;66.836;50.016;38.28
5146.713;66.838;50.017;38.279
5147.727;66.809;50.018;38.28
5148.717;66.823;50.018;38.28
5149.702;66.832;50.019;38.281
5150.702;66.842;50.017;38.279
5151.699;66.833;50.015;38.277
5152.691;66.828;50.017;38.279
5153.694;66.811;50.018;38.279
5154.69;66.808;50.018;38.279
5155.682;66.8;50.022;38.283
5156.683;66.762;50.018;38.277
5157.676;66.797;50.021;38.281
5158.677;66.824;50.018;38.279
5159.673;66.808;50.019;38.28
5160.673;66.792;50.022;38.281
5161.681;66.792;50.021;38.281
5162.671;66.782;50.023;38.282
5163.68;66.772;50.025;38.284
5164.667;66.787;50.022;38.282
5165.661;66.793;50.018;38.279
5166.638;66.766;50.019;38.278
5167.632;66.787;50.023;38.282
5168.627;66.763;50.023;38.282
5169.632;66.778;50.023;38.282
5170.64;66.807;50.021;38.281
5171.653;66.748;50.023;38.28
5172.649;66.76;50.02;38.279
5173.657;66.773;50.022;38.28
5174.646;66.787;50.024;38.283
5175.67;66.765;50.022;38.28
5176.676;66.766;50.023;38.281
5177.657;66.776;50.021;38.28
5178.64;66.749;50.022;38.279
5179.657;66.76;50.022;38.28
5180.651;66.732;50.022;38.279
5181.646;66.748;50.024;38.28
5182.646;66.764;50.024;38.282
5183.65;66.737;50.023;38.28
5184.643;66.737;50.025;38.282
5185.632;66.743;50.023;38.28
5186.649;66.73;50.022;38.277
5187.657;66.742;50.023;38.28
5188.657;66.714;50.023;38.279
5189.65;66.729;50.025;38.281
5190.65;66.734;50.022;38.278
5191.668;66.709;50.027;38.282
5192.667;66.725;50.025;38.281
5193.654;66.739;50.024;38.28
5194.651;66.722;50.024;38.279
5195.638;66.704;50.026;38.28
5196.634;66.718;50.024;38.279
5197.643;66.708;50.022;38.278
5198.649;66.72;50.022;38.277
5199.645;66.714;50.023;38.278
5200.628;66.706;50.027;38.281
5201.614;66.684;50.029;38.282
5202.612;66.71;50.024;38.278
5203.618;66.695;50.023;38.277
5204.629;66.705;50.026;38.28
5205.619;66.673;50.027;38.281
5206.611;66.698;50.026;38.28
5207.61;66.701;50.024;38.277
5208.618;66.704;50.024;38.278
5209.606;66.708;50.024;38.279
5210.595;66.678;50.024;38.278
5211.591;66.679;50.027;38.28
5212.594;66.688;50.022;38.275
5213.602;66.673;50.025;38.278
5214.614;66.668;50.025;38.277
5215.597;66.656;50.024;38.276
5216.584;66.677;50.03;38.282
5217.573;66.678;50.027;38.279
5218.597;66.69;50.026;38.279
5219.591;66.665;50.029;38.281
5220.591;66.655;50.026;38.277
5221.595;66.679;50.028;38.28
5222.577;66.673;50.029;38.281
5223.575;66.652;50.028;38.279
5224.565;66.664;50.027;38.278
5225.567;66.655;50.025;38.277
5226.557;66.653;50.025;38.276
5227.561;66.645;50.025;38.276
5228.554;66.624;50.027;38.277
5229.568;66.634;50.025;38.276
5230.543;66.624;50.027;38.278
5231.539;66.628;50.027;38.278
5232.541;66.622;50.025;38.275
5233.549;66.628;50.028;38.278
5234.529;66.618;50.029;38.279
5235.512;66.627;50.026;38.276
5236.506;66.62;50.025;38.274
5237.505;66.635;50.023;38.273
5238.492;66.593;50.026;38.276
5239.498;66.613;50.027;38.276
5240.48;66.61;50.029;38.278
5241.467;66.584;50.029;38.278
5242.461;66.598;50.029;38.278
5243.469;66.591;50.026;38.274
5244.484;66.592;50.024;38.273
5245.489;66.575;50.03;38.278
5246.495;66.584;50.025;38.273
5247.507;66.548;50.03;38.278
5248.521;66.585;50.026;38.274
5249.539;66.565;50.028;38.277
5250.529;66.588;50.025;38.273
5251.521;66.599;50.027;38.275
5252.516;66.559;50.03;38.277
5253.51;66.562;50.027;38.274
5254.522;66.554;50.032;38.278
5255.521;66.559;50.032;38.278
5256.493;66.565;50.027;38.273
5257.49;66.565;50.028;38.275
5258.491;66.565;50.027;38.274
5259.485;66.57;50.024;38.272
5260.484;66.563;50.028;38.275
5261.466;66.565;50.031;38.278
5262.456;66.549;50.029;38.275
5263.438;66.546;50.03;38.275
5264.424;66.541;50.03;38.275
5265.426;66.558;50.03;38.277
5266.434;66.55;50.026;38.271
5267.424;66.569;50.027;38.273
5268.419;66.545;50.031;38.277
5269.421;66.521;50.03;38.275
5270.405;66.545;50.031;38.276
5271.394;66.522;50.031;38.275
5272.366;66.529;50.029;38.274
5273.359;66.536;50.028;38.272
5274.351;66.518;50.029;38.273
5275.349;66.513;50.03;38.274
5276.348;66.554;50.027;38.272
5277.352;66.498;50.032;38.275
5278.363;66.538;50.029;38.274
5279.347;66.519;50.031;38.274
5280.335;66.494;50.033;38.275
5281.332;66.508;50.029;38.273
5282.332;66.525;50.029;38.272
5283.307;66.487;50.03;38.273
5284.315;66.524;50.032;38.275
5285.294;66.502;50.032;38.275
5286.308;66.492;50.035;38.276
5287.3;66.465;50.037;38.278
5288.295;66.487;50.031;38.273
5289.295;66.484;50.032;38.274
5290.296;66.473;50.034;38.275
5291.282;66.479;50.031;38.273
5292.276;66.501;50.03;38.272
5293.27;66.454;50.035;38.275
5294.272;66.497;50.03;38.272
5295.269;66.484;50.03;38.273
5296.259;66.483;50.033;38.275
5297.267;66.465;50.032;38.273
5298.255;66.466;50.032;38.273
5299.243;66.459;50.036;38.276
5300.233;66.486;50.033;38.275
5301.232;66.458;50.033;38.273
5302.227;66.478;50.033;38.274
5303.232;66.477;50.033;38.274
5304.217;66.465;50.033;38.273
5305.213;66.451;50.033;38.273
5306.215;66.458;50.033;38.274
5307.222;66.437;50.035;38.274
5308.205;66.437;50.035;38.275
5309.196;66.438;50.035;38.274
5310.197;66.453;50.032;38.271
5311.207;66.426;50.034;38.272
5312.189;66.464;50.034;38.274
5313.177;66.46;50.032;38.272
5314.152;66.453;50.033;38.272
5315.156;66.436;50.035;38.274
5316.167;66.452;50.034;38.273
5317.183;66.435;50.035;38.272
5318.206;66.426;50.038;38.275
5319.202;66.442;50.034;38.272
5320.203;66.425;50.035;38.273
5321.207;66.425;50.036;38.274
5322.183;66.425;50.037;38.275
5323.194;66.432;50.036;38.274
5324.21;66.419;50.038;38.275
5325.231;66.411;50.036;38.272
5326.222;66.406;50.035;38.271
5327.217;66.406;50.035;38.271
5328.207;66.434;50.034;38.272
5329.198;66.407;50.037;38.273
5330.191;66.401;50.035;38.271
5331.172;66.388;50.036;38.272
5332.171;66.404;50.036;38.273
5333.16;66.401;50.036;38.272
5334.156;66.349;50.037;38.271
5335.164;66.386;50.038;38.273
5336.156;66.38;50.037;38.273
5337.159;66.419;50.035;38.271
5338.162;66.371;50.04;38.274
5339.136;66.327;50.039;38.273
5340.135;66.377;50.038;38.273
5341.139;66.391;50.038;38.272
5342.127;66.372;50.037;38.272
5343.12;66.382;50.037;38.272
5344.123;66.363;50.04;38.274
5345.131;66.362;50.037;38.271
5346.121;66.319;50.037;38.271
5347.116;66.354;50.04;38.274
5348.116;66.381;50.037;38.271
5349.123;66.357;50.041;38.274
5350.114;66.372;50.039;38.272
5351.111;66.372;50.039;38.272
5352.112;66.356;50.041;38.274
5353.126;66.352;50.041;38.274
5354.112;66.389;50.039;38.273
5355.101;66.358;50.04;38.273
5356.099;66.345;50.041;38.272
5357.099;66.352;50.043;38.275
5358.076;66.345;50.041;38.274
5359.058;66.349;50.04;38.273
5360.054;66.343;50.041;38.272
5361.048;66.332;50.044;38.275
5362.046;66.356;50.041;38.273
5363.048;66.337;50.04;38.271
5364.039;66.339;50.041;38.272
5365.035;66.335;50.042;38.273
5366.031;66.339;50.039;38.27
5367.017;66.309;50.042;38.272
5368.01;66.324;50.042;38.273
5369.006;66.327;50.04;38.271
5369.99;66.317;50.041;38.272
5370.987;66.343;50.041;38.272
5371.97;66.329;50.041;38.271
5372.947;66.315;50.043;38.273
5373.94;66.315;50.041;38.27
5374.938;66.247;50.045;38.273
5375.925;66.299;50.044;38.274
5376.925;66.301;50.042;38.271
5377.933;66.317;50.043;38.273
5378.929;66.315;50.045;38.274
5379.929;66.293;50.043;38.272
5380.922;66.294;50.044;38.273
5381.918;66.287;50.044;38.272
5382.899;66.29;50.043;38.273
5383.916;66.281;50.045;38.273
5384.938;66.293;50.043;38.271
5385.959;66.289;50.045;38.273
5386.95;66.255;50.044;38.272
5387.945;66.275;50.046;38.274
5388.95;66.287;50.043;38.271
5389.93;66.238;50.043;38.27
5390.913;66.282;50.043;38.272
5391.931;66.272;50.045;38.272
5392.921;66.247;50.043;38.27
5393.918;66.293;50.045;38.273
5394.914;66.241;50.045;38.272
5395.915;66.249;50.048;38.274
5396.922;66.262;50.048;38.274
5397.922;66.282;50.045;38.271
5398.918;66.295;50.046;38.273
5399.914;66.294;50.043;38.27
5400.922;66.246;50.047;38.273
5401.924;66.273;50.045;38.271
5402.917;66.25;50.046;38.271
5403.921;66.251;50.047;38.273
5404.92;66.202;50.045;38.27
5405.904;66.22;50.046;38.271
5406.894;66.212;50.045;38.27
5407.887;66.235;50.047;38.272
5408.902;66.23;50.048;38.273
5409.904;66.221;50.048;38.272
5410.91;66.246;50.046;38.271
5411.898;66.225;50.048;38.273
5412.894;66.224;50.047;38.272
5413.902;66.238;50.046;38.271
5414.89;66.197;50.047;38.271
5415.899;66.227;50.046;38.27
5416.914;66.18;50.047;38.271
5417.905;66.221;50.049;38.272
5418.913;66.213;50.051;38.274
5419.917;66.186;50.045;38.268
5420.931;66.174;50.05;38.273
5421.947;66.188;50.047;38.27
5422.972;66.198;50.049;38.272
5423.967;66.163;50.046;38.268
5424.963;66.183;50.049;38.272
5425.965;66.192;50.047;38.27
5426.98;66.17;50.049;38.271
5427.976;66.166;50.048;38.27
5428.973;66.155;50.049;38.271
5429.961;66.188;50.049;38.272
5430.963;66.162;50.048;38.271
5431.953;66.157;50.049;38.271
5432.933;66.165;50.049;38.271
5433.932;66.197;50.05;38.273
5434.92;66.198;50.047;38.269
5435.936;66.171;50.048;38.27
5436.923;66.181;50.05;38.272
5437.909;66.156;50.047;38.268
5438.911;66.187;50.05;38.271
5439.92;66.153;50.047;38.268
5440.909;66.158;50.046;38.267
5441.903;66.137;50.049;38.27
5442.904;66.126;50.048;38.268
5443.895;66.116;50.047;38.266
5444.888;66.142;50.048;38.268
5445.894;66.153;50.046;38.267
5446.875;66.164;50.046;38.266
5447.878;66.127;50.048;38.269
5448.881;66.134;50.048;38.268
5449.888;66.136;50.049;38.268
5450.9;66.12;50.048;38.267
5451.902;66.145;50.051;38.27
5452.905;66.191;50.05;38.27
5453.912;66.119;50.05;38.269
5454.89;66.138;50.048;38.268
5455.907;66.113;50.047;38.266
5456.925;66.117;50.05;38.268
5457.914;66.097;50.05;38.267
5458.906;66.137;50.05;38.269
5459.901;66.13;50.05;38.269
5460.898;66.102;50.049;38.267
5461.9;66.118;50.052;38.27
5462.912;66.106;50.051;38.269
5463.907;66.087;50.052;38.269
5464.894;66.063;50.054;38.27
5465.88;66.09;50.054;38.271
5466.879;66.093;50.051;38.268
5467.873;66.105;50.051;38.269
5468.862;66.061;50.053;38.269
5469.844;66.103;50.049;38.267
5470.84;66.107;50.048;38.265
5471.843;66.078;50.053;38.269
5472.839;66.078;50.053;38.269
5473.842;66.085;50.051;38.267
5474.837;66.097;50.052;38.268
5475.841;66.088;50.05;38.265
5476.833;66.072;50.053;38.268
5477.809;66.052;50.055;38.27
5478.815;66.071;50.051;38.267
5479.8;66.08;50.051;38.266
5480.79;66.056;50.054;38.269
5481.787;66.058;50.054;38.269
5482.776;66.049;50.054;38.267
5483.766;66.03;50.054;38.268
5484.759;66.044;50.054;38.269
5485.759;66.048;50.052;38.266
5486.765;66.035;50.054;38.267
5487.748;66.053;50.054;38.269
5488.734;66.063;50.051;38.266
5489.73;66.037;50.053;38.266
5490.726;66.048;50.054;38.268
5491.729;66.039;50.052;38.265
5492.732;66.041;50.055;38.269
5493.746;66.027;50.054;38.267
5494.76;66.043;50.054;38.267
5495.751;66.038;50.054;38.268
5496.744;66.03;50.053;38.266
5497.739;66.021;50.057;38.269
5498.727;66.025;50.055;38.268
5499.716;66.027;50.054;38.267
5500.715;66.011;50.056;38.268
5501.719;66.014;50.056;38.267
5502.7;66.019;50.055;38.267
5503.712;66.018;50.054;38.266
5504.713;65.976;50.058;38.269
5505.731;65.999;50.057;38.268
5506.735;65.987;50.057;38.268
5507.728;66.001;50.055;38.267
5508.725;65.994;50.057;38.267
5509.722;65.975;50.058;38.268
5510.729;66.013;50.057;38.268
5511.714;65.977;50.057;38.268
5512.71;65.996;50.055;38.265
5513.7;66;50.056;38.266
5514.686;65.966;50.06;38.269
5515.683;65.974;50.058;38.267
5516.687;65.943;50.058;38.266
5517.666;65.974;50.059;38.268
5518.653;65.986;50.06;38.269
5519.644;65.942;50.06;38.268
5520.64;65.937;50.059;38.267
5521.641;65.99;50.059;38.268
5522.646;65.942;50.057;38.265
5523.631;65.952;50.06;38.268
5524.65;65.985;50.057;38.266
5525.645;65.951;50.06;38.267
5526.645;65.961;50.061;38.269
5527.648;65.957;50.058;38.266
5528.66;65.941;50.06;38.268
5529.642;65.943;50.061;38.269
5530.628;65.968;50.058;38.267
5531.617;65.944;50.061;38.269
5532.645;65.944;50.061;38.268
5533.641;65.923;50.061;38.268
5534.643;65.925;50.061;38.268
5535.646;65.901;50.062;38.268
5536.647;65.941;50.061;38.267
5537.662;65.93;50.058;38.265
5538.653;65.914;50.063;38.269
5539.654;65.975;50.064;38.269
5540.649;65.903;50.06;38.265
5541.658;65.966;50.058;38.266
5542.644;65.937;50.06;38.266
5543.643;65.921;50.061;38.267
5544.638;65.908;50.062;38.268
5545.639;65.926;50.06;38.265
5546.629;65.942;50.061;38.267
5547.626;65.939;50.06;38.266
5548.635;65.946;50.061;38.267
5549.624;65.918;50.062;38.267
5550.62;65.9;50.061;38.266
5551.62;65.921;50.062;38.266
5552.61;65.869;50.063;38.267
5553.603;65.874;50.064;38.268
5554.606;65.889;50.062;38.266
5555.614;65.879;50.064;38.268
5556.596;65.906;50.061;38.265
5557.585;65.924;50.059;38.263
5558.609;65.877;50.063;38.267
5559.611;65.866;50.061;38.264
5560.617;65.864;50.063;38.266
5561.631;65.886;50.062;38.264
5562.65;65.887;50.062;38.265
5563.649;65.861;50.063;38.265
5564.652;65.867;50.062;38.265
5565.637;65.857;50.064;38.266
5566.631;65.891;50.062;38.265
5567.654;65.865;50.063;38.265
5568.653;65.868;50.063;38.266
5569.653;65.9;50.062;38.264
5570.657;65.842;50.065;38.267
5571.648;65.849;50.065;38.266
5572.638;65.86;50.062;38.264
5573.628;65.863;50.061;38.263
5574.626;65.848;50.064;38.265
5575.628;65.878;50.064;38.266
5576.607;65.843;50.062;38.264
5577.602;65.861;50.064;38.265
5578.627;65.853;50.064;38.265
5579.628;65.839;50.063;38.264
5580.614;65.809;50.065;38.266
5581.614;65.833;50.062;38.263
5582.624;65.888;50.068;38.267
5583.637;65.828;50.062;38.262
5584.627;65.84;50.064;38.264
5585.624;65.831;50.063;38.263
5586.615;65.818;50.062;38.261
5587.634;65.842;50.063;38.263
5588.628;65.819;50.063;38.262
5589.631;65.889;50.068;38.267
5590.635;65.829;50.062;38.261
5591.648;65.858;50.07;38.268
5592.663;65.813;50.062;38.261
5593.682;65.811;50.066;38.265
5594.679;65.821;50.066;38.264
5595.676;65.792;50.066;38.264
5596.678;65.788;50.066;38.263
5597.686;65.771;50.067;38.265
5598.699;65.814;50.063;38.261
5599.715;65.8;50.064;38.263
5600.703;65.795;50.063;38.261
5601.699;65.833;50.068;38.264
5602.694;65.785;50.065;38.263
5603.71;65.802;50.063;38.26
5604.724;65.799;50.064;38.262
5605.705;65.782;50.065;38.262
5606.708;65.762;50.064;38.262
5607.686;65.839;50.068;38.265
5608.681;65.778;50.065;38.261
5609.664;65.775;50.063;38.26
5610.668;65.771;50.065;38.261
5611.681;65.835;50.068;38.264
5612.689;65.775;50.063;38.259
5613.678;65.795;50.065;38.262
5614.657;65.843;50.066;38.262
5615.657;65.755;50.065;38.26
5616.662;65.767;50.065;38.261
5617.646;65.836;50.068;38.263
5618.665;65.821;50.068;38.263
5619.672;65.752;50.063;38.258
5620.679;65.761;50.064;38.26
5621.668;65.753;50.065;38.26
5622.672;65.753;50.064;38.259
5623.677;65.737;50.067;38.262
5624.69;65.754;50.065;38.259
5625.676;65.763;50.063;38.258
5626.678;65.745;50.063;38.258
5627.685;65.742;50.065;38.259
5628.673;65.736;50.066;38.26
5629.663;65.736;50.065;38.258
5630.659;65.738;50.063;38.256
5631.659;65.753;50.064;38.258
5632.666;65.775;50.069;38.261
5633.651;65.74;50.064;38.258
5634.672;65.74;50.064;38.257
5635.667;65.73;50.065;38.258
5636.659;65.739;50.063;38.257
5637.657;65.727;50.061;38.254
5638.656;65.709;50.063;38.256
5639.66;65.733;50.064;38.257
5640.658;65.717;50.063;38.256
5641.649;65.711;50.067;38.259
5642.642;65.708;50.067;38.259
5643.635;65.721;50.064;38.256
5644.622;65.711;50.065;38.257
5645.603;65.771;50.07;38.262
5646.616;65.71;50.066;38.258
5647.612;65.709;50.065;38.257
5648.589;65.712;50.066;38.258
5649.605;65.71;50.063;38.255
5650.586;65.681;50.067;38.257
5651.598;65.698;50.068;38.259
5652.593;65.699;50.067;38.258
5653.595;65.712;50.066;38.257
5654.578;65.673;50.07;38.26
5655.569;65.685;50.068;38.258
5656.573;65.697;50.067;38.258
5657.584;65.695;50.066;38.256
5658.57;65.679;50.067;38.256
5659.563;65.678;50.066;38.256
5660.56;65.703;50.067;38.258
5661.562;65.679;50.067;38.256
5662.54;65.703;50.074;38.262
5663.559;65.672;50.068;38.257
5664.548;65.663;50.068;38.256
5665.544;65.664;50.071;38.259
5666.544;65.682;50.068;38.256
5667.547;65.685;50.068;38.257
5668.557;65.682;50.069;38.257
5669.572;65.685;50.068;38.257
5670.557;65.704;50.076;38.263
5671.578;65.675;50.069;38.257
5672.571;65.672;50.07;38.258
5673.568;65.656;50.069;38.257
5674.559;65.649;50.07;38.257
5675.556;65.642;50.072;38.259
5676.55;65.663;50.068;38.256
5677.551;65.655;50.071;38.258
5678.553;65.651;50.07;38.257
5679.552;65.65;50.069;38.256
5680.566;65.643;50.071;38.257
5681.542;65.626;50.072;38.258
5682.551;65.638;50.069;38.256
5683.544;65.656;50.07;38.257
5684.547;65.642;50.069;38.255
5685.551;65.654;50.071;38.258
5686.562;65.649;50.069;38.255
5687.549;65.623;50.073;38.259
5688.547;65.614;50.071;38.257
5689.543;65.632;50.07;38.256
5690.544;65.641;50.071;38.257
5691.538;65.626;50.074;38.259
5692.509;65.615;50.071;38.256
5693.513;65.6;50.071;38.256
5694.525;65.64;50.072;38.258
5695.521;65.614;50.072;38.256
5696.521;65.596;50.073;38.257
5697.495;65.632;50.072;38.257
5698.507;65.615;50.07;38.254
5699.525;65.601;50.073;38.257
5700.517;65.601;50.072;38.256
5701.512;65.61;50.071;38.255
5702.513;65.603;50.073;38.257
5703.518;65.604;50.072;38.256
5704.528;65.586;50.073;38.257
5705.511;65.615;50.07;38.254
5706.51;65.575;50.072;38.255
5707.51;65.59;50.072;38.256
5708.526;65.583;50.071;38.254
5709.513;65.594;50.075;38.258
5710.502;65.606;50.076;38.259
5711.475;65.573;50.079;38.262
5712.49;65.56;50.074;38.256
5713.47;65.568;50.075;38.257
5714.444;65.569;50.075;38.257
5715.435;65.555;50.075;38.257
5716.436;65.576;50.073;38.255
5717.42;65.579;50.076;38.258
5718.424;65.538;50.076;38.257
5719.415;65.551;50.074;38.255
5720.417;65.545;50.076;38.257
5721.406;65.552;50.077;38.257
5722.394;65.565;50.074;38.254
5723.398;65.556;50.077;38.258
5724.401;65.551;50.076;38.256
5725.383;65.548;50.074;38.254
5726.399;65.563;50.076;38.258
5727.399;65.542;50.074;38.255
5728.402;65.565;50.077;38.257
5729.41;65.545;50.075;38.254
5730.428;65.53;50.078;38.258
5731.42;65.548;50.077;38.257
5732.419;65.526;50.076;38.255
5733.426;65.557;50.077;38.257
5734.408;65.535;50.077;38.256
5735.397;65.543;50.077;38.256
5736.396;65.53;50.077;38.256
5737.398;65.521;50.074;38.253
5738.408;65.547;50.076;38.255
5739.396;65.523;50.078;38.257
5740.383;65.515;50.076;38.254
5741.407;65.497;50.077;38.255
5742.404;65.512;50.075;38.253
5743.406;65.488;50.079;38.257
5744.409;65.501;50.077;38.255
5745.407;65.503;50.075;38.253
5746.402;65.501;50.075;38.253
5747.401;65.512;50.074;38.252
5748.389;65.488;50.075;38.253
5749.389;65.488;50.076;38.253
5750.386;65.505;50.072;38.249
5751.376;65.507;50.074;38.251
5752.38;65.512;50.076;38.253
5753.372;65.506;50.073;38.25
5754.371;65.492;50.076;38.253
5755.366;65.499;50.077;38.254
5756.368;65.483;50.076;38.253
5757.38;65.487;50.077;38.253
5758.368;65.499;50.074;38.251
5759.365;65.499;50.077;38.254
5760.369;65.47;50.08;38.255
5761.381;65.434;50.079;38.253
5762.377;65.501;50.077;38.254
5763.376;65.519;50.073;38.251
5764.388;65.46;50.079;38.255
5765.392;65.488;50.077;38.252
5766.395;65.484;50.078;38.254
5767.375;65.478;50.076;38.251
5768.359;65.443;50.078;38.253
5769.347;65.452;50.076;38.25
5770.342;65.474;50.077;38.252
5771.347;65.44;50.076;38.25
5772.354;65.476;50.074;38.249
5773.367;65.483;50.074;38.249
5774.354;65.44;50.074;38.249
5775.35;65.454;50.074;38.249
5776.346;65.439;50.077;38.251
5777.346;65.457;50.077;38.251
5778.349;65.441;50.079;38.252
5779.354;65.455;50.076;38.249
5780.361;65.451;50.077;38.251
5781.373;65.45;50.077;38.25
5782.388;65.443;50.078;38.251
5783.408;65.447;50.078;38.251
5784.401;65.44;50.079;38.252
5785.395;65.42;50.078;38.25
5786.391;65.416;50.08;38.253
5787.378;65.42;50.081;38.254
5788.376;65.428;50.08;38.252
5789.367;65.433;50.078;38.251
5790.375;65.422;50.082;38.254
5791.366;65.397;50.081;38.251
5792.367;65.402;50.081;38.252
5793.366;65.397;50.082;38.253
5794.374;65.408;50.082;38.253
5795.368;65.432;50.081;38.252
5796.378;65.442;50.079;38.25
5797.369;65.396;50.082;38.253
5798.365;65.395;50.083;38.253
5799.36;65.407;50.084;38.254
5800.345;65.405;50.082;38.253
5801.338;65.422;50.08;38.251
5802.334;65.394;50.079;38.249
5803.336;65.425;50.077;38.248
5804.348;65.401;50.08;38.25
5805.333;65.418;50.077;38.248
5806.325;65.373;50.081;38.251
5807.303;65.39;50.08;38.25
5808.292;65.398;50.081;38.251
5809.285;65.379;50.081;38.251
5810.28;65.391;50.081;38.251
5811.284;65.386;50.082;38.251
5812.291;65.395;50.082;38.251
5813.274;65.387;50.081;38.25
5814.263;65.373;50.083;38.252
5815.255;65.389;50.082;38.251
5816.255;65.375;50.083;38.252
5817.262;65.399;50.082;38.252
5818.271;65.364;50.082;38.25
5819.257;65.358;50.083;38.251
5820.275;65.367;50.083;38.25
5821.295;65.376;50.081;38.249
5822.288;65.362;50.083;38.25
5823.283;65.355;50.083;38.25
5824.28;65.344;50.083;38.25
5825.268;65.357;50.081;38.248
5826.265;65.348;50.082;38.249
5827.266;65.365;50.081;38.248
5828.266;65.356;50.083;38.25
5829.264;65.349;50.085;38.252
5830.269;65.361;50.081;38.247
5831.264;65.367;50.083;38.25
5832.263;65.355;50.084;38.25
5833.247;65.345;50.083;38.248
5834.243;65.343;50.083;38.249
5835.252;65.365;50.084;38.25
5836.248;65.36;50.082;38.249
5837.253;65.362;50.083;38.25
5838.246;65.338;50.083;38.249
5839.247;65.342;50.084;38.249
5840.229;65.338;50.087;38.251
5841.227;65.342;50.084;38.249
5842.226;65.343;50.084;38.248
5843.237;65.328;50.084;38.248
5844.22;65.351;50.082;38.248
5845.208;65.343;50.082;38.246
5846.204;65.333;50.084;38.248
5847.209;65.344;50.083;38.247
5848.226;65.346;50.085;38.25
5849.227;65.33;50.083;38.247
5850.232;65.334;50.086;38.25
5851.212;65.322;50.084;38.248
5852.225;65.33;50.082;38.246
5853.21;65.32;50.085;38.249
5854.201;65.314;50.085;38.248
5855.194;65.302;50.084;38.246
5856.19;65.301;50.085;38.248
5857.204;65.308;50.086;38.248
5858.2;65.314;50.084;38.247
5859.189;65.317;50.085;38.248
5860.169;65.303;50.087;38.249
5861.175;65.307;50.083;38.245
5862.159;65.308;50.083;38.246
5863.15;65.312;50.086;38.248
5864.148;65.296;50.086;38.248
