IDs:;240911_02_240906B_drop;13_b02_DNAJB6_00_130_uM;
Concentration [uM]:;0.13;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
9651.168;62.121;50.105;38.025
9652.166;62.117;50.108;38.029
9653.165;62.11;50.109;38.029
9654.162;62.118;50.106;38.026
9655.134;62.082;50.108;38.027
9656.147;62.102;50.11;38.03
9657.141;62.089;50.107;38.026
9658.138;62.116;50.108;38.029
9659.126;62.116;50.11;38.03
9660.128;62.074;50.109;38.028
9661.128;62.099;50.106;38.027
9662.13;62.102;50.106;38.026
9663.11;62.107;50.107;38.027
9664.099;62.096;50.108;38.028
9665.09;62.123;50.108;38.028
9666.105;62.078;50.11;38.028
9667.099;62.094;50.11;38.03
9668.109;62.098;50.108;38.028
9669.093;62.112;50.107;38.026
9670.081;62.088;50.108;38.027
9671.089;62.116;50.105;38.024
9672.071;62.089;50.108;38.027
9673.062;62.096;50.109;38.029
9674.058;62.103;50.108;38.028
9675.058;62.121;50.106;38.026
9676.063;62.103;50.108;38.028
9677.043;62.088;50.108;38.027
9678.059;62.091;50.108;38.027
9679.079;62.095;50.11;38.029
9680.072;62.108;50.108;38.028
9681.068;62.109;50.105;38.025
9682.074;62.075;50.105;38.024
9683.081;62.102;50.108;38.028
9684.086;62.111;50.106;38.026
9685.086;62.105;50.105;38.024
9686.101;62.072;50.107;38.026
9687.104;62.092;50.111;38.03
9688.1;62.088;50.11;38.029
9689.114;62.09;50.109;38.028
9690.106;62.099;50.109;38.028
9691.104;62.089;50.111;38.029
9692.097;62.085;50.11;38.028
9693.09;62.095;50.111;38.03
9694.088;62.111;50.108;38.027
9695.1;62.07;50.111;38.029
9696.092;62.109;50.111;38.031
9697.089;62.079;50.109;38.027
9698.094;62.085;50.111;38.03
9699.077;62.103;50.109;38.028
9700.069;62.098;50.107;38.027
9701.064;62.093;50.109;38.027
9702.064;62.075;50.11;38.028
9703.05;62.081;50.107;38.025
9704.041;62.095;50.108;38.027
9705.039;62.079;50.11;38.029
9706.046;62.089;50.107;38.026
9707.058;62.08;50.109;38.028
9708.048;62.099;50.108;38.026
9709.041;62.089;50.107;38.026
9710.04;62.09;50.108;38.027
9711.046;62.095;50.107;38.025
9712.056;62.099;50.107;38.026
9713.07;62.108;50.107;38.025
9714.088;62.099;50.107;38.026
9715.081;62.081;50.106;38.024
9716.074;62.075;50.109;38.027
9717.073;62.051;50.109;38.026
9718.077;62.09;50.11;38.028
9719.094;62.094;50.105;38.023
9720.092;62.08;50.105;38.024
9721.089;62.097;50.108;38.027
9722.074;62.091;50.107;38.025
9723.074;62.109;50.106;38.025
9724.055;62.08;50.109;38.027
9725.052;62.087;50.107;38.025
9726.053;62.09;50.107;38.025
9727.045;62.092;50.107;38.025
9728.05;62.067;50.111;38.029
9729.041;62.117;50.102;38.021
9730.044;62.096;50.108;38.026
9731.048;62.069;50.109;38.027
9732.061;62.071;50.106;38.023
9733.049;62.087;50.106;38.025
9734.047;62.094;50.107;38.025
9735.049;62.095;50.108;38.025
9736.036;62.082;50.109;38.026
9737.033;62.064;50.107;38.024
9738.036;62.102;50.108;38.026
9739.044;62.086;50.106;38.024
9740.029;62.079;50.107;38.025
9741.018;62.073;50.108;38.025
9742.01;62.078;50.105;38.023
9743.01;62.079;50.107;38.024
9744.014;62.085;50.108;38.026
9745.025;62.09;50.106;38.024
9746.013;62.07;50.107;38.025
9747.005;62.063;50.109;38.027
9748.007;62.07;50.108;38.025
9749.011;62.06;50.11;38.027
9750.022;62.083;50.107;38.024
9751.042;62.087;50.106;38.023
9752.039;62.077;50.105;38.022
9753.038;62.082;50.107;38.024
9754.04;62.076;50.105;38.022
9755.049;62.056;50.106;38.023
9756.057;62.081;50.104;38.021
9757.052;62.091;50.104;38.021
9758.044;62.083;50.106;38.024
9759.05;62.072;50.107;38.024
9760.043;62.068;50.11;38.028
9761.051;62.06;50.107;38.024
9762.047;62.044;50.106;38.023
9763.053;62.082;50.104;38.022
9764.049;62.089;50.103;38.02
9765.056;62.047;50.106;38.024
9766.07;62.058;50.105;38.022
9767.081;62.059;50.107;38.024
9768.068;62.076;50.106;38.024
9769.062;62.084;50.104;38.022
9770.062;62.069;50.106;38.023
9771.05;62.071;50.105;38.022
9772.047;62.049;50.103;38.02
9773.052;62.093;50.103;38.02
9774.043;62.06;50.104;38.021
9775.034;62.075;50.1;38.018
9776.032;62.064;50.105;38.022
9777.036;62.08;50.097;38.014
9778.017;62.055;50.102;38.019
9779.001;62.062;50.102;38.02
9779.99;62.057;50.103;38.02
9780.987;62.088;50.1;38.017
9781.989;62.068;50.104;38.021
9782.97;62.063;50.101;38.018
9783.956;62.053;50.104;38.021
9784.948;62.057;50.103;38.02
9785.943;62.078;50.102;38.019
9786.944;62.054;50.105;38.022
9787.952;62.067;50.101;38.018
9788.962;62.046;50.105;38.022
9789.974;62.056;50.103;38.019
9790.991;62.052;50.104;38.02
9791.985;62.061;50.102;38.019
9792.96;62.075;50.101;38.018
9793.957;62.048;50.106;38.023
9794.956;62.058;50.104;38.021
9795.954;62.065;50.103;38.02
9796.937;62.075;50.102;38.019
9797.928;62.043;50.102;38.019
9798.933;62.065;50.101;38.018
9799.929;62.045;50.104;38.021
9800.937;62.072;50.099;38.016
9801.934;62.058;50.1;38.016
9802.943;62.059;50.102;38.018
9803.935;62.067;50.1;38.017
9804.936;62.053;50.103;38.019
9805.946;62.066;50.098;38.014
9806.947;62.059;50.1;38.017
9807.933;62.052;50.1;38.017
9808.927;62.033;50.1;38.016
9809.917;62.052;50.1;38.016
9810.922;62.063;50.1;38.017
9811.937;62.057;50.102;38.018
9812.927;62.067;50.1;38.017
9813.922;62.052;50.098;38.014
9814.921;62.053;50.1;38.016
9815.925;62.055;50.098;38.015
9816.907;62.041;50.101;38.016
9817.897;62.035;50.099;38.015
9818.913;62.042;50.099;38.015
9819.924;62.047;50.098;38.015
9820.909;62.065;50.097;38.014
9821.929;62.057;50.099;38.015
9822.92;62.054;50.099;38.016
9823.915;62.056;50.099;38.015
9824.914;62.071;50.099;38.016
9825.921;62.061;50.1;38.017
9826.919;62.044;50.099;38.015
9827.916;62.038;50.099;38.015
9828.904;62.064;50.097;38.013
9829.89;62.046;50.1;38.016
9830.886;62.053;50.099;38.014
9831.875;62.068;50.098;38.014
9832.877;62.039;50.101;38.017
9833.862;62.048;50.097;38.012
9834.857;62.056;50.098;38.014
9835.833;62.056;50.101;38.016
9836.822;62.064;50.1;38.016
9837.818;62.052;50.096;38.012
9838.823;62.068;50.097;38.013
9839.837;62.026;50.099;38.013
9840.833;62.043;50.1;38.015
9841.817;62.045;50.101;38.016
9842.796;62.047;50.1;38.016
9843.779;62.045;50.099;38.015
9844.771;62.039;50.1;38.016
9845.766;62.06;50.097;38.013
9846.769;62.035;50.101;38.016
9847.754;62.043;50.099;38.014
9848.743;62.056;50.096;38.011
9849.739;62.052;50.098;38.014
9850.739;62.04;50.098;38.013
9851.743;62.039;50.096;38.012
9852.756;62.057;50.094;38.01
9853.746;62.012;50.097;38.012
9854.742;62.046;50.094;38.01
9855.743;62.036;50.097;38.013
9856.746;62.039;50.097;38.013
9857.751;62.027;50.099;38.014
9858.759;62.051;50.095;38.01
9859.77;62.044;50.097;38.012
9860.761;62.039;50.095;38.01
9861.752;62.026;50.098;38.013
9862.746;62.044;50.098;38.013
9863.745;62.03;50.096;38.011
9864.748;62.028;50.098;38.013
9865.746;62.041;50.096;38.012
9866.741;62.042;50.096;38.012
9867.738;62.033;50.097;38.013
9868.74;62.025;50.098;38.013
9869.725;62.033;50.094;38.01
9870.725;62.04;50.097;38.012
9871.74;62.029;50.096;38.011
9872.737;62.036;50.097;38.013
9873.733;62.028;50.097;38.012
9874.736;62.024;50.098;38.012
9875.724;62.033;50.095;38.01
9876.719;62.046;50.095;38.011
9877.727;62.044;50.095;38.01
9878.742;62.03;50.095;38.009
9879.74;62.033;50.096;38.01
9880.747;62.049;50.094;38.009
9881.739;62.037;50.095;38.01
9882.735;62.034;50.096;38.012
9883.713;62.039;50.095;38.01
9884.73;62.032;50.095;38.01
9885.723;62.027;50.098;38.012
9886.726;62.044;50.095;38.009
9887.731;62.031;50.095;38.01
9888.747;62.074;50.091;38.008
9889.74;61.974;50.097;38.01
9890.737;62.039;50.095;38.011
9891.742;62.023;50.093;38.008
9892.755;62.047;50.096;38.011
9893.741;62.033;50.095;38.009
9894.739;62.029;50.095;38.008
9895.741;62.027;50.097;38.012
9896.748;62.01;50.095;38.009
9897.758;62.022;50.097;38.012
9898.776;62.031;50.095;38.01
9899.796;62.039;50.092;38.006
9900.788;62.026;50.096;38.01
9901.785;62.032;50.095;38.01
9902.784;62.04;50.092;38.006
9903.785;62.027;50.092;38.007
9904.778;62.008;50.096;38.01
9905.771;62.031;50.092;38.006
9906.775;62.005;50.094;38.009
9907.773;62.027;50.095;38.009
9908.779;62.013;50.095;38.009
9909.768;62.019;50.095;38.008
9910.765;62.037;50.091;38.006
9911.747;62.039;50.091;38.005
9912.738;62.024;50.092;38.006
9913.749;62.013;50.093;38.007
9914.752;62.016;50.093;38.007
9915.734;62.023;50.095;38.009
9916.751;62.02;50.093;38.007
9917.736;62.022;50.091;38.005
9918.719;62.012;50.094;38.008
9919.73;62.014;50.094;38.008
9920.724;62.015;50.095;38.008
9921.722;62.019;50.095;38.008
9922.703;62.02;50.094;38.008
9923.691;62.02;50.093;38.006
9924.684;62.01;50.092;38.006
9925.683;62.017;50.095;38.009
9926.688;62.03;50.09;38.004
9927.672;62.021;50.093;38.007
9928.664;62.022;50.093;38.007
9929.66;62.012;50.093;38.007
9930.661;62.017;50.093;38.007
9931.666;62.029;50.092;38.006
9932.652;62.012;50.094;38.007
9933.64;62.004;50.092;38.006
9934.635;62.031;50.094;38.008
9935.631;62.025;50.091;38.006
9936.63;62.005;50.093;38.006
9937.631;62.006;50.09;38.004
9938.629;61.999;50.091;38.005
9939.622;62.007;50.093;38.007
9940.619;62.01;50.092;38.005
9941.62;61.989;50.092;38.004
9942.623;62.004;50.093;38.006
9943.618;62.029;50.09;38.004
9944.624;62.023;50.093;38.007
9945.626;62.031;50.088;38.002
9946.638;62.016;50.089;38.003
9947.634;62.017;50.092;38.006
9948.645;62.021;50.09;38.004
9949.637;62.007;50.092;38.006
9950.639;62.027;50.09;38.004
9951.648;62.011;50.091;38.004
9952.667;62.01;50.093;38.005
9953.669;62.019;50.093;38.006
9954.677;62.014;50.091;38.004
9955.676;62.01;50.094;38.007
9956.678;62.03;50.087;38.001
9957.69;62.007;50.09;38.003
9958.678;62.011;50.09;38.004
9959.677;62;50.091;38.003
9960.66;61.984;50.089;38.002
9961.65;62.018;50.089;38.002
9962.672;62.007;50.091;38.004
9963.67;62.01;50.09;38.003
9964.674;62.018;50.09;38.003
9965.656;62.014;50.091;38.004
9966.674;62.008;50.091;38.004
9967.671;62.012;50.088;38.001
9968.67;62.008;50.088;38.002
9969.674;62;50.089;38.002
9970.684;62;50.088;38.002
9971.705;61.995;50.088;38.001
9972.698;62.005;50.091;38.004
9973.692;62.01;50.091;38.004
9974.725;61.976;50.093;38.006
9975.729;61.999;50.091;38.003
9976.736;61.997;50.091;38.004
9977.738;62.011;50.088;38.001
9978.73;61.997;50.091;38.004
9979.722;62.01;50.093;38.005
9980.725;62.01;50.088;38.001
9981.74;62.013;50.093;38.005
9982.733;62.005;50.091;38.005
9983.716;61.996;50.091;38.003
9984.706;61.974;50.092;38.003
9985.696;62.002;50.091;38.004
9986.687;62.006;50.092;38.005
9987.677;62.009;50.089;38.002
9988.676;61.99;50.091;38.003
9989.674;61.997;50.092;38.004
9990.68;62.004;50.09;38.002
9991.691;61.996;50.092;38.005
9992.683;62.003;50.089;38.002
9993.687;61.986;50.092;38.004
9994.678;61.989;50.094;38.005
9995.675;61.994;50.091;38.003
9996.654;62.014;50.088;38
9997.664;61.995;50.093;38.005
9998.681;61.997;50.091;38.003
9999.704;61.995;50.091;38.002
10000.7;61.987;50.09;38.003
10001.71;61.985;50.09;38.002
10002.68;61.983;50.09;38.002
10003.7;62.01;50.091;38.003
10004.71;61.996;50.091;38.002
10005.73;61.989;50.09;38.002
10006.73;61.986;50.091;38.003
10007.73;62.008;50.091;38.003
10008.73;61.98;50.091;38.002
10009.74;61.984;50.091;38.003
10010.75;61.982;50.09;38.002
10011.73;61.992;50.088;38
10012.75;61.973;50.093;38.004
10013.74;61.988;50.089;38.001
10014.73;61.982;50.091;38.002
10015.73;61.994;50.091;38.003
10016.73;61.992;50.09;38.002
10017.72;61.994;50.091;38.003
10018.72;62.007;50.089;38.001
10019.71;61.985;50.089;38.001
10020.72;61.988;50.092;38.003
10021.71;62.001;50.091;38.002
10022.72;61.999;50.092;38.004
10023.72;61.993;50.09;38.001
10024.71;61.99;50.089;38
10025.72;61.99;50.092;38.003
10026.7;61.984;50.091;38.003
10027.69;61.979;50.092;38.002
10028.68;61.982;50.09;38.002
10029.67;61.987;50.092;38.004
10030.67;61.989;50.09;38.001
10031.67;61.982;50.088;38
10032.67;61.99;50.092;38.004
10033.65;61.985;50.093;38.004
10034.67;61.997;50.092;38.004
10035.67;61.983;50.091;38.002
10036.65;61.975;50.092;38.003
10037.66;61.98;50.091;38.002
10038.66;61.988;50.09;38.001
10039.64;61.985;50.09;38
10040.63;61.993;50.09;38.001
10041.63;61.997;50.09;38.002
10042.64;61.994;50.089;38
10043.65;61.993;50.09;38.001
10044.64;61.992;50.088;37.999
10045.63;61.989;50.087;37.999
10046.62;61.983;50.091;38.002
10047.62;61.99;50.087;37.998
10048.63;61.985;50.088;37.999
10049.64;61.984;50.09;38.001
10050.63;61.981;50.087;37.998
10051.66;62.001;50.087;37.999
10052.66;61.982;50.089;38
10053.66;61.998;50.087;37.999
10054.66;61.982;50.089;37.999
10055.67;61.981;50.09;38.001
10056.67;61.987;50.089;38
10057.67;61.99;50.092;38.003
10058.67;61.975;50.089;38
10059.66;61.984;50.089;38
10060.64;61.928;50.084;37.994
10061.64;61.973;50.089;37.999
10062.64;61.965;50.088;37.998
10063.63;61.975;50.088;37.999
10064.62;61.975;50.089;38
10065.63;61.961;50.088;37.998
10066.61;61.957;50.087;37.997
10067.61;61.986;50.087;37.998
10068.6;61.961;50.088;37.998
10069.58;61.976;50.087;37.998
10070.59;61.984;50.088;37.999
10071.58;61.983;50.088;37.999
10072.58;61.964;50.088;37.997
10073.56;61.978;50.087;37.998
10074.55;61.975;50.089;38
10075.54;61.969;50.087;37.998
10076.54;61.971;50.085;37.995
10077.55;61.966;50.088;37.999
10078.56;61.978;50.086;37.997
10079.57;61.992;50.087;37.998
10080.56;61.973;50.085;37.996
10081.56;61.955;50.088;37.998
10082.56;61.979;50.086;37.997
10083.57;61.984;50.084;37.995
10084.58;61.972;50.086;37.996
10085.57;61.963;50.087;37.996
10086.56;61.974;50.086;37.996
10087.56;61.976;50.085;37.996
10088.54;61.979;50.084;37.995
10089.53;61.974;50.085;37.995
10090.53;61.967;50.085;37.996
10091.52;61.968;50.086;37.997
10092.5;61.949;50.085;37.994
10093.51;61.973;50.086;37.996
10094.52;61.965;50.084;37.994
10095.51;61.963;50.085;37.995
10096.52;61.957;50.086;37.995
10097.52;61.955;50.086;37.995
10098.53;61.965;50.086;37.996
10099.53;61.97;50.085;37.995
10100.53;61.963;50.085;37.995
10101.52;61.969;50.086;37.996
10102.52;61.971;50.083;37.994
10103.49;61.962;50.085;37.995
10104.5;61.958;50.086;37.996
10105.49;61.964;50.084;37.994
10106.48;61.966;50.084;37.994
10107.48;61.951;50.087;37.996
10108.49;61.959;50.084;37.994
10109.47;61.966;50.083;37.993
10110.46;61.966;50.086;37.996
10111.45;61.971;50.085;37.995
10112.46;61.972;50.083;37.993
10113.47;61.969;50.084;37.994
10114.48;61.964;50.082;37.992
10115.5;61.966;50.084;37.994
10116.49;61.957;50.084;37.993
10117.49;61.956;50.084;37.994
10118.5;61.971;50.08;37.99
10119.5;61.958;50.083;37.994
10120.49;61.952;50.085;37.994
10121.5;61.963;50.082;37.992
10122.49;61.947;50.085;37.994
10123.48;61.968;50.082;37.992
10124.48;61.963;50.082;37.991
10125.48;61.947;50.086;37.995
10126.48;61.948;50.084;37.994
10127.49;61.96;50.085;37.995
10128.49;61.953;50.085;37.994
10129.48;61.951;50.083;37.992
10130.49;61.954;50.085;37.995
10131.49;61.91;50.081;37.989
10132.5;61.94;50.084;37.993
10133.49;61.933;50.084;37.993
10134.47;61.954;50.084;37.993
10135.46;61.918;50.08;37.989
10136.45;61.96;50.082;37.992
10137.46;61.953;50.084;37.993
10138.47;61.95;50.084;37.994
10139.48;61.956;50.084;37.993
10140.47;61.968;50.084;37.993
10141.46;61.941;50.085;37.993
10142.45;61.954;50.085;37.994
10143.45;61.961;50.083;37.992
10144.46;61.95;50.086;37.995
10145.45;61.949;50.083;37.992
10146.45;61.957;50.086;37.995
10147.45;61.955;50.084;37.993
10148.46;61.94;50.086;37.994
10149.44;61.949;50.085;37.994
10150.44;61.951;50.085;37.993
10151.43;61.946;50.085;37.993
10152.44;61.948;50.085;37.994
10153.44;61.94;50.086;37.994
10154.45;61.948;50.086;37.995
10155.44;61.953;50.084;37.994
10156.44;61.955;50.084;37.993
10157.43;61.954;50.085;37.993
10158.44;61.945;50.083;37.992
10159.42;61.946;50.081;37.99
10160.43;61.955;50.084;37.993
10161.43;61.962;50.082;37.991
10162.44;61.941;50.085;37.994
10163.44;61.959;50.084;37.994
10164.44;61.947;50.085;37.994
10165.44;61.952;50.085;37.994
10166.45;61.966;50.084;37.993
10167.43;61.939;50.087;37.995
10168.43;61.953;50.086;37.994
10169.43;61.912;50.081;37.989
10170.44;61.942;50.085;37.994
10171.43;61.947;50.084;37.992
10172.44;61.959;50.083;37.992
10173.44;61.943;50.084;37.992
10174.42;61.949;50.083;37.991
10175.41;61.96;50.086;37.995
10176.41;61.947;50.084;37.992
10177.41;61.939;50.082;37.99
10178.42;61.941;50.084;37.992
10179.43;61.927;50.083;37.991
10180.42;61.941;50.084;37.992
10181.42;61.947;50.082;37.991
10182.42;61.945;50.082;37.991
10183.41;61.938;50.084;37.992
10184.4;61.942;50.084;37.992
10185.4;61.947;50.082;37.99
10186.4;61.935;50.085;37.993
10187.4;61.945;50.083;37.991
10188.41;61.938;50.085;37.993
10189.42;61.949;50.083;37.991
10190.43;61.928;50.085;37.993
10191.42;61.948;50.083;37.992
10192.41;61.938;50.083;37.991
10193.4;61.949;50.084;37.992
10194.4;61.945;50.082;37.99
10195.4;61.949;50.083;37.991
10196.4;61.95;50.081;37.99
10197.4;61.946;50.083;37.99
10198.41;61.935;50.082;37.99
10199.41;61.929;50.082;37.991
10200.39;61.933;50.083;37.99
10201.38;61.936;50.081;37.988
10202.39;61.939;50.082;37.99
10203.38;61.935;50.081;37.989
10204.39;61.943;50.083;37.991
10205.39;61.946;50.08;37.988
10206.37;61.942;50.081;37.989
10207.36;61.925;50.084;37.991
10208.35;61.926;50.083;37.99
10209.36;61.893;50.078;37.985
10210.36;61.933;50.08;37.988
10211.37;61.939;50.081;37.988
10212.36;61.937;50.081;37.988
10213.36;61.943;50.08;37.988
10214.36;61.92;50.079;37.986
10215.37;61.93;50.081;37.988
10216.36;61.937;50.079;37.987
10217.35;61.927;50.079;37.987
10218.35;61.896;50.075;37.982
10219.36;61.931;50.077;37.984
10220.37;61.925;50.08;37.987
10221.36;61.932;50.08;37.988
10222.36;61.925;50.08;37.988
10223.37;61.937;50.081;37.989
10224.37;61.924;50.079;37.987
10225.38;61.931;50.079;37.987
10226.4;61.909;50.08;37.986
10227.39;61.932;50.08;37.988
10228.37;61.923;50.082;37.99
10229.37;61.942;50.079;37.986
10230.36;61.928;50.079;37.986
10231.36;61.928;50.079;37.986
10232.36;61.924;50.079;37.986
10233.36;61.932;50.08;37.987
10234.37;61.925;50.08;37.987
10235.37;61.943;50.079;37.986
10236.37;61.948;50.079;37.987
10237.37;61.939;50.079;37.986
10238.39;61.935;50.082;37.989
10239.38;61.941;50.082;37.99
10240.36;61.933;50.081;37.988
10241.37;61.926;50.082;37.989
10242.38;61.924;50.081;37.987
10243.4;61.952;50.077;37.985
10244.4;61.929;50.08;37.987
10245.39;61.94;50.08;37.987
10246.37;61.921;50.081;37.988
10247.37;61.931;50.08;37.987
10248.37;61.917;50.082;37.988
10249.37;61.922;50.079;37.986
10250.38;61.91;50.081;37.988
10251.39;61.93;50.08;37.987
10252.38;61.918;50.081;37.988
10253.38;61.914;50.081;37.987
10254.38;61.928;50.079;37.986
10255.39;61.925;50.082;37.989
10256.4;61.916;50.081;37.988
10257.42;61.891;50.079;37.985
10258.41;61.925;50.08;37.986
10259.4;61.922;50.081;37.987
10260.4;61.924;50.085;37.991
10261.4;61.926;50.081;37.987
10262.4;61.906;50.084;37.99
10263.39;61.926;50.083;37.99
10264.39;61.917;50.082;37.988
10265.37;61.914;50.082;37.987
10266.37;61.926;50.082;37.989
10267.38;61.912;50.082;37.987
10268.38;61.921;50.082;37.988
10269.39;61.912;50.082;37.988
10270.38;61.926;50.081;37.987
10271.39;61.914;50.085;37.99
10272.39;61.918;50.081;37.987
10273.38;61.937;50.081;37.987
10274.37;61.935;50.082;37.989
10275.35;61.933;50.082;37.988
10276.34;61.91;50.082;37.988
10277.34;61.912;50.084;37.99
10278.35;61.915;50.083;37.989
10279.37;61.925;50.082;37.988
10280.37;61.923;50.081;37.987
10281.37;61.923;50.082;37.988
10282.39;61.915;50.08;37.985
10283.38;61.913;50.082;37.988
10284.38;61.904;50.081;37.987
10285.38;61.91;50.081;37.986
10286.37;61.929;50.082;37.989
10287.38;61.92;50.079;37.985
10288.38;61.927;50.082;37.988
10289.4;61.904;50.081;37.986
10290.38;61.906;50.08;37.985
10291.38;61.911;50.081;37.987
10292.38;61.933;50.078;37.984
10293.36;61.918;50.079;37.985
10294.33;61.919;50.08;37.986
10295.34;61.908;50.083;37.988
10296.32;61.908;50.082;37.987
10297.33;61.908;50.081;37.986
10298.31;61.906;50.08;37.985
10299.31;61.873;50.078;37.984
10300.3;61.92;50.077;37.982
10301.31;61.917;50.081;37.987
10302.31;61.918;50.081;37.986
10303.29;61.924;50.079;37.984
10304.28;61.91;50.08;37.985
10305.28;61.907;50.079;37.984
10306.26;61.907;50.082;37.988
10307.28;61.908;50.081;37.987
10308.27;61.914;50.081;37.987
10309.27;61.904;50.079;37.984
10310.26;61.906;50.082;37.987
10311.27;61.91;50.08;37.985
10312.27;61.904;50.08;37.985
10313.28;61.897;50.082;37.987
10314.28;61.906;50.079;37.984
10315.27;61.895;50.081;37.986
10316.26;61.912;50.079;37.985
10317.25;61.904;50.078;37.983
10318.25;61.902;50.079;37.984
10319.26;61.909;50.08;37.985
10320.27;61.904;50.08;37.985
10321.28;61.916;50.08;37.985
10322.26;61.904;50.078;37.983
10323.25;61.911;50.08;37.985
10324.24;61.867;50.078;37.983
10325.27;61.912;50.077;37.982
10326.26;61.895;50.083;37.987
10327.25;61.895;50.081;37.985
10328.25;61.894;50.079;37.983
10329.24;61.923;50.078;37.983
10330.24;61.899;50.078;37.983
10331.23;61.901;50.079;37.984
10332.23;61.895;50.078;37.983
10333.23;61.903;50.079;37.984
10334.23;61.891;50.079;37.984
10335.22;61.893;50.079;37.984
10336.22;61.859;50.074;37.979
10337.2;61.909;50.075;37.98
10338.2;61.896;50.079;37.984
10339.18;61.889;50.078;37.983
10340.18;61.919;50.077;37.983
10341.17;61.91;50.077;37.983
10342.17;61.898;50.079;37.985
10343.17;61.908;50.078;37.982
10344.18;61.899;50.078;37.984
10345.19;61.899;50.076;37.981
10346.21;61.889;50.079;37.984
10347.21;61.901;50.075;37.98
10348.21;61.907;50.078;37.983
10349.22;61.905;50.077;37.982
10350.23;61.904;50.079;37.984
10351.22;61.894;50.079;37.983
10352.22;61.841;50.073;37.978
10353.22;61.89;50.079;37.983
10354.2;61.913;50.076;37.981
10355.19;61.909;50.074;37.979
10356.18;61.9;50.076;37.98
10357.17;61.897;50.079;37.983
10358.17;61.896;50.077;37.982
10359.17;61.889;50.08;37.984
10360.16;61.896;50.078;37.983
10361.16;61.9;50.076;37.98
10362.13;61.891;50.078;37.983
10363.13;61.901;50.078;37.982
10364.15;61.896;50.078;37.982
10365.16;61.89;50.079;37.984
10366.18;61.898;50.077;37.981
10367.18;61.888;50.08;37.985
10368.19;61.888;50.077;37.982
10369.19;61.906;50.078;37.983
10370.17;61.884;50.08;37.984
10371.17;61.897;50.08;37.984
10372.17;61.893;50.078;37.982
10373.18;61.877;50.077;37.981
10374.18;61.843;50.075;37.979
10375.18;61.894;50.077;37.982
10376.16;61.889;50.077;37.981
10377.15;61.898;50.077;37.982
10378.15;61.879;50.079;37.983
10379.16;61.878;50.078;37.982
10380.14;61.881;50.075;37.979
10381.12;61.885;50.08;37.983
10382.12;61.886;50.078;37.981
10383.11;61.905;50.075;37.98
10384.12;61.892;50.077;37.98
10385.13;61.882;50.076;37.979
10386.12;61.841;50.074;37.977
10387.12;61.876;50.076;37.98
10388.12;61.895;50.076;37.98
10389.13;61.886;50.078;37.982
10390.11;61.882;50.076;37.98
10391.09;61.888;50.077;37.981
10392.08;61.891;50.075;37.979
10393.07;61.883;50.074;37.978
10394.07;61.881;50.078;37.982
10395.06;61.889;50.074;37.978
10396.05;61.895;50.071;37.975
10397.05;61.897;50.071;37.976
10398.04;61.885;50.072;37.977
10399.05;61.906;50.075;37.98
10400.04;61.89;50.074;37.978
10401.04;61.839;50.071;37.975
10402.02;61.883;50.075;37.978
10403.01;61.868;50.076;37.979
10404.01;61.838;50.072;37.975
10405;61.879;50.074;37.978
10405.98;61.886;50.071;37.975
10406.98;61.888;50.072;37.976
10407.97;61.87;50.076;37.979
10408.97;61.883;50.072;37.976
10409.98;61.879;50.074;37.978
10411;61.88;50.071;37.975
10412;61.881;50.074;37.978
10413;61.877;50.074;37.977
10414;61.893;50.077;37.981
10415;61.842;50.072;37.975
10416;61.874;50.071;37.974
10417.01;61.885;50.072;37.975
10418.02;61.838;50.068;37.972
10419.04;61.83;50.068;37.971
10420.03;61.839;50.068;37.971
10421.02;61.835;50.07;37.973
10422.01;61.874;50.072;37.975
10423.01;61.83;50.068;37.971
10424.01;61.893;50.069;37.973
10425;61.843;50.069;37.972
10425.98;61.881;50.07;37.973
10426.97;61.837;50.066;37.969
10427.99;61.884;50.07;37.974
10428.97;61.832;50.068;37.971
10429.95;61.83;50.069;37.972
10430.95;61.844;50.068;37.971
10431.97;61.829;50.067;37.969
10432.97;61.879;50.071;37.975
10433.95;61.828;50.069;37.972
10434.94;61.878;50.07;37.974
10435.92;61.838;50.069;37.972
10436.93;61.876;50.071;37.975
10437.92;61.833;50.069;37.972
10438.91;61.871;50.07;37.973
10439.92;61.832;50.068;37.971
10440.93;61.873;50.071;37.974
10441.95;61.825;50.068;37.97
10442.95;61.818;50.067;37.969
10443.95;61.881;50.073;37.977
10444.93;61.835;50.068;37.971
10445.92;61.823;50.067;37.969
10446.91;61.87;50.072;37.975
10447.89;61.869;50.071;37.974
10448.87;61.868;50.071;37.974
10449.86;61.832;50.067;37.97
10450.86;61.829;50.067;37.97
10451.86;61.868;50.074;37.976
10452.87;61.827;50.068;37.97
10453.87;61.824;50.07;37.972
10454.86;61.817;50.07;37.973
10455.85;61.87;50.069;37.972
10456.84;61.859;50.071;37.973
10457.83;61.836;50.068;37.971
10458.85;61.866;50.069;37.971
10459.87;61.847;50.068;37.971
10460.89;61.832;50.069;37.971
10461.9;61.877;50.069;37.973
10462.9;61.823;50.068;37.971
10463.9;61.867;50.07;37.974
10464.89;61.881;50.067;37.971
10465.87;61.871;50.069;37.972
10466.86;61.825;50.068;37.97
10467.85;61.826;50.069;37.971
10468.84;61.818;50.068;37.97
