IDs:;240718_15_240712K;15_DNAJB6_00_087_uM;
24163.16;60.055;47.159;35.282
24164.15;60.011;47.156;35.278
24165.14;60.006;47.154;35.277
24166.14;60.046;47.159;35.281
24167.15;60.022;47.154;35.277
24168.16;60.044;47.158;35.28
24169.15;60.058;47.157;35.279
24170.13;60.038;47.158;35.28
24171.12;60.059;47.158;35.28
24172.12;60.02;47.154;35.277
24173.12;60.058;47.157;35.28
24174.12;60.044;47.158;35.281
24175.12;60.049;47.157;35.279
24176.12;60.068;47.159;35.282
24177.09;60.065;47.16;35.282
24178.09;60.049;47.159;35.281
24179.09;60.009;47.157;35.279
24180.1;60.052;47.159;35.282
24181.09;60.052;47.156;35.278
24182.1;60.047;47.161;35.283
24183.12;60.063;47.156;35.279
24184.12;60.052;47.158;35.28
24185.13;60.009;47.153;35.276
24186.12;60.004;47.154;35.277
24187.12;60.058;47.156;35.279
24188.11;60.062;47.157;35.28
24189.1;60.022;47.153;35.276
24190.07;60.044;47.158;35.28
24191.08;60.063;47.158;35.28
24192.07;60.051;47.156;35.278
24193.1;60.039;47.159;35.28
24194.11;60.062;47.156;35.279
24195.1;60.036;47.155;35.277
24196.09;60.042;47.157;35.279
24197.09;60.021;47.153;35.277
24198.08;60.004;47.151;35.274
24199.09;60.046;47.157;35.28
24200.1;60.043;47.155;35.277
24201.08;60.04;47.158;35.28
24202.07;60.073;47.156;35.279
24203.06;60.042;47.157;35.279
24204.05;60.042;47.156;35.278
24205.05;60.046;47.155;35.278
24206.04;60.05;47.157;35.278
24207.05;60.059;47.156;35.278
24208.03;60.038;47.156;35.278
24209.04;60.052;47.153;35.275
24210.02;60.041;47.155;35.277
24211.02;60.034;47.155;35.277
24212;60.048;47.155;35.277
24212.99;60.053;47.153;35.275
24213.98;60.061;47.154;35.276
24214.98;60.043;47.154;35.277
24215.97;60.041;47.155;35.277
24216.97;59.999;47.151;35.274
24217.96;60.05;47.155;35.277
24218.97;59.998;47.15;35.273
24219.96;60.059;47.155;35.277
24220.96;60.014;47.151;35.274
24221.96;60.031;47.153;35.275
24222.97;60.032;47.155;35.277
24223.97;60.028;47.156;35.277
24224.97;60.01;47.151;35.274
24225.95;60.016;47.149;35.272
24226.94;60.041;47.154;35.276
24227.94;60.05;47.154;35.277
24228.94;60.034;47.154;35.276
24229.94;60.057;47.153;35.275
24230.94;60.018;47.151;35.274
24231.95;60.042;47.152;35.274
24232.96;60.019;47.15;35.273
24233.96;59.994;47.149;35.271
24234.95;60.033;47.154;35.276
24235.95;60.05;47.152;35.274
24236.96;60.042;47.155;35.277
24237.98;60.049;47.153;35.274
24238.97;60.023;47.153;35.275
24239.97;60.044;47.153;35.275
24240.97;60.018;47.149;35.271
24241.97;60.056;47.153;35.275
24242.97;60.058;47.152;35.274
24243.97;60.008;47.15;35.273
24244.98;60.046;47.153;35.276
24245.97;60.046;47.153;35.275
24246.97;60.067;47.151;35.273
24247.95;60.008;47.149;35.272
24248.95;60.033;47.151;35.273
24249.96;60.06;47.152;35.275
24250.97;60.033;47.151;35.273
24251.96;60.018;47.148;35.272
24252.97;60.04;47.151;35.273
24253.96;60.031;47.154;35.276
24254.94;60.045;47.153;35.276
24255.94;60.047;47.151;35.273
24256.94;60.049;47.152;35.274
24257.93;60.052;47.153;35.275
24258.92;60.023;47.149;35.273
24259.92;60.029;47.15;35.272
24260.93;60.026;47.153;35.274
24261.92;59.998;47.147;35.269
24262.92;60.067;47.152;35.274
24263.92;60.044;47.153;35.275
24264.9;59.998;47.148;35.271
24265.92;59.999;47.15;35.272
24266.94;60.031;47.155;35.277
24267.93;60.047;47.154;35.276
24268.94;59.991;47.151;35.273
24269.94;60.045;47.153;35.275
24270.92;60.005;47.152;35.275
24271.93;60.011;47.151;35.273
24272.95;59.992;47.151;35.273
24273.94;60.044;47.154;35.276
24274.93;60.044;47.154;35.276
24275.93;60.033;47.153;35.274
24276.93;60.034;47.154;35.276
24277.94;60.04;47.152;35.274
24278.93;60.041;47.153;35.275
24279.9;60.05;47.153;35.275
24280.91;60.014;47.15;35.272
24281.89;60.041;47.153;35.275
24282.88;60.032;47.153;35.274
24283.89;60.011;47.15;35.273
24284.89;60.027;47.15;35.272
24285.9;60.041;47.155;35.276
24286.89;59.994;47.146;35.268
24287.88;60.013;47.15;35.272
24288.88;60.051;47.151;35.274
24289.87;60.04;47.15;35.272
24290.87;60.024;47.153;35.274
24291.89;60.051;47.152;35.274
24292.89;60.041;47.154;35.275
24293.89;60.053;47.152;35.274
24294.9;60.045;47.152;35.273
24295.92;60.043;47.149;35.27
24296.93;60.052;47.152;35.274
24297.92;60.046;47.149;35.27
24298.92;59.999;47.149;35.27
24299.91;60.038;47.152;35.274
24300.91;60.037;47.15;35.271
24301.91;60;47.147;35.269
24302.92;60.061;47.149;35.271
24303.92;60.03;47.151;35.272
24304.92;60.045;47.15;35.272
24305.91;60.043;47.149;35.271
24306.89;60.001;47.146;35.268
24307.88;60.04;47.15;35.272
24308.89;60.05;47.148;35.27
24309.88;60.039;47.148;35.27
24310.89;60.027;47.149;35.271
24311.88;60.027;47.147;35.268
24312.88;60.039;47.149;35.271
24313.86;60.057;47.148;35.27
24314.87;60.047;47.145;35.267
24315.88;60.036;47.148;35.27
24316.87;60.042;47.146;35.268
24317.89;60.001;47.146;35.268
24318.88;60.03;47.147;35.268
24319.88;60.025;47.147;35.269
24320.89;60.025;47.144;35.266
24321.87;60.037;47.143;35.266
24322.87;60.046;47.145;35.267
24323.86;60.006;47.142;35.265
24324.87;59.989;47.141;35.264
24325.87;60.031;47.145;35.267
24326.86;60.023;47.145;35.267
24327.85;60.034;47.144;35.266
24328.86;60.049;47.142;35.265
24329.86;60.007;47.142;35.265
24330.87;60.003;47.141;35.264
24331.88;60.037;47.145;35.268
24332.88;60.047;47.144;35.267
24333.87;60.027;47.142;35.263
24334.87;60.036;47.145;35.267
24335.87;60.021;47.143;35.265
24336.87;60.028;47.143;35.265
24337.86;60.03;47.145;35.267
24338.86;60.022;47.142;35.263
24339.85;59.997;47.138;35.261
24340.83;60.026;47.144;35.265
24341.83;60.043;47.144;35.266
24342.82;60.037;47.143;35.265
24343.82;59.99;47.141;35.263
24344.81;59.991;47.141;35.264
24345.82;60.028;47.142;35.264
24346.8;60.014;47.142;35.264
24347.79;60.041;47.143;35.265
24348.8;60.026;47.143;35.264
24349.79;60.042;47.144;35.267
24350.79;60.006;47.143;35.264
24351.81;59.998;47.139;35.262
24352.82;60.028;47.142;35.264
24353.82;60.012;47.144;35.266
24354.81;60.029;47.143;35.265
24355.8;60.023;47.142;35.264
24356.8;60.025;47.144;35.266
24357.78;60.025;47.144;35.267
24358.79;60.037;47.143;35.265
24359.81;59.988;47.139;35.262
24360.8;60.014;47.141;35.263
24361.79;60.024;47.143;35.265
24362.79;60.03;47.141;35.264
24363.8;60.019;47.141;35.263
24364.8;60.039;47.141;35.264
24365.82;60.037;47.141;35.264
24366.8;60.033;47.142;35.264
24367.79;60.029;47.142;35.263
24368.8;60.038;47.142;35.264
24369.78;60.034;47.143;35.265
24370.79;60.029;47.14;35.262
24371.79;60.039;47.141;35.263
24372.8;60.019;47.138;35.26
24373.78;60.01;47.141;35.262
24374.78;60.022;47.14;35.262
24375.77;60.029;47.14;35.262
24376.75;60.03;47.14;35.261
24377.75;60.022;47.141;35.263
24378.75;60.028;47.14;35.262
24379.75;60.02;47.139;35.261
24380.74;60.026;47.14;35.262
24381.72;60.034;47.14;35.263
24382.72;60.024;47.139;35.26
24383.72;59.989;47.137;35.26
24384.72;59.979;47.136;35.258
24385.74;60.053;47.141;35.263
24386.72;59.979;47.138;35.26
24387.71;60.013;47.139;35.261
24388.71;60.034;47.14;35.262
24389.71;59.993;47.137;35.259
24390.69;59.979;47.134;35.256
24391.68;60.018;47.14;35.261
24392.68;60.025;47.139;35.261
24393.68;60.027;47.138;35.26
24394.68;60.029;47.14;35.262
24395.65;60.02;47.139;35.261
24396.66;60.013;47.137;35.259
24397.67;60.021;47.14;35.262
24398.67;60.016;47.138;35.26
24399.67;60.025;47.138;35.261
24400.68;60.029;47.139;35.261
24401.67;60.029;47.139;35.261
24402.67;60.028;47.138;35.261
24403.68;60.019;47.138;35.259
24404.69;60.035;47.138;35.26
24405.69;59.986;47.133;35.256
24406.69;60.03;47.139;35.261
24407.69;60.005;47.138;35.26
24408.7;60.025;47.138;35.261
24409.71;60.011;47.135;35.257
24410.73;60.018;47.138;35.26
24411.73;59.974;47.133;35.255
24412.74;60.019;47.138;35.26
24413.75;60.034;47.136;35.258
24414.74;60.019;47.138;35.259
24415.75;60.022;47.135;35.257
24416.73;60.027;47.136;35.258
24417.74;60.023;47.137;35.259
24418.76;60.025;47.136;35.258
24419.76;60.007;47.135;35.257
24420.76;60.017;47.136;35.258
24421.75;60.011;47.135;35.257
24422.74;60.015;47.136;35.257
24423.73;60.015;47.135;35.257
24424.73;60.014;47.137;35.258
24425.73;60.013;47.135;35.257
24426.72;60.018;47.134;35.256
24427.73;60.019;47.135;35.257
24428.72;60.015;47.133;35.255
24429.72;60.018;47.135;35.257
24430.72;60.027;47.133;35.255
24431.72;60.015;47.135;35.257
24432.72;60.015;47.136;35.258
24433.71;60.014;47.135;35.257
24434.69;60.02;47.134;35.256
24435.67;60.023;47.135;35.257
24436.66;60.007;47.134;35.256
24437.66;60.03;47.134;35.257
24438.66;60.036;47.135;35.257
24439.66;60.035;47.134;35.256
24440.65;59.997;47.133;35.255
24441.64;60.004;47.135;35.257
24442.63;60.016;47.133;35.255
24443.64;60.016;47.132;35.254
24444.64;60.018;47.134;35.256
24445.64;60.009;47.133;35.255
24446.64;60.022;47.134;35.256
24447.64;60.01;47.134;35.256
24448.63;60.008;47.132;35.254
24449.64;60.011;47.134;35.256
24450.65;60.013;47.132;35.254
24451.63;60.015;47.133;35.255
24452.62;59.978;47.13;35.253
24453.62;60.013;47.133;35.255
24454.62;60.017;47.132;35.254
24455.63;60.004;47.133;35.254
24456.61;60.019;47.131;35.253
24457.61;60.017;47.13;35.252
24458.62;60.012;47.129;35.251
24459.62;60.012;47.131;35.253
24460.63;60.002;47.131;35.253
24461.61;59.962;47.126;35.248
24462.6;60.012;47.13;35.252
24463.59;60.005;47.132;35.254
24464.59;60.004;47.131;35.253
24465.58;59.993;47.131;35.253
24466.58;60.015;47.132;35.254
24467.59;59.999;47.131;35.252
24468.6;60.003;47.13;35.252
24469.61;59.969;47.127;35.249
24470.61;60.015;47.131;35.253
24471.62;60.005;47.13;35.252
24472.61;60.012;47.131;35.253
24473.61;60.017;47.13;35.252
24474.6;60.01;47.13;35.252
24475.59;59.999;47.129;35.252
24476.57;60.007;47.132;35.253
24477.57;60.006;47.13;35.252
24478.55;60.003;47.129;35.251
24479.54;59.981;47.127;35.249
24480.54;60.014;47.131;35.253
24481.54;59.996;47.13;35.252
24482.54;60.008;47.131;35.253
24483.54;59.998;47.129;35.251
24484.54;60.003;47.133;35.254
24485.55;60.002;47.129;35.251
24486.57;60.018;47.131;35.253
24487.56;60.005;47.13;35.251
24488.56;59.985;47.128;35.25
24489.55;60.01;47.131;35.253
24490.54;59.959;47.127;35.248
24491.55;60.012;47.129;35.252
24492.55;60.007;47.128;35.249
24493.53;60.002;47.129;35.251
24494.52;60.017;47.128;35.25
24495.51;60.016;47.13;35.252
24496.51;60.012;47.129;35.251
24497.52;60.011;47.132;35.254
24498.52;60.005;47.13;35.252
24499.51;60;47.129;35.25
24500.49;60.009;47.132;35.253
24501.49;59.975;47.128;35.251
24502.48;60.004;47.13;35.251
24503.47;59.994;47.13;35.252
24504.45;60.007;47.131;35.253
24505.45;60.003;47.13;35.251
24506.46;59.998;47.13;35.252
24507.47;59.988;47.13;35.251
24508.47;60.007;47.129;35.251
24509.46;60;47.129;35.251
24510.44;60;47.13;35.252
24511.43;60.005;47.129;35.25
24512.44;60.003;47.13;35.252
24513.44;60.009;47.129;35.25
24514.42;60.009;47.128;35.249
24515.42;59.997;47.131;35.252
24516.41;59.999;47.131;35.253
24517.4;60.002;47.129;35.25
24518.4;60.015;47.13;35.252
24519.41;60;47.127;35.249
24520.4;60.003;47.129;35.25
24521.41;59.995;47.128;35.249
24522.41;59.993;47.129;35.25
24523.4;59.987;47.127;35.249
24524.39;60.015;47.129;35.25
24525.39;60.009;47.128;35.25
24526.38;59.996;47.127;35.249
24527.37;59.987;47.128;35.249
24528.36;59.991;47.125;35.247
24529.36;60.005;47.129;35.25
24530.36;59.994;47.125;35.247
24531.35;59.993;47.127;35.248
24532.38;59.98;47.127;35.248
24533.37;60.006;47.129;35.251
24534.37;60.008;47.127;35.248
24535.35;59.998;47.126;35.247
24536.37;60.001;47.127;35.249
24537.36;60.003;47.127;35.248
24538.35;60.008;47.125;35.247
24539.33;59.982;47.125;35.247
24540.31;60.008;47.127;35.249
24541.3;59.995;47.127;35.249
24542.3;59.981;47.127;35.248
24543.29;59.995;47.126;35.247
24544.26;59.969;47.123;35.245
24545.27;60.002;47.126;35.247
24546.26;59.998;47.124;35.245
24547.25;59.986;47.126;35.248
24548.24;59.991;47.125;35.247
24549.26;59.999;47.125;35.246
24550.25;59.992;47.127;35.248
24551.24;59.998;47.124;35.246
24552.24;59.985;47.124;35.246
24553.24;59.989;47.123;35.245
24554.24;59.999;47.122;35.243
24555.22;59.974;47.121;35.243
24556.21;59.998;47.123;35.245
24557.2;59.987;47.123;35.245
24558.2;59.994;47.122;35.243
24559.21;59.999;47.124;35.245
24560.23;60.003;47.123;35.245
24561.22;59.978;47.123;35.245
24562.22;59.996;47.122;35.243
24563.23;59.996;47.122;35.244
24564.23;59.992;47.12;35.242
24565.22;59.981;47.121;35.242
24566.24;59.99;47.122;35.243
24567.24;59.973;47.122;35.243
24568.24;60.005;47.122;35.244
24569.23;59.979;47.123;35.244
24570.23;59.982;47.121;35.243
24571.24;59.991;47.119;35.241
24572.23;59.993;47.122;35.244
24573.24;60;47.121;35.243
24574.24;59.999;47.119;35.241
24575.23;59.981;47.122;35.243
24576.22;59.982;47.122;35.243
24577.21;59.998;47.12;35.242
24578.21;59.989;47.12;35.242
24579.2;59.998;47.12;35.243
24580.21;59.988;47.119;35.24
24581.21;59.991;47.12;35.242
24582.21;59.981;47.118;35.24
24583.21;59.987;47.121;35.242
24584.22;59.987;47.119;35.24
24585.21;59.986;47.12;35.242
24586.21;59.986;47.119;35.24
24587.21;59.988;47.118;35.24
24588.22;59.99;47.119;35.241
24589.21;59.975;47.117;35.239
24590.21;59.987;47.118;35.24
24591.22;59.992;47.116;35.238
24592.2;59.989;47.116;35.237
24593.19;59.989;47.117;35.239
24594.18;59.988;47.118;35.24
24595.18;59.968;47.114;35.236
24596.19;59.991;47.118;35.24
24597.17;59.969;47.118;35.24
24598.17;59.984;47.117;35.238
24599.19;59.984;47.119;35.241
24600.19;59.974;47.119;35.24
24601.18;59.994;47.12;35.242
24602.18;59.981;47.118;35.24
24603.18;59.987;47.118;35.24
24604.19;59.991;47.119;35.24
24605.18;59.988;47.118;35.239
24606.19;59.984;47.12;35.241
24607.2;59.992;47.118;35.24
24608.18;59.99;47.12;35.242
24609.19;59.994;47.118;35.24
24610.19;59.994;47.118;35.24
24611.18;59.991;47.117;35.239
24612.19;59.973;47.116;35.238
24613.19;59.99;47.119;35.24
24614.2;59.985;47.117;35.238
24615.21;59.986;47.117;35.239
24616.19;59.979;47.116;35.238
24617.18;59.941;47.112;35.234
24618.18;59.976;47.118;35.239
24619.16;59.983;47.117;35.238
24620.16;59.985;47.114;35.236
24621.16;59.979;47.115;35.237
24622.16;59.994;47.114;35.236
24623.18;59.981;47.116;35.237
24624.16;59.985;47.114;35.235
24625.15;59.98;47.115;35.236
24626.17;59.965;47.115;35.237
24627.17;59.97;47.114;35.235
24628.18;59.992;47.114;35.237
24629.19;59.964;47.111;35.233
24630.17;59.988;47.114;35.236
24631.18;59.982;47.112;35.233
24632.2;59.982;47.113;35.235
24633.2;59.979;47.112;35.234
24634.19;59.972;47.11;35.232
24635.19;59.98;47.111;35.233
24636.2;59.929;47.106;35.228
24637.21;59.97;47.109;35.231
24638.21;59.971;47.11;35.232
24639.21;59.972;47.11;35.232
24640.21;59.969;47.109;35.231
24641.22;59.978;47.111;35.232
24642.23;59.978;47.109;35.23
24643.24;59.975;47.111;35.232
24644.22;59.979;47.111;35.232
24645.21;59.978;47.109;35.231
24646.2;59.96;47.11;35.232
24647.2;59.98;47.111;35.233
24648.21;59.97;47.11;35.232
24649.22;59.972;47.111;35.232
24650.23;59.966;47.112;35.233
24651.23;59.961;47.11;35.231
24652.24;59.958;47.111;35.232
24653.26;59.977;47.109;35.23
24654.26;59.976;47.111;35.232
24655.26;59.966;47.108;35.23
24656.27;59.972;47.11;35.232
24657.29;59.967;47.108;35.228
24658.28;59.964;47.109;35.231
24659.28;59.966;47.107;35.229
24660.29;59.967;47.11;35.231
24661.3;59.963;47.108;35.229
24662.32;59.97;47.108;35.23
24663.3;59.95;47.107;35.229
24664.29;59.97;47.106;35.228
24665.29;59.971;47.11;35.231
24666.29;59.967;47.107;35.228
24667.3;59.97;47.108;35.23
24668.28;59.976;47.108;35.23
24669.28;59.967;47.106;35.228
24670.27;59.963;47.107;35.228
24671.29;59.967;47.106;35.227
24672.28;59.953;47.106;35.227
24673.27;59.956;47.106;35.228
24674.27;59.957;47.105;35.226
24675.26;59.953;47.106;35.227
24676.28;59.972;47.105;35.226
24677.29;59.96;47.105;35.227
24678.26;59.959;47.106;35.228
24679.27;59.959;47.103;35.225
24680.26;59.963;47.104;35.226
24681.26;59.959;47.104;35.226
24682.25;59.971;47.103;35.225
24683.24;59.965;47.101;35.222
24684.24;59.97;47.102;35.224
24685.23;59.964;47.104;35.226
24686.22;59.951;47.101;35.223
24687.21;59.957;47.102;35.224
24688.22;59.967;47.102;35.224
24689.23;59.968;47.102;35.224
24690.25;59.946;47.101;35.222
24691.24;59.951;47.101;35.223
24692.23;59.954;47.1;35.222
24693.23;59.968;47.099;35.221
24694.24;59.96;47.1;35.222
24695.24;59.956;47.099;35.221
24696.25;59.964;47.1;35.222
24697.25;59.968;47.099;35.221
24698.24;59.977;47.101;35.223
24699.23;59.958;47.101;35.223
24700.24;59.954;47.099;35.221
24701.24;59.951;47.1;35.222
24702.22;59.956;47.1;35.222
24703.22;59.955;47.1;35.221
24704.22;59.962;47.099;35.222
24705.22;59.942;47.097;35.218
24706.22;59.954;47.099;35.221
24707.23;59.966;47.099;35.221
24708.24;59.965;47.098;35.22
24709.24;59.955;47.099;35.221
24710.22;59.957;47.097;35.22
24711.22;59.945;47.098;35.22
24712.2;59.955;47.099;35.221
24713.19;59.948;47.097;35.218
24714.19;59.962;47.098;35.22
24715.18;59.943;47.099;35.221
24716.18;59.952;47.097;35.219
24717.18;59.967;47.098;35.221
24718.2;59.944;47.098;35.22
24719.2;59.962;47.098;35.221
24720.2;59.948;47.097;35.22
24721.19;59.958;47.097;35.219
24722.19;59.956;47.099;35.221
24723.2;59.963;47.095;35.218
24724.19;59.954;47.098;35.22
24725.2;59.943;47.099;35.221
24726.21;59.953;47.097;35.22
24727.19;59.938;47.098;35.22
24728.17;59.964;47.097;35.219
24729.16;59.961;47.097;35.219
24730.17;59.963;47.097;35.219
24731.18;59.95;47.095;35.217
24732.19;59.943;47.097;35.219
24733.18;59.947;47.094;35.217
24734.17;59.94;47.093;35.215
24735.17;59.951;47.096;35.218
24736.17;59.946;47.096;35.217
24737.17;59.948;47.098;35.219
24738.16;59.951;47.099;35.22
24739.17;59.947;47.098;35.219
24740.16;59.947;47.097;35.219
24741.14;59.951;47.097;35.219
24742.14;59.941;47.092;35.214
24743.15;59.952;47.094;35.217
24744.15;59.949;47.095;35.216
24745.15;59.946;47.095;35.218
24746.14;59.943;47.095;35.217
24747.15;59.947;47.094;35.216
24748.13;59.946;47.095;35.218
24749.16;59.958;47.094;35.216
24750.16;59.95;47.096;35.218
24751.17;59.952;47.093;35.215
24752.18;59.941;47.096;35.218
24753.18;59.933;47.093;35.214
24754.16;59.941;47.093;35.215
24755.15;59.943;47.096;35.218
24756.14;59.948;47.094;35.216
24757.15;59.953;47.096;35.218
24758.13;59.953;47.095;35.217
24759.14;59.95;47.093;35.215
24760.13;59.937;47.097;35.219
24761.12;59.96;47.096;35.218
24762.12;59.947;47.094;35.215
24763.11;59.969;47.094;35.217
24764.12;59.96;47.093;35.216
24765.12;59.945;47.096;35.217
24766.11;59.938;47.096;35.218
24767.11;59.938;47.095;35.216
24768.11;59.94;47.096;35.218
24769.1;59.936;47.096;35.218
24770.1;59.946;47.094;35.216
24771.11;59.964;47.095;35.218
24772.1;59.944;47.094;35.216
24773.09;59.948;47.094;35.215
24774.09;59.932;47.096;35.218
24775.09;59.937;47.095;35.216
24776.07;59.937;47.094;35.215
24777.07;59.949;47.097;35.219
24778.08;59.94;47.094;35.216
24779.06;59.957;47.094;35.216
24780.05;59.947;47.097;35.218
24781.03;59.948;47.096;35.218
24782.03;59.943;47.096;35.218
24783.03;59.942;47.096;35.218
24784.04;59.938;47.097;35.219
24785.02;59.956;47.094;35.216
24786;59.952;47.095;35.217
24787;59.946;47.096;35.217
24788;59.943;47.095;35.216
24789;59.943;47.095;35.217
24789.98;59.946;47.096;35.218
24790.97;59.94;47.095;35.217
24791.96;59.948;47.094;35.215
24792.95;59.943;47.093;35.215
24793.95;59.947;47.095;35.217
24794.95;59.948;47.093;35.214
24795.96;59.939;47.094;35.216
24796.96;59.949;47.092;35.214
24797.95;59.941;47.094;35.216
24798.96;59.937;47.093;35.214
24799.95;59.935;47.093;35.215
24800.95;59.933;47.095;35.217
24801.96;59.928;47.093;35.214
24802.96;59.937;47.094;35.215
24803.94;59.936;47.094;35.216
24804.96;59.944;47.092;35.214
24805.97;59.943;47.092;35.214
24806.96;59.933;47.091;35.213
24807.96;59.938;47.095;35.216
24808.97;59.927;47.091;35.212
24809.95;59.944;47.093;35.215
24810.95;59.943;47.093;35.215
24811.96;59.933;47.093;35.214
24812.94;59.944;47.096;35.217
24813.93;59.952;47.093;35.216
24814.93;59.942;47.092;35.213
24815.94;59.946;47.093;35.215
24816.92;59.93;47.094;35.215
24817.92;59.943;47.093;35.214
24818.92;59.946;47.093;35.215
24819.91;59.948;47.093;35.214
24820.9;59.94;47.092;35.214
24821.9;59.944;47.093;35.215
24822.91;59.927;47.092;35.213
24823.91;59.928;47.095;35.216
24824.93;59.935;47.093;35.214
24825.91;59.938;47.093;35.215
24826.9;59.928;47.094;35.216
24827.89;59.924;47.091;35.213
24828.89;59.94;47.093;35.214
24829.89;59.948;47.094;35.216
24830.89;59.933;47.093;35.214
24831.88;59.947;47.094;35.216
24832.88;59.925;47.094;35.215
24833.88;59.943;47.094;35.216
24834.86;59.929;47.093;35.214
24835.85;59.938;47.095;35.216
24836.86;59.934;47.093;35.214
24837.86;59.937;47.095;35.216
24838.85;59.932;47.093;35.215
24839.85;59.938;47.093;35.214
24840.83;59.938;47.094;35.215
24841.83;59.942;47.095;35.217
24842.83;59.939;47.094;35.215
24843.82;59.94;47.093;35.215
24844.81;59.937;47.093;35.215
24845.81;59.925;47.091;35.212
24846.82;59.94;47.092;35.214
24847.84;59.928;47.093;35.215
24848.83;59.935;47.092;35.214
24849.83;59.923;47.09;35.212
24850.82;59.936;47.092;35.213
24851.82;59.912;47.092;35.213
24852.82;59.938;47.092;35.213
24853.83;59.929;47.092;35.214
24854.82;59.925;47.09;35.211
24855.81;59.925;47.09;35.211
24856.8;59.934;47.092;35.213
24857.8;59.928;47.091;35.211
24858.81;59.942;47.09;35.212
24859.82;59.93;47.09;35.212
24860.81;59.945;47.089;35.21
24861.8;59.928;47.091;35.212
24862.8;59.933;47.09;35.211
24863.8;59.938;47.09;35.211
24864.81;59.93;47.088;35.209
24865.81;59.925;47.09;35.211
24866.81;59.937;47.088;35.21
24867.81;59.94;47.087;35.209
24868.8;59.935;47.09;35.212
24869.79;59.918;47.089;35.211
24870.8;59.935;47.09;35.211
24871.79;59.924;47.09;35.211
24872.79;59.917;47.086;35.208
24873.76;59.935;47.087;35.209
24874.76;59.933;47.088;35.21
24875.76;59.927;47.089;35.21
24876.77;59.928;47.087;35.208
24877.76;59.929;47.088;35.21
24878.76;59.931;47.088;35.21
24879.76;59.929;47.089;35.21
24880.77;59.932;47.088;35.209
24881.76;59.921;47.086;35.207
24882.75;59.927;47.089;35.21
24883.75;59.922;47.088;35.21
24884.75;59.932;47.088;35.209
24885.76;59.887;47.084;35.206
24886.77;59.931;47.086;35.207
24887.76;59.926;47.088;35.209
24888.74;59.918;47.088;35.209
24889.74;59.924;47.084;35.206
24890.74;59.92;47.086;35.208
24891.74;59.92;47.084;35.205
24892.75;59.929;47.087;35.209
24893.74;59.931;47.085;35.207
24894.74;59.926;47.085;35.207
24895.72;59.943;47.086;35.208
24896.7;59.931;47.086;35.208
24897.68;59.924;47.086;35.208
24898.7;59.891;47.081;35.203
24899.7;59.926;47.084;35.206
24900.69;59.916;47.083;35.205
24901.67;59.925;47.085;35.206
24902.66;59.924;47.085;35.206
24903.68;59.919;47.083;35.204
24904.67;59.913;47.083;35.204
24905.66;59.917;47.083;35.205
24906.66;59.938;47.081;35.203
24907.64;59.919;47.081;35.203
24908.65;59.93;47.082;35.204
24909.64;59.906;47.08;35.202
24910.64;59.915;47.082;35.204
24911.62;59.927;47.084;35.206
24912.63;59.933;47.083;35.204
24913.63;59.926;47.084;35.206
24914.64;59.922;47.083;35.204
24915.65;59.922;47.084;35.206
24916.63;59.909;47.083;35.204
24917.63;59.92;47.081;35.203
24918.63;59.923;47.082;35.204
24919.63;59.916;47.081;35.202
24920.64;59.909;47.082;35.204
24921.65;59.921;47.081;35.203
24922.64;59.922;47.081;35.203
24923.63;59.919;47.083;35.205
24924.63;59.913;47.081;35.202
24925.63;59.909;47.08;35.202
24926.62;59.921;47.081;35.202
24927.63;59.924;47.077;35.199
24928.61;59.912;47.08;35.201
24929.62;59.911;47.077;35.199
24930.62;59.914;47.078;35.2
24931.62;59.906;47.079;35.201
24932.62;59.909;47.078;35.199
24933.59;59.92;47.078;35.2
24934.59;59.926;47.08;35.202
24935.59;59.916;47.078;35.199
24936.58;59.907;47.079;35.201
24937.58;59.921;47.081;35.202
24938.59;59.916;47.078;35.199
24939.6;59.909;47.079;35.201
24940.58;59.927;47.078;35.2
24941.57;59.918;47.076;35.198
24942.58;59.919;47.08;35.202
24943.56;59.927;47.079;35.201
24944.55;59.923;47.079;35.201
24945.55;59.923;47.08;35.202
24946.55;59.913;47.078;35.199
24947.54;59.917;47.077;35.199
24948.53;59.917;47.077;35.199
24949.53;59.907;47.077;35.198
24950.53;59.907;47.077;35.198
24951.54;59.911;47.076;35.198
24952.53;59.91;47.075;35.197
24953.54;59.913;47.076;35.198
24954.54;59.895;47.074;35.195
24955.55;59.905;47.075;35.198
24956.53;59.913;47.076;35.198
24957.54;59.905;47.075;35.197
24958.54;59.905;47.074;35.196
24959.52;59.907;47.074;35.196
24960.53;59.909;47.075;35.197
24961.53;59.928;47.073;35.195
24962.52;59.906;47.074;35.195
24963.54;59.914;47.076;35.197
24964.53;59.909;47.073;35.194
24965.53;59.904;47.073;35.194
24966.54;59.908;47.072;35.194
24967.54;59.912;47.074;35.196
24968.54;59.911;47.073;35.195
24969.52;59.891;47.072;35.194
24970.51;59.899;47.073;35.194
24971.51;59.903;47.071;35.193
24972.51;59.903;47.071;35.192
24973.51;59.904;47.072;35.195
24974.51;59.911;47.072;35.194
24975.53;59.909;47.072;35.194
24976.52;59.897;47.069;35.191
24977.53;59.902;47.07;35.192
24978.52;59.909;47.069;35.192
24979.52;59.9;47.07;35.192
24980.53;59.891;47.071;35.193
24981.54;59.896;47.069;35.191
24982.52;59.904;47.071;35.192
24983.51;59.9;47.07;35.192
