IDs:;240716_09_240712G;09_DNAJB6_00_439_uM;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4132.521;57.371;50.995;38.388
4133.519;57.352;50.998;38.392
4134.515;57.35;50.997;38.391
4135.515;57.356;50.998;38.392
4136.513;57.353;50.996;38.388
4137.525;57.343;50.997;38.391
4138.496;57.35;50.997;38.39
4139.497;57.349;50.997;38.39
4140.492;57.355;50.997;38.39
4141.479;57.358;50.997;38.39
4142.483;57.362;50.995;38.387
4143.471;57.349;50.996;38.39
4144.468;57.348;50.998;38.391
4145.482;57.354;50.995;38.388
4146.479;57.347;50.997;38.391
4147.464;57.348;50.997;38.39
4148.455;57.348;50.994;38.387
4149.456;57.345;50.997;38.39
4150.46;57.351;50.995;38.387
4151.46;57.352;50.996;38.389
4152.465;57.364;50.993;38.385
4153.477;57.335;50.998;38.392
4154.466;57.356;50.994;38.387
4155.46;57.343;50.995;38.388
4156.459;57.347;50.997;38.389
4157.44;57.344;50.996;38.389
4158.425;57.347;50.994;38.385
4159.421;57.334;50.996;38.389
4160.417;57.352;50.996;38.386
4161.42;57.34;50.997;38.387
4162.429;57.348;50.995;38.386
4163.411;57.34;50.996;38.389
4164.397;57.347;50.994;38.386
4165.387;57.34;50.996;38.387
4166.415;57.339;50.995;38.386
4167.418;57.343;50.994;38.386
4168.423;57.34;50.995;38.387
4169.433;57.366;50.992;38.382
4170.425;57.341;50.995;38.386
4171.415;57.342;50.994;38.385
4172.408;57.349;50.994;38.385
4173.403;57.345;50.993;38.383
4174.402;57.34;50.994;38.385
4175.405;57.33;50.996;38.388
4176.414;57.339;50.997;38.389
4177.391;57.331;50.997;38.388
4178.384;57.333;50.993;38.384
4179.381;57.318;50.996;38.387
4180.374;57.33;50.997;38.387
4181.372;57.335;50.994;38.385
4182.377;57.334;50.995;38.386
4183.368;57.33;50.994;38.386
4184.363;57.316;50.997;38.389
4185.347;57.34;50.995;38.385
4186.327;57.324;50.996;38.386
4187.312;57.354;50.994;38.383
4188.306;57.326;50.994;38.384
4189.283;57.327;50.998;38.388
4190.267;57.329;50.995;38.385
4191.255;57.323;50.995;38.386
4192.266;57.329;50.994;38.384
4193.257;57.334;50.997;38.387
4194.253;57.331;50.993;38.382
4195.254;57.324;50.994;38.385
4196.259;57.326;50.992;38.382
4197.271;57.341;50.992;38.381
4198.285;57.353;50.99;38.377
4199.279;57.332;50.992;38.382
4200.279;57.334;50.991;38.381
4201.262;57.336;50.992;38.38
4202.279;57.323;50.992;38.382
4203.269;57.334;50.991;38.379
4204.265;57.331;50.993;38.383
4205.264;57.378;50.996;38.387
4206.266;57.317;50.992;38.38
4207.259;57.309;50.994;38.384
4208.245;57.323;50.993;38.382
4209.249;57.325;50.991;38.38
4210.252;57.342;50.993;38.381
4211.241;57.32;50.993;38.381
4212.234;57.331;50.992;38.38
4213.218;57.316;50.99;38.378
4214.212;57.32;50.992;38.38
4215.204;57.311;50.991;38.38
4216.197;57.359;50.991;38.38
4217.189;57.314;50.994;38.383
4218.175;57.313;50.993;38.381
4219.171;57.303;50.993;38.384
4220.155;57.31;50.993;38.381
4221.15;57.315;50.993;38.381
4222.126;57.322;50.991;38.378
4223.119;57.315;50.989;38.376
4224.109;57.307;50.994;38.383
4225.11;57.314;50.99;38.379
4226.116;57.325;50.988;38.375
4227.106;57.306;50.991;38.38
4228.108;57.314;50.988;38.375
4229.114;57.321;50.987;38.373
4230.095;57.322;50.987;38.374
4231.11;57.313;50.988;38.375
4232.099;57.32;50.987;38.374
4233.094;57.321;50.986;38.372
4234.108;57.31;50.988;38.376
4235.122;57.307;50.988;38.376
4236.139;57.316;50.987;38.373
4237.132;57.309;50.988;38.375
4238.129;57.309;50.987;38.374
4239.129;57.309;50.986;38.373
4240.151;57.31;50.988;38.374
4241.141;57.304;50.988;38.374
4242.136;57.313;50.987;38.371
4243.136;57.3;50.986;38.375
4244.137;57.314;50.988;38.375
4245.126;57.308;50.988;38.375
4246.12;57.314;50.986;38.373
4247.111;57.3;50.988;38.375
4248.113;57.306;50.985;38.373
4249.108;57.302;50.983;38.369
4250.096;57.311;50.984;38.37
4251.076;57.303;50.983;38.369
4252.079;57.298;50.985;38.372
4253.072;57.298;50.984;38.371
4254.061;57.296;50.987;38.373
4255.071;57.3;50.984;38.371
4256.058;57.299;50.984;38.371
4257.056;57.302;50.983;38.368
4258.038;57.327;50.984;38.367
4259.023;57.296;50.984;38.37
4260.019;57.293;50.985;38.372
4261.021;57.288;50.986;38.371
4262.005;57.304;50.984;38.369
4263.01;57.288;50.987;38.372
4263.995;57.28;50.986;38.372
4265.012;57.296;50.985;38.37
4266.014;57.288;50.986;38.373
4267.018;57.288;50.985;38.371
4268.023;57.289;50.982;38.368
4269.034;57.286;50.985;38.37
4270.054;57.296;50.982;38.368
4271.053;57.292;50.983;38.369
4272.052;57.29;50.982;38.367
4273.057;57.296;50.982;38.368
4274.064;57.282;50.983;38.368
4275.083;57.291;50.984;38.369
4276.067;57.285;50.983;38.369
4277.057;57.287;50.982;38.367
4278.063;57.29;50.983;38.368
4279.051;57.283;50.982;38.366
4280.032;57.287;50.979;38.363
4281.025;57.283;50.981;38.368
4282.021;57.277;50.981;38.366
4283.004;57.267;50.982;38.367
4284.001;57.283;50.981;38.364
4285.002;57.276;50.981;38.368
4286.009;57.277;50.981;38.366
4287.013;57.274;50.983;38.369
4288.032;57.275;50.984;38.369
4289.026;57.275;50.981;38.367
4290.008;57.276;50.982;38.366
4290.988;57.285;50.98;38.364
4291.969;57.279;50.982;38.366
4292.961;57.284;50.981;38.365
4293.958;57.27;50.981;38.366
4294.96;57.288;50.981;38.365
4295.942;57.28;50.981;38.366
4296.936;57.273;50.98;38.364
4297.949;57.284;50.98;38.364
4298.962;57.275;50.979;38.363
4299.938;57.257;50.982;38.369
4300.948;57.264;50.981;38.365
4301.961;57.271;50.98;38.364
4302.952;57.278;50.98;38.364
4303.951;57.27;50.979;38.363
4304.973;57.288;50.979;38.362
4305.986;57.275;50.978;38.362
4306.977;57.269;50.978;38.361
4307.966;57.272;50.978;38.363
4308.978;57.267;50.981;38.365
4309.976;57.291;50.975;38.356
4310.965;57.268;50.979;38.362
4311.955;57.266;50.981;38.366
4312.943;57.264;50.979;38.362
4313.92;57.275;50.978;38.36
4314.918;57.27;50.979;38.362
4315.927;57.276;50.977;38.358
4316.926;57.267;50.98;38.362
4317.929;57.267;50.98;38.363
4318.931;57.274;50.979;38.36
4319.909;57.271;50.979;38.362
4320.911;57.286;50.98;38.361
4321.91;57.266;50.979;38.362
4322.915;57.272;50.98;38.362
4323.922;57.262;50.981;38.363
4324.935;57.258;50.983;38.366
4325.93;57.28;50.977;38.357
4326.926;57.273;50.981;38.363
4327.932;57.265;50.979;38.361
4328.943;57.273;50.98;38.361
4329.934;57.282;50.978;38.359
4330.927;57.26;50.979;38.362
4331.928;57.272;50.98;38.362
4332.903;57.266;50.98;38.362
4333.913;57.263;50.981;38.363
4334.895;57.257;50.981;38.365
4335.885;57.262;50.979;38.36
4336.879;57.266;50.979;38.36
4337.876;57.256;50.98;38.363
4338.873;57.25;50.98;38.362
4339.876;57.248;50.981;38.364
4340.881;57.247;50.979;38.361
4341.888;57.267;50.977;38.357
4342.9;57.255;50.978;38.359
4343.883;57.254;50.979;38.359
4344.876;57.254;50.979;38.362
4345.871;57.257;50.978;38.359
4346.868;57.261;50.978;38.36
4347.868;57.268;50.977;38.358
4348.869;57.265;50.977;38.357
4349.856;57.269;50.978;38.358
4350.857;57.262;50.977;38.356
4351.847;57.252;50.978;38.358
4352.858;57.244;50.98;38.363
4353.862;57.252;50.979;38.36
4354.863;57.244;50.98;38.361
4355.853;57.259;50.977;38.358
4356.849;57.251;50.978;38.358
4357.83;57.259;50.977;38.357
4358.831;57.249;50.98;38.361
4359.822;57.251;50.976;38.356
4360.819;57.246;50.977;38.357
4361.828;57.247;50.977;38.358
4362.842;57.247;50.977;38.357
4363.839;57.247;50.975;38.356
4364.843;57.241;50.979;38.361
4365.859;57.255;50.975;38.353
4366.846;57.25;50.977;38.357
4367.843;57.247;50.977;38.357
4368.845;57.245;50.978;38.357
4369.852;57.24;50.978;38.36
4370.84;57.249;50.976;38.356
4371.836;57.237;50.98;38.359
4372.835;57.247;50.977;38.357
4373.822;57.26;50.974;38.352
4374.822;57.25;50.976;38.354
4375.819;57.255;50.974;38.353
4376.827;57.235;50.976;38.356
4377.834;57.239;50.975;38.354
4378.814;57.238;50.974;38.354
4379.798;57.237;50.977;38.357
4380.784;57.23;50.976;38.357
4381.798;57.238;50.974;38.353
4382.791;57.242;50.975;38.353
4383.786;57.235;50.976;38.357
4384.79;57.227;50.977;38.356
4385.788;57.249;50.974;38.352
4386.774;57.243;50.974;38.354
4387.773;57.25;50.973;38.351
4388.766;57.238;50.974;38.354
4389.768;57.231;50.974;38.354
4390.755;57.239;50.975;38.354
4391.73;57.231;50.976;38.356
4392.746;57.261;50.975;38.352
4393.746;57.241;50.976;38.354
4394.754;57.245;50.973;38.35
4395.742;57.239;50.977;38.354
4396.74;57.237;50.976;38.356
4397.745;57.229;50.975;38.354
4398.74;57.241;50.975;38.353
4399.746;57.247;50.975;38.353
4400.755;57.244;50.976;38.354
4401.745;57.23;50.978;38.357
4402.736;57.243;50.972;38.348
4403.734;57.231;50.975;38.354
4404.736;57.239;50.972;38.35
4405.743;57.237;50.972;38.35
4406.729;57.222;50.975;38.354
4407.752;57.227;50.972;38.351
4408.747;57.219;50.973;38.351
4409.745;57.234;50.971;38.348
4410.751;57.23;50.972;38.35
4411.761;57.236;50.97;38.346
4412.779;57.222;50.974;38.352
4413.768;57.233;50.972;38.349
4414.766;57.223;50.972;38.351
4415.767;57.226;50.972;38.349
4416.77;57.243;50.972;38.348
4417.748;57.23;50.972;38.349
4418.758;57.221;50.973;38.35
4419.772;57.227;50.972;38.348
4420.758;57.225;50.971;38.348
4421.748;57.219;50.972;38.349
4422.77;57.229;50.97;38.346
4423.767;57.222;50.972;38.35
4424.757;57.216;50.974;38.351
4425.76;57.22;50.97;38.346
4426.743;57.215;50.972;38.349
4427.729;57.211;50.971;38.349
4428.723;57.212;50.971;38.348
4429.712;57.221;50.97;38.346
4430.705;57.228;50.97;38.347
4431.702;57.218;50.97;38.346
4432.71;57.219;50.969;38.345
4433.694;57.21;50.971;38.348
4434.68;57.211;50.97;38.348
4435.68;57.209;50.971;38.348
4436.681;57.217;50.968;38.346
4437.668;57.226;50.966;38.342
4438.656;57.215;50.97;38.345
4439.669;57.217;50.969;38.345
4440.675;57.209;50.971;38.348
4441.683;57.206;50.971;38.347
4442.693;57.217;50.97;38.346
4443.679;57.206;50.971;38.348
4444.675;57.212;50.969;38.345
4445.678;57.211;50.97;38.347
4446.669;57.213;50.969;38.344
4447.689;57.21;50.97;38.347
4448.683;57.208;50.969;38.345
4449.679;57.206;50.969;38.344
4450.68;57.233;50.969;38.344
4451.686;57.215;50.969;38.344
4452.706;57.203;50.971;38.347
4453.693;57.221;50.967;38.341
4454.684;57.206;50.968;38.343
4455.683;57.208;50.967;38.342
4456.684;57.205;50.968;38.344
4457.67;57.2;50.97;38.346
4458.663;57.213;50.968;38.345
4459.655;57.203;50.967;38.343
4460.654;57.209;50.969;38.344
4461.667;57.2;50.968;38.343
4462.68;57.198;50.968;38.345
4463.665;57.209;50.966;38.341
4464.654;57.197;50.968;38.343
4465.66;57.199;50.967;38.342
4466.651;57.192;50.968;38.343
4467.642;57.19;50.968;38.342
4468.642;57.206;50.966;38.34
4469.645;57.196;50.967;38.342
4470.628;57.195;50.967;38.342
4471.635;57.193;50.966;38.341
4472.65;57.207;50.965;38.339
4473.655;57.206;50.964;38.338
4474.663;57.194;50.967;38.342
4475.654;57.201;50.964;38.338
4476.646;57.191;50.967;38.342
4477.642;57.202;50.965;38.339
4478.646;57.194;50.965;38.34
4479.654;57.197;50.966;38.341
4480.64;57.188;50.967;38.341
4481.63;57.207;50.961;38.334
4482.625;57.202;50.964;38.337
4483.62;57.197;50.964;38.338
4484.62;57.197;50.964;38.338
4485.621;57.199;50.964;38.337
4486.633;57.187;50.963;38.338
4487.625;57.201;50.963;38.337
4488.64;57.181;50.965;38.339
4489.647;57.197;50.962;38.336
4490.648;57.182;50.964;38.338
4491.633;57.195;50.964;38.337
4492.615;57.186;50.965;38.339
4493.603;57.189;50.964;38.336
4494.576;57.194;50.964;38.337
4495.598;57.194;50.965;38.339
4496.603;57.198;50.963;38.334
4497.587;57.2;50.962;38.334
4498.575;57.188;50.965;38.338
4499.578;57.186;50.963;38.336
4500.585;57.187;50.963;38.336
4501.588;57.182;50.962;38.336
4502.594;57.183;50.964;38.338
4503.578;57.184;50.965;38.339
4504.596;57.19;50.962;38.334
4505.592;57.198;50.961;38.333
4506.601;57.174;50.965;38.337
4507.608;57.179;50.965;38.337
4508.626;57.194;50.963;38.335
4509.616;57.194;50.963;38.337
4510.61;57.177;50.964;38.337
4511.611;57.175;50.963;38.336
4512.615;57.185;50.961;38.332
4513.623;57.186;50.963;38.335
4514.633;57.182;50.961;38.333
4515.614;57.196;50.958;38.33
4516.608;57.174;50.964;38.336
4517.607;57.174;50.959;38.332
4518.612;57.177;50.962;38.335
4519.62;57.172;50.961;38.333
4520.612;57.178;50.961;38.334
4521.608;57.179;50.961;38.334
4522.615;57.169;50.962;38.335
4523.619;57.194;50.959;38.33
4524.617;57.176;50.959;38.332
4525.628;57.187;50.959;38.329
4526.611;57.186;50.958;38.33
4527.605;57.18;50.959;38.33
4528.604;57.179;50.96;38.331
4529.59;57.179;50.958;38.329
4530.58;57.186;50.958;38.327
4531.575;57.179;50.96;38.331
4532.577;57.168;50.961;38.332
4533.59;57.171;50.96;38.331
4534.61;57.169;50.959;38.331
4535.606;57.169;50.961;38.332
4536.61;57.171;50.959;38.33
4537.582;57.179;50.96;38.33
4538.586;57.166;50.961;38.333
4539.563;57.175;50.96;38.33
4540.573;57.163;50.962;38.333
4541.562;57.177;50.961;38.331
4542.559;57.162;50.96;38.331
4543.561;57.171;50.959;38.33
4544.576;57.176;50.957;38.328
4545.594;57.168;50.959;38.331
4546.59;57.178;50.957;38.327
4547.59;57.167;50.96;38.331
4548.591;57.175;50.956;38.327
4549.594;57.174;50.958;38.329
4550.601;57.18;50.957;38.328
4551.58;57.178;50.956;38.325
4552.598;57.16;50.96;38.331
4553.615;57.157;50.96;38.332
4554.604;57.164;50.96;38.331
4555.615;57.163;50.96;38.331
4556.604;57.167;50.959;38.33
4557.592;57.158;50.96;38.33
4558.586;57.162;50.957;38.328
4559.586;57.16;50.959;38.33
4560.584;57.162;50.959;38.33
4561.568;57.166;50.957;38.325
4562.545;57.158;50.958;38.328
4563.537;57.154;50.959;38.329
4564.517;57.164;50.958;38.328
4565.533;57.166;50.957;38.326
4566.543;57.156;50.958;38.327
4567.557;57.153;50.959;38.329
4568.553;57.163;50.956;38.325
4569.534;57.173;50.956;38.325
4570.54;57.152;50.957;38.328
4571.527;57.158;50.958;38.328
4572.535;57.153;50.956;38.326
4573.517;57.163;50.954;38.323
4574.516;57.157;50.956;38.326
4575.52;57.162;50.955;38.324
4576.526;57.158;50.955;38.323
4577.536;57.147;50.958;38.328
4578.526;57.155;50.957;38.327
4579.529;57.148;50.954;38.324
4580.535;57.154;50.955;38.326
4581.544;57.148;50.954;38.323
4582.531;57.144;50.958;38.326
4583.552;57.164;50.953;38.321
4584.546;57.157;50.955;38.323
4585.543;57.15;50.953;38.323
4586.549;57.166;50.952;38.319
4587.556;57.158;50.953;38.321
4588.565;57.143;50.955;38.324
4589.581;57.144;50.953;38.323
4590.574;57.147;50.955;38.324
4591.577;57.149;50.954;38.322
4592.569;57.152;50.952;38.32
4593.565;57.145;50.956;38.324
4594.547;57.151;50.955;38.323
4595.546;57.149;50.953;38.321
4596.539;57.158;50.954;38.323
4597.525;57.141;50.953;38.322
4598.518;57.144;50.953;38.322
4599.503;57.137;50.954;38.323
4600.5;57.137;50.955;38.323
4601.503;57.147;50.952;38.319
4602.513;57.144;50.955;38.323
4603.522;57.14;50.954;38.322
4604.525;57.144;50.954;38.323
4605.508;57.136;50.954;38.322
4606.504;57.148;50.952;38.32
4607.513;57.143;50.954;38.322
4608.525;57.149;50.952;38.318
4609.515;57.14;50.953;38.322
4610.516;57.136;50.953;38.321
4611.523;57.135;50.954;38.322
4612.522;57.141;50.952;38.321
4613.523;57.142;50.951;38.318
4614.527;57.138;50.952;38.32
4615.518;57.135;50.952;38.32
4616.512;57.137;50.953;38.32
4617.508;57.136;50.952;38.319
4618.506;57.14;50.953;38.321
4619.501;57.132;50.952;38.32
4620.492;57.136;50.952;38.319
4621.487;57.136;50.952;38.32
4622.49;57.142;50.952;38.319
4623.485;57.137;50.954;38.321
4624.49;57.144;50.952;38.319
4625.489;57.153;50.949;38.315
4626.475;57.13;50.953;38.321
4627.448;57.128;50.953;38.32
4628.457;57.141;50.95;38.316
4629.456;57.131;50.951;38.318
4630.464;57.129;50.95;38.318
4631.473;57.129;50.952;38.319
4632.462;57.136;50.95;38.318
4633.459;57.123;50.953;38.319
4634.464;57.132;50.952;38.32
4635.452;57.124;50.952;38.318
4636.451;57.135;50.951;38.316
4637.456;57.133;50.95;38.317
4638.46;57.118;50.953;38.319
4639.462;57.146;50.948;38.316
4640.441;57.121;50.953;38.319
4641.439;57.125;50.951;38.317
4642.44;57.12;50.952;38.319
4643.446;57.125;50.95;38.316
4644.462;57.128;50.951;38.317
4645.457;57.13;50.949;38.316
4646.445;57.138;50.948;38.312
4647.435;57.126;50.95;38.317
4648.429;57.125;50.95;38.315
4649.426;57.14;50.949;38.315
4650.425;57.124;50.951;38.317
4651.415;57.131;50.949;38.314
4652.413;57.12;50.949;38.315
4653.399;57.115;50.952;38.319
4654.397;57.118;50.949;38.315
4655.384;57.119;50.95;38.316
4656.386;57.127;50.949;38.315
4657.381;57.124;50.95;38.315
4658.363;57.121;50.951;38.317
4659.36;57.127;50.95;38.316
4660.364;57.119;50.949;38.315
4661.344;57.119;50.951;38.316
4662.333;57.124;50.951;38.318
4663.33;57.111;50.949;38.315
4664.308;57.119;50.949;38.314
4665.3;57.117;50.95;38.315
4666.301;57.121;50.951;38.316
4667.309;57.118;50.948;38.314
4668.328;57.115;50.949;38.314
4669.322;57.122;50.949;38.314
4670.321;57.122;50.949;38.314
4671.323;57.117;50.95;38.315
4672.306;57.122;50.948;38.312
4673.294;57.125;50.948;38.312
4674.297;57.111;50.947;38.312
4675.287;57.115;50.947;38.313
4676.276;57.113;50.949;38.314
4677.302;57.113;50.949;38.314
4678.299;57.115;50.947;38.312
4679.299;57.109;50.949;38.314
4680.309;57.112;50.948;38.312
4681.319;57.101;50.948;38.313
4682.301;57.109;50.95;38.315
4683.286;57.108;50.949;38.313
4684.275;57.106;50.947;38.312
4685.265;57.109;50.949;38.313
4686.267;57.104;50.948;38.312
4687.264;57.11;50.946;38.31
4688.257;57.11;50.947;38.31
4689.252;57.108;50.947;38.312
4690.253;57.115;50.946;38.311
4691.239;57.111;50.946;38.309
4692.237;57.112;50.948;38.312
4693.238;57.107;50.948;38.312
4694.253;57.101;50.948;38.311
4695.254;57.105;50.947;38.311
4696.262;57.118;50.946;38.309
4697.279;57.104;50.949;38.313
4698.276;57.097;50.945;38.309
4699.252;57.098;50.947;38.311
4700.253;57.105;50.947;38.311
4701.257;57.102;50.945;38.308
4702.24;57.107;50.947;38.311
4703.238;57.099;50.946;38.31
4704.243;57.105;50.946;38.309
4705.239;57.096;50.947;38.311
4706.236;57.109;50.945;38.308
4707.238;57.098;50.945;38.308
4708.241;57.106;50.946;38.308
4709.221;57.101;50.945;38.309
4710.205;57.095;50.943;38.306
4711.194;57.093;50.948;38.312
4712.186;57.086;50.946;38.309
4713.21;57.103;50.944;38.306
4714.207;57.101;50.943;38.305
4715.209;57.092;50.943;38.306
4716.216;57.1;50.943;38.306
4717.226;57.094;50.945;38.307
4718.209;57.096;50.943;38.306
4719.202;57.09;50.944;38.307
4720.196;57.09;50.942;38.305
4721.193;57.083;50.946;38.309
4722.196;57.089;50.94;38.302
4723.194;57.089;50.944;38.306
4724.184;57.087;50.943;38.306
4725.182;57.086;50.942;38.304
4726.161;57.085;50.943;38.306
4727.146;57.084;50.942;38.306
4728.151;57.091;50.943;38.306
4729.136;57.09;50.942;38.305
4730.144;57.085;50.941;38.305
4731.144;57.083;50.941;38.303
4732.148;57.085;50.942;38.305
4733.152;57.098;50.94;38.301
4734.166;57.086;50.944;38.306
4735.161;57.086;50.94;38.302
4736.161;57.086;50.943;38.305
4737.14;57.091;50.939;38.3
4738.142;57.085;50.941;38.303
4739.145;57.083;50.943;38.305
4740.139;57.085;50.943;38.305
4741.13;57.088;50.941;38.302
4742.126;57.096;50.942;38.303
4743.119;57.083;50.941;38.301
4744.113;57.076;50.943;38.304
4745.113;57.081;50.942;38.304
4746.118;57.076;50.942;38.303
4747.1;57.074;50.94;38.301
4748.086;57.087;50.943;38.304
4749.072;57.077;50.941;38.302
4750.069;57.079;50.941;38.302
4751.064;57.08;50.942;38.303
4752.064;57.08;50.94;38.301
4753.064;57.079;50.94;38.3
4754.056;57.068;50.939;38.301
4755.032;57.075;50.942;38.303
4756.015;57.069;50.941;38.303
4757.016;57.077;50.94;38.301
4758.008;57.075;50.94;38.301
4758.995;57.074;50.94;38.301
4759.987;57.086;50.938;38.297
4760.97;57.071;50.941;38.301
4761.963;57.072;50.94;38.301
4762.965;57.075;50.937;38.298
4763.976;57.062;50.94;38.302
4764.967;57.085;50.936;38.296
4765.966;57.078;50.938;38.298
4766.964;57.067;50.939;38.299
4767.98;57.088;50.936;38.296
4768.968;57.064;50.939;38.299
4769.969;57.066;50.938;38.298
4770.979;57.068;50.938;38.298
4772.003;57.066;50.937;38.297
4773.006;57.064;50.938;38.298
4773.992;57.063;50.937;38.297
4774.986;57.066;50.939;38.299
4775.982;57.066;50.938;38.298
4776.989;57.068;50.936;38.296
4778;57.062;50.936;38.296
4779.012;57.065;50.938;38.298
4780.03;57.064;50.934;38.293
4781.022;57.059;50.937;38.297
4782.021;57.06;50.935;38.295
4783.022;57.062;50.938;38.298
4783.999;57.061;50.936;38.296
4785.007;57.054;50.936;38.296
4785.995;57.066;50.936;38.296
4786.992;57.068;50.935;38.295
4787.988;57.059;50.935;38.295
4788.986;57.062;50.935;38.295
4789.99;57.062;50.936;38.296
4790.989;57.054;50.936;38.295
4791.968;57.062;50.936;38.295
4792.963;57.059;50.936;38.296
4793.937;57.051;50.938;38.298
4794.925;57.057;50.935;38.294
4795.928;57.049;50.938;38.297
4796.91;57.065;50.935;38.294
4797.904;57.054;50.935;38.294
4798.904;57.067;50.936;38.296
4799.912;57.053;50.934;38.292
4800.913;57.058;50.936;38.295
4801.892;57.056;50.935;38.294
4802.879;57.061;50.933;38.292
4803.868;57.048;50.934;38.293
4804.865;57.059;50.934;38.293
4805.868;57.047;50.933;38.291
4806.848;57.042;50.934;38.291
4807.834;57.057;50.933;38.292
4808.826;57.062;50.934;38.292
4809.833;57.052;50.933;38.292
4810.813;57.042;50.935;38.292
4811.798;57.049;50.935;38.293
4812.789;57.053;50.933;38.29
4813.784;57.047;50.934;38.292
4814.773;57.046;50.934;38.292
4815.754;57.056;50.934;38.293
4816.739;57.041;50.934;38.291
4817.729;57.04;50.932;38.291
4818.721;57.043;50.932;38.29
4819.721;57.045;50.934;38.293
4820.722;57.051;50.931;38.289
4821.719;57.052;50.932;38.29
4822.706;57.048;50.933;38.289
4823.706;57.057;50.93;38.288
4824.696;57.042;50.934;38.291
4825.682;57.048;50.932;38.29
4826.689;57.047;50.931;38.289
4827.676;57.041;50.932;38.29
4828.674;57.04;50.931;38.289
4829.654;57.041;50.93;38.288
4830.673;57.04;50.932;38.29
4831.681;57.043;50.931;38.288
4832.661;57.04;50.932;38.289
4833.665;57.045;50.931;38.288
4834.67;57.034;50.931;38.289
4835.681;57.037;50.928;38.286
4836.659;57.037;50.93;38.287
4837.665;57.051;50.929;38.287
4838.65;57.05;50.929;38.285
4839.64;57.035;50.929;38.286
4840.642;57.042;50.931;38.288
4841.647;57.039;50.928;38.285
4842.628;57.044;50.929;38.286
4843.643;57.039;50.93;38.287
4844.634;57.038;50.928;38.284
4845.629;57.034;50.93;38.287
4846.63;57.046;50.927;38.283
4847.607;57.041;50.928;38.285
4848.617;57.029;50.931;38.289
4849.603;57.033;50.929;38.286
4850.594;57.033;50.927;38.284
4851.591;57.038;50.929;38.287
4852.592;57.045;50.927;38.283
4853.601;57.041;50.929;38.287
4854.611;57.032;50.928;38.284
4855.624;57.031;50.929;38.287
4856.61;57.034;50.929;38.285
4857.605;57.033;50.927;38.283
4858.599;57.029;50.93;38.286
4859.594;57.033;50.93;38.287
4860.594;57.036;50.927;38.282
4861.583;57.032;50.928;38.285
4862.576;57.032;50.929;38.286
4863.587;57.031;50.929;38.285
4864.567;57.026;50.929;38.286
4865.564;57.026;50.927;38.283
4866.552;57.025;50.927;38.283
4867.553;57.026;50.93;38.285
4868.543;57.033;50.927;38.284
4869.541;57.029;50.93;38.285
4870.539;57.029;50.929;38.285
4871.514;57.031;50.928;38.282
4872.521;57.027;50.928;38.283
4873.515;57.025;50.928;38.283
4874.518;57.022;50.928;38.284
4875.5;57.025;50.927;38.283
4876.491;57.029;50.928;38.283
4877.486;57.022;50.925;38.281
4878.5;57.021;50.928;38.283
4879.493;57.022;50.926;38.283
4880.495;57.023;50.926;38.282
4881.476;57.023;50.926;38.281
4882.461;57.024;50.925;38.281
4883.436;57.021;50.926;38.282
4884.442;57.014;50.927;38.283
4885.452;57.025;50.926;38.281
4886.466;57.024;50.927;38.282
4887.461;57.019;50.926;38.281
4888.459;57.019;50.925;38.28
4889.465;57.021;50.925;38.28
4890.458;57.009;50.927;38.281
4891.454;57.028;50.926;38.281
4892.455;57.02;50.926;38.281
4893.458;57.014;50.926;38.282
4894.466;57.03;50.925;38.28
4895.475;57.021;50.926;38.281
4896.488;57.009;50.924;38.28
4897.486;57.02;50.924;38.279
4898.476;57.018;50.924;38.279
4899.467;57.011;50.925;38.279
4900.451;57.013;50.923;38.277
4901.454;57.014;50.924;38.279
4902.454;57.009;50.925;38.278
4903.46;57.006;50.925;38.281
4904.46;57.005;50.924;38.278
4905.446;57.015;50.922;38.277
4906.435;57;50.921;38.276
4907.451;57.011;50.923;38.277
4908.443;57.005;50.923;38.278
4909.439;57.015;50.925;38.278
4910.446;57.017;50.924;38.278
4911.438;57.009;50.925;38.28
4912.435;57.011;50.922;38.276
4913.43;56.999;50.924;38.279
4914.422;57.007;50.924;38.279
4915.437;57.008;50.922;38.276
4916.431;56.996;50.922;38.277
4917.431;57.002;50.923;38.277
4918.437;57.005;50.921;38.275
4919.447;57.005;50.92;38.273
4920.434;57.004;50.921;38.274
4921.432;57.008;50.92;38.274
4922.432;57.003;50.919;38.272
4923.416;57.004;50.919;38.272
4924.401;57.004;50.919;38.273
4925.389;56.985;50.92;38.273
4926.388;57.004;50.918;38.271
4927.389;57.003;50.918;38.271
4928.393;57.008;50.918;38.272
4929.397;57.004;50.918;38.272
4930.406;56.998;50.917;38.27
4931.42;57;50.919;38.272
4932.402;57.001;50.918;38.271
4933.42;56.997;50.919;38.273
4934.409;56.992;50.918;38.272
4935.404;56.998;50.92;38.272
4936.404;56.997;50.918;38.271
4937.409;56.997;50.918;38.271
4938.411;57;50.917;38.27
4939.423;57.005;50.917;38.269
4940.42;56.99;50.919;38.273
4941.415;56.981;50.919;38.271
4942.409;56.986;50.92;38.273
4943.398;57.002;50.918;38.271
4944.398;56.999;50.92;38.272
4945.401;56.997;50.92;38.274
4946.383;56.996;50.92;38.273
4947.381;57.003;50.917;38.267
4948.382;57;50.92;38.273
