Temp,Conc (nM),Incubation time (days)
5,180.55714092882096,4
5,182.3267858976289,4
5,206.7748354261847,4
5,62.53496685418576,4
5,45.46692845201378,4
5,46.56467246178808,4
5,177.08259518785184,4
5,229.20590649174574,4
5,28.616896849563386,4
5,208.0193525292738,4
