IDs:;240814 04_240812A_elasticity2;04_DNAJB6_00_439_uM_expansion_corrected;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4560.128;59.1727344468812;49.307;37.183
4561.135;59.1568632953903;49.305;37.181
4562.138;59.1587344468812;49.307;37.183
4563.128;59.1507988749033;49.306;37.182
4564.138;59.167927708344;49.304;37.18
4565.143;59.1537988749033;49.306;37.182
4566.132;59.1526700113224;49.309;37.184
4567.153;59.140927708344;49.304;37.18
4568.149;59.1467988749033;49.308;37.182
4569.156;59.1637988749033;49.307;37.182
4570.173;59.1558632953903;49.306;37.181
4571.172;59.1567344468812;49.308;37.183
4572.178;59.133927708344;49.305;37.18
4573.19;59.1397344468812;49.309;37.183
4574.179;59.1457344468812;49.308;37.183
4575.171;59.1401852848594;49.301;37.176
4576.143;59.1518632953903;49.306;37.181
4577.149;59.1496700113224;49.31;37.184
4578.156;59.1279921137661;49.306;37.179
4579.171;59.1218632953903;49.306;37.181
4580.192;59.1209921137661;49.304;37.179
4581.214;59.1260565116582;49.304;37.178
4582.205;59.1140565116582;49.305;37.178
4583.202;59.1498632953903;49.307;37.181
4584.206;59.1381209020221;49.304;37.177
4585.214;59.131927708344;49.306;37.18
4586.193;59.1348632953903;49.308;37.181
4587.192;59.1201852848594;49.303;37.176
4588.198;59.1201209020221;49.303;37.177
4589.176;59.1272496601719;49.301;37.175
4590.166;59.1141852848594;49.303;37.176
4591.159;59.1251852848594;49.302;37.176
4592.163;59.1141209020221;49.303;37.177
4593.15;59.1131209020221;49.304;37.177
4594.145;59.1111209020221;49.304;37.177
4595.148;59.1220565116582;49.305;37.178
4596.145;59.1092496601719;49.302;37.175
4597.149;59.1043783882291;49.301;37.173
4598.138;59.1082496601719;49.302;37.175
4599.137;59.1053783882291;49.301;37.173
4600.144;59.123927708344;49.308;37.18
4601.161;59.1033140279612;49.302;37.174
4602.162;59.1010565116582;49.307;37.178
4603.146;59.1001209020221;49.304;37.177
4604.135;59.0951852848594;49.305;37.176
4605.13;59.1022496601719;49.303;37.175
4606.132;59.0929921137661;49.307;37.179
4607.148;59.1081852848594;49.305;37.176
4608.135;59.0961852848594;49.304;37.176
4609.127;59.1012496601719;49.303;37.175
4610.125;59.0895070862073;49.301;37.171
4611.13;59.1022496601719;49.305;37.175
4612.141;59.0963783882291;49.303;37.173
4613.16;59.1001852848594;49.305;37.176
4614.151;59.1033140279612;49.303;37.174
4615.146;59.1003783882291;49.302;37.173
4616.15;59.1141852848594;49.305;37.176
4617.156;59.1112496601719;49.304;37.175
4618.163;59.1142496601719;49.304;37.175
4619.156;59.088571423921;49.3;37.17
4620.147;59.082571423921;49.301;37.17
4621.141;59.0793783882291;49.304;37.173
4622.145;59.0864427409772;49.303;37.172
4623.149;59.0902496601719;49.305;37.175
4624.147;59.0924427409772;49.302;37.172
4625.136;59.0933783882291;49.304;37.173
4626.12;59.0993140279612;49.305;37.174
4627.106;59.0873140279612;49.304;37.174
4628.102;59.0991852848594;49.307;37.176
4629.088;59.0823783882291;49.304;37.173
4630.068;59.0793783882291;49.304;37.173
4631.069;59.0801209020221;49.309;37.177
4632.072;59.0791852848594;49.307;37.176
4633.055;59.0864427409772;49.303;37.172
4634.047;59.0800565116582;49.31;37.178
4635.048;59.0911209020221;49.308;37.177
4636.054;59.0713783882291;49.305;37.173
4637.044;59.0823783882291;49.303;37.173
4638.017;59.0773140279612;49.305;37.174
4639.026;59.0731852848594;49.307;37.176
4640.033;59.087927708344;49.312;37.18
4641.057;59.0743140279612;49.306;37.174
4642.056;59.0701852848594;49.308;37.176
4643.059;59.0812496601719;49.308;37.175
4644.04;59.0605070862073;49.303;37.171
4645.054;59.0674427409772;49.304;37.172
4646.073;59.0603783882291;49.306;37.173
4647.064;59.0603783882291;49.306;37.173
4648.059;59.0522496601719;49.308;37.175
4649.058;59.0553783882291;49.306;37.173
4650.063;59.0593783882291;49.306;37.173
4651.078;59.0545070862073;49.305;37.171
4652.077;59.0573783882291;49.306;37.173
4653.078;59.0632496601719;49.309;37.175
4654.062;59.0543140279612;49.308;37.174
4655.072;59.0501209020221;49.31;37.177
4656.07;59.0563140279612;49.308;37.174
4657.078;59.0641852848594;49.31;37.176
4658.092;59.0604427409772;49.307;37.172
4659.078;59.0434427409772;49.306;37.172
4660.079;59.0513783882291;49.306;37.173
4661.085;59.0444427409772;49.306;37.172
4662.101;59.044571423921;49.304;37.17
4663.101;59.0554427409772;49.306;37.172
4664.104;59.0393140279612;49.309;37.174
4665.103;59.0651852848594;49.31;37.176
4666.113;59.0351852848594;49.312;37.176
4667.1;59.0453783882291;49.308;37.173
4668.097;59.0403783882291;49.308;37.173
4669.105;59.0453783882291;49.307;37.173
4670.116;59.0455070862073;49.305;37.171
4671.103;59.0333140279612;49.309;37.174
4672.098;59.0313783882291;49.31;37.173
4673.098;59.0375070862073;49.306;37.171
4674.105;59.0383140279612;49.31;37.174
4675.086;59.0392496601719;49.311;37.175
4676.105;59.0282496601719;49.312;37.175
4677.096;59.0403783882291;49.309;37.173
4678.095;59.0213783882291;49.309;37.173
4679.099;59.0282496601719;49.311;37.175
4680.114;59.0450565116582;49.312;37.178
4681.106;59.0433140279612;49.31;37.174
4682.097;59.0172496601719;49.313;37.175
4683.093;59.0311852848594;49.313;37.176
4684.094;59.0233783882291;49.309;37.173
4685.093;59.0123783882291;49.311;37.173
4686.088;59.0265070862073;49.308;37.171
4687.092;59.0101852848594;49.312;37.176
4688.089;59.0091852848594;49.314;37.176
4689.085;59.0283783882291;49.31;37.173
4690.094;59.0313783882291;49.309;37.173
4691.09;59.014571423921;49.307;37.17
4692.073;59.0082496601719;49.313;37.175
4693.058;59.0062496601719;49.314;37.175
4694.057;59.0073140279612;49.313;37.174
4695.035;59.015571423921;49.308;37.17
4696.024;59.0105070862073;49.31;37.171
4697.022;59.0132496601719;49.313;37.175
4698.036;59.002571423921;49.309;37.17
4699.051;59.0114427409772;49.31;37.172
4700.034;59.0007000768061;49.306;37.168
4701.03;58.9917000768061;49.307;37.168
4702.03;59.00263575412;49.308;37.169
4703.015;59.0004427409772;49.311;37.172
4704.008;58.988571423921;49.31;37.17
4705.006;59.00263575412;49.308;37.169
4706.01;58.999571423921;49.309;37.17
4707.026;58.9805070862073;49.311;37.171
4708.018;58.9844427409772;49.311;37.172
4709.015;58.9867000768061;49.308;37.168
4710.018;58.9973140279612;49.314;37.174
4711.024;59.0045070862073;49.311;37.171
4712.031;58.9945070862073;49.311;37.171
4713.045;58.991571423921;49.31;37.17
4714.035;58.995571423921;49.31;37.17
4715.028;58.9824427409772;49.312;37.172
4716.027;58.9837000768061;49.308;37.168
4717.032;58.97463575412;49.31;37.169
4718.042;58.971571423921;49.311;37.17
4719.029;58.986571423921;49.31;37.17
4720.026;58.9807000768061;49.309;37.168
4721.005;58.9805070862073;49.311;37.171
4721.993;58.971571423921;49.311;37.17
4722.975;58.9519572924548;49.304;37.164
4723.965;58.9717000768061;49.309;37.168
4724.964;58.9835070862073;49.312;37.171
4725.963;58.9737000768061;49.309;37.168
4726.973;58.9636357541201;49.311;37.169
4727.969;58.9658286996462;49.308;37.166
4728.962;58.9628929998036;49.307;37.165
4729.955;58.9667000768061;49.309;37.168
4730.961;58.9598286996462;49.308;37.166
4731.954;58.967764391981;49.309;37.167
4732.955;58.9677000768061;49.31;37.168
4733.971;58.9609572924548;49.306;37.164
4734.967;58.9709572924548;49.305;37.164
4735.975;58.9450215776016;49.305;37.163
4736.987;58.9758929998036;49.307;37.165
4738.005;58.9679572924548;49.306;37.164
4739;58.9548286996462;49.308;37.166
4740.001;58.9559572924548;49.307;37.164
4741.009;58.964764391981;49.309;37.167
4742.02;58.9630215776016;49.305;37.163
4743.013;58.9669572924548;49.306;37.164
4744.011;58.9448286996462;49.309;37.166
4745.015;58.9550215776016;49.305;37.163
4746.024;58.9368929998036;49.307;37.165
4747.008;58.9538929998036;49.308;37.165
4748.021;58.9568286996462;49.309;37.166
4749.012;58.9528929998036;49.308;37.165
4750.003;58.9520215776016;49.306;37.163
4751;58.9370215776016;49.307;37.163
4752.002;58.9548929998036;49.307;37.165
4753.009;58.9458929998036;49.308;37.165
4754.008;58.9548286996462;49.309;37.166
4755.003;58.9320215776016;49.308;37.163
4756.016;58.9498929998036;49.308;37.165
4757.022;58.9290215776016;49.307;37.163
4758.016;58.9450215776016;49.307;37.163
4759.021;58.9440858552456;49.306;37.162
4760.013;58.9491501253885;49.305;37.161
4760.989;58.9360215776016;49.308;37.163
4762.001;58.9111501253885;49.306;37.161
4763.009;58.9271501253885;49.306;37.161
4764.006;58.9440858552456;49.307;37.162
4765.008;58.9291501253885;49.305;37.161
4766.015;58.9360215776016;49.308;37.163
4767.029;58.9301501253885;49.306;37.161
4768.021;58.9202786431778;49.303;37.159
4769.033;58.9381501253885;49.305;37.161
4770.029;58.9083428908277;49.304;37.158
4771.026;58.9312786431779;49.304;37.159
4772.027;58.9203428908277;49.303;37.158
4773.036;58.931214388032;49.306;37.16
4774.051;58.9233428908277;49.304;37.158
4775.048;58.937214388032;49.305;37.16
4776.048;58.9352786431778;49.305;37.159
4777.052;58.8984713636463;49.303;37.156
4778.06;58.9123428908277;49.304;37.158
4779.038;58.9212786431779;49.305;37.159
4780.022;58.9183428908277;49.305;37.158
4781.038;58.916214388032;49.306;37.16
4782.026;58.8983428908277;49.305;37.158
4783.019;58.9004071309833;49.303;37.157
4784.013;58.921214388032;49.306;37.16
4785.014;58.8983428908277;49.304;37.158
4786.015;58.9083428908277;49.306;37.158
4787.037;58.9194071309833;49.303;37.157
4788.038;58.9152786431779;49.305;37.159
4789.05;58.9072786431779;49.306;37.159
4790.037;58.9074713636463;49.303;37.156
4791.034;58.8904713636463;49.304;37.156
4792.053;58.9095355888184;49.303;37.155
4793.062;58.9133428908277;49.305;37.158
4794.064;58.9094713636463;49.303;37.156
4795.072;58.910214388032;49.307;37.16
4796.06;58.9112786431778;49.306;37.159
4797.049;58.8934713636463;49.303;37.156
4798.054;58.8964071309833;49.305;37.157
4799.067;58.8894713636463;49.304;37.156
4800.054;58.8885998065013;49.302;37.154
4801.052;58.8875998065013;49.302;37.154
4802.055;58.9036640166967;49.302;37.153
4803.07;58.9035998065013;49.303;37.154
4804.064;58.878856602375;49.299;37.15
4805.067;58.8837282194063;49.301;37.152
4806.074;58.8944071309833;49.305;37.157
4807.088;58.8766640166967;49.302;37.153
4808.081;58.8893428908277;49.307;37.158
4809.09;58.908214388032;49.308;37.16
4810.098;58.9022786431778;49.308;37.159
4811.11;58.8795355888184;49.305;37.155
4812.127;58.8895355888184;49.305;37.155
4813.15;58.8854713636463;49.304;37.156
4814.148;58.8845998065013;49.302;37.154
4815.151;58.8775355888184;49.304;37.155
4816.13;58.8785998065013;49.303;37.154
4817.112;58.8884713636463;49.305;37.156
4818.129;58.8935355888184;49.305;37.155
4819.118;58.8804713636463;49.306;37.156
4820.108;58.8746640166967;49.303;37.153
4821.104;58.8746640166967;49.303;37.153
4822.102;58.8725998065013;49.303;37.154
4823.095;58.8686640166967;49.304;37.153
4824.111;58.8795998065013;49.305;37.154
4825.106;58.8725998065013;49.304;37.154
4826.089;58.8667282194063;49.303;37.152
4827.072;58.870856602375;49.301;37.15
4828.066;58.8656640166967;49.304;37.153
4829.05;58.8627924146319;49.302;37.151
4830.059;58.8679207826374;49.299;37.149
4831.044;58.8596640166967;49.304;37.153
4832.023;58.8695998065013;49.304;37.154
4833.015;58.8815998065013;49.304;37.154
4834.023;58.8609207826374;49.3;37.149
4835.013;58.855856602375;49.301;37.15
4836.009;58.8519207826374;49.3;37.149
4836.998;58.8529207826374;49.3;37.149
4837.992;58.860856602375;49.301;37.15
4838.991;58.848856602375;49.301;37.15
4839.994;58.8399849554209;49.3;37.148
4840.998;58.864856602375;49.301;37.15
4842.004;58.8499849554209;49.3;37.148
4843.012;58.845856602375;49.302;37.15
4843.999;58.850856602375;49.302;37.15
4845.021;58.8539849554209;49.301;37.148
4846.025;58.8359207826374;49.301;37.149
4847.034;58.840049120727;49.299;37.147
4848.047;58.8542415717985;49.296;37.144
4849.035;58.8501132785575;49.298;37.146
4850.031;58.852049120727;49.299;37.147
4851.03;58.841049120727;49.299;37.147
4852.035;58.8401774289141;49.298;37.145
4853.048;58.8423057072124;49.295;37.143
4854.039;58.8373057072124;49.295;37.143
4855.029;58.8481774289141;49.297;37.145
4856.023;58.8421132785575;49.298;37.146
4857.024;58.8343698351575;49.296;37.142
4858.008;58.8291132785575;49.3;37.146
4859.008;58.8471774289141;49.298;37.145
4860.003;58.8442415717985;49.297;37.144
4860.993;58.8333698351575;49.295;37.142
4861.995;58.8314339556355;49.295;37.141
4862.985;58.8303057072124;49.296;37.143
4863.992;58.8251774289141;49.299;37.145
4864.989;58.8291774289141;49.299;37.145
4865.994;58.8284339556355;49.295;37.141
4866.989;58.8212415717985;49.297;37.144
4867.993;58.8203698351575;49.296;37.142
4868.981;58.8272415717985;49.298;37.144
4869.98;58.8291774289141;49.3;37.145
4870.972;58.8152415717985;49.299;37.144
4871.967;58.8274339556355;49.295;37.141
4872.949;58.8183057072124;49.297;37.143
4873.933;58.8282415717985;49.299;37.144
4874.926;58.822049120727;49.301;37.147
4875.914;58.833049120727;49.302;37.147
4876.906;58.8201774289141;49.3;37.145
4877.909;58.8131774289141;49.3;37.145
4878.919;58.8114339556355;49.297;37.141
4879.904;58.8143698351575;49.297;37.142
4880.925;58.8084339556355;49.296;37.141
4881.923;58.8131774289141;49.3;37.145
4882.926;58.8211774289141;49.3;37.145
4883.904;58.8113057072124;49.299;37.143
4884.891;58.8093698351575;49.297;37.142
4885.91;58.8131774289141;49.3;37.145
4886.901;58.8183698351575;49.298;37.142
4887.9;58.8171774289141;49.3;37.145
4888.904;58.8102415717985;49.301;37.144
4889.912;58.8081774289141;49.301;37.145
4890.919;58.8102415717985;49.3;37.144
4891.907;58.8121774289141;49.301;37.145
4892.925;58.8111132785575;49.303;37.146
4893.92;58.8021774289141;49.302;37.145
4894.918;58.8151132785575;49.302;37.146
4895.912;58.806049120727;49.303;37.147
4896.916;58.8081774289141;49.302;37.145
4897.898;58.804049120727;49.304;37.147
4898.898;58.7991132785575;49.303;37.146
4899.889;58.808049120727;49.303;37.147
4900.888;58.8059207826374;49.306;37.149
4901.868;58.8067924146319;49.307;37.151
4902.859;58.7999207826374;49.307;37.149
4903.861;58.7989849554209;49.306;37.148
4904.876;58.8029849554209;49.305;37.148
4905.87;58.7971774289141;49.304;37.145
4906.876;58.8009207826374;49.307;37.149
4907.866;58.7939849554209;49.305;37.148
4908.865;58.7921774289141;49.304;37.145
4909.868;58.8019849554209;49.307;37.148
4910.847;58.7899849554209;49.306;37.148
4911.863;58.7951774289141;49.304;37.145
4912.856;58.7981132785575;49.304;37.146
4913.859;58.7922415717985;49.303;37.144
4914.872;58.790049120727;49.305;37.147
4915.862;58.7911132785575;49.305;37.146
4916.862;58.7881774289141;49.304;37.145
4917.866;58.7781774289141;49.304;37.145
4918.875;58.7803057072124;49.302;37.143
4919.888;58.7941774289141;49.304;37.145
4920.882;58.7913057072124;49.302;37.143
4921.883;58.7901774289141;49.304;37.145
4922.896;58.7842415717985;49.303;37.144
4923.88;58.7822415717985;49.304;37.144
4924.902;58.7861132785575;49.306;37.146
4925.899;58.7771774289141;49.305;37.145
4926.897;58.7862415717985;49.304;37.144
4927.901;58.7683057072124;49.303;37.143
4928.875;58.7853698351575;49.301;37.142
4929.866;58.7731774289141;49.305;37.145
4930.864;58.7751132785575;49.306;37.146
4931.862;58.7753057072124;49.303;37.143
4932.872;58.7982415717985;49.305;37.144
4933.873;58.7773057072124;49.304;37.143
4934.862;58.7692415717985;49.305;37.144
4935.87;58.7711774289141;49.306;37.145
4936.863;58.7713698351575;49.303;37.142
4937.848;58.7713698351575;49.303;37.142
4938.844;58.775049120727;49.308;37.147
4939.854;58.7653057072124;49.304;37.143
4940.845;58.7673698351575;49.303;37.142
4941.854;58.7613698351575;49.303;37.142
4942.844;58.7683698351575;49.304;37.142
4943.828;58.7615621741968;49.301;37.139
4944.844;58.7832415717985;49.305;37.144
4945.842;58.7634339556355;49.303;37.141
4946.822;58.7731774289141;49.307;37.145
4947.808;58.7661774289141;49.306;37.145
4948.803;58.7611774289141;49.307;37.145
4949.804;58.7613698351575;49.305;37.142
4950.791;58.7504339556355;49.303;37.141
4951.782;58.749754446078;49.3;37.136
4952.775;58.7614339556355;49.304;37.141
4953.775;58.751498068648;49.302;37.14
4954.779;58.7606903629101;49.3;37.137
4955.759;58.7525621741968;49.302;37.139
4956.743;58.754498068648;49.302;37.14
4957.732;58.750498068648;49.304;37.14
4958.733;58.7435621741968;49.302;37.139
4959.751;58.7485621741968;49.301;37.139
4960.771;58.7428825900446;49.297;37.134
4961.768;58.737754446078;49.299;37.136
4962.771;58.7564339556355;49.303;37.141
4963.763;58.7419466508467;49.297;37.133
4964.756;58.745754446078;49.299;37.136
4965.763;58.7528185217889;49.297;37.135
4966.765;58.738754446078;49.299;37.136
4967.754;58.7568185217889;49.298;37.135
4968.74;58.7438185217889;49.298;37.135
4969.733;58.728138788549;49.294;37.13
4970.742;58.7320747500973;49.294;37.131
4971.732;58.734138788549;49.294;37.13
4972.716;58.713138788549;49.294;37.13
4973.701;58.741202819554;49.292;37.129
4974.708;58.721202819554;49.294;37.129
4975.699;58.7300107041971;49.296;37.132
4976.697;58.7268825900446;49.298;37.134
4977.679;58.7260107041971;49.297;37.132
4978.682;58.7260747500973;49.295;37.131
4979.694;58.733138788549;49.294;37.13
4980.684;58.7238825900446;49.298;37.134
4981.681;58.725266843114;49.293;37.128
4982.691;58.7469466508467;49.296;37.133
4983.705;58.7279466508467;49.298;37.133
4984.726;58.7228825900446;49.299;37.134
4985.725;58.7230747500973;49.297;37.131
4986.729;58.7199466508467;49.298;37.133
4987.733;58.7328185217889;49.3;37.135
4988.744;58.7458825900446;49.299;37.134
4989.729;58.7260107041971;49.296;37.132
4990.721;58.717266843114;49.294;37.128
4991.713;58.717138788549;49.296;37.13
4992.701;58.729138788549;49.295;37.13
4993.693;58.7110747500973;49.296;37.131
4994.713;58.7100747500973;49.297;37.131
4995.709;58.718138788549;49.295;37.13
4996.706;58.717138788549;49.297;37.13
4997.703;58.7260747500973;49.296;37.131
4998.702;58.7170747500973;49.297;37.131
4999.699;58.7419466508467;49.298;37.133
5000.689;58.7168825900446;49.3;37.134
5001.694;58.7220107041971;49.299;37.132
5002.684;58.7190747500973;49.297;37.131
5003.683;58.7028825900446;49.3;37.134
5004.666;58.7170107041971;49.298;37.132
5005.658;58.709266843114;49.294;37.128
5006.663;58.7129466508467;49.299;37.133
5007.645;58.7180107041971;49.298;37.132
5008.634;58.703138788549;49.296;37.13
5009.648;58.708202819554;49.297;37.129
5010.661;58.7178185217889;49.302;37.135
5011.65;58.7148185217889;49.302;37.135
5012.645;58.6940747500972;49.299;37.131
5013.647;58.6980747500973;49.299;37.131
5014.652;58.6859466508467;49.301;37.133
5015.633;58.6988185217889;49.303;37.135
5016.62;58.7140107041971;49.3;37.132
5017.61;58.6990747500972;49.299;37.131
5018.609;58.705202819554;49.298;37.129
5019.614;58.6990107041971;49.3;37.132
5020.622;58.7060747500972;49.299;37.131
5021.605;58.7130107041971;49.299;37.132
5022.592;58.695138788549;49.299;37.13
5023.588;58.7099466508467;49.301;37.133
5024.585;58.6920107041971;49.302;37.132
5025.581;58.6999466508467;49.301;37.133
5026.586;58.669138788549;49.299;37.13
5027.579;58.673138788549;49.299;37.13
5028.591;58.699138788549;49.298;37.13
5029.589;58.691138788549;49.299;37.13
5030.572;58.671266843114;49.297;37.128
5031.568;58.6820107041971;49.301;37.132
5032.562;58.689138788549;49.3;37.13
5033.554;58.682266843114;49.298;37.128
5034.552;58.6939466508467;49.303;37.133
5035.558;58.683138788549;49.3;37.13
5036.559;58.6798825900446;49.304;37.134
5037.541;58.6990107041971;49.301;37.132
5038.531;58.672138788549;49.3;37.13
5039.529;58.6920747500973;49.301;37.131
5040.507;58.691138788549;49.3;37.13
5041.518;58.6753948679056;49.296;37.126
5042.537;58.6673308592306;49.298;37.127
5043.537;58.6675228629374;49.295;37.124
5044.522;58.6884588691406;49.295;37.125
5045.532;58.686266843114;49.298;37.128
5046.539;58.666266843114;49.298;37.128
5047.547;58.688266843114;49.299;37.128
5048.545;58.6824588691406;49.296;37.125
5049.54;58.655202819554;49.3;37.129
5050.537;58.6623308592306;49.298;37.127
5051.538;58.6693948679056;49.296;37.126
5052.542;58.667266843114;49.298;37.128
5053.552;58.6674588691406;49.296;37.125
5054.536;58.6755228629374;49.294;37.124
5055.537;58.6863948679056;49.296;37.126
5056.542;58.663778763776;49.291;37.12
5057.532;58.650650828223;49.293;37.122
5058.534;58.6529066696099;49.29;37.118
5059.524;58.6639066696099;49.289;37.118
5060.518;58.652778763776;49.291;37.12
5061.532;58.6389066696099;49.289;37.118
5062.526;58.6645868492976;49.295;37.123
5063.512;58.6645868492976;49.294;37.123
5064.503;58.654650828223;49.294;37.122
5065.516;58.666650828223;49.293;37.122
5066.514;58.624842720407;49.292;37.119
5067.52;58.6479706113865;49.289;37.117
5068.505;58.6559066696099;49.289;37.118
5069.527;58.6522263042631;49.284;37.113
5070.525;58.6529066696099;49.29;37.118
5071.53;58.6580345457384;49.289;37.116
5072.546;58.628842720407;49.292;37.119
5073.541;58.6450984726674;49.287;37.115
5074.545;58.6241623921751;49.286;37.114
5075.552;58.6369706113865;49.289;37.117
5076.536;58.6379706113865;49.29;37.117
5077.523;58.6449066696099;49.291;37.118
5078.526;58.6510345457384;49.288;37.116
5079.542;58.6220984726674;49.288;37.115
5080.561;58.6419706113865;49.289;37.117
5081.564;58.6170345457384;49.289;37.116
5082.571;58.6209706113865;49.29;37.117
5083.567;58.6250345457384;49.29;37.116
5084.562;58.6279066696099;49.291;37.118
5085.577;58.6370345457384;49.289;37.116
5086.579;58.630778763776;49.294;37.12
5087.562;58.6379706113865;49.291;37.117
5088.568;58.6181623921751;49.288;37.114
5089.568;58.6120984726674;49.289;37.115
5090.57;58.6420984726674;49.289;37.115
5091.562;58.6379066696099;49.292;37.118
5092.563;58.628842720407;49.293;37.119
5093.579;58.6229706113865;49.292;37.117
5094.577;58.6149706113865;49.291;37.117
5095.558;58.6347147997153;49.295;37.121
5096.548;58.644778763776;49.294;37.12
5097.56;58.6059066696099;49.293;37.118
5098.544;58.6239066696099;49.292;37.118
5099.533;58.630842720407;49.294;37.119
5100.533;58.6349066696099;49.293;37.118
5101.547;58.601778763776;49.295;37.12
5102.539;58.6297147997152;49.296;37.121
5103.553;58.6315868492976;49.298;37.123
5104.538;58.6049706113865;49.293;37.117
5105.532;58.615842720407;49.294;37.119
5106.53;58.611778763776;49.295;37.12
5107.532;58.5919066696099;49.294;37.118
5108.539;58.617778763776;49.295;37.12
5109.52;58.6225868492976;49.299;37.123
5110.535;58.604778763776;49.296;37.12
5111.528;58.6117147997152;49.296;37.121
5112.521;58.5977147997153;49.297;37.121
5113.517;58.6207147997152;49.297;37.121
5114.517;58.585650828223;49.299;37.122
5115.512;58.6305868492976;49.299;37.123
5116.506;58.5860345457384;49.293;37.116
5117.516;58.6097147997153;49.297;37.121
5118.501;58.6117147997152;49.297;37.121
5119.495;58.631842720407;49.296;37.119
5120.486;58.627650828223;49.298;37.122
5121.48;58.590778763776;49.297;37.12
5122.471;58.6157147997152;49.298;37.121
5123.495;58.6215228629374;49.301;37.124
5124.502;58.619778763776;49.298;37.12
5125.496;58.6167147997153;49.299;37.121
5126.484;58.619778763776;49.297;37.12
5127.478;58.5830345457384;49.294;37.116
5128.479;58.580842720407;49.296;37.119
5129.467;58.6255868492976;49.299;37.123
5130.464;58.6285228629374;49.301;37.124
5131.439;58.594778763776;49.298;37.12
5132.46;58.5897147997152;49.299;37.121
5133.459;58.5867147997152;49.3;37.121
5134.465;58.6123948679056;49.305;37.126
5135.455;58.6145868492976;49.3;37.123
5136.447;58.6117147997152;49.3;37.121
5137.446;58.6165228629374;49.302;37.124
5138.449;58.588842720407;49.298;37.119
5139.422;58.576778763776;49.298;37.12
5140.436;58.5795228629374;49.303;37.124
5141.42;58.5805868492976;49.302;37.123
5142.407;58.6075868492976;49.302;37.123
5143.429;58.569778763776;49.299;37.12
5144.424;58.5807147997152;49.3;37.121
5145.425;58.5907147997152;49.301;37.121
5146.419;58.5667147997152;49.301;37.121
5147.41;58.5835868492976;49.303;37.123
5148.408;58.5577147997152;49.301;37.121
5149.399;58.5885228629374;49.304;37.124
5150.399;58.5845228629374;49.304;37.124
5151.396;58.5857147997153;49.301;37.121
5152.379;58.5635868492976;49.303;37.123
5153.383;58.5774588691406;49.305;37.125
5154.379;58.5695868492976;49.303;37.123
5155.39;58.555778763776;49.3;37.12
5156.394;58.573778763776;49.3;37.12
5157.408;58.5647147997153;49.301;37.121
5158.403;58.579650828223;49.302;37.122
5159.405;58.581650828223;49.302;37.122
5160.396;58.571778763776;49.301;37.12
5161.392;58.574842720407;49.299;37.119
5162.4;58.561842720407;49.3;37.119
5163.391;58.566842720407;49.3;37.119
5164.393;58.574778763776;49.3;37.12
5165.395;58.5667147997152;49.301;37.121
5166.407;58.561778763776;49.301;37.12
5167.426;58.5777147997152;49.302;37.121
5168.417;58.566842720407;49.3;37.119
5169.415;58.568650828223;49.304;37.122
5170.418;58.5619066696099;49.299;37.118
5171.395;58.5449066696099;49.3;37.118
5172.387;58.561842720407;49.3;37.119
5173.382;58.557650828223;49.304;37.122
5174.38;58.579650828223;49.304;37.122
5175.385;58.5605868492976;49.306;37.123
5176.389;58.580650828223;49.304;37.122
5177.406;58.5723948679056;49.308;37.126
5178.426;58.5429066696099;49.3;37.118
5179.421;58.5737147997153;49.304;37.121
5180.42;58.5619066696099;49.301;37.118
5181.426;58.552842720407;49.303;37.119
5182.433;58.5664588691406;49.308;37.125
5183.42;58.558650828223;49.305;37.122
5184.436;58.558650828223;49.305;37.122
5185.437;58.5319706113865;49.3;37.117
5186.423;58.558842720407;49.302;37.119
5187.414;58.538778763776;49.302;37.12
5188.418;58.568842720407;49.303;37.119
5189.419;58.5365868492976;49.307;37.123
5190.413;58.553650828223;49.306;37.122
5191.399;58.561842720407;49.303;37.119
5192.396;58.5409066696099;49.302;37.118
5193.383;58.534778763776;49.304;37.12
5194.382;58.5457147997153;49.305;37.121
5195.388;58.547778763776;49.303;37.12
5196.378;58.546650828223;49.306;37.122
5197.38;58.5409066696099;49.303;37.118
5198.371;58.5325868492976;49.308;37.123
5199.361;58.523650828223;49.307;37.122
5200.383;58.515778763776;49.305;37.12
5201.375;58.535650828223;49.307;37.122
5202.376;58.5475228629374;49.309;37.124
5203.379;58.5364588691406;49.31;37.125
5204.391;58.5195868492976;49.308;37.123
5205.412;58.5374588691406;49.311;37.125
5206.402;58.5203948679056;49.311;37.126
5207.393;58.5315868492976;49.308;37.123
5208.411;58.5303948679056;49.311;37.126
5209.409;58.532650828223;49.308;37.122
5210.403;58.5234588691406;49.311;37.125
5211.392;58.5254588691406;49.311;37.125
5212.392;58.5195228629374;49.311;37.124
5213.384;58.5255228629374;49.31;37.124
5214.38;58.5044588691406;49.313;37.125
5215.388;58.528650828223;49.308;37.122
5216.388;58.5325228629374;49.309;37.124
5217.377;58.5205868492976;49.309;37.123
5218.388;58.519650828223;49.308;37.122
5219.377;58.523650828223;49.308;37.122
5220.398;58.514778763776;49.307;37.12
5221.39;58.513650828223;49.309;37.122
5222.389;58.5067147997153;49.309;37.121
5223.398;58.507778763776;49.308;37.12
5224.415;58.514842720407;49.307;37.119
5225.411;58.5177147997152;49.308;37.121
5226.414;58.5147147997152;49.308;37.121
5227.424;58.521650828223;49.31;37.122
