IDs:;240814 04_240812A_elasticity2;04_DNAJB6_00_439_uM_expansion_corrected;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1620.004;59.889669529416;26.904;17.22
1621.004;59.8269218632081;26.903;17.219
1621.992;59.8479218632081;26.903;17.219
1622.992;60.0329126861955;26.909;17.223
1623.992;59.9781649409114;26.908;17.222
1624.983;59.951669529416;26.904;17.22
1625.972;59.7644172219843;26.905;17.221
1626.979;59.8819218632081;26.903;17.219
1627.972;59.8101742233623;26.902;17.218
1628.969;59.7194266098804;26.902;17.217
1629.981;59.9061649409114;26.908;17.222
1630.987;59.7761742233623;26.902;17.218
1631.982;59.8124266098804;26.902;17.217
1632.972;59.7914266098804;26.901;17.217
1633.96;59.8329218632081;26.902;17.219
1634.955;59.8771742233623;26.902;17.218
1635.958;59.7481742233623;26.902;17.218
1636.941;59.9514172219843;26.907;17.221
1637.934;59.7671742233623;26.903;17.218
1638.931;59.823679022764;26.9;17.216
1639.932;59.7521742233623;26.902;17.218
1640.951;59.7399314620149;26.899;17.215
1641.945;59.7964266098804;26.901;17.217
1642.943;59.8594172219843;26.907;17.221
1643.947;59.6199314620149;26.9;17.215
1644.956;59.810679022764;26.9;17.216
1645.971;59.7984266098804;26.901;17.217
1646.964;59.788679022764;26.9;17.216
1647.96;59.7891839276346;26.898;17.214
1648.959;59.8069314620149;26.899;17.215
1649.966;59.8469314620149;26.898;17.215
1650.943;59.800436419625;26.897;17.213
1651.924;59.879436419625;26.896;17.213
1652.94;59.877679022764;26.899;17.216
1653.959;59.9244266098804;26.902;17.217
1654.949;59.9939218632081;26.904;17.219
1655.943;59.8421742233623;26.905;17.218
1656.94;59.764679022764;26.9;17.216
1657.946;59.936669529416;26.905;17.22
1658.941;59.8871839276347;26.898;17.214
1659.935;59.8256889379878;26.896;17.212
1660.917;59.7341839276346;26.897;17.214
1661.914;59.7684364196251;26.897;17.213
1662.924;59.9289218632081;26.905;17.219
1663.931;59.9049314620149;26.899;17.215
1664.919;59.7106889379878;26.896;17.212
1665.922;59.8449314620149;26.898;17.215
1666.925;59.6769414827245;26.895;17.211
1667.917;59.7709414827245;26.895;17.211
1668.927;59.8924266098804;26.903;17.217
1669.922;59.7336889379878;26.896;17.212
1670.923;59.7356889379878;26.895;17.212
1671.915;59.7816889379878;26.895;17.212
1672.91;59.7299414827245;26.895;17.211
1673.895;59.8119414827245;26.894;17.211
1674.893;59.7196889379878;26.895;17.212
1675.895;59.8874466513269;26.893;17.209
1676.904;59.6429414827245;26.894;17.211
1677.886;59.7886889379878;26.896;17.212
1678.872;59.7359414827245;26.895;17.211
1679.862;59.6549414827245;26.894;17.211
1680.866;59.655194053837;26.894;17.21
1681.855;59.793194053837;26.893;17.21
1682.846;59.9329314620149;26.9;17.215
1683.842;59.7899414827245;26.895;17.211
1684.845;59.7086889379878;26.896;17.212
1685.853;59.6986889379878;26.895;17.212
1686.861;59.795194053837;26.894;17.21
1687.843;59.678194053837;26.893;17.21
1688.86;59.8336889379878;26.895;17.212
1689.851;59.680194053837;26.894;17.21
1690.846;59.728194053837;26.894;17.21
1691.842;59.8296889379878;26.896;17.212
1692.84;59.8991839276346;26.899;17.214
1693.838;59.781436419625;26.896;17.213
1694.812;59.7256889379878;26.896;17.212
1695.82;59.6666889379878;26.896;17.212
1696.796;59.739194053837;26.894;17.21
1697.81;59.705436419625;26.897;17.213
1698.806;59.6566889379878;26.896;17.212
1699.812;59.6759414827245;26.895;17.211
1700.816;59.796436419625;26.897;17.213
1701.831;59.7059414827245;26.895;17.211
1702.819;59.827436419625;26.896;17.213
1703.818;59.5846889379878;26.897;17.212
1704.809;59.9029314620149;26.901;17.215
1705.811;59.938679022764;26.902;17.216
1706.798;59.7226889379878;26.896;17.212
1707.806;59.7026889379878;26.897;17.212
1708.798;59.7451839276347;26.899;17.214
1709.813;59.888679022764;26.901;17.216
1710.831;59.652436419625;26.897;17.213
1711.847;59.697436419625;26.897;17.213
1712.842;59.886679022764;26.902;17.216
1713.841;59.8701839276347;26.897;17.214
1714.816;59.6786889379878;26.895;17.212
1715.824;59.6486889379878;26.896;17.212
1716.812;59.6726889379878;26.895;17.212
1717.833;59.7461839276347;26.898;17.214
1718.832;59.9289314620149;26.901;17.215
1719.843;59.5726889379878;26.896;17.212
1720.826;59.9521742233623;26.903;17.218
1721.813;59.6086889379878;26.896;17.212
1722.805;59.7436889379878;26.895;17.212
1723.799;59.642436419625;26.898;17.213
1724.798;59.8639314620149;26.901;17.215
1725.802;59.6726889379878;26.896;17.212
1726.808;59.794679022764;26.902;17.216
1727.803;59.658436419625;26.897;17.213
1728.801;59.7289314620149;26.899;17.215
1729.802;59.6651839276347;26.898;17.214
1730.803;59.7201839276347;26.898;17.214
1731.796;59.641436419625;26.897;17.213
1732.813;59.6016889379878;26.896;17.212
1733.814;59.788679022764;26.902;17.216
1734.809;59.7961839276347;26.901;17.214
1735.822;59.5861839276347;26.898;17.214
1736.798;59.716436419625;26.897;17.213
1737.794;59.6296889379878;26.896;17.212
1738.767;59.7824266098804;26.903;17.217
1739.757;59.604436419625;26.897;17.213
1740.755;59.9509218632081;26.905;17.219
1741.769;59.759679022764;26.902;17.216
1742.762;59.6591839276347;26.899;17.214
1743.763;59.7706889379878;26.895;17.212
1744.747;59.7929314620149;26.901;17.215
1745.747;59.6006889379878;26.897;17.212
1746.74;59.552436419625;26.898;17.213
1747.731;59.6616889379878;26.896;17.212
1748.732;59.854679022764;26.902;17.216
1749.746;59.740679022764;26.903;17.216
1750.734;59.647436419625;26.898;17.213
1751.757;59.6456889379878;26.896;17.212
1752.758;59.6146889379878;26.896;17.212
1753.76;59.6486889379878;26.896;17.212
1754.745;59.7389314620149;26.901;17.215
1755.734;59.6509414827245;26.895;17.211
1756.756;59.5746889379878;26.897;17.212
1757.752;59.6809414827245;26.895;17.211
1758.756;59.7336889379878;26.895;17.212
1759.762;59.508194053837;26.894;17.21
1760.752;59.6039414827245;26.896;17.211
1761.753;59.768679022764;26.902;17.216
1762.753;59.630194053837;26.895;17.21
1763.759;59.6646889379878;26.896;17.212
1764.768;59.5719414827245;26.895;17.211
1765.779;59.5419414827245;26.896;17.211
1766.762;59.5989414827245;26.895;17.211
1767.748;59.715194053837;26.894;17.21
1768.738;59.7349314620149;26.901;17.215
1769.734;59.660436419625;26.897;17.213
1770.733;59.649436419625;26.897;17.213
1771.752;59.483436419625;26.897;17.213
1772.745;59.5756889379878;26.896;17.212
1773.74;59.6196889379878;26.897;17.212
1774.744;59.523436419625;26.898;17.213
1775.745;59.8304266098804;26.903;17.217
1776.726;59.8579314620149;26.901;17.215
1777.716;59.7909314620149;26.901;17.215
1778.717;59.5759414827245;26.896;17.211
1779.727;59.6329414827245;26.895;17.211
1780.705;59.495194053837;26.894;17.21
1781.717;59.862436419625;26.898;17.213
1782.731;59.628194053837;26.893;17.21
1783.73;59.5814466513269;26.893;17.209
1784.724;59.7761839276347;26.9;17.214
1785.724;59.6911839276347;26.9;17.214
1786.729;59.712436419625;26.9;17.213
1787.727;59.5849414827245;26.896;17.211
1788.728;59.838436419625;26.899;17.213
1789.713;59.644194053837;26.894;17.21
1790.698;59.6286889379878;26.896;17.212
1791.705;59.5299414827245;26.896;17.211
1792.709;59.7869314620149;26.901;17.215
1793.693;59.7431839276347;26.901;17.214
1794.682;59.7341839276346;26.901;17.214
1795.676;59.578194053837;26.894;17.21
1796.68;59.714436419625;26.899;17.213
1797.691;59.5079414827245;26.895;17.211
1798.707;59.840436419625;26.899;17.213
1799.698;59.4826992751959;26.892;17.208
1800.689;59.6009519254457;26.891;17.207
1801.674;59.5414466513269;26.893;17.209
1802.669;59.5494466513269;26.893;17.209
1803.666;59.4589519254457;26.892;17.207
1804.655;59.5494466513269;26.894;17.209
1805.657;59.806436419625;26.898;17.213
1806.675;59.6469414827245;26.897;17.211
1807.66;59.5876992751959;26.892;17.208
1808.656;59.6284466513269;26.893;17.209
1809.658;59.5082046020781;26.889;17.206
1810.658;59.5624466513269;26.893;17.209
1811.679;59.7819414827245;26.897;17.211
1812.683;59.7236889379878;26.898;17.212
1813.678;59.5282046020781;26.89;17.206
1814.657;59.5859519254457;26.891;17.207
1815.662;59.6794466513269;26.892;17.209
1816.644;59.5039414827245;26.895;17.211
1817.66;59.4966992751959;26.892;17.208
1818.652;59.5064466513269;26.894;17.209
1819.648;59.5789519254457;26.891;17.207
1820.655;59.7309414827245;26.897;17.211
1821.634;59.7726889379878;26.898;17.212
1822.647;59.5194466513269;26.894;17.209
1823.639;59.5629414827245;26.896;17.211
1824.633;59.4356992751959;26.893;17.208
1825.634;59.6606889379878;26.899;17.212
1826.646;59.5794466513269;26.893;17.209
1827.632;59.4529519254457;26.892;17.207
1828.625;59.4679519254457;26.891;17.207
1829.621;59.4569519254457;26.891;17.207
1830.618;59.4966992751959;26.892;17.208
1831.619;59.723194053837;26.896;17.21
1832.624;59.632194053837;26.894;17.21
1833.637;59.4716992751959;26.893;17.208
1834.62;59.581194053837;26.895;17.21
1835.605;59.581194053837;26.894;17.21
1836.593;59.7306889379878;26.898;17.212
1837.604;59.681436419625;26.899;17.213
1838.6;59.7171839276347;26.9;17.214
1839.592;59.6666992751959;26.892;17.208
1840.595;59.471194053837;26.895;17.21
1841.587;59.7381839276347;26.9;17.214
1842.593;59.426194053837;26.894;17.21
1843.614;59.6529414827245;26.897;17.211
1844.626;59.4776992751959;26.893;17.208
1845.628;59.5434466513269;26.893;17.209
1846.616;59.3889519254457;26.892;17.207
1847.609;59.4686992751959;26.893;17.208
1848.607;59.6149414827245;26.897;17.211
1849.602;59.5919519254457;26.891;17.207
1850.602;59.5029519254457;26.891;17.207
1851.608;59.5232046020781;26.89;17.206
1852.61;59.5316992751959;26.893;17.208
1853.618;59.5169519254457;26.891;17.207
1854.63;59.5426992751959;26.892;17.208
1855.62;59.639194053837;26.896;17.21
1856.616;59.7064466513269;26.895;17.209
1857.619;59.6539414827245;26.897;17.211
1858.617;59.4789519254457;26.89;17.207
1859.613;59.4399519254457;26.891;17.207
1860.616;59.4469519254457;26.891;17.207
1861.622;59.5294573050946;26.889;17.205
1862.632;59.5504466513269;26.896;17.209
1863.619;59.5034573050946;26.889;17.205
1864.611;59.4737100344971;26.888;17.204
1865.606;59.7076992751959;26.894;17.208
1866.607;59.5199519254457;26.891;17.207
1867.611;59.4944573050946;26.889;17.205
1868.628;59.4064573050946;26.888;17.205
1869.626;59.4604573050946;26.889;17.205
1870.624;59.4592046020781;26.889;17.206
1871.628;59.4309627902872;26.887;17.203
1872.621;59.3529627902872;26.887;17.203
1873.613;59.5584573050946;26.888;17.205
1874.616;59.4654683810369;26.885;17.201
1875.612;59.4202155724665;26.885;17.202
1876.604;59.4602155724665;26.885;17.202
1877.596;59.6347100344971;26.889;17.204
1878.598;59.4519627902872;26.887;17.203
1879.589;59.4059627902872;26.887;17.203
1880.57;59.5257100344971;26.887;17.204
1881.567;59.3904683810369;26.884;17.201
1882.57;59.3709627902872;26.887;17.203
1883.562;59.4344683810369;26.885;17.201
1884.585;59.4729627902872;26.887;17.203
1885.592;59.408721216;26.884;17.2
1886.604;59.4814683810369;26.885;17.201
1887.604;59.4532269651111;26.881;17.198
1888.606;59.363721216;26.883;17.2
1889.583;59.4304683810369;26.885;17.201
1890.603;59.4419740773575;26.883;17.199
1891.59;59.486721216;26.884;17.2
1892.581;59.5364683810369;26.884;17.201
1893.577;59.3939740773575;26.882;17.199
1894.578;59.3189740773575;26.883;17.199
1895.573;59.6334683810369;26.884;17.201
1896.573;59.4952269651111;26.881;17.198
1897.578;59.4969740773575;26.883;17.199
1898.586;59.4032269651111;26.882;17.198
1899.596;59.570721216;26.883;17.2
1900.609;59.5609740773575;26.882;17.199
1901.626;59.5519740773575;26.882;17.199
1902.612;59.4839740773575;26.882;17.199
1903.603;59.4144798792624;26.88;17.197
1904.6;59.4529740773575;26.882;17.199
1905.591;59.3672269651111;26.882;17.198
1906.59;59.4134798792625;26.88;17.197
1907.573;59.8209740773575;26.882;17.199
1908.568;59.6012269651111;26.881;17.198
1909.566;59.3539857867654;26.878;17.195
1910.563;59.4502269651111;26.881;17.198
1911.563;59.2787328198133;26.88;17.196
1912.571;59.3669857867654;26.878;17.195
1913.571;59.3409857867654;26.878;17.195
1914.572;59.4167328198133;26.879;17.196
1915.572;59.4424798792624;26.879;17.197
1916.557;59.3457328198133;26.879;17.196
1917.554;59.4119857867654;26.878;17.195
1918.559;59.4904798792624;26.88;17.197
1919.548;59.4887328198133;26.878;17.196
1920.542;59.4429857867654;26.879;17.195
1921.543;59.577721216;26.884;17.2
1922.529;59.4494798792625;26.88;17.197
1923.516;59.2667328198133;26.879;17.196
1924.539;59.4589740773575;26.882;17.199
1925.518;59.4749740773575;26.882;17.199
1926.531;59.6294683810369;26.886;17.201
1927.518;59.4019740773575;26.883;17.199
1928.512;59.3512269651111;26.881;17.198
1929.511;59.4557328198133;26.879;17.196
1930.491;59.4284798792625;26.88;17.197
1931.5;59.4892269651111;26.882;17.198
1932.514;59.3794798792625;26.881;17.197
1933.506;59.3267328198133;26.879;17.196
1934.501;59.2922387801203;26.877;17.194
1935.507;59.4274798792624;26.88;17.197
1936.514;59.4224798792625;26.88;17.197
1937.495;59.4629857867654;26.877;17.195
1938.51;59.3142387801203;26.877;17.194
1939.503;59.3409857867654;26.878;17.195
1940.495;59.3417448460457;26.874;17.192
1941.492;59.3359857867654;26.878;17.195
1942.491;59.3872387801203;26.877;17.194
1943.495;59.4079857867654;26.879;17.195
1944.491;59.3847328198133;26.88;17.196
1945.489;59.3284917998799;26.876;17.193
1946.481;59.2724917998799;26.876;17.193
1947.472;59.2794917998799;26.875;17.193
1948.472;59.4339979186195;26.873;17.191
1949.468;59.3839979186195;26.873;17.191
1950.459;59.3654917998799;26.876;17.193
1951.443;59.4424917998799;26.876;17.193
1952.439;59.3975041429979;26.871;17.189
1953.441;59.2749979186195;26.874;17.191
1954.438;59.3407448460457;26.874;17.192
1955.423;59.281251017603;26.873;17.19
1956.411;59.4037448460457;26.875;17.192
1957.416;59.4824917998799;26.876;17.193
1958.402;59.3409979186195;26.874;17.191
1959.399;59.4239979186195;26.873;17.191
1960.404;59.2859979186195;26.873;17.191
1961.392;59.2855041429979;26.871;17.189
1962.384;59.3567448460457;26.874;17.192
1963.385;59.3354917998799;26.875;17.193
1964.365;59.3677448460457;26.873;17.192
1965.381;59.2815041429979;26.872;17.189
1966.37;59.3709979186195;26.874;17.191
1967.364;59.2735041429979;26.871;17.189
1968.362;59.348251017603;26.872;17.19
1969.364;59.313251017603;26.872;17.19
1970.345;59.342251017603;26.873;17.19
1971.361;59.4009979186195;26.873;17.191
1972.382;59.342251017603;26.872;17.19
1973.376;59.3779979186195;26.873;17.191
1974.385;59.3825041429979;26.872;17.189
1975.369;59.318251017603;26.872;17.19
1976.381;59.5364917998799;26.877;17.193
1977.399;59.5857448460457;26.876;17.192
1978.391;59.234251017603;26.872;17.19
1979.384;59.3829979186195;26.874;17.191
1980.38;59.2039979186195;26.874;17.191
1981.377;59.3039979186195;26.874;17.191
1982.376;59.345251017603;26.872;17.19
1983.382;59.281251017603;26.873;17.19
1984.36;59.4049979186195;26.874;17.191
1985.358;59.3259979186195;26.875;17.191
1986.352;59.3697572948058;26.869;17.188
1987.336;59.2807572948058;26.871;17.188
1988.32;59.3077572948058;26.87;17.188
1989.31;59.3099979186195;26.873;17.191
1990.313;59.255251017603;26.872;17.19
1991.315;59.2675041429979;26.872;17.189
1992.308;59.3909979186195;26.874;17.191
1993.303;59.442251017603;26.873;17.19
1994.293;59.3425041429979;26.871;17.189
1995.285;59.286251017603;26.873;17.19
1996.289;59.3047572948058;26.871;17.188
1997.302;59.3744917998799;26.877;17.193
1998.302;59.2775041429979;26.871;17.189
1999.311;59.304251017603;26.873;17.19
2000.297;59.2425041429979;26.872;17.189
2001.296;61.538852443672;27.884;18.06
2002.307;63.4352162822744;29.078;19.099
2003.297;64.1178554717937;30.284;20.153
2004.296;64.6748893005232;31.478;21.203
2005.309;65.2499135203314;32.625;22.222
2006.296;64.6120305628749;32.595;22.193
2007.282;61.667306515421;32.595;22.17
2008.299;62.5564491634551;32.589;22.169
2009.317;62.8291638853423;32.587;22.171
2010.305;62.181306515421;32.594;22.17
2011.293;61.5628786790441;32.601;22.173
2012.283;62.4956091930822;32.628;22.203
2013.284;62.3891831312581;32.631;22.206
2014.3;62.3657512494865;32.63;22.202
2015.302;62.1624671545771;32.632;22.204
2016.332;62.2343251339696;32.633;22.205
2017.327;62.0941831312581;32.634;22.206
2018.326;62.0887512494865;32.63;22.202
2019.347;62.0651831312581;32.634;22.206
2020.374;61.9910411464407;32.637;22.207
2021.379;61.7150265876478;32.622;22.186
2022.367;61.8911727983657;32.627;22.192
2023.405;61.8887572304819;32.64;22.209
2024.407;61.8861831312581;32.638;22.206
2025.416;61.8197572304819;32.642;22.209
2026.423;61.6050265876478;32.623;22.186
2027.455;61.8384733860795;32.644;22.211
2028.516;61.7920411464407;32.64;22.207
2029.54;61.715035416;32.636;22.2
2030.545;61.7997572304819;32.643;22.209
2031.574;61.4113113274824;32.622;22.184
2032.576;61.7186091930822;32.637;22.203
2033.585;61.7233314907078;32.646;22.212
2034.613;61.6974733860795;32.645;22.211
2035.648;61.6824733860795;32.645;22.211
2036.648;61.6623314907078;32.648;22.212
2037.647;61.5967572304819;32.645;22.209
2038.648;61.7638991795159;32.642;22.208
2039.679;61.6088991795159;32.644;22.208
2040.734;61.0605935445469;32.611;22.175
2041.754;61.6070411464407;32.643;22.207
2042.77;61.5453084818371;32.609;22.177
2043.773;61.5833084818371;32.609;22.177
2044.766;61.6111659773982;32.61;22.178
2045.76;61.4800234909011;32.613;22.179
2046.758;61.4890234909011;32.612;22.179
2047.764;61.5301659773982;32.612;22.178
2048.76;61.4941659773982;32.611;22.178
2049.755;61.4961659773982;32.61;22.178
2050.764;61.5348786790441;32.605;22.173
2051.765;61.3911659773982;32.612;22.178
2052.767;61.4330234909011;32.613;22.179
2053.762;61.4724510042194;32.61;22.176
2054.749;61.3413084818371;32.612;22.177
2055.753;61.4241659773982;32.611;22.178
2056.74;61.3451659773982;32.613;22.178
2057.758;61.3820234909011;32.614;22.179
2058.763;61.3581659773982;32.612;22.178
2059.755;61.3740234909011;32.613;22.179
2060.753;61.2881659773982;32.614;22.178
2061.773;61.348881022344;32.615;22.18
2062.765;61.3224510042194;32.611;22.176
2063.772;61.2523084818371;32.612;22.177
2064.793;61.2774510042194;32.611;22.176
2065.78;61.3371659773982;32.614;22.178
2066.796;61.2783084818371;32.612;22.177
2067.815;61.2504510042194;32.611;22.176
2068.833;61.3023084818371;32.612;22.177
2069.824;61.1664510042194;32.612;22.176
2070.832;61.2293084818371;32.612;22.177
2071.831;61.2604510042194;32.611;22.176
2072.824;61.2553084818371;32.613;22.177
2073.828;61.2668786790441;32.608;22.173
2074.835;61.1885935445469;32.611;22.175
2075.825;61.6408786790441;32.604;22.173
2076.81;61.1098786790441;32.61;22.173
2077.797;61.3784510042194;32.61;22.176
2078.807;61.1755935445469;32.611;22.175
2079.804;61.4277361028212;32.608;22.174
2080.801;61.3523084818371;32.61;22.177
2081.786;60.4440234909011;32.626;22.179
2082.791;60.4371659773982;32.625;22.178
2083.78;61.2231896132201;32.654;22.213
2084.795;60.536881022344;32.624;22.18
2085.784;61.1398991795159;32.649;22.208
2086.808;61.2257572304819;32.649;22.209
2087.857;61.217615299337;32.651;22.21
2088.872;61.1383251339696;32.647;22.205
2089.913;61.1804733860795;32.652;22.211
2090.913;60.2397385717253;32.63;22.181
2091.93;61.2168991795159;32.649;22.208
2092.964;61.175615299337;32.652;22.21
2094.028;61.1383314907078;32.654;22.212
2095.04;60.8177385717253;32.627;22.181
2096.053;61.0864733860795;32.653;22.211
2097.066;61.1454671545771;32.647;22.204
2098.092;61.0918991795159;32.649;22.208
2099.075;61.1243314907078;32.654;22.212
2100.099;61.1574733860795;32.653;22.211
2101.107;61.0730411464407;32.65;22.207
2102.157;60.447734513396;32.605;22.167
2103.192;61.1477572304819;32.651;22.209
2104.212;61.1340411464407;32.649;22.207
2105.218;61.1037572304819;32.651;22.209
2106.214;61.0650411464407;32.648;22.207
2107.24;61.1091775261125;32.643;22.199
2108.272;61.0541831312581;32.647;22.206
2109.269;60.229881022344;32.631;22.18
2110.269;61.0741831312581;32.647;22.206
2111.268;61.0308991795159;32.651;22.208
2112.294;61.0838991795159;32.651;22.208
2113.279;61.0240411464407;32.649;22.207
2114.279;61.0174671545771;32.646;22.204
2115.283;61.0126091930822;32.645;22.203
2116.28;60.9493251339696;32.647;22.205
2117.288;60.458734513396;32.609;22.167
2118.298;60.9686091930822;32.646;22.203
2119.313;60.6095961390433;32.625;22.182
2120.304;60.1010234909011;32.63;22.179
2121.305;60.203881022344;32.629;22.18
2122.319;60.5730212732172;32.614;22.172
2123.322;60.7574491634551;32.611;22.169
2124.305;61.3091626730149;32.598;22.164
2125.339;60.9858991795159;32.652;22.208
2126.349;60.9807512494865;32.648;22.202
2127.374;61.0057572304819;32.652;22.209
2128.405;61.0087572304819;32.653;22.209
2129.398;61.020615299337;32.654;22.21
2130.413;60.9518991795159;32.652;22.208
2131.407;60.9414671545771;32.649;22.204
2132.457;60.9403251339696;32.648;22.205
2133.457;60.9507572304819;32.653;22.209
2134.46;60.4130234909011;32.628;22.179
2135.46;61.0197572304819;32.653;22.209
2136.487;60.9596091930822;32.646;22.203
2137.513;60.9441831312581;32.649;22.206
2138.506;60.8590305628749;32.642;22.193
2139.506;60.9471831312581;32.65;22.206
2140.507;60.2994491634551;32.612;22.169
2141.526;60.7981831312581;32.651;22.206
2142.527;60.9551831312581;32.65;22.206
2143.552;60.8005996123529;32.639;22.189
2144.568;60.9983251339696;32.649;22.205
2145.587;60.8444671545771;32.649;22.204
2146.598;60.8726091930822;32.649;22.203
2147.616;60.8695996123529;32.638;22.189
2148.67;60.9754671545771;32.649;22.204
2149.713;60.8994671545771;32.649;22.204
2150.755;60.3230199351786;32.608;22.165
2151.747;60.9444671545771;32.649;22.204
2152.778;60.8743251339696;32.651;22.205
2153.799;60.7946091930822;32.648;22.203
2154.8;61.5471638853423;32.602;22.171
2155.79;60.7628883453003;32.644;22.194
2156.818;60.8508933237919;32.646;22.201
2157.803;60.8057512494865;32.648;22.202
2158.852;60.9104671545771;32.649;22.204
2159.888;60.843035416;32.647;22.2
2160.884;60.8211727983657;32.641;22.192
2161.911;60.8531831312581;32.652;22.206
2162.92;60.0930194773677;32.599;22.158
2163.91;60.8608883453003;32.642;22.194
2164.921;60.363881022344;32.626;22.18
2165.9;60.7827512494865;32.647;22.202
2166.895;60.7621727983657;32.642;22.192
2167.917;60.8624671545771;32.649;22.204
2168.94;60.7663251339696;32.651;22.205
2169.941;60.7054671545771;32.652;22.204
2170.968;60.7957512494865;32.648;22.202
2171.997;60.8256039638933;32.645;22.196
2172.983;60.7737512494865;32.647;22.202
2174.008;60.8303251339696;32.651;22.205
2175.036;60.6760265876478;32.637;22.186
2176.023;60.7814671545771;32.651;22.204
2177.046;60.7991831312581;32.652;22.206
2178.062;60.7933196541311;32.646;22.198
2179.072;60.6911831312581;32.653;22.206
2180.083;60.6863251339696;32.653;22.205
2181.093;60.6704671545771;32.651;22.204
2182.084;60.6658883453003;32.644;22.194
2183.088;60.8091775261125;32.646;22.199
2184.091;60.7713251339696;32.652;22.205
2185.145;60.7104671545771;32.651;22.204
2186.135;60.7507512494865;32.648;22.202
2187.181;60.7028933237919;32.649;22.201
2188.19;60.6351831312581;32.654;22.206
2189.19;60.7033251339696;32.653;22.205
2190.243;60.6851831312581;32.655;22.206
2191.251;60.9993113274824;32.629;22.184
2192.236;60.007733804032;32.604;22.16
2193.236;60.7364671545771;32.651;22.204
2194.227;60.7296091930822;32.65;22.203
2195.277;60.7186091930822;32.649;22.203
2196.292;60.6016091930822;32.652;22.203
2197.312;60.7127512494865;32.649;22.202
2198.323;60.6924671545771;32.652;22.204
2199.313;60.6754671545771;32.652;22.204
2200.346;60.6984671545771;32.651;22.204
2201.396;60.6341831312581;32.655;22.206
2202.399;60.3757361028212;32.625;22.174
2203.39;60.6856091930822;32.651;22.203
2204.42;60.6848933237919;32.649;22.201
2205.442;60.3753084818371;32.63;22.177
2206.452;60.6478933237919;32.65;22.201
2207.502;60.6228883453003;32.644;22.194
2208.522;60.6268883453003;32.644;22.194
2209.518;60.5330265876478;32.639;22.186
2210.522;60.3703084818371;32.63;22.177
2211.532;60.5933251339696;32.653;22.205
2212.541;60.6207512494865;32.65;22.202
2213.577;60.5486091930822;32.651;22.203
2214.587;60.6273196541311;32.646;22.198
2215.599;60.5891775261125;32.648;22.199
2216.618;59.990733804032;32.606;22.16
2217.622;60.5591775261125;32.647;22.199
2218.628;60.5238842446236;32.639;22.187
2219.622;60.5427512494865;32.651;22.202
2220.633;60.5938933237919;32.65;22.201
2221.637;59.7330212732172;32.627;22.172
2222.627;60.5521775261125;32.648;22.199
2223.614;60.6223196541311;32.646;22.198
2224.61;60.6126039638933;32.644;22.196
2225.606;60.4854618000574;32.646;22.197
2226.614;60.5854618000574;32.646;22.197
2227.598;60.5836039638933;32.644;22.196
2228.598;60.5936039638933;32.644;22.196
2229.586;60.5986039638933;32.645;22.196
2230.583;60.5704618000574;32.645;22.197
2231.571;60.5997461456404;32.644;22.195
2232.551;60.4877461456404;32.644;22.195
2233.547;60.5224618000574;32.647;22.197
2234.558;60.4947461456404;32.644;22.195
2235.56;60.4884618000574;32.646;22.197
2236.545;60.4917461456404;32.644;22.195
2237.543;60.5267461456404;32.644;22.195
2238.547;60.4496039638933;32.645;22.196
2239.547;60.4806039638933;32.645;22.196
2240.557;60.4744618000574;32.647;22.197
2241.549;60.5343196541311;32.647;22.198
2242.542;60.4494618000574;32.647;22.197
2243.548;60.4503196541311;32.648;22.198
2244.556;60.5146039638933;32.646;22.196
2245.544;60.5416039638933;32.645;22.196
2246.528;60.5146039638933;32.645;22.196
2247.51;60.4926039638933;32.646;22.196
2248.545;60.5148883453003;32.643;22.194
2249.532;60.5636039638933;32.645;22.196
2250.53;60.5407461456404;32.644;22.195
2251.524;60.4897461456404;32.644;22.195
2252.526;60.5570305628749;32.641;22.193
2253.532;60.4973150517745;32.64;22.191
2254.539;60.4548883453003;32.643;22.194
2255.59;60.4723150517745;32.64;22.191
2256.622;60.4273150517745;32.64;22.191
2257.604;60.420457323103;32.639;22.19
2258.602;60.374457323103;32.64;22.19
2259.614;60.4611727983657;32.642;22.192
2260.666;60.4263150517745;32.641;22.191
2261.691;60.4060305628749;32.643;22.193
2262.692;60.4651727983657;32.641;22.192
2263.703;60.4480305628749;32.643;22.193
2264.721;60.3781727983657;32.642;22.192
2265.742;60.4411727983657;32.641;22.192
2266.75;60.4670305628749;32.643;22.193
2267.78;60.4123150517745;32.641;22.191
2268.785;60.4541727983657;32.641;22.192
2269.821;60.3560305628749;32.643;22.193
2270.812;60.4243150517745;32.641;22.191
2271.819;60.3967461456404;32.645;22.195
2272.863;60.4716039638933;32.645;22.196
2273.864;60.3938883453003;32.644;22.194
2274.92;60.3671727983657;32.643;22.192
2275.957;60.4216039638933;32.647;22.196
2276.951;60.3001727983657;32.642;22.192
2277.924;60.3848883453003;32.644;22.194
2278.965;60.3411727983657;32.643;22.192
2279.99;60.3813150517745;32.641;22.191
2280.977;60.364457323103;32.64;22.19
2281.971;60.4088883453003;32.644;22.194
2282.954;60.4051727983657;32.642;22.192
2283.959;60.4085996123529;32.638;22.189
2284.958;60.403457323103;32.639;22.19
2285.939;60.341457323103;32.64;22.19
2286.945;60.3167419195258;32.639;22.188
2287.938;60.4481727983657;32.641;22.192
